date,symbol,rth_open,open_vs_context_value,open_vs_context_poc,premarket_high,premarket_low,premarket_range_ticks,or_high,or_low,or_width_ticks,or_delta,or_volume,or_vwap,minute_profile_poc,previous_rth_close,gap_points,gap_ticks,gap_available,atr_points,atr_ticks,atr_available,context_profile_start,context_profile_end,context_has_data,context_hvn_count,context_lvn_count,context_hvn_prices,context_lvn_prices,context_total_volume,context_bid_volume,context_ask_volume,context_delta,context_poc,context_poc_volume,context_vah,context_val,context_value_area_actual_pct,context_high,context_low,context_level_step,context_level_step_ticks,context_profile_width_ticks,context_value_area_width_ticks,context_price_level_count,context_occupied_price_level_count,context_empty_level_count,context_upper_volume,context_lower_volume,context_upper_lower_ratio,context_upper_volume_share,context_lower_volume_share,context_center_of_mass,context_skewness,context_kurtosis_excess,context_entropy,context_max_level_volume_share,context_volume_slope,context_poc_position,context_center_of_mass_position,context_source_rows,context_profile_shape,context_shape_confidence_score,context_prob_D,context_prob_P,context_prob_b,context_prob_double,context_prob_trend_up,context_prob_trend_down,context_prob_unknown,context_distribution_count,context_double_mode_separation,context_double_valley_depth,context_shape_probability_type,minute_profile_start,minute_profile_end,minute_has_data,minute_hvn_count,minute_lvn_count,minute_hvn_prices,minute_lvn_prices,minute_total_volume,minute_bid_volume,minute_ask_volume,minute_delta,minute_poc,minute_poc_volume,minute_vah,minute_val,minute_value_area_actual_pct,minute_high,minute_low,minute_level_step,minute_level_step_ticks,minute_profile_width_ticks,minute_value_area_width_ticks,minute_price_level_count,minute_occupied_price_level_count,minute_empty_level_count,minute_upper_volume,minute_lower_volume,minute_upper_lower_ratio,minute_upper_volume_share,minute_lower_volume_share,minute_center_of_mass,minute_skewness,minute_kurtosis_excess,minute_entropy,minute_max_level_volume_share,minute_volume_slope,minute_poc_position,minute_center_of_mass_position,minute_source_rows,minute_profile_shape,minute_shape_confidence_score,minute_prob_D,minute_prob_P,minute_prob_b,minute_prob_double,minute_prob_trend_up,minute_prob_trend_down,minute_prob_unknown,minute_distribution_count,minute_double_mode_separation,minute_double_valley_depth,minute_shape_probability_type,first_minute_lvn_count,retest_event_count,has_any_retest
2026-06-01,NQ,30343.75,INSIDE_VALUE,BELOW_POC,30496.25,30292.5,815.0,30370.0,30311.25,235.0,285.0,6419.0,30340.55070883315,30345.0,,,,False,,,False,08:30:00,09:30:00,True,10,1,30330.00|30356.25|30376.25|30400.00|30410.00|30417.50|30431.25|30452.50|30480.00|30492.50,30406.25,34101.0,17284.0,16817.0,-467.0,30347.5,582.0,30433.75,30292.5,0.7027066654936805,30496.25,30292.5,1.25,5.0,815.0,565.0,164,164,0,20734.0,12785.0,1.621744231521314,0.6080173601947158,0.37491569162194655,30379.929950734582,0.4136582667621124,-1.2545722571702613,0.9549598920070966,0.017066948183337732,-0.1501331519875648,0.26993865030674846,0.4291040526850662,821,trend_down,0.4610430297875297,0.06788657130386354,0.06462677390883682,0.06437278179421549,0.09325669266185631,0.06775140061121045,0.4610430297875297,0.1810627499324877,3,0.09202453987730061,0.4447261663286004,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,09:30:00,09:31:00,True,2,0,30318.75|30345.00,,6419.0,3067.0,3352.0,285.0,30345.0,356.0,30367.5,30328.75,0.7022900763358778,30370.0,30311.25,1.25,5.0,235.0,155.0,48,48,0,2831.0,3232.0,0.8759282178217822,0.4410344290387911,0.5035052188814457,30340.55070883315,-0.19642847379777745,-1.1993884412593245,0.9606463936465084,0.0554603520797632,-0.002733747993579481,0.574468085106383,0.4987354695004352,48,double,0.7308323894656168,0.04440404886126985,0.03613958570094133,0.03625778428785364,0.7308323894656168,0.05734373964449377,0.059307459938643635,0.03571499210118101,3,0.44680851063829785,0.7431539187913125,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,0,0,False
