fecha,BurstId,burst_side,attacked_side,L0,event_number_after_prefix,event_close_ts_recv,order_id,price,F_qty,C_qty_same_event_order_price,has_C_identity_sibling,F_C_qty_equal,F_minus_C_qty,M_state_reduction_qty,C_state_reduction_qty,total_state_reduction_qty,has_M_or_C_state_reduction,F_state_reduction_qty_equal,F_minus_state_reduction_qty
2022-05-27,LB_20220527_093100_BUY_0001,BUY,A,12438.0,401,2022-05-27T13:31:01.213196072+00:00,6834134952923,12438.0,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-05-27,LB_20220527_093100_BUY_0001,BUY,A,12438.0,401,2022-05-27T13:31:01.213196072+00:00,6834135002919,12438.0,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-05-27,LB_20220527_093100_BUY_0001,BUY,A,12438.0,401,2022-05-27T13:31:01.213196072+00:00,6834135196089,12438.0,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-05-27,LB_20220527_093100_BUY_0001,BUY,A,12438.0,401,2022-05-27T13:31:01.213196072+00:00,6834135200472,12438.0,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-05-27,LB_20220527_093100_BUY_0001,BUY,A,12438.0,533,2022-05-27T13:31:01.307477772+00:00,6834135698320,12438.0,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-05-27,LB_20220527_093100_BUY_0001,BUY,A,12438.0,585,2022-05-27T13:31:01.339620890+00:00,6834135785997,12438.0,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-05-27,LB_20220527_093100_BUY_0001,BUY,A,12438.0,639,2022-05-27T13:31:01.395003498+00:00,6834135786086,12438.0,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-05-27,LB_20220527_093100_BUY_0001,BUY,A,12438.0,856,2022-05-27T13:31:01.673567980+00:00,6834135786823,12438.0,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-05-27,LB_20220527_093100_BUY_0001,BUY,A,12438.0,934,2022-05-27T13:31:01.741779874+00:00,6834135786881,12438.0,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-05-27,LB_20220527_093100_BUY_0001,BUY,A,12438.0,959,2022-05-27T13:31:01.755059719+00:00,6834135787079,12438.0,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-05-27,LB_20220527_093100_BUY_0001,BUY,A,12438.0,1003,2022-05-27T13:31:01.788585903+00:00,6834135787176,12438.0,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-05-27,LB_20220527_093100_BUY_0001,BUY,A,12438.0,1005,2022-05-27T13:31:01.794406342+00:00,6834135787179,12438.0,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-05-27,LB_20220527_093100_BUY_0001,BUY,A,12438.0,1010,2022-05-27T13:31:01.796703111+00:00,6834135787184,12438.0,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-05-27,LB_20220527_093100_BUY_0001,BUY,A,12438.0,1215,2022-05-27T13:31:02.050514665+00:00,6834135787894,12438.0,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-05-27,LB_20220527_093100_BUY_0001,BUY,A,12438.0,1216,2022-05-27T13:31:02.050567453+00:00,6834135787909,12438.0,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-05-27,LB_20220527_093100_BUY_0001,BUY,A,12438.0,1257,2022-05-27T13:31:02.083912569+00:00,6834135787961,12438.0,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-05-27,LB_20220527_093100_BUY_0001,BUY,A,12438.0,1416,2022-05-27T13:31:02.194622638+00:00,6834135787985,12438.0,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-05-27,LB_20220527_093100_BUY_0001,BUY,A,12438.0,1522,2022-05-27T13:31:02.272436009+00:00,6834135788788,12438.0,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-06-08,LB_20220608_093102_SELL_0001,SELL,B,12647.25,1,2022-06-08T13:31:03.007028393+00:00,6834423372777,12647.25,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-06-08,LB_20220608_093102_SELL_0001,SELL,B,12647.25,5,2022-06-08T13:31:03.007139389+00:00,6834423373554,12647.25,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-06-08,LB_20220608_093102_SELL_0001,SELL,B,12647.25,160,2022-06-08T13:31:03.081423575+00:00,6834423373889,12647.25,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-06-08,LB_20220608_093102_SELL_0001,SELL,B,12647.25,6869,2022-06-08T13:31:07.847060737+00:00,6834423385520,12647.25,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-06-27,LB_20220627_093202_SELL_0001,SELL,B,12165.0,1,2022-06-27T13:32:03.009054252+00:00,6835089132906,12165.0,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-06-27,LB_20220627_093202_SELL_0001,SELL,B,12165.0,1,2022-06-27T13:32:03.009054252+00:00,6835089218588,12165.0,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-06-27,LB_20220627_093202_SELL_0001,SELL,B,12165.0,1,2022-06-27T13:32:03.009054252+00:00,6835089278224,12165.0,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-06-27,LB_20220627_093202_SELL_0001,SELL,B,12165.0,1,2022-06-27T13:32:03.009054252+00:00,6835089278340,12165.0,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-06-27,LB_20220627_093202_SELL_0001,SELL,B,12165.0,1,2022-06-27T13:32:03.009054252+00:00,6835089711160,12165.0,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-06-27,LB_20220627_093202_SELL_0001,SELL,B,12165.0,5,2022-06-27T13:32:03.009144516+00:00,6835089711170,12165.0,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-06-27,LB_20220627_093202_SELL_0001,SELL,B,12165.0,89,2022-06-27T13:32:03.038994449+00:00,6835089711209,12165.0,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-06-27,LB_20220627_093202_SELL_0001,SELL,B,12165.0,227,2022-06-27T13:32:03.111501367+00:00,6835089711853,12165.0,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-07-18,LB_20220718_093105_SELL_0001,SELL,B,12095.25,5,2022-07-18T13:31:06.008900490+00:00,6835676708728,12095.25,3.0,3.0,True,True,0.0,0.0,3.0,3.0,True,True,0.0
2022-07-18,LB_20220718_093105_SELL_0001,SELL,B,12095.25,901,2022-07-18T13:31:06.330920719+00:00,6835676711336,12095.25,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-07-18,LB_20220718_093105_SELL_0001,SELL,B,12095.25,971,2022-07-18T13:31:06.340409049+00:00,6835676711524,12095.25,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-07-18,LB_20220718_093105_SELL_0001,SELL,B,12095.25,985,2022-07-18T13:31:06.343203673+00:00,6835676711548,12095.25,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-07-18,LB_20220718_093105_SELL_0001,SELL,B,12095.25,3055,2022-07-18T13:31:07.697381319+00:00,6835676716379,12095.25,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-07-18,LB_20220718_093105_SELL_0001,SELL,B,12095.25,3148,2022-07-18T13:31:07.710325421+00:00,6835676716498,12095.25,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-07-18,LB_20220718_093105_SELL_0001,SELL,B,12095.25,3190,2022-07-18T13:31:07.746784925+00:00,6835676716646,12095.25,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-07-18,LB_20220718_093105_SELL_0001,SELL,B,12095.25,3208,2022-07-18T13:31:07.780548169+00:00,6835676716733,12095.25,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-07-18,LB_20220718_093105_SELL_0001,SELL,B,12095.25,3217,2022-07-18T13:31:07.781001828+00:00,6835676716761,12095.25,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
2022-07-18,LB_20220718_093105_SELL_0001,SELL,B,12095.25,3640,2022-07-18T13:31:08.102653946+00:00,6835676717150,12095.25,1.0,1.0,True,True,0.0,0.0,1.0,1.0,True,True,0.0
