date,symbol,rth_open,open_vs_context_value,open_vs_context_poc,premarket_high,premarket_low,premarket_range_ticks,or_high,or_low,or_width_ticks,or_delta,or_volume,or_vwap,minute_profile_poc,previous_rth_close,gap_points,gap_ticks,gap_available,atr_points,atr_ticks,atr_available,context_profile_start,context_profile_end,context_has_data,context_hvn_count,context_lvn_count,context_hvn_prices,context_lvn_prices,context_total_volume,context_bid_volume,context_ask_volume,context_delta,context_poc,context_poc_volume,context_vah,context_val,context_value_area_actual_pct,context_high,context_low,context_level_step,context_level_step_ticks,context_profile_width_ticks,context_value_area_width_ticks,context_price_level_count,context_occupied_price_level_count,context_empty_level_count,context_upper_volume,context_lower_volume,context_upper_lower_ratio,context_upper_volume_share,context_lower_volume_share,context_center_of_mass,context_skewness,context_kurtosis_excess,context_entropy,context_max_level_volume_share,context_volume_slope,context_poc_position,context_center_of_mass_position,context_source_rows,context_profile_shape,context_shape_confidence_score,context_prob_D,context_prob_P,context_prob_b,context_prob_double,context_prob_trend_up,context_prob_trend_down,context_prob_unknown,context_distribution_count,context_double_mode_separation,context_double_valley_depth,context_shape_probability_type,minute_profile_start,minute_profile_end,minute_has_data,minute_hvn_count,minute_lvn_count,minute_hvn_prices,minute_lvn_prices,minute_total_volume,minute_bid_volume,minute_ask_volume,minute_delta,minute_poc,minute_poc_volume,minute_vah,minute_val,minute_value_area_actual_pct,minute_high,minute_low,minute_level_step,minute_level_step_ticks,minute_profile_width_ticks,minute_value_area_width_ticks,minute_price_level_count,minute_occupied_price_level_count,minute_empty_level_count,minute_upper_volume,minute_lower_volume,minute_upper_lower_ratio,minute_upper_volume_share,minute_lower_volume_share,minute_center_of_mass,minute_skewness,minute_kurtosis_excess,minute_entropy,minute_max_level_volume_share,minute_volume_slope,minute_poc_position,minute_center_of_mass_position,minute_source_rows,minute_profile_shape,minute_shape_confidence_score,minute_prob_D,minute_prob_P,minute_prob_b,minute_prob_double,minute_prob_trend_up,minute_prob_trend_down,minute_prob_unknown,minute_distribution_count,minute_double_mode_separation,minute_double_valley_depth,minute_shape_probability_type,first_minute_lvn_count,retest_event_count,has_any_retest
2024-08-06,NQ,18078.75,INSIDE_VALUE,BELOW_POC,18146.25,18052.5,375.0,18120.0,18066.25,215.0,184.0,4384.0,18087.433565237225,18082.5,,,,False,,,False,08:30:00,09:30:00,True,3,1,18060.00|18125.00|18142.50,18135.00,23579.0,11761.0,11818.0,57.0,18096.25,1081.0,18101.25,18077.5,0.704652444972221,18146.25,18052.5,1.25,5.0,375.0,95.0,76,76,0,6905.0,15593.0,0.4428269095106779,0.29284532847024897,0.6613087917214471,18091.321514907333,0.6716168533995243,1.0862137056214616,0.8673355145644502,0.045845879808304,-0.14408556291072477,0.4666666666666667,0.41409615901155244,977,trend_down,0.46296496915929175,0.0687657055937175,0.06365121661015441,0.07194066377334751,0.0706951816975342,0.06670412094780984,0.46296496915929175,0.19527814221814477,3,0.13333333333333333,0.08661637328862815,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,09:30:00,09:31:00,True,3,3,18070.00|18100.00|18113.75,18071.25|18110.00|18117.50,4384.0,2100.0,2284.0,184.0,18082.5,263.0,18097.5,18072.5,0.7123631386861314,18120.0,18066.25,1.25,5.0,215.0,100.0,44,44,0,2252.0,1869.0,1.2049224184055645,0.5136861313868614,0.42632299270072993,18087.433565237225,0.6133425500797971,-0.5889017234832403,0.9275348349242539,0.05999087591240876,-0.22999193455467232,0.3023255813953488,0.3941128416227848,44,trend_down,0.7093671665660142,0.048141287388981185,0.0451694618849984,0.0456481058047046,0.04667719508353757,0.04559448394706961,0.7093671665660142,0.059402299324694444,3,0.06976744186046512,0.058886509635974305,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,3,12,True
