date,symbol,lvn_count,lvn_ids,lvn_prices,context_profile_shape,context_prob_P,context_prob_b,context_prob_D,reason
2022-04-21,NQ,1,FIRST_MINUTE_0930_0931_LVN_01,14183.75,trend_up,0.060687927519373484,0.04063696672652151,0.09285251975035809,LVN_DETECTED_BUT_NOT_RETESTED_BEFORE_0940
2022-06-13,NQ,1,FIRST_MINUTE_0930_0931_LVN_01,11517.50,unknown,0.05074546149732615,0.05184282540724567,0.05615725234505966,LVN_DETECTED_BUT_NOT_RETESTED_BEFORE_0940
