fecha,BurstId,prediction_timestamp,burst_event_timestamp,burst_timestamp,split,family,family_reason,ExecutionSide,BurstSide,Entry_price,Initial_SL_ticks,Initial_TP_ticks,Result_Label,result TP SL BE,MAE_ticks,MFE_ticks,ExitTime_NY_Milliseconds,causal_row_flag,canonical_source_file,Signal_Source,Liquidity_Burst_ID_AtEntry
2023-04-26,LB_20230426_093201_SELL_0001,2023-04-26 13:32:02.055938+00:00,2023-04-26 13:32:01+00:00,2023-04-26 13:32:02+00:00,discovery,A_TRUE_ABSORPTION,TP; MAE<=10; MFE>=TP inicial,BUY,SELL,12921.25,60,60,TP,+60,0,60,09:37:00.271,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-04-26_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230426_093201_SELL_0001
2023-05-03,LB_20230503_093500_BUY_0001,2023-05-03 13:35:01.053012900+00:00,2023-05-03 13:35:00+00:00,2023-05-03 13:35:01+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,SELL,BUY,13208.75,60,60,SL,-60,60,0,09:45:36.542,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-05-03_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230503_093500_BUY_0001
2023-05-11,LB_20230511_093202_SELL_0001,2023-05-11 13:32:03.023827900+00:00,2023-05-11 13:32:02+00:00,2023-05-11 13:32:03+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,BUY,SELL,13400.0,60,60,SL,-60,60,0,09:34:11.865,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-05-11_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230511_093202_SELL_0001
2023-05-18,LB_20230518_093436_BUY_0001,2023-05-18 13:34:37.130016900+00:00,2023-05-18 13:34:36+00:00,2023-05-18 13:34:37+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,SELL,BUY,13681.25,60,60,SL,-60,100,0,09:40:00.007,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-05-18_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230518_093436_BUY_0001
2023-05-22,LB_20230522_093356_BUY_0001,2023-05-22 13:33:57.065921900+00:00,2023-05-22 13:33:56+00:00,2023-05-22 13:33:57+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,SELL,BUY,13876.25,60,60,SL,-60,60,0,09:35:00.300,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-05-22_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230522_093356_BUY_0001
2023-05-26,LB_20230526_093357_BUY_0001,2023-05-26 13:33:58.020596+00:00,2023-05-26 13:33:57+00:00,2023-05-26 13:33:58+00:00,discovery,A_TRUE_ABSORPTION,TP; MAE<=10; MFE>=TP inicial,SELL,BUY,14045.0,60,60,TP,+60,10,60,09:34:53.738,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-05-26_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230526_093357_BUY_0001
2023-05-31,LB_20230531_093156_BUY_0001,2023-05-31 13:31:57.052030+00:00,2023-05-31 13:31:56+00:00,2023-05-31 13:31:57+00:00,discovery,C_MIXED_PATH,TP/SL con excursión intermedia; no cumple A ni B estricta,SELL,BUY,14348.75,60,60,SL,-60,60,50,09:34:32.589,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-05-31_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230531_093156_BUY_0001
2023-06-05,LB_20230605_093500_BUY_0001,2023-06-05 13:35:01.036505+00:00,2023-06-05 13:35:00+00:00,2023-06-05 13:35:01+00:00,discovery,C_MIXED_PATH,TP/SL con excursión intermedia; no cumple A ni B estricta,SELL,BUY,14611.25,60,60,TP,+30,15,50,09:36:38.880,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-06-05_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230605_093500_BUY_0001
2023-06-13,LB_20230613_093139_SELL_0001,2023-06-13 13:31:40.043985900+00:00,2023-06-13 13:31:39+00:00,2023-06-13 13:31:40+00:00,discovery,A_TRUE_ABSORPTION,TP; MAE<=10; MFE>=TP inicial,BUY,SELL,15080.0,60,60,TP,+60,5,60,09:32:31.447,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-06-13_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230613_093139_SELL_0001
2023-06-22,LB_20230622_093240_BUY_0001,2023-06-22 13:32:41.030431+00:00,2023-06-22 13:32:40+00:00,2023-06-22 13:32:41+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,SELL,BUY,15000.0,60,60,SL,-60,60,0,09:33:15.744,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-06-22_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230622_093240_BUY_0001
2023-06-23,LB_20230623_093159_BUY_0001,2023-06-23 13:32:00.009044+00:00,2023-06-23 13:31:59+00:00,2023-06-23 13:32:00+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,SELL,BUY,15061.25,60,60,SL,-60,60,10,09:34:31.473,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-06-23_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230623_093159_BUY_0001
2023-06-30,LB_20230630_093123_BUY_0001,2023-06-30 13:31:24.087132900+00:00,2023-06-30 13:31:23+00:00,2023-06-30 13:31:24+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,SELL,BUY,15258.75,60,60,SL,-60,60,10,09:35:48.822,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-06-30_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230630_093123_BUY_0001
2023-07-18,LB_20230718_093258_SELL_0002,2023-07-18 13:32:59.057619900+00:00,2023-07-18 13:32:58+00:00,2023-07-18 13:32:59+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,BUY,SELL,15780.0,60,60,SL,-60,60,0,09:35:29.144,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-07-18_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230718_093258_SELL_0002
2023-07-20,LB_20230720_093345_SELL_0001,2023-07-20 13:33:46.040713900+00:00,2023-07-20 13:33:45+00:00,2023-07-20 13:33:46+00:00,discovery,A_TRUE_ABSORPTION,TP; MAE<=10; MFE>=TP inicial,BUY,SELL,15871.25,60,60,TP,+60,0,60,09:34:44.490,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-07-20_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230720_093345_SELL_0001
2023-07-27,LB_20230727_093300_BUY_0001,2023-07-27 13:33:01.089165+00:00,2023-07-27 13:33:00+00:00,2023-07-27 13:33:01+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,SELL,BUY,15852.5,60,60,SL,-60,60,0,09:36:02.414,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-07-27_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230727_093300_BUY_0001
2023-08-08,LB_20230808_093726_SELL_0001,2023-08-08 13:37:27.058667+00:00,2023-08-08 13:37:26+00:00,2023-08-08 13:37:27+00:00,discovery,A_TRUE_ABSORPTION,TP; MAE<=10; MFE>=TP inicial,BUY,SELL,15350.0,60,60,TP,+60,0,65,09:40:00.002,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-08-08_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230808_093726_SELL_0001
2023-08-24,LB_20230824_093139_SELL_0001,2023-08-24 13:31:40.065524+00:00,2023-08-24 13:31:39+00:00,2023-08-24 13:31:40+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,BUY,SELL,15300.0,60,60,SL,-60,60,0,09:32:21.831,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-08-24_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230824_093139_SELL_0001
2023-08-25,LB_20230825_093257_BUY_0001,2023-08-25 13:32:58.084006+00:00,2023-08-25 13:32:57+00:00,2023-08-25 13:32:58+00:00,discovery,A_TRUE_ABSORPTION,TP; MAE<=10; MFE>=TP inicial,SELL,BUY,14933.75,60,60,TP,+60,0,60,09:34:12.960,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-08-25_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230825_093257_BUY_0001
2023-08-29,LB_20230829_093105_SELL_0001,2023-08-29 13:31:06.065128+00:00,2023-08-29 13:31:05+00:00,2023-08-29 13:31:06+00:00,discovery,A_TRUE_ABSORPTION,TP; MAE<=10; MFE>=TP inicial,BUY,SELL,15073.75,60,60,TP,+60,0,60,09:32:01.795,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-08-29_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230829_093105_SELL_0001
2023-08-31,LB_20230831_093357_BUY_0001,2023-08-31 13:33:58.049564+00:00,2023-08-31 13:33:57+00:00,2023-08-31 13:33:58+00:00,discovery,A_TRUE_ABSORPTION,TP; MAE<=10; MFE>=TP inicial,SELL,BUY,15552.5,60,60,TP,+60,5,60,09:34:37.204,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-08-31_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230831_093357_BUY_0001
2023-09-05,LB_20230905_093500_SELL_0002,2023-09-05 13:35:01.010477+00:00,2023-09-05 13:35:00+00:00,2023-09-05 13:35:01+00:00,discovery,C_MIXED_PATH,TP/SL con excursión intermedia; no cumple A ni B estricta,BUY,SELL,15457.5,60,60,TP,+60,30,60,09:35:40.002,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-09-05_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230905_093500_SELL_0002
2023-09-07,LB_20230907_093117_SELL_0001,2023-09-07 13:31:18.033798900+00:00,2023-09-07 13:31:17+00:00,2023-09-07 13:31:18+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,BUY,SELL,15181.25,60,60,SL,-60,60,0,09:31:52.888,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-09-07_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230907_093117_SELL_0001
2023-09-14,LB_20230914_093127_SELL_0001,2023-09-14 13:31:28.062159900+00:00,2023-09-14 13:31:27+00:00,2023-09-14 13:31:28+00:00,discovery,A_TRUE_ABSORPTION,TP; MAE<=10; MFE>=TP inicial,BUY,SELL,15602.5,60,60,TP,+60,5,60,09:33:18.244,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-09-14_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230914_093127_SELL_0001
2023-09-15,LB_20230915_093253_SELL_0001,2023-09-15 13:32:54.037055900+00:00,2023-09-15 13:32:53+00:00,2023-09-15 13:32:54+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,BUY,SELL,15587.5,60,60,SL,-60,80,0,09:40:00.007,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-09-15_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230915_093253_SELL_0001
2023-09-19,LB_20230919_093101_SELL_0001,2023-09-19 13:31:02.011884+00:00,2023-09-19 13:31:01+00:00,2023-09-19 13:31:02+00:00,discovery,A_TRUE_ABSORPTION,TP; MAE<=10; MFE>=TP inicial,BUY,SELL,15331.25,60,60,TP,+60,0,60,09:32:06.219,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-09-19_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230919_093101_SELL_0001
2023-09-22,LB_20230922_093553_SELL_0001,2023-09-22 13:35:54.074897+00:00,2023-09-22 13:35:53+00:00,2023-09-22 13:35:54+00:00,discovery,C_MIXED_PATH,TP/SL con excursión intermedia; no cumple A ni B estricta,BUY,SELL,14908.75,60,60,TP,+30,0,45,09:36:33.827,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-09-22_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230922_093553_SELL_0001
2023-09-26,LB_20230926_093118_SELL_0002,2023-09-26 13:31:19.035798900+00:00,2023-09-26 13:31:18+00:00,2023-09-26 13:31:19+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,BUY,SELL,14818.75,60,60,SL,-60,60,0,09:32:36.371,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-09-26_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230926_093118_SELL_0002
2023-09-27,LB_20230927_093102_BUY_0001,2023-09-27 13:31:03.091962900+00:00,2023-09-27 13:31:02+00:00,2023-09-27 13:31:03+00:00,discovery,C_MIXED_PATH,TP/SL con excursión intermedia; no cumple A ni B estricta,SELL,BUY,14777.5,60,60,TP,+30,0,40,09:32:18.908,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-09-27_NY.csv,LIQUIDITY BURST ABSORTION,LB_20230927_093102_BUY_0001
2023-10-02,LB_20231002_093150_BUY_0001,2023-10-02 13:31:51.110444+00:00,2023-10-02 13:31:50+00:00,2023-10-02 13:31:51+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,SELL,BUY,14880.0,60,60,SL,-60,60,0,09:33:21.704,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-10-02_NY.csv,LIQUIDITY BURST ABSORTION,LB_20231002_093150_BUY_0001
2023-10-05,LB_20231005_093554_BUY_0001,2023-10-05 13:35:55.055152900+00:00,2023-10-05 13:35:54+00:00,2023-10-05 13:35:55+00:00,discovery,C_MIXED_PATH,TP/SL con excursión intermedia; no cumple A ni B estricta,SELL,BUY,14923.75,60,60,TP,+60,15,60,09:36:34.079,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-10-05_NY.csv,LIQUIDITY BURST ABSORTION,LB_20231005_093554_BUY_0001
2023-10-16,LB_20231016_093102_BUY_0001,2023-10-16 13:31:03.023753+00:00,2023-10-16 13:31:02+00:00,2023-10-16 13:31:03+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,SELL,BUY,15190.0,60,60,SL,-60,60,0,09:31:43.229,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-10-16_NY.csv,LIQUIDITY BURST ABSORTION,LB_20231016_093102_BUY_0001
2023-10-27,LB_20231027_093329_BUY_0001,2023-10-27 13:33:30.047860900+00:00,2023-10-27 13:33:29+00:00,2023-10-27 13:33:30+00:00,discovery,C_MIXED_PATH,TP/SL con excursión intermedia; no cumple A ni B estricta,SELL,BUY,14345.0,60,60,TP,+30,20,35,09:33:46.386,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-10-27_NY.csv,LIQUIDITY BURST ABSORTION,LB_20231027_093329_BUY_0001
2023-11-02,LB_20231102_093203_SELL_0001,2023-11-02 13:32:04.053384+00:00,2023-11-02 13:32:03+00:00,2023-11-02 13:32:04+00:00,discovery,A_TRUE_ABSORPTION,TP; MAE<=10; MFE>=TP inicial,BUY,SELL,14908.75,60,60,TP,+60,0,60,09:33:17.354,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-11-02_NY.csv,LIQUIDITY BURST ABSORTION,LB_20231102_093203_SELL_0001
2024-03-18,LB_20240318_093121_BUY_0001,2024-03-18 13:31:22.022843+00:00,2024-03-18 13:31:21+00:00,2024-03-18 13:31:22+00:00,discovery,C_MIXED_PATH,TP/SL con excursión intermedia; no cumple A ni B estricta,SELL,BUY,18301.25,60,60,TP,+30,5,30,09:31:29.964,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-03-18_NY.csv,LIQUIDITY BURST ABSORTION,LB_20240318_093121_BUY_0001
2024-04-02,LB_20240402_093358_SELL_0002,2024-04-02 13:33:59.018225900+00:00,2024-04-02 13:33:58+00:00,2024-04-02 13:33:59+00:00,discovery,C_MIXED_PATH,TP/SL con excursión intermedia; no cumple A ni B estricta,BUY,SELL,18265.0,60,60,TP,+30,15,35,09:34:12.772,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-04-02_NY.csv,LIQUIDITY BURST ABSORTION,LB_20240402_093358_SELL_0002
2024-04-03,LB_20240403_093241_BUY_0001,2024-04-03 13:32:42.113757+00:00,2024-04-03 13:32:41+00:00,2024-04-03 13:32:42+00:00,discovery,C_MIXED_PATH,TP/SL con excursión intermedia; no cumple A ni B estricta,SELL,BUY,18268.75,60,60,TP,+30,0,35,09:43:34.259,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-04-03_NY.csv,LIQUIDITY BURST ABSORTION,LB_20240403_093241_BUY_0001
2024-04-04,LB_20240404_093500_BUY_0001,2024-04-04 13:35:01.015194+00:00,2024-04-04 13:35:00+00:00,2024-04-04 13:35:01+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,SELL,BUY,18552.5,60,60,SL,-60,60,0,09:37:25.939,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-04-04_NY.csv,LIQUIDITY BURST ABSORTION,LB_20240404_093500_BUY_0001
2024-04-05,LB_20240405_093248_SELL_0001,2024-04-05 13:32:49.026914+00:00,2024-04-05 13:32:48+00:00,2024-04-05 13:32:49+00:00,discovery,C_MIXED_PATH,TP/SL con excursión intermedia; no cumple A ni B estricta,BUY,SELL,18151.25,60,60,TP,+30,0,30,09:32:51.965,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-04-05_NY.csv,LIQUIDITY BURST ABSORTION,LB_20240405_093248_SELL_0001
2024-04-09,LB_20240409_093342_SELL_0001,2024-04-09 13:33:43.035664900+00:00,2024-04-09 13:33:42+00:00,2024-04-09 13:33:43+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,BUY,SELL,18378.75,60,60,SL,-60,60,0,09:34:19.865,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-04-09_NY.csv,LIQUIDITY BURST ABSORTION,LB_20240409_093342_SELL_0001
2024-04-11,LB_20240411_093157_SELL_0001,2024-04-11 13:31:58.093310+00:00,2024-04-11 13:31:57+00:00,2024-04-11 13:31:58+00:00,discovery,C_MIXED_PATH,TP/SL con excursión intermedia; no cumple A ni B estricta,BUY,SELL,18231.25,60,60,TP,+60,20,60,09:32:48.048,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-04-11_NY.csv,LIQUIDITY BURST ABSORTION,LB_20240411_093157_SELL_0001
2024-04-17,LB_20240417_093502_SELL_0001,2024-04-17 13:35:03.057624+00:00,2024-04-17 13:35:02+00:00,2024-04-17 13:35:03+00:00,discovery,C_MIXED_PATH,TP/SL con excursión intermedia; no cumple A ni B estricta,BUY,SELL,17922.5,60,60,TP,+60,30,60,09:35:54.500,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-04-17_NY.csv,LIQUIDITY BURST ABSORTION,LB_20240417_093502_SELL_0001
2024-04-18,LB_20240418_093109_SELL_0001,2024-04-18 13:31:10.042140900+00:00,2024-04-18 13:31:09+00:00,2024-04-18 13:31:10+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,BUY,SELL,17660.0,60,60,SL,-60,60,0,09:31:48.106,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-04-18_NY.csv,LIQUIDITY BURST ABSORTION,LB_20240418_093109_SELL_0001
2024-04-23,LB_20240423_093145_BUY_0001,2024-04-23 13:31:46.110957900+00:00,2024-04-23 13:31:45+00:00,2024-04-23 13:31:46+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,SELL,BUY,17445.0,60,60,SL,-60,60,0,09:32:07.204,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-04-23_NY.csv,LIQUIDITY BURST ABSORTION,LB_20240423_093145_BUY_0001
2024-04-26,LB_20240426_093151_SELL_0001,2024-04-26 13:31:52.036258+00:00,2024-04-26 13:31:51+00:00,2024-04-26 13:31:52+00:00,discovery,C_MIXED_PATH,TP/SL con excursión intermedia; no cumple A ni B estricta,BUY,SELL,17675.0,60,60,TP,+30,5,50,09:32:17.323,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-04-26_NY.csv,LIQUIDITY BURST ABSORTION,LB_20240426_093151_SELL_0001
2024-05-02,LB_20240502_093112_SELL_0001,2024-05-02 13:31:13.136347+00:00,2024-05-02 13:31:12+00:00,2024-05-02 13:31:13+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,BUY,SELL,17571.25,60,60,SL,-60,60,0,09:31:33.032,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-05-02_NY.csv,LIQUIDITY BURST ABSORTION,LB_20240502_093112_SELL_0001
2024-05-03,LB_20240503_093157_SELL_0001,2024-05-03 13:31:58.173092900+00:00,2024-05-03 13:31:57+00:00,2024-05-03 13:31:58+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,BUY,SELL,17937.5,60,60,SL,-60,60,5,09:33:44.513,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-05-03_NY.csv,LIQUIDITY BURST ABSORTION,LB_20240503_093157_SELL_0001
2024-05-06,LB_20240506_093100_SELL_0001,2024-05-06 13:31:01.055348900+00:00,2024-05-06 13:31:00+00:00,2024-05-06 13:31:01+00:00,discovery,C_MIXED_PATH,TP/SL con excursión intermedia; no cumple A ni B estricta,BUY,SELL,18047.5,60,60,TP,+30,10,50,09:32:44.301,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-05-06_NY.csv,LIQUIDITY BURST ABSORTION,LB_20240506_093100_SELL_0001
2024-05-10,LB_20240510_093420_BUY_0001,2024-05-10 13:34:21.121966900+00:00,2024-05-10 13:34:20+00:00,2024-05-10 13:34:21+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,SELL,BUY,18301.25,60,60,SL,-60,60,0,09:35:00.131,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-05-10_NY.csv,LIQUIDITY BURST ABSORTION,LB_20240510_093420_BUY_0001
2024-05-20,LB_20240520_093220_BUY_0001,2024-05-20 13:32:21.062444+00:00,2024-05-20 13:32:20+00:00,2024-05-20 13:32:21+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,SELL,BUY,18661.25,60,60,SL,-60,60,0,09:33:42.576,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-05-20_NY.csv,LIQUIDITY BURST ABSORTION,LB_20240520_093220_BUY_0001
2024-05-28,LB_20240528_093142_BUY_0001,2024-05-28 13:31:43.048095900+00:00,2024-05-28 13:31:42+00:00,2024-05-28 13:31:43+00:00,discovery,C_MIXED_PATH,TP/SL con excursión intermedia; no cumple A ni B estricta,SELL,BUY,18936.25,60,60,TP,+30,5,45,09:32:41.553,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-05-28_NY.csv,LIQUIDITY BURST ABSORTION,LB_20240528_093142_BUY_0001
2024-06-05,LB_20240605_093547_SELL_0002,2024-06-05 13:35:48.054540900+00:00,2024-06-05 13:35:47+00:00,2024-06-05 13:35:48+00:00,discovery,C_MIXED_PATH,TP/SL con excursión intermedia; no cumple A ni B estricta,BUY,SELL,18817.5,60,60,TP,+30,5,30,09:37:19.057,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-06-05_NY.csv,LIQUIDITY BURST ABSORTION,LB_20240605_093547_SELL_0002
2024-06-06,LB_20240606_093413_BUY_0001,2024-06-06 13:34:14.079319+00:00,2024-06-06 13:34:13+00:00,2024-06-06 13:34:14+00:00,discovery,C_MIXED_PATH,TP/SL con excursión intermedia; no cumple A ni B estricta,SELL,BUY,19107.5,60,60,TP,+30,0,45,09:35:17.279,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-06-06_NY.csv,LIQUIDITY BURST ABSORTION,LB_20240606_093413_BUY_0001
2024-06-11,LB_20240611_093350_BUY_0001,2024-06-11 13:33:51.059816+00:00,2024-06-11 13:33:50+00:00,2024-06-11 13:33:51+00:00,discovery,A_TRUE_ABSORPTION,TP; MAE<=10; MFE>=TP inicial,SELL,BUY,19073.75,60,60,TP,+60,0,60,09:40:00.000,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-06-11_NY.csv,LIQUIDITY BURST ABSORTION,LB_20240611_093350_BUY_0001
2024-06-13,LB_20240613_093209_BUY_0001,2024-06-13 13:32:10.037595900+00:00,2024-06-13 13:32:09+00:00,2024-06-13 13:32:10+00:00,discovery,C_MIXED_PATH,TP/SL con excursión intermedia; no cumple A ni B estricta,SELL,BUY,19647.5,60,60,TP,+30,0,40,09:34:02.685,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-06-13_NY.csv,LIQUIDITY BURST ABSORTION,LB_20240613_093209_BUY_0001
2024-06-14,LB_20240614_093644_BUY_0001,2024-06-14 13:36:45.081257900+00:00,2024-06-14 13:36:44+00:00,2024-06-14 13:36:45+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,SELL,BUY,19587.5,60,60,SL,-60,60,0,09:40:04.431,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-06-14_NY.csv,LIQUIDITY BURST ABSORTION,LB_20240614_093644_BUY_0001
2024-07-08,LB_20240708_093223_BUY_0001,2024-07-08 13:32:24.063515+00:00,2024-07-08 13:32:23+00:00,2024-07-08 13:32:24+00:00,discovery,A_TRUE_ABSORPTION,TP; MAE<=10; MFE>=TP inicial,SELL,BUY,20642.5,60,60,TP,+60,0,60,09:34:41.028,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-07-08_NY.csv,LIQUIDITY BURST ABSORTION,LB_20240708_093223_BUY_0001
