day,delta,volume,delta_ratio,n_trades,tape_move,delta_max,delta_min,delta_end_vs_max
2024-05-24,-595.0,12273.0,-0.04848040413916728,11800,-12.5,5.0,-660.0,-600.0
2024-05-28,548.0,12026.0,0.04556793613836687,11502,-1.25,937.0,-74.0,-389.0
2024-05-29,294.0,15116.0,0.019449589838581634,13937,31.25,696.0,-68.0,-402.0
2024-05-30,880.0,11780.0,0.07470288624787776,10850,-6.25,892.0,-90.0,-12.0
2024-05-31,-334.0,10994.0,-0.030380207385846826,10415,-2.5,120.0,-396.0,-454.0
2024-06-03,209.0,13927.0,0.015006821282401092,12753,0.0,506.0,-377.0,-297.0
2024-06-04,-390.0,9706.0,-0.04018133113538018,9023,-8.75,211.0,-416.0,-601.0
2024-06-05,-395.0,11435.0,-0.03454306952339309,10664,-7.5,95.0,-877.0,-490.0
2024-06-06,115.0,10307.0,0.011157465799941787,9631,6.25,152.0,-295.0,-37.0
2024-06-07,-277.0,9419.0,-0.02940864210638072,8975,-30.0,48.0,-414.0,-325.0
2024-06-10,371.0,12691.0,0.02923331494760066,12244,17.5,460.0,-16.0,-89.0
2024-06-11,425.0,14459.0,0.029393457362196555,13991,2.5,441.0,-111.0,-16.0
2024-06-12,-164.0,13746.0,-0.011930743489014985,13110,16.25,27.0,-511.0,-191.0
2024-06-13,24.0,11780.0,0.0020373514431239388,11134,5.0,148.0,-305.0,-124.0
2024-06-14,-441.0,11225.0,-0.03928730512249443,10704,-17.5,27.0,-441.0,-468.0
2024-06-17,-202.0,9214.0,-0.02192316040807467,8772,-3.75,193.0,-218.0,-395.0
2024-06-18,99.0,13199.0,0.00750056822486552,12695,18.75,219.0,-216.0,-120.0
2024-06-20,-612.0,16688.0,-0.03667305848513902,15943,-23.75,128.0,-895.0,-740.0
2024-06-21,-166.0,16082.0,-0.010322099241387887,14974,3.75,-1.0,-458.0,-165.0
2024-06-24,549.0,10103.0,0.05434029496189251,9483,12.5,646.0,-15.0,-97.0
2024-06-25,16.0,10722.0,0.0014922589069203507,10105,-2.5,307.0,-122.0,-291.0
2024-06-26,712.0,10366.0,0.06868608913756512,9751,18.75,753.0,-46.0,-41.0
2024-06-27,827.0,13501.0,0.06125472187245389,12381,35.0,942.0,-48.0,-115.0
2024-06-28,-155.0,12041.0,-0.012872684992940786,11353,-17.5,81.0,-599.0,-236.0
2024-07-01,-620.0,11980.0,-0.05175292153589316,11327,-25.0,3.0,-631.0,-623.0
2024-07-02,658.0,13756.0,0.04783367257923815,13045,36.25,722.0,-65.0,-64.0
2024-07-03,1345.0,14013.0,0.09598230214800542,13240,46.25,1404.0,-4.0,-59.0
2024-07-05,483.0,13873.0,0.03481582930872919,13111,21.25,669.0,-14.0,-186.0
2024-07-08,112.0,14732.0,0.007602497963616617,14083,7.5,313.0,-268.0,-201.0
2024-07-09,574.0,10812.0,0.05308916019237884,10079,23.75,575.0,-52.0,-1.0
2024-07-10,-490.0,13916.0,-0.035211267605633804,13326,-10.0,106.0,-719.0,-596.0
2024-07-11,-578.0,15758.0,-0.036679781698185046,14734,-25.0,71.0,-579.0,-649.0
2024-07-12,-443.0,14279.0,-0.031024581553330065,13337,-2.5,501.0,-451.0,-944.0
2024-07-15,304.0,13208.0,0.02301635372501514,12637,1.25,395.0,-103.0,-91.0
2024-07-16,-18.0,10714.0,-0.0016800448011946986,10108,-3.75,222.0,-426.0,-240.0
2024-07-17,-245.0,19107.0,-0.012822525775893651,17699,-12.5,228.0,-386.0,-473.0
2024-07-18,-560.0,16004.0,-0.03499125218695326,14973,-32.5,65.0,-787.0,-625.0
2024-07-19,-211.0,13753.0,-0.01534210717661601,12870,-6.25,25.0,-445.0,-236.0
2024-07-22,-521.0,14409.0,-0.03615795683253522,13636,-56.25,60.0,-794.0,-581.0
2024-07-23,-159.0,9911.0,-0.016042780748663103,9350,-17.5,69.0,-345.0,-228.0
2024-07-24,128.0,13548.0,0.0094478889873044,12873,-11.25,580.0,-56.0,-452.0
2024-07-25,-221.0,15175.0,-0.014563426688632619,14186,-46.25,366.0,-358.0,-587.0
2024-07-26,142.0,13180.0,0.010773899848254932,12229,-16.25,245.0,-202.0,-103.0
2024-07-29,398.0,15640.0,0.02544757033248082,14644,-23.75,464.0,-194.0,-66.0
2024-07-30,280.0,11706.0,0.023919357594396035,11099,2.5,346.0,-166.0,-66.0
2024-07-31,-14.0,20630.0,-0.0006786233640329617,19424,-35.0,226.0,-218.0,-240.0
2024-08-01,-304.0,15626.0,-0.019454754895686675,14979,18.75,54.0,-330.0,-358.0
2024-08-02,384.0,12874.0,0.029827559422091036,12337,-38.75,503.0,-3.0,-119.0
2024-08-05,500.0,15028.0,0.03327122704285334,13901,41.25,702.0,-194.0,-202.0
2024-08-06,654.0,10614.0,0.06161673261729791,9857,82.5,720.0,-52.0,-66.0
2024-08-07,745.0,12763.0,0.05837185614667398,11473,25.0,1124.0,-3.0,-379.0
2024-08-08,-178.0,8520.0,-0.020892018779342724,8111,-33.75,33.0,-255.0,-211.0
2024-08-09,547.0,9007.0,0.06073054291106917,8425,45.0,627.0,-1.0,-80.0
2024-08-12,-55.0,7195.0,-0.007644197359277276,6795,13.75,132.0,-146.0,-187.0
2024-08-13,336.0,8992.0,0.037366548042704624,8358,32.5,527.0,-149.0,-191.0
2024-08-14,282.0,9214.0,0.030605600173648797,8630,5.0,624.0,-25.0,-342.0
2024-08-15,-21.0,10161.0,-0.002066725715972837,9345,-12.5,373.0,-154.0,-394.0
2024-08-16,-183.0,11501.0,-0.015911659855664725,10355,0.0,88.0,-365.0,-271.0
2024-08-19,155.0,9207.0,0.016835016835016835,8681,-6.25,260.0,-22.0,-105.0
2024-08-20,524.0,8968.0,0.058429973238180194,8459,23.75,607.0,0.0,-83.0
2024-08-21,-314.0,7922.0,-0.039636455440545316,7348,-6.25,29.0,-405.0,-343.0
2024-08-22,100.0,9552.0,0.010469011725293133,8887,-3.75,646.0,-28.0,-546.0
2024-08-23,-639.0,9501.0,-0.06725607830754657,8752,-35.0,221.0,-709.0,-860.0
2024-08-26,-123.0,7643.0,-0.01609315713724977,7222,15.0,92.0,-319.0,-215.0
2024-08-27,-222.0,6160.0,-0.03603896103896104,5687,-11.25,50.0,-313.0,-272.0
2024-08-28,231.0,7347.0,0.03144140465496121,6902,15.0,391.0,-9.0,-160.0
2024-08-29,324.0,12138.0,0.026693030153237766,11248,48.75,417.0,-175.0,-93.0
2024-08-30,-2.0,8172.0,-0.0002447381302006853,7736,-22.5,254.0,-56.0,-256.0
2024-09-03,-632.0,12392.0,-0.051000645577792124,11570,-47.5,104.0,-686.0,-736.0
2024-09-04,173.0,11005.0,0.01572012721490232,10439,11.25,265.0,-23.0,-92.0
2024-09-05,370.0,10378.0,0.03565234149161688,9906,28.75,444.0,-47.0,-74.0
2024-09-06,-170.0,9994.0,-0.017010206123674206,9445,-37.5,403.0,-189.0,-573.0
2024-09-09,183.0,9907.0,0.018471787624911678,9365,10.0,270.0,-4.0,-87.0
2024-09-10,225.0,10333.0,0.02177489596438595,9706,62.5,375.0,-258.0,-150.0
2024-09-11,210.0,9658.0,0.021743632221992132,8839,-20.0,349.0,-220.0,-139.0
2024-09-12,-174.0,13162.0,-0.013219875398875551,12492,-21.25,130.0,-471.0,-304.0
2024-09-13,-352.0,7900.0,-0.044556962025316456,7452,11.25,31.0,-381.0,-383.0
2024-09-16,-331.0,7287.0,-0.04542335666254975,7000,-46.25,71.0,-392.0,-402.0
2024-09-17,116.0,8930.0,0.012989921612541993,8349,18.75,233.0,-65.0,-117.0
2024-09-18,-320.0,7220.0,-0.0443213296398892,6991,-13.75,12.0,-341.0,-332.0
2024-09-19,-499.0,10209.0,-0.048878440591634834,9581,-17.5,50.0,-522.0,-549.0
2024-09-20,245.0,9187.0,0.026668117992815935,8589,6.25,523.0,-28.0,-278.0
2024-09-23,152.0,8040.0,0.01890547263681592,7531,-35.0,444.0,-52.0,-292.0
2024-09-24,-364.0,8012.0,-0.0454318522216675,7405,-16.25,366.0,-473.0,-730.0
2024-09-25,31.0,8595.0,0.0036067481093659103,7967,23.75,481.0,0.0,-450.0
2024-09-26,-868.0,12710.0,-0.06829268292682927,12010,-45.0,58.0,-888.0,-926.0
2024-09-27,-516.0,7524.0,-0.0685805422647528,7081,-23.75,27.0,-596.0,-543.0
2024-09-30,-6.0,9966.0,-0.0006020469596628537,9299,42.5,235.0,-293.0,-241.0
2024-10-01,-631.0,10409.0,-0.060620616773945625,9846,-52.5,224.0,-683.0,-855.0
2024-10-02,-509.0,9809.0,-0.05189112039963299,9081,16.25,23.0,-629.0,-532.0
2024-10-03,123.0,8127.0,0.015134736064968624,7444,28.75,201.0,-205.0,-78.0
2024-10-04,-668.0,9362.0,-0.07135227515488143,8789,-22.5,13.0,-763.0,-681.0
2024-10-07,-188.0,8512.0,-0.022086466165413533,7885,-12.5,244.0,-300.0,-432.0
2024-10-08,-27.0,8075.0,-0.003343653250773994,7588,-17.5,143.0,-161.0,-170.0
2024-10-09,-524.0,7626.0,-0.06871230002622607,7047,-26.25,162.0,-526.0,-686.0
2024-10-10,266.0,8700.0,0.03057471264367816,8199,22.5,328.0,-314.0,-62.0
2024-10-11,37.0,9839.0,0.003760544770810042,8806,-2.5,143.0,-414.0,-106.0
2024-10-14,247.0,9169.0,0.026938597447922347,8454,18.75,312.0,-295.0,-65.0
2024-10-15,248.0,8510.0,0.029142185663924795,8002,1.25,301.0,-172.0,-53.0
2024-10-16,-798.0,10834.0,-0.07365700572272475,9980,-40.0,71.0,-866.0,-869.0
2024-10-17,-960.0,12294.0,-0.07808687164470474,11412,-41.25,-1.0,-967.0,-959.0
2024-10-18,-412.0,11156.0,-0.03693079956973826,10193,-12.5,3.0,-496.0,-415.0
2024-10-21,82.0,9962.0,0.008231278859666733,8819,12.5,641.0,-16.0,-559.0
2024-10-22,310.0,11170.0,0.02775290957923008,10564,-13.75,467.0,-5.0,-157.0
2024-10-23,78.0,14014.0,0.0055658627087198514,12997,-11.25,511.0,-117.0,-433.0
2024-10-24,-395.0,13795.0,-0.028633562885103298,12783,-50.0,30.0,-685.0,-425.0
2024-10-25,366.0,14712.0,0.024877650897226752,13265,46.25,466.0,-336.0,-100.0
2024-10-28,-257.0,12285.0,-0.02091982091982092,11455,-36.25,10.0,-593.0,-267.0
2024-10-29,-618.0,11404.0,-0.054191511750263065,10479,-55.0,256.0,-769.0,-874.0
2024-10-30,-48.0,11024.0,-0.0043541364296081275,10567,-5.0,111.0,-399.0,-159.0
2024-10-31,-647.0,15927.0,-0.04062284171532617,14773,-82.5,125.0,-767.0,-772.0
2024-11-01,142.0,11096.0,0.012797404470079307,10244,23.75,321.0,-163.0,-179.0
2025-03-10,-632.0,11514.0,-0.05488969949626542,10671,-52.5,13.0,-796.0,-645.0
2025-03-11,384.0,5680.0,0.0676056338028169,5321,-13.75,491.0,-55.0,-107.0
2025-03-12,80.0,4448.0,0.017985611510791366,4194,32.5,130.0,-109.0,-50.0
2025-03-17,437.0,4701.0,0.09295894490533929,4498,43.75,471.0,-53.0,-34.0
2025-03-18,-189.0,4679.0,-0.04039324642017525,4421,-26.25,56.0,-220.0,-245.0
2025-03-19,-46.0,7372.0,-0.006239826370048833,6783,13.75,267.0,-126.0,-313.0
2025-03-24,275.0,6159.0,0.04465010553661309,5718,-5.0,367.0,-11.0,-92.0
2025-03-25,285.0,8331.0,0.03420957868203097,7779,10.0,373.0,-196.0,-88.0
2025-03-26,31.0,5487.0,0.005649717514124294,5138,-2.5,244.0,-159.0,-213.0
2025-03-28,-193.0,4489.0,-0.04299398529739363,4200,-42.5,28.0,-243.0,-221.0
2025-04-01,620.0,8688.0,0.07136279926335175,8185,26.25,713.0,-29.0,-93.0
2025-04-02,-409.0,7123.0,-0.05741962656184192,6729,20.0,52.0,-464.0,-461.0
2025-04-03,432.0,7562.0,0.05712774398307326,7044,93.75,445.0,-110.0,-13.0
2025-04-10,211.0,10019.0,0.021059986026549557,9507,52.5,256.0,-102.0,-45.0
2025-04-11,-53.0,7351.0,-0.007209903414501428,7040,-47.5,114.0,-135.0,-167.0
2025-04-14,-590.0,9162.0,-0.06439641999563414,8613,-35.0,32.0,-665.0,-622.0
2025-04-15,-251.0,7479.0,-0.03356063644872309,7165,27.5,38.0,-275.0,-289.0
2025-04-16,566.0,10976.0,0.051567055393586005,10021,60.0,705.0,1.0,-139.0
2025-04-21,196.0,7256.0,0.02701212789415656,6908,20.0,287.0,-19.0,-91.0
2025-04-22,-234.0,8270.0,-0.0282950423216445,7919,-12.5,225.0,-255.0,-459.0
2025-04-23,164.0,10856.0,0.015106853352984525,10087,36.25,406.0,-42.0,-242.0
2025-04-25,-88.0,8880.0,-0.00990990990990991,8369,-38.75,150.0,-135.0,-238.0
2025-04-29,121.0,9245.0,0.0130881557598702,8548,42.5,233.0,-147.0,-112.0
2025-04-30,154.0,11688.0,0.013175906913073238,11214,-33.75,162.0,-210.0,-8.0
2025-05-02,228.0,7644.0,0.029827315541601257,7211,15.0,294.0,-54.0,-66.0
2025-05-05,187.0,7497.0,0.024943310657596373,7249,1.25,239.0,-68.0,-52.0
2025-05-07,-37.0,8569.0,-0.004317890068852841,8254,-1.25,74.0,-315.0,-111.0
2025-05-09,399.0,7373.0,0.05411637054116371,6880,20.0,407.0,1.0,-8.0
2025-05-15,79.0,8509.0,0.009284287225290868,8032,26.25,165.0,-400.0,-86.0
2025-05-16,-427.0,10027.0,-0.042585020444799046,9312,-37.5,10.0,-537.0,-437.0
2025-05-19,410.0,10578.0,0.03875968992248062,9499,42.5,528.0,0.0,-118.0
2025-05-20,400.0,7568.0,0.052854122621564484,7151,12.5,442.0,1.0,-42.0
2025-05-23,964.0,12606.0,0.07647152149769951,11647,25.0,967.0,-76.0,-3.0
2025-05-27,-518.0,9144.0,-0.05664916885389326,8505,-11.25,36.0,-520.0,-554.0
2025-05-28,-192.0,8144.0,-0.023575638506876228,7550,10.0,4.0,-444.0,-196.0
2025-05-30,-531.0,7949.0,-0.06680085545351616,7418,-42.5,169.0,-532.0,-700.0
2025-06-03,-526.0,9864.0,-0.05332522303325223,9154,-5.0,285.0,-600.0,-811.0
2025-06-06,159.0,9195.0,0.01729200652528548,8553,-7.5,426.0,-36.0,-267.0
2025-06-09,-303.0,8129.0,-0.03727395743633903,7704,-16.25,46.0,-351.0,-349.0
2025-06-10,-156.0,7010.0,-0.02225392296718973,6689,13.75,155.0,-253.0,-311.0
2025-06-11,-352.0,10130.0,-0.03474827245804541,9105,-28.75,5.0,-638.0,-357.0
2025-06-12,-198.0,7284.0,-0.027182866556836903,6737,13.75,90.0,-235.0,-288.0
2025-06-16,132.0,7772.0,0.016984045290787442,7266,52.5,411.0,-17.0,-279.0
2025-06-17,98.0,7118.0,0.01376791233492554,6675,18.75,271.0,-5.0,-173.0
2025-06-18,-313.0,7793.0,-0.04016424996791993,7514,-45.0,90.0,-314.0,-403.0
2025-06-20,29.0,10025.0,0.0028927680798004987,9116,10.0,287.0,-150.0,-258.0
2025-06-23,-406.0,10952.0,-0.037070854638422204,10187,-58.75,55.0,-670.0,-461.0
2025-06-24,-76.0,10406.0,-0.007303478762252546,9521,3.75,174.0,-245.0,-250.0
2025-06-25,-139.0,9445.0,-0.014716781365802012,8773,12.5,215.0,-147.0,-354.0
2025-06-26,-289.0,8687.0,-0.033268101761252444,8031,-13.75,27.0,-569.0,-316.0
2025-06-27,-116.0,8596.0,-0.013494648673801768,8050,-5.0,171.0,-248.0,-287.0
2025-06-30,-868.0,9662.0,-0.08983647277996273,9020,-40.0,40.0,-901.0,-908.0
2025-07-01,-458.0,8636.0,-0.05303381194997684,8074,12.5,25.0,-593.0,-483.0
2025-07-02,365.0,8931.0,0.04086888366364349,8437,28.75,384.0,1.0,-19.0
2025-07-03,354.0,9634.0,0.036744861947270085,9023,38.75,488.0,-24.0,-134.0
2025-07-07,-866.0,11314.0,-0.0765423369277002,9934,8.75,186.0,-962.0,-1052.0
2025-07-08,-400.0,7638.0,-0.052369730295888976,7061,-20.0,63.0,-452.0,-463.0
2025-07-11,-546.0,9670.0,-0.056463288521199584,8921,12.5,284.0,-599.0,-830.0
2025-07-15,-577.0,10969.0,-0.05260278968000729,10418,-8.75,152.0,-674.0,-729.0
2025-07-17,-257.0,10019.0,-0.02565126260105799,9371,-17.5,297.0,-320.0,-554.0
2025-07-18,818.0,13358.0,0.0612367120826471,12529,-5.0,930.0,-367.0,-112.0
2025-07-21,647.0,9185.0,0.07044093630919979,8531,38.75,648.0,-19.0,-1.0
2025-07-22,-88.0,12556.0,-0.007008601465434852,11554,-56.25,249.0,-272.0,-337.0
2025-07-24,-266.0,13318.0,-0.01997296891425139,12524,-16.25,403.0,-406.0,-669.0
2025-07-25,-57.0,8763.0,-0.006504621704895584,8353,-2.5,28.0,-342.0,-85.0
2025-07-28,144.0,11828.0,0.01217450118363206,11080,2.5,460.0,-207.0,-316.0
2025-07-29,179.0,14429.0,0.012405572111719453,13220,27.5,733.0,-16.0,-554.0
2025-07-30,-986.0,10124.0,-0.09739233504543658,9587,-27.5,43.0,-1068.0,-1029.0
2025-08-01,-421.0,17355.0,-0.024258138864880437,16430,-52.5,24.0,-559.0,-445.0
2025-08-04,284.0,13308.0,0.021340547039374814,12367,10.0,360.0,-145.0,-76.0
2025-08-05,75.0,12905.0,0.00581170089112747,12072,-31.25,91.0,-382.0,-16.0
2025-08-07,1035.0,11121.0,0.09306717021850552,10374,15.0,1067.0,-58.0,-32.0
2025-08-08,-14.0,8560.0,-0.0016355140186915889,8171,8.75,452.0,-19.0,-466.0
2025-08-12,-367.0,10893.0,-0.0336913614247682,10197,-10.0,435.0,-398.0,-802.0
2025-08-13,-282.0,10060.0,-0.028031809145129226,9614,15.0,100.0,-580.0,-382.0
2025-08-14,-45.0,10969.0,-0.004102470598960708,10153,22.5,132.0,-316.0,-177.0
2025-08-15,-552.0,12842.0,-0.04298395888490889,11790,-41.25,14.0,-854.0,-566.0
2025-08-18,35.0,9307.0,0.003760610293327603,8823,16.25,137.0,-123.0,-102.0
2025-08-19,-923.0,13725.0,-0.06724954462659381,12468,-70.0,383.0,-969.0,-1306.0
2025-08-21,56.0,13380.0,0.004185351270553065,12613,-21.25,96.0,-675.0,-40.0
2025-08-22,60.0,9756.0,0.006150061500615006,9063,-18.75,155.0,-265.0,-95.0
2025-08-26,599.0,11291.0,0.053051102648126826,10581,30.0,748.0,-33.0,-149.0
2025-08-27,420.0,11216.0,0.037446504992867335,10630,15.0,428.0,-9.0,-8.0
2025-08-29,490.0,11412.0,0.0429372590255871,10364,-10.0,709.0,-130.0,-219.0
2025-09-04,337.0,11425.0,0.02949671772428884,10891,25.0,338.0,-266.0,-1.0
2025-09-05,-337.0,15981.0,-0.021087541455478382,14899,-21.25,329.0,-374.0,-666.0
2025-09-08,-401.0,12677.0,-0.03163208961110673,11988,7.5,307.0,-418.0,-708.0
2025-09-09,326.0,11388.0,0.028626624517035477,10856,7.5,408.0,-4.0,-82.0
2025-09-10,-1471.0,15459.0,-0.0951549259331134,14548,-60.0,33.0,-1533.0,-1504.0
2025-09-11,-197.0,11091.0,-0.017762149490577948,10476,3.75,262.0,-274.0,-459.0
2025-09-12,20.0,11212.0,0.0017838030681412772,10505,-10.0,327.0,-22.0,-307.0
2025-09-15,130.0,5802.0,0.0224060668734919,5521,31.25,216.0,-25.0,-86.0
2025-09-16,-307.0,9173.0,-0.03346778589338276,8494,-1.25,102.0,-375.0,-409.0
2025-09-17,3.0,8113.0,0.0003697769012695674,7687,-2.5,417.0,-8.0,-414.0
2025-09-18,-93.0,12117.0,-0.0076751671205743995,11207,10.0,99.0,-461.0,-192.0
2025-09-19,196.0,14452.0,0.013562136728480487,13572,-8.75,389.0,-54.0,-193.0
2025-09-22,632.0,10670.0,0.05923149015932521,10178,33.75,757.0,0.0,-125.0
2025-09-23,249.0,9149.0,0.02721608919007542,8770,-3.75,341.0,-94.0,-92.0
2025-09-24,-672.0,11746.0,-0.057210965435041714,11022,-35.0,193.0,-738.0,-865.0
2025-09-25,-347.0,14179.0,-0.024472811904929826,13338,-26.25,45.0,-601.0,-392.0
2025-09-26,672.0,16332.0,0.041146216017634095,15325,33.75,717.0,-466.0,-45.0
2025-09-29,279.0,9845.0,0.02833925850685627,9443,28.75,344.0,-55.0,-65.0
2025-09-30,-581.0,7771.0,-0.07476515249002702,7131,-26.25,133.0,-589.0,-714.0
2025-10-02,-440.0,11006.0,-0.03997819371252044,10020,-27.5,198.0,-554.0,-638.0
2025-10-03,171.0,9465.0,0.018066561014263075,8814,15.0,408.0,-220.0,-237.0
2025-10-07,-215.0,10301.0,-0.02087176002329871,9454,-11.25,52.0,-532.0,-267.0
2025-10-08,267.0,9387.0,0.028443592201981463,8698,46.25,268.0,-366.0,-1.0
2025-10-09,-247.0,10175.0,-0.024275184275184276,9325,-18.75,27.0,-338.0,-274.0
2025-10-13,-831.0,13341.0,-0.06228918371936137,12419,-12.5,47.0,-838.0,-878.0
2025-10-15,-395.0,10501.0,-0.03761546519379107,9763,-36.25,5.0,-551.0,-400.0
2025-10-16,-2.0,11284.0,-0.0001772421127259837,10599,,493.0,-186.0,-495.0
2025-10-17,-101.0,14201.0,-0.007112175198929653,13206,10.0,146.0,-376.0,-247.0
2025-10-21,-528.0,8684.0,-0.06080147397512667,8265,-42.5,63.0,-530.0,-591.0
2025-10-22,-345.0,10461.0,-0.032979638657872096,9851,-48.75,118.0,-410.0,-463.0
2025-10-23,248.0,11118.0,0.022306170174491814,10440,13.75,366.0,-117.0,-118.0
2025-10-24,-125.0,10833.0,-0.011538816578971661,9974,-2.5,-2.0,-444.0,-123.0
2025-10-27,96.0,11314.0,0.008485062754109953,10499,22.5,444.0,-64.0,-348.0
2025-10-29,849.0,10599.0,0.08010189640532125,9377,21.25,855.0,0.0,-6.0
2025-10-30,-389.0,11913.0,-0.03265340384453958,11037,-57.5,28.0,-392.0,-417.0
2025-10-31,-689.0,11059.0,-0.06230219730536215,10519,-26.25,8.0,-921.0,-697.0
2026-03-09,1156.0,12210.0,0.09467649467649468,11306,65.0,1165.0,-31.0,-9.0
2026-03-10,547.0,10425.0,0.05247002398081535,9879,76.25,595.0,1.0,-48.0
2026-03-11,-84.0,9306.0,-0.009026434558349452,8698,53.75,294.0,-128.0,-378.0
2026-03-12,45.0,10097.0,0.004456769337426958,9696,-2.5,133.0,-235.0,-88.0
2026-03-13,68.0,8680.0,0.00783410138248848,8435,18.75,318.0,-41.0,-250.0
2026-03-16,-37.0,7007.0,-0.005280433851862424,6647,30.0,115.0,-91.0,-152.0
2026-03-18,390.0,10008.0,0.03896882494004796,9431,12.5,412.0,-110.0,-22.0
2026-03-19,-112.0,12536.0,-0.008934269304403318,11882,-81.25,6.0,-519.0,-118.0
2026-03-23,-224.0,10732.0,-0.02087215803205367,10226,-28.75,150.0,-268.0,-374.0
2026-03-25,218.0,7770.0,0.028056628056628057,7121,28.75,310.0,-57.0,-92.0
2026-03-26,-328.0,9460.0,-0.0346723044397463,8885,-52.5,-1.0,-723.0,-327.0
2026-03-31,575.0,9179.0,0.06264298943240004,8607,7.5,864.0,-10.0,-289.0
2026-04-01,-262.0,10400.0,-0.02519230769230769,9922,37.5,85.0,-611.0,-347.0
2026-04-02,484.0,9762.0,0.049580004097521,9088,15.0,653.0,-22.0,-169.0
2026-04-07,-167.0,9629.0,-0.017343441686571814,9049,-23.75,505.0,-403.0,-672.0
2026-04-10,453.0,9825.0,0.046106870229007633,8929,41.25,555.0,-1.0,-102.0
2026-04-14,462.0,10554.0,0.04377487208641274,9870,50.0,667.0,-24.0,-205.0
2026-04-15,-39.0,9577.0,-0.004072256447739376,9051,0.0,275.0,-161.0,-314.0
2026-04-17,-876.0,13806.0,-0.06345067362016514,12807,-10.0,267.0,-964.0,-1143.0
2026-04-22,-601.0,8615.0,-0.06976204294834591,7939,,111.0,-653.0,-712.0
2026-04-23,-590.0,10118.0,-0.058311919351650525,9501,-11.25,2.0,-678.0,-592.0
2026-04-24,-851.0,12121.0,-0.07020872865275142,11232,-2.5,123.0,-966.0,-974.0
2026-04-27,-407.0,11183.0,-0.03639452740767236,10483,-21.25,274.0,-485.0,-681.0
2026-04-28,-204.0,15170.0,-0.013447593935398813,14150,-23.75,-1.0,-810.0,-203.0
2026-04-30,-805.0,12923.0,-0.062292037452603886,12249,-88.75,0.0,-915.0,-805.0
2026-05-06,360.0,13918.0,0.025865785313981895,12989,30.0,361.0,-493.0,-1.0
2026-05-07,-499.0,10617.0,-0.04700009418856551,10084,-6.25,105.0,-500.0,-604.0
2026-05-12,-199.0,12645.0,-0.015737445630684063,11770,-28.75,95.0,-375.0,-294.0
2026-05-18,90.0,14954.0,0.006018456600240738,14193,-43.75,277.0,-269.0,-187.0
2026-05-20,437.0,12805.0,0.034127294025771186,11968,58.75,533.0,-7.0,-96.0
2026-05-21,235.0,12865.0,0.018266614846482704,11838,-5.0,243.0,-218.0,-8.0
2026-05-26,-105.0,15741.0,-0.006670478368591576,14955,-20.0,444.0,-155.0,-549.0
2026-05-27,-618.0,17738.0,-0.03484045551922427,16695,-41.25,0.0,-925.0,-618.0
2026-05-28,377.0,13239.0,0.02847647103255533,12538,12.5,627.0,-24.0,-250.0
2026-06-02,-209.0,13307.0,-0.015706019388291876,12532,-65.0,163.0,-478.0,-372.0
2026-06-10,361.0,11289.0,0.031978031712286296,10654,2.5,637.0,-95.0,-276.0
2026-06-11,-311.0,10301.0,-0.030191243568585574,9365,-53.75,87.0,-332.0,-398.0
2026-06-12,-283.0,8229.0,-0.03439056993559363,7475,-108.75,23.0,-373.0,-306.0
2026-06-15,167.0,10005.0,0.016691654172913545,9509,58.75,203.0,-263.0,-36.0
2026-06-16,-482.0,8848.0,-0.0544755877034358,8439,-21.25,4.0,-510.0,-486.0
2026-06-17,-614.0,9058.0,-0.06778538308677412,8469,-62.5,2.0,-704.0,-616.0
2026-06-18,-1348.0,12950.0,-0.10409266409266409,11955,-20.0,1.0,-1384.0,-1349.0
2026-06-22,267.0,10707.0,0.024936957130848977,9877,-11.25,533.0,-113.0,-266.0
2026-06-26,-139.0,9001.0,-0.015442728585712698,8534,-72.5,164.0,-210.0,-303.0
2026-06-29,161.0,10857.0,0.014829142488716958,10174,75.0,226.0,-264.0,-65.0
2026-07-01,-516.0,15958.0,-0.03233487905752601,15056,-60.0,29.0,-554.0,-545.0
2026-07-02,280.0,11464.0,0.024424284717376135,10885,2.5,330.0,-60.0,-50.0
