day,delta_ratio,delta,volume,tape_move,long_pnl,short_pnl
2022-06-03,-0.03886406756839464,-635.0,16339.0,15.0,36,-44
2022-06-06,0.01516602809706258,190.0,12528.0,15.0,-44,36
2022-06-07,-0.06388039415562351,-752.0,11772.0,-2.5,-44,36
2022-06-08,-0.03808015998666778,-457.0,12001.0,-32.5,36,-44
2022-06-09,-0.005581307350297985,-59.0,10571.0,-5.0,-44,36
2022-06-10,0.01736930860033727,206.0,11860.0,-2.5,-44,36
2022-06-13,0.07039926571821936,767.0,10895.0,67.5,36,-44
2022-06-14,-0.056618980455369734,-562.0,9926.0,-22.5,36,-44
2022-06-15,0.020356502478641493,193.0,9481.0,12.5,36,-44
2022-06-16,-0.015673409877893202,-172.0,10974.0,13.75,-44,36
2022-06-21,-0.02981067125645439,-433.0,14525.0,6.25,36,-44
2022-06-22,0.04868771395968049,768.0,15774.0,38.75,36,-44
2022-06-23,-0.02864493996569468,-334.0,11660.0,-16.25,36,-44
2022-06-24,0.07015384615384615,912.0,13000.0,53.75,-44,36
2022-06-27,0.029964957448330116,419.0,13983.0,-32.5,36,-44
2022-06-28,0.021533397339185297,314.0,14582.0,77.5,36,-44
2022-06-29,-0.03727355662713411,-572.0,15346.0,-48.75,-44,36
2022-06-30,-0.016387046429964885,-252.0,15378.0,-31.25,36,-44
2022-07-01,0.09304084720121028,1230.0,13220.0,18.75,-44,36
2022-07-05,-0.04508170661918993,-709.0,15727.0,-56.25,36,-44
2022-07-06,0.06603275224511358,1000.0,15144.0,38.75,36,-44
2022-07-07,0.0007377351530800443,8.0,10844.0,6.25,36,-44
2022-07-08,0.005268199233716475,66.0,12528.0,2.5,36,-44
2022-07-11,-0.04778353483016695,-581.0,12159.0,-2.5,-44,36
2022-07-12,-0.007699868938401048,-94.0,12208.0,20.0,-44,36
2022-07-13,-0.0483829568788501,-754.0,15584.0,-7.5,-44,36
2022-07-14,0.002335357309668379,30.0,12846.0,-18.75,-44,36
2022-07-15,0.006585901292788032,81.0,12299.0,48.75,-44,36
2022-07-18,-0.02121824480369515,-294.0,13856.0,15.0,36,-44
2022-07-19,-0.007253886010362694,-84.0,11580.0,-5.0,-44,36
2022-07-20,-0.021811910317540834,-215.0,9857.0,-16.25,36,-44
2022-07-21,-0.0040402303790939564,-47.0,11633.0,22.5,-44,36
2022-07-22,-0.004013914905004014,-60.0,14948.0,-28.75,36,-44
2022-07-25,0.005403021281287904,49.0,9069.0,13.75,-44,36
2022-07-26,-0.017704612517471657,-228.0,12878.0,-32.5,-44,36
2022-07-27,0.0027967681789931634,36.0,12872.0,-15.0,36,-44
2022-07-28,0.02187805428163296,291.0,13301.0,27.5,-44,36
2022-07-29,-0.023061075297401475,-347.0,15047.0,-15.0,36,-44
2022-08-01,-0.05600145932141554,-614.0,10964.0,-38.75,36,-44
2022-08-02,0.03303585407859715,422.0,12774.0,28.75,36,-44
2022-08-03,0.04159021406727829,544.0,13080.0,40.0,36,-44
2022-08-04,-0.018202229171678293,-227.0,12471.0,12.5,-44,36
2022-08-05,0.03251625812906453,390.0,11994.0,36.25,36,-44
2022-08-08,0.008151633640400292,123.0,15089.0,36.25,36,-44
2022-08-09,-0.03206106870229008,-441.0,13755.0,-46.25,-44,36
2022-08-10,0.02420475319926874,331.0,13675.0,-38.75,36,-44
2022-08-11,-0.012209898406188835,-131.0,10729.0,11.25,-44,36
2022-08-12,-0.014740632384381681,-131.0,8887.0,-12.5,-44,36
2022-08-15,0.08114072313698863,956.0,11782.0,43.75,36,-44
2022-08-16,0.02575982209043736,278.0,10792.0,11.25,-44,36
2022-08-17,0.02606702950443999,273.0,10473.0,21.25,-44,36
2022-08-18,-0.01715930477139378,-155.0,9033.0,-1.25,-44,36
2022-08-19,0.042201075713694663,612.0,14502.0,6.25,36,-44
2022-08-22,-0.010689851767388826,-150.0,14032.0,-10.0,-44,36
2022-08-23,0.03335442465877248,369.0,11063.0,40.0,-44,36
2022-08-24,0.10686667287803969,1147.0,10733.0,17.5,-44,36
2022-08-25,0.05109122836357555,611.0,11959.0,-13.75,36,-44
2022-08-26,-0.06578042631217053,-574.0,8726.0,-22.5,36,-44
2022-08-29,0.04129877527769866,580.0,14044.0,38.75,-44,36
2022-08-30,-0.002301699716713881,-26.0,11296.0,3.75,36,-44
2022-08-31,0.0024287564766839378,30.0,12352.0,-43.75,-44,36
2022-09-01,-0.01765970515970516,-230.0,13024.0,-12.5,-44,36
2022-09-02,-0.02674062422385959,-323.0,12079.0,-57.5,-44,36
2022-09-06,-0.023879918125994996,-315.0,13191.0,-18.75,-44,36
2022-09-07,0.04081268936018535,458.0,11222.0,27.5,36,-44
2022-09-08,-0.0194088544970189,-306.0,15766.0,-21.25,-44,36
2022-09-09,-0.001740265390472047,-16.0,9194.0,40.0,36,-44
2022-09-12,0.01726982730172698,157.0,9091.0,23.75,36,-44
2022-09-13,-0.026242574629671403,-349.0,13299.0,33.75,-44,36
2022-09-14,-0.031285644451686495,-384.0,12274.0,-27.5,-44,36
2022-09-15,0.012469265893923429,142.0,11388.0,-8.75,36,-44
2022-09-19,0.057667403062390495,757.0,13127.0,51.25,-44,36
2022-09-20,0.036060074712205535,473.0,13117.0,6.25,36,-44
2022-09-21,0.019394419156936474,196.0,10106.0,0.0,-44,36
2022-09-22,0.0086446434084594,112.0,12956.0,21.25,-44,36
2022-09-23,0.02472150160231955,324.0,13106.0,-28.75,36,-44
2022-09-26,-0.013925360070024668,-175.0,12567.0,46.25,36,-44
2022-09-27,-0.02796777625778994,-368.0,13158.0,30.0,36,-44
2022-09-28,0.0005578133715833931,7.0,12549.0,-18.75,-44,36
2022-09-29,0.0425891872011769,579.0,13595.0,-15.0,36,-44
2022-09-30,0.009330070357907618,122.0,13076.0,8.75,36,-44
2022-10-03,0.005649717514124294,71.0,12567.0,-25.0,-44,36
2022-10-04,0.005784061696658098,90.0,15560.0,30.0,36,-44
2022-10-05,0.01792960968051354,243.0,13553.0,35.0,36,-44
2022-10-06,0.018867924528301886,251.0,13303.0,45.0,36,-44
2022-10-07,-0.023076923076923078,-360.0,15600.0,-43.75,36,-44
