session_date,eligible_after_trade_qc,k,fresh_valid_seconds,bid_ge_k_seconds,ask_ge_k_seconds,both_ge_k_seconds,bid_ge_k_fraction,ask_ge_k_fraction,both_ge_k_fraction,bid_k_distance_p50_ticks,bid_k_distance_p95_ticks,bid_k_distance_max_ticks,ask_k_distance_p50_ticks,ask_k_distance_p95_ticks,ask_k_distance_max_ticks,bid_published_level_count_p05,bid_published_level_count_p50,bid_published_level_count_p95,ask_published_level_count_p05,ask_published_level_count_p50,ask_published_level_count_p95,min_side_level_count_p05,min_side_level_count_p50,min_side_level_count_p95,bid_far_level_share_gt50_mean,ask_far_level_share_gt50_mean,bid_recently_updated_share_250ms_mean,ask_recently_updated_share_250ms_mean
2022-07-29,True,5,23298.704,23298.704,23298.704,23298.704,1.0,1.0,1.0,4.0,4.0,15.0,4.0,4.0,21.0,623.0,741.0,859.0,475.0,546.0,668.0,473.0,544.0,650.0,0.9305474089426702,0.9077436284523445,0.020519318204745684,0.02636629012801375
2022-07-29,True,10,23298.704,23298.704,23298.704,23298.704,1.0,1.0,1.0,9.0,9.0,26.0,9.0,9.0,26.0,623.0,741.0,859.0,475.0,546.0,668.0,473.0,544.0,650.0,0.9305474089426702,0.9077436284523445,0.020519318204745684,0.02636629012801375
2022-08-01,True,1,23342.074,23342.074,23342.074,23342.074,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,720.0,819.0,476.0,607.0,728.0,473.0,607.0,690.0,0.9285108766912342,0.9145186371358476,0.02378052528963726,0.029301297093184013
2022-08-01,True,3,23342.074,23342.074,23342.074,23342.074,1.0,1.0,1.0,2.0,2.0,17.0,2.0,2.0,17.0,633.0,720.0,819.0,476.0,607.0,728.0,473.0,607.0,690.0,0.9285108766912342,0.9145186371358476,0.02378052528963726,0.029301297093184013
2022-08-01,True,5,23342.074,23342.074,23342.074,23342.074,1.0,1.0,1.0,4.0,4.0,21.0,4.0,4.0,19.0,633.0,720.0,819.0,476.0,607.0,728.0,473.0,607.0,690.0,0.9285108766912342,0.9145186371358476,0.02378052528963726,0.029301297093184013
2022-08-01,True,10,23342.074,23342.074,23342.074,23342.074,1.0,1.0,1.0,9.0,9.0,31.0,9.0,9.0,30.0,633.0,720.0,819.0,476.0,607.0,728.0,473.0,607.0,690.0,0.9285108766912342,0.9145186371358476,0.02378052528963726,0.029301297093184013
2022-08-02,True,1,23374.904,23374.904,23374.904,23374.904,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,719.0,862.0,485.0,591.0,699.0,485.0,582.0,669.0,0.9277629911971619,0.9123773625923042,0.026070732768402074,0.031255190313897875
2022-08-02,True,3,23374.904,23374.904,23374.904,23374.904,1.0,1.0,1.0,2.0,2.0,19.0,2.0,2.0,21.0,570.0,719.0,862.0,485.0,591.0,699.0,485.0,582.0,669.0,0.9277629911971619,0.9123773625923042,0.026070732768402074,0.031255190313897875
2022-08-02,True,5,23374.904,23374.904,23374.904,23374.904,1.0,1.0,1.0,4.0,4.0,21.0,4.0,4.0,23.0,570.0,719.0,862.0,485.0,591.0,699.0,485.0,582.0,669.0,0.9277629911971619,0.9123773625923042,0.026070732768402074,0.031255190313897875
2022-08-02,True,10,23374.904,23374.904,23374.904,23374.904,1.0,1.0,1.0,9.0,9.0,29.0,9.0,9.0,28.0,570.0,719.0,862.0,485.0,591.0,699.0,485.0,582.0,669.0,0.9277629911971619,0.9123773625923042,0.026070732768402074,0.031255190313897875
2022-08-03,True,1,23319.757,23319.757,23319.757,23319.757,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,621.0,899.0,957.0,480.0,538.0,566.0,480.0,538.0,566.0,0.9384988877151057,0.9036341948138102,0.019277911958493887,0.02887884844686976
2022-08-03,True,3,23319.757,23319.757,23319.757,23319.757,1.0,1.0,1.0,2.0,2.0,51.0,2.0,2.0,15.0,621.0,899.0,957.0,480.0,538.0,566.0,480.0,538.0,566.0,0.9384988877151057,0.9036341948138102,0.019277911958493887,0.02887884844686976
2022-08-03,True,5,23319.757,23319.757,23319.757,23319.757,1.0,1.0,1.0,4.0,4.0,53.0,4.0,4.0,17.0,621.0,899.0,957.0,480.0,538.0,566.0,480.0,538.0,566.0,0.9384988877151057,0.9036341948138102,0.019277911958493887,0.02887884844686976
2022-08-03,True,10,23319.757,23319.757,23319.757,23319.757,1.0,1.0,1.0,9.0,9.0,58.0,9.0,9.0,22.0,621.0,899.0,957.0,480.0,538.0,566.0,480.0,538.0,566.0,0.9384988877151057,0.9036341948138102,0.019277911958493887,0.02887884844686976
2022-08-04,True,1,23303.953,23303.953,23303.953,23303.953,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,694.0,746.0,474.0,550.0,654.0,474.0,548.0,613.0,0.9228751935869147,0.9076508563250771,0.02491286216476821,0.0291468414363803
2022-08-04,True,3,23303.953,23303.953,23303.953,23303.953,1.0,1.0,1.0,2.0,2.0,9.0,2.0,2.0,8.0,546.0,694.0,746.0,474.0,550.0,654.0,474.0,548.0,613.0,0.9228751935869147,0.9076508563250771,0.02491286216476821,0.0291468414363803
2022-08-04,True,5,23303.953,23303.953,23303.953,23303.953,1.0,1.0,1.0,4.0,4.0,11.0,4.0,4.0,11.0,546.0,694.0,746.0,474.0,550.0,654.0,474.0,548.0,613.0,0.9228751935869147,0.9076508563250771,0.02491286216476821,0.0291468414363803
2022-08-04,True,10,23303.953,23303.953,23303.953,23303.953,1.0,1.0,1.0,9.0,9.0,17.0,9.0,9.0,17.0,546.0,694.0,746.0,474.0,550.0,654.0,474.0,548.0,613.0,0.9228751935869147,0.9076508563250771,0.02491286216476821,0.0291468414363803
2022-08-05,True,1,23352.24,23352.24,23352.24,23352.24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,556.0,655.0,721.0,495.0,628.0,701.0,495.0,603.0,646.0,0.9206023995183447,0.9161140216096102,0.02424983464129393,0.026004865187523887
2022-08-05,True,3,23352.24,23352.24,23352.24,23352.24,1.0,1.0,1.0,2.0,2.0,12.0,2.0,2.0,10.0,556.0,655.0,721.0,495.0,628.0,701.0,495.0,603.0,646.0,0.9206023995183447,0.9161140216096102,0.02424983464129393,0.026004865187523887
2022-08-05,True,5,23352.24,23352.24,23352.24,23352.24,1.0,1.0,1.0,4.0,4.0,15.0,4.0,4.0,12.0,556.0,655.0,721.0,495.0,628.0,701.0,495.0,603.0,646.0,0.9206023995183447,0.9161140216096102,0.02424983464129393,0.026004865187523887
2022-08-05,True,10,23352.24,23352.24,23352.24,23352.24,1.0,1.0,1.0,9.0,9.0,20.0,9.0,9.0,17.0,556.0,655.0,721.0,495.0,628.0,701.0,495.0,603.0,646.0,0.9206023995183447,0.9161140216096102,0.02424983464129393,0.026004865187523887
2022-08-08,True,1,23374.851,23374.851,23374.851,23374.851,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,563.0,623.0,740.0,483.0,767.0,850.0,483.0,602.0,656.0,0.9186284400009092,0.9275902058802563,0.02546099811746101,0.02350761558169007
2022-08-08,True,3,23374.851,23374.851,23374.851,23374.851,1.0,1.0,1.0,2.0,2.0,13.0,2.0,2.0,26.0,563.0,623.0,740.0,483.0,767.0,850.0,483.0,602.0,656.0,0.9186284400009092,0.9275902058802563,0.02546099811746101,0.02350761558169007
2022-08-08,True,5,23374.851,23374.851,23374.851,23374.851,1.0,1.0,1.0,4.0,4.0,15.0,4.0,4.0,28.0,563.0,623.0,740.0,483.0,767.0,850.0,483.0,602.0,656.0,0.9186284400009092,0.9275902058802563,0.02546099811746101,0.02350761558169007
2022-08-08,True,10,23374.851,23374.851,23374.851,23374.851,1.0,1.0,1.0,9.0,9.0,21.0,9.0,9.0,33.0,563.0,623.0,740.0,483.0,767.0,850.0,483.0,602.0,656.0,0.9186284400009092,0.9275902058802563,0.02546099811746101,0.02350761558169007
2022-08-09,True,1,23353.839,23353.839,23353.839,23353.839,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,507.0,618.0,691.0,612.0,724.0,800.0,507.0,618.0,680.0,0.9159376423364075,0.9291637240973494,0.025370906777874045,0.020989669720120063
2022-08-09,True,3,23353.839,23353.839,23353.839,23353.839,1.0,1.0,1.0,2.0,2.0,10.0,2.0,2.0,11.0,507.0,618.0,691.0,612.0,724.0,800.0,507.0,618.0,680.0,0.9159376423364075,0.9291637240973494,0.025370906777874045,0.020989669720120063
2022-08-09,True,5,23353.839,23353.839,23353.839,23353.839,1.0,1.0,1.0,4.0,4.0,19.0,4.0,4.0,13.0,507.0,618.0,691.0,612.0,724.0,800.0,507.0,618.0,680.0,0.9159376423364075,0.9291637240973494,0.025370906777874045,0.020989669720120063
2022-08-09,True,10,23353.839,23353.839,23353.839,23353.839,1.0,1.0,1.0,9.0,9.0,26.0,9.0,9.0,21.0,507.0,618.0,691.0,612.0,724.0,800.0,507.0,618.0,680.0,0.9159376423364075,0.9291637240973494,0.025370906777874045,0.020989669720120063
2022-08-10,True,1,23326.814,23326.814,23326.814,23326.814,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,569.0,714.0,770.0,517.0,584.0,647.0,507.0,581.0,631.0,0.9257826658134566,0.9123831162546866,0.02051353302646846,0.023192254309835375
2022-08-10,True,3,23326.814,23326.814,23326.814,23326.814,1.0,1.0,1.0,2.0,2.0,24.0,2.0,2.0,17.0,569.0,714.0,770.0,517.0,584.0,647.0,507.0,581.0,631.0,0.9257826658134566,0.9123831162546866,0.02051353302646846,0.023192254309835375
2022-08-10,True,5,23326.814,23326.814,23326.814,23326.814,1.0,1.0,1.0,4.0,4.0,26.0,4.0,4.0,35.0,569.0,714.0,770.0,517.0,584.0,647.0,507.0,581.0,631.0,0.9257826658134566,0.9123831162546866,0.02051353302646846,0.023192254309835375
2022-08-10,True,10,23326.814,23326.814,23326.814,23326.814,1.0,1.0,1.0,9.0,9.0,31.0,9.0,9.0,40.0,569.0,714.0,770.0,517.0,584.0,647.0,507.0,581.0,631.0,0.9257826658134566,0.9123831162546866,0.02051353302646846,0.023192254309835375
2022-08-11,True,1,23368.234,23368.234,23368.234,23368.234,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0,591.0,680.0,459.0,702.0,838.0,459.0,578.0,648.0,0.913832570835285,0.9220335063737479,0.025701063220387895,0.023987317838811528
2022-08-11,True,3,23368.234,23368.234,23368.234,23368.234,1.0,1.0,1.0,2.0,2.0,11.0,2.0,2.0,9.0,535.0,591.0,680.0,459.0,702.0,838.0,459.0,578.0,648.0,0.913832570835285,0.9220335063737479,0.025701063220387895,0.023987317838811528
2022-08-11,True,5,23368.234,23368.234,23368.234,23368.234,1.0,1.0,1.0,4.0,4.0,13.0,4.0,4.0,11.0,535.0,591.0,680.0,459.0,702.0,838.0,459.0,578.0,648.0,0.913832570835285,0.9220335063737479,0.025701063220387895,0.023987317838811528
2022-08-11,True,10,23368.234,23368.234,23368.234,23368.234,1.0,1.0,1.0,9.0,9.0,18.0,9.0,9.0,16.0,535.0,591.0,680.0,459.0,702.0,838.0,459.0,578.0,648.0,0.913832570835285,0.9220335063737479,0.025701063220387895,0.023987317838811528
2022-08-12,True,1,23065.271,23065.271,23065.271,23065.271,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,1133.0,1218.0,496.0,574.0,636.0,482.0,573.0,618.0,0.9431662608685045,0.9099031027120713,0.01571799569035738,0.02094783301155784
2022-08-12,True,3,23065.271,23065.271,23065.271,23065.271,1.0,1.0,1.0,2.0,2.0,25.0,2.0,2.0,17.0,546.0,1133.0,1218.0,496.0,574.0,636.0,482.0,573.0,618.0,0.9431662608685045,0.9099031027120713,0.01571799569035738,0.02094783301155784
2022-08-12,True,5,23065.271,23065.271,23065.271,23065.271,1.0,1.0,1.0,4.0,4.0,29.0,4.0,4.0,31.0,546.0,1133.0,1218.0,496.0,574.0,636.0,482.0,573.0,618.0,0.9431662608685045,0.9099031027120713,0.01571799569035738,0.02094783301155784
2022-08-12,True,10,23065.271,23065.271,23065.271,23065.271,1.0,1.0,1.0,9.0,9.0,35.0,9.0,9.0,58.0,546.0,1133.0,1218.0,496.0,574.0,636.0,482.0,573.0,618.0,0.9431662608685045,0.9099031027120713,0.01571799569035738,0.02094783301155784
2022-08-15,True,1,23239.786,23239.786,23239.786,23239.786,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,746.0,816.0,459.0,510.0,567.0,459.0,510.0,553.0,0.926010575052091,0.8997504354135822,0.017556593486512465,0.022644318203002476
2022-08-15,True,3,23239.786,23239.786,23239.786,23239.786,1.0,1.0,1.0,2.0,2.0,12.0,2.0,2.0,10.0,533.0,746.0,816.0,459.0,510.0,567.0,459.0,510.0,553.0,0.926010575052091,0.8997504354135822,0.017556593486512465,0.022644318203002476
2022-08-15,True,5,23239.786,23239.786,23239.786,23239.786,1.0,1.0,1.0,4.0,4.0,14.0,4.0,4.0,13.0,533.0,746.0,816.0,459.0,510.0,567.0,459.0,510.0,553.0,0.926010575052091,0.8997504354135822,0.017556593486512465,0.022644318203002476
2022-08-15,True,10,23239.786,23239.786,23239.786,23239.786,1.0,1.0,1.0,9.0,9.0,19.0,9.0,9.0,18.0,533.0,746.0,816.0,459.0,510.0,567.0,459.0,510.0,553.0,0.926010575052091,0.8997504354135822,0.017556593486512465,0.022644318203002476
2022-08-16,True,1,23321.786,23321.786,23321.786,23321.786,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,693.0,785.0,496.0,544.0,666.0,491.0,536.0,614.0,0.9218512428711588,0.9077056022826547,0.02121739072676981,0.024155127545894068
2022-08-16,True,3,23321.786,23321.786,23321.786,23321.786,1.0,1.0,1.0,2.0,2.0,10.0,2.0,2.0,9.0,501.0,693.0,785.0,496.0,544.0,666.0,491.0,536.0,614.0,0.9218512428711588,0.9077056022826547,0.02121739072676981,0.024155127545894068
2022-08-16,True,5,23321.786,23321.786,23321.786,23321.786,1.0,1.0,1.0,4.0,4.0,12.0,4.0,4.0,14.0,501.0,693.0,785.0,496.0,544.0,666.0,491.0,536.0,614.0,0.9218512428711588,0.9077056022826547,0.02121739072676981,0.024155127545894068
2022-08-16,True,10,23321.786,23321.786,23321.786,23321.786,1.0,1.0,1.0,9.0,9.0,17.0,9.0,9.0,20.0,501.0,693.0,785.0,496.0,544.0,666.0,491.0,536.0,614.0,0.9218512428711588,0.9077056022826547,0.02121739072676981,0.024155127545894068
2022-08-17,True,1,23242.505,23242.505,23242.505,23242.505,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,699.0,820.0,568.0,685.0,770.0,530.0,638.0,705.0,0.922959538576205,0.9234534578080301,0.02378855341987416,0.024118761054929588
2022-08-17,True,3,23242.505,23242.505,23242.505,23242.505,1.0,1.0,1.0,2.0,2.0,23.0,2.0,2.0,23.0,531.0,699.0,820.0,568.0,685.0,770.0,530.0,638.0,705.0,0.922959538576205,0.9234534578080301,0.02378855341987416,0.024118761054929588
2022-08-17,True,5,23242.505,23242.505,23242.505,23242.505,1.0,1.0,1.0,4.0,4.0,26.0,4.0,4.0,25.0,531.0,699.0,820.0,568.0,685.0,770.0,530.0,638.0,705.0,0.922959538576205,0.9234534578080301,0.02378855341987416,0.024118761054929588
2022-08-17,True,10,23242.505,23242.505,23242.505,23242.505,1.0,1.0,1.0,9.0,9.0,42.0,9.0,9.0,34.0,531.0,699.0,820.0,568.0,685.0,770.0,530.0,638.0,705.0,0.922959538576205,0.9234534578080301,0.02378855341987416,0.024118761054929588
2022-08-18,True,1,23307.918,23307.918,23307.918,23307.918,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,758.0,798.0,526.0,582.0,644.0,524.0,579.0,642.0,0.929374955305425,0.9119436256066982,0.01900665146491601,0.02352140833052849
2022-08-18,True,3,23307.918,23307.918,23307.918,23307.918,1.0,1.0,1.0,2.0,2.0,12.0,2.0,2.0,11.0,577.0,758.0,798.0,526.0,582.0,644.0,524.0,579.0,642.0,0.929374955305425,0.9119436256066982,0.01900665146491601,0.02352140833052849
2022-08-18,True,5,23307.918,23307.918,23307.918,23307.918,1.0,1.0,1.0,4.0,4.0,14.0,4.0,4.0,13.0,577.0,758.0,798.0,526.0,582.0,644.0,524.0,579.0,642.0,0.929374955305425,0.9119436256066982,0.01900665146491601,0.02352140833052849
2022-08-18,True,10,23307.918,23307.918,23307.918,23307.918,1.0,1.0,1.0,9.0,9.0,19.0,9.0,9.0,18.0,577.0,758.0,798.0,526.0,582.0,644.0,524.0,579.0,642.0,0.929374955305425,0.9119436256066982,0.01900665146491601,0.02352140833052849
2022-08-19,True,1,23306.655,23306.655,23306.655,23306.655,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,654.0,708.0,696.0,786.0,840.0,492.0,654.0,708.0,0.9198946381846991,0.9334173661566797,0.019452411875514355,0.018356129127818133
2022-08-19,True,3,23306.655,23306.655,23306.655,23306.655,1.0,1.0,1.0,2.0,2.0,10.0,2.0,2.0,22.0,492.0,654.0,708.0,696.0,786.0,840.0,492.0,654.0,708.0,0.9198946381846991,0.9334173661566797,0.019452411875514355,0.018356129127818133
2022-08-19,True,5,23306.655,23306.655,23306.655,23306.655,1.0,1.0,1.0,4.0,4.0,12.0,4.0,4.0,28.0,492.0,654.0,708.0,696.0,786.0,840.0,492.0,654.0,708.0,0.9198946381846991,0.9334173661566797,0.019452411875514355,0.018356129127818133
2022-08-19,True,10,23306.655,23306.655,23306.655,23306.655,1.0,1.0,1.0,9.0,9.0,18.0,9.0,9.0,33.0,492.0,654.0,708.0,696.0,786.0,840.0,492.0,654.0,708.0,0.9198946381846991,0.9334173661566797,0.019452411875514355,0.018356129127818133
2022-08-22,True,1,23307.901,23307.901,23307.901,23307.901,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,582.0,626.0,629.0,824.0,913.0,495.0,582.0,626.0,0.9106094722688589,0.9365412074822256,0.022953226064407178,0.016996307724935218
2022-08-22,True,3,23307.901,23307.901,23307.901,23307.901,1.0,1.0,1.0,2.0,2.0,8.0,2.0,2.0,13.0,495.0,582.0,626.0,629.0,824.0,913.0,495.0,582.0,626.0,0.9106094722688589,0.9365412074822256,0.022953226064407178,0.016996307724935218
2022-08-22,True,5,23307.901,23307.901,23307.901,23307.901,1.0,1.0,1.0,4.0,4.0,11.0,4.0,4.0,16.0,495.0,582.0,626.0,629.0,824.0,913.0,495.0,582.0,626.0,0.9106094722688589,0.9365412074822256,0.022953226064407178,0.016996307724935218
2022-08-22,True,10,23307.901,23307.901,23307.901,23307.901,1.0,1.0,1.0,9.0,9.0,16.0,9.0,9.0,21.0,495.0,582.0,626.0,629.0,824.0,913.0,495.0,582.0,626.0,0.9106094722688589,0.9365412074822256,0.022953226064407178,0.016996307724935218
2022-08-23,True,1,23302.406,23302.406,23302.406,23302.406,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,523.0,642.0,711.0,568.0,743.0,791.0,522.0,631.0,697.0,0.9192508203367351,0.928574503453106,0.023510373330066357,0.021436701826918307
2022-08-23,True,3,23302.406,23302.406,23302.406,23302.406,1.0,1.0,1.0,2.0,2.0,17.0,2.0,2.0,11.0,523.0,642.0,711.0,568.0,743.0,791.0,522.0,631.0,697.0,0.9192508203367351,0.928574503453106,0.023510373330066357,0.021436701826918307
2022-08-23,True,5,23302.406,23302.406,23302.406,23302.406,1.0,1.0,1.0,4.0,4.0,24.0,4.0,4.0,26.0,523.0,642.0,711.0,568.0,743.0,791.0,522.0,631.0,697.0,0.9192508203367351,0.928574503453106,0.023510373330066357,0.021436701826918307
2022-08-23,True,10,23302.406,23302.406,23302.406,23302.406,1.0,1.0,1.0,9.0,9.0,29.0,9.0,9.0,31.0,523.0,642.0,711.0,568.0,743.0,791.0,522.0,631.0,697.0,0.9192508203367351,0.928574503453106,0.023510373330066357,0.021436701826918307
2022-08-24,True,1,23260.037,23260.037,23260.037,23260.037,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,647.0,743.0,493.0,621.0,712.0,484.0,607.0,655.0,0.920711636229323,0.9162418940209526,0.020218990821979147,0.021603229928774427
2022-08-24,True,3,23260.037,23260.037,23260.037,23260.037,1.0,1.0,1.0,2.0,2.0,14.0,2.0,2.0,13.0,508.0,647.0,743.0,493.0,621.0,712.0,484.0,607.0,655.0,0.920711636229323,0.9162418940209526,0.020218990821979147,0.021603229928774427
2022-08-24,True,5,23260.037,23260.037,23260.037,23260.037,1.0,1.0,1.0,4.0,4.0,16.0,4.0,4.0,16.0,508.0,647.0,743.0,493.0,621.0,712.0,484.0,607.0,655.0,0.920711636229323,0.9162418940209526,0.020218990821979147,0.021603229928774427
2022-08-24,True,10,23260.037,23260.037,23260.037,23260.037,1.0,1.0,1.0,9.0,9.0,21.0,9.0,9.0,22.0,508.0,647.0,743.0,493.0,621.0,712.0,484.0,607.0,655.0,0.920711636229323,0.9162418940209526,0.020218990821979147,0.021603229928774427
2022-08-25,True,1,23305.655,23305.655,23305.655,23305.655,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,686.0,750.0,495.0,619.0,708.0,475.0,614.0,668.0,0.923358563174728,0.9158629382962684,0.020575993459794252,0.02204532701110789
2022-08-25,True,3,23305.655,23305.655,23305.655,23305.655,1.0,1.0,1.0,2.0,2.0,12.0,2.0,2.0,17.0,492.0,686.0,750.0,495.0,619.0,708.0,475.0,614.0,668.0,0.923358563174728,0.9158629382962684,0.020575993459794252,0.02204532701110789
2022-08-25,True,5,23305.655,23305.655,23305.655,23305.655,1.0,1.0,1.0,4.0,4.0,14.0,4.0,4.0,19.0,492.0,686.0,750.0,495.0,619.0,708.0,475.0,614.0,668.0,0.923358563174728,0.9158629382962684,0.020575993459794252,0.02204532701110789
2022-08-25,True,10,23305.655,23305.655,23305.655,23305.655,1.0,1.0,1.0,9.0,9.0,19.0,9.0,9.0,24.0,492.0,686.0,750.0,495.0,619.0,708.0,475.0,614.0,668.0,0.923358563174728,0.9158629382962684,0.020575993459794252,0.02204532701110789
2022-08-26,True,1,23207.904,23207.904,23207.904,23207.904,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,564.0,644.0,575.0,995.0,1083.0,472.0,563.0,636.0,0.9089282442586555,0.9443216555833845,0.03197124127933949,0.020812928361033052
2022-08-26,True,3,23207.904,23207.904,23207.904,23207.904,1.0,1.0,1.0,2.0,2.0,35.0,2.0,2.0,30.0,472.0,564.0,644.0,575.0,995.0,1083.0,472.0,563.0,636.0,0.9089282442586555,0.9443216555833845,0.03197124127933949,0.020812928361033052
2022-08-26,True,5,23207.904,23207.904,23207.904,23207.904,1.0,1.0,1.0,4.0,4.0,41.0,4.0,4.0,32.0,472.0,564.0,644.0,575.0,995.0,1083.0,472.0,563.0,636.0,0.9089282442586555,0.9443216555833845,0.03197124127933949,0.020812928361033052
2022-08-26,True,10,23207.904,23207.904,23207.904,23207.904,1.0,1.0,1.0,9.0,9.0,54.0,9.0,9.0,38.0,472.0,564.0,644.0,575.0,995.0,1083.0,472.0,563.0,636.0,0.9089282442586555,0.9443216555833845,0.03197124127933949,0.020812928361033052
2022-08-29,True,1,23357.579,23357.579,23357.579,23357.579,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0,673.0,759.0,531.0,645.0,747.0,527.0,619.0,670.0,0.9216064656091719,0.9200197756828714,0.02673862744593138,0.0272529905227485
2022-08-29,True,3,23357.579,23357.579,23357.579,23357.579,1.0,1.0,1.0,2.0,2.0,12.0,2.0,2.0,18.0,553.0,673.0,759.0,531.0,645.0,747.0,527.0,619.0,670.0,0.9216064656091719,0.9200197756828714,0.02673862744593138,0.0272529905227485
2022-08-29,True,5,23357.579,23357.579,23357.579,23357.579,1.0,1.0,1.0,4.0,4.0,14.0,4.0,4.0,20.0,553.0,673.0,759.0,531.0,645.0,747.0,527.0,619.0,670.0,0.9216064656091719,0.9200197756828714,0.02673862744593138,0.0272529905227485
