family,date,year,half,side,entry_utc,entry,risk_ticks,gross_ticks,net_ticks,net_R,mae_ticks,exit_reason,trailing_activated,fixed_net_ticks,fixed_net_R,fixed_exit_reason,drive_open,drive_close,drive_high,drive_low,drive_efficiency,drive_close_location,pullback_midpoint,resumption_level,trigger_utc
OPENING_DRIVE_PULLBACK_RESUMPTION,2024-09-13,2024,2024-H2,LONG,2024-09-13T14:03:26+00:00,19476.5,40.0,-40.0,-44.0,-1.1,-51.0,STOP,False,-44.0,-1.1,STOP,19409.25,19492.75,19501.5,19398.25,0.8087167070217918,0.9152542372881356,19451.0,19471.875,2024-09-13T14:03:25+00:00
OPENING_DRIVE_PULLBACK_RESUMPTION,2024-10-03,2024,2024-H2,LONG,2024-10-03T14:23:57+00:00,19976.25,40.0,28.0,24.0,0.6,-12.0,STOP,True,36.0,0.9,TARGET,19912.0,19995.0,20006.5,19894.75,0.7427293064876958,0.8970917225950783,19953.5,19974.25,2024-10-03T14:23:56+00:00
OPENING_DRIVE_PULLBACK_RESUMPTION,2024-10-16,2024,2024-H2,SHORT,2024-10-16T14:40:56+00:00,20268.0,40.0,80.0,76.0,1.9,-34.0,TARGET,True,36.0,0.9,TARGET,20352.5,20245.75,20357.25,20241.75,0.9242424242424242,0.03463203463203463,20299.125,20272.4375,2024-10-16T14:40:55+00:00
OPENING_DRIVE_PULLBACK_RESUMPTION,2024-10-28,2024,2024-H2,SHORT,2024-10-28T14:24:32+00:00,20582.5,40.0,-40.0,-44.0,-1.1,-44.0,STOP,False,-44.0,-1.1,STOP,20625.25,20569.5,20626.75,20556.5,0.7935943060498221,0.18505338078291814,20597.375,20583.4375,2024-10-28T14:24:31+00:00
OPENING_DRIVE_PULLBACK_RESUMPTION,2024-11-19,2024,2024-H2,LONG,2024-11-19T14:49:01+00:00,20564.0,40.0,-40.0,-44.0,-1.1,-40.0,STOP,False,-44.0,-1.1,STOP,20521.5,20578.0,20586.0,20508.0,0.7243589743589743,0.8974358974358975,20549.75,20563.875,2024-11-19T14:49:00+00:00
OPENING_DRIVE_PULLBACK_RESUMPTION,2024-12-13,2024,2024-H2,LONG,2024-12-13T15:11:52+00:00,21866.25,40.0,80.0,76.0,1.9,-8.0,TARGET,True,36.0,0.9,TARGET,21795.25,21888.75,21895.0,21790.0,0.8904761904761904,0.9404761904761905,21842.0,21865.375,2024-12-13T15:11:51+00:00
OPENING_DRIVE_PULLBACK_RESUMPTION,2025-01-03,2025,2025-H1,LONG,2025-01-03T15:00:01+00:00,21401.5,40.0,-40.0,-44.0,-1.1,-40.0,STOP,False,-44.0,-1.1,STOP,21293.75,21424.75,21431.75,21277.75,0.8506493506493507,0.9545454545454546,21359.25,21392.0,2025-01-03T15:00:00+00:00
OPENING_DRIVE_PULLBACK_RESUMPTION,2025-01-17,2025,2025-H1,SHORT,2025-01-17T15:09:14+00:00,21549.0,40.0,33.0,29.0,0.725,-5.0,STOP,True,36.0,0.9,TARGET,21647.25,21516.0,21653.75,21492.25,0.8126934984520123,0.14705882352941177,21581.625,21548.8125,2025-01-17T15:09:13+00:00
OPENING_DRIVE_PULLBACK_RESUMPTION,2025-01-29,2025,2025-H1,SHORT,2025-01-29T15:03:57+00:00,21530.75,40.0,4.0,0.0,0.0,-38.0,STOP,True,36.0,0.9,TARGET,21599.75,21508.0,21606.25,21498.75,0.8534883720930233,0.08604651162790698,21553.875,21530.9375,2025-01-29T15:03:56+00:00
OPENING_DRIVE_PULLBACK_RESUMPTION,2025-02-12,2025,2025-H1,LONG,2025-02-12T15:16:25+00:00,21635.0,40.0,4.0,0.0,0.0,-35.0,STOP,True,36.0,0.9,TARGET,21551.0,21661.0,21667.75,21536.25,0.8365019011406845,0.9486692015209125,21606.0,21633.5,2025-02-12T15:16:24+00:00
OPENING_DRIVE_PULLBACK_RESUMPTION,2025-03-13,2025,2025-H1,SHORT,2025-03-13T14:29:00+00:00,19488.75,40.0,34.0,30.0,0.75,-29.0,STOP,True,36.0,0.9,TARGET,19574.0,19471.25,19577.0,19471.0,0.9693396226415094,0.0023584905660377358,19522.625,19496.9375,2025-03-13T14:28:59+00:00
OPENING_DRIVE_PULLBACK_RESUMPTION,2025-05-12,2025,2025-H1,SHORT,2025-05-12T13:55:27+00:00,20808.0,40.0,80.0,76.0,1.9,-27.0,TARGET,True,36.0,0.9,TARGET,20919.0,20778.0,20922.25,20746.5,0.802275960170697,0.17923186344238975,20848.5,20813.25,2025-05-12T13:55:26+00:00
OPENING_DRIVE_PULLBACK_RESUMPTION,2025-06-12,2025,2025-H1,LONG,2025-06-12T14:00:08+00:00,21869.0,40.0,-40.0,-44.0,-1.1,-44.0,STOP,False,-44.0,-1.1,STOP,21829.5,21880.0,21884.5,21818.5,0.7651515151515151,0.9318181818181818,21854.75,21867.375,2025-06-12T14:00:07+00:00
