BurstId,fecha,year,family,burst_side,strategy_decision_timestamp_utc,Burst_Feature_Available_Timestamp_UTC,Response_Available_Timestamp_UTC,Response_Horizon_Seconds,Directional_Displacement_Ticks,Response_MFE_Ticks,Response_MAE_Ticks,Acceptance_Dwell_Ratio,Level_Band_Dwell_Ratio,Rejected_Side_Dwell_Ratio,Reclaim_Count,Momentum_Survival_Ratio,Path_Efficiency,Model_Eligibility,decision_utc,feature_available_utc,response_available_utc,response_after_decision_ms,response_window_ms
LB_20230907_093117_SELL_0001,2023-09-07,2023,B_CLEAN_BREAKOUT,SELL,2023-09-07T13:31:18.033798Z,2023-09-07T13:31:18.0212729Z,2023-09-07T13:31:19.0000000Z,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,POST_BURST_ONLY,2023-09-07 13:31:18.033798+00:00,2023-09-07 13:31:18.021272900+00:00,2023-09-07 13:31:19+00:00,966.202,978.7271
LB_20230914_093127_SELL_0001,2023-09-14,2023,A_TRUE_ABSORPTION,SELL,2023-09-14T13:31:28.062159Z,2023-09-14T13:31:28.0188709Z,2023-09-14T13:31:29.0000000Z,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,POST_BURST_ONLY,2023-09-14 13:31:28.062159+00:00,2023-09-14 13:31:28.018870900+00:00,2023-09-14 13:31:29+00:00,937.841,981.1291
LB_20230915_093253_SELL_0001,2023-09-15,2023,B_CLEAN_BREAKOUT,SELL,2023-09-15T13:32:54.037055Z,2023-09-15T13:32:54.0000830Z,2023-09-15T13:32:55.0000000Z,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,POST_BURST_ONLY,2023-09-15 13:32:54.037055+00:00,2023-09-15 13:32:54.000083+00:00,2023-09-15 13:32:55+00:00,962.945,999.9169999999999
LB_20230919_093101_SELL_0001,2023-09-19,2023,A_TRUE_ABSORPTION,SELL,2023-09-19T13:31:02.011884Z,2023-09-19T13:31:02.0052370Z,2023-09-19T13:31:03.0000000Z,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,POST_BURST_ONLY,2023-09-19 13:31:02.011884+00:00,2023-09-19 13:31:02.005237+00:00,2023-09-19 13:31:03+00:00,988.116,994.7629999999999
LB_20230922_093553_SELL_0001,2023-09-22,2023,C_MIXED_PATH,SELL,2023-09-22T13:35:54.074897Z,2023-09-22T13:35:54.0198449Z,2023-09-22T13:35:55.0000000Z,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,POST_BURST_ONLY,2023-09-22 13:35:54.074897+00:00,2023-09-22 13:35:54.019844900+00:00,2023-09-22 13:35:55+00:00,925.1030000000001,980.1551
LB_20230926_093118_SELL_0002,2023-09-26,2023,B_CLEAN_BREAKOUT,SELL,2023-09-26T13:31:19.035798Z,2023-09-26T13:31:19.0113170Z,2023-09-26T13:31:20.0000000Z,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,POST_BURST_ONLY,2023-09-26 13:31:19.035798+00:00,2023-09-26 13:31:19.011317+00:00,2023-09-26 13:31:20+00:00,964.202,988.683
LB_20230927_093102_BUY_0001,2023-09-27,2023,C_MIXED_PATH,BUY,2023-09-27T13:31:03.091962Z,2023-09-27T13:31:03.0090050Z,2023-09-27T13:31:04.0000000Z,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,POST_BURST_ONLY,2023-09-27 13:31:03.091962+00:00,2023-09-27 13:31:03.009005+00:00,2023-09-27 13:31:04+00:00,908.038,990.995
LB_20231002_093150_BUY_0001,2023-10-02,2023,B_CLEAN_BREAKOUT,BUY,2023-10-02T13:31:51.110444Z,2023-10-02T13:31:51.0272989Z,2023-10-02T13:31:52.0000000Z,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,POST_BURST_ONLY,2023-10-02 13:31:51.110444+00:00,2023-10-02 13:31:51.027298900+00:00,2023-10-02 13:31:52+00:00,889.556,972.7011
LB_20231016_093102_BUY_0001,2023-10-16,2023,B_CLEAN_BREAKOUT,BUY,2023-10-16T13:31:03.023753Z,2023-10-16T13:31:03.0004570Z,2023-10-16T13:31:04.0000000Z,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,POST_BURST_ONLY,2023-10-16 13:31:03.023753+00:00,2023-10-16 13:31:03.000457+00:00,2023-10-16 13:31:04+00:00,976.247,999.543
LB_20231027_093329_BUY_0001,2023-10-27,2023,C_MIXED_PATH,BUY,2023-10-27T13:33:30.047860Z,,,,,,,,,,,,,,2023-10-27 13:33:30.047860+00:00,,,,
LB_20231102_093203_SELL_0001,2023-11-02,2023,A_TRUE_ABSORPTION,SELL,2023-11-02T13:32:04.053384Z,2023-11-02T13:32:04.0045640Z,2023-11-02T13:32:05.0000000Z,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,POST_BURST_ONLY,2023-11-02 13:32:04.053384+00:00,2023-11-02 13:32:04.004564+00:00,2023-11-02 13:32:05+00:00,946.616,995.436
LB_20240318_093121_BUY_0001,2024-03-18,2024,C_MIXED_PATH,BUY,2024-03-18T13:31:22.022843Z,2024-03-18T13:31:22.0086549Z,2024-03-18T13:31:23.0000000Z,1.0,-1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,-1.0,POST_BURST_ONLY,2024-03-18 13:31:22.022843+00:00,2024-03-18 13:31:22.008654900+00:00,2024-03-18 13:31:23+00:00,977.157,991.3451
LB_20240402_093358_SELL_0002,2024-04-02,2024,C_MIXED_PATH,SELL,2024-04-02T13:33:59.018225Z,2024-04-02T13:33:59.0094269Z,2024-04-02T13:34:00.0000000Z,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,POST_BURST_ONLY,2024-04-02 13:33:59.018225+00:00,2024-04-02 13:33:59.009426900+00:00,2024-04-02 13:34:00+00:00,981.775,990.5731
LB_20240404_093500_BUY_0001,2024-04-04,2024,B_CLEAN_BREAKOUT,BUY,2024-04-04T13:35:01.015194Z,2024-04-04T13:35:01.0015400Z,2024-04-04T13:35:02.0000000Z,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,POST_BURST_ONLY,2024-04-04 13:35:01.015194+00:00,2024-04-04 13:35:01.001540+00:00,2024-04-04 13:35:02+00:00,984.8059999999999,998.46
LB_20240405_093248_SELL_0001,2024-04-05,2024,C_MIXED_PATH,SELL,2024-04-05T13:32:49.026914Z,2024-04-05T13:32:49.0023679Z,2024-04-05T13:32:50.0000000Z,1.0,-2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,-1.0,POST_BURST_ONLY,2024-04-05 13:32:49.026914+00:00,2024-04-05 13:32:49.002367900+00:00,2024-04-05 13:32:50+00:00,973.086,997.6321
LB_20240409_093342_SELL_0001,2024-04-09,2024,B_CLEAN_BREAKOUT,SELL,2024-04-09T13:33:43.035664Z,2024-04-09T13:33:43.0018380Z,2024-04-09T13:33:44.0000000Z,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,POST_BURST_ONLY,2024-04-09 13:33:43.035664+00:00,2024-04-09 13:33:43.001838+00:00,2024-04-09 13:33:44+00:00,964.336,998.162
LB_20240417_093502_SELL_0001,2024-04-17,2024,C_MIXED_PATH,SELL,2024-04-17T13:35:03.057624Z,2024-04-17T13:35:03.0035459Z,2024-04-17T13:35:04.0000000Z,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,POST_BURST_ONLY,2024-04-17 13:35:03.057624+00:00,2024-04-17 13:35:03.003545900+00:00,2024-04-17 13:35:04+00:00,942.376,996.4541
LB_20240418_093109_SELL_0001,2024-04-18,2024,B_CLEAN_BREAKOUT,SELL,2024-04-18T13:31:10.042140Z,,,,,,,,,,,,,,2024-04-18 13:31:10.042140+00:00,,,,
LB_20240423_093145_BUY_0001,2024-04-23,2024,B_CLEAN_BREAKOUT,BUY,2024-04-23T13:31:46.110957Z,2024-04-23T13:31:46.0136289Z,2024-04-23T13:31:47.0000000Z,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,POST_BURST_ONLY,2024-04-23 13:31:46.110957+00:00,2024-04-23 13:31:46.013628900+00:00,2024-04-23 13:31:47+00:00,889.043,986.3711
LB_20240426_093151_SELL_0001,2024-04-26,2024,C_MIXED_PATH,SELL,2024-04-26T13:31:52.036258Z,2024-04-26T13:31:52.0102669Z,2024-04-26T13:31:53.0000000Z,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,POST_BURST_ONLY,2024-04-26 13:31:52.036258+00:00,2024-04-26 13:31:52.010266900+00:00,2024-04-26 13:31:53+00:00,963.742,989.7331
LB_20240502_093112_SELL_0001,2024-05-02,2024,B_CLEAN_BREAKOUT,SELL,2024-05-02T13:31:13.136347Z,2024-05-02T13:31:13.0758080Z,2024-05-02T13:31:14.0000000Z,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,POST_BURST_ONLY,2024-05-02 13:31:13.136347+00:00,2024-05-02 13:31:13.075808+00:00,2024-05-02 13:31:14+00:00,863.653,924.192
LB_20240503_093157_SELL_0001,2024-05-03,2024,B_CLEAN_BREAKOUT,SELL,2024-05-03T13:31:58.173092Z,,,,,,,,,,,,,,2024-05-03 13:31:58.173092+00:00,,,,
LB_20240510_093420_BUY_0001,2024-05-10,2024,B_CLEAN_BREAKOUT,BUY,2024-05-10T13:34:21.121966Z,2024-05-10T13:34:21.0088940Z,2024-05-10T13:34:22.0000000Z,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,POST_BURST_ONLY,2024-05-10 13:34:21.121966+00:00,2024-05-10 13:34:21.008894+00:00,2024-05-10 13:34:22+00:00,878.034,991.106
LB_20240520_093220_BUY_0001,2024-05-20,2024,B_CLEAN_BREAKOUT,BUY,2024-05-20T13:32:21.062444Z,2024-05-20T13:32:21.0178939Z,2024-05-20T13:32:22.0000000Z,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,POST_BURST_ONLY,2024-05-20 13:32:21.062444+00:00,2024-05-20 13:32:21.017893900+00:00,2024-05-20 13:32:22+00:00,937.5559999999999,982.1061
LB_20240528_093142_BUY_0001,2024-05-28,2024,C_MIXED_PATH,BUY,2024-05-28T13:31:43.048095Z,2024-05-28T13:31:43.0163599Z,2024-05-28T13:31:44.0000000Z,1.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,POST_BURST_ONLY,2024-05-28 13:31:43.048095+00:00,2024-05-28 13:31:43.016359900+00:00,2024-05-28 13:31:44+00:00,951.905,983.6401
LB_20240605_093547_SELL_0002,2024-06-05,2024,C_MIXED_PATH,SELL,2024-06-05T13:35:48.054540Z,2024-06-05T13:35:48.0187420Z,2024-06-05T13:35:49.0000000Z,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,POST_BURST_ONLY,2024-06-05 13:35:48.054540+00:00,2024-06-05 13:35:48.018742+00:00,2024-06-05 13:35:49+00:00,945.4599999999999,981.2579999999999
LB_20240606_093413_BUY_0001,2024-06-06,2024,C_MIXED_PATH,BUY,2024-06-06T13:34:14.079319Z,2024-06-06T13:34:14.0312920Z,2024-06-06T13:34:15.0000000Z,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,POST_BURST_ONLY,2024-06-06 13:34:14.079319+00:00,2024-06-06 13:34:14.031292+00:00,2024-06-06 13:34:15+00:00,920.6809999999999,968.708
LB_20240611_093350_BUY_0001,2024-06-11,2024,A_TRUE_ABSORPTION,BUY,2024-06-11T13:33:51.059816Z,,,,,,,,,,,,,,2024-06-11 13:33:51.059816+00:00,,,,
LB_20240613_093209_BUY_0001,2024-06-13,2024,C_MIXED_PATH,BUY,2024-06-13T13:32:10.037595Z,2024-06-13T13:32:10.0304269Z,2024-06-13T13:32:11.0000000Z,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,POST_BURST_ONLY,2024-06-13 13:32:10.037595+00:00,2024-06-13 13:32:10.030426900+00:00,2024-06-13 13:32:11+00:00,962.405,969.5731
LB_20240614_093644_BUY_0001,2024-06-14,2024,B_CLEAN_BREAKOUT,BUY,2024-06-14T13:36:45.081257Z,2024-06-14T13:36:45.0149200Z,2024-06-14T13:36:46.0000000Z,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,POST_BURST_ONLY,2024-06-14 13:36:45.081257+00:00,2024-06-14 13:36:45.014920+00:00,2024-06-14 13:36:46+00:00,918.7429999999999,985.0799999999999
LB_20240708_093223_BUY_0001,2024-07-08,2024,A_TRUE_ABSORPTION,BUY,2024-07-08T13:32:24.063515Z,2024-07-08T13:32:24.0068819Z,2024-07-08T13:32:25.0000000Z,1.0,-3.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,-1.0,POST_BURST_ONLY,2024-07-08 13:32:24.063515+00:00,2024-07-08 13:32:24.006881900+00:00,2024-07-08 13:32:25+00:00,936.485,993.1181
LB_20240712_093101_BUY_0001,2024-07-12,2024,A_TRUE_ABSORPTION,BUY,2024-07-12T13:31:02.044351Z,2024-07-12T13:31:02.0054790Z,2024-07-12T13:31:03.0000000Z,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,POST_BURST_ONLY,2024-07-12 13:31:02.044351+00:00,2024-07-12 13:31:02.005479+00:00,2024-07-12 13:31:03+00:00,955.649,994.521
LB_20240716_093212_BUY_0001,2024-07-16,2024,A_TRUE_ABSORPTION,BUY,2024-07-16T13:32:13.083597Z,2024-07-16T13:32:13.0366000Z,2024-07-16T13:32:14.0000000Z,1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,POST_BURST_ONLY,2024-07-16 13:32:13.083597+00:00,2024-07-16 13:32:13.036600+00:00,2024-07-16 13:32:14+00:00,916.403,963.4000000000001
LB_20240718_093155_SELL_0001,2024-07-18,2024,C_MIXED_PATH,SELL,2024-07-18T13:31:56.057671Z,2024-07-18T13:31:56.0146950Z,2024-07-18T13:31:57.0000000Z,1.0,-2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,-1.0,POST_BURST_ONLY,2024-07-18 13:31:56.057671+00:00,2024-07-18 13:31:56.014695+00:00,2024-07-18 13:31:57+00:00,942.329,985.305
LB_20240722_093156_SELL_0001,2024-07-22,2024,A_TRUE_ABSORPTION,SELL,2024-07-22T13:31:57.031422Z,2024-07-22T13:31:57.0048590Z,2024-07-22T13:31:58.0000000Z,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,POST_BURST_ONLY,2024-07-22 13:31:57.031422+00:00,2024-07-22 13:31:57.004859+00:00,2024-07-22 13:31:58+00:00,968.5780000000001,995.1410000000001
LB_20240726_093346_SELL_0001,2024-07-26,2024,B_CLEAN_BREAKOUT,SELL,2024-07-26T13:33:47.092358Z,2024-07-26T13:33:47.0111240Z,2024-07-26T13:33:48.0000000Z,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,POST_BURST_ONLY,2024-07-26 13:33:47.092358+00:00,2024-07-26 13:33:47.011124+00:00,2024-07-26 13:33:48+00:00,907.6419999999999,988.876
LB_20240730_093638_BUY_0001,2024-07-30,2024,C_MIXED_PATH,BUY,2024-07-30T13:36:39.134783Z,,,,,,,,,,,,,,2024-07-30 13:36:39.134783+00:00,,,,
LB_20240808_093753_SELL_0001,2024-08-08,2024,A_TRUE_ABSORPTION,SELL,2024-08-08T13:37:54.045415Z,,,,,,,,,,,,,,2024-08-08 13:37:54.045415+00:00,,,,
LB_20240813_093126_BUY_0001,2024-08-13,2024,B_CLEAN_BREAKOUT,BUY,2024-08-13T13:31:27.070102Z,2024-08-13T13:31:27.0512929Z,2024-08-13T13:31:28.0000000Z,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,POST_BURST_ONLY,2024-08-13 13:31:27.070102+00:00,2024-08-13 13:31:27.051292900+00:00,2024-08-13 13:31:28+00:00,929.898,948.7071000000001
LB_20240814_093352_SELL_0001,2024-08-14,2024,A_TRUE_ABSORPTION,SELL,2024-08-14T13:33:53.036680Z,2024-08-14T13:33:53.0083490Z,2024-08-14T13:33:54.0000000Z,1.0,-2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,-1.0,POST_BURST_ONLY,2024-08-14 13:33:53.036680+00:00,2024-08-14 13:33:53.008349+00:00,2024-08-14 13:33:54+00:00,963.3199999999999,991.651
