fecha,EntryTime_NY,Side,score total,Cvd_Pullback_Label,Cvd_Worst_Label,Dynamic_Alarm_Triggered,Result_Label,result TP SL BE,MFE_ticks,MAE_ticks,TP_ticks,SL_ticks,sim_TP100_SL40,result_bucket,source_file
2025-05-27,09:35:21,SELL,8,Excelente,Riesgo de reversion,FALSE,TP,+20,20,5,20,20,20.0,positive before +100,score_trade_result_2025-05-27_NY.csv
2025-05-29,09:32:11,SELL,9,Excelente,Riesgo de reversion,TRUE,TP,+30,30,15,30,60,30.0,positive before +100,score_trade_result_2025-05-29_NY.csv
2025-05-30,09:35:21,SELL,8,Excelente,Normal,FALSE,TP,+60,60,0,60,60,60.0,positive before +100,score_trade_result_2025-05-30_NY.csv
2025-06-05,09:32:11,SELL,8,Excelente,Excelente,FALSE,TP,+46,50,10,46,46,46.0,positive before +100,score_trade_result_2025-06-05_NY.csv
2025-06-11,09:33:12,SELL,8,Excelente,Riesgo de reversion,TRUE,TP,+30,30,35,30,60,30.0,positive before +100,score_trade_result_2025-06-11_NY.csv
2025-06-13,09:31:10,BUY,8,Excelente,Excelente,FALSE,TP,+46,50,15,46,46,46.0,positive before +100,score_trade_result_2025-06-13_NY.csv
2025-06-18,09:36:29,SELL,8,Excelente,Excelente,FALSE,TP,+20,20,0,20,20,20.0,positive before +100,score_trade_result_2025-06-18_NY.csv
2025-06-20,09:36:13,BUY,8,Excelente,Riesgo de reversion,FALSE,TP,+60,60,0,60,60,60.0,positive before +100,score_trade_result_2025-06-20_NY.csv
2025-06-23,09:33:44,SELL,8,Excelente,Riesgo de reversion,FALSE,TP,+20,20,0,20,20,20.0,positive before +100,score_trade_result_2025-06-23_NY.csv
2025-07-07,09:34:04,SELL,9,Excelente,Riesgo de reversion,FALSE,TP,+30,30,10,30,60,30.0,positive before +100,score_trade_result_2025-07-07_NY.csv
2025-07-09,09:31:08,BUY,8,Excelente,Excelente,FALSE,TP,+20,20,5,20,20,20.0,positive before +100,score_trade_result_2025-07-09_NY.csv
2025-07-14,09:31:21,BUY,8,Excelente,Riesgo de reversion,TRUE,TP,+20,20,10,20,20,20.0,positive before +100,score_trade_result_2025-07-14_NY.csv
2025-07-15,09:37:19,SELL,8,Excelente,Riesgo de reversion,FALSE,TP,+51,55,0,51,51,51.0,positive before +100,score_trade_result_2025-07-15_NY.csv
2025-07-16,09:31:10,SELL,6,Excelente,Riesgo de reversion,TRUE,TP,+20,20,15,20,20,20.0,positive before +100,score_trade_result_2025-07-16_NY.csv
2025-07-21,09:35:12,BUY,8,Excelente,Riesgo de reversion,TRUE,TP,+60,60,40,60,60,-40.0,-40 stop,score_trade_result_2025-07-21_NY.csv
2025-07-23,09:31:12,SELL,8,Excelente,Riesgo de reversion,TRUE,TP,+26,30,5,26,26,26.0,positive before +100,score_trade_result_2025-07-23_NY.csv
2025-07-31,09:31:14,SELL,9,Excelente,Excelente,FALSE,TP,+60,60,20,60,60,60.0,positive before +100,score_trade_result_2025-07-31_NY.csv
2025-08-01,09:33:08,SELL,9,Excelente,Riesgo de reversion,FALSE,TP,+30,30,25,30,60,30.0,positive before +100,score_trade_result_2025-08-01_NY.csv
2025-08-04,09:35:17,BUY,8,Excelente,Normal,TRUE,TP,+41,45,10,41,41,41.0,positive before +100,score_trade_result_2025-08-04_NY.csv
2025-08-06,09:31:23,BUY,8,Excelente,Normal,FALSE,TP,+31,35,5,31,31,31.0,positive before +100,score_trade_result_2025-08-06_NY.csv
2025-08-14,09:34:46,BUY,8,Excelente,Excelente,FALSE,TP,+36,40,0,36,36,36.0,positive before +100,score_trade_result_2025-08-14_NY.csv
2025-08-25,09:31:17,SELL,8,Excelente,Riesgo de reversion,TRUE,TP,+20,20,10,20,20,20.0,positive before +100,score_trade_result_2025-08-25_NY.csv
2025-09-03,09:31:08,SELL,6,Excelente,Excelente,FALSE,TP,+60,60,0,60,60,60.0,positive before +100,score_trade_result_2025-09-03_NY.csv
2025-09-04,09:32:11,BUY,8,Excelente,Riesgo de reversion,TRUE,TP,+60,60,55,60,60,-40.0,-40 stop,score_trade_result_2025-09-04_NY.csv
2025-09-11,09:36:46,SELL,6,Excelente,Riesgo de reversion,TRUE,TP,+26,30,5,26,26,26.0,positive before +100,score_trade_result_2025-09-11_NY.csv
2025-09-12,09:35:56,BUY,10,Excelente,Riesgo de reversion,TRUE,TP,+20,20,15,20,20,20.0,positive before +100,score_trade_result_2025-09-12_NY.csv
2025-09-24,09:33:29,SELL,8,Excelente,Normal,FALSE,TP,+20,20,5,20,20,20.0,positive before +100,score_trade_result_2025-09-24_NY.csv
2025-09-26,09:32:30,BUY,8,Excelente,Riesgo de reversion,TRUE,TP,+51,55,25,51,51,51.0,positive before +100,score_trade_result_2025-09-26_NY.csv
2025-09-30,09:33:16,SELL,8,Excelente,Riesgo de reversion,TRUE,TP,+20,20,5,20,20,20.0,positive before +100,score_trade_result_2025-09-30_NY.csv
2025-10-01,09:31:26,BUY,8,Excelente,Riesgo de reversion,TRUE,TP,+20,20,5,20,20,20.0,positive before +100,score_trade_result_2025-10-01_NY.csv
2025-10-07,09:36:11,BUY,8,Excelente,Normal,FALSE,TP,+20,20,10,20,20,20.0,positive before +100,score_trade_result_2025-10-07_NY.csv
2025-10-08,09:32:13,BUY,8,Excelente,Riesgo de reversion,TRUE,TP,+60,60,5,60,60,60.0,positive before +100,score_trade_result_2025-10-08_NY.csv
2025-10-13,09:33:16,SELL,8,Excelente,Riesgo de reversion,TRUE,TP,+91,95,45,91,91,-40.0,-40 stop,score_trade_result_2025-10-13_NY.csv
2025-10-15,09:34:44,BUY,10,Excelente,Riesgo de reversion,TRUE,TP,+60,60,20,60,60,60.0,positive before +100,score_trade_result_2025-10-15_NY.csv
2025-10-17,09:34:29,BUY,8,Excelente,Riesgo de reversion,TRUE,TP,+26,30,10,26,26,26.0,positive before +100,score_trade_result_2025-10-17_NY.csv
2025-10-20,09:31:05,BUY,8,Excelente,Riesgo de reversion,TRUE,TP,+20,20,15,20,20,20.0,positive before +100,score_trade_result_2025-10-20_NY.csv
2025-10-22,09:34:09,SELL,8,Excelente,Advertencia,FALSE,TP,+60,60,0,60,60,60.0,positive before +100,score_trade_result_2025-10-22_NY.csv
2025-10-30,09:35:09,SELL,8,Excelente,Excelente,FALSE,TP,+20,20,0,20,20,20.0,positive before +100,score_trade_result_2025-10-30_NY.csv
2025-10-31,09:33:31,SELL,8,Excelente,Riesgo de reversion,TRUE,TP,+41,45,15,41,41,41.0,positive before +100,score_trade_result_2025-10-31_NY.csv
2026-03-16,09:35:25,BUY,8,Excelente,Normal,FALSE,TP,+20,20,0,20,20,20.0,positive before +100,score_trade_result_2026-03-16_NY.csv
2026-03-17,09:32:17,BUY,8,Excelente,Riesgo de reversion,TRUE,TP,+20,20,15,20,20,20.0,positive before +100,score_trade_result_2026-03-17_NY.csv
2026-03-25,09:36:26,BUY,8,Excelente,Excelente,FALSE,TP,+31,35,5,31,31,31.0,positive before +100,score_trade_result_2026-03-25_NY.csv
2026-03-30,09:31:10,BUY,8,Excelente,Excelente,FALSE,TP,+60,60,30,60,60,60.0,positive before +100,score_trade_result_2026-03-30_NY.csv
2026-03-31,09:34:25,BUY,8,Excelente,Riesgo de reversion,TRUE,TP,+61,65,15,61,61,61.0,positive before +100,score_trade_result_2026-03-31_NY.csv
2026-04-06,09:31:08,BUY,8,Excelente,Excelente,FALSE,TP,+60,60,5,60,60,60.0,positive before +100,score_trade_result_2026-04-06_NY.csv
2026-04-16,09:31:11,SELL,8,Excelente,Riesgo de reversion,TRUE,SL,-21,5,25,21,21,-21.0,negative before -40,score_trade_result_2026-04-16_NY.csv
2026-04-17,09:33:16,SELL,6,Excelente,Advertencia,TRUE,TP,+20,20,5,20,20,20.0,positive before +100,score_trade_result_2026-04-17_NY.csv
2026-04-29,09:31:06,SELL,8,Excelente,Excelente,FALSE,TP,+20,20,0,20,20,20.0,positive before +100,score_trade_result_2026-04-29_NY.csv
2026-04-30,09:33:59,SELL,8,Excelente,Excelente,FALSE,TP,+20,20,5,20,20,20.0,positive before +100,score_trade_result_2026-04-30_NY.csv
2026-05-01,09:31:07,BUY,8,Excelente,Excelente,FALSE,TP,+20,20,5,20,20,20.0,positive before +100,score_trade_result_2026-05-01_NY.csv
2026-05-11,09:31:07,BUY,8,Excelente,Riesgo de reversion,TRUE,TP,+30,30,5,30,60,30.0,positive before +100,score_trade_result_2026-05-11_NY.csv
2026-05-13,09:31:16,SELL,8,Excelente,Riesgo de reversion,FALSE,TP,+20,20,0,20,20,20.0,positive before +100,score_trade_result_2026-05-13_NY.csv
2026-05-15,09:31:05,SELL,8,Excelente,Excelente,FALSE,TP,+60,60,20,60,60,60.0,positive before +100,score_trade_result_2026-05-15_NY.csv
2026-05-19,09:32:14,BUY,7,Excelente,Riesgo de reversion,TRUE,TP,+26,30,10,26,26,26.0,positive before +100,score_trade_result_2026-05-19_NY.csv
2026-05-22,09:31:11,BUY,8,Excelente,Riesgo de reversion,TRUE,TP,+60,60,40,60,60,-40.0,-40 stop,score_trade_result_2026-05-22_NY.csv
2026-05-27,09:35:38,SELL,8,Excelente,Advertencia,TRUE,TP,+26,30,20,26,26,26.0,positive before +100,score_trade_result_2026-05-27_NY.csv
2026-05-28,09:33:25,SELL,6,Excelente,Riesgo de reversion,TRUE,TP,+96,100,15,96,96,100.0,+100 target,score_trade_result_2026-05-28_NY.csv
2026-06-01,09:32:32,BUY,6,Excelente,Normal,TRUE,TP,+20,20,10,20,20,20.0,positive before +100,score_trade_result_2026-06-01_NY.csv
2026-06-03,09:31:54,SELL,10,Excelente,Riesgo de reversion,TRUE,TP,+20,20,10,20,20,20.0,positive before +100,score_trade_result_2026-06-03_NY.csv
2026-06-08,09:31:15,BUY,8,Excelente,Excelente,FALSE,TP,+20,20,10,20,20,20.0,positive before +100,score_trade_result_2026-06-08_NY.csv
2026-06-09,09:32:06,SELL,8,Excelente,Riesgo de reversion,TRUE,TP,+30,30,10,30,60,30.0,positive before +100,score_trade_result_2026-06-09_NY.csv
2026-06-11,09:34:21,SELL,8,Excelente,Riesgo de reversion,FALSE,TP,+30,30,0,30,60,30.0,positive before +100,score_trade_result_2026-06-11_NY.csv
2026-06-12,09:33:17,SELL,7,Excelente,Normal,FALSE,TP,+60,60,0,60,60,60.0,positive before +100,score_trade_result_2026-06-12_NY.csv
2026-06-15,09:35:30,BUY,8,Excelente,Excelente,FALSE,TP,+20,20,5,20,20,20.0,positive before +100,score_trade_result_2026-06-15_NY.csv
2026-06-18,09:34:26,SELL,6,Excelente,Riesgo de reversion,FALSE,TP,+20,20,0,20,20,20.0,positive before +100,score_trade_result_2026-06-18_NY.csv
2026-06-22,09:33:10,SELL,5,Excelente,Riesgo de reversion,FALSE,TP,+20,20,0,20,20,20.0,positive before +100,score_trade_result_2026-06-22_NY.csv
2026-06-23,09:32:09,BUY,6,Excelente,Excelente,FALSE,TP,+60,60,10,60,60,60.0,positive before +100,score_trade_result_2026-06-23_NY.csv
2026-06-24,09:32:30,BUY,6,Excelente,Advertencia,FALSE,TP,+76,80,5,76,76,76.0,positive before +100,score_trade_result_2026-06-24_NY.csv
2026-06-25,09:31:09,SELL,8,Excelente,Riesgo de reversion,TRUE,SL,-20,0,20,20,20,-20.0,negative before -40,score_trade_result_2026-06-25_NY.csv
2026-06-26,09:33:14,SELL,8,Excelente,Advertencia,FALSE,TP,+60,60,10,60,60,60.0,positive before +100,score_trade_result_2026-06-26_NY.csv
2026-07-09,09:34:15,BUY,8,Excelente,Riesgo de reversion,TRUE,TP,+56,60,30,56,56,56.0,positive before +100,score_trade_result_2026-07-09_NY.csv
