feature,coverage_pct,mann_whitney_p_discovery,cliffs_delta_A_minus_B_discovery,median_A_discovery,median_B_discovery,direction_discovery,direction_validation,direction_holdout,direction_stable_all_splits,discovery_n_a,discovery_n_b,validation_n_a,validation_n_b,holdout_n_a,holdout_n_b,mann_whitney_q_bh,robust_candidate
burst_w1_depth_balance,84.67741935483872,1.0,-0.0011574074074074073,-0.6109859154929578,-0.675645342312009,1.0,-1.0,1.0,0,24,36,7,15,7,16,1.0,0
burst_w1_refill_to_remove,83.06451612903226,1.0,-0.0011574074074074073,0.24272055627987832,0.19376332622601278,1.0,-1.0,1.0,0,24,36,7,15,7,14,1.0,0
reference_w1_end_depth,92.74193548387096,,0.0,0.0,0.0,0.0,0.0,0.0,0,26,37,7,17,9,19,,0
reference_w1_min_depth,92.74193548387096,,0.0,0.0,0.0,0.0,0.0,0.0,0,26,37,7,17,9,19,,0
reference_w1_recovery_from_min,92.74193548387096,,0.0,0.0,0.0,0.0,0.0,0.0,0,26,37,7,17,9,19,,0
reference_w1_level_survived,92.74193548387096,,0.0,0.0,0.0,0.0,0.0,0.0,0,26,37,7,17,9,19,,0
reference_w3_end_depth,92.74193548387096,,0.0,0.0,0.0,0.0,0.0,0.0,0,26,37,7,17,9,19,,0
reference_w3_min_depth,92.74193548387096,,0.0,0.0,0.0,0.0,0.0,0.0,0,26,37,7,17,9,19,,0
reference_w3_recovery_from_min,92.74193548387096,,0.0,0.0,0.0,0.0,0.0,0.0,0,26,37,7,17,9,19,,0
reference_w3_level_survived,92.74193548387096,,0.0,0.0,0.0,0.0,0.0,0.0,0,26,37,7,17,9,19,,0
reference_w5_end_depth,92.74193548387096,,0.0,0.0,0.0,0.0,0.0,0.0,0,26,37,7,17,9,19,,0
reference_w5_min_depth,92.74193548387096,,0.0,0.0,0.0,0.0,0.0,0.0,0,26,37,7,17,9,19,,0
reference_w5_recovery_from_min,92.74193548387096,,0.0,0.0,0.0,0.0,0.0,0.0,0,26,37,7,17,9,19,,0
reference_w5_level_survived,92.74193548387096,,0.0,0.0,0.0,0.0,0.0,0.0,0,26,37,7,17,9,19,,0
reference_w10_end_depth,92.74193548387096,,0.0,0.0,0.0,0.0,0.0,0.0,0,26,37,7,17,9,19,,0
reference_w10_min_depth,92.74193548387096,,0.0,0.0,0.0,0.0,0.0,0.0,0,26,37,7,17,9,19,,0
reference_w10_recovery_from_min,92.74193548387096,,0.0,0.0,0.0,0.0,0.0,0.0,0,26,37,7,17,9,19,,0
reference_w10_level_survived,92.74193548387096,,0.0,0.0,0.0,0.0,0.0,0.0,0,26,37,7,17,9,19,,0
reference_w1_refill_latency_ms,8.870967741935484,,-1.0,0.0,76.00000000093132,,,,0,1,7,1,1,0,1,,0
