feature,n_A,n_B,A_mean,A_median,A_std,A_p10,A_p25,A_p75,A_p90,B_mean,B_median,B_std,B_p10,B_p25,B_p75,B_p90,cohens_d_A_minus_B,cliffs_delta_A_minus_B,overlap_coefficient,mann_whitney_p,ks_p,welch_t_p,anova_p,permutation_p,mean_diff_bootstrap_ci_low,mean_diff_bootstrap_ci_high,mann_whitney_q_bh,permutation_q_bh,abs_cliffs_delta
Directional_CLV_AtEntry,14,10,-0.05785714285714287,-0.095,0.42470222276552544,-0.584,-0.33,0.3625,0.48200000000000004,-0.6539999999999999,-0.65,0.21344788591129216,-0.892,-0.7925,-0.5650000000000001,-0.37300000000000005,1.6846538540381653,0.8,0.41428571428571426,0.0011522093102166924,0.004283989443499472,0.00020758805569129829,0.0005099485189677923,0.0014992503748125937,0.356567857142857,0.8433571428571424,0.10254662860928562,0.13343328335832083,0.8
Sell_Imbalance_Count_AtEntry,14,10,0.9285714285714286,1.0,0.8287419301647448,0.0,0.0,1.75,2.0,0.3,0.0,0.4830458915396479,0.0,0.0,0.75,1.0,0.8877820232463641,0.42857142857142855,0.6571428571428573,0.05868225757351575,0.399513373062976,0.02930737380764158,0.043321198636756576,0.0559720139930035,0.1428571428571429,1.1428571428571428,0.8102418593165329,0.6392089669450988,0.42857142857142855
Delta5s,14,10,-117.64285714285714,-175.0,214.5971564593519,-314.6,-205.5,87.5,179.40000000000003,36.6,170.5,233.16860852181625,-264.1,-191.75,220.75,231.2,-0.6935938352759273,-0.38571428571428573,0.6857142857142857,0.12065778560494217,0.07578816839821012,0.11557856784730089,0.10805462365879809,0.11294352823588207,-318.16749999999996,29.920357142857114,0.8102418593165329,0.6392089669450988,0.38571428571428573
DeltaChangeZScore,14,10,-3.01744812138526,-4.1875328722516585,5.832971915325996,-7.4090229937049426,-6.0311678815628875,1.4941445987963315,4.6120818981684195,0.7805026684891334,3.066963690486544,4.608353870538054,-5.005614739388308,-3.7474419052238,3.71110978445514,4.853919407549163,-0.7077964863731793,-0.38571428571428573,0.6857142857142857,0.12073854334140409,0.3058998927218068,0.0891257732729151,0.10142997091096055,0.09395302348825588,-7.692349520424912,0.2837390332491429,0.8102418593165329,0.6392089669450988,0.38571428571428573
signed_velocity_3s,14,10,1.6428571428571428,1.5,0.6333236937766509,1.0,1.333333333333333,1.9166666666666667,2.2333333333333334,2.1333333333333333,2.0,0.9322745317068013,1.2999999999999998,1.666666666666667,2.333333333333333,2.833333333333333,-0.6371601908738699,-0.37857142857142856,0.5714285714285714,0.12157465571857248,0.3641788731302798,0.16990789051822935,0.1380919084767554,0.13943028485757122,-1.2,0.11916666666666603,0.8102418593165329,0.6392089669450988,0.37857142857142856
Delta3s,14,10,-104.42857142857143,-175.5,200.27354919083677,-213.4,-200.0,82.75,179.8,44.2,174.0,224.19079176253229,-242.3,-186.75,207.0,249.2,-0.7064539882597486,-0.35714285714285715,0.6857142857142857,0.15140878254142853,0.07578816839821012,0.11148396534799936,0.10204101843110536,0.10194902548725637,-313.415,20.400714285714287,0.8102418593165329,0.6392089669450988,0.35714285714285715
CumulativeDeltaWindow,14,10,-104.42857142857143,-175.5,200.27354919083677,-213.4,-200.0,82.75,179.8,44.2,174.0,224.19079176253229,-242.3,-186.75,207.0,249.2,-0.7064539882597486,-0.35714285714285715,0.6857142857142857,0.15140878254142853,0.07578816839821012,0.11148396534799936,0.10204101843110536,0.1054472763618191,-307.3264285714286,21.081071428571292,0.8102418593165329,0.6392089669450988,0.35714285714285715
mean_trade_size,14,10,1.3177954444772648,1.2087665189239978,0.2849609233247014,1.0984603116182063,1.1596198647014022,1.4017656664625435,1.532421383647799,1.673844802798536,1.3630952380952381,0.8797221895806696,1.192358163311881,1.2125014930721452,1.6784175276465396,2.03391472868217,-0.5896736742853003,-0.35714285714285715,0.7714285714285715,0.15140878254142853,0.46748410202441715,0.24430674080414302,0.16841996110661184,0.136431784107946,-0.9602553978473468,0.07297776725071968,0.8102418593165329,0.6392089669450988,0.35714285714285715
Dist_VWAP_Ticks,14,10,-5.000911416871982,-14.32540216079261,20.754094164958982,-26.468194153945163,-19.141667754028454,11.64086972889717,25.965173994790067,7.017562505107918,12.054561277418076,21.85939106280915,-18.335187452667114,-13.683297446226879,22.968197577316786,33.375343376440924,-0.5665557698151832,-0.34285714285714286,0.7571428571428572,0.16881571913149374,0.5047816297311518,0.19106618385242594,0.18501204479249003,0.1904047976011994,-28.559213905509747,4.064511808344421,0.8102418593165329,0.6392089669450988,0.34285714285714286
Velocity3s,14,10,-0.4523809523809524,-1.1666666666666665,1.7570718788090562,-1.9000000000000001,-1.5833333333333335,0.7499999999999998,1.9000000000000004,0.8666666666666668,1.666666666666667,2.256403781394491,-1.7333333333333336,-1.2499999999999998,2.333333333333333,2.833333333333333,-0.6673149107422616,-0.3357142857142857,0.6142857142857142,0.17522263019057138,0.2737409088869582,0.1416641731634005,0.12127811613066532,0.11294352823588207,-2.8619047619047615,0.22857142857142845,0.8102418593165329,0.6392089669450988,0.3357142857142857
