feature,permutation_q_bh,mann_whitney_q_bh,cliffs_delta_A_minus_B,abs_cliffs_delta,overlap_coefficient,catboost,catboost_incremental_shap,catboost_permutation,conditional_mutual_information_proxy,decision_tree,decision_tree_permutation,logistic,logistic_permutation,logistic_validation_ablation,mutual_information,random_forest,random_forest_permutation,discovery_direction_A_minus_B,discovery_threshold_mid_medians,monte_carlo_bootstrap_direction_stability,gaussian_noise_5pct_direction_stability,validation_n_A,validation_n_B,validation_direction_A_minus_B,validation_B_detectable_pct,validation_A_lost_pct,holdout_n_A,holdout_n_B,holdout_direction_A_minus_B,holdout_B_detectable_pct,holdout_A_lost_pct,direction_stable_discovery_validation_holdout,evidence_score,robust_candidate
delta_persistence_1_3,0.9991381121033686,1.0,-0.30357142857142855,0.30357142857142855,0.6964285714285714,5.906900396115731,0.26797798669509976,0.0,0.14351790581456486,0.0,0.0,0.9129459745536787,0.07333333333333338,0.20833333333333337,0.0,0.064875008704631,0.0,,,,,,,,,,,,,,,,7.94278068005378e-05,0
Prior_Closed_ATR3_Ticks_AtEntry,0.9991381121033686,1.0,0.15178571428571427,0.15178571428571427,0.3928571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.94278068005378e-05,0
DeltaChangeZScore,0.9991381121033686,1.0,-0.30357142857142855,0.30357142857142855,0.7142857142857144,4.326818537248228,0.18018690849637362,0.10333333333333339,0.05986694963990634,0.0,0.0,0.07581839407151425,0.0,0.0,0.0,0.05628054655596782,0.0,-1.0,-2.243652537231293,0.839,1.0,3.0,4.0,-1.0,75.0,0.0,4.0,4.0,1.0,50.0,75.0,0.0,7.475558287109437e-05,0
signed_velocity_3s,0.9991381121033686,1.0,-0.26785714285714285,0.26785714285714285,0.6785714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.420590946763046e-05,0
Delta5s,0.9991381121033686,1.0,-0.30357142857142855,0.30357142857142855,0.7678571428571428,8.265884341849906,0.28955903469723315,0.0,0.19819264631211647,0.0,0.0,0.24990033197761474,-0.04333333333333332,0.0,0.12073534832119126,0.07728661450748804,0.00666666666666667,-1.0,-77.25,0.732,1.0,3.0,4.0,-1.0,75.0,0.0,4.0,4.0,1.0,50.0,75.0,0.0,6.073891108276422e-05,0
Seconds_From_Open_AtEntry,0.9991381121033686,1.0,0.30357142857142855,0.30357142857142855,0.7678571428571429,3.5092997452910555,0.08858006901134223,0.0,0.20967771627646675,0.10256410256410257,0.085,0.10030435656085605,0.029166666666666684,0.0,0.0,0.0452989679743971,0.0,1.0,187.03665,0.763,1.0,3.0,4.0,1.0,75.0,0.0,4.0,4.0,1.0,75.0,75.0,1.0,6.0738911082764184e-05,0
seconds_from_open,0.9991381121033686,1.0,0.30357142857142855,0.30357142857142855,0.7678571428571429,2.2465460872665743,0.08292494537728679,0.0,0.20967771627646675,0.03205128205128193,0.035833333333333314,0.10250840583090859,0.029166666666666684,0.0,0.0,0.06457887644039216,0.0,,,,,,,,,,,,,,,,6.0738911082764184e-05,0
minute_from_open,0.9991381121033686,1.0,0.30357142857142855,0.30357142857142855,0.7678571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0738911082764184e-05,0
Signed_Delta_Share_AtEntry,0.9991381121033686,1.0,0.17857142857142858,0.17857142857142858,0.6071428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.046407438103225e-05,0
DeltaPercentile,0.9991381121033686,1.0,0.24107142857142858,0.24107142857142858,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9364727574104374e-05,0
Signed_Previous_Delta_Share_AtEntry,0.9991381121033686,1.0,-0.22321428571428573,0.22321428571428573,0.6964285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.840279911804251e-05,0
Dist_OR_High_Ticks,0.9991381121033686,1.0,-0.16964285714285715,0.16964285714285715,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4829921995526956e-05,0
Velocity5s,0.9991381121033686,1.0,-0.20535714285714285,0.20535714285714285,0.6964285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3730575188599104e-05,0
Velocity3s,0.9991381121033686,1.0,-0.20535714285714285,0.20535714285714285,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05699531186815e-05,0
Delta3s,0.9991381121033686,1.0,-0.26785714285714285,0.26785714285714285,0.7857142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.947060631175363e-05,0
CumulativeDeltaWindow,0.9991381121033686,1.0,-0.26785714285714285,0.26785714285714285,0.7857142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.947060631175363e-05,0
BuySellRatio,0.9991381121033686,1.0,-0.19642857142857142,0.19642857142857142,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8371259504825785e-05,0
Cumulative_Delta_AtEntry,0.9991381121033686,1.0,-0.14285714285714285,0.14285714285714285,0.6071428571428572,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.837125950482578e-05,0
PreEntry_Range_Compression3_AtEntry,0.9991381121033686,1.0,-0.24107142857142858,0.24107142857142858,0.7857142857142856,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.452354568057831e-05,0
Dist_VAH_Ticks,0.9991381121033686,1.0,-0.25,0.25,0.8035714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.232485206672259e-05,0
Dist_LVN_Ticks,0.9991381121033686,1.0,0.11607142857142858,0.11607142857142858,0.5892857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.108808690892873e-05,0
execution_side_sign,0.9991381121033686,1.0,0.21428571428571427,0.21428571428571427,0.7857142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95764850494029e-05,0
DeltaChange1s,0.9991381121033686,1.0,-0.20535714285714285,0.20535714285714285,0.7857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.792746483901113e-05,0
signed_acceleration_1s,0.9991381121033686,1.0,0.16071428571428573,0.16071428571428573,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4629424418227556e-05,0
OR_WidthTicks,0.9991381121033686,1.0,0.21428571428571427,0.21428571428571427,0.8214285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2980404207835774e-05,0
range,0.9991381121033686,1.0,0.21428571428571427,0.21428571428571427,0.8214285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2980404207835774e-05,0
Delta1s,0.9991381121033686,1.0,-0.125,0.125,0.6964285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.270556750610381e-05,0
Body_OR_Ratio_AtEntry,0.9991381121033686,1.0,-0.15178571428571427,0.15178571428571427,0.7678571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0369455541382092e-05,0
Dist_OR_Low_Ticks,0.9991381121033686,1.0,-0.17857142857142858,0.17857142857142858,0.8035714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0232037190516117e-05,0
Dist_VWAP_Ticks,0.9991381121033686,1.0,-0.21428571428571427,0.21428571428571427,0.8392857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9682363787052187e-05,0
delta_persistence_3_5,0.9991381121033686,1.0,-0.14285714285714285,0.14285714285714285,0.7678571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.858301698012432e-05,0
Previous_Volume_AtEntry,0.9991381121033686,1.0,-0.05357142857142857,0.05357142857142857,0.39285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8033343576660402e-05,0
or_position_fraction,0.9991381121033686,1.0,-0.16071428571428573,0.16071428571428573,0.8035714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7208833471464505e-05,0
month_index,0.9991381121033686,1.0,0.1875,0.1875,0.8392857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5972068313670684e-05,0
Dist_POC_Ticks,0.9991381121033686,1.0,-0.11607142857142858,0.11607142857142858,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.501013985760879e-05,0
Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,0.9991381121033686,1.0,0.09821428571428571,0.09821428571428571,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4185629752412893e-05,0
Delta10s,0.9991381121033686,1.0,-0.08928571428571429,0.08928571428571429,0.6964285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3361119647217005e-05,0
Dist_VAL_Ticks,0.9991381121033686,1.0,-0.16071428571428573,0.16071428571428573,0.8392857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.226177284028916e-05,0
vwap_poc_spread_ticks,0.9991381121033686,1.0,0.17857142857142858,0.17857142857142858,0.8571428571428572,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1986936138557168e-05,0
Body_AtEntry,0.9991381121033686,1.0,-0.09821428571428571,0.09821428571428571,0.7678571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9650824173835485e-05,0
Delta2s,0.9991381121033686,1.0,-0.08928571428571429,0.08928571428571429,0.7678571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.786438561257771e-05,0
Velocity1s,0.9991381121033686,1.0,-0.044642857142857144,0.044642857142857144,0.5535714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7177293858247795e-05,0
TicksPerSecond,0.9991381121033686,1.0,-0.044642857142857144,0.044642857142857144,0.5535714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7177293858247795e-05,0
distance_nearest_profile_reference_ticks,0.9991381121033686,1.0,0.125,0.125,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3466998384866272e-05,0
BreakOut_TICKS_PER_SEC_AtEntry,0.9991381121033686,1.0,-0.08035714285714286,0.08035714285714286,0.8214285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2367651577938416e-05,0
Dist_HVN_Ticks,0.9991381121033686,1.0,-0.05357142857142857,0.05357142857142857,0.7321428571428572,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.236765157793841e-05,0
signed_delta_change_1s,0.9991381121033686,1.0,0.05357142857142857,0.05357142857142857,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1543141472742519e-05,0
PeakPositiveDelta,0.9991381121033686,1.0,-0.044642857142857144,0.044642857142857144,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0993468069278589e-05,0
Delta_AtEntry,0.9991381121033686,1.0,0.03571428571428571,0.03571428571428571,0.6607142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.044379466581466e-05,0
directional_poc_distance,0.9991381121033686,1.0,-0.08035714285714286,0.08035714285714286,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.657356104556889e-06,0
PeakNegativeDelta,0.9991381121033686,1.0,-0.044642857142857144,0.044642857142857144,0.7857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.245101051958942e-06,0
Directional_VWAP_Distance_Ticks_AtEntry,0.9991381121033686,1.0,-0.10714285714285714,0.10714285714285714,0.9107142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.245101051958933e-06,0
burst_efficiency_score,0.9991381121033686,1.0,-0.017857142857142856,0.017857142857142856,0.5357142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.145754245031084e-06,0
Acceleration3s,0.9991381121033686,1.0,0.03571428571428571,0.03571428571428571,0.8392857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.947060631175368e-06,0
ContractsPerSecond,0.9991381121033686,1.0,-0.03571428571428571,0.03571428571428571,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3973872277114365e-06,0
absorption_pressure_1s,0.9991381121033686,1.0,0.017857142857142856,0.017857142857142856,0.7678571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5728771225155423e-06,0
directional_vwap_distance,0.9991381121033686,1.0,-0.017857142857142856,0.017857142857142856,0.7678571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.57287712251554e-06,0
signed_velocity_1s,0.9991381121033686,1.0,0.008928571428571428,0.008928571428571428,0.6785714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.473530315587682e-06,0
liquidity_absorption_score,0.9991381121033686,1.0,0.0,0.0,0.7678571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Delta_Change_AtEntry,1.0,1.0,0.26785714285714285,0.26785714285714285,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Acceleration1s,1.0,1.0,0.17857142857142858,0.17857142857142858,0.7142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreEntry_Directional_Efficiency3_AtEntry,1.0,1.0,-0.16071428571428573,0.16071428571428573,0.8392857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
acceleration_velocity_ratio,1.0,1.0,0.125,0.125,0.5892857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Nearest_OR_Edge_Retest_Count_AtEntry,1.0,1.0,0.10714285714285714,0.10714285714285714,0.5357142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
delta_share_of_volume,1.0,1.0,-0.08928571428571429,0.08928571428571429,0.5892857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
execution_cvd_alignment,1.0,1.0,-0.08928571428571429,0.08928571428571429,0.9107142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Nearest_OR_Edge_Distance_Ticks_AtEntry,1.0,1.0,0.08035714285714286,0.08035714285714286,0.8392857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
distance_nearest_or_edge_ticks,1.0,1.0,0.08035714285714286,0.08035714285714286,0.8392857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
signed_delta_decay_1_5,1.0,1.0,-0.08035714285714286,0.08035714285714286,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Volume_AtEntry,1.0,1.0,-0.07142857142857142,0.07142857142857142,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Score_AtEntry,1.0,1.0,-0.07142857142857142,0.07142857142857142,0.6607142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
velocity_consistency,1.0,1.0,-0.07142857142857142,0.07142857142857142,0.9285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
flow_price_alignment,1.0,1.0,-0.07142857142857142,0.07142857142857142,0.9285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Prior_Closed_ATR5_Ticks_AtEntry,1.0,1.0,0.05357142857142857,0.05357142857142857,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
signed_delta_1s,1.0,1.0,-0.05357142857142857,0.05357142857142857,0.7678571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
price_impact_per_100_contracts,1.0,1.0,-0.05357142857142857,0.05357142857142857,0.8035714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Directional_OR_Extension_Ticks_AtEntry,1.0,1.0,-0.026785714285714284,0.026785714285714284,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
direction_consistency,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
signed_velocity_decay_1_5,1.0,1.0,0.0,0.0,0.7321428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
