feature,permutation_q_bh,mann_whitney_q_bh,cliffs_delta_A_minus_B,abs_cliffs_delta,overlap_coefficient,catboost,catboost_incremental_shap,catboost_permutation,conditional_mutual_information_proxy,decision_tree,decision_tree_permutation,logistic,logistic_permutation,logistic_validation_ablation,mutual_information,random_forest,random_forest_permutation,discovery_direction_A_minus_B,discovery_threshold_mid_medians,monte_carlo_bootstrap_direction_stability,gaussian_noise_5pct_direction_stability,validation_n_A,validation_n_B,validation_direction_A_minus_B,validation_B_detectable_pct,validation_A_lost_pct,holdout_n_A,holdout_n_B,holdout_direction_A_minus_B,holdout_B_detectable_pct,holdout_A_lost_pct,direction_stable_discovery_validation_holdout,evidence_score,robust_candidate
Directional_CLV_AtEntry,0.13343328335832083,0.06464249349963608,0.8928571428571429,0.8928571428571429,0.21428571428571427,51.4696568277676,2.4287905652973496,0.34416666666666673,0.3749338498944269,0.8653846153846155,0.2508333333333333,1.4864117899410203,0.25000000000000006,0.2916666666666667,0.38144963403547694,0.3658705141077075,0.3208333333333334,1.0,-0.39249999999999996,1.0,1.0,3.0,4.0,1.0,75.0,33.33333333333333,4.0,4.0,1.0,100.0,25.0,1.0,0.6079230792766882,0
PreEntry_Directional_Delta_Share3_AtEntry,0.9991381121033686,1.0,-0.32142857142857145,0.32142857142857145,0.5714285714285714,4.56799042175711,0.3229033885264785,0.11666666666666671,0.2457606593816209,0.0,0.0,0.35428458778902,0.1966666666666667,0.16666666666666674,0.15697272205856483,0.07916647322890469,0.11666666666666671,-1.0,-0.025,0.63,1.0,3.0,4.0,-1.0,75.0,0.0,4.0,4.0,1.0,75.0,75.0,0.0,0.00011872945514820878,0
mean_trade_size,0.9991381121033686,1.0,-0.42857142857142855,0.42857142857142855,0.6964285714285714,8.0983071160799,0.4170192190482125,0.0175,0.17960084891971895,0.0,0.0,0.3168444452629438,0.0491666666666667,0.0,0.0815939341797769,0.09119574291449026,0.01,-1.0,1.285930878509618,0.871,1.0,3.0,4.0,-1.0,50.0,33.33333333333333,4.0,4.0,-1.0,25.0,25.0,1.0,0.00011213337430664161,0
weekday_index,0.9991381121033686,1.0,-0.3392857142857143,0.3392857142857143,0.6607142857142857,3.466337926225776,0.17546805108345004,0.0,0.1981926463121165,0.0,0.0,0.6753708634304431,-0.0325,0.04166666666666674,0.0,0.037592676156572795,0.0,-1.0,2.5,0.696,1.0,3.0,4.0,1.0,0.0,66.66666666666666,4.0,4.0,-1.0,50.0,25.0,0.0,9.921604932523928e-05,0
PreEntry_Volume_Climax_Ratio_AtEntry,0.9991381121033686,1.0,0.30357142857142855,0.30357142857142855,0.6428571428571428,3.1773279976611364,0.09982865190327204,0.0,0.22380471795163337,0.0,0.0,0.18496592917458618,-0.085,0.0,0.03254992263576528,0.07231924622769138,0.12333333333333339,1.0,0.4825,0.733,1.0,3.0,4.0,1.0,50.0,0.0,4.0,4.0,0.0,75.0,75.0,0.0,9.344447858886802e-05,0
Previous_Delta_AtEntry,0.9991381121033686,1.0,-0.23214285714285715,0.23214285714285715,0.5357142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.289480518540408e-05,0
profile_confluence_4t,0.9991381121033686,1.0,0.25,0.25,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.234513178194016e-05,0
Sell_Imbalance_Count_AtEntry,0.9991381121033686,1.0,0.375,0.375,0.7142857142857144,2.911183462744349,0.1303381297926801,0.0,0.06615981046190197,0.0,0.0,0.5671571879004889,0.11000000000000007,0.16666666666666674,0.06384501643085905,0.035630635289504595,0.0,1.0,0.5,0.756,1.0,3.0,4.0,0.0,75.0,66.66666666666666,4.0,4.0,0.0,100.0,100.0,0.0,9.234513178194011e-05,0
TradesPerSecond,0.9991381121033686,1.0,0.2767857142857143,0.2767857142857143,0.6428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.519937753690908e-05,0
Buy_Imbalance_Count_AtEntry,0.9991381121033686,1.0,-0.30357142857142855,0.30357142857142855,0.6964285714285714,2.0537471399926064,0.12187475151703833,0.0,0.0,0.0,0.0,0.5748640202232844,0.13833333333333334,0.0,0.0,0.009904697892252663,0.0,0.0,0.0,,,3.0,4.0,0.0,,,4.0,4.0,0.0,,,0.0,7.94278068005378e-05,0
