fecha,prediction_timestamp,split,born_bad_group,born_bad_reason,Result_Label,realized_ticks_for_label,MFE_ticks,MAE_ticks,Trade_Duration,Entry_price,ExecutionSide,canonical_source_file,causal_row_flag,Delta1s,Delta2s,Delta3s,Delta5s,Delta10s,PeakPositiveDelta,PeakNegativeDelta,DeltaChange1s,DeltaChangeZScore,DeltaPercentile,BuySellRatio,TradesPerSecond,ContractsPerSecond,Velocity1s,Velocity3s,Velocity5s,Acceleration1s,Acceleration3s,TicksPerSecond,CumulativeDeltaWindow,OR_WidthTicks,Dist_OR_High_Ticks,Dist_OR_Low_Ticks,Dist_VWAP_Ticks,Dist_POC_Ticks,Dist_VAH_Ticks,Dist_VAL_Ticks,Dist_HVN_Ticks,Dist_LVN_Ticks,range,Body_AtEntry,Volume_AtEntry,Delta_AtEntry,Cumulative_Delta_AtEntry,Previous_Volume_AtEntry,Previous_Delta_AtEntry,Delta_Change_AtEntry,BreakOut_TICKS_PER_SEC_AtEntry,Score_AtEntry,Buy_Imbalance_Count_AtEntry,Sell_Imbalance_Count_AtEntry,Seconds_From_Open_AtEntry,Directional_OR_Extension_Ticks_AtEntry,Directional_VWAP_Distance_Ticks_AtEntry,Nearest_OR_Edge_Distance_Ticks_AtEntry,Body_OR_Ratio_AtEntry,Signed_Delta_Share_AtEntry,Signed_Previous_Delta_Share_AtEntry,Prior_Closed_ATR3_Ticks_AtEntry,Prior_Closed_ATR5_Ticks_AtEntry,PreEntry_Directional_Efficiency3_AtEntry,PreEntry_Directional_Delta_Share3_AtEntry,PreEntry_Range_Compression3_AtEntry,PreEntry_Volume_Climax_Ratio_AtEntry,Nearest_OR_Edge_Retest_Count_AtEntry,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,Directional_CLV_AtEntry,signed_delta_1s,signed_delta_change_1s,signed_velocity_1s,signed_velocity_3s,signed_acceleration_1s,price_impact_per_100_contracts,absorption_pressure_1s,delta_share_of_volume,mean_trade_size,delta_persistence_1_3,delta_persistence_3_5,direction_consistency,velocity_consistency,flow_price_alignment,acceleration_velocity_ratio,directional_vwap_distance,directional_poc_distance,profile_confluence_4t,burst_efficiency_score,liquidity_absorption_score,seconds_from_open,minute_from_open,weekday_index,month_index,execution_side_sign,or_position_fraction,distance_nearest_or_edge_ticks,distance_nearest_profile_reference_ticks,vwap_poc_spread_ticks,signed_velocity_decay_1_5,signed_delta_decay_1_5,execution_cvd_alignment
2025-10-13,2025-10-13 13:34:30.115788700+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:14,24780.0,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2025-10-13_NY.csv,True,-115,-150,-171,-170,-228,1,-115,-80,-3.09364841079215,0.988847583643123,0.323529411764706,209,225,-2,-2.333333333333333,-1.8,1,-0.333333333333333,-2,-171,29.0,-46.0,-17.0,-28.317335167742616,-36,-49,-21,0,-1,145,20,1738,-96,360,3825,-309,213,0.66,11,0,1,270.1158,-230,-209.04,85,0.14,-0.06,-0.08,136.67,123,-0.34,-0.06,0.94,1.12,1,0.33,-0.15,115.0,80.0,2.0,2.333333333333333,-1.0,0.8888888888888888,57.5,0.5111111111111111,1.076555023923445,0.4956521739130435,0.5964912280701754,1.0,1.0,1,-0.5,28.317335167742616,36.0,2,0.017391304347826087,46.0,270,4.5,0,10,1.0,-0.5862068965517241,17.0,0,7.682664832257384,-0.19999999999999996,-81.0,1.0
2025-10-17,2025-10-17 13:34:27.039911800+00:00,discovery,C_LOSER_MFE_3_TO_30,Perdedor con 2 < MFE <= 30 ticks,SL,-62.0,30,60,01:03,24780.0,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2025-10-17_NY.csv,True,129,154,154,133,176,129,-23,104,3.620442516634752,0.992481203007519,7.142857142857143,103,171,5,2.666666666666667,1.6,0,1.333333333333333,5,154,57.0,7.0,64.0,33.063306699446834,43,14,45,0,-1,285,40,1306,180,-360,2396,8,172,1.48,11,1,0,267.0399,-320,-609.47,35,0.14,-0.14,0.0,181.67,182,-0.4,-0.02,0.64,0.62,0,0.0,-0.31,129.0,104.0,5.0,2.666666666666667,0.0,2.9239766081871346,25.8,0.7543859649122807,1.6601941747572815,0.3979328165374677,0.5181818181818182,1.0,1.0,1,0.0,33.063306699446834,43.0,2,0.03875968992248062,12.9,267,4.45,4,10,-1.0,1.1228070175438596,7.0,0,9.936693300553166,-3.4,-102.4,1.0
2025-10-20,2025-10-20 13:31:00.982326300+00:00,discovery,B_LOSER_MFE_GT_30,Perdedor con MFE > 30 ticks,SL,-62.0,40,60,01:26,25182.5,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2025-10-20_NY.csv,True,180,184,194,208,205,180,-11,176,4.601504605671835,1.0,2.855670103092784,327,374,7,2.333333333333333,1.6,7,2.0,7,194,49.0,5.0,54.0,24.581407205982323,11,4,36,1,-1,245,25,386,180,2526,5509,829,-649,25.45,8,0,0,60.9823,-270,-374.31,25,0.1,-0.47,-0.15,101.67,74,0.0,0.0,0.41,0.0,0,0.0,-0.38,180.0,176.0,7.0,2.333333333333333,7.0,1.8716577540106951,25.714285714285715,0.48128342245989303,1.143730886850153,0.3592592592592593,0.643298969072165,1.0,1.0,1,1.0,24.581407205982323,11.0,3,0.03888888888888889,7.714285714285715,60,1.0,0,10,-1.0,1.1020408163265305,5.0,1,13.581407205982323,-5.4,-138.4,-1.0
2025-10-22,2025-10-22 13:33:46.983861400+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:11,25208.75,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2025-10-22_NY.csv,True,-172,-174,-180,-180,-167,11,-172,-170,-6.354399599451033,1.0,0.515492957746479,468,538,-1,-1.666666666666667,-1.2,1,-0.333333333333333,-1,-180,47.0,-51.0,-4.0,-14.81654532362589,-10,-19,-2,1,-1,235,20,2043,-219,-394,2463,-101,-118,0.43,10,0,1,226.9839,-255,-213.97,20,0.09,-0.11,-0.04,120.0,81,0.0,0.0,0.51,0.86,2,0.0,-0.04,172.0,170.0,1.0,1.666666666666667,-1.0,0.18587360594795538,172.0,0.31970260223048325,1.1495726495726495,0.3488372093023256,0.6,1.0,1.0,1,-1.0,14.81654532362589,10.0,3,0.005813953488372093,154.8,226,3.7666666666666666,2,10,1.0,-0.0851063829787234,4.0,1,4.81654532362589,0.19999999999999996,-136.0,-1.0
2025-10-27,2025-10-27 13:35:03.056673600+00:00,validation,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:27,25812.5,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2025-10-27_NY.csv,True,-194,-241,-229,-237,-246,32,-194,-147,-5.261540940426489,1.0,0.220883534136546,250,304,-7,-3.0,-2.0,-7,-2.666666666666667,-7,-229,34.0,-36.0,-2.0,-24.47098804279421,-30,-35,-20,-3,0,170,15,528,-238,2337,2204,-202,-36,4.91,9,0,0,303.0567,-180,-27.15,10,0.09,-0.45,-0.09,81.67,93,-0.37,-0.04,0.48,0.83,0,0.0,0.09,194.0,147.0,7.0,3.0,7.0,2.3026315789473686,27.714285714285715,0.6381578947368421,1.216,0.39347079037800686,0.6209606986899563,1.0,1.0,1,1.0,24.47098804279421,30.0,2,0.03608247422680412,8.314285714285715,303,5.05,0,10,1.0,-0.058823529411764705,2.0,0,5.529011957205789,-5.0,-146.6,1.0
2025-10-29,2025-10-29 13:33:01.039640200+00:00,validation,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,00:59,26291.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2025-10-29_NY.csv,True,679,680,682,690,708,679,-22,678,10.225302508191312,1.0,7.528846153846154,344,887,3,1.0,0.8,3,0.0,3,682,18.0,2.0,20.0,10.454774963001654,9,6,17,1,2,90,10,892,676,2138,2435,95,581,9.62,11,2,0,181.0396,-100,-93.61,10,0.11,-0.76,-0.04,75.0,56,-0.52,-0.07,0.83,0.76,1,0.0,-0.69,679.0,678.0,3.0,1.0,3.0,0.3382187147688839,226.33333333333334,0.7655016910935738,2.578488372093023,0.33480608738340695,0.6070381231671554,1.0,1.0,1,1.0,10.454774963001654,9.0,2,0.004418262150220913,158.43333333333334,181,3.0166666666666666,2,10,-1.0,1.1111111111111112,2.0,1,1.454774963001654,-2.2,-541.0,-1.0
2025-10-30,2025-10-30 13:34:53.108881300+00:00,validation,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:13,26050.0,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2025-10-30_NY.csv,True,-243,-286,-287,-274,-275,22,-243,-200,-7.771706506772701,1.0,0.252307692307692,258,407,-1,-2.0,-0.8,2,-0.666666666666667,-1,-287,45.0,-62.0,-17.0,-25.39500059658752,-27,-37,-9,0,1,225,45,2243,-277,-4346,2670,-232,-45,0.85,11,0,1,293.1089,-310,-560.9,85,0.2,-0.12,-0.09,105.0,127,-0.35,-0.06,0.47,0.94,3,0.67,-0.58,243.0,200.0,1.0,2.0,-2.0,0.2457002457002457,243.0,0.597051597051597,1.5775193798449612,0.3936899862825789,0.572822299651568,1.0,1.0,1,-2.0,25.39500059658752,27.0,2,0.00411522633744856,218.70000000000002,293,4.883333333333334,3,10,1.0,-0.37777777777777777,17.0,0,1.6049994034124815,-0.19999999999999996,-188.2,-1.0
2026-03-11,2026-03-11 13:37:58.216749500+00:00,validation,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,03:06,25106.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2026-03-11_NY.csv,True,154,177,172,182,199,154,-14,131,6.810163952160372,1.0,2.901234567901235,258,316,6,2.0,1.4,4,0.666666666666667,6,172,45.0,12.0,57.0,21.666915351506457,17,11,29,2,-2,225,60,1660,250,-354,1405,19,231,1.03,10,0,0,478.2167,-285,-411.39,60,0.27,-0.15,-0.01,100.0,108,0.02,0.0,0.44,0.83,5,0.0,-0.83,154.0,131.0,6.0,2.0,4.0,1.8987341772151898,25.666666666666668,0.4873417721518987,1.2248062015503876,0.3722943722943723,0.6348837209302326,1.0,1.0,1,0.6666666666666666,21.666915351506457,17.0,2,0.03896103896103896,10.266666666666667,478,7.966666666666667,2,3,-1.0,1.2666666666666666,12.0,2,4.666915351506457,-4.6,-117.6,1.0
2026-03-24,2026-03-24 13:31:36.009763900+00:00,validation,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,00:15,24290.0,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2026-03-24_NY.csv,True,-212,-248,-246,-360,-351,16,-212,-176,-4.66035446765843,1.0,0.302631578947368,305,396,0,0.333333333333333,-1.2,2,0.333333333333333,0,-246,46.0,4.0,50.0,18.502827087442473,20,1,34,0,1,230,20,2982,-224,-1372,4628,98,-322,0.56,7,0,1,96.0098,20,-170.89,20,0.09,-0.08,0.02,135.0,115,0.0,0.0,0.59,0.0,0,0.0,0.25,212.0,176.0,-0.0,-0.333333333333333,-2.0,0.0,848.0,0.5353535353535354,1.298360655737705,0.3867924528301887,0.8780487804878049,1.0,0.3333333333333333,0,-8.0,-18.502827087442473,-20.0,3,-0.0,848.0,96,1.6,1,3,1.0,1.0869565217391304,4.0,0,1.4971729125575273,1.2,-140.0,-1.0
2026-03-31,2026-03-31 13:31:36.032358300+00:00,validation,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,00:07,23440.0,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2026-03-31_NY.csv,True,140,148,177,176,165,140,-9,132,3.256599287158594,0.978947368421053,2.75,240,300,5,2.333333333333333,1.6,4,1.666666666666667,5,177,40.0,9.0,49.0,23.9990366088632,32,12,37,0,3,200,40,1698,202,5431,4532,632,-430,1.11,9,0,0,96.0324,-245,-536.25,45,0.2,-0.12,-0.14,108.33,83,0.0,0.0,0.54,0.0,0,0.0,-0.75,140.0,132.0,5.0,2.333333333333333,4.0,1.6666666666666667,28.0,0.4666666666666667,1.25,0.42142857142857143,0.5966101694915255,1.0,1.0,1,0.8,23.9990366088632,32.0,2,0.03571428571428571,14.0,96,1.6,1,3,-1.0,1.225,9.0,0,8.0009633911368,-3.4,-104.8,-1.0
2026-04-10,2026-04-10 13:31:11.016122500+00:00,validation,C_LOSER_MFE_3_TO_30,Perdedor con 2 < MFE <= 30 ticks,SL,-62.0,25,60,02:44,25352.5,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2026-04-10_NY.csv,True,166,146,153,135,201,166,-20,186,4.191721414032681,0.985714285714286,4.531914893617021,222,260,5,1.666666666666667,1.6,5,0.333333333333333,5,153,27.0,7.0,34.0,18.977061714909883,20,11,27,2,-2,135,30,1075,297,2311,4423,241,56,2.72,9,0,0,71.0161,-170,-319.66,35,0.22,-0.28,-0.05,80.0,65,0.0,0.0,0.59,0.0,0,0.0,-0.62,166.0,186.0,5.0,1.666666666666667,5.0,1.9230769230769231,33.2,0.6384615384615384,1.1711711711711712,0.3072289156626506,0.5294117647058824,1.0,1.0,1,1.0,18.977061714909883,20.0,2,0.030120481927710843,16.6,71,1.1833333333333333,4,4,-1.0,1.2592592592592593,7.0,2,1.0229382850901168,-3.4,-139.0,-1.0
2026-04-30,2026-04-30 13:33:38.032773+00:00,validation,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:07,27377.5,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2026-04-30_NY.csv,True,-152,-185,-187,-207,-304,5,-152,-119,-3.863947801892041,0.995391705069124,0.236180904522613,221,246,-11,-3.666666666666667,-3.4,-9,-2.333333333333333,-11,-187,56.0,-92.0,-36.0,-41.5552122514777,-19,-57,-12,0,-1,280,90,1972,-252,-1659,2815,67,-319,2.37,10,0,0,218.0328,-460,-34.54,180,0.32,-0.13,0.02,203.33,147,-0.44,-0.04,0.73,0.75,1,1.0,-0.35,152.0,119.0,11.0,3.666666666666667,9.0,4.471544715447155,13.818181818181818,0.6178861788617886,1.1131221719457014,0.4100877192982456,0.6641711229946524,1.0,1.0,1,0.8181818181818182,41.5552122514777,19.0,2,0.07236842105263158,0.0,218,3.6333333333333333,3,4,1.0,-0.6428571428571429,36.0,0,22.5552122514777,-7.6,-110.6,-1.0
2026-05-14,2026-05-14 13:32:04.025460900+00:00,holdout,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:05,29512.5,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2026-05-14_NY.csv,True,120,134,216,208,205,120,-8,106,2.994734149205689,0.991869918699187,2.153846153846154,312,328,4,2.666666666666667,2.2,4,0.666666666666667,4,216,26.0,16.0,42.0,23.040822886531664,21,10,32,-2,1,130,50,627,211,-3867,3078,-22,233,12.42,6,0,0,124.0255,-210,213.75,80,0.38,-0.34,0.01,121.67,108,-0.57,0.01,0.94,0.0,1,1.0,0.12,120.0,106.0,4.0,2.666666666666667,4.0,1.2195121951219512,30.0,0.36585365853658536,1.0512820512820513,0.6,0.5777777777777777,1.0,1.0,1,1.0,23.040822886531664,21.0,2,0.03333333333333333,18.0,124,2.066666666666667,3,5,-1.0,1.6153846153846154,16.0,1,2.0408228865316644,-1.7999999999999998,-78.4,1.0
2026-05-18,2026-05-18 13:35:01.117615100+00:00,holdout,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,00:12,29277.5,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2026-05-18_NY.csv,True,-116,-123,-151,-168,-176,8,-116,-109,-3.245304478396414,0.986666666666667,0.425742574257426,254,288,-9,-3.666666666666667,-2.4,-12,-2.0,-9,-151,41.0,-63.0,-22.0,-32.077881319105785,-34,-47,-20,-3,2,205,50,291,-113,2294,2645,-39,-74,44.74,7,0,0,301.1176,-315,251.74,110,0.24,-0.39,-0.01,195.0,198,-0.22,-0.01,0.95,0.77,3,0.67,-0.76,116.0,109.0,9.0,3.666666666666667,12.0,3.125,12.88888888888889,0.4027777777777778,1.1338582677165354,0.4339080459770115,0.6675496688741722,1.0,1.0,1,1.3333333333333333,32.077881319105785,34.0,2,0.07758620689655173,1.2888888888888888,301,5.016666666666667,0,5,1.0,-0.5365853658536586,22.0,2,1.922118680894215,-6.6,-82.4,1.0
2026-05-19,2026-05-19 13:32:16.008667600+00:00,holdout,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:47,28968.75,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2026-05-19_NY.csv,True,165,193,204,208,256,165,-10,137,2.539233766965368,0.977777777777778,2.240601503759398,381,431,11,5.0,3.6,7,2.333333333333333,11,204,74.0,20.0,94.0,47.33895576707727,42,7,67,-1,0,370,105,1288,286,67,4358,-32,318,6.56,10,1,0,136.0087,-470,-65.27,100,0.28,-0.22,0.01,243.33,185,-0.45,0.01,0.66,0.0,1,0.0,-0.46,165.0,137.0,11.0,5.0,7.0,2.5522041763341066,15.0,0.382830626450116,1.1312335958005248,0.4121212121212121,0.611764705882353,1.0,1.0,1,0.6363636363636364,47.33895576707727,42.0,2,0.06666666666666667,0.0,136,2.2666666666666666,1,5,-1.0,1.2702702702702702,20.0,0,5.338955767077273,-7.4,-123.4,-1.0
2026-05-20,2026-05-20 13:35:15.062906600+00:00,holdout,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:12,29126.25,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2026-05-20_NY.csv,True,-147,-152,-174,-173,-189,8,-147,-142,-5.700592665202576,1.0,0.119760479041916,117,187,-4,-2.0,-1.4,-5,-1.666666666666667,-4,-174,42.0,3.0,45.0,5.457779219375068,-7,-13,22,2,-1,210,0,688,-164,1147,1883,-31,-133,0.0,8,0,0,315.0629,15,179.49,15,0.0,-0.24,-0.02,103.33,136,0.32,0.04,0.49,0.55,2,1.0,0.24,147.0,142.0,4.0,2.0,5.0,2.1390374331550803,36.75,0.786096256684492,1.5982905982905984,0.3945578231292517,0.596551724137931,1.0,1.0,1,1.25,-5.457779219375068,7.0,2,0.027210884353741496,22.05,315,5.25,2,5,1.0,1.0714285714285714,3.0,1,12.457779219375068,-2.6,-112.4,1.0
2026-05-29,2026-05-29 13:32:02.047142100+00:00,holdout,A_WINNER,Resultado realizado positivo,TP,58.0,60,10,00:08,30423.75,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2026-05-29_NY.csv,True,140,171,165,152,117,140,-33,109,2.899487045751394,0.983471074380165,3.692307692307692,193,244,6,2.333333333333333,1.4,5,2.0,6,165,32.0,15.0,47.0,23.024667599720082,24,15,36,0,-1,160,30,332,178,2749,3724,166,12,14.65,9,0,0,122.0471,-235,-349.94,75,0.19,-0.54,-0.04,130.0,94,-0.79,-0.04,0.81,0.0,1,1.0,-0.79,140.0,109.0,6.0,2.333333333333333,5.0,2.459016393442623,23.333333333333332,0.5737704918032787,1.2642487046632125,0.39285714285714285,0.5527272727272727,1.0,1.0,1,0.8333333333333334,23.024667599720082,24.0,2,0.04285714285714286,9.333333333333334,122,2.033333333333333,4,5,-1.0,1.46875,15.0,0,0.9753324002799175,-4.6,-109.6,-1.0
2026-06-03,2026-06-03 13:31:53.012100+00:00,holdout,A_WINNER,Resultado realizado positivo,TP,58.0,60,30,00:58,30801.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2026-06-03_NY.csv,True,213,214,208,285,233,213,-24,212,5.842752103512007,1.0,4.736842105263158,248,327,7,2.333333333333333,2.2,7,2.0,7,208,30.0,7.0,37.0,16.720711910815567,9,6,23,1,-1,150,35,3796,446,2833,6431,379,67,0.66,10,1,0,113.0121,-185,-283.88,35,0.23,-0.12,-0.06,100.0,76,0.0,0.0,0.67,0.0,0,0.0,-0.86,213.0,212.0,7.0,2.333333333333333,7.0,2.140672782874618,30.428571428571427,0.6513761467889908,1.3185483870967742,0.325508607198748,0.8221153846153846,1.0,1.0,1,1.0,16.720711910815567,9.0,2,0.03286384976525822,9.12857142857143,113,1.8833333333333333,2,6,-1.0,1.2333333333333334,7.0,1,7.720711910815567,-4.8,-156.0,-1.0
2026-06-24,2026-06-24 13:32:30.982672100+00:00,holdout,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:03,29738.75,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2026-06-24_NY.csv,True,198,189,203,191,284,198,-14,207,3.401336288526222,0.98,2.609756097560976,365,444,15,6.333333333333333,3.6,17,4.333333333333333,15,203,62.0,21.0,83.0,53.187353039973125,52,44,69,1,2,310,105,2011,477,3830,3242,526,-49,3.39,7,0,0,150.9827,-415,157.35,105,0.34,-0.24,-0.16,175.0,149,-0.32,-0.16,0.56,0.0,0,0.0,-0.27,198.0,207.0,15.0,6.333333333333333,17.0,3.3783783783783785,13.2,0.44594594594594594,1.2164383561643837,0.34175084175084175,0.5645320197044335,1.0,1.0,1,1.1333333333333333,53.187353039973125,52.0,2,0.07575757575757576,0.0,150,2.5,2,6,-1.0,1.3387096774193548,21.0,1,1.1873530399731251,-11.4,-159.8,-1.0
2026-06-25,2026-06-25 13:31:09.997431400+00:00,holdout,A_WINNER,Resultado realizado positivo,TP,58.0,60,5,00:04,30097.5,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2026-06-25_NY.csv,True,-127,-151,-152,-159,-220,10,-127,-103,-2.651189516559267,0.985507246376812,0.20625,162,193,-10,-4.666666666666667,-3.8,-6,-2.666666666666667,-10,-152,68.0,-77.0,-9.0,-35.00673709998469,-23,-46,-9,-1,0,340,45,817,-223,-54,5732,16,-239,4.5,9,0,0,69.9974,-385,-44.47,45,0.13,-0.27,0.0,166.67,118,0.0,0.0,0.49,0.0,0,0.0,-0.66,127.0,103.0,10.0,4.666666666666667,6.0,5.181347150259067,12.7,0.6580310880829016,1.191358024691358,0.3989501312335958,0.6276315789473684,1.0,1.0,1,0.6,35.00673709998469,23.0,2,0.07874015748031496,0.0,69,1.15,3,6,1.0,-0.1323529411764706,9.0,0,12.00673709998469,-6.2,-95.2,-1.0
2026-07-08,2026-07-08 13:31:56.092945800+00:00,holdout,C_LOSER_MFE_3_TO_30,Perdedor con 2 < MFE <= 30 ticks,SL,-62.0,20,60,00:07,29297.5,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2026-07-08_NY.csv,True,139,163,234,247,287,139,-4,115,2.720409602622179,0.973913043478261,4.232558139534884,193,225,9,6.0,4.2,7,3.0,9,234,61.0,16.0,77.0,37.97630385487528,38,21,50,1,-1,305,70,3391,259,-1343,5430,128,131,1.25,10,0,0,116.0929,-385,-526.86,80,0.23,-0.08,-0.02,181.67,153,0.0,0.0,0.6,0.0,0,0.0,-0.94,139.0,115.0,9.0,6.0,7.0,4.0,15.444444444444445,0.6177777777777778,1.16580310880829,0.5611510791366906,0.6333333333333333,1.0,1.0,1,0.7777777777777778,37.97630385487528,38.0,2,0.06474820143884892,1.544444444444444,116,1.9333333333333333,2,7,-1.0,1.2622950819672132,16.0,1,0.02369614512471685,-4.8,-89.6,1.0
