feature,n_A,n_B,A_mean,A_median,A_std,A_p10,A_p25,A_p75,A_p90,B_mean,B_median,B_std,B_p10,B_p25,B_p75,B_p90,cohens_d_A_minus_B,cliffs_delta_A_minus_B,overlap_coefficient,mann_whitney_p,ks_p,welch_t_p,anova_p,permutation_p,mean_diff_bootstrap_ci_low,mean_diff_bootstrap_ci_high,mann_whitney_q_bh,permutation_q_bh,abs_cliffs_delta
Directional_CLV_AtEntry,14,8,-0.05785714285714287,-0.095,0.42470222276552544,-0.584,-0.33,0.3625,0.48200000000000004,-0.73125,-0.69,0.15532799398139963,-0.916,-0.835,-0.6174999999999999,-0.574,1.899436482698188,0.8928571428571429,0.21428571428571427,0.0007263201516813043,0.00035650623885918,4.4954821220246696e-05,0.0003607115934616583,0.0014992503748125937,0.44303125,0.9151830357142856,0.06464249349963608,0.13343328335832083,0.8928571428571429
mean_trade_size,14,8,1.3177954444772648,1.2087665189239978,0.2849609233247014,1.0984603116182063,1.1596198647014022,1.4017656664625435,1.532421383647799,1.7418153707972408,1.3630952380952381,0.9744619826290143,1.2040398966704937,1.2240429407548974,1.7149193715541187,2.4893410852713176,-0.6832516023625185,-0.42857142857142855,0.6964285714285714,0.10997904744034775,0.24378146793007474,0.26516278699351015,0.1388395247505394,0.09545227386306847,-1.1550869126853636,0.06854149544507893,1.0,0.9991381121033686,0.42857142857142855
Sell_Imbalance_Count_AtEntry,14,8,0.9285714285714286,1.0,0.8287419301647448,0.0,0.0,1.75,2.0,0.375,0.0,0.5175491695067657,0.0,0.0,1.0,1.0,0.753190772662287,0.375,0.7142857142857144,0.1299559408889661,0.7207993245144949,0.06852775100447553,0.1047405577388114,0.15692153923038482,0.017857142857142905,1.0535714285714286,1.0,0.9991381121033686,0.375
weekday_index,14,8,2.0,2.0,1.2403473458920846,0.30000000000000004,1.0,3.0,3.0,2.75,3.0,1.2817398889233114,1.0,1.75,4.0,4.0,-0.5976143046671968,-0.3392857142857143,0.6607142857142857,0.194034445578656,0.6366325796666353,0.2025029627867099,0.19260295756918833,0.2383808095952024,-1.7147321428571427,0.3040178571428545,1.0,0.9991381121033686,0.3392857142857143
PreEntry_Directional_Delta_Share3_AtEntry,14,8,-0.029285714285714283,-0.035,0.02758602927187983,-0.06,-0.057499999999999996,0.0,0.0,-0.0175,-0.015,0.021876275473019364,-0.04,-0.04,0.0,0.0029999999999999983,-0.4580153774620216,-0.32142857142857145,0.5714285714285714,0.2129893685808396,0.24378146793007474,0.28484888296099115,0.3137416541667134,0.351824087956022,-0.031071428571428566,0.007857142857142858,1.0,0.9991381121033686,0.32142857142857145
Delta5s,14,8,-117.64285714285714,-175.0,214.5971564593519,-314.6,-205.5,87.5,179.40000000000003,3.125,20.5,251.1894205574749,-268.3,-214.0,223.75,241.6,-0.5295134809136001,-0.30357142857142855,0.7678571428571428,0.25996152379130444,0.11510773368358511,0.27414292236966453,0.24616378278158507,0.24187906046976512,-316.55089285714286,62.88973214285697,1.0,0.9991381121033686,0.30357142857142855
DeltaChangeZScore,14,8,-3.01744812138526,-4.1875328722516585,5.832971915325996,-7.4090229937049426,-6.0311678815628875,1.4941445987963315,4.6120818981684195,-0.05211505467690647,-0.29977220221092793,4.824357784594556,-5.082729417136105,-4.2011230354164555,3.621187231003851,4.756628332276891,-0.5390502176127066,-0.30357142857142855,0.7142857142857144,0.26669168464834103,0.5464114832535886,0.2164755046664519,0.23804565100887645,0.22188905547226387,-7.319926222174705,1.2909726721924886,1.0,0.9991381121033686,0.30357142857142855
Buy_Imbalance_Count_AtEntry,14,8,0.07142857142857142,0.0,0.26726124191242434,0.0,0.0,0.0,0.0,0.375,0.0,0.5175491695067657,0.0,0.0,1.0,1.0,-0.8108118354927168,-0.30357142857142855,0.6964285714285714,0.09217699229803643,0.6366325796666353,0.15597435106539734,0.08228341854809605,0.12293853073463268,-0.6785714285714286,0.01785714285714285,1.0,0.9991381121033686,0.30357142857142855
Seconds_From_Open_AtEntry,14,8,244.61530714285715,210.5,132.59694946063755,104.40768,125.51407499999999,359.102475,424.6659000000001,186.67485,163.57330000000002,109.53047940841464,78.10474,90.9886,257.87115,333.21882,0.46349114381031525,0.30357142857142855,0.7678571428571429,0.26669168464834103,0.6366325796666353,0.2849294876171785,0.3081393804651167,0.3058470764617691,-40.91343249999994,155.18719357142854,1.0,0.9991381121033686,0.30357142857142855
PreEntry_Volume_Climax_Ratio_AtEntry,14,8,0.5400000000000001,0.72,0.5018734133991589,0.0,0.0,1.0,1.108,0.32625,0.245,0.3637085764336999,0.0,0.0,0.6024999999999999,0.7449999999999999,0.46641922451266077,0.30357142857142855,0.6428571428571428,0.23682139451682716,0.24378146793007474,0.2645472414597859,0.3051730429067006,0.3073463268365817,-0.14610267857142853,0.5759374999999998,1.0,0.9991381121033686,0.30357142857142855
