feature,permutation_q_bh,mann_whitney_q_bh,cliffs_delta_A_minus_B,abs_cliffs_delta,overlap_coefficient,catboost,catboost_incremental_shap,catboost_permutation,conditional_mutual_information_proxy,decision_tree,decision_tree_permutation,logistic,logistic_permutation,logistic_validation_ablation,mutual_information,random_forest,random_forest_permutation,discovery_direction_A_minus_B,discovery_threshold_mid_medians,monte_carlo_bootstrap_direction_stability,gaussian_noise_5pct_direction_stability,validation_n_A,validation_n_B,validation_direction_A_minus_B,validation_B_detectable_pct,validation_A_lost_pct,holdout_n_A,holdout_n_B,holdout_direction_A_minus_B,holdout_B_detectable_pct,holdout_A_lost_pct,direction_stable_discovery_validation_holdout,evidence_score,robust_candidate
Dist_POC_Ticks,1.0,1.0,-0.11067503924646782,0.11067503924646782,0.792778649921507,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreEntry_Volume_Climax_Ratio_AtEntry,1.0,1.0,-0.10832025117739404,0.10832025117739404,0.8500784929356359,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Dist_VWAP_Ticks,1.0,1.0,-0.10675039246467818,0.10675039246467818,0.8492935635792779,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Body_OR_Ratio_AtEntry,1.0,1.0,-0.10518053375196232,0.10518053375196232,0.8383045525902668,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Directional_OR_Extension_Ticks_AtEntry,1.0,1.0,-0.10361067503924647,0.10361067503924647,0.8430141287284145,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Acceleration1s,1.0,1.0,-0.09968602825745683,0.09968602825745683,0.7864992150706437,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
month_index,1.0,1.0,-0.09654631083202511,0.09654631083202511,0.7653061224489796,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
distance_nearest_profile_reference_ticks,1.0,1.0,-0.09497645211930926,0.09497645211930926,0.9018838304552591,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreBurst_Impulse_Decay_Slope_5s,1.0,1.0,-0.09183673469387756,0.09183673469387756,0.8610675039246467,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Delta_AtEntry,1.0,1.0,-0.09026687598116169,0.09026687598116169,0.8202511773940345,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Delta3s,1.0,1.0,-0.08948194662480377,0.08948194662480377,0.6844583987441131,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
CumulativeDeltaWindow,1.0,1.0,-0.08948194662480377,0.08948194662480377,0.6844583987441131,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Dist_LVN_Ticks,1.0,1.0,-0.08869701726844584,0.08869701726844584,0.8406593406593408,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Prior_Closed_ATR5_Ticks_AtEntry,1.0,1.0,-0.08712715855572999,0.08712715855572999,0.7244897959183674,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Prior_Closed_ATR3_Ticks_AtEntry,1.0,1.0,-0.08634222919937205,0.08634222919937205,0.8108320251177393,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Delta10s,1.0,1.0,-0.08555729984301413,0.08555729984301413,0.8139717425431711,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Delta1s,1.0,1.0,-0.07927786499215071,0.07927786499215071,0.9167974882260596,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
directional_vwap_distance,1.0,1.0,0.07849293563579278,0.07849293563579278,0.8359497645211931,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreBurst_Impulse_Survival_Seconds,1.0,1.0,0.07692307692307693,0.07692307692307693,0.8265306122448981,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Buy_Imbalance_Count_AtEntry,1.0,1.0,-0.0706436420722135,0.0706436420722135,0.8430141287284146,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Dist_VAH_Ticks,1.0,1.0,-0.06828885400313972,0.06828885400313972,0.7676609105180534,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Profile_Std_Ticks,1.0,1.0,0.06750392464678179,0.06750392464678179,0.8806907378335951,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Sell_Imbalance_Count_AtEntry,1.0,1.0,0.06671899529042387,0.06671899529042387,0.9073783359497645,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
DeltaChange1s,1.0,1.0,-0.06357927786499215,0.06357927786499215,0.8767660910518054,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Signed_Delta_Share_AtEntry,1.0,1.0,-0.06043956043956044,0.06043956043956044,0.7182103610675039,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
vwap_poc_spread_ticks,1.0,1.0,-0.058084772370486655,0.058084772370486655,0.8697017268445841,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Dist_HVN_Ticks,1.0,1.0,0.05416012558869702,0.05416012558869702,0.8948194662480378,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreBurst_Reclaim_Count_10s,1.0,1.0,0.05180533751962323,0.05180533751962323,0.9481946624803768,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
DeltaPercentile,1.0,1.0,0.05023547880690738,0.05023547880690738,0.8665620094191522,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Profile_Effective_Nodes,1.0,1.0,0.05023547880690738,0.05023547880690738,0.8626373626373627,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreEntry_Range_Compression3_AtEntry,1.0,1.0,0.04945054945054945,0.04945054945054945,0.8791208791208791,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Delta5s,1.0,1.0,-0.04866562009419152,0.04866562009419152,0.8838304552590267,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
BuySellRatio,1.0,1.0,0.04709576138147567,0.04709576138147567,0.8116169544740973,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Previous_Volume_AtEntry,1.0,1.0,0.04552590266875981,0.04552590266875981,0.6907378335949764,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Dist_VAL_Ticks,1.0,1.0,-0.04395604395604396,0.04395604395604396,0.7857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
signed_delta_change_1s,1.0,1.0,-0.041601255886970175,0.041601255886970175,0.7951334379905808,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
signed_delta_decay_1_5,1.0,1.0,-0.040031397174254316,0.040031397174254316,0.8178963893249609,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
or_position_fraction,1.0,1.0,-0.036891679748822605,0.036891679748822605,0.6883830455259026,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Signed_Previous_Delta_Share_AtEntry,1.0,1.0,-0.03453689167974882,0.03453689167974882,0.6883830455259026,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Nearest_OR_Edge_Retest_Count_AtEntry,1.0,1.0,0.03218210361067504,0.03218210361067504,0.903453689167975,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
OR_WidthTicks,1.0,1.0,-0.030612244897959183,0.030612244897959183,0.7111459968602827,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
range,1.0,1.0,-0.030612244897959183,0.030612244897959183,0.7111459968602827,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PeakNegativeDelta,1.0,1.0,0.027472527472527472,0.027472527472527472,0.8885400313971743,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Profile_Concentration,1.0,1.0,-0.02511773940345369,0.02511773940345369,0.7315541601255887,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
seconds_from_open,1.0,1.0,-0.02511773940345369,0.02511773940345369,0.8312401883830456,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
minute_from_open,1.0,1.0,-0.02511773940345369,0.02511773940345369,0.8312401883830455,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Nearest_OR_Edge_Distance_Ticks_AtEntry,1.0,1.0,-0.023547880690737835,0.023547880690737835,0.7229199372056516,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
distance_nearest_or_edge_ticks,1.0,1.0,-0.023547880690737835,0.023547880690737835,0.7229199372056515,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
profile_confluence_4t,1.0,1.0,0.02197802197802198,0.02197802197802198,0.9191522762951334,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
execution_cvd_alignment,1.0,1.0,-0.02119309262166405,0.02119309262166405,0.978806907378336,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Seconds_From_Open_AtEntry,1.0,1.0,-0.01726844583987441,0.01726844583987441,0.8312401883830454,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
delta_share_of_volume,1.0,1.0,0.01726844583987441,0.01726844583987441,0.7386185243328101,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
TradesPerSecond,1.0,1.0,-0.014913657770800628,0.014913657770800628,0.8155416012558869,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Profile_Position_Percentile,1.0,1.0,-0.0141287284144427,0.0141287284144427,0.9183673469387756,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
velocity_consistency,1.0,1.0,-0.0141287284144427,0.0141287284144427,0.9638932496075354,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
execution_side_sign,1.0,1.0,0.012558869701726845,0.012558869701726845,0.9874411302982731,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PeakPositiveDelta,1.0,1.0,0.009419152276295133,0.009419152276295133,0.8791208791208791,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
BreakOut_TICKS_PER_SEC_AtEntry,1.0,1.0,0.00706436420722135,0.00706436420722135,0.913657770800628,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
delta_persistence_1_3,1.0,1.0,-0.004709576138147566,0.004709576138147566,0.8084772370486657,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
DeltaChangeZScore,1.0,1.0,-0.0031397174254317113,0.0031397174254317113,0.9309262166405022,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
signed_delta_1s,1.0,1.0,0.002354788069073783,0.002354788069073783,0.870486656200942,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
flow_price_alignment,1.0,1.0,0.002354788069073783,0.002354788069073783,0.9976452119309261,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
ContractsPerSecond,1.0,1.0,0.0015698587127158557,0.0015698587127158557,0.9238618524332809,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Profile_Local_Maxima_Count,1.0,1.0,-0.0007849293563579278,0.0007849293563579278,0.9285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreEntry_Acceptance_Dwell_Ratio_AtEntry,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreEntry_Reclaim_Count_AtEntry,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreEntry_Rejection_Speed_TPS_AtEntry,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreEntry_Rotation_Index_AtEntry,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreEntry_Local_Entropy_AtEntry,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreEntry_Path_Efficiency_AtEntry,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreEntry_Price_Per_Delta_AtEntry,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreEntry_Price_Per_Volume_AtEntry,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
direction_consistency,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
POC_Migration_Ticks,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Directional_CLV_AtEntry,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
