feature,permutation_q_bh,mann_whitney_q_bh,cliffs_delta_A_minus_B,abs_cliffs_delta,overlap_coefficient,catboost,catboost_incremental_shap,catboost_permutation,conditional_mutual_information_proxy,decision_tree,decision_tree_permutation,logistic,logistic_permutation,logistic_validation_ablation,mutual_information,random_forest,random_forest_permutation,discovery_direction_A_minus_B,discovery_threshold_mid_medians,monte_carlo_bootstrap_direction_stability,gaussian_noise_5pct_direction_stability,validation_n_A,validation_n_B,validation_direction_A_minus_B,validation_B_detectable_pct,validation_A_lost_pct,holdout_n_A,holdout_n_B,holdout_direction_A_minus_B,holdout_B_detectable_pct,holdout_A_lost_pct,direction_stable_discovery_validation_holdout,evidence_score,robust_candidate
Directional_VWAP_Distance_Ticks_AtEntry,0.8908045977011494,1.0,-0.31868131868131866,0.31868131868131866,0.7472527472527473,13.622503312520738,0.3351628683972923,0.07384615384615385,0.05630091527765656,0.31264329118835726,0.15769230769230771,0.6034051769000006,0.12538461538461537,0.15384615384615385,0.0,0.1431099043217001,0.15999999999999998,-1.0,-81.505,0.948,1.0,13.0,13.0,-1.0,69.23076923076923,30.76923076923077,16.0,9.0,1.0,33.33333333333333,68.75,0.0,0.008795234069959346,0
PreEntry_Directional_Efficiency3_AtEntry,0.8908045977011494,1.0,-0.31240188383045525,0.31240188383045525,0.7653061224489797,16.236139968915325,0.5973647179157399,-0.03307692307692306,0.08461443388776466,0.24856286603955727,0.05,0.5460188546493745,0.046153846153846156,0.0,0.11774049659574248,0.11957768033176328,0.005384615384615385,-1.0,-0.1725,0.937,1.0,13.0,13.0,1.0,61.53846153846154,69.23076923076923,16.0,9.0,-1.0,55.55555555555556,37.5,0.0,0.008006076896194519,0
liquidity_absorption_score,1.0,1.0,0.2653061224489796,0.2653061224489796,0.9544740973312401,4.290469914986411,0.0834304135652322,0.008461538461538456,0.09375371615158945,0.0,0.0,0.20261486486591218,0.005384615384615381,0.0,0.005434800915433913,0.07802104894750138,0.029230769230769234,1.0,43.016666666666666,0.978,1.0,13.0,13.0,1.0,69.23076923076923,100.0,16.0,9.0,1.0,55.55555555555556,50.0,1.0,0.0,0
absorption_pressure_1s,1.0,1.0,0.2645211930926217,0.2645211930926217,0.9544740973312402,4.030857768422207,0.11936173024969575,0.0,0.09860774644106325,0.0,0.0,0.19347956245449063,0.005384615384615381,0.038461538461538436,0.0,0.07457808122836306,-0.030769230769230774,1.0,61.0,0.984,1.0,13.0,13.0,1.0,76.92307692307693,100.0,16.0,9.0,1.0,55.55555555555556,56.25,1.0,0.0,0
burst_efficiency_score,1.0,1.0,-0.2645211930926217,0.2645211930926217,0.7747252747252747,3.751203291580258,0.08950335498910449,0.0,0.09701318678647365,0.0,0.0,0.08994008984879608,0.004615384615384612,0.0,0.0,0.06833822745630419,-0.010769230769230769,-1.0,0.017155546838051525,0.976,1.0,13.0,13.0,-1.0,76.92307692307693,100.0,16.0,9.0,-1.0,55.55555555555556,56.25,1.0,0.0,0
price_impact_per_100_contracts,1.0,1.0,-0.26138147566718994,0.26138147566718994,0.6860282574568288,13.447009857704977,0.3441772417540675,-0.0007692307692307665,0.12254373950224935,0.22633945912072564,-0.02615384615384613,0.013465249450488333,0.0030769230769230748,0.0,0.018481712895782376,0.10457134069444425,-0.04230769230769231,-1.0,0.9318951949946287,0.992,1.0,13.0,13.0,-1.0,76.92307692307693,100.0,16.0,9.0,1.0,55.55555555555556,50.0,0.0,0.0,0
Profile_Normalized_Entropy,1.0,1.0,0.24646781789638933,0.24646781789638933,0.7637362637362637,10.603986882397374,0.2806595800495235,0.02153846153846159,0.1088165778908823,0.0,0.0,0.5023479804960402,0.011538461538461527,0.07692307692307698,0.003359020773090471,0.09958887256793109,0.10384615384615384,1.0,0.9240203165619192,0.904,1.0,13.0,13.0,-1.0,30.76923076923077,46.15384615384615,16.0,9.0,-1.0,33.33333333333333,25.0,0.0,0.0,0
signed_acceleration_1s,1.0,1.0,-0.23626373626373626,0.23626373626373626,0.8116169544740972,6.020223679236415,0.155181306888887,0.014615384615384619,0.09356623262886059,0.17871998850052193,0.0330769230769231,0.3353515862137269,0.025384615384615384,0.0,0.12241228639291957,0.07157527196935709,0.08461538461538459,-1.0,2.5,0.71,1.0,13.0,13.0,-1.0,61.53846153846154,61.53846153846154,16.0,9.0,1.0,33.33333333333333,43.75,0.0,0.0,0
signed_velocity_1s,1.0,1.0,-0.2237048665620094,0.2237048665620094,0.7857142857142857,5.844131080105815,0.13819534506430162,0.005384615384615405,0.07948422929425801,0.03373439515083804,0.0,0.4983328255326695,0.04230769230769232,0.038461538461538436,0.026375156855789728,0.030512327799251067,0.0015384615384615374,-1.0,3.25,0.778,1.0,13.0,13.0,-1.0,69.23076923076923,61.53846153846154,16.0,9.0,0.0,33.33333333333333,43.75,0.0,0.0,0
PreBurst_Acceptance_Dwell_Ratio_5s,1.0,1.0,0.21585557299843014,0.21585557299843014,0.8178963893249607,4.130118840322949,0.1557859168941706,-0.0038461538461538438,0.03804422241393531,0.0,0.0,0.3248806765004309,0.03153846153846154,0.0,0.0,0.038829283870089805,-0.002307692307692306,0.0,1.0,,,13.0,13.0,1.0,,,16.0,9.0,0.0,,,0.0,0.0,0
PreBurst_Price_Per_Delta_3s,1.0,1.0,-0.20957613814756673,0.20957613814756673,0.7339089481946625,8.185825422981003,0.15731357310202448,0.0,0.06172249477726987,0.0,0.0,0.08662703183440809,0.039999999999999994,0.038461538461538436,0.0,0.06057782201331243,-0.0076923076923076875,,,,,,,,,,,,,,,,0.0,0
Previous_Delta_AtEntry,1.0,1.0,0.19623233908948196,0.19623233908948196,0.6860282574568289,9.837529980826533,0.2993791873988729,0.04230769230769234,0.03870510618176516,0.0,0.0,0.384967604190573,0.03000000000000001,0.038461538461538436,0.05722804745790655,0.11072013879998238,0.0669230769230769,,,,,,,,,,,,,,,,0.0,0
weekday_index,1.0,1.0,0.18759811616954475,0.18759811616954475,0.7590266875981162,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
mean_trade_size,1.0,1.0,0.18210361067503925,0.18210361067503925,0.8312401883830456,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreBurst_Price_Per_Volume_3s,1.0,1.0,-0.17896389324960754,0.17896389324960754,0.7967032967032968,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreEntry_Directional_Delta_Share3_AtEntry,1.0,1.0,-0.1781789638932496,0.1781789638932496,0.7833594976452118,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
signed_velocity_decay_1_5,1.0,1.0,0.17346938775510204,0.17346938775510204,0.7974882260596546,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Score_AtEntry,1.0,1.0,0.16483516483516483,0.16483516483516483,0.7833594976452121,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Body_AtEntry,1.0,1.0,-0.16326530612244897,0.16326530612244897,0.7974882260596546,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Profile_Excess_Kurtosis,1.0,1.0,-0.16012558869701726,0.16012558869701726,0.8453689167974882,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreBurst_Path_Efficiency_10s,1.0,1.0,-0.15855572998430142,0.15855572998430142,0.7291993720565149,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
directional_poc_distance,1.0,1.0,0.15855572998430142,0.15855572998430142,0.7700156985871272,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Velocity5s,1.0,1.0,-0.15620094191522763,0.15620094191522763,0.6821036106750393,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
signed_velocity_3s,1.0,1.0,-0.15620094191522763,0.15620094191522763,0.6703296703296703,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
acceleration_velocity_ratio,1.0,1.0,-0.14521193092621665,0.14521193092621665,0.9505494505494507,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Delta_Change_AtEntry,1.0,1.0,-0.14364207221350078,0.14364207221350078,0.8948194662480378,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Velocity1s,1.0,1.0,-0.13500784929356358,0.13500784929356358,0.8453689167974882,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
TicksPerSecond,1.0,1.0,-0.13500784929356358,0.13500784929356358,0.8453689167974882,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Velocity3s,1.0,1.0,-0.13343799058084774,0.13343799058084774,0.8744113029827316,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreBurst_Local_Entropy_10s,1.0,1.0,-0.13343799058084774,0.13343799058084774,0.8720565149136578,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreBurst_Rotation_Index_10s,1.0,1.0,-0.13186813186813187,0.13186813186813187,0.7409733124018838,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Volume_AtEntry,1.0,1.0,-0.130298273155416,0.130298273155416,0.7590266875981162,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Cumulative_Delta_AtEntry,1.0,1.0,0.12558869701726844,0.12558869701726844,0.6860282574568288,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Profile_Skewness,1.0,1.0,0.12244897959183673,0.12244897959183673,0.6318681318681318,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
delta_persistence_3_5,1.0,1.0,-0.12244897959183673,0.12244897959183673,0.8877551020408164,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Acceleration3s,1.0,1.0,-0.12087912087912088,0.12087912087912088,0.8453689167974882,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Delta2s,1.0,1.0,-0.12009419152276295,0.12009419152276295,0.8178963893249607,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,1.0,1.0,0.1185243328100471,0.1185243328100471,0.8241758241758241,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Dist_OR_High_Ticks,1.0,1.0,-0.11695447409733124,0.11695447409733124,0.7425431711145997,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Dist_OR_Low_Ticks,1.0,1.0,-0.11459968602825746,0.11459968602825746,0.8430141287284145,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
