feature,n_A,n_B,A_mean,A_median,A_std,A_p10,A_p25,A_p75,A_p90,B_mean,B_median,B_std,B_p10,B_p25,B_p75,B_p90,cohens_d_A_minus_B,cliffs_delta_A_minus_B,overlap_coefficient,mann_whitney_p,ks_p,welch_t_p,anova_p,permutation_p,mean_diff_bootstrap_ci_low,mean_diff_bootstrap_ci_high,mann_whitney_q_bh,permutation_q_bh,abs_cliffs_delta
Directional_VWAP_Distance_Ticks_AtEntry,26,49,-122.67769230769233,-113.1,145.39136214528543,-295.895,-202.03750000000002,-25.775,-1.3899999999999997,-43.206326530612245,-49.91,118.94060294067438,-177.79799999999997,-113.66,27.38,116.60800000000006,-0.6179106660350644,-0.31868131868131866,0.7472527472527473,0.02417324552104233,0.12711882069942537,0.021076986207955752,0.012982318448347022,0.015492253873063468,-142.98233496860283,-11.579112833595,1.0,0.8908045977011494,0.31868131868131866
PreEntry_Directional_Efficiency3_AtEntry,26,49,-0.30269230769230765,-0.305,0.3567694795501173,-0.765,-0.64,0.0,0.025,-0.0869387755102041,-0.04,0.31950615592421594,-0.39199999999999996,-0.31,0.0,0.21200000000000002,-0.6484191432449273,-0.31240188383045525,0.7653061224489797,0.025668901082174907,0.01729440978145199,0.0130202977429329,0.009282142454748035,0.010994502748625687,-0.3707713893249608,-0.057688971742543525,1.0,0.8908045977011494,0.31240188383045525
liquidity_absorption_score,26,49,74.97307692307692,54.3,103.85340192116139,11.9,28.9125,73.2,124.85,70.73777939747326,31.733333333333334,153.74689167194222,6.104285714285717,16.133333333333336,58.33333333333333,143.64000000000004,0.030536584199580965,0.2653061224489796,0.9544740973312401,0.06066984230758654,0.08859206148938355,0.8879732226128866,0.9001917530141107,0.9205397301349325,-56.27287689068301,64.22837969711692,1.0,1.0,0.2653061224489796
absorption_pressure_1s,26,49,93.46923076923076,73.75,100.94801001751212,26.6,50.604166666666664,91.5,147.5,88.51554524065264,48.25,150.79287851255452,25.146198830409357,34.125,76.5,159.60000000000002,0.03647820282491897,0.2645211930926217,0.9544740973312402,0.061438351809546196,0.06315825969972298,0.8660454935848491,0.880907477680096,0.9120439780109945,-53.09358765421529,62.79811910237389,1.0,1.0,0.2645211930926217
burst_efficiency_score,26,49,0.01734943323347282,0.013585705075066777,0.011920617142308928,0.006814191998521667,0.01092896174863388,0.019764082811747713,0.037698412698412696,0.0225642460329063,0.02072538860103627,0.013855090071428126,0.00626811041634894,0.013071895424836602,0.029304029304029304,0.03976849090366836,-0.3943297282805718,-0.2645211930926217,0.7747252747252747,0.06143096699387603,0.06315825969972298,0.09401920835927612,0.10842452773760544,0.10394802598700649,-0.010800256314523679,0.0008783230740506309,1.0,1.0,0.2645211930926217
price_impact_per_100_contracts,26,49,1.002128443857361,0.7807578990145281,0.7254569828499717,0.40272662560737826,0.6035116749402464,1.1496031969381437,1.847457627118644,1.2501225526455129,1.0830324909747293,0.7511008601636375,0.37370168112217583,0.7751937984496124,1.639344262295082,2.294107273322752,-0.33403548886081097,-0.26138147566718994,0.6860282574568288,0.0645820089793248,0.009236941421735227,0.16987570523174078,0.1728055611366012,0.18240879560219891,-0.5857973924183119,0.10905025484069046,1.0,1.0,0.26138147566718994
Profile_Normalized_Entropy,26,49,0.926538109228792,0.9324767659851585,0.025449929241372456,0.8978645826246421,0.9107381022457972,0.9462249743715997,0.950914748313931,0.9129234658036205,0.91556386713868,0.0315984250389488,0.8731353051051516,0.889376085090176,0.940713962319415,0.9479195963609872,0.45938390093567255,0.24646781789638933,0.7637362637362637,0.0814626162856165,0.24925253484928475,0.047433618334383885,0.06227530302189543,0.05747126436781609,8.344402383828623e-05,0.026477754595324622,1.0,1.0,0.24646781789638933
signed_acceleration_1s,26,49,2.1153846153846154,2.0,1.6328361357325007,0.0,1.0,3.0,4.0,3.5306122448979593,3.0,3.8139111640607126,0.0,1.0,5.0,7.200000000000003,-0.43721730458352615,-0.23626373626373626,0.8116169544740972,0.09195646031950985,0.11775680275198075,0.028280690521799982,0.07567610870339148,0.08295852073963018,-2.670349293563579,-0.2995682888540047,1.0,1.0,0.23626373626373626
signed_velocity_1s,26,49,3.0384615384615383,2.5,1.6847734383179058,1.5,2.0,4.0,6.0,4.183673469387755,4.0,3.166711421094413,1.0,2.0,5.0,8.0,-0.41634795838476585,-0.2237048665620094,0.7857142857142857,0.1088890371263011,0.35182861303907126,0.044533210661321994,0.09040826092695793,0.10044977511244378,-2.276334379905808,-0.09793956043956144,1.0,1.0,0.2237048665620094
PreBurst_Acceptance_Dwell_Ratio_5s,26,49,0.823076923076923,1.0,0.2957129585360673,0.30000000000000004,0.65,1.0,1.0,0.673469387755102,1.0,0.3844777357035134,0.16000000000000014,0.2,1.0,1.0,0.41956763115689993,0.21585557299843014,0.8178963893249607,0.08955920338176057,0.5552474240455322,0.06567950218632222,0.08799243153090575,0.08995502248875563,-0.009933281004709651,0.30048273155416,1.0,1.0,0.21585557299843014
PreBurst_Price_Per_Delta_3s,26,49,0.021910878504877655,0.018311036789297498,0.013604150685066489,0.0093604078310415,0.011917042184701,0.02655167730544625,0.043589743589743504,0.025376862385484793,0.024734982332155,0.013722195373419488,0.011054953870838201,0.017167381974249,0.03030303030303,0.0382934005884828,-0.25332651087840663,-0.20957613814756673,0.7339089481946625,0.13869294727190812,0.1700590908446606,0.3000421034702509,0.29989251586882754,0.3003498250874563,-0.009854227351091755,0.0029138858858045024,1.0,1.0,0.20957613814756673
