fecha,prediction_timestamp,burst_event_timestamp,burst_timestamp,split,born_bad_group,born_bad_reason,Result_Label,realized_ticks_for_label,MFE_ticks,MAE_ticks,Trade_Duration,Entry_price,ExecutionSide,canonical_source_file,causal_row_flag,Delta1s,Delta2s,Delta3s,Delta5s,Delta10s,PeakPositiveDelta,PeakNegativeDelta,DeltaChange1s,DeltaChangeZScore,DeltaPercentile,BuySellRatio,TradesPerSecond,ContractsPerSecond,Velocity1s,Velocity3s,Velocity5s,Acceleration1s,Acceleration3s,TicksPerSecond,CumulativeDeltaWindow,OR_WidthTicks,Dist_OR_High_Ticks,Dist_OR_Low_Ticks,Dist_VWAP_Ticks,Dist_POC_Ticks,Dist_VAH_Ticks,Dist_VAL_Ticks,Dist_HVN_Ticks,Dist_LVN_Ticks,PreBurst_Acceptance_Dwell_Ratio_5s,PreBurst_Reclaim_Count_10s,PreBurst_Rotation_Index_10s,PreBurst_Local_Entropy_10s,PreBurst_Path_Efficiency_10s,PreBurst_Price_Per_Delta_3s,PreBurst_Price_Per_Volume_3s,PreBurst_Impulse_Survival_Seconds,PreBurst_Impulse_Decay_Slope_5s,Profile_Std_Ticks,Profile_Skewness,Profile_Excess_Kurtosis,Profile_Normalized_Entropy,Profile_Concentration,Profile_Effective_Nodes,Profile_Local_Maxima_Count,Profile_Position_Percentile,POC_Migration_Ticks,range,Body_AtEntry,Volume_AtEntry,Delta_AtEntry,Cumulative_Delta_AtEntry,Previous_Volume_AtEntry,Previous_Delta_AtEntry,Delta_Change_AtEntry,BreakOut_TICKS_PER_SEC_AtEntry,Score_AtEntry,Buy_Imbalance_Count_AtEntry,Sell_Imbalance_Count_AtEntry,Seconds_From_Open_AtEntry,Directional_OR_Extension_Ticks_AtEntry,Directional_VWAP_Distance_Ticks_AtEntry,Nearest_OR_Edge_Distance_Ticks_AtEntry,Body_OR_Ratio_AtEntry,Signed_Delta_Share_AtEntry,Signed_Previous_Delta_Share_AtEntry,Prior_Closed_ATR3_Ticks_AtEntry,Prior_Closed_ATR5_Ticks_AtEntry,PreEntry_Directional_Efficiency3_AtEntry,PreEntry_Directional_Delta_Share3_AtEntry,PreEntry_Range_Compression3_AtEntry,PreEntry_Volume_Climax_Ratio_AtEntry,Nearest_OR_Edge_Retest_Count_AtEntry,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,Directional_CLV_AtEntry,PreEntry_Acceptance_Dwell_Ratio_AtEntry,PreEntry_Reclaim_Count_AtEntry,PreEntry_Rejection_Speed_TPS_AtEntry,PreEntry_Rotation_Index_AtEntry,PreEntry_Local_Entropy_AtEntry,PreEntry_Path_Efficiency_AtEntry,PreEntry_Price_Per_Delta_AtEntry,PreEntry_Price_Per_Volume_AtEntry,signed_delta_1s,signed_delta_change_1s,signed_velocity_1s,signed_velocity_3s,signed_acceleration_1s,price_impact_per_100_contracts,absorption_pressure_1s,delta_share_of_volume,mean_trade_size,delta_persistence_1_3,delta_persistence_3_5,direction_consistency,velocity_consistency,flow_price_alignment,acceleration_velocity_ratio,directional_vwap_distance,directional_poc_distance,profile_confluence_4t,burst_efficiency_score,liquidity_absorption_score,seconds_from_open,minute_from_open,weekday_index,month_index,execution_side_sign,or_position_fraction,distance_nearest_or_edge_ticks,distance_nearest_profile_reference_ticks,vwap_poc_spread_ticks,signed_velocity_decay_1_5,signed_delta_decay_1_5,execution_cvd_alignment
2023-05-18,2023-05-18 13:34:37.055545+00:00,2023-05-18 13:34:36+00:00,2023-05-18 13:34:37+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,100,05:22,13681.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-05-18_NY.csv,True,137,143,163,151,167,137,-9,131,5.360975925957068,1.0,5.724137931034483,155,195,1,1.0,0.6,0,0.666666666666667,1,163,12.0,10.0,22.0,10.83351344479054,11,7,16,2,-1,1.0,0,0.4,0.650022421648354,0.666666666666667,0.012269938650307,0.007782101167315,3,0.2,4.720912105326408,0.193022853531434,-0.238200546538381,0.906092698814344,0.132286567923209,17.8073514014285,6,0.999237175004768,,60,20,1866,184,1445,2599,151,33,0.54,10,0,0,277.0555,-110,-87.14,50,0.33,-0.1,-0.06,36.67,36,-0.41,-0.04,0.61,0.83,3,0.67,,0,0,0,0,0,0,0,0,137.0,131.0,1.0,1.0,0.0,0.5128205128205128,137.0,0.7025641025641025,1.2580645161290323,0.39659367396593675,0.5558282208588957,1.0,1.0,1,0.0,10.83351344479054,11.0,2,0.0072992700729927005,123.3,277,4.616666666666666,3,5,-1.0,1.8333333333333333,10.0,1,0.16648655520945965,-0.4,-106.8,-1.0
2023-05-22,2023-05-22 13:33:57.048517+00:00,2023-05-22 13:33:56+00:00,2023-05-22 13:33:57+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,01:03,13876.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-05-22_NY.csv,True,130,156,181,253,331,130,-6,104,4.542580197052407,1.0,2.226415094339623,305,342,2,1.0,1.0,2,0.666666666666667,2,181,14.0,9.0,23.0,13.980175282373342,13,10,18,0,-1,1.0,0,0.0,0.0,1.0,0.016574585635359,0.005607476635514,1,0.0,4.478098186305456,0.475185771656773,0.552543221029029,0.876450809577718,0.114824014622487,16.7967652400668,6,0.999765665276281,,70,40,3302,586,-2077,3878,36,550,0.7,11,2,0,237.0485,-115,-77.9,45,0.57,-0.18,-0.01,56.67,42,0.05,0.02,0.81,0.7,0,0.0,,0,0,0,0,0,0,0,0,130.0,104.0,2.0,1.0,2.0,0.5847953216374269,65.0,0.38011695906432746,1.1213114754098361,0.4641025641025641,0.8386740331491712,1.0,1.0,1,1.0,13.980175282373342,13.0,2,0.015384615384615385,52.0,237,3.95,0,5,-1.0,1.6428571428571428,9.0,0,0.9801752823733416,-1.0,-79.4,1.0
2023-05-26,2023-05-26 13:33:58.050912900+00:00,2023-05-26 13:33:57+00:00,2023-05-26 13:33:58+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,10,00:55,14045.0,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-05-26_NY.csv,True,166,224,269,294,452,166,-11,108,4.68817639981748,1.0,2.66,310,366,1,1.0,1.0,0,0.0,1,269,12.0,12.0,24.0,14.308662613981763,13,11,21,0,-1,1.0,0,0.285714285714286,0.543564443199596,0.75,0.011152416356877,0.004392386530015,5,0.0,5.430370329876712,0.784012259526191,0.353258503853742,0.896049199022628,0.09468085106383,18.5304401471181,6,0.992857142857143,,60,60,3695,675,1391,2870,-76,751,1.03,11,5,0,238.0509,-120,-166.93,60,1.0,-0.18,0.03,53.33,40,0.0,0.02,0.89,0.89,2,0.0,,0,0,0,0,0,0,0,0,166.0,108.0,1.0,1.0,0.0,0.273224043715847,166.0,0.453551912568306,1.1806451612903226,0.5401606425702812,0.6557620817843867,1.0,1.0,1,0.0,14.308662613981763,13.0,2,0.006024096385542169,149.4,238,3.966666666666667,4,5,-1.0,2.0,12.0,0,1.3086626139817632,-0.0,-107.2,-1.0
2023-05-31,2023-05-31 13:31:56.985792+00:00,2023-05-31 13:31:56+00:00,2023-05-31 13:31:57+00:00,discovery,B_LOSER_MFE_GT_30,Perdedor con MFE > 30 ticks,SL,-62.0,50,60,02:35,14348.75,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-05-31_NY.csv,False,164,198,221,219,265,164,-10,130,3.827056874695942,1.0,3.075949367088608,233,322,1,0.666666666666667,0.4,0,0.0,1,221,15.0,4.0,19.0,8.396373056994818,5,2,12,-1,1,1.0,0,0.333333333333333,0.591672778582328,0.571428571428571,0.013574660633484,0.006289308176101,2,0.4,5.229290494250984,-0.553720043151147,-0.84858427052914,0.900481614904749,0.154643284176963,16.1743539793942,4,0.977779992028697,,75,20,4963,-9,-3169,5075,101,-110,0.35,8,2,0,116.9858,-95,27.39,20,0.27,0.0,-0.02,45.0,35,0.0,0.0,0.6,0.0,0,0.0,,0,0,0,0,0,0,0,0,164.0,130.0,1.0,0.666666666666667,0.0,0.3105590062111801,164.0,0.5093167701863354,1.3819742489270386,0.4491869918699187,0.5945701357466063,1.0,1.0,1,0.0,8.396373056994818,5.0,3,0.006097560975609756,147.6,116,1.9333333333333333,2,5,-1.0,1.2666666666666666,4.0,1,3.3963730569948183,-0.6,-120.2,1.0
2023-06-05,2023-06-05 13:35:01.021179900+00:00,2023-06-05 13:35:00+00:00,2023-06-05 13:35:01+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,28.0,50,15,01:38,14611.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-06-05_NY.csv,True,365,411,428,417,448,365,-18,319,9.81962739158416,1.0,2.682027649769585,681,799,4,2.333333333333333,1.4,2,1.0,4,428,14.0,20.0,34.0,17.682638159778563,11,6,24,1,-1,1.0,0,0.333333333333333,0.591672778582328,0.909090909090909,0.016355140186916,0.007777777777778,4,1.1,8.17824113893032,-0.123278906670485,-0.955980902363193,0.914299124205158,0.084566192612389,26.4804897768674,7,0.999856829245013,,70,20,814,362,2128,2644,306,56,19.59,11,2,0,301.0212,-170,-205.58,100,0.29,-0.44,-0.12,40.0,56,-0.46,-0.08,0.57,0.67,1,1.0,,0,0,0,0,0,0,0,0,365.0,319.0,4.0,2.333333333333333,2.0,0.5006257822277848,91.25,0.4568210262828536,1.1732745961820852,0.3908675799086758,0.5845794392523365,1.0,1.0,1,0.5,17.682638159778563,11.0,2,0.010958904109589041,54.75,301,5.016666666666667,0,6,-1.0,2.4285714285714284,20.0,1,6.682638159778563,-2.6,-281.6,-1.0
2023-06-13,2023-06-13 13:31:39.996096+00:00,2023-06-13 13:31:39+00:00,2023-06-13 13:31:40+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,5,00:51,15080.0,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-06-13_NY.csv,False,-139,-166,-165,-156,-268,16,-139,-112,-2.977203989275192,0.98989898989899,0.141975308641975,173,185,-1,-1.666666666666667,-0.4,1,-0.666666666666667,-1,-165,20.0,-25.0,-5.0,-13.98160046728972,-18,-21,-10,-2,1,1.0,1,0.375,0.91829583405449,0.384615384615385,0.03030303030303,0.01628664495114,3,0.9,5.45638614606344,-0.427130817319441,-0.29355699290568,0.915459273188903,0.09832554517134,20.4340866757413,7,0.006522585669782,,100,25,3716,-220,744,6572,216,-436,0.63,9,0,1,99.9961,-125,51.22,25,0.25,-0.06,0.03,51.67,38,0.0,0.0,0.52,0.0,0,0.0,,0,0,0,0,0,0,0,0,139.0,112.0,1.0,1.666666666666667,-1.0,0.5405405405405406,139.0,0.7513513513513513,1.069364161849711,0.39568345323741005,0.5672727272727273,1.0,1.0,1,-1.0,13.98160046728972,18.0,2,0.007194244604316547,125.10000000000001,99,1.65,1,6,1.0,-0.25,5.0,1,4.01839953271028,-0.6,-107.8,1.0
2023-06-22,2023-06-22 13:32:41.066256+00:00,2023-06-22 13:32:40+00:00,2023-06-22 13:32:41+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:34,15000.0,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-06-22_NY.csv,True,141,177,171,188,255,141,-6,105,2.675621753244732,0.9875,3.169230769230769,219,271,2,1.333333333333333,1.2,1,0.0,2,171,17.0,11.0,28.0,13.581827530483325,18,5,19,0,1,1.0,0,0.0,0.0,1.0,0.023391812865497,0.010610079575597,4,0.3,6.517113925568328,-0.047356759488105,-0.754052969300851,0.946914829416088,0.067797855149111,25.0442494541081,7,0.994050242397532,,85,25,2468,140,-1009,5304,132,8,0.61,11,1,0,161.0663,-140,-21.88,55,0.29,-0.06,-0.02,70.0,52,-0.71,-0.02,0.82,0.0,1,1.0,,0,0,0,0,0,0,0,0,141.0,105.0,2.0,1.333333333333333,1.0,0.7380073800738007,70.5,0.5202952029520295,1.2374429223744292,0.40425531914893614,0.6596491228070176,1.0,1.0,1,0.5,13.581827530483325,18.0,2,0.014184397163120567,56.400000000000006,161,2.683333333333333,3,6,-1.0,1.6470588235294117,11.0,0,4.418172469516675,-0.8,-103.4,1.0
2023-06-23,2023-06-23 13:32:00.001096+00:00,2023-06-23 13:31:59+00:00,2023-06-23 13:32:00+00:00,discovery,C_LOSER_MFE_3_TO_30,Perdedor con 2 < MFE <= 30 ticks,SL,-62.0,10,60,02:31,15061.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-06-23_NY.csv,True,150,171,170,164,200,150,-4,129,4.941094402083296,1.0,4.571428571428571,175,234,1,1.0,0.6,-1,0.0,1,170,18.0,1.0,19.0,10.495059802392095,14,7,16,3,-1,0.4,0,0.5,0.863120568566631,0.555555555555556,0.017647058823529,0.008333333333333,2,0.5,4.75950498591316,0.208634153163491,-0.638317407327592,0.923201620645826,0.104732189287572,18.0779568351239,5,0.993239729589184,,90,0,27,-5,-2294,4549,105,-110,0.0,5,0,0,120.0011,-95,200.04,5,0.0,0.19,-0.02,73.33,53,-0.45,-0.02,0.81,0.0,1,1.0,,0,0,0,0,0,0,0,0,150.0,129.0,1.0,1.0,-1.0,0.42735042735042733,150.0,0.6410256410256411,1.3371428571428572,0.37777777777777777,0.5788235294117647,1.0,1.0,1,-1.0,10.495059802392095,14.0,2,0.006666666666666667,135.0,120,2.0,4,6,-1.0,1.0555555555555556,1.0,1,3.5049401976079047,-0.4,-117.2,1.0
2023-06-26,2023-06-26 13:36:09.029923900+00:00,2023-06-26 13:36:08+00:00,2023-06-26 13:36:09+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,04:53,15071.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-06-26_NY.csv,True,161,204,210,206,241,161,-3,118,5.447529510661777,1.0,5.236842105263158,210,237,2,2.0,1.0,0,1.0,2,210,19.0,18.0,37.0,21.607246376811595,31,14,36,1,0,1.0,0,0.4,0.91829583405449,0.6,0.028571428571429,0.017341040462428,3,0.7,10.44961990627768,0.336584739327109,-1.230873138226226,0.957473892982004,0.059768115942029,32.5537894557773,9,1.0,,95,35,584,256,266,2346,174,82,3.88,12,3,0,369.0299,-185,-110.34,90,0.37,-0.44,-0.07,71.67,68,-0.7,-0.12,0.75,0.87,2,1.0,,0,0,0,0,0,0,0,0,161.0,118.0,2.0,2.0,0.0,0.8438818565400844,80.5,0.679324894514768,1.1285714285714286,0.43478260869565216,0.5885714285714285,1.0,1.0,1,0.0,21.607246376811595,31.0,2,0.012422360248447204,64.4,369,6.15,0,6,-1.0,1.9473684210526316,18.0,0,9.392753623188405,-1.0,-119.8,-1.0
2023-06-30,2023-06-30 13:31:24.015486+00:00,2023-06-30 13:31:23+00:00,2023-06-30 13:31:24+00:00,discovery,C_LOSER_MFE_3_TO_30,Perdedor con 2 < MFE <= 30 ticks,SL,-62.0,10,60,04:24,15258.75,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-06-30_NY.csv,True,190,196,212,209,211,190,-18,184,7.853069759318624,1.0,6.0,142,266,4,2.333333333333333,1.2,3,1.333333333333333,4,212,13.0,3.0,16.0,8.880450759431652,9,5,12,0,1,0.2,0,0.428571428571429,0.954434002924965,0.4,0.033018867924528,0.02046783625731,3,1.1,3.303982076124304,0.134592366901568,-0.502276806374772,0.886253541181769,0.14192389351625,12.9565597690522,5,0.999183406826719,,65,15,1738,396,2360,4386,28,368,0.62,11,2,0,84.0155,-80,-267.65,15,0.23,-0.23,-0.01,50.0,40,0.0,0.0,0.77,0.0,0,0.0,,0,0,0,0,0,0,0,0,190.0,184.0,4.0,2.333333333333333,3.0,1.5037593984962405,47.5,0.7142857142857143,1.8732394366197183,0.3719298245614035,0.5915094339622642,1.0,1.0,1,0.75,8.880450759431652,9.0,2,0.021052631578947368,28.5,84,1.4,4,6,-1.0,1.2307692307692308,3.0,0,0.11954924056834848,-2.8,-148.2,-1.0
2023-07-18,2023-07-18 13:32:59.057619900+00:00,2023-07-18 13:32:58+00:00,2023-07-18 13:32:59+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,02:30,15780.0,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-07-18_NY.csv,True,-194,-193,-230,-329,-302,25,-194,-195,-5.825169129926562,1.0,0.432748538011696,428,490,-3,-1.0,-1.2,-3,-0.666666666666667,-3,-230,21.0,-29.0,-8.0,-12.802306029305788,-10,-19,-8,0,-1,1.0,0,0.25,0.721928094887362,0.555555555555556,0.017391304347826,0.006211180124224,1,0.1,6.042811033308144,0.120072779197536,-0.130347298535728,0.909494137472712,0.073824965970054,23.3843380840157,8,0.030827127872528,-9.0,105,40,3485,-373,-239,3299,-9,-364,0.68,11,0,1,179.0576,-145,-142.78,40,0.38,-0.11,0.0,63.33,53,0.45,0.0,0.6,0.0,1,0.0,,0,0,0,0,0,0,0,0,194.0,195.0,3.0,1.0,3.0,0.6122448979591837,64.66666666666667,0.39591836734693875,1.144859813084112,0.3951890034364261,0.8582608695652174,1.0,1.0,1,1.0,12.802306029305788,10.0,2,0.015463917525773196,45.266666666666666,179,2.9833333333333334,1,7,1.0,-0.38095238095238093,8.0,0,2.8023060293057878,-1.8,-128.2,-1.0
2023-07-20,2023-07-20 13:33:46.040713900+00:00,2023-07-20 13:33:45+00:00,2023-07-20 13:33:46+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,00:58,15871.25,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-07-20_NY.csv,True,-193,-182,-199,-163,-271,29,-193,-204,-5.467352341301538,1.0,0.488063660477454,441,561,-4,-0.666666666666667,0.0,-5,-1.333333333333333,-4,-199,15.0,16.0,31.0,10.328766404199476,-4,-8,20,-2,3,0.0,0,0.4,1.0,0.4,0.010050251256281,0.002919708029197,1,1.1,11.58979987781928,0.058291030177321,-1.504851684413194,0.936393577857639,0.053175853018373,33.1131282201495,8,0.707191601049869,,75,0,4212,-370,-2798,4707,289,-659,0.0,9,0,1,226.0407,80,87.06,80,0.0,-0.09,0.06,90.0,66,0.74,0.07,1.2,0.99,1,1.0,,0,0,0,0,0,0,0,0,193.0,204.0,4.0,0.666666666666667,5.0,0.7130124777183601,48.25,0.34402852049910876,1.272108843537415,0.3436960276338515,0.4914572864321608,1.0,0.6666666666666666,1,1.25,-10.328766404199476,4.0,3,0.02072538860103627,28.95,226,3.7666666666666666,3,7,1.0,2.066666666666667,16.0,2,14.328766404199476,-4.0,-160.4,-1.0
2023-07-27,2023-07-27 13:33:00.990769+00:00,2023-07-27 13:33:00+00:00,2023-07-27 13:33:01+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,03:01,15852.5,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-07-27_NY.csv,False,294,293,309,319,306,294,-15,295,8.10638059439162,1.0,3.0,426,588,2,1.0,0.4,2,0.666666666666667,2,309,15.0,5.0,20.0,12.2935532421924,13,8,19,0,1,1.0,0,0.666666666666667,0.811278124459133,0.4,0.009708737864078,0.004231311706629,1,0.6,5.296660660486496,0.330053019365669,-0.499362664720329,0.932480575704834,0.099586103097956,20.1164760303698,6,0.998683055311677,,75,10,606,302,4304,4809,481,-179,10.09,10,2,1,180.9908,-100,-288.2,25,0.13,-0.5,-0.1,70.0,53,-0.59,-0.05,0.93,1.06,1,0.5,,0,0,0,0,0,0,0,0,294.0,295.0,2.0,1.0,2.0,0.3401360544217687,147.0,0.5,1.380281690140845,0.35034013605442177,0.6194174757281553,1.0,1.0,1,1.0,12.2935532421924,13.0,2,0.006802721088435374,117.60000000000001,180,3.0,3,7,-1.0,1.3333333333333333,5.0,0,0.7064467578075995,-1.6,-230.2,-1.0
2023-08-02,2023-08-02 13:34:54.076790+00:00,2023-08-02 13:34:53+00:00,2023-08-02 13:34:54+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,00:21,15626.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-08-02_NY.csv,True,251,291,333,330,275,251,-50,211,4.719665828147825,0.993174061433447,9.655172413793103,137,309,0,0.333333333333333,0.0,0,0.333333333333333,0,333,16.0,-34.0,-18.0,-14.683891676838916,-22,-24,-8,0,-1,0.0,0,1.0,1.0,-0.333333333333333,0.003003003003003,0.001980198019802,0,0.1,7.779762007560032,-0.107426406202863,-0.682109449840163,0.921842708683643,0.07061802070618,27.9019994023481,8,0.05230797052308,,80,70,4483,159,-585,3234,94,65,1.29,10,1,0,294.0768,90,159.26,90,0.88,-0.04,-0.03,83.33,71,0.18,0.0,1.04,0.71,3,1.0,,0,0,0,0,0,0,0,0,251.0,211.0,0.0,0.333333333333333,0.0,0.0,1004.0,0.8122977346278317,2.2554744525547443,0.44223107569721115,0.5945945945945946,1.0,0.3333333333333333,0,0.0,-14.683891676838916,-22.0,2,0.0,1004.0,294,4.9,2,8,-1.0,-1.125,18.0,0,7.3161083231610835,-0.0,-185.0,1.0
2023-08-08,2023-08-08 13:37:27.010526900+00:00,2023-08-08 13:37:26+00:00,2023-08-08 13:37:27+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,65,0,02:32,15350.0,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-08-08_NY.csv,True,-202,-233,-183,-194,-181,50,-202,-171,-6.932746152724762,1.0,0.165289256198347,201,282,-2,-1.333333333333333,-1.0,1,-0.333333333333333,-2,-183,21.0,-24.0,-3.0,-10.258989657915672,-10,-14,-5,-2,1,0.4,0,0.8,0.91829583405449,0.555555555555556,0.021857923497268,0.009876543209877,2,0.6,4.344643087935736,0.202092847723062,-0.07282531858853,0.8786758549942,0.107875894988067,17.5106761599873,4,0.007040572792363,,105,15,1583,-305,-520,2919,-93,-212,0.56,11,0,2,447.0105,-120,-139.74,15,0.14,-0.19,-0.03,60.0,56,0.06,0.01,0.57,1.17,2,0.0,,0,0,0,0,0,0,0,0,202.0,171.0,2.0,1.333333333333333,-1.0,0.7092198581560284,101.0,0.7163120567375887,1.4029850746268657,0.30198019801980197,0.6360655737704918,1.0,1.0,1,-0.5,10.258989657915672,10.0,2,0.009900990099009901,80.80000000000001,447,7.45,1,8,1.0,-0.14285714285714285,3.0,1,0.25898965791567186,-1.0,-163.2,-1.0
2023-08-24,2023-08-24 13:31:39.969826900+00:00,2023-08-24 13:31:39+00:00,2023-08-24 13:31:40+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:41,15300.0,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-08-24_NY.csv,False,-181,-180,-162,-225,-255,18,-181,-182,-3.660932110891084,1.0,0.367132867132867,326,391,-3,-0.666666666666667,-0.6,-4,-1.0,-3,-162,26.0,-32.0,-6.0,-13.82028035959165,-9,-21,0,-4,2,1.0,0,0.5,0.863120568566631,0.666666666666667,0.006172839506173,0.001519756838906,1,0.3,8.445598293336,0.397529540211753,-1.099296890190266,0.918308177040977,0.107115648331556,26.1776291578271,7,0.021636446746915,,130,30,4277,-371,-3309,8849,-463,92,0.75,9,0,0,99.9698,-160,-251.16,30,0.23,-0.09,-0.05,66.67,58,0.0,0.0,0.51,0.0,0,0.0,,0,0,0,0,0,0,0,0,181.0,182.0,3.0,0.666666666666667,4.0,0.7672634271099744,60.333333333333336,0.4629156010230179,1.1993865030674846,0.2983425414364641,0.8333333333333334,1.0,1.0,1,1.3333333333333333,13.82028035959165,9.0,3,0.016574585635359115,42.233333333333334,99,1.65,3,8,1.0,-0.23076923076923078,6.0,0,4.820280359591649,-2.4,-136.0,-1.0
2023-08-25,2023-08-25 13:32:58.084006+00:00,2023-08-25 13:32:57+00:00,2023-08-25 13:32:58+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,01:14,14933.75,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-08-25_NY.csv,True,158,160,162,168,245,158,-21,156,4.872899967548059,1.0,2.549019607843137,196,362,1,0.666666666666667,0.6,0,0.333333333333333,1,162,26.0,7.0,33.0,14.460877099440149,10,4,21,1,-1,1.0,0,0.166666666666667,0.591672778582328,0.444444444444444,0.018518518518519,0.006787330316742,2,0.1,7.885925367732688,-0.265194110496585,-0.925019724708797,0.947067205529264,0.067915222607305,28.9958742689783,8,0.999666755531858,,130,30,3891,503,2286,4804,76,427,0.52,11,2,0,178.084,-165,-238.96,35,0.23,-0.13,-0.02,90.0,63,0.44,-0.02,0.69,0.0,1,0.0,,0,0,0,0,0,0,0,0,158.0,156.0,1.0,0.666666666666667,0.0,0.27624309392265195,158.0,0.43646408839779005,1.846938775510204,0.34177215189873417,0.6222222222222222,1.0,1.0,1,0.0,14.460877099440149,10.0,3,0.006329113924050633,142.20000000000002,178,2.966666666666667,4,8,-1.0,1.2692307692307692,7.0,1,4.4608770994401485,-0.4,-124.4,-1.0
2023-08-29,2023-08-29 13:31:06.047267+00:00,2023-08-29 13:31:05+00:00,2023-08-29 13:31:06+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,00:55,15073.75,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-08-29_NY.csv,True,-173,-168,-178,-214,-285,8,-173,-178,-4.406511225299119,1.0,0.231111111111111,241,277,-3,-1.0,-0.8,-4,-1.0,-3,-178,13.0,-13.0,0.0,-6.451211380306735,-6,-10,-2,1,0,0.2,0,0.4,0.650022421648354,0.875,0.01685393258427,0.008720930232558,1,0.3,3.821013275746248,0.001489483275625,-0.594960862149169,0.907591534866986,0.112024894420982,13.7808085583259,4,0.057123805290064,,65,5,610,-258,-986,3895,373,-631,0.83,9,0,1,66.0473,-65,-70.43,0,0.08,-0.42,0.1,38.33,31,0.0,0.0,0.59,0.0,0,0.0,,0,0,0,0,0,0,0,0,173.0,178.0,3.0,1.0,4.0,1.0830324909747293,57.666666666666664,0.6245487364620939,1.1493775933609958,0.34296724470134876,0.7213483146067415,1.0,1.0,1,1.3333333333333333,6.451211380306735,6.0,3,0.017341040462427744,40.36666666666666,66,1.1,1,8,1.0,0.0,0.0,0,0.45121138030673524,-2.2,-130.2,-1.0
