fecha,prediction_timestamp,burst_event_timestamp,burst_timestamp,split,born_bad_group,born_bad_reason,Result_Label,realized_ticks_for_label,MFE_ticks,MAE_ticks,Trade_Duration,Entry_price,ExecutionSide,canonical_source_file,causal_row_flag,Delta1s,Delta2s,Delta3s,Delta5s,Delta10s,PeakPositiveDelta,PeakNegativeDelta,DeltaChange1s,DeltaChangeZScore,DeltaPercentile,BuySellRatio,TradesPerSecond,ContractsPerSecond,Velocity1s,Velocity3s,Velocity5s,Acceleration1s,Acceleration3s,TicksPerSecond,CumulativeDeltaWindow,OR_WidthTicks,Dist_OR_High_Ticks,Dist_OR_Low_Ticks,Dist_VWAP_Ticks,Dist_POC_Ticks,Dist_VAH_Ticks,Dist_VAL_Ticks,Dist_HVN_Ticks,Dist_LVN_Ticks,PreBurst_Acceptance_Dwell_Ratio_5s,PreBurst_Reclaim_Count_10s,PreBurst_Rotation_Index_10s,PreBurst_Local_Entropy_10s,PreBurst_Path_Efficiency_10s,PreBurst_Price_Per_Delta_3s,PreBurst_Price_Per_Volume_3s,PreBurst_Impulse_Survival_Seconds,PreBurst_Impulse_Decay_Slope_5s,Profile_Std_Ticks,Profile_Skewness,Profile_Excess_Kurtosis,Profile_Normalized_Entropy,Profile_Concentration,Profile_Effective_Nodes,Profile_Local_Maxima_Count,Profile_Position_Percentile,POC_Migration_Ticks,range,Body_AtEntry,Volume_AtEntry,Delta_AtEntry,Cumulative_Delta_AtEntry,Previous_Volume_AtEntry,Previous_Delta_AtEntry,Delta_Change_AtEntry,BreakOut_TICKS_PER_SEC_AtEntry,Score_AtEntry,Buy_Imbalance_Count_AtEntry,Sell_Imbalance_Count_AtEntry,Seconds_From_Open_AtEntry,Directional_OR_Extension_Ticks_AtEntry,Directional_VWAP_Distance_Ticks_AtEntry,Nearest_OR_Edge_Distance_Ticks_AtEntry,Body_OR_Ratio_AtEntry,Signed_Delta_Share_AtEntry,Signed_Previous_Delta_Share_AtEntry,Prior_Closed_ATR3_Ticks_AtEntry,Prior_Closed_ATR5_Ticks_AtEntry,PreEntry_Directional_Efficiency3_AtEntry,PreEntry_Directional_Delta_Share3_AtEntry,PreEntry_Range_Compression3_AtEntry,PreEntry_Volume_Climax_Ratio_AtEntry,Nearest_OR_Edge_Retest_Count_AtEntry,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,Directional_CLV_AtEntry,PreEntry_Acceptance_Dwell_Ratio_AtEntry,PreEntry_Reclaim_Count_AtEntry,PreEntry_Rejection_Speed_TPS_AtEntry,PreEntry_Rotation_Index_AtEntry,PreEntry_Local_Entropy_AtEntry,PreEntry_Path_Efficiency_AtEntry,PreEntry_Price_Per_Delta_AtEntry,PreEntry_Price_Per_Volume_AtEntry,signed_delta_1s,signed_delta_change_1s,signed_velocity_1s,signed_velocity_3s,signed_acceleration_1s,price_impact_per_100_contracts,absorption_pressure_1s,delta_share_of_volume,mean_trade_size,delta_persistence_1_3,delta_persistence_3_5,direction_consistency,velocity_consistency,flow_price_alignment,acceleration_velocity_ratio,directional_vwap_distance,directional_poc_distance,profile_confluence_4t,burst_efficiency_score,liquidity_absorption_score,seconds_from_open,minute_from_open,weekday_index,month_index,execution_side_sign,or_position_fraction,distance_nearest_or_edge_ticks,distance_nearest_profile_reference_ticks,vwap_poc_spread_ticks,signed_velocity_decay_1_5,signed_delta_decay_1_5,execution_cvd_alignment
2024-05-03,2024-05-03 13:31:58.173092900+00:00,2024-05-03 13:31:57+00:00,2024-05-03 13:31:58+00:00,discovery,C_LOSER_MFE_3_TO_30,Perdedor con 2 < MFE <= 30 ticks,SL,-62.0,5,60,01:46,17937.5,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-05-03_NY.csv,True,-191,-207,-211,-213,-161,36,-191,-175,-5.639325396882412,1.0,0.183760683760684,233,277,-4,-1.0,-1.0,-6,-0.666666666666667,-4,-211,15.0,-23.0,-8.0,-11.379914257046428,-13,-18,-9,0,1,1.0,0,0.714285714285714,0.954434002924965,0.214285714285714,0.018957345971564,0.009732360097324,1,0.4,4.6618839746154,-0.24172638124051,-0.202233309986695,0.904894421432026,0.103347623825595,18.4072162863749,5,0.01505062482897,,75,40,4364,-340,1765,6600,-398,58,0.69,9,0,2,118.1731,-115,342.9,40,0.53,-0.08,-0.06,68.33,59,0.0,0.0,0.91,0.0,0,0.0,,0,0,0,0,0,0,0,0,191.0,175.0,4.0,1.0,6.0,1.444043321299639,47.75,0.6895306859205776,1.1888412017167382,0.3682373472949389,0.6056872037914692,1.0,1.0,1,1.5,11.379914257046428,13.0,2,0.020942408376963352,28.65,118,1.9666666666666666,4,5,1.0,-0.5333333333333333,8.0,0,1.620085742953572,-3.0,-148.4,1.0
2024-05-06,2024-05-06 13:31:00.994964+00:00,2024-05-06 13:31:00+00:00,2024-05-06 13:31:01+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,03:10,18047.5,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-05-06_NY.csv,False,-186,-184,-200,-207,-195,32,-186,-188,-6.933675585872409,1.0,0.290076335877863,261,338,-3,-1.333333333333333,-1.0,-3,-1.0,-3,-200,21.0,-24.0,-3.0,-10.296379245987309,-9,-15,-3,-1,1,0.6,0,0.4,0.650022421648354,0.666666666666667,0.02,0.008849557522124,1,0.4,5.55291740487556,0.47382108497577,-0.536461882587818,0.910278594225394,0.101903695408735,19.4097503754162,6,0.01063829787234,,105,15,346,-178,1915,5019,-341,163,15.08,8,0,1,60.995,-120,47.67,15,0.14,-0.51,-0.07,56.67,39,0.0,0.0,0.54,0.0,0,0.0,,0,0,0,0,0,0,0,0,186.0,188.0,3.0,1.333333333333333,3.0,0.8875739644970414,62.0,0.5502958579881657,1.2950191570881227,0.35842293906810035,0.621,1.0,1.0,1,1.0,10.296379245987309,9.0,3,0.016129032258064516,43.4,60,1.0,0,5,1.0,-0.14285714285714285,3.0,1,1.2963792459873087,-2.0,-144.6,1.0
2024-05-10,2024-05-10 13:34:21.121966900+00:00,2024-05-10 13:34:20+00:00,2024-05-10 13:34:21+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:39,18301.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-05-10_NY.csv,True,183,178,186,207,208,183,-5,188,7.453444096601303,1.0,6.083333333333333,184,255,2,1.0,0.6,2,0.666666666666667,2,186,15.0,20.0,35.0,17.821731074642667,8,0,26,2,0,1.0,0,0.0,0.0,0.75,0.010752688172043,0.00609756097561,1,0.4,10.4234578856036,-0.112746437091632,-1.463461535742756,0.947280035323181,0.060614081524616,29.8026091963208,9,1.0,,75,25,1210,380,1286,2183,145,235,1.18,11,2,0,261.122,-175,-115.86,100,0.33,-0.31,-0.07,68.33,59,-0.73,-0.06,0.91,0.57,1,1.0,,0,0,0,0,0,0,0,0,183.0,188.0,2.0,1.0,2.0,0.7843137254901961,91.5,0.7176470588235294,1.3858695652173914,0.33879781420765026,0.667741935483871,1.0,1.0,1,1.0,17.821731074642667,8.0,3,0.01092896174863388,73.2,261,4.35,4,5,-1.0,2.3333333333333335,20.0,0,9.821731074642667,-1.4,-141.6,-1.0
2024-05-20,2024-05-20 13:32:21.045704+00:00,2024-05-20 13:32:20+00:00,2024-05-20 13:32:21+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,01:21,18661.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-05-20_NY.csv,True,117,116,213,254,266,117,-16,118,4.078697443547872,1.0,3.25,206,221,2,1.666666666666667,1.0,2,1.0,2,213,9.0,11.0,20.0,12.208651932544257,15,10,19,0,1,1.0,0,0.571428571428571,0.954434002924965,0.384615384615385,0.023474178403756,0.011037527593819,1,0.3,4.871044337632552,0.497507222696314,-0.710460905260135,0.914427665071404,0.138577563632555,16.886841906521,6,0.998114590970986,,45,30,1679,257,-210,3322,526,-269,1.43,9,2,0,141.0457,-100,4.57,55,0.67,-0.15,-0.16,41.67,34,-0.75,-0.16,0.93,0.0,1,1.0,,0,0,0,0,0,0,0,0,117.0,118.0,2.0,1.666666666666667,2.0,0.9049773755656109,58.5,0.5294117647058824,1.0728155339805825,0.6068376068376068,0.7154929577464789,1.0,1.0,1,1.0,12.208651932544257,15.0,2,0.017094017094017096,46.800000000000004,141,2.35,0,5,-1.0,2.2222222222222223,11.0,0,2.7913480674557434,-1.0,-66.2,1.0
2024-05-28,2024-05-28 13:31:43.016359900+00:00,2024-05-28 13:31:42+00:00,2024-05-28 13:31:43+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,5,01:03,18936.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-05-28_NY.csv,True,123,169,189,197,381,123,3,77,2.625166847913332,0.96078431372549,2.64,255,273,2,1.333333333333333,0.8,0,0.666666666666667,2,189,9.0,9.0,18.0,11.416576527852891,13,11,16,1,0,1.0,0,0.0,0.0,1.0,0.021164021164021,0.009501187648456,2,0.6,3.77005234920548,1.239899589519503,1.022303229838856,0.846507473633432,0.163872363439697,12.0913413014625,4,1.0,,45,40,3038,468,812,4362,224,244,0.93,11,3,0,103.0164,-90,-28.45,45,0.89,-0.15,-0.05,36.67,33,0.0,0.0,0.81,0.0,0,0.0,,0,0,0,0,0,0,0,0,123.0,77.0,2.0,1.333333333333333,0.0,0.7326007326007326,61.5,0.45054945054945056,1.0705882352941176,0.5121951219512195,0.6253968253968254,1.0,1.0,1,0.0,11.416576527852891,13.0,2,0.016260162601626018,49.2,103,1.7166666666666666,1,5,-1.0,2.0,9.0,0,1.5834234721471088,-1.2,-83.6,-1.0
2024-06-03,2024-06-03 13:31:14.064275+00:00,2024-06-03 13:31:13+00:00,2024-06-03 13:31:14+00:00,discovery,C_LOSER_MFE_3_TO_30,Perdedor con 2 < MFE <= 30 ticks,SL,-62.0,20,60,01:11,18708.75,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-06-03_NY.csv,True,242,233,250,378,321,242,-61,251,6.996983260307945,1.0,3.813953488372093,207,414,-1,-1.0,0.6,1,-2.0,-1,250,16.0,-10.0,6.0,-1.891949757350842,0,-6,5,0,2,0.0,0,0.333333333333333,0.985228136034252,0.235294117647059,-0.012,-0.00408719346049,0,-1.1,4.5040852133632,0.007552967883915,-1.04504807922744,0.929008462766721,0.116043391378818,15.4160431437985,3,0.406080502426492,,80,0,1923,289,1691,5084,-284,573,0.0,8,2,1,74.0643,-30,-167.49,30,0.0,-0.15,0.06,50.0,39,0.0,0.0,0.63,0.0,0,0.0,,0,0,0,0,0,0,0,0,242.0,251.0,-1.0,-1.0,1.0,0.24154589371980675,242.0,0.5845410628019324,2.0,0.3443526170798898,0.9072,1.0,0.3333333333333333,-1,1.0,-1.891949757350842,0.0,3,-0.004132231404958678,217.8,74,1.2333333333333334,0,6,-1.0,0.375,6.0,0,1.891949757350842,1.6,-166.4,-1.0
2024-06-05,2024-06-05 13:35:48.032866900+00:00,2024-06-05 13:35:47+00:00,2024-06-05 13:35:48+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,5,02:05,18817.5,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-06-05_NY.csv,True,-263,-307,-322,-316,-338,9,-263,-219,-7.625650981202437,1.0,0.195718654434251,319,391,-4,-2.0,-1.2,-3,-1.333333333333333,-4,-322,24.0,-29.0,-5.0,-14.265256530623516,-14,-20,-10,-2,0,0.6,0,0.0,0.0,1.0,0.018633540372671,0.011811023622047,3,0.9,5.2182656292448,-0.030351702913897,-0.098159926527743,0.891660972686285,0.081957254100624,20.7535012136523,4,0.004473408074225,-1.0,120,25,2051,-409,1522,1698,26,-435,0.52,9,0,2,348.0329,-145,93.24,25,0.21,-0.2,0.02,55.0,71,-0.06,-0.01,0.46,0.55,1,0.0,,0,0,0,0,0,0,0,0,263.0,219.0,4.0,2.0,3.0,1.0230179028132993,65.75,0.6726342710997443,1.225705329153605,0.40811153358681873,0.5888198757763975,1.0,1.0,1,0.75,14.265256530623516,14.0,2,0.015209125475285171,39.449999999999996,348,5.8,2,6,1.0,-0.20833333333333334,5.0,0,0.26525653062351573,-2.8,-199.8,1.0
2024-06-06,2024-06-06 13:34:14.079319+00:00,2024-06-06 13:34:13+00:00,2024-06-06 13:34:14+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,28.0,45,0,01:03,19107.5,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-06-06_NY.csv,True,121,148,161,178,177,121,-9,94,3.455518124608277,0.992094861660079,6.041666666666667,160,169,2,1.0,1.0,2,0.0,2,161,14.0,2.0,16.0,6.597884000608921,8,4,14,1,-1,0.6,0,0.4,0.91829583405449,0.625,0.018633540372671,0.01038062283737,1,0.2,4.941449089386656,0.280082514057273,-0.645219844054153,0.941834064043121,0.083574364439032,19.1655665514499,6,0.895722332166235,,70,10,548,162,1557,2287,-227,389,0.71,9,0,0,254.0793,-80,-53.3,10,0.14,-0.3,0.1,73.33,63,-0.18,-0.02,1.05,0.76,3,0.33,,0,0,0,0,0,0,0,0,121.0,94.0,2.0,1.0,2.0,1.183431952662722,60.5,0.7159763313609467,1.05625,0.44352617079889806,0.6633540372670808,1.0,1.0,1,1.0,6.597884000608921,8.0,3,0.01652892561983471,48.400000000000006,254,4.233333333333333,3,6,-1.0,1.1428571428571428,2.0,1,1.4021159993910786,-1.0,-85.4,-1.0
2024-06-10,2024-06-10 13:34:22.129858+00:00,2024-06-10 13:34:21+00:00,2024-06-10 13:34:22+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,15,10:26,19012.5,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-06-10_NY.csv,True,164,195,240,257,271,164,-10,133,5.544850565072435,1.0,4.48936170212766,177,258,2,1.333333333333333,1.2,1,0.333333333333333,2,240,12.0,13.0,25.0,14.95531257428096,8,6,20,0,1,1.0,0,0.285714285714286,0.543564443199596,0.818181818181818,0.016666666666667,0.008968609865471,5,0.2,6.519113051691776,0.180342606948507,-1.122126323755257,0.925915829589958,0.085631091038745,22.5973470427021,6,0.998870929403375,,60,35,1401,291,-706,2883,65,226,1.58,11,2,0,262.1299,-125,-13.31,65,0.58,-0.21,-0.02,70.0,58,-0.31,-0.02,1.17,0.7,2,0.67,,0,0,0,0,0,0,0,0,164.0,133.0,2.0,1.333333333333333,1.0,0.7751937984496124,82.0,0.6356589147286822,1.4576271186440677,0.4878048780487805,0.6425,1.0,1.0,1,0.5,14.95531257428096,8.0,2,0.012195121951219513,65.60000000000001,262,4.366666666666666,0,6,-1.0,2.0833333333333335,13.0,0,6.95531257428096,-0.8,-112.6,1.0
2024-06-11,2024-06-11 13:33:51.059816+00:00,2024-06-11 13:33:50+00:00,2024-06-11 13:33:51+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,06:08,19073.75,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-06-11_NY.csv,True,262,282,288,290,276,262,-9,242,10.119498657595736,1.0,3.339285714285714,436,486,5,2.0,1.2,5,1.666666666666667,5,288,10.0,6.0,16.0,10.307518927353637,8,5,12,8,0,1.0,0,0.666666666666667,0.811278124459133,0.75,0.020833333333333,0.010600706713781,1,1.0,4.571803426229488,-0.7989490461176,-0.307622134170216,0.85656642114372,0.155753337571519,14.6693320446357,3,1.0,,50,30,2855,423,619,4451,413,10,0.59,11,1,0,231.0598,-80,-37.98,30,0.6,-0.15,-0.09,70.0,50,0.0,-0.03,1.4,0.89,2,0.0,,0,0,0,0,0,0,0,0,262.0,242.0,5.0,2.0,5.0,1.02880658436214,52.4,0.5390946502057613,1.114678899082569,0.366412213740458,0.6041666666666666,1.0,1.0,1,1.0,10.307518927353637,8.0,1,0.019083969465648856,26.2,231,3.85,1,6,-1.0,1.6,6.0,0,2.3075189273536374,-3.8,-204.0,-1.0
2024-06-13,2024-06-13 13:32:10.102990900+00:00,2024-06-13 13:32:09+00:00,2024-06-13 13:32:10+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,28.0,40,0,01:52,19647.5,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-06-13_NY.csv,True,136,139,150,163,286,136,-2,133,6.125635571723989,1.0,4.317073170731707,164,218,3,1.0,0.8,2,1.0,3,150,12.0,3.0,15.0,8.213216821409066,8,5,10,1,0,0.8,1,0.4,0.650022421648354,0.875,0.02,0.009316770186335,2,0.5,2.977098106629128,-0.198482610056777,-0.221262390243373,0.889376085090176,0.146586564718733,11.7737691464395,4,1.0,,60,10,770,284,1839,3326,108,176,0.99,10,1,0,130.103,-75,-48.58,15,0.17,-0.37,-0.03,53.33,47,-0.27,-0.03,0.89,0.0,0,0.0,,0,0,0,0,0,0,0,0,136.0,133.0,3.0,1.0,2.0,1.3761467889908257,45.333333333333336,0.6238532110091743,1.329268292682927,0.36764705882352944,0.652,1.0,1.0,1,0.6666666666666666,8.213216821409066,8.0,2,0.022058823529411766,31.733333333333334,130,2.1666666666666665,3,6,-1.0,1.25,3.0,0,0.21321682140906617,-2.2,-103.4,-1.0
2024-06-14,2024-06-14 13:36:45.081257900+00:00,2024-06-14 13:36:44+00:00,2024-06-14 13:36:45+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,03:19,19587.5,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-06-14_NY.csv,True,154,166,185,205,206,154,-25,142,7.504540761904514,1.0,5.052631578947368,192,230,2,1.0,0.8,1,0.333333333333333,2,185,8.0,3.0,11.0,9.053590673067504,6,3,10,6,0,0.8,0,0.0,0.0,1.0,0.016216216216216,0.008955223880597,2,0.4,4.910023038344704,-1.092101199337119,0.485438194963274,0.864704964660787,0.129323013618105,16.1735615565653,4,1.0,,40,15,1658,204,550,2333,-115,319,0.33,10,0,0,405.0813,-55,-37.46,15,0.38,-0.12,0.05,51.67,66,-0.45,-0.03,1.29,0.78,4,0.33,,0,0,0,0,0,0,0,0,154.0,142.0,2.0,1.0,1.0,0.8695652173913043,77.0,0.6695652173913044,1.1979166666666667,0.4004329004329004,0.6648648648648648,1.0,1.0,1,0.5,9.053590673067504,6.0,2,0.012987012987012988,61.6,405,6.75,4,6,-1.0,1.375,3.0,0,3.0535906730675038,-1.2,-113.0,-1.0
2024-07-08,2024-07-08 13:32:24.006881900+00:00,2024-07-08 13:32:23+00:00,2024-07-08 13:32:24+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,02:17,20642.5,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-07-08_NY.csv,True,141,190,202,207,414,141,-4,92,3.268840801598923,1.0,2.658823529411765,288,311,3,1.666666666666667,1.2,1,0.666666666666667,3,202,15.0,4.0,19.0,12.905668252775692,15,10,17,0,1,0.4,0,0.0,0.0,1.0,0.024752475247525,0.00936329588015,2,0.7,4.223703333494528,0.77052595648323,0.650903569900156,0.875618440110027,0.132899240337257,15.572344527735,7,0.999081726354454,,75,25,2287,497,2640,3791,-29,526,1.04,11,2,0,144.0069,-95,-107.52,20,0.33,-0.22,0.01,50.0,38,0.5,0.01,0.67,0.0,0,0.0,,0,0,0,0,0,0,0,0,141.0,92.0,3.0,1.666666666666667,1.0,0.9646302250803859,47.0,0.4533762057877814,1.0798611111111112,0.47754137115839246,0.6148514851485148,1.0,1.0,1,0.3333333333333333,12.905668252775692,15.0,2,0.02127659574468085,32.9,144,2.4,0,7,-1.0,1.2666666666666666,4.0,0,2.0943317472243077,-1.8,-99.6,-1.0
2024-07-12,2024-07-12 13:31:01.997764900+00:00,2024-07-12 13:31:01+00:00,2024-07-12 13:31:02+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,10,00:33,20468.75,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-07-12_NY.csv,False,168,179,184,170,279,168,-21,157,4.031240352436148,1.0,2.460869565217391,351,398,6,2.666666666666667,1.6,5,2.0,6,184,25.0,6.0,31.0,20.03768577494692,24,17,31,-1,1,0.4,0,0.0,0.0,1.0,0.043478260869565,0.012903225806452,3,1.3,8.14121399700312,0.916754124787005,-0.262810914301967,0.897802952952851,0.1017338995046,23.0848097283881,9,0.988853503184713,,125,30,553,181,118,5104,298,-117,15.02,9,0,0,61.9978,-155,-161.24,30,0.24,-0.33,-0.06,65.0,49,0.0,0.0,0.52,0.0,0,0.0,,0,0,0,0,0,0,0,0,168.0,157.0,6.0,2.666666666666667,5.0,1.5075376884422111,28.0,0.4221105527638191,1.1339031339031338,0.36507936507936506,0.5543478260869565,1.0,1.0,1,0.8333333333333334,20.03768577494692,24.0,2,0.03571428571428571,11.200000000000001,61,1.0166666666666666,4,7,-1.0,1.24,6.0,1,3.962314225053081,-4.4,-134.0,-1.0
2024-07-15,2024-07-15 13:33:22.059268900+00:00,2024-07-15 13:33:21+00:00,2024-07-15 13:33:22+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,15,02:16,20630.0,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-07-15_NY.csv,True,141,142,156,221,287,141,-2,140,5.354655022680351,1.0,4.810810810810811,186,215,4,1.666666666666667,1.6,4,0.666666666666667,4,156,13.0,5.0,18.0,10.848279107286904,16,6,16,0,1,0.8,0,0.0,0.0,1.0,0.032051282051282,0.017123287671233,1,0.4,4.677675823761624,0.004319780421084,-0.77901531844768,0.91556386713868,0.079255176122614,18.3514988963283,5,1.0,,65,25,1673,371,1421,3852,14,357,1.13,11,1,0,202.0593,-90,-44.8,25,0.38,-0.22,0.0,86.67,60,0.21,-0.02,1.33,0.85,2,0.0,,0,0,0,0,0,0,0,0,141.0,140.0,4.0,1.666666666666667,4.0,1.8604651162790697,35.25,0.6558139534883721,1.1559139784946237,0.36879432624113473,0.85,1.0,1.0,1,1.0,10.848279107286904,16.0,2,0.028368794326241134,21.15,202,3.3666666666666667,0,7,-1.0,1.3846153846153846,5.0,0,5.1517208927130955,-2.4,-96.8,-1.0
2024-07-16,2024-07-16 13:32:13.083597900+00:00,2024-07-16 13:32:12+00:00,2024-07-16 13:32:13+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,00:41,20660.0,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-07-16_NY.csv,True,220,237,257,308,300,220,-15,203,7.022023709586822,1.0,4.928571428571429,285,332,3,2.0,2.0,1,0.666666666666667,3,257,18.0,2.0,20.0,13.864148750726322,16,12,21,-1,2,0.2,0,0.285714285714286,0.543564443199596,0.846153846153846,0.023346303501946,0.011834319526627,5,0.1,5.59434625666532,0.924901662327325,0.030535188095266,0.881190902701975,0.134572922719349,18.2517590760597,6,0.980244044160372,,90,10,1086,364,1169,3147,27,337,0.76,11,1,0,133.0836,-100,-172.7,10,0.11,-0.34,-0.01,55.0,45,-0.36,-0.01,0.61,0.0,0,0.0,,0,0,0,0,0,0,0,0,220.0,203.0,3.0,2.0,1.0,0.9036144578313253,73.33333333333333,0.6626506024096386,1.1649122807017545,0.3893939393939394,0.7190661478599222,1.0,1.0,1,0.3333333333333333,13.864148750726322,16.0,2,0.013636363636363636,51.33333333333333,133,2.216666666666667,1,7,-1.0,1.1111111111111112,2.0,1,2.135851249273678,-1.0,-158.4,-1.0
2024-07-18,2024-07-18 13:31:56.014695+00:00,2024-07-18 13:31:55+00:00,2024-07-18 13:31:56+00:00,discovery,C_LOSER_MFE_3_TO_30,Perdedor con 2 < MFE <= 30 ticks,SL,-62.0,15,60,00:24,20112.5,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-07-18_NY.csv,True,-220,-236,-236,-239,-285,20,-220,-204,-7.378712958847311,1.0,0.228070175438596,181,350,0,-0.333333333333333,0.0,0,0.666666666666667,0,-236,25.0,-30.0,-5.0,-12.271084337349398,-9,-18,-5,0,1,1.0,0,0.333333333333333,0.591672778582328,0.545454545454545,0.004237288135593,0.001968503937008,0,0.4,7.212990270580544,0.478807233748426,-0.130309242237581,0.924413873026619,0.091302710843373,25.3358426063085,9,0.049228162650602,,125,25,4151,-335,-1227,6482,-152,-183,0.45,9,0,1,116.0147,-150,62.23,25,0.2,-0.08,-0.02,60.0,48,0.0,0.0,0.48,0.0,0,0.0,,0,0,0,0,0,0,0,0,220.0,204.0,-0.0,0.333333333333333,-0.0,0.0,880.0,0.6285714285714286,1.9337016574585635,0.3575757575757576,0.6076271186440678,1.0,0.3333333333333333,0,-0.0,12.271084337349398,9.0,2,-0.0,880.0,116,1.9333333333333333,3,7,1.0,-0.2,5.0,0,3.2710843373493983,0.0,-172.2,-1.0
2024-07-22,2024-07-22 13:31:56.995399+00:00,2024-07-22 13:31:56+00:00,2024-07-22 13:31:57+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,10,00:32,19900.0,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-07-22_NY.csv,False,-175,-188,-193,-193,-200,20,-175,-162,-5.361112752851035,1.0,0.245689655172414,257,289,-5,-3.0,-1.8,-3,-1.666666666666667,-5,-193,40.0,-48.0,-8.0,-18.208481282337424,-12,-22,-5,0,1,0.6,2,0.6,0.91829583405449,0.333333333333333,0.046632124352332,0.022900763358779,3,1.2,10.85687911797336,0.962381637810533,0.080961092196727,0.906136365832599,0.073145987623009,34.6336692698146,12,0.005985593994116,,200,40,3982,-494,-43,5882,-256,-238,0.7,8,0,1,116.9954,-240,217.75,40,0.2,-0.12,-0.04,91.67,68,0.0,0.0,0.46,0.0,0,0.0,,0,0,0,0,0,0,0,0,175.0,162.0,5.0,3.0,3.0,1.7301038062283738,35.0,0.6055363321799307,1.1245136186770428,0.3676190476190476,0.6,1.0,1.0,1,0.6,18.208481282337424,12.0,2,0.02857142857142857,17.5,116,1.9333333333333333,0,7,1.0,-0.2,8.0,0,6.208481282337424,-3.2,-136.4,-1.0
