comparison,year,feature,physical_family,n_D,n_other,median_D,median_other,direction_D_minus_other,cliffs_delta_D_minus_other
D_vs_REST,2022,Profile_Position_Percentile,AUCTION_THEORY,10,26,0.09254474408680699,0.088248833979953,1.0,-0.07692307692307693
D_vs_REST,2023,Profile_Position_Percentile,AUCTION_THEORY,16,25,0.9846224515658405,0.862421793534932,1.0,0.05
D_vs_REST,2024,Profile_Position_Percentile,AUCTION_THEORY,18,31,0.985880981172406,0.642053827658419,1.0,0.2114695340501792
D_vs_REST,2025,Profile_Position_Percentile,AUCTION_THEORY,22,21,0.019078104316479,0.062355027971074,-1.0,-0.23160173160173161
D_vs_REST,2026,Profile_Position_Percentile,AUCTION_THEORY,5,9,0.976963462980821,0.991496598639456,-1.0,-0.28888888888888886
D_vs_REST,2022,POC_Migration_Ticks,AUCTION_THEORY,0,2,,-2.5,,
D_vs_REST,2023,POC_Migration_Ticks,AUCTION_THEORY,1,1,-9.0,-8.0,-1.0,-1.0
D_vs_REST,2024,POC_Migration_Ticks,AUCTION_THEORY,0,3,,0.0,,
D_vs_REST,2025,POC_Migration_Ticks,AUCTION_THEORY,0,1,,0.0,,
D_vs_REST,2026,POC_Migration_Ticks,AUCTION_THEORY,0,0,,,,
D_vs_REST,2022,range,OTHER_CAUSAL_CONTEXT,10,26,137.5,135.0,1.0,0.07307692307692308
D_vs_REST,2023,range,OTHER_CAUSAL_CONTEXT,16,25,77.5,80.0,-1.0,-0.0875
D_vs_REST,2024,range,OTHER_CAUSAL_CONTEXT,18,31,92.5,90.0,1.0,-0.014336917562724014
D_vs_REST,2025,range,OTHER_CAUSAL_CONTEXT,22,21,135.0,110.0,1.0,0.09090909090909091
D_vs_REST,2026,range,OTHER_CAUSAL_CONTEXT,5,9,280.0,205.0,1.0,0.28888888888888886
D_vs_REST,2022,Body_AtEntry,OTHER_CAUSAL_CONTEXT,10,26,30.0,30.0,0.0,-0.03076923076923077
D_vs_REST,2023,Body_AtEntry,OTHER_CAUSAL_CONTEXT,16,25,22.5,20.0,1.0,0.125
D_vs_REST,2024,Body_AtEntry,OTHER_CAUSAL_CONTEXT,18,31,25.0,30.0,-1.0,-0.06093189964157706
D_vs_REST,2025,Body_AtEntry,OTHER_CAUSAL_CONTEXT,22,21,27.5,30.0,-1.0,0.006493506493506494
D_vs_REST,2026,Body_AtEntry,OTHER_CAUSAL_CONTEXT,5,9,90.0,40.0,1.0,0.5111111111111111
D_vs_REST,2022,Volume_AtEntry,FLOW_BURST_QUALITY,10,26,702.0,1213.5,-1.0,-0.3923076923076923
D_vs_REST,2023,Volume_AtEntry,FLOW_BURST_QUALITY,16,25,1638.0,2119.0,-1.0,-0.07
D_vs_REST,2024,Volume_AtEntry,FLOW_BURST_QUALITY,18,31,1937.5,2051.0,-1.0,0.007168458781362007
D_vs_REST,2025,Volume_AtEntry,FLOW_BURST_QUALITY,22,21,1595.0,1590.0,1.0,-0.017316017316017316
D_vs_REST,2026,Volume_AtEntry,FLOW_BURST_QUALITY,5,9,1288.0,1662.0,-1.0,-0.1111111111111111
D_vs_REST,2022,Delta_AtEntry,FLOW_BURST_QUALITY,10,26,-181.5,-209.0,1.0,0.015384615384615385
D_vs_REST,2023,Delta_AtEntry,FLOW_BURST_QUALITY,16,25,162.0,-9.0,1.0,-0.09
D_vs_REST,2024,Delta_AtEntry,FLOW_BURST_QUALITY,18,31,191.0,-118.0,1.0,0.13261648745519714
D_vs_REST,2025,Delta_AtEntry,FLOW_BURST_QUALITY,22,21,-167.5,-186.0,1.0,-0.04329004329004329
D_vs_REST,2026,Delta_AtEntry,FLOW_BURST_QUALITY,5,9,213.0,203.0,1.0,0.022222222222222223
D_vs_REST,2022,Cumulative_Delta_AtEntry,FLOW_BURST_QUALITY,10,26,295.0,-391.0,1.0,0.1076923076923077
D_vs_REST,2023,Cumulative_Delta_AtEntry,FLOW_BURST_QUALITY,16,25,-542.5,-506.0,-1.0,-0.0475
D_vs_REST,2024,Cumulative_Delta_AtEntry,FLOW_BURST_QUALITY,18,31,594.0,619.0,-1.0,-0.014336917562724014
D_vs_REST,2025,Cumulative_Delta_AtEntry,FLOW_BURST_QUALITY,22,21,316.5,-195.0,1.0,-0.0735930735930736
D_vs_REST,2026,Cumulative_Delta_AtEntry,FLOW_BURST_QUALITY,5,9,67.0,2294.0,-1.0,-0.28888888888888886
D_vs_REST,2022,Previous_Volume_AtEntry,FLOW_BURST_QUALITY,10,26,3118.5,4268.0,-1.0,-0.19230769230769232
D_vs_REST,2023,Previous_Volume_AtEntry,FLOW_BURST_QUALITY,16,25,4676.5,4078.0,1.0,0.32
D_vs_REST,2024,Previous_Volume_AtEntry,FLOW_BURST_QUALITY,18,31,3330.0,3791.0,-1.0,-0.05734767025089606
D_vs_REST,2025,Previous_Volume_AtEntry,FLOW_BURST_QUALITY,22,21,2986.5,2934.0,1.0,-0.10822510822510822
D_vs_REST,2026,Previous_Volume_AtEntry,FLOW_BURST_QUALITY,5,9,3078.0,4532.0,-1.0,-0.5555555555555556
D_vs_REST,2022,Previous_Delta_AtEntry,FLOW_BURST_QUALITY,10,26,185.5,-6.5,1.0,0.3230769230769231
D_vs_REST,2023,Previous_Delta_AtEntry,FLOW_BURST_QUALITY,16,25,141.5,31.0,1.0,0.065
D_vs_REST,2024,Previous_Delta_AtEntry,FLOW_BURST_QUALITY,18,31,53.0,-21.0,1.0,0.2831541218637993
D_vs_REST,2025,Previous_Delta_AtEntry,FLOW_BURST_QUALITY,22,21,-96.5,-40.0,-1.0,-0.14285714285714285
D_vs_REST,2026,Previous_Delta_AtEntry,FLOW_BURST_QUALITY,5,9,-22.0,128.0,-1.0,-0.37777777777777777
D_vs_REST,2022,Delta_Change_AtEntry,FLOW_BURST_QUALITY,10,26,-253.5,-235.0,-1.0,-0.1
D_vs_REST,2023,Delta_Change_AtEntry,FLOW_BURST_QUALITY,16,25,26.0,-103.0,1.0,0.0375
D_vs_REST,2024,Delta_Change_AtEntry,FLOW_BURST_QUALITY,18,31,-11.5,9.0,-1.0,-0.10752688172043011
D_vs_REST,2025,Delta_Change_AtEntry,FLOW_BURST_QUALITY,22,21,-37.5,-142.0,1.0,0.11688311688311688
D_vs_REST,2026,Delta_Change_AtEntry,FLOW_BURST_QUALITY,5,9,-50.0,4.0,-1.0,0.2
D_vs_REST,2022,BreakOut_TICKS_PER_SEC_AtEntry,OTHER_CAUSAL_CONTEXT,10,26,15.55,2.0999999999999996,1.0,0.3076923076923077
D_vs_REST,2023,BreakOut_TICKS_PER_SEC_AtEntry,OTHER_CAUSAL_CONTEXT,16,25,0.93,0.63,1.0,0.1825
D_vs_REST,2024,BreakOut_TICKS_PER_SEC_AtEntry,OTHER_CAUSAL_CONTEXT,18,31,1.17,0.96,1.0,0.012544802867383513
D_vs_REST,2025,BreakOut_TICKS_PER_SEC_AtEntry,OTHER_CAUSAL_CONTEXT,22,21,1.275,1.05,1.0,-0.0021645021645021645
D_vs_REST,2026,BreakOut_TICKS_PER_SEC_AtEntry,OTHER_CAUSAL_CONTEXT,5,9,3.54,1.25,1.0,0.1111111111111111
D_vs_REST,2022,Score_AtEntry,OTHER_CAUSAL_CONTEXT,10,26,9.0,9.0,0.0,0.05
D_vs_REST,2023,Score_AtEntry,OTHER_CAUSAL_CONTEXT,16,25,10.0,10.0,0.0,0.2225
D_vs_REST,2024,Score_AtEntry,OTHER_CAUSAL_CONTEXT,18,31,10.0,9.0,1.0,0.24551971326164876
D_vs_REST,2025,Score_AtEntry,OTHER_CAUSAL_CONTEXT,22,21,10.0,10.0,0.0,0.16233766233766234
D_vs_REST,2026,Score_AtEntry,OTHER_CAUSAL_CONTEXT,5,9,8.0,9.0,-1.0,-0.022222222222222223
D_vs_REST,2022,Buy_Imbalance_Count_AtEntry,FLOW_BURST_QUALITY,10,26,0.0,0.0,0.0,-0.11538461538461539
D_vs_REST,2023,Buy_Imbalance_Count_AtEntry,FLOW_BURST_QUALITY,16,25,0.5,0.0,1.0,0.015
D_vs_REST,2024,Buy_Imbalance_Count_AtEntry,FLOW_BURST_QUALITY,18,31,0.5,0.0,1.0,0.05913978494623656
D_vs_REST,2025,Buy_Imbalance_Count_AtEntry,FLOW_BURST_QUALITY,22,21,0.0,0.0,0.0,-0.19264069264069264
D_vs_REST,2026,Buy_Imbalance_Count_AtEntry,FLOW_BURST_QUALITY,5,9,0.0,0.0,0.0,0.08888888888888889
D_vs_REST,2022,Sell_Imbalance_Count_AtEntry,FLOW_BURST_QUALITY,10,26,0.0,0.0,0.0,-0.023076923076923078
D_vs_REST,2023,Sell_Imbalance_Count_AtEntry,FLOW_BURST_QUALITY,16,25,0.0,0.0,0.0,0.1425
D_vs_REST,2024,Sell_Imbalance_Count_AtEntry,FLOW_BURST_QUALITY,18,31,0.0,0.0,0.0,-0.07885304659498207
D_vs_REST,2025,Sell_Imbalance_Count_AtEntry,FLOW_BURST_QUALITY,22,21,1.0,0.0,1.0,0.23809523809523808
D_vs_REST,2026,Sell_Imbalance_Count_AtEntry,FLOW_BURST_QUALITY,5,9,0.0,0.0,0.0,-0.1111111111111111
D_vs_REST,2022,Seconds_From_Open_AtEntry,TIME_REGIME,10,26,195.033,109.999,1.0,0.14615384615384616
D_vs_REST,2023,Seconds_From_Open_AtEntry,TIME_REGIME,16,25,142.04015,210.0581,-1.0,-0.15
D_vs_REST,2024,Seconds_From_Open_AtEntry,TIME_REGIME,18,31,147.05565,159.9868,-1.0,-0.14695340501792115
D_vs_REST,2025,Seconds_From_Open_AtEntry,TIME_REGIME,22,21,210.56310000000002,146.0088,1.0,0.2077922077922078
D_vs_REST,2026,Seconds_From_Open_AtEntry,TIME_REGIME,5,9,151.0453,112.9754,1.0,0.6
D_vs_REST,2022,Directional_OR_Extension_Ticks_AtEntry,AUCTION_THEORY,10,26,-182.5,-157.5,-1.0,-0.25769230769230766
D_vs_REST,2023,Directional_OR_Extension_Ticks_AtEntry,AUCTION_THEORY,16,25,-120.0,-110.0,-1.0,-0.2025
D_vs_REST,2024,Directional_OR_Extension_Ticks_AtEntry,AUCTION_THEORY,18,31,-130.0,-125.0,-1.0,-0.005376344086021506
D_vs_REST,2025,Directional_OR_Extension_Ticks_AtEntry,AUCTION_THEORY,22,21,-190.0,-175.0,-1.0,0.017316017316017316
D_vs_REST,2026,Directional_OR_Extension_Ticks_AtEntry,AUCTION_THEORY,5,9,-415.0,-245.0,-1.0,-0.37777777777777777
D_vs_REST,2022,Directional_VWAP_Distance_Ticks_AtEntry,AUCTION_THEORY,10,26,-188.375,-79.53999999999999,-1.0,-0.4
D_vs_REST,2023,Directional_VWAP_Distance_Ticks_AtEntry,AUCTION_THEORY,16,25,-139.58499999999998,-70.43,-1.0,-0.425
D_vs_REST,2024,Directional_VWAP_Distance_Ticks_AtEntry,AUCTION_THEORY,18,31,-192.60500000000002,-28.58,-1.0,-0.32974910394265233
D_vs_REST,2025,Directional_VWAP_Distance_Ticks_AtEntry,AUCTION_THEORY,22,21,-86.16,-103.78,1.0,0.017316017316017316
D_vs_REST,2026,Directional_VWAP_Distance_Ticks_AtEntry,AUCTION_THEORY,5,9,124.25,-283.88,1.0,0.7333333333333333
D_vs_REST,2022,Nearest_OR_Edge_Distance_Ticks_AtEntry,AUCTION_THEORY,10,26,30.0,35.0,-1.0,0.04230769230769231
D_vs_REST,2023,Nearest_OR_Edge_Distance_Ticks_AtEntry,AUCTION_THEORY,16,25,42.5,25.0,1.0,0.1925
D_vs_REST,2024,Nearest_OR_Edge_Distance_Ticks_AtEntry,AUCTION_THEORY,18,31,30.0,30.0,0.0,-0.13799283154121864
D_vs_REST,2025,Nearest_OR_Edge_Distance_Ticks_AtEntry,AUCTION_THEORY,22,21,42.5,35.0,1.0,0.1406926406926407
D_vs_REST,2026,Nearest_OR_Edge_Distance_Ticks_AtEntry,AUCTION_THEORY,5,9,100.0,45.0,1.0,0.4444444444444444
D_vs_REST,2022,Body_OR_Ratio_AtEntry,AUCTION_THEORY,10,26,0.23,0.20500000000000002,1.0,-0.046153846153846156
D_vs_REST,2023,Body_OR_Ratio_AtEntry,AUCTION_THEORY,16,25,0.31,0.25,1.0,0.155
D_vs_REST,2024,Body_OR_Ratio_AtEntry,AUCTION_THEORY,18,31,0.265,0.3,-1.0,-0.04121863799283154
D_vs_REST,2025,Body_OR_Ratio_AtEntry,AUCTION_THEORY,22,21,0.185,0.17,1.0,-0.015151515151515152
D_vs_REST,2026,Body_OR_Ratio_AtEntry,AUCTION_THEORY,5,9,0.32,0.22,1.0,0.6
D_vs_REST,2022,Signed_Delta_Share_AtEntry,FLOW_BURST_QUALITY,10,26,-0.425,-0.22,-1.0,-0.3423076923076923
D_vs_REST,2023,Signed_Delta_Share_AtEntry,FLOW_BURST_QUALITY,16,25,-0.215,-0.18,-1.0,-0.1575
D_vs_REST,2024,Signed_Delta_Share_AtEntry,FLOW_BURST_QUALITY,18,31,-0.15,-0.19,1.0,0.10215053763440861
D_vs_REST,2025,Signed_Delta_Share_AtEntry,FLOW_BURST_QUALITY,22,21,-0.14500000000000002,-0.17,1.0,0.06060606060606061
D_vs_REST,2026,Signed_Delta_Share_AtEntry,FLOW_BURST_QUALITY,5,9,-0.24,-0.15,-1.0,-0.15555555555555556
D_vs_REST,2022,Signed_Previous_Delta_Share_AtEntry,FLOW_BURST_QUALITY,10,26,-0.04,-0.005,-1.0,-0.17307692307692307
D_vs_REST,2023,Signed_Previous_Delta_Share_AtEntry,FLOW_BURST_QUALITY,16,25,-0.055,-0.02,-1.0,-0.22
D_vs_REST,2024,Signed_Previous_Delta_Share_AtEntry,FLOW_BURST_QUALITY,18,31,-0.02,-0.03,1.0,0.12724014336917563
D_vs_REST,2025,Signed_Previous_Delta_Share_AtEntry,FLOW_BURST_QUALITY,22,21,-0.06,-0.04,-1.0,-0.15800865800865802
D_vs_REST,2026,Signed_Previous_Delta_Share_AtEntry,FLOW_BURST_QUALITY,5,9,0.01,-0.02,1.0,0.28888888888888886
D_vs_REST,2022,Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,10,26,88.33500000000001,78.33500000000001,1.0,0.17307692307692307
D_vs_REST,2023,Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,16,25,57.5,63.33,-1.0,-0.1225
D_vs_REST,2024,Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,18,31,67.5,70.0,-1.0,-0.1003584229390681
D_vs_REST,2025,Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,22,21,88.33500000000001,78.33,1.0,0.047619047619047616
D_vs_REST,2026,Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,5,9,175.0,130.0,1.0,0.4222222222222222
D_vs_REST,2022,Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,10,26,86.5,65.5,1.0,0.23461538461538461
D_vs_REST,2023,Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,16,25,51.0,53.0,-1.0,-0.165
D_vs_REST,2024,Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,18,31,54.0,60.0,-1.0,-0.16666666666666666
D_vs_REST,2025,Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,22,21,81.5,71.0,1.0,0.008658008658008658
D_vs_REST,2026,Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,5,9,147.0,108.0,1.0,0.4888888888888889
D_vs_REST,2022,PreEntry_Directional_Efficiency3_AtEntry,OTHER_CAUSAL_CONTEXT,10,26,-0.20500000000000002,0.0,-1.0,-0.4461538461538462
D_vs_REST,2023,PreEntry_Directional_Efficiency3_AtEntry,OTHER_CAUSAL_CONTEXT,16,25,-0.2,0.0,-1.0,-0.255
D_vs_REST,2024,PreEntry_Directional_Efficiency3_AtEntry,OTHER_CAUSAL_CONTEXT,18,31,0.0,0.0,0.0,0.025089605734767026
D_vs_REST,2025,PreEntry_Directional_Efficiency3_AtEntry,OTHER_CAUSAL_CONTEXT,22,21,-0.215,0.0,-1.0,-0.24458874458874458
D_vs_REST,2026,PreEntry_Directional_Efficiency3_AtEntry,OTHER_CAUSAL_CONTEXT,5,9,-0.44,0.0,-1.0,-0.4222222222222222
D_vs_REST,2022,PreEntry_Directional_Delta_Share3_AtEntry,FLOW_BURST_QUALITY,10,26,0.0,0.0,0.0,-0.08461538461538462
D_vs_REST,2023,PreEntry_Directional_Delta_Share3_AtEntry,FLOW_BURST_QUALITY,16,25,-0.01,0.0,-1.0,-0.1775
D_vs_REST,2024,PreEntry_Directional_Delta_Share3_AtEntry,FLOW_BURST_QUALITY,18,31,0.0,0.0,0.0,-0.13261648745519714
D_vs_REST,2025,PreEntry_Directional_Delta_Share3_AtEntry,FLOW_BURST_QUALITY,22,21,-0.02,0.0,-1.0,-0.19913419913419914
D_vs_REST,2026,PreEntry_Directional_Delta_Share3_AtEntry,FLOW_BURST_QUALITY,5,9,0.01,0.0,1.0,0.2222222222222222
D_vs_REST,2022,PreEntry_Range_Compression3_AtEntry,OTHER_CAUSAL_CONTEXT,10,26,0.625,0.6,1.0,0.07307692307692308
D_vs_REST,2023,PreEntry_Range_Compression3_AtEntry,OTHER_CAUSAL_CONTEXT,16,25,0.775,0.77,1.0,-0.0425
D_vs_REST,2024,PreEntry_Range_Compression3_AtEntry,OTHER_CAUSAL_CONTEXT,18,31,0.72,0.78,-1.0,-0.016129032258064516
D_vs_REST,2025,PreEntry_Range_Compression3_AtEntry,OTHER_CAUSAL_CONTEXT,22,21,0.535,0.59,-1.0,-0.16017316017316016
D_vs_REST,2026,PreEntry_Range_Compression3_AtEntry,OTHER_CAUSAL_CONTEXT,5,9,0.66,0.59,1.0,0.13333333333333333
D_vs_REST,2022,PreEntry_Volume_Climax_Ratio_AtEntry,FLOW_BURST_QUALITY,10,26,0.6699999999999999,0.0,1.0,0.13846153846153847
D_vs_REST,2023,PreEntry_Volume_Climax_Ratio_AtEntry,FLOW_BURST_QUALITY,16,25,0.0,0.67,-1.0,-0.23
D_vs_REST,2024,PreEntry_Volume_Climax_Ratio_AtEntry,FLOW_BURST_QUALITY,18,31,0.0,0.0,0.0,-0.014336917562724014
D_vs_REST,2025,PreEntry_Volume_Climax_Ratio_AtEntry,FLOW_BURST_QUALITY,22,21,0.635,0.0,1.0,0.17965367965367965
D_vs_REST,2026,PreEntry_Volume_Climax_Ratio_AtEntry,FLOW_BURST_QUALITY,5,9,0.0,0.0,0.0,0.08888888888888889
D_vs_REST,2022,Nearest_OR_Edge_Retest_Count_AtEntry,ACCEPTANCE_RECLAIM,10,26,1.5,0.0,1.0,0.29615384615384616
D_vs_REST,2023,Nearest_OR_Edge_Retest_Count_AtEntry,ACCEPTANCE_RECLAIM,16,25,1.0,1.0,0.0,-0.12
D_vs_REST,2024,Nearest_OR_Edge_Retest_Count_AtEntry,ACCEPTANCE_RECLAIM,18,31,0.0,1.0,-1.0,-0.08960573476702509
D_vs_REST,2025,Nearest_OR_Edge_Retest_Count_AtEntry,ACCEPTANCE_RECLAIM,22,21,1.0,0.0,1.0,0.20995670995670995
D_vs_REST,2026,Nearest_OR_Edge_Retest_Count_AtEntry,ACCEPTANCE_RECLAIM,5,9,1.0,0.0,1.0,0.3111111111111111
D_vs_REST,2022,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,ACCEPTANCE_RECLAIM,10,26,0.0,0.0,0.0,0.16923076923076924
D_vs_REST,2023,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,ACCEPTANCE_RECLAIM,16,25,0.25,0.0,1.0,0.0
D_vs_REST,2024,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,ACCEPTANCE_RECLAIM,18,31,0.0,0.0,0.0,0.01971326164874552
D_vs_REST,2025,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,ACCEPTANCE_RECLAIM,22,21,0.0,0.0,0.0,0.1645021645021645
D_vs_REST,2026,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,ACCEPTANCE_RECLAIM,5,9,1.0,0.0,1.0,0.4444444444444444
D_vs_REST,2022,signed_delta_1s,FLOW_BURST_QUALITY,10,26,179.0,161.0,1.0,0.22692307692307692
D_vs_REST,2023,signed_delta_1s,FLOW_BURST_QUALITY,16,25,180.0,186.0,-1.0,-0.1675
D_vs_REST,2024,signed_delta_1s,FLOW_BURST_QUALITY,18,31,164.0,171.0,-1.0,-0.043010752688172046
D_vs_REST,2025,signed_delta_1s,FLOW_BURST_QUALITY,22,21,151.0,156.0,-1.0,-0.08874458874458875
D_vs_REST,2026,signed_delta_1s,FLOW_BURST_QUALITY,5,9,152.0,140.0,1.0,0.06666666666666667
D_vs_REST,2022,signed_delta_change_1s,FLOW_BURST_QUALITY,10,26,178.0,148.0,1.0,0.2
D_vs_REST,2023,signed_delta_change_1s,FLOW_BURST_QUALITY,16,25,150.0,171.0,-1.0,-0.155
D_vs_REST,2024,signed_delta_change_1s,FLOW_BURST_QUALITY,18,31,144.0,157.0,-1.0,-0.08064516129032258
D_vs_REST,2025,signed_delta_change_1s,FLOW_BURST_QUALITY,22,21,144.5,135.0,1.0,-0.010822510822510822
D_vs_REST,2026,signed_delta_change_1s,FLOW_BURST_QUALITY,5,9,134.0,131.0,1.0,0.1111111111111111
D_vs_REST,2022,signed_velocity_1s,PERSISTENCE_EXHAUSTION,10,26,5.0,5.0,0.0,-0.023076923076923078
D_vs_REST,2023,signed_velocity_1s,PERSISTENCE_EXHAUSTION,16,25,2.0,3.0,-1.0,-0.085
D_vs_REST,2024,signed_velocity_1s,PERSISTENCE_EXHAUSTION,18,31,3.0,4.0,-1.0,-0.08422939068100359
D_vs_REST,2025,signed_velocity_1s,PERSISTENCE_EXHAUSTION,22,21,3.0,3.0,0.0,-0.15800865800865802
D_vs_REST,2026,signed_velocity_1s,PERSISTENCE_EXHAUSTION,5,9,11.0,6.0,1.0,0.28888888888888886
D_vs_REST,2022,signed_velocity_3s,PERSISTENCE_EXHAUSTION,10,26,2.3333333333333335,2.0,1.0,-0.05384615384615385
D_vs_REST,2023,signed_velocity_3s,PERSISTENCE_EXHAUSTION,16,25,1.0,1.333333333333333,-1.0,-0.0725
D_vs_REST,2024,signed_velocity_3s,PERSISTENCE_EXHAUSTION,18,31,1.666666666666667,1.666666666666667,0.0,0.012544802867383513
D_vs_REST,2025,signed_velocity_3s,PERSISTENCE_EXHAUSTION,22,21,1.666666666666667,2.333333333333333,-1.0,-0.23376623376623376
D_vs_REST,2026,signed_velocity_3s,PERSISTENCE_EXHAUSTION,5,9,3.666666666666667,2.333333333333333,1.0,0.4222222222222222
D_vs_REST,2022,signed_acceleration_1s,PERSISTENCE_EXHAUSTION,10,26,4.0,4.0,0.0,-0.18461538461538463
D_vs_REST,2023,signed_acceleration_1s,PERSISTENCE_EXHAUSTION,16,25,1.5,2.0,-1.0,-0.0325
D_vs_REST,2024,signed_acceleration_1s,PERSISTENCE_EXHAUSTION,18,31,2.5,3.0,-1.0,-0.0985663082437276
D_vs_REST,2025,signed_acceleration_1s,PERSISTENCE_EXHAUSTION,22,21,1.5,1.0,1.0,-0.032467532467532464
D_vs_REST,2026,signed_acceleration_1s,PERSISTENCE_EXHAUSTION,5,9,7.0,5.0,1.0,0.2
D_vs_REST,2022,price_impact_per_100_contracts,EFFORT_VS_RESULT,10,26,1.3150944819929071,1.48658288168374,-1.0,-0.1576923076923077
D_vs_REST,2023,price_impact_per_100_contracts,EFFORT_VS_RESULT,16,25,0.7023370233702337,0.7130124777183601,-1.0,-0.0925
D_vs_REST,2024,price_impact_per_100_contracts,EFFORT_VS_RESULT,18,31,1.2132352941176472,1.2526096033402923,-1.0,-0.035842293906810034
D_vs_REST,2025,price_impact_per_100_contracts,EFFORT_VS_RESULT,22,21,1.2183573119650335,1.2820512820512822,-1.0,-0.14502164502164502
D_vs_REST,2026,price_impact_per_100_contracts,EFFORT_VS_RESULT,5,9,2.5522041763341066,2.140672782874618,1.0,0.022222222222222223
D_vs_REST,2022,absorption_pressure_1s,EFFORT_VS_RESULT,10,26,45.625,30.75,1.0,0.12307692307692308
D_vs_REST,2023,absorption_pressure_1s,EFFORT_VS_RESULT,16,25,81.58333333333334,76.5,1.0,0.0175
D_vs_REST,2024,absorption_pressure_1s,EFFORT_VS_RESULT,18,31,52.33333333333333,47.0,1.0,0.06989247311827956
D_vs_REST,2025,absorption_pressure_1s,EFFORT_VS_RESULT,22,21,42.875,49.0,-1.0,0.12337662337662338
D_vs_REST,2026,absorption_pressure_1s,EFFORT_VS_RESULT,5,9,15.0,25.666666666666668,-1.0,-0.1111111111111111
D_vs_REST,2022,delta_share_of_volume,FLOW_BURST_QUALITY,10,26,0.5398986891725132,0.5846645367412141,-1.0,-0.08461538461538462
D_vs_REST,2023,delta_share_of_volume,FLOW_BURST_QUALITY,16,25,0.527589461941131,0.6021220159151194,-1.0,-0.1625
D_vs_REST,2024,delta_share_of_volume,FLOW_BURST_QUALITY,18,31,0.6159722222222221,0.6147540983606558,1.0,0.06810035842293907
D_vs_REST,2025,delta_share_of_volume,FLOW_BURST_QUALITY,22,21,0.6071195485257985,0.6282051282051282,-1.0,-0.07792207792207792
D_vs_REST,2026,delta_share_of_volume,FLOW_BURST_QUALITY,5,9,0.44594594594594594,0.5737704918032787,-1.0,-0.28888888888888886
D_vs_REST,2022,mean_trade_size,FLOW_BURST_QUALITY,10,26,1.1914151838009706,1.1399081502150912,1.0,0.23846153846153847
D_vs_REST,2023,mean_trade_size,FLOW_BURST_QUALITY,16,25,1.218414712720957,1.2550607287449393,-1.0,-0.2
D_vs_REST,2024,mean_trade_size,FLOW_BURST_QUALITY,18,31,1.3602668643439584,1.1649122807017545,1.0,0.3870967741935484
D_vs_REST,2025,mean_trade_size,FLOW_BURST_QUALITY,22,21,1.1890020411298643,1.2740384615384615,-1.0,-0.329004329004329
D_vs_REST,2026,mean_trade_size,FLOW_BURST_QUALITY,5,9,1.1312335958005248,1.2248062015503876,-1.0,-0.4222222222222222
D_vs_REST,2022,delta_persistence_1_3,PERSISTENCE_EXHAUSTION,10,26,0.37355328620057604,0.42473118279569894,-1.0,-0.4
D_vs_REST,2023,delta_persistence_1_3,PERSISTENCE_EXHAUSTION,16,25,0.4104609929078014,0.37455197132616486,1.0,0.305
D_vs_REST,2024,delta_persistence_1_3,PERSISTENCE_EXHAUSTION,18,31,0.39499556668231367,0.36879432624113473,1.0,0.03942652329749104
D_vs_REST,2025,delta_persistence_1_3,PERSISTENCE_EXHAUSTION,22,21,0.3998525119382819,0.3979328165374677,1.0,-0.06926406926406926
D_vs_REST,2026,delta_persistence_1_3,PERSISTENCE_EXHAUSTION,5,9,0.4100877192982456,0.39285714285714285,1.0,0.28888888888888886
D_vs_REST,2022,delta_persistence_3_5,PERSISTENCE_EXHAUSTION,10,26,0.5958333333333333,0.6247010729455671,-1.0,-0.2846153846153846
D_vs_REST,2023,delta_persistence_3_5,PERSISTENCE_EXHAUSTION,16,25,0.6319005186859954,0.6128755364806867,1.0,0.26
D_vs_REST,2024,delta_persistence_3_5,PERSISTENCE_EXHAUSTION,18,31,0.6349618892915156,0.6253968253968254,1.0,-0.04659498207885305
D_vs_REST,2025,delta_persistence_3_5,PERSISTENCE_EXHAUSTION,22,21,0.6036923426493979,0.614354066985646,-1.0,0.030303030303030304
D_vs_REST,2026,delta_persistence_3_5,PERSISTENCE_EXHAUSTION,5,9,0.6067039106145251,0.6333333333333333,-1.0,-0.28888888888888886
D_vs_REST,2022,velocity_consistency,PERSISTENCE_EXHAUSTION,10,26,1.0,1.0,0.0,-0.023076923076923078
D_vs_REST,2023,velocity_consistency,PERSISTENCE_EXHAUSTION,16,25,1.0,1.0,0.0,0.02
