feature_a,family_a,feature_b,family_b,spearman,pearson,abs_spearman,redundant_ge_0_90
Profile_Position_Percentile,AUCTION_THEORY,PreEntry_Directional_Efficiency3_AtEntry,OTHER_CAUSAL_CONTEXT,-0.027896880336469893,-0.0406866209808642,0.027896880336469893,0
TicksPerSecond,TIME_REGIME,execution_cvd_alignment,OTHER_CAUSAL_CONTEXT,0.02786470873586853,0.03769866275790256,0.02786470873586853,0
Velocity1s,PERSISTENCE_EXHAUSTION,execution_cvd_alignment,OTHER_CAUSAL_CONTEXT,0.02786470873586853,0.03769866275790256,0.02786470873586853,0
DeltaChangeZScore,FLOW_BURST_QUALITY,Profile_Excess_Kurtosis,AUCTION_THEORY,0.027762318592405497,0.07143205345495582,0.027762318592405497,0
DeltaChange1s,FLOW_BURST_QUALITY,directional_poc_distance,AUCTION_THEORY,-0.02774571089237214,-0.008816024338926512,0.02774571089237214,0
Delta3s,FLOW_BURST_QUALITY,signed_velocity_1s,PERSISTENCE_EXHAUSTION,-0.0277215452409993,0.03470896594381231,0.0277215452409993,0
CumulativeDeltaWindow,FLOW_BURST_QUALITY,signed_velocity_1s,PERSISTENCE_EXHAUSTION,-0.0277215452409993,0.03470896594381231,0.0277215452409993,0
Dist_LVN_Ticks,AUCTION_THEORY,weekday_index,TIME_REGIME,-0.027689576998130638,-0.02426325777042568,0.027689576998130638,0
Velocity5s,PERSISTENCE_EXHAUSTION,BreakOut_TICKS_PER_SEC_AtEntry,OTHER_CAUSAL_CONTEXT,-0.02765565967385344,0.04080419384689177,0.02765565967385344,0
Acceleration1s,PERSISTENCE_EXHAUSTION,price_impact_per_100_contracts,EFFORT_VS_RESULT,-0.02765118707086932,-0.0935518157275928,0.02765118707086932,0
PreBurst_Impulse_Survival_Seconds,AUCTION_THEORY,delta_share_of_volume,FLOW_BURST_QUALITY,0.027647244667976665,0.007043334170001307,0.027647244667976665,0
Profile_Position_Percentile,AUCTION_THEORY,Signed_Delta_Share_AtEntry,FLOW_BURST_QUALITY,-0.027625164012647307,0.035880653300854125,0.027625164012647307,0
Profile_Std_Ticks,AUCTION_THEORY,Previous_Delta_AtEntry,FLOW_BURST_QUALITY,-0.027604275925166167,0.001372317775161977,0.027604275925166167,0
Directional_VWAP_Distance_Ticks_AtEntry,AUCTION_THEORY,profile_confluence_4t,AUCTION_THEORY,-0.027588913368796996,0.019900524339788245,0.027588913368796996,0
Delta_AtEntry,FLOW_BURST_QUALITY,price_impact_per_100_contracts,EFFORT_VS_RESULT,0.027529279346791353,-0.035275281341675895,0.027529279346791353,0
Previous_Delta_AtEntry,FLOW_BURST_QUALITY,signed_acceleration_1s,PERSISTENCE_EXHAUSTION,0.027489522486724052,0.08252648658638524,0.027489522486724052,0
Profile_Normalized_Entropy,AUCTION_THEORY,signed_velocity_decay_1_5,PERSISTENCE_EXHAUSTION,0.027434678498505696,-0.03596265589720657,0.027434678498505696,0
Velocity3s,PERSISTENCE_EXHAUSTION,flow_price_alignment,OTHER_CAUSAL_CONTEXT,0.02741807256884337,0.04943123339019005,0.02741807256884337,0
Profile_Effective_Nodes,AUCTION_THEORY,flow_price_alignment,OTHER_CAUSAL_CONTEXT,-0.027387947245379265,0.007207178503306295,0.027387947245379265,0
Volume_AtEntry,FLOW_BURST_QUALITY,Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,-0.027384576854523588,-0.06149615287383415,0.027384576854523588,0
Previous_Volume_AtEntry,FLOW_BURST_QUALITY,signed_delta_decay_1_5,PERSISTENCE_EXHAUSTION,0.027383889251268573,0.028349815646583957,0.027383889251268573,0
Dist_OR_Low_Ticks,AUCTION_THEORY,mean_trade_size,FLOW_BURST_QUALITY,-0.027371480348086497,0.005757893629734858,0.027371480348086497,0
Dist_OR_High_Ticks,AUCTION_THEORY,Signed_Delta_Share_AtEntry,FLOW_BURST_QUALITY,0.027322427839834205,-0.004292656782430014,0.027322427839834205,0
Nearest_OR_Edge_Distance_Ticks_AtEntry,AUCTION_THEORY,flow_price_alignment,OTHER_CAUSAL_CONTEXT,0.02730085110159614,0.01164545103495363,0.02730085110159614,0
flow_price_alignment,OTHER_CAUSAL_CONTEXT,distance_nearest_or_edge_ticks,AUCTION_THEORY,0.02730085110159614,0.011645451034953597,0.02730085110159614,0
Dist_VAL_Ticks,AUCTION_THEORY,PreBurst_Rotation_Index_10s,TEMPORAL_SEQUENCE,0.027242618153881834,0.03992256871029693,0.027242618153881834,0
DeltaChange1s,FLOW_BURST_QUALITY,PreBurst_Acceptance_Dwell_Ratio_5s,ACCEPTANCE_RECLAIM,-0.027237446572859654,-0.025650560540437198,0.027237446572859654,0
BreakOut_TICKS_PER_SEC_AtEntry,OTHER_CAUSAL_CONTEXT,delta_persistence_3_5,PERSISTENCE_EXHAUSTION,-0.027153627484684834,-0.0533728420611196,0.027153627484684834,0
execution_side_sign,OTHER_CAUSAL_CONTEXT,distance_nearest_profile_reference_ticks,AUCTION_THEORY,0.02711383936018147,0.04299384627090523,0.02711383936018147,0
Delta5s,FLOW_BURST_QUALITY,Volume_AtEntry,FLOW_BURST_QUALITY,0.02702248556889035,0.03365727578531361,0.02702248556889035,0
PreBurst_Reclaim_Count_10s,ACCEPTANCE_RECLAIM,or_position_fraction,AUCTION_THEORY,-0.02701592613030417,0.003835116516433791,0.02701592613030417,0
Velocity5s,PERSISTENCE_EXHAUSTION,burst_efficiency_score,EFFORT_VS_RESULT,-0.027015666398919315,-0.04540600234789855,0.027015666398919315,0
Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,PreEntry_Directional_Delta_Share3_AtEntry,FLOW_BURST_QUALITY,0.027009284210918014,0.03161722447053326,0.027009284210918014,0
Delta5s,FLOW_BURST_QUALITY,burst_efficiency_score,EFFORT_VS_RESULT,0.02700090448290227,0.004088406653244731,0.02700090448290227,0
PeakNegativeDelta,FLOW_BURST_QUALITY,PreBurst_Reclaim_Count_10s,ACCEPTANCE_RECLAIM,0.02690121391080101,0.07188754169502463,0.02690121391080101,0
Profile_Std_Ticks,AUCTION_THEORY,execution_cvd_alignment,OTHER_CAUSAL_CONTEXT,0.026883585467777936,-0.04214761903508723,0.026883585467777936,0
DeltaChangeZScore,FLOW_BURST_QUALITY,execution_cvd_alignment,OTHER_CAUSAL_CONTEXT,-0.026883585467777936,-0.020235611316848992,0.026883585467777936,0
Profile_Concentration,AUCTION_THEORY,delta_share_of_volume,FLOW_BURST_QUALITY,0.026859285216331158,0.014811840196569262,0.026859285216331158,0
ContractsPerSecond,FLOW_BURST_QUALITY,Dist_OR_High_Ticks,AUCTION_THEORY,-0.026802344902389957,-0.03625055771619812,0.026802344902389957,0
DeltaPercentile,FLOW_BURST_QUALITY,Dist_OR_High_Ticks,AUCTION_THEORY,-0.026781653108646143,-0.03894737304414124,0.026781653108646143,0
Profile_Normalized_Entropy,AUCTION_THEORY,Signed_Delta_Share_AtEntry,FLOW_BURST_QUALITY,-0.02676909183574872,-0.0644870049051093,0.02676909183574872,0
Dist_OR_Low_Ticks,AUCTION_THEORY,delta_persistence_3_5,PERSISTENCE_EXHAUSTION,0.026769054728885706,-0.04764336210492844,0.026769054728885706,0
Previous_Volume_AtEntry,FLOW_BURST_QUALITY,delta_persistence_1_3,PERSISTENCE_EXHAUSTION,0.026677454951669344,-0.007666205468510616,0.026677454951669344,0
Delta2s,FLOW_BURST_QUALITY,Body_OR_Ratio_AtEntry,AUCTION_THEORY,0.026652677663082987,0.024514786986411467,0.026652677663082987,0
Acceleration3s,PERSISTENCE_EXHAUSTION,mean_trade_size,FLOW_BURST_QUALITY,-0.026639154643794797,0.04004584530879112,0.026639154643794797,0
Dist_POC_Ticks,AUCTION_THEORY,signed_velocity_decay_1_5,PERSISTENCE_EXHAUSTION,0.026611041905604663,0.02353701656164201,0.026611041905604663,0
Delta1s,FLOW_BURST_QUALITY,PreBurst_Reclaim_Count_10s,ACCEPTANCE_RECLAIM,0.026555286754193212,0.041316573837598,0.026555286754193212,0
signed_delta_1s,FLOW_BURST_QUALITY,distance_nearest_or_edge_ticks,AUCTION_THEORY,0.02652559740081483,0.1404689276431917,0.02652559740081483,0
Nearest_OR_Edge_Distance_Ticks_AtEntry,AUCTION_THEORY,signed_delta_1s,FLOW_BURST_QUALITY,0.02652559740081483,0.14046892764319183,0.02652559740081483,0
DeltaChange1s,FLOW_BURST_QUALITY,delta_persistence_3_5,PERSISTENCE_EXHAUSTION,-0.026514498799768263,-0.05720777265195914,0.026514498799768263,0
Delta1s,FLOW_BURST_QUALITY,Previous_Volume_AtEntry,FLOW_BURST_QUALITY,0.02651221633651841,-0.021737351761853894,0.02651221633651841,0
Dist_OR_High_Ticks,AUCTION_THEORY,PreBurst_Price_Per_Volume_3s,EFFORT_VS_RESULT,-0.026498877800437134,-0.12907658034026953,0.026498877800437134,0
PreBurst_Price_Per_Volume_3s,EFFORT_VS_RESULT,execution_side_sign,OTHER_CAUSAL_CONTEXT,-0.02649156137327992,0.004149251544938917,0.02649156137327992,0
Velocity5s,PERSISTENCE_EXHAUSTION,absorption_pressure_1s,EFFORT_VS_RESULT,0.026480332362312665,-0.04755431124996519,0.026480332362312665,0
PreBurst_Acceptance_Dwell_Ratio_5s,ACCEPTANCE_RECLAIM,Profile_Normalized_Entropy,AUCTION_THEORY,-0.026473201132758035,-0.06454022600776692,0.026473201132758035,0
PreBurst_Impulse_Survival_Seconds,AUCTION_THEORY,month_index,TIME_REGIME,0.026459229547543504,0.04256795867354063,0.026459229547543504,0
Dist_HVN_Ticks,AUCTION_THEORY,PreEntry_Directional_Efficiency3_AtEntry,OTHER_CAUSAL_CONTEXT,0.026412837313619972,-0.032968355550225606,0.026412837313619972,0
Profile_Local_Maxima_Count,AUCTION_THEORY,signed_delta_1s,FLOW_BURST_QUALITY,-0.026378289790502166,0.05676631316626571,0.026378289790502166,0
Dist_VAL_Ticks,AUCTION_THEORY,PreBurst_Impulse_Survival_Seconds,AUCTION_THEORY,-0.02633541970674941,-0.024030363061878873,0.02633541970674941,0
DeltaPercentile,FLOW_BURST_QUALITY,Dist_VAH_Ticks,AUCTION_THEORY,-0.026285914052795213,-0.0717086980428145,0.026285914052795213,0
TradesPerSecond,TIME_REGIME,PreEntry_Volume_Climax_Ratio_AtEntry,FLOW_BURST_QUALITY,-0.026267527638819732,0.07234048045642082,0.026267527638819732,0
DeltaChange1s,FLOW_BURST_QUALITY,signed_acceleration_1s,PERSISTENCE_EXHAUSTION,0.02623621652964843,0.0471001881216231,0.02623621652964843,0
Dist_VAH_Ticks,AUCTION_THEORY,PreEntry_Directional_Efficiency3_AtEntry,OTHER_CAUSAL_CONTEXT,0.02621315024845805,0.03976843601069993,0.02621315024845805,0
DeltaChange1s,FLOW_BURST_QUALITY,vwap_poc_spread_ticks,AUCTION_THEORY,0.026166315804330875,0.02902256799098933,0.026166315804330875,0
Velocity3s,PERSISTENCE_EXHAUSTION,distance_nearest_profile_reference_ticks,AUCTION_THEORY,-0.026154351480088756,-0.02920912745174758,0.026154351480088756,0
Velocity1s,PERSISTENCE_EXHAUSTION,PreBurst_Rotation_Index_10s,TEMPORAL_SEQUENCE,0.026140662188645115,-0.0045855070506022316,0.026140662188645115,0
TicksPerSecond,TIME_REGIME,PreBurst_Rotation_Index_10s,TEMPORAL_SEQUENCE,0.026140662188645115,-0.0045855070506022316,0.026140662188645115,0
ContractsPerSecond,FLOW_BURST_QUALITY,PreBurst_Impulse_Survival_Seconds,AUCTION_THEORY,-0.026101454475997276,-0.015589737458790283,0.026101454475997276,0
Previous_Delta_AtEntry,FLOW_BURST_QUALITY,absorption_pressure_1s,EFFORT_VS_RESULT,-0.025980002868412806,-0.026622804293107438,0.025980002868412806,0
Dist_VWAP_Ticks,AUCTION_THEORY,price_impact_per_100_contracts,EFFORT_VS_RESULT,0.025949116514194397,-0.030924153067181877,0.025949116514194397,0
PeakNegativeDelta,FLOW_BURST_QUALITY,distance_nearest_profile_reference_ticks,AUCTION_THEORY,-0.025941900847160172,-0.06658049110554104,0.025941900847160172,0
Previous_Delta_AtEntry,FLOW_BURST_QUALITY,PreEntry_Directional_Delta_Share3_AtEntry,FLOW_BURST_QUALITY,0.025938498752238165,-0.05038550382835035,0.025938498752238165,0
Dist_VAL_Ticks,AUCTION_THEORY,signed_delta_decay_1_5,PERSISTENCE_EXHAUSTION,0.0259260980669217,0.03402391785375188,0.0259260980669217,0
ContractsPerSecond,FLOW_BURST_QUALITY,PreBurst_Rotation_Index_10s,TEMPORAL_SEQUENCE,-0.025922762416460184,0.07484764293194326,0.025922762416460184,0
Delta1s,FLOW_BURST_QUALITY,Profile_Excess_Kurtosis,AUCTION_THEORY,0.02587322400338349,0.07037930893628332,0.02587322400338349,0
Profile_Position_Percentile,AUCTION_THEORY,Signed_Previous_Delta_Share_AtEntry,FLOW_BURST_QUALITY,-0.025829572971840804,-0.04533278315681876,0.025829572971840804,0
Profile_Effective_Nodes,AUCTION_THEORY,PreEntry_Directional_Delta_Share3_AtEntry,FLOW_BURST_QUALITY,-0.02579748774200286,0.025120227606460335,0.02579748774200286,0
Profile_Effective_Nodes,AUCTION_THEORY,Directional_VWAP_Distance_Ticks_AtEntry,AUCTION_THEORY,-0.025780213194057964,-0.051089285161660045,0.025780213194057964,0
DeltaPercentile,FLOW_BURST_QUALITY,PreBurst_Reclaim_Count_10s,ACCEPTANCE_RECLAIM,-0.02575940871585995,0.0071768378683284405,0.02575940871585995,0
Previous_Delta_AtEntry,FLOW_BURST_QUALITY,price_impact_per_100_contracts,EFFORT_VS_RESULT,0.025745013846359736,0.07912371964549705,0.025745013846359736,0
Dist_VWAP_Ticks,AUCTION_THEORY,PreBurst_Path_Efficiency_10s,TEMPORAL_SEQUENCE,0.025742639993273503,-0.03415191789101099,0.025742639993273503,0
TradesPerSecond,TIME_REGIME,Dist_VWAP_Ticks,AUCTION_THEORY,-0.02569149445575918,0.011710270642187498,0.02569149445575918,0
Delta_Change_AtEntry,FLOW_BURST_QUALITY,distance_nearest_profile_reference_ticks,AUCTION_THEORY,-0.0256362819924693,-0.03955093798320709,0.0256362819924693,0
Dist_VAL_Ticks,AUCTION_THEORY,price_impact_per_100_contracts,EFFORT_VS_RESULT,0.025578595137397825,0.03404713613272633,0.025578595137397825,0
Dist_VWAP_Ticks,AUCTION_THEORY,signed_velocity_1s,PERSISTENCE_EXHAUSTION,-0.02553624884026346,0.02721299194745083,0.02553624884026346,0
Dist_VWAP_Ticks,AUCTION_THEORY,profile_confluence_4t,AUCTION_THEORY,0.025526398141065387,0.01944493554296476,0.025526398141065387,0
Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,signed_delta_decay_1_5,PERSISTENCE_EXHAUSTION,0.02538966562838953,0.00456870052490455,0.02538966562838953,0
Acceleration1s,PERSISTENCE_EXHAUSTION,execution_cvd_alignment,OTHER_CAUSAL_CONTEXT,0.025370964678535047,0.015639857342922336,0.025370964678535047,0
PreBurst_Acceptance_Dwell_Ratio_5s,ACCEPTANCE_RECLAIM,PreBurst_Reclaim_Count_10s,ACCEPTANCE_RECLAIM,-0.02530230148609944,0.005377930480515252,0.02530230148609944,0
Dist_VAH_Ticks,AUCTION_THEORY,PreBurst_Price_Per_Volume_3s,EFFORT_VS_RESULT,-0.02527083473062447,-0.1140252167259823,0.02527083473062447,0
PreBurst_Price_Per_Delta_3s,EFFORT_VS_RESULT,PreEntry_Directional_Efficiency3_AtEntry,OTHER_CAUSAL_CONTEXT,0.025269354061360452,-0.050246642103122775,0.025269354061360452,0
Delta_AtEntry,FLOW_BURST_QUALITY,distance_nearest_profile_reference_ticks,AUCTION_THEORY,-0.02523774001485481,-0.041519873212493605,0.02523774001485481,0
Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,signed_delta_change_1s,FLOW_BURST_QUALITY,-0.025101991323181746,-0.0224464744841108,0.025101991323181746,0
Delta2s,FLOW_BURST_QUALITY,signed_velocity_3s,PERSISTENCE_EXHAUSTION,0.02504031380762556,0.03670982997159348,0.02504031380762556,0
PreBurst_Price_Per_Volume_3s,EFFORT_VS_RESULT,Profile_Normalized_Entropy,AUCTION_THEORY,-0.025026890208041712,-0.05125634467464306,0.025026890208041712,0
PreBurst_Rotation_Index_10s,TEMPORAL_SEQUENCE,weekday_index,TIME_REGIME,0.02501977599902924,0.034586372922019444,0.02501977599902924,0
Dist_LVN_Ticks,AUCTION_THEORY,or_position_fraction,AUCTION_THEORY,-0.025017838763867917,0.018584115444801957,0.025017838763867917,0
Previous_Delta_AtEntry,FLOW_BURST_QUALITY,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,ACCEPTANCE_RECLAIM,-0.025012157249905183,-0.04905622030221111,0.025012157249905183,0
Profile_Normalized_Entropy,AUCTION_THEORY,price_impact_per_100_contracts,EFFORT_VS_RESULT,-0.024949426907518207,-0.019836655761366777,0.024949426907518207,0
DeltaChangeZScore,FLOW_BURST_QUALITY,Body_OR_Ratio_AtEntry,AUCTION_THEORY,0.02494940833581626,0.010744472219360209,0.02494940833581626,0
profile_confluence_4t,AUCTION_THEORY,month_index,TIME_REGIME,0.024914967965139565,0.03345661473142854,0.024914967965139565,0
Buy_Imbalance_Count_AtEntry,FLOW_BURST_QUALITY,PreEntry_Directional_Delta_Share3_AtEntry,FLOW_BURST_QUALITY,-0.024815896911232004,-0.08647852227437648,0.024815896911232004,0
Previous_Volume_AtEntry,FLOW_BURST_QUALITY,mean_trade_size,FLOW_BURST_QUALITY,-0.024757132445107438,0.050263565469829345,0.024757132445107438,0
PreBurst_Price_Per_Delta_3s,EFFORT_VS_RESULT,execution_side_sign,OTHER_CAUSAL_CONTEXT,0.024748721981108283,0.03619659823052815,0.024748721981108283,0
PreBurst_Rotation_Index_10s,TEMPORAL_SEQUENCE,Body_AtEntry,OTHER_CAUSAL_CONTEXT,-0.024681958849124486,0.02497147130263563,0.024681958849124486,0
BuySellRatio,OTHER_CAUSAL_CONTEXT,PreBurst_Price_Per_Delta_3s,EFFORT_VS_RESULT,-0.02459680483418205,-0.11566576746193695,0.02459680483418205,0
Dist_LVN_Ticks,AUCTION_THEORY,Profile_Concentration,AUCTION_THEORY,-0.02452438467930019,-0.03479631812885805,0.02452438467930019,0
TicksPerSecond,TIME_REGIME,PreBurst_Reclaim_Count_10s,ACCEPTANCE_RECLAIM,0.024518417477530908,0.017578909251165405,0.024518417477530908,0
Velocity1s,PERSISTENCE_EXHAUSTION,PreBurst_Reclaim_Count_10s,ACCEPTANCE_RECLAIM,0.024518417477530908,0.017578909251165405,0.024518417477530908,0
PreBurst_Price_Per_Volume_3s,EFFORT_VS_RESULT,Signed_Previous_Delta_Share_AtEntry,FLOW_BURST_QUALITY,-0.02450301503422445,-0.05233908392317825,0.02450301503422445,0
Profile_Position_Percentile,AUCTION_THEORY,PreEntry_Directional_Delta_Share3_AtEntry,FLOW_BURST_QUALITY,0.024486033844464804,0.00804465194718607,0.024486033844464804,0
Delta10s,FLOW_BURST_QUALITY,PreBurst_Reclaim_Count_10s,ACCEPTANCE_RECLAIM,0.02446752685885752,0.043525392593808485,0.02446752685885752,0
Velocity5s,PERSISTENCE_EXHAUSTION,PreBurst_Reclaim_Count_10s,ACCEPTANCE_RECLAIM,-0.024418274801030718,-0.004174915591448894,0.024418274801030718,0
Profile_Skewness,AUCTION_THEORY,Cumulative_Delta_AtEntry,FLOW_BURST_QUALITY,-0.02435035746393253,0.0315445398126194,0.02435035746393253,0
DeltaChangeZScore,FLOW_BURST_QUALITY,PreBurst_Reclaim_Count_10s,ACCEPTANCE_RECLAIM,0.024344147282906382,0.02015507324015039,0.024344147282906382,0
Delta_AtEntry,FLOW_BURST_QUALITY,profile_confluence_4t,AUCTION_THEORY,-0.024229320709613575,-0.035504867101714487,0.024229320709613575,0
Velocity3s,PERSISTENCE_EXHAUSTION,signed_velocity_decay_1_5,PERSISTENCE_EXHAUSTION,0.02413956852875083,-0.04898118066138411,0.02413956852875083,0
DeltaChangeZScore,FLOW_BURST_QUALITY,signed_acceleration_1s,PERSISTENCE_EXHAUSTION,-0.02412963338847783,0.0077211411070131535,0.02412963338847783,0
Velocity3s,PERSISTENCE_EXHAUSTION,liquidity_absorption_score,OTHER_CAUSAL_CONTEXT,0.024127199023048766,-0.023452797468834392,0.024127199023048766,0
Delta2s,FLOW_BURST_QUALITY,Profile_Excess_Kurtosis,AUCTION_THEORY,0.02411340687019648,0.062397125122956885,0.02411340687019648,0
PreEntry_Directional_Delta_Share3_AtEntry,FLOW_BURST_QUALITY,month_index,TIME_REGIME,-0.02409305696637078,0.022506695284032412,0.02409305696637078,0
PeakPositiveDelta,FLOW_BURST_QUALITY,Body_OR_Ratio_AtEntry,AUCTION_THEORY,0.024049239477012745,0.02646243524610216,0.024049239477012745,0
velocity_consistency,PERSISTENCE_EXHAUSTION,distance_nearest_or_edge_ticks,AUCTION_THEORY,0.024043429779223545,0.01473025029234412,0.024043429779223545,0
Nearest_OR_Edge_Distance_Ticks_AtEntry,AUCTION_THEORY,velocity_consistency,PERSISTENCE_EXHAUSTION,0.024043429779223545,0.01473025029234413,0.024043429779223545,0
Profile_Position_Percentile,AUCTION_THEORY,mean_trade_size,FLOW_BURST_QUALITY,-0.024000840803770494,-0.01405118659002198,0.024000840803770494,0
Body_AtEntry,OTHER_CAUSAL_CONTEXT,signed_delta_change_1s,FLOW_BURST_QUALITY,-0.02389396821883404,0.07036585158137793,0.02389396821883404,0
signed_delta_change_1s,FLOW_BURST_QUALITY,directional_vwap_distance,AUCTION_THEORY,-0.023891785956882388,0.04126375927925437,0.023891785956882388,0
Velocity5s,PERSISTENCE_EXHAUSTION,Volume_AtEntry,FLOW_BURST_QUALITY,0.023862727037859875,0.041684289394367115,0.023862727037859875,0
PreBurst_Local_Entropy_10s,TEMPORAL_SEQUENCE,liquidity_absorption_score,OTHER_CAUSAL_CONTEXT,-0.023776121586867986,0.11136525858908194,0.023776121586867986,0
Delta2s,FLOW_BURST_QUALITY,PreBurst_Reclaim_Count_10s,ACCEPTANCE_RECLAIM,0.023773256589245926,0.04295906312977183,0.023773256589245926,0
ContractsPerSecond,FLOW_BURST_QUALITY,flow_price_alignment,OTHER_CAUSAL_CONTEXT,0.023746927151887868,0.022472476748435177,0.023746927151887868,0
Delta10s,FLOW_BURST_QUALITY,Directional_VWAP_Distance_Ticks_AtEntry,AUCTION_THEORY,-0.023744976430396716,-0.051616220863268565,0.023744976430396716,0
Dist_OR_Low_Ticks,AUCTION_THEORY,Directional_VWAP_Distance_Ticks_AtEntry,AUCTION_THEORY,-0.023710194349380438,-0.04685965101201504,0.023710194349380438,0
Delta10s,FLOW_BURST_QUALITY,PreBurst_Local_Entropy_10s,TEMPORAL_SEQUENCE,-0.023635491227497373,-0.05033521255883404,0.023635491227497373,0
Cumulative_Delta_AtEntry,FLOW_BURST_QUALITY,seconds_from_open,TIME_REGIME,-0.023622873316871164,-0.06845820874975622,0.023622873316871164,0
Cumulative_Delta_AtEntry,FLOW_BURST_QUALITY,minute_from_open,TIME_REGIME,-0.023622873316871164,-0.06845820874975628,0.023622873316871164,0
Delta_AtEntry,FLOW_BURST_QUALITY,PreEntry_Volume_Climax_Ratio_AtEntry,FLOW_BURST_QUALITY,-0.023618127101433965,-0.02256555000592459,0.023618127101433965,0
Dist_VAL_Ticks,AUCTION_THEORY,PreBurst_Path_Efficiency_10s,TEMPORAL_SEQUENCE,-0.023515068926742686,-0.08475805455001544,0.023515068926742686,0
PreBurst_Impulse_Survival_Seconds,AUCTION_THEORY,Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,0.023510428146027475,0.01853940379354041,0.023510428146027475,0
Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,flow_price_alignment,OTHER_CAUSAL_CONTEXT,0.02348212993740916,0.06514956531454855,0.02348212993740916,0
Dist_VWAP_Ticks,AUCTION_THEORY,delta_share_of_volume,FLOW_BURST_QUALITY,0.023481539593811985,0.0017085312840953804,0.023481539593811985,0
Previous_Delta_AtEntry,FLOW_BURST_QUALITY,Signed_Delta_Share_AtEntry,FLOW_BURST_QUALITY,0.023470370390178363,-0.0482645696213908,0.023470370390178363,0
vwap_poc_spread_ticks,AUCTION_THEORY,signed_delta_decay_1_5,PERSISTENCE_EXHAUSTION,-0.023462400441015302,-0.0688146065362471,0.023462400441015302,0
Velocity1s,PERSISTENCE_EXHAUSTION,acceleration_velocity_ratio,PERSISTENCE_EXHAUSTION,-0.023406768687762588,-0.0031974511108012224,0.023406768687762588,0
TicksPerSecond,TIME_REGIME,acceleration_velocity_ratio,PERSISTENCE_EXHAUSTION,-0.023406768687762588,-0.0031974511108012224,0.023406768687762588,0
range,OTHER_CAUSAL_CONTEXT,profile_confluence_4t,AUCTION_THEORY,0.023403217101828584,0.03255424612163329,0.023403217101828584,0
OR_WidthTicks,AUCTION_THEORY,profile_confluence_4t,AUCTION_THEORY,0.023403217101828584,0.032554246121633226,0.023403217101828584,0
Dist_LVN_Ticks,AUCTION_THEORY,Body_OR_Ratio_AtEntry,AUCTION_THEORY,-0.02337758427726354,-0.05695716496247899,0.02337758427726354,0
PreBurst_Price_Per_Delta_3s,EFFORT_VS_RESULT,Previous_Volume_AtEntry,FLOW_BURST_QUALITY,0.023375533658384705,-0.03337648866469823,0.023375533658384705,0
PeakPositiveDelta,FLOW_BURST_QUALITY,Signed_Previous_Delta_Share_AtEntry,FLOW_BURST_QUALITY,-0.023286243248797706,-0.09776920241582626,0.023286243248797706,0
Signed_Delta_Share_AtEntry,FLOW_BURST_QUALITY,delta_persistence_3_5,PERSISTENCE_EXHAUSTION,-0.0232712057890299,-0.037986271673437835,0.0232712057890299,0
PreBurst_Impulse_Survival_Seconds,AUCTION_THEORY,Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,0.023214805228951963,0.03714698030742857,0.023214805228951963,0
Dist_OR_High_Ticks,AUCTION_THEORY,signed_velocity_1s,PERSISTENCE_EXHAUSTION,-0.023202345325874122,-0.08325992538717171,0.023202345325874122,0
PreEntry_Volume_Climax_Ratio_AtEntry,FLOW_BURST_QUALITY,signed_delta_change_1s,FLOW_BURST_QUALITY,0.023187813901046957,0.04648270334577636,0.023187813901046957,0
Delta1s,FLOW_BURST_QUALITY,signed_velocity_3s,PERSISTENCE_EXHAUSTION,0.023167925572527177,0.03733294196600816,0.023167925572527177,0
Profile_Effective_Nodes,AUCTION_THEORY,signed_delta_1s,FLOW_BURST_QUALITY,-0.02315826215331816,0.0776526317875902,0.02315826215331816,0
Delta2s,FLOW_BURST_QUALITY,Previous_Volume_AtEntry,FLOW_BURST_QUALITY,0.023128774086278822,-0.021672781399289895,0.023128774086278822,0
delta_persistence_3_5,PERSISTENCE_EXHAUSTION,month_index,TIME_REGIME,-0.02311202999917953,0.00949145434471083,0.02311202999917953,0
BuySellRatio,OTHER_CAUSAL_CONTEXT,Profile_Skewness,AUCTION_THEORY,0.02310470859610009,0.05975412937766678,0.02310470859610009,0
Dist_VWAP_Ticks,AUCTION_THEORY,signed_delta_change_1s,FLOW_BURST_QUALITY,-0.02301411977622458,-0.026061778148608664,0.02301411977622458,0
Profile_Skewness,AUCTION_THEORY,Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,-0.022921967757995848,-0.050435408722660724,0.022921967757995848,0
Directional_VWAP_Distance_Ticks_AtEntry,AUCTION_THEORY,Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,0.022896277684857157,-0.034863951245821666,0.022896277684857157,0
Dist_OR_High_Ticks,AUCTION_THEORY,Profile_Excess_Kurtosis,AUCTION_THEORY,-0.022782959148487675,-0.011286938140365571,0.022782959148487675,0
