feature_a,family_a,feature_b,family_b,spearman,pearson,abs_spearman,redundant_ge_0_90
PreBurst_Path_Efficiency_10s,TEMPORAL_SEQUENCE,flow_price_alignment,OTHER_CAUSAL_CONTEXT,0.3164120180140153,0.38074776985477615,0.3164120180140153,0
PreEntry_Range_Compression3_AtEntry,OTHER_CAUSAL_CONTEXT,Nearest_OR_Edge_Retest_Count_AtEntry,ACCEPTANCE_RECLAIM,0.3163489485604257,0.26809662259154565,0.3163489485604257,0
signed_acceleration_1s,PERSISTENCE_EXHAUSTION,mean_trade_size,FLOW_BURST_QUALITY,-0.31625699549669817,-0.28614898714035375,0.31625699549669817,0
Score_AtEntry,OTHER_CAUSAL_CONTEXT,signed_acceleration_1s,PERSISTENCE_EXHAUSTION,-0.3160062683715225,-0.2755159483007953,0.3160062683715225,0
Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,burst_efficiency_score,EFFORT_VS_RESULT,0.31599303857758315,0.5022674733706293,0.31599303857758315,0
Dist_OR_Low_Ticks,AUCTION_THEORY,Dist_HVN_Ticks,AUCTION_THEORY,0.3159887479265027,0.23224155429155188,0.3159887479265027,0
Dist_HVN_Ticks,AUCTION_THEORY,Delta_Change_AtEntry,FLOW_BURST_QUALITY,0.31531653681796884,0.24043665929818278,0.31531653681796884,0
Profile_Effective_Nodes,AUCTION_THEORY,liquidity_absorption_score,OTHER_CAUSAL_CONTEXT,-0.3149227896933549,-0.03186262462795819,0.3149227896933549,0
Delta10s,FLOW_BURST_QUALITY,Previous_Delta_AtEntry,FLOW_BURST_QUALITY,0.3148641865389711,0.3560870721559221,0.3148641865389711,0
Delta10s,FLOW_BURST_QUALITY,Cumulative_Delta_AtEntry,FLOW_BURST_QUALITY,0.3147381321009864,0.3034598310188726,0.3147381321009864,0
PreBurst_Price_Per_Delta_3s,EFFORT_VS_RESULT,signed_delta_decay_1_5,PERSISTENCE_EXHAUSTION,0.3145899779638829,0.2376265736291301,0.3145899779638829,0
Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,absorption_pressure_1s,EFFORT_VS_RESULT,-0.3135670269061368,-0.09236487008685441,0.3135670269061368,0
Profile_Effective_Nodes,AUCTION_THEORY,signed_velocity_3s,PERSISTENCE_EXHAUSTION,0.3122327220242643,0.44316265942778044,0.3122327220242643,0
minute_from_open,TIME_REGIME,distance_nearest_or_edge_ticks,AUCTION_THEORY,0.31207221591869905,0.3601484806609466,0.31207221591869905,0
Nearest_OR_Edge_Distance_Ticks_AtEntry,AUCTION_THEORY,seconds_from_open,TIME_REGIME,0.31207221591869905,0.36014848066094685,0.31207221591869905,0
Nearest_OR_Edge_Distance_Ticks_AtEntry,AUCTION_THEORY,minute_from_open,TIME_REGIME,0.31207221591869905,0.3601484806609469,0.31207221591869905,0
seconds_from_open,TIME_REGIME,distance_nearest_or_edge_ticks,AUCTION_THEORY,0.31207221591869905,0.36014848066094696,0.31207221591869905,0
DeltaChange1s,FLOW_BURST_QUALITY,Previous_Delta_AtEntry,FLOW_BURST_QUALITY,0.31182604661601276,0.3292268008126979,0.31182604661601276,0
Profile_Std_Ticks,AUCTION_THEORY,signed_velocity_3s,PERSISTENCE_EXHAUSTION,0.311648750985253,0.42694013952577853,0.311648750985253,0
Seconds_From_Open_AtEntry,TIME_REGIME,distance_nearest_or_edge_ticks,AUCTION_THEORY,0.3116230320146257,0.36010687712333567,0.3116230320146257,0
Seconds_From_Open_AtEntry,TIME_REGIME,Nearest_OR_Edge_Distance_Ticks_AtEntry,AUCTION_THEORY,0.3116230320146257,0.3601068771233359,0.3116230320146257,0
Delta2s,FLOW_BURST_QUALITY,Cumulative_Delta_AtEntry,FLOW_BURST_QUALITY,0.3112802154517508,0.29116274437601286,0.3112802154517508,0
PreBurst_Price_Per_Delta_3s,EFFORT_VS_RESULT,Profile_Std_Ticks,AUCTION_THEORY,0.3109121382323933,0.39009765254491285,0.3109121382323933,0
Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,price_impact_per_100_contracts,EFFORT_VS_RESULT,0.3101366717774664,0.4529676449571004,0.3101366717774664,0
DeltaChangeZScore,FLOW_BURST_QUALITY,Cumulative_Delta_AtEntry,FLOW_BURST_QUALITY,0.30924269018365513,0.29722674750727685,0.30924269018365513,0
BreakOut_TICKS_PER_SEC_AtEntry,OTHER_CAUSAL_CONTEXT,burst_efficiency_score,EFFORT_VS_RESULT,0.3076895912964903,0.30989218157448334,0.3076895912964903,0
Profile_Effective_Nodes,AUCTION_THEORY,burst_efficiency_score,EFFORT_VS_RESULT,0.30754871959979274,0.4375499780588766,0.30754871959979274,0
PreBurst_Acceptance_Dwell_Ratio_5s,ACCEPTANCE_RECLAIM,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,ACCEPTANCE_RECLAIM,0.30702088121938775,0.23420472558541458,0.30702088121938775,0
PreBurst_Path_Efficiency_10s,TEMPORAL_SEQUENCE,Profile_Normalized_Entropy,AUCTION_THEORY,-0.30691961341955293,-0.31932579346931383,0.30691961341955293,0
Score_AtEntry,OTHER_CAUSAL_CONTEXT,price_impact_per_100_contracts,EFFORT_VS_RESULT,-0.3069040792718843,-0.2625631331426676,0.3069040792718843,0
BreakOut_TICKS_PER_SEC_AtEntry,OTHER_CAUSAL_CONTEXT,absorption_pressure_1s,EFFORT_VS_RESULT,-0.3065475233012963,-0.14523636602565246,0.3065475233012963,0
PeakNegativeDelta,FLOW_BURST_QUALITY,Cumulative_Delta_AtEntry,FLOW_BURST_QUALITY,0.3064974344356779,0.2579093720332398,0.3064974344356779,0
BuySellRatio,OTHER_CAUSAL_CONTEXT,Previous_Delta_AtEntry,FLOW_BURST_QUALITY,0.30563508262812933,0.27031989977077536,0.30563508262812933,0
Profile_Effective_Nodes,AUCTION_THEORY,absorption_pressure_1s,EFFORT_VS_RESULT,-0.3052445240114647,-0.03577313399809238,0.3052445240114647,0
PreBurst_Price_Per_Delta_3s,EFFORT_VS_RESULT,flow_price_alignment,OTHER_CAUSAL_CONTEXT,0.3039504849262256,0.2972559212672311,0.3039504849262256,0
PreBurst_Price_Per_Volume_3s,EFFORT_VS_RESULT,Profile_Effective_Nodes,AUCTION_THEORY,0.3033600719256154,0.4110815649571185,0.3033600719256154,0
Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,distance_nearest_or_edge_ticks,AUCTION_THEORY,0.30309458928618566,0.40050520153164676,0.30309458928618566,0
Nearest_OR_Edge_Distance_Ticks_AtEntry,AUCTION_THEORY,Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,0.30309458928618566,0.40050520153164715,0.30309458928618566,0
PreBurst_Path_Efficiency_10s,TEMPORAL_SEQUENCE,signed_velocity_3s,PERSISTENCE_EXHAUSTION,0.30273224277741045,0.2969936654382391,0.30273224277741045,0
PreBurst_Path_Efficiency_10s,TEMPORAL_SEQUENCE,PreBurst_Price_Per_Delta_3s,EFFORT_VS_RESULT,0.3024940274473653,0.29691136818349445,0.3024940274473653,0
Profile_Concentration,AUCTION_THEORY,liquidity_absorption_score,OTHER_CAUSAL_CONTEXT,0.3018895825035711,0.0009870758195307614,0.3018895825035711,0
PreBurst_Path_Efficiency_10s,TEMPORAL_SEQUENCE,directional_poc_distance,AUCTION_THEORY,0.30180411730375745,0.4457029977881868,0.30180411730375745,0
Dist_VAL_Ticks,AUCTION_THEORY,Profile_Skewness,AUCTION_THEORY,0.3011322293402138,0.30458026439342295,0.3011322293402138,0
PreBurst_Acceptance_Dwell_Ratio_5s,ACCEPTANCE_RECLAIM,Seconds_From_Open_AtEntry,TIME_REGIME,0.30080798151688654,0.23226934465910698,0.30080798151688654,0
Profile_Effective_Nodes,AUCTION_THEORY,minute_from_open,TIME_REGIME,0.30076295509987594,0.2986745616019269,0.30076295509987594,0
Profile_Effective_Nodes,AUCTION_THEORY,seconds_from_open,TIME_REGIME,0.30076295509987594,0.2986745616019274,0.30076295509987594,0
PreBurst_Acceptance_Dwell_Ratio_5s,ACCEPTANCE_RECLAIM,seconds_from_open,TIME_REGIME,0.3006852513498022,0.23226180768959007,0.3006852513498022,0
PreBurst_Acceptance_Dwell_Ratio_5s,ACCEPTANCE_RECLAIM,minute_from_open,TIME_REGIME,0.3006852513498022,0.2322618076895902,0.3006852513498022,0
PreBurst_Price_Per_Delta_3s,EFFORT_VS_RESULT,BreakOut_TICKS_PER_SEC_AtEntry,OTHER_CAUSAL_CONTEXT,0.3006019029023209,0.2122384407057442,0.3006019029023209,0
Profile_Effective_Nodes,AUCTION_THEORY,price_impact_per_100_contracts,EFFORT_VS_RESULT,0.3005619248714716,0.4171397163279644,0.3005619248714716,0
PreBurst_Acceptance_Dwell_Ratio_5s,ACCEPTANCE_RECLAIM,BreakOut_TICKS_PER_SEC_AtEntry,OTHER_CAUSAL_CONTEXT,0.30044927608642374,0.061769193969127736,0.30044927608642374,0
Sell_Imbalance_Count_AtEntry,FLOW_BURST_QUALITY,velocity_consistency,PERSISTENCE_EXHAUSTION,-0.2999412569867902,-0.2541653443755161,0.2999412569867902,0
Profile_Effective_Nodes,AUCTION_THEORY,Seconds_From_Open_AtEntry,TIME_REGIME,0.29992722291193974,0.29864113132510167,0.29992722291193974,0
Delta3s,FLOW_BURST_QUALITY,Previous_Delta_AtEntry,FLOW_BURST_QUALITY,0.29978583292171224,0.34599175988925707,0.29978583292171224,0
CumulativeDeltaWindow,FLOW_BURST_QUALITY,Previous_Delta_AtEntry,FLOW_BURST_QUALITY,0.29978583292171224,0.34599175988925707,0.29978583292171224,0
velocity_consistency,PERSISTENCE_EXHAUSTION,signed_velocity_decay_1_5,PERSISTENCE_EXHAUSTION,-0.2996694790019372,-0.27090377116577957,0.2996694790019372,0
Profile_Effective_Nodes,AUCTION_THEORY,Body_AtEntry,OTHER_CAUSAL_CONTEXT,0.2994879220459316,0.4028475941523914,0.2994879220459316,0
Sell_Imbalance_Count_AtEntry,FLOW_BURST_QUALITY,liquidity_absorption_score,OTHER_CAUSAL_CONTEXT,0.2991624321388189,0.2157921206458777,0.2991624321388189,0
Profile_Std_Ticks,AUCTION_THEORY,signed_velocity_1s,PERSISTENCE_EXHAUSTION,0.2986006144531763,0.46891655772276075,0.2986006144531763,0
ContractsPerSecond,FLOW_BURST_QUALITY,PreBurst_Price_Per_Volume_3s,EFFORT_VS_RESULT,-0.29834271338665447,-0.25201623836898757,0.29834271338665447,0
Profile_Effective_Nodes,AUCTION_THEORY,signed_velocity_decay_1_5,PERSISTENCE_EXHAUSTION,-0.2982043309810248,-0.47394301647879733,0.2982043309810248,0
Profile_Normalized_Entropy,AUCTION_THEORY,Body_OR_Ratio_AtEntry,AUCTION_THEORY,-0.29796446609331534,-0.2831653583518045,0.29796446609331534,0
price_impact_per_100_contracts,EFFORT_VS_RESULT,mean_trade_size,FLOW_BURST_QUALITY,-0.2977454497294243,-0.23563963648780525,0.2977454497294243,0
PreBurst_Price_Per_Volume_3s,EFFORT_VS_RESULT,PreBurst_Impulse_Survival_Seconds,AUCTION_THEORY,0.2977051818923906,0.28123868551050846,0.2977051818923906,0
Profile_Concentration,AUCTION_THEORY,burst_efficiency_score,EFFORT_VS_RESULT,-0.2959334947612845,-0.30886403064456097,0.2959334947612845,0
Acceleration1s,PERSISTENCE_EXHAUSTION,Sell_Imbalance_Count_AtEntry,FLOW_BURST_QUALITY,-0.29559850164094204,-0.2140322251124289,0.29559850164094204,0
TradesPerSecond,TIME_REGIME,BreakOut_TICKS_PER_SEC_AtEntry,OTHER_CAUSAL_CONTEXT,0.2953128563524379,0.5520088955502431,0.2953128563524379,0
PreBurst_Price_Per_Delta_3s,EFFORT_VS_RESULT,Profile_Concentration,AUCTION_THEORY,-0.29526924485332995,-0.2910627275174718,0.29526924485332995,0
Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,signed_velocity_decay_1_5,PERSISTENCE_EXHAUSTION,-0.2951273761893645,-0.4175083240791915,0.2951273761893645,0
PreBurst_Impulse_Decay_Slope_5s,PERSISTENCE_EXHAUSTION,Profile_Concentration,AUCTION_THEORY,-0.29511840144196305,-0.3054429812934607,0.29511840144196305,0
Delta5s,FLOW_BURST_QUALITY,Previous_Delta_AtEntry,FLOW_BURST_QUALITY,0.29430538939559314,0.34772016541481143,0.29430538939559314,0
Profile_Concentration,AUCTION_THEORY,price_impact_per_100_contracts,EFFORT_VS_RESULT,-0.2942726570675858,-0.2993303696495973,0.2942726570675858,0
Profile_Concentration,AUCTION_THEORY,absorption_pressure_1s,EFFORT_VS_RESULT,0.293786241960488,0.0036894600117163877,0.293786241960488,0
Sell_Imbalance_Count_AtEntry,FLOW_BURST_QUALITY,mean_trade_size,FLOW_BURST_QUALITY,0.29319276969066466,0.1566728035868644,0.29319276969066466,0
DeltaPercentile,FLOW_BURST_QUALITY,PreBurst_Price_Per_Delta_3s,EFFORT_VS_RESULT,-0.29310127781162354,-0.25694619203345814,0.29310127781162354,0
Directional_OR_Extension_Ticks_AtEntry,AUCTION_THEORY,signed_acceleration_1s,PERSISTENCE_EXHAUSTION,-0.29307755993280277,-0.419227413133114,0.29307755993280277,0
Profile_Std_Ticks,AUCTION_THEORY,liquidity_absorption_score,OTHER_CAUSAL_CONTEXT,-0.29255996408486584,-0.03306505909087734,0.29255996408486584,0
PreBurst_Price_Per_Volume_3s,EFFORT_VS_RESULT,mean_trade_size,FLOW_BURST_QUALITY,-0.2923263477523034,-0.18874137767417196,0.2923263477523034,0
Delta1s,FLOW_BURST_QUALITY,Previous_Delta_AtEntry,FLOW_BURST_QUALITY,0.29223718398730525,0.333764943873274,0.29223718398730525,0
flow_price_alignment,OTHER_CAUSAL_CONTEXT,acceleration_velocity_ratio,PERSISTENCE_EXHAUSTION,0.2920392098846721,0.5094952717015794,0.2920392098846721,0
PreBurst_Price_Per_Volume_3s,EFFORT_VS_RESULT,Profile_Concentration,AUCTION_THEORY,-0.29168356781298566,-0.3048020759741518,0.29168356781298566,0
PreBurst_Local_Entropy_10s,TEMPORAL_SEQUENCE,PreBurst_Impulse_Survival_Seconds,AUCTION_THEORY,-0.29036214726540455,-0.28824127086701423,0.29036214726540455,0
PreBurst_Path_Efficiency_10s,TEMPORAL_SEQUENCE,directional_vwap_distance,AUCTION_THEORY,0.29016911876591683,0.5127273381375889,0.29016911876591683,0
Volume_AtEntry,FLOW_BURST_QUALITY,Score_AtEntry,OTHER_CAUSAL_CONTEXT,0.28984881870931767,0.23937473936422785,0.28984881870931767,0
PreBurst_Price_Per_Volume_3s,EFFORT_VS_RESULT,Profile_Std_Ticks,AUCTION_THEORY,0.2896950302656652,0.383381354378487,0.2896950302656652,0
Profile_Normalized_Entropy,AUCTION_THEORY,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,ACCEPTANCE_RECLAIM,0.2895586264058956,0.30138875268082743,0.2895586264058956,0
Cumulative_Delta_AtEntry,FLOW_BURST_QUALITY,execution_side_sign,OTHER_CAUSAL_CONTEXT,-0.28861704522213605,-0.28079456574779454,0.28861704522213605,0
Profile_Concentration,AUCTION_THEORY,signed_velocity_1s,PERSISTENCE_EXHAUSTION,-0.28806331979254807,-0.32471631721028293,0.28806331979254807,0
Profile_Std_Ticks,AUCTION_THEORY,burst_efficiency_score,EFFORT_VS_RESULT,0.28795953373595407,0.41804437856761445,0.28795953373595407,0
Delta2s,FLOW_BURST_QUALITY,Previous_Delta_AtEntry,FLOW_BURST_QUALITY,0.2875140610110237,0.33403435439952545,0.2875140610110237,0
PreBurst_Rotation_Index_10s,TEMPORAL_SEQUENCE,PreBurst_Impulse_Survival_Seconds,AUCTION_THEORY,-0.28649115814096193,-0.3202931296687213,0.28649115814096193,0
Body_OR_Ratio_AtEntry,AUCTION_THEORY,directional_vwap_distance,AUCTION_THEORY,0.28632283659001084,0.2149553000028207,0.28632283659001084,0
Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,signed_velocity_decay_1_5,PERSISTENCE_EXHAUSTION,-0.2862188466744827,-0.4414052010755711,0.2862188466744827,0
Profile_Std_Ticks,AUCTION_THEORY,absorption_pressure_1s,EFFORT_VS_RESULT,-0.2859968363218734,-0.036974156127835715,0.2859968363218734,0
Velocity5s,PERSISTENCE_EXHAUSTION,Profile_Skewness,AUCTION_THEORY,0.2856386268687617,0.3083545699190793,0.2856386268687617,0
PreBurst_Path_Efficiency_10s,TEMPORAL_SEQUENCE,signed_delta_decay_1_5,PERSISTENCE_EXHAUSTION,0.285615207446119,0.19815394370833347,0.285615207446119,0
mean_trade_size,FLOW_BURST_QUALITY,weekday_index,TIME_REGIME,0.28558741242411256,0.18235151941388106,0.28558741242411256,0
Profile_Excess_Kurtosis,AUCTION_THEORY,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,ACCEPTANCE_RECLAIM,-0.2838893727947596,-0.28977993692597837,0.2838893727947596,0
Sell_Imbalance_Count_AtEntry,FLOW_BURST_QUALITY,signed_velocity_3s,PERSISTENCE_EXHAUSTION,-0.2832601623098841,-0.2724960003809782,0.2832601623098841,0
Score_AtEntry,OTHER_CAUSAL_CONTEXT,signed_velocity_1s,PERSISTENCE_EXHAUSTION,-0.2830157562260788,-0.23184873156915,0.2830157562260788,0
Delta_AtEntry,FLOW_BURST_QUALITY,Cumulative_Delta_AtEntry,FLOW_BURST_QUALITY,0.2829994820150604,0.27865223865097444,0.2829994820150604,0
Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,vwap_poc_spread_ticks,AUCTION_THEORY,0.2828654895489626,0.34692094818188146,0.2828654895489626,0
PeakNegativeDelta,FLOW_BURST_QUALITY,delta_persistence_1_3,PERSISTENCE_EXHAUSTION,0.28264011112183474,0.26566407773458295,0.28264011112183474,0
PreBurst_Local_Entropy_10s,TEMPORAL_SEQUENCE,Profile_Normalized_Entropy,AUCTION_THEORY,0.28261673624039496,0.2808908944214421,0.28261673624039496,0
Seconds_From_Open_AtEntry,TIME_REGIME,Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,0.2824137303502673,0.19093150249819138,0.2824137303502673,0
Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,minute_from_open,TIME_REGIME,0.2823806546671295,0.19092526734624338,0.2823806546671295,0
Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,seconds_from_open,TIME_REGIME,0.2823806546671295,0.19092526734624374,0.2823806546671295,0
Profile_Std_Ticks,AUCTION_THEORY,price_impact_per_100_contracts,EFFORT_VS_RESULT,0.281953141679103,0.39505703921259316,0.281953141679103,0
OR_WidthTicks,AUCTION_THEORY,vwap_poc_spread_ticks,AUCTION_THEORY,0.28106492163242003,0.36535565747939286,0.28106492163242003,0
range,OTHER_CAUSAL_CONTEXT,vwap_poc_spread_ticks,AUCTION_THEORY,0.28106492163242003,0.3653556574793928,0.28106492163242003,0
Profile_Concentration,AUCTION_THEORY,signed_velocity_3s,PERSISTENCE_EXHAUSTION,-0.28040953271017466,-0.30733486878285304,0.28040953271017466,0
PeakNegativeDelta,FLOW_BURST_QUALITY,PreBurst_Path_Efficiency_10s,TEMPORAL_SEQUENCE,0.28017549896646343,0.22516914278772196,0.28017549896646343,0
mean_trade_size,FLOW_BURST_QUALITY,signed_velocity_decay_1_5,PERSISTENCE_EXHAUSTION,0.27930717344799166,0.2392098062528643,0.27930717344799166,0
BreakOut_TICKS_PER_SEC_AtEntry,OTHER_CAUSAL_CONTEXT,mean_trade_size,FLOW_BURST_QUALITY,-0.27919436258716634,-0.17657563912497762,0.27919436258716634,0
Profile_Std_Ticks,AUCTION_THEORY,signed_velocity_decay_1_5,PERSISTENCE_EXHAUSTION,-0.27877214770975345,-0.46253726306231224,0.27877214770975345,0
DeltaPercentile,FLOW_BURST_QUALITY,Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,-0.27859667732593957,-0.20242506095968202,0.27859667732593957,0
Profile_Std_Ticks,AUCTION_THEORY,Body_AtEntry,OTHER_CAUSAL_CONTEXT,0.27796324101402664,0.3699364900737359,0.27796324101402664,0
Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,distance_nearest_or_edge_ticks,AUCTION_THEORY,0.27663719653316166,0.3485243536085098,0.27663719653316166,0
Nearest_OR_Edge_Distance_Ticks_AtEntry,AUCTION_THEORY,Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,0.27663719653316166,0.3485243536085099,0.27663719653316166,0
Profile_Local_Maxima_Count,AUCTION_THEORY,BreakOut_TICKS_PER_SEC_AtEntry,OTHER_CAUSAL_CONTEXT,0.27578036882261436,0.2641040087459359,0.27578036882261436,0
PreBurst_Price_Per_Volume_3s,EFFORT_VS_RESULT,signed_delta_decay_1_5,PERSISTENCE_EXHAUSTION,0.27497562454384333,0.2259392126612919,0.27497562454384333,0
DeltaChangeZScore,FLOW_BURST_QUALITY,Profile_Effective_Nodes,AUCTION_THEORY,-0.27430112590436234,-0.17466419475279943,0.27430112590436234,0
Directional_OR_Extension_Ticks_AtEntry,AUCTION_THEORY,Directional_VWAP_Distance_Ticks_AtEntry,AUCTION_THEORY,0.27308252876294803,0.2821969584754486,0.27308252876294803,0
Volume_AtEntry,FLOW_BURST_QUALITY,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,ACCEPTANCE_RECLAIM,-0.27301740294000676,-0.236215397751741,0.27301740294000676,0
PreEntry_Directional_Delta_Share3_AtEntry,FLOW_BURST_QUALITY,distance_nearest_or_edge_ticks,AUCTION_THEORY,-0.27174002853579965,-0.24751451137365918,0.27174002853579965,0
Nearest_OR_Edge_Distance_Ticks_AtEntry,AUCTION_THEORY,PreEntry_Directional_Delta_Share3_AtEntry,FLOW_BURST_QUALITY,-0.27174002853579965,-0.24751451137365912,0.27174002853579965,0
signed_delta_1s,FLOW_BURST_QUALITY,absorption_pressure_1s,EFFORT_VS_RESULT,0.2716277078128346,0.11423068294226058,0.2716277078128346,0
Dist_VAH_Ticks,AUCTION_THEORY,Nearest_OR_Edge_Retest_Count_AtEntry,ACCEPTANCE_RECLAIM,-0.27144618384818775,-0.25241573909989545,0.27144618384818775,0
Dist_POC_Ticks,AUCTION_THEORY,Nearest_OR_Edge_Retest_Count_AtEntry,ACCEPTANCE_RECLAIM,-0.27065594544891863,-0.27104065492237667,0.27065594544891863,0
signed_delta_1s,FLOW_BURST_QUALITY,burst_efficiency_score,EFFORT_VS_RESULT,-0.27055827574391006,-0.20763694936981353,0.27055827574391006,0
signed_velocity_1s,PERSISTENCE_EXHAUSTION,distance_nearest_or_edge_ticks,AUCTION_THEORY,0.2705189647457785,0.42889931969820283,0.2705189647457785,0
Nearest_OR_Edge_Distance_Ticks_AtEntry,AUCTION_THEORY,signed_velocity_1s,PERSISTENCE_EXHAUSTION,0.2705189647457785,0.428899319698203,0.2705189647457785,0
directional_vwap_distance,AUCTION_THEORY,profile_confluence_4t,AUCTION_THEORY,-0.2698900974610732,-0.2280512135432799,0.2698900974610732,0
DeltaPercentile,FLOW_BURST_QUALITY,PreBurst_Price_Per_Volume_3s,EFFORT_VS_RESULT,-0.26967487945056906,-0.23750639504379412,0.26967487945056906,0
mean_trade_size,FLOW_BURST_QUALITY,signed_delta_decay_1_5,PERSISTENCE_EXHAUSTION,-0.26948960984473247,-0.2056853607605855,0.26948960984473247,0
CumulativeDeltaWindow,FLOW_BURST_QUALITY,Cumulative_Delta_AtEntry,FLOW_BURST_QUALITY,0.26937406431624383,0.2820962463298671,0.26937406431624383,0
Delta3s,FLOW_BURST_QUALITY,Cumulative_Delta_AtEntry,FLOW_BURST_QUALITY,0.26937406431624383,0.2820962463298671,0.26937406431624383,0
DeltaPercentile,FLOW_BURST_QUALITY,TradesPerSecond,TIME_REGIME,0.26918226155217295,0.20361917289433856,0.26918226155217295,0
signed_velocity_3s,PERSISTENCE_EXHAUSTION,distance_nearest_or_edge_ticks,AUCTION_THEORY,0.26900422348503156,0.40952483432557274,0.26900422348503156,0
Nearest_OR_Edge_Distance_Ticks_AtEntry,AUCTION_THEORY,signed_velocity_3s,PERSISTENCE_EXHAUSTION,0.26900422348503156,0.40952483432557285,0.26900422348503156,0
PeakPositiveDelta,FLOW_BURST_QUALITY,Cumulative_Delta_AtEntry,FLOW_BURST_QUALITY,0.26834764234041275,0.31389400051585675,0.26834764234041275,0
PreBurst_Path_Efficiency_10s,TEMPORAL_SEQUENCE,Body_OR_Ratio_AtEntry,AUCTION_THEORY,0.26810425356283446,0.16967001007000135,0.26810425356283446,0
absorption_pressure_1s,EFFORT_VS_RESULT,signed_delta_decay_1_5,PERSISTENCE_EXHAUSTION,-0.2670742305732866,-0.09289845546860925,0.2670742305732866,0
PreBurst_Price_Per_Delta_3s,EFFORT_VS_RESULT,signed_delta_change_1s,FLOW_BURST_QUALITY,-0.2662856291723056,-0.22073685829186984,0.2662856291723056,0
signed_delta_1s,FLOW_BURST_QUALITY,price_impact_per_100_contracts,EFFORT_VS_RESULT,-0.26602847159145326,-0.2146419644184326,0.26602847159145326,0
burst_efficiency_score,EFFORT_VS_RESULT,signed_delta_decay_1_5,PERSISTENCE_EXHAUSTION,0.265982144942665,0.18775757978791371,0.265982144942665,0
BreakOut_TICKS_PER_SEC_AtEntry,OTHER_CAUSAL_CONTEXT,price_impact_per_100_contracts,EFFORT_VS_RESULT,0.26577351567495855,0.22166593492728404,0.26577351567495855,0
Profile_Concentration,AUCTION_THEORY,PreEntry_Volume_Climax_Ratio_AtEntry,FLOW_BURST_QUALITY,-0.26504434090212364,-0.28543021840684185,0.26504434090212364,0
delta_persistence_1_3,PERSISTENCE_EXHAUSTION,signed_velocity_decay_1_5,PERSISTENCE_EXHAUSTION,0.2648964898910406,0.2655472373820764,0.2648964898910406,0
Previous_Delta_AtEntry,FLOW_BURST_QUALITY,month_index,TIME_REGIME,-0.26454393412515675,-0.26542054681109867,0.26454393412515675,0
Profile_Effective_Nodes,AUCTION_THEORY,Buy_Imbalance_Count_AtEntry,FLOW_BURST_QUALITY,-0.2640746827888907,-0.1724110158843358,0.2640746827888907,0
Profile_Local_Maxima_Count,AUCTION_THEORY,signed_acceleration_1s,PERSISTENCE_EXHAUSTION,0.2631703356551811,0.4337974948037862,0.2631703356551811,0
PreBurst_Local_Entropy_10s,TEMPORAL_SEQUENCE,delta_persistence_1_3,PERSISTENCE_EXHAUSTION,-0.26309700090301147,-0.21723842259626333,0.26309700090301147,0
PreBurst_Path_Efficiency_10s,TEMPORAL_SEQUENCE,Sell_Imbalance_Count_AtEntry,FLOW_BURST_QUALITY,-0.26307940844289246,-0.2393350737602123,0.26307940844289246,0
velocity_consistency,PERSISTENCE_EXHAUSTION,directional_poc_distance,AUCTION_THEORY,0.26201590703577227,0.32881932661885693,0.26201590703577227,0
signed_delta_change_1s,FLOW_BURST_QUALITY,acceleration_velocity_ratio,PERSISTENCE_EXHAUSTION,0.26172013618020723,0.14702172893543375,0.26172013618020723,0
Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,signed_acceleration_1s,PERSISTENCE_EXHAUSTION,0.26101698940448037,0.35441789325761935,0.26101698940448037,0
PreBurst_Price_Per_Delta_3s,EFFORT_VS_RESULT,PreBurst_Impulse_Survival_Seconds,AUCTION_THEORY,0.26085423598505025,0.22110141214110252,0.26085423598505025,0
Dist_OR_Low_Ticks,AUCTION_THEORY,PreBurst_Acceptance_Dwell_Ratio_5s,ACCEPTANCE_RECLAIM,-0.2601932228573424,-0.21651584205937674,0.2601932228573424,0
delta_persistence_1_3,PERSISTENCE_EXHAUSTION,acceleration_velocity_ratio,PERSISTENCE_EXHAUSTION,-0.2600653599767204,-0.11599678290660148,0.2600653599767204,0
