Detector_VERSION,BurstId,Burst_Timestamp_UTC,Burst_Feature_Available_Timestamp_UTC,Burst_Timestamp_NY,Response_Available_Timestamp_UTC,Response_Horizon_Seconds,Side,Burst_Price,Response_Price,Broken_Level,Directional_Displacement_Ticks,Response_MFE_Ticks,Response_MAE_Ticks,Acceptance_Dwell_Ratio,Reclaim_Count,Rejection_Speed_TPS,Directional_Delta,Response_Volume,Effort_Result_Delta,Effort_Result_Volume,Momentum_Survival_Ratio,Rotation_Index,Local_Entropy,Path_Efficiency,Response_POC_Migration_Ticks,AvailableBeforeEntry,Model_Eligibility,born_bad_group,fecha
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230518_093436_BUY_0001,2023-05-18 13:34:36+00:00,2023-05-18 13:34:37+00:00,2023-05-18 09:34:36,2023-05-18 13:34:42+00:00,5,BUY,13681.25,13681.25,13668.75,0,1,1,1.0,0,0.2,11,259,0.0,0.0,0.0,0.0,0.0,0.0,0,0,POST_BURST_ONLY,D_BORN_BAD_MFE_LE_2,2023-05-18
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230522_093356_BUY_0001,2023-05-22 13:33:56+00:00,2023-05-22 13:33:57+00:00,2023-05-22 09:33:56,2023-05-22 13:33:58+00:00,1,BUY,13876.25,13875.0,13865.0,-1,0,1,1.0,0,1.0,-3,49,-0.333333333333333,-0.020408163265306,0.0,0.0,0.0,-1.0,0,0,POST_BURST_ONLY,D_BORN_BAD_MFE_LE_2,2023-05-22
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230522_093356_BUY_0001,2023-05-22 13:33:56+00:00,2023-05-22 13:33:57+00:00,2023-05-22 09:33:56,2023-05-22 13:34:00+00:00,3,BUY,13876.25,13876.25,13865.0,0,1,1,1.0,0,0.333333333333333,63,335,0.0,0.0,0.333333333333333,1.0,0.91829583405449,0.0,0,0,POST_BURST_ONLY,D_BORN_BAD_MFE_LE_2,2023-05-22
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230522_093356_BUY_0001,2023-05-22 13:33:56+00:00,2023-05-22 13:33:57+00:00,2023-05-22 09:33:56,2023-05-22 13:34:02+00:00,5,BUY,13876.25,13878.75,13865.0,2,2,1,1.0,0,0.2,115,641,0.017391304347826,0.003120124804992,0.6,0.75,0.970950594454669,0.333333333333333,0,0,POST_BURST_ONLY,D_BORN_BAD_MFE_LE_2,2023-05-22
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230526_093357_BUY_0001,2023-05-26 13:33:57+00:00,2023-05-26 13:33:58+00:00,2023-05-26 09:33:57,2023-05-26 13:33:59+00:00,1,BUY,14045.0,14045.0,14030.0,0,1,0,1.0,0,0.0,0,118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,POST_BURST_ONLY,A_WINNER,2023-05-26
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230526_093357_BUY_0001,2023-05-26 13:33:57+00:00,2023-05-26 13:33:58+00:00,2023-05-26 09:33:57,2023-05-26 13:34:01+00:00,3,BUY,14045.0,14046.25,14030.0,1,2,1,1.0,0,0.333333333333333,54,508,0.018518518518519,0.001968503937008,0.333333333333333,0.0,0.0,1.0,0,0,POST_BURST_ONLY,A_WINNER,2023-05-26
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230526_093357_BUY_0001,2023-05-26 13:33:57+00:00,2023-05-26 13:33:58+00:00,2023-05-26 09:33:57,2023-05-26 13:34:03+00:00,5,BUY,14045.0,14046.25,14030.0,1,2,1,1.0,0,0.2,55,659,0.018181818181818,0.001517450682853,0.2,0.0,0.0,1.0,0,0,POST_BURST_ONLY,A_WINNER,2023-05-26
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230531_093156_BUY_0001,2023-05-31 13:31:56+00:00,2023-05-31 13:31:57+00:00,2023-05-31 09:31:56,2023-05-31 13:31:58+00:00,1,BUY,14348.75,14350.0,14343.75,1,1,0,1.0,0,0.0,14,104,0.071428571428571,0.009615384615385,1.0,0.0,0.0,1.0,0,0,POST_BURST_ONLY,B_LOSER_MFE_GT_30,2023-05-31
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230531_093156_BUY_0001,2023-05-31 13:31:56+00:00,2023-05-31 13:31:57+00:00,2023-05-31 09:31:56,2023-05-31 13:32:00+00:00,3,BUY,14348.75,14355.0,14343.75,5,5,0,1.0,0,0.0,191,573,0.026178010471204,0.008726003490401,1.0,0.0,0.0,1.0,0,0,POST_BURST_ONLY,B_LOSER_MFE_GT_30,2023-05-31
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230531_093156_BUY_0001,2023-05-31 13:31:56+00:00,2023-05-31 13:31:57+00:00,2023-05-31 09:31:56,2023-05-31 13:32:02+00:00,5,BUY,14348.75,14355.0,14343.75,5,6,0,1.0,0,0.0,189,891,0.026455026455026,0.005611672278339,0.6,0.0,0.0,1.0,0,0,POST_BURST_ONLY,B_LOSER_MFE_GT_30,2023-05-31
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230605_093500_BUY_0001,2023-06-05 13:35:00+00:00,2023-06-05 13:35:01+00:00,2023-06-05 09:35:00,2023-06-05 13:35:02+00:00,1,BUY,14611.25,14611.25,14586.25,0,1,0,1.0,0,0.0,0,110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,POST_BURST_ONLY,A_WINNER,2023-06-05
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230605_093500_BUY_0001,2023-06-05 13:35:00+00:00,2023-06-05 13:35:01+00:00,2023-06-05 09:35:00,2023-06-05 13:35:04+00:00,3,BUY,14611.25,14607.5,14586.25,-3,1,3,1.0,0,1.0,-32,322,-0.09375,-0.009316770186335,0.0,0.0,0.0,-1.0,0,0,POST_BURST_ONLY,A_WINNER,2023-06-05
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230605_093500_BUY_0001,2023-06-05 13:35:00+00:00,2023-06-05 13:35:01+00:00,2023-06-05 09:35:00,2023-06-05 13:35:06+00:00,5,BUY,14611.25,14603.75,14586.25,-6,1,6,1.0,0,1.2,-100,532,-0.06,-0.011278195488722,0.0,0.0,0.0,-1.0,0,0,POST_BURST_ONLY,A_WINNER,2023-06-05
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230613_093139_SELL_0001,2023-06-13 13:31:39+00:00,2023-06-13 13:31:40+00:00,2023-06-13 09:31:39,2023-06-13 13:31:41+00:00,1,SELL,15080.0,15080.0,15086.25,0,1,0,1.0,0,0.0,-33,127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,POST_BURST_ONLY,A_WINNER,2023-06-13
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230613_093139_SELL_0001,2023-06-13 13:31:39+00:00,2023-06-13 13:31:40+00:00,2023-06-13 09:31:39,2023-06-13 13:31:43+00:00,3,SELL,15080.0,15081.25,15086.25,-1,2,2,1.0,0,0.666666666666667,-84,412,-0.011904761904762,-0.002427184466019,0.0,0.0,0.0,-1.0,0,0,POST_BURST_ONLY,A_WINNER,2023-06-13
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230613_093139_SELL_0001,2023-06-13 13:31:39+00:00,2023-06-13 13:31:40+00:00,2023-06-13 09:31:39,2023-06-13 13:31:45+00:00,5,SELL,15080.0,15078.75,15086.25,1,2,2,1.0,0,0.4,-57,585,0.017543859649123,0.001709401709402,0.4,0.5,0.91829583405449,0.333333333333333,0,0,POST_BURST_ONLY,A_WINNER,2023-06-13
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230622_093240_BUY_0001,2023-06-22 13:32:40+00:00,2023-06-22 13:32:41+00:00,2023-06-22 09:32:40,2023-06-22 13:32:42+00:00,1,BUY,15000.0,15007.5,14986.25,6,6,0,1.0,0,0.0,166,338,0.036144578313253,0.017751479289941,1.0,0.0,0.0,1.0,0,0,POST_BURST_ONLY,D_BORN_BAD_MFE_LE_2,2023-06-22
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230622_093240_BUY_0001,2023-06-22 13:32:40+00:00,2023-06-22 13:32:41+00:00,2023-06-22 09:32:40,2023-06-22 13:32:44+00:00,3,BUY,15000.0,15003.75,14986.25,3,6,0,1.0,0,0.0,146,550,0.020547945205479,0.005454545454545,0.333333333333333,1.0,1.0,0.333333333333333,0,0,POST_BURST_ONLY,D_BORN_BAD_MFE_LE_2,2023-06-22
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230622_093240_BUY_0001,2023-06-22 13:32:40+00:00,2023-06-22 13:32:41+00:00,2023-06-22 09:32:40,2023-06-22 13:32:46+00:00,5,BUY,15000.0,15003.75,14986.25,3,6,0,1.0,0,0.0,128,682,0.0234375,0.004398826979472,0.4,1.0,1.0,0.272727272727273,0,0,POST_BURST_ONLY,D_BORN_BAD_MFE_LE_2,2023-06-22
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230623_093159_BUY_0001,2023-06-23 13:31:59+00:00,2023-06-23 13:32:00+00:00,2023-06-23 09:31:59,2023-06-23 13:32:01+00:00,1,BUY,15061.25,15060.0,15060.0,-1,1,1,1.0,0,1.0,-40,192,-0.025,-0.005208333333333,0.0,0.0,0.0,-1.0,0,0,POST_BURST_ONLY,C_LOSER_MFE_3_TO_30,2023-06-23
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230623_093159_BUY_0001,2023-06-23 13:31:59+00:00,2023-06-23 13:32:00+00:00,2023-06-23 09:31:59,2023-06-23 13:32:03+00:00,3,BUY,15061.25,15062.5,15060.0,1,1,2,1.0,0,0.666666666666667,-25,337,0.04,0.002967359050445,0.333333333333333,1.0,1.0,0.333333333333333,0,0,POST_BURST_ONLY,C_LOSER_MFE_3_TO_30,2023-06-23
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230623_093159_BUY_0001,2023-06-23 13:31:59+00:00,2023-06-23 13:32:00+00:00,2023-06-23 09:31:59,2023-06-23 13:32:05+00:00,5,BUY,15061.25,15065.0,15060.0,3,3,2,1.0,0,0.4,76,578,0.039473684210526,0.005190311418685,0.6,0.333333333333333,0.811278124459133,0.6,0,0,POST_BURST_ONLY,C_LOSER_MFE_3_TO_30,2023-06-23
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230626_093608_BUY_0001,2023-06-26 13:36:08+00:00,2023-06-26 13:36:09+00:00,2023-06-26 09:36:08,2023-06-26 13:36:10+00:00,1,BUY,15071.25,15072.5,15048.75,1,1,0,1.0,0,0.0,27,101,0.037037037037037,0.00990099009901,1.0,0.0,0.0,1.0,0,0,POST_BURST_ONLY,D_BORN_BAD_MFE_LE_2,2023-06-26
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230626_093608_BUY_0001,2023-06-26 13:36:08+00:00,2023-06-26 13:36:09+00:00,2023-06-26 09:36:08,2023-06-26 13:36:12+00:00,3,BUY,15071.25,15072.5,15048.75,1,2,0,1.0,0,0.0,46,254,0.021739130434783,0.003937007874016,0.333333333333333,0.0,0.0,1.0,0,0,POST_BURST_ONLY,D_BORN_BAD_MFE_LE_2,2023-06-26
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230626_093608_BUY_0001,2023-06-26 13:36:08+00:00,2023-06-26 13:36:09+00:00,2023-06-26 09:36:08,2023-06-26 13:36:14+00:00,5,BUY,15071.25,15071.25,15048.75,0,2,1,1.0,0,0.2,17,375,0.0,0.0,0.2,1.0,1.0,0.0,0,0,POST_BURST_ONLY,D_BORN_BAD_MFE_LE_2,2023-06-26
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230630_093123_BUY_0001,2023-06-30 13:31:23+00:00,2023-06-30 13:31:24+00:00,2023-06-30 09:31:23,2023-06-30 13:31:25+00:00,1,BUY,15258.75,15263.75,15255.0,4,4,0,1.0,0,0.0,81,173,0.049382716049383,0.023121387283237,1.0,0.0,0.0,1.0,0,0,POST_BURST_ONLY,C_LOSER_MFE_3_TO_30,2023-06-30
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230630_093123_BUY_0001,2023-06-30 13:31:23+00:00,2023-06-30 13:31:24+00:00,2023-06-30 09:31:23,2023-06-30 13:31:27+00:00,3,BUY,15258.75,15262.5,15255.0,3,4,0,1.0,0,0.0,107,369,0.02803738317757,0.008130081300813,0.333333333333333,1.0,1.0,0.6,0,0,POST_BURST_ONLY,C_LOSER_MFE_3_TO_30,2023-06-30
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230630_093123_BUY_0001,2023-06-30 13:31:23+00:00,2023-06-30 13:31:24+00:00,2023-06-30 09:31:23,2023-06-30 13:31:29+00:00,5,BUY,15258.75,15265.0,15255.0,5,6,0,1.0,0,0.0,157,597,0.031847133757962,0.008375209380235,0.4,1.0,0.91829583405449,0.714285714285714,0,0,POST_BURST_ONLY,C_LOSER_MFE_3_TO_30,2023-06-30
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230718_093258_SELL_0002,2023-07-18 13:32:58+00:00,2023-07-18 13:32:59+00:00,2023-07-18 09:32:58,2023-07-18 13:33:00+00:00,1,SELL,15780.0,15781.25,15790.0,-1,1,1,1.0,0,1.0,23,121,-0.043478260869565,-0.008264462809917,0.0,0.0,0.0,-1.0,0,0,POST_BURST_ONLY,D_BORN_BAD_MFE_LE_2,2023-07-18
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230718_093258_SELL_0002,2023-07-18 13:32:58+00:00,2023-07-18 13:32:59+00:00,2023-07-18 09:32:58,2023-07-18 13:33:02+00:00,3,SELL,15780.0,15780.0,15790.0,0,1,2,1.0,0,0.666666666666667,23,347,0.0,0.0,0.333333333333333,1.0,1.0,0.0,0,0,POST_BURST_ONLY,D_BORN_BAD_MFE_LE_2,2023-07-18
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230718_093258_SELL_0002,2023-07-18 13:32:58+00:00,2023-07-18 13:32:59+00:00,2023-07-18 09:32:58,2023-07-18 13:33:04+00:00,5,SELL,15780.0,15780.0,15790.0,0,1,2,1.0,0,0.4,50,498,0.0,0.0,0.4,1.0,1.0,0.0,0,0,POST_BURST_ONLY,D_BORN_BAD_MFE_LE_2,2023-07-18
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230720_093345_SELL_0001,2023-07-20 13:33:45+00:00,2023-07-20 13:33:46+00:00,2023-07-20 09:33:45,2023-07-20 13:33:47+00:00,1,SELL,15871.25,15871.25,15832.5,0,1,1,0.0,0,1.0,-8,68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,POST_BURST_ONLY,A_WINNER,2023-07-20
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230720_093345_SELL_0001,2023-07-20 13:33:45+00:00,2023-07-20 13:33:46+00:00,2023-07-20 09:33:45,2023-07-20 13:33:49+00:00,3,SELL,15871.25,15872.5,15832.5,-1,1,2,0.0,0,0.666666666666667,-21,141,-0.047619047619048,-0.00709219858156,0.0,0.0,0.0,-1.0,0,0,POST_BURST_ONLY,A_WINNER,2023-07-20
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230720_093345_SELL_0001,2023-07-20 13:33:45+00:00,2023-07-20 13:33:46+00:00,2023-07-20 09:33:45,2023-07-20 13:33:51+00:00,5,SELL,15871.25,15873.75,15832.5,-2,1,3,0.0,0,0.6,-18,268,-0.111111111111111,-0.007462686567164,0.0,0.0,0.0,-1.0,2,0,POST_BURST_ONLY,A_WINNER,2023-07-20
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230727_093300_BUY_0001,2023-07-27 13:33:00+00:00,2023-07-27 13:33:01+00:00,2023-07-27 09:33:00,2023-07-27 13:33:02+00:00,1,BUY,15852.5,15852.5,15846.25,0,1,0,1.0,0,0.0,25,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,POST_BURST_ONLY,D_BORN_BAD_MFE_LE_2,2023-07-27
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230727_093300_BUY_0001,2023-07-27 13:33:00+00:00,2023-07-27 13:33:01+00:00,2023-07-27 09:33:00,2023-07-27 13:33:04+00:00,3,BUY,15852.5,15853.75,15846.25,1,2,0,1.0,0,0.0,140,492,0.007142857142857,0.002032520325203,0.333333333333333,0.0,0.0,1.0,0,0,POST_BURST_ONLY,D_BORN_BAD_MFE_LE_2,2023-07-27
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230727_093300_BUY_0001,2023-07-27 13:33:00+00:00,2023-07-27 13:33:01+00:00,2023-07-27 09:33:00,2023-07-27 13:33:06+00:00,5,BUY,15852.5,15855.0,15846.25,2,3,0,1.0,0,0.0,175,727,0.011428571428571,0.002751031636864,0.4,0.0,0.0,1.0,0,0,POST_BURST_ONLY,D_BORN_BAD_MFE_LE_2,2023-07-27
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230802_093453_BUY_0001,2023-08-02 13:34:53+00:00,2023-08-02 13:34:54+00:00,2023-08-02 09:34:53,2023-08-02 13:34:55+00:00,1,BUY,15626.25,15623.75,15668.75,-2,0,2,0.0,0,2.0,-3,103,-0.666666666666667,-0.019417475728155,0.0,0.0,0.0,-1.0,0,0,POST_BURST_ONLY,A_WINNER,2023-08-02
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230802_093453_BUY_0001,2023-08-02 13:34:53+00:00,2023-08-02 13:34:54+00:00,2023-08-02 09:34:53,2023-08-02 13:34:57+00:00,3,BUY,15626.25,15623.75,15668.75,-2,0,3,0.0,0,1.0,66,454,-0.03030303030303,-0.004405286343612,0.0,0.0,0.0,-1.0,0,0,POST_BURST_ONLY,A_WINNER,2023-08-02
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230802_093453_BUY_0001,2023-08-02 13:34:53+00:00,2023-08-02 13:34:54+00:00,2023-08-02 09:34:53,2023-08-02 13:34:59+00:00,5,BUY,15626.25,15625.0,15668.75,-1,0,3,0.0,0,0.6,67,563,-0.014925373134328,-0.001776198934281,0.2,1.0,1.0,-0.333333333333333,0,0,POST_BURST_ONLY,A_WINNER,2023-08-02
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230808_093726_SELL_0001,2023-08-08 13:37:26+00:00,2023-08-08 13:37:27+00:00,2023-08-08 09:37:26,2023-08-08 13:37:28+00:00,1,SELL,15350.0,15353.75,15353.75,-3,0,3,1.0,0,3.0,7,81,-0.428571428571429,-0.037037037037037,0.0,0.0,0.0,-1.0,0,0,POST_BURST_ONLY,A_WINNER,2023-08-08
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230808_093726_SELL_0001,2023-08-08 13:37:26+00:00,2023-08-08 13:37:27+00:00,2023-08-08 09:37:26,2023-08-08 13:37:30+00:00,3,SELL,15350.0,15353.75,15353.75,-3,0,3,1.0,0,1.0,9,147,-0.333333333333333,-0.020408163265306,0.0,0.0,0.0,-1.0,0,0,POST_BURST_ONLY,A_WINNER,2023-08-08
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230808_093726_SELL_0001,2023-08-08 13:37:26+00:00,2023-08-08 13:37:27+00:00,2023-08-08 09:37:26,2023-08-08 13:37:32+00:00,5,SELL,15350.0,15353.75,15353.75,-3,0,3,1.0,0,0.6,-9,207,-0.333333333333333,-0.014492753623188,0.2,1.0,0.91829583405449,-0.6,0,0,POST_BURST_ONLY,A_WINNER,2023-08-08
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230824_093139_SELL_0001,2023-08-24 13:31:39+00:00,2023-08-24 13:31:40+00:00,2023-08-24 09:31:39,2023-08-24 13:31:41+00:00,1,SELL,15300.0,15301.25,15307.5,-1,0,2,1.0,0,2.0,-6,144,-0.166666666666667,-0.006944444444444,0.0,0.0,0.0,-1.0,0,0,POST_BURST_ONLY,D_BORN_BAD_MFE_LE_2,2023-08-24
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230824_093139_SELL_0001,2023-08-24 13:31:39+00:00,2023-08-24 13:31:40+00:00,2023-08-24 09:31:39,2023-08-24 13:31:43+00:00,3,SELL,15300.0,15300.0,15307.5,0,0,2,1.0,0,0.666666666666667,21,341,0.0,0.0,0.333333333333333,1.0,1.0,0.0,0,0,POST_BURST_ONLY,D_BORN_BAD_MFE_LE_2,2023-08-24
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230824_093139_SELL_0001,2023-08-24 13:31:39+00:00,2023-08-24 13:31:40+00:00,2023-08-24 09:31:39,2023-08-24 13:31:45+00:00,5,SELL,15300.0,15300.0,15307.5,0,1,2,1.0,0,0.4,10,512,0.0,0.0,0.4,1.0,1.0,0.0,0,0,POST_BURST_ONLY,D_BORN_BAD_MFE_LE_2,2023-08-24
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230825_093257_BUY_0001,2023-08-25 13:32:57+00:00,2023-08-25 13:32:58+00:00,2023-08-25 09:32:57,2023-08-25 13:32:59+00:00,1,BUY,14933.75,14931.25,14925.0,-2,0,2,1.0,0,2.0,-48,112,-0.041666666666667,-0.017857142857143,0.0,0.0,0.0,-1.0,0,0,POST_BURST_ONLY,A_WINNER,2023-08-25
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230825_093257_BUY_0001,2023-08-25 13:32:57+00:00,2023-08-25 13:32:58+00:00,2023-08-25 09:32:57,2023-08-25 13:33:01+00:00,3,BUY,14933.75,14931.25,14925.0,-2,0,4,1.0,0,1.333333333333333,-85,333,-0.023529411764706,-0.006006006006006,0.0,0.0,0.0,-1.0,0,0,POST_BURST_ONLY,A_WINNER,2023-08-25
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230825_093257_BUY_0001,2023-08-25 13:32:57+00:00,2023-08-25 13:32:58+00:00,2023-08-25 09:32:57,2023-08-25 13:33:03+00:00,5,BUY,14933.75,14932.5,14925.0,-1,0,4,1.0,0,0.8,-99,463,-0.01010101010101,-0.002159827213823,0.2,1.0,1.0,-0.333333333333333,0,0,POST_BURST_ONLY,A_WINNER,2023-08-25
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230829_093105_SELL_0001,2023-08-29 13:31:05+00:00,2023-08-29 13:31:06+00:00,2023-08-29 09:31:05,2023-08-29 13:31:07+00:00,1,SELL,15073.75,15070.0,15073.75,3,4,0,1.0,0,0.0,31,99,0.096774193548387,0.03030303030303,1.0,0.0,0.0,1.0,0,0,POST_BURST_ONLY,A_WINNER,2023-08-29
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230829_093105_SELL_0001,2023-08-29 13:31:05+00:00,2023-08-29 13:31:06+00:00,2023-08-29 09:31:05,2023-08-29 13:31:09+00:00,3,SELL,15073.75,15068.75,15073.75,4,4,0,1.0,0,0.0,58,272,0.068965517241379,0.014705882352941,0.666666666666667,0.0,0.0,1.0,0,0,POST_BURST_ONLY,A_WINNER,2023-08-29
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230829_093105_SELL_0001,2023-08-29 13:31:05+00:00,2023-08-29 13:31:06+00:00,2023-08-29 09:31:05,2023-08-29 13:31:11+00:00,5,SELL,15073.75,15068.75,15073.75,4,5,0,1.0,0,0.0,70,436,0.057142857142857,0.009174311926606,0.4,0.0,0.0,1.0,0,0,POST_BURST_ONLY,A_WINNER,2023-08-29
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230831_093357_BUY_0001,2023-08-31 13:33:57+00:00,2023-08-31 13:33:58+00:00,2023-08-31 09:33:57,2023-08-31 13:33:59+00:00,1,BUY,15552.5,15548.75,15520.0,-3,0,3,1.0,0,3.0,-48,166,-0.0625,-0.018072289156627,0.0,0.0,0.0,-1.0,0,0,POST_BURST_ONLY,A_WINNER,2023-08-31
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230831_093357_BUY_0001,2023-08-31 13:33:57+00:00,2023-08-31 13:33:58+00:00,2023-08-31 09:33:57,2023-08-31 13:34:01+00:00,3,BUY,15552.5,15551.25,15520.0,-1,0,4,1.0,0,1.333333333333333,-45,325,-0.022222222222222,-0.003076923076923,0.666666666666667,0.5,0.91829583405449,-0.2,0,0,POST_BURST_ONLY,A_WINNER,2023-08-31
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230831_093357_BUY_0001,2023-08-31 13:33:57+00:00,2023-08-31 13:33:58+00:00,2023-08-31 09:33:57,2023-08-31 13:34:03+00:00,5,BUY,15552.5,15550.0,15520.0,-2,1,4,1.0,0,0.8,-58,604,-0.03448275862069,-0.003311258278146,0.6,0.5,0.970950594454669,-0.2,0,0,POST_BURST_ONLY,A_WINNER,2023-08-31
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230905_093500_SELL_0002,2023-09-05 13:35:00+00:00,2023-09-05 13:35:01+00:00,2023-09-05 09:35:00,2023-09-05 13:35:02+00:00,1,SELL,15457.5,15458.75,15473.75,-1,1,2,1.0,0,2.0,-10,94,-0.1,-0.01063829787234,0.0,0.0,0.0,-1.0,0,0,POST_BURST_ONLY,A_WINNER,2023-09-05
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230905_093500_SELL_0002,2023-09-05 13:35:00+00:00,2023-09-05 13:35:01+00:00,2023-09-05 09:35:00,2023-09-05 13:35:04+00:00,3,SELL,15457.5,15458.75,15473.75,-1,1,2,1.0,0,0.666666666666667,-33,215,-0.03030303030303,-0.004651162790698,0.333333333333333,0.5,0.91829583405449,-0.333333333333333,0,0,POST_BURST_ONLY,A_WINNER,2023-09-05
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230905_093500_SELL_0002,2023-09-05 13:35:00+00:00,2023-09-05 13:35:01+00:00,2023-09-05 09:35:00,2023-09-05 13:35:06+00:00,5,SELL,15457.5,15455.0,15473.75,2,3,2,1.0,0,0.4,-14,330,0.142857142857143,0.006060606060606,0.4,0.333333333333333,1.0,0.333333333333333,0,0,POST_BURST_ONLY,A_WINNER,2023-09-05
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230907_093117_SELL_0001,2023-09-07 13:31:17+00:00,2023-09-07 13:31:18+00:00,2023-09-07 09:31:17,2023-09-07 13:31:19+00:00,1,SELL,15181.25,15181.25,15183.75,0,1,0,1.0,0,0.0,14,104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,POST_BURST_ONLY,D_BORN_BAD_MFE_LE_2,2023-09-07
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230907_093117_SELL_0001,2023-09-07 13:31:17+00:00,2023-09-07 13:31:18+00:00,2023-09-07 09:31:17,2023-09-07 13:31:21+00:00,3,SELL,15181.25,15181.25,15183.75,0,2,0,1.0,0,0.0,33,447,0.0,0.0,0.333333333333333,1.0,1.0,0.0,0,0,POST_BURST_ONLY,D_BORN_BAD_MFE_LE_2,2023-09-07
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230907_093117_SELL_0001,2023-09-07 13:31:17+00:00,2023-09-07 13:31:18+00:00,2023-09-07 09:31:17,2023-09-07 13:31:23+00:00,5,SELL,15181.25,15180.0,15183.75,1,3,0,1.0,0,0.0,113,827,0.008849557522124,0.001209189842805,0.4,1.0,1.0,0.2,0,0,POST_BURST_ONLY,D_BORN_BAD_MFE_LE_2,2023-09-07
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230914_093127_SELL_0001,2023-09-14 13:31:27+00:00,2023-09-14 13:31:28+00:00,2023-09-14 09:31:27,2023-09-14 13:31:29+00:00,1,SELL,15602.5,15602.5,15603.75,0,1,1,1.0,0,1.0,23,111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,POST_BURST_ONLY,A_WINNER,2023-09-14
liquidity-burst-detector-2026-07-18-v2-response-families,LB_20230914_093127_SELL_0001,2023-09-14 13:31:27+00:00,2023-09-14 13:31:28+00:00,2023-09-14 09:31:27,2023-09-14 13:31:31+00:00,3,SELL,15602.5,15601.25,15603.75,1,2,1,1.0,0,0.333333333333333,58,306,0.017241379310345,0.003267973856209,0.333333333333333,0.0,0.0,1.0,0,0,POST_BURST_ONLY,A_WINNER,2023-09-14
