feature,permutation_q_bh,mann_whitney_q_bh,cliffs_delta_A_minus_B,abs_cliffs_delta,overlap_coefficient,catboost,catboost_incremental_shap,catboost_permutation,conditional_mutual_information_proxy,decision_tree,decision_tree_permutation,logistic,logistic_permutation,logistic_validation_ablation,mutual_information,random_forest,random_forest_permutation,discovery_direction_A_minus_B,discovery_threshold_mid_medians,monte_carlo_bootstrap_direction_stability,gaussian_noise_5pct_direction_stability,validation_n_A,validation_n_B,validation_direction_A_minus_B,validation_B_detectable_pct,validation_A_lost_pct,holdout_n_A,holdout_n_B,holdout_direction_A_minus_B,holdout_B_detectable_pct,holdout_A_lost_pct,direction_stable_discovery_validation_holdout,evidence_score,robust_candidate
signed_acceleration_1s,1.0,1.0,-0.20365699873896595,0.20365699873896595,0.7490542244640604,5.967718826997157,0.20796405219652117,0.008461538461538444,0.08156329335005469,0.0,0.0,0.6368712362624496,0.002307692307692255,-0.03846153846153855,0.0,0.05252336318244286,-0.009230769230769225,,,,,,,,,,,,,,,,0.0,0
Score_AtEntry,1.0,1.0,0.2005044136191677,0.2005044136191677,0.8007566204287517,3.2005075199725757,0.08870042849712428,-0.020000000000000046,0.07619385396434289,0.0,0.0,0.2176446763669464,0.014615384615384593,0.0,0.16695355322108663,0.037198645797231394,-0.015384615384615375,,,,,,,,,,,,,,,,0.0,0
PreBurst_Local_Entropy_10s,1.0,1.0,-0.18789407313997478,0.18789407313997478,0.7900378310214375,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
directional_poc_distance,1.0,1.0,0.18663303909205547,0.18663303909205547,0.6954602774274905,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Volume_AtEntry,1.0,1.0,-0.17780580075662042,0.17780580075662042,0.8379571248423707,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreBurst_Price_Per_Delta_3s,1.0,1.0,-0.16834804539722573,0.16834804539722573,0.6746532156368222,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
signed_velocity_1s,1.0,1.0,-0.16456494325346785,0.16456494325346785,0.7175283732660782,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Directional_OR_Extension_Ticks_AtEntry,1.0,1.0,-0.15384615384615385,0.15384615384615385,0.8688524590163935,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
acceleration_velocity_ratio,1.0,1.0,-0.1532156368221942,0.1532156368221942,0.9243379571248423,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreBurst_Price_Per_Volume_3s,1.0,1.0,-0.15258511979823455,0.15258511979823455,0.7288776796973518,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
weekday_index,1.0,1.0,0.14754098360655737,0.14754098360655737,0.8102143757881463,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Profile_Excess_Kurtosis,1.0,1.0,-0.13745271122320302,0.13745271122320302,0.6633039092055486,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Signed_Delta_Share_AtEntry,1.0,1.0,-0.13493064312736444,0.13493064312736444,0.651954602774275,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
directional_vwap_distance,1.0,1.0,0.13366960907944514,0.13366960907944514,0.819672131147541,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
distance_nearest_profile_reference_ticks,1.0,1.0,-0.12673392181588902,0.12673392181588902,0.8757881462799494,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Delta_Change_AtEntry,1.0,1.0,-0.12421185372005045,0.12421185372005045,0.832282471626734,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,1.0,1.0,0.12295081967213115,0.12295081967213115,0.8335435056746532,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreBurst_Rotation_Index_10s,1.0,1.0,-0.12042875157629256,0.12042875157629256,0.6998738965952079,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Profile_Skewness,1.0,1.0,0.11979823455233292,0.11979823455233292,0.7503152585119799,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
signed_velocity_decay_1_5,1.0,1.0,0.11979823455233292,0.11979823455233292,0.7282471626733922,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
BreakOut_TICKS_PER_SEC_AtEntry,1.0,1.0,0.11412358133669609,0.11412358133669609,0.9167717528373265,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
signed_velocity_3s,1.0,1.0,-0.11223203026481715,0.11223203026481715,0.8871374527112232,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Delta2s,1.0,1.0,-0.1116015132408575,0.1116015132408575,0.8480453972257251,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Dist_LVN_Ticks,1.0,1.0,-0.10592686002522068,0.10592686002522068,0.8430012610340478,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Velocity5s,1.0,1.0,-0.1034047919293821,0.1034047919293821,0.7767969735182849,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Body_AtEntry,1.0,1.0,-0.1008827238335435,0.1008827238335435,0.7332912988650694,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Nearest_OR_Edge_Retest_Count_AtEntry,1.0,1.0,0.1008827238335435,0.1008827238335435,0.903530895334174,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Acceleration3s,1.0,1.0,-0.09709962168978563,0.09709962168978563,0.8493064312736444,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Cumulative_Delta_AtEntry,1.0,1.0,0.09709962168978563,0.09709962168978563,0.7295081967213115,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreBurst_Impulse_Survival_Seconds,1.0,1.0,0.09394703656998739,0.09394703656998739,0.8278688524590164,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
delta_persistence_3_5,1.0,1.0,-0.09205548549810845,0.09205548549810845,0.8921815889029003,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Profile_Std_Ticks,1.0,1.0,0.08575031525851198,0.08575031525851198,0.8291298865069356,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Velocity1s,1.0,1.0,-0.08511979823455233,0.08511979823455233,0.8058007566204288,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
TicksPerSecond,1.0,1.0,-0.08511979823455233,0.08511979823455233,0.8058007566204288,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Velocity3s,1.0,1.0,-0.08259773013871374,0.08259773013871374,0.7780580075662042,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Signed_Previous_Delta_Share_AtEntry,1.0,1.0,-0.08196721311475409,0.08196721311475409,0.7181588902900379,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Dist_POC_Ticks,1.0,1.0,-0.08133669609079446,0.08133669609079446,0.8215636822194199,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
TradesPerSecond,1.0,1.0,0.07881462799495587,0.07881462799495587,0.7459016393442623,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Delta3s,1.0,1.0,-0.07818411097099622,0.07818411097099622,0.8656998738965951,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
CumulativeDeltaWindow,1.0,1.0,-0.07818411097099622,0.07818411097099622,0.8656998738965951,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Delta1s,1.0,1.0,-0.07566204287515763,0.07566204287515763,0.8493064312736445,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Seconds_From_Open_AtEntry,1.0,1.0,0.07313997477931904,0.07313997477931904,0.7717528373266078,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Prior_Closed_ATR3_Ticks_AtEntry,1.0,1.0,-0.06998738965952081,0.06998738965952081,0.8379571248423708,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Delta10s,1.0,1.0,-0.06935687263556116,0.06935687263556116,0.7597730138713745,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
mean_trade_size,1.0,1.0,0.06935687263556116,0.06935687263556116,0.7559899117276165,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
month_index,1.0,1.0,-0.06746532156368222,0.06746532156368222,0.7686002522068095,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
seconds_from_open,1.0,1.0,0.06683480453972257,0.06683480453972257,0.7717528373266079,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
minute_from_open,1.0,1.0,0.06683480453972257,0.06683480453972257,0.7717528373266078,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreBurst_Impulse_Decay_Slope_5s,1.0,1.0,-0.06620428751576292,0.06620428751576292,0.8839848675914249,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
execution_cvd_alignment,1.0,1.0,-0.06368221941992434,0.06368221941992434,0.9363177805800755,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Profile_Effective_Nodes,1.0,1.0,0.06305170239596469,0.06305170239596469,0.9161412358133669,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Acceleration1s,1.0,1.0,-0.05926860025220681,0.05926860025220681,0.8089533417402269,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Buy_Imbalance_Count_AtEntry,1.0,1.0,-0.05926860025220681,0.05926860025220681,0.8373266078184112,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreEntry_Range_Compression3_AtEntry,1.0,1.0,0.058638083228247165,0.058638083228247165,0.89281210592686,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
delta_share_of_volume,1.0,1.0,-0.058638083228247165,0.058638083228247165,0.7559899117276165,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreBurst_Path_Efficiency_10s,1.0,1.0,-0.05737704918032787,0.05737704918032787,0.849936948297604,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
BuySellRatio,1.0,1.0,0.056116015132408575,0.056116015132408575,0.7868852459016393,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Dist_OR_Low_Ticks,1.0,1.0,-0.056116015132408575,0.056116015132408575,0.8537200504413619,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Dist_OR_High_Ticks,1.0,1.0,-0.05548549810844893,0.05548549810844893,0.7780580075662042,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreBurst_Reclaim_Count_10s,1.0,1.0,0.05548549810844893,0.05548549810844893,0.944514501891551,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Dist_HVN_Ticks,1.0,1.0,0.05233291298865069,0.05233291298865069,0.8430012610340479,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Profile_Concentration,1.0,1.0,-0.05170239596469105,0.05170239596469105,0.7332912988650693,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Body_OR_Ratio_AtEntry,1.0,1.0,-0.05170239596469105,0.05170239596469105,0.7061790668348046,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Delta5s,1.0,1.0,-0.0510718789407314,0.0510718789407314,0.8972257250945774,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Sell_Imbalance_Count_AtEntry,1.0,1.0,0.04981084489281211,0.04981084489281211,0.9281210592686002,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
vwap_poc_spread_ticks,1.0,1.0,-0.04791929382093316,0.04791929382093316,0.8398486759142496,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Delta_AtEntry,1.0,1.0,-0.04728877679697352,0.04728877679697352,0.7232030264817151,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
DeltaChange1s,1.0,1.0,-0.04539722572509458,0.04539722572509458,0.8650693568726356,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
DeltaPercentile,1.0,1.0,0.04287515762925599,0.04287515762925599,0.8789407313997478,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Dist_VWAP_Ticks,1.0,1.0,-0.04287515762925599,0.04287515762925599,0.8448928121059268,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Profile_Local_Maxima_Count,1.0,1.0,0.040983606557377046,0.040983606557377046,0.9060529634300124,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PeakNegativeDelta,1.0,1.0,0.0403530895334174,0.0403530895334174,0.8650693568726355,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
signed_delta_change_1s,1.0,1.0,-0.0403530895334174,0.0403530895334174,0.7887767969735183,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
OR_WidthTicks,1.0,1.0,-0.03972257250945776,0.03972257250945776,0.8600252206809584,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
range,1.0,1.0,-0.03972257250945776,0.03972257250945776,0.8600252206809584,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Prior_Closed_ATR5_Ticks_AtEntry,1.0,1.0,-0.03972257250945776,0.03972257250945776,0.7660781841109711,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
ContractsPerSecond,1.0,1.0,0.035939470365699874,0.035939470365699874,0.8606557377049181,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Dist_VAH_Ticks,1.0,1.0,-0.029003783102143757,0.029003783102143757,0.7402269861286255,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
flow_price_alignment,1.0,1.0,0.027742749054224466,0.027742749054224466,0.9728877679697352,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Profile_Position_Percentile,1.0,1.0,0.02395964691046658,0.02395964691046658,0.901639344262295,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreEntry_Volume_Climax_Ratio_AtEntry,1.0,1.0,-0.023329129886506934,0.023329129886506934,0.9060529634300126,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
profile_confluence_4t,1.0,1.0,0.023329129886506934,0.023329129886506934,0.916141235813367,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Previous_Volume_AtEntry,1.0,1.0,-0.0201765447667087,0.0201765447667087,0.7597730138713745,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
signed_delta_decay_1_5,1.0,1.0,-0.0201765447667087,0.0201765447667087,0.826607818411097,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
or_position_fraction,1.0,1.0,0.017654476670870115,0.017654476670870115,0.7894073139974778,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
DeltaChangeZScore,1.0,1.0,0.01008827238335435,0.01008827238335435,0.8007566204287516,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
velocity_consistency,1.0,1.0,0.008827238335435058,0.008827238335435058,0.9508196721311475,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Dist_VAL_Ticks,1.0,1.0,0.007566204287515763,0.007566204287515763,0.7610340479192939,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
signed_delta_1s,1.0,1.0,-0.007566204287515763,0.007566204287515763,0.860655737704918,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Nearest_OR_Edge_Distance_Ticks_AtEntry,1.0,1.0,0.006305170239596469,0.006305170239596469,0.6847414880201765,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
distance_nearest_or_edge_ticks,1.0,1.0,0.006305170239596469,0.006305170239596469,0.6847414880201764,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PeakPositiveDelta,1.0,1.0,0.005674653215636823,0.005674653215636823,0.8272383354350568,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
delta_persistence_1_3,1.0,1.0,-0.0025220680958385876,0.0025220680958385876,0.7559899117276166,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
execution_side_sign,1.0,1.0,0.0025220680958385876,0.0025220680958385876,0.9974779319041613,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreEntry_Acceptance_Dwell_Ratio_AtEntry,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreEntry_Reclaim_Count_AtEntry,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreEntry_Rejection_Speed_TPS_AtEntry,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreEntry_Rotation_Index_AtEntry,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreEntry_Local_Entropy_AtEntry,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreEntry_Path_Efficiency_AtEntry,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreEntry_Price_Per_Delta_AtEntry,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
PreEntry_Price_Per_Volume_AtEntry,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
direction_consistency,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
POC_Migration_Ticks,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
Directional_CLV_AtEntry,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0
