feature,permutation_q_bh,mann_whitney_q_bh,cliffs_delta_A_minus_B,abs_cliffs_delta,overlap_coefficient,catboost,catboost_incremental_shap,catboost_permutation,conditional_mutual_information_proxy,decision_tree,decision_tree_permutation,logistic,logistic_permutation,logistic_validation_ablation,mutual_information,random_forest,random_forest_permutation,discovery_direction_A_minus_B,discovery_threshold_mid_medians,monte_carlo_bootstrap_direction_stability,gaussian_noise_5pct_direction_stability,validation_n_A,validation_n_B,validation_direction_A_minus_B,validation_B_detectable_pct,validation_A_lost_pct,holdout_n_A,holdout_n_B,holdout_direction_A_minus_B,holdout_B_detectable_pct,holdout_A_lost_pct,direction_stable_discovery_validation_holdout,evidence_score,robust_candidate
PreEntry_Directional_Efficiency3_AtEntry,0.632183908045977,1.0,-0.34363177805800754,0.34363177805800754,0.6475409836065573,10.355478234141925,0.4194064248872117,-0.06307692307692311,0.09818116012177835,0.35070114874044267,0.037692307692307636,0.5998804634602949,-0.029230769230769282,-0.03846153846153855,0.06280884735224301,0.12725680472720638,0.03615384615384612,-1.0,-0.1525,0.964,1.0,13.0,13.0,1.0,61.53846153846154,69.23076923076923,16.0,12.0,-1.0,58.333333333333336,37.5,0.0,0.0445484573777858,0
Directional_VWAP_Distance_Ticks_AtEntry,0.7662835249042147,1.0,-0.3026481715006305,0.3026481715006305,0.7604035308953341,11.29009436012972,0.25270696877251103,0.035384615384615375,0.019343799654079605,0.4594098230342357,0.10538461538461533,0.515376232578536,0.04461538461538456,0.15384615384615374,0.0,0.10965790071678105,0.08769230769230765,-1.0,-81.505,0.944,1.0,13.0,13.0,-1.0,69.23076923076923,30.76923076923077,16.0,12.0,1.0,25.0,68.75,0.0,0.016947584021550187,0
PreEntry_Directional_Delta_Share3_AtEntry,0.7662835249042147,1.0,-0.21563682219419925,0.21563682219419925,0.7679697351828499,5.474244769917877,0.09804072707043457,-0.037692307692307775,0.04401739276296436,0.0,0.0,0.010851108711633238,0.0,0.0,0.0,0.08086485994377252,-0.0015384615384615374,-1.0,-0.0075,0.691,1.0,13.0,13.0,1.0,46.15384615384615,69.23076923076923,16.0,12.0,-1.0,58.333333333333336,37.5,0.0,0.011693832974869625,0
PreBurst_Acceptance_Dwell_Ratio_5s,1.0,1.0,0.23896595208070617,0.23896595208070617,0.7994955863808324,5.305142716303261,0.18364001429470903,-0.008461538461538496,0.05246796693140775,0.0,0.0,0.321099977706236,0.029999999999999957,0.0,0.0,0.04259863338361734,0.006923076923076901,1.0,0.9,0.522,1.0,13.0,13.0,1.0,53.84615384615385,46.15384615384615,16.0,12.0,0.0,41.66666666666667,31.25,0.0,0.0,0
price_impact_per_100_contracts,1.0,1.0,-0.22698612862547288,0.22698612862547288,0.7011349306431274,17.03462739901208,0.4401352700094587,-0.0615384615384616,0.10927556023731133,0.16245631592824955,-0.031538461538461585,0.31987063762559426,0.029999999999999943,0.0,0.002839788576294744,0.12399355528517439,-0.049230769230769286,-1.0,0.9318951949946287,0.994,1.0,13.0,13.0,-1.0,76.92307692307693,100.0,16.0,12.0,-1.0,66.66666666666666,50.0,1.0,0.0,0
Profile_Normalized_Entropy,1.0,1.0,0.2244640605296343,0.2244640605296343,0.6513240857503152,17.080382100649892,0.3320710747052829,-0.03230769230769231,0.08047104223989135,0.0,0.0,0.5428348514469549,-0.04076923076923082,-0.07692307692307698,0.0035233018024181106,0.1047932680668165,0.029999999999999957,1.0,0.9246934516293528,0.89,1.0,13.0,13.0,-1.0,30.76923076923077,46.15384615384615,16.0,12.0,-1.0,33.33333333333333,25.0,0.0,0.0,0
absorption_pressure_1s,1.0,1.0,0.21626733921815888,0.21626733921815888,0.9180327868852459,3.247864478925662,0.08580050614033001,-0.037692307692307775,0.07952237166728658,0.0,0.0,0.19961848733110638,0.005384615384615381,0.0,0.0,0.07768372284963804,-0.0015384615384615398,1.0,62.875,0.982,1.0,13.0,13.0,1.0,76.92307692307693,100.0,16.0,12.0,1.0,66.66666666666666,56.25,1.0,0.0,0
Previous_Delta_AtEntry,1.0,1.0,0.21563682219419925,0.21563682219419925,0.7503152585119798,9.67017601934372,0.25567061789997103,0.031538461538461515,0.10878141382414197,0.027432712297072066,0.0,0.3514157476092036,0.02153846153846152,0.038461538461538436,0.05161069838168775,0.10220945636644832,0.04076923076923074,1.0,76.5,0.963,1.0,13.0,13.0,1.0,69.23076923076923,69.23076923076923,16.0,12.0,-1.0,58.333333333333336,81.25,0.0,0.0,0
burst_efficiency_score,1.0,1.0,-0.21563682219419925,0.21563682219419925,0.7496847414880201,6.598525977541748,0.12673751717159626,-0.031538461538461605,0.10688992824924054,0.0,0.0,0.2745472408284627,-0.020769230769230807,0.0,0.0,0.06487150586007649,-0.0023076923076923083,-1.0,0.016408237152918004,0.981,1.0,13.0,13.0,-1.0,76.92307692307693,100.0,16.0,12.0,-1.0,66.66666666666666,56.25,1.0,0.0,0
liquidity_absorption_score,1.0,1.0,0.2080706179066835,0.2080706179066835,0.9508196721311476,4.775237597064371,0.08659614562892265,0.013846153846153826,0.1054489232641436,0.0,0.0,0.18841313771945853,0.005384615384615381,0.0,0.026332004137650245,0.07634828382079474,0.021538461538461517,1.0,43.016666666666666,0.969,1.0,13.0,13.0,1.0,69.23076923076923,100.0,16.0,12.0,1.0,66.66666666666666,50.0,1.0,0.0,0
