iteration,auc_EXISTING_CAUSAL,auc_MBO_ONLY,auc_EXISTING_CAUSAL_PLUS_MBO,delta_plus_mbo
34,0.5111111111111111,0.568888888888889,0.528888888888889,0.017777777777777892
35,0.47111111111111104,0.3466666666666667,0.3822222222222222,-0.08888888888888885
36,0.5733333333333334,0.5555555555555556,0.5733333333333334,0.0
37,0.3644444444444444,0.5688888888888889,0.4177777777777778,0.0533333333333334
38,0.37777777777777777,0.42666666666666664,0.36000000000000004,-0.017777777777777726
39,0.41777777777777775,0.6088888888888889,0.52,0.10222222222222227
40,0.5066666666666667,0.4622222222222222,0.4444444444444444,-0.06222222222222229
41,0.35555555555555557,0.4222222222222222,0.4222222222222223,0.06666666666666671
42,0.3333333333333333,0.5244444444444445,0.4533333333333333,0.12
43,0.6355555555555555,0.6622222222222223,0.6888888888888889,0.053333333333333344
44,0.42222222222222217,0.5422222222222222,0.45777777777777773,0.03555555555555556
45,0.5111111111111111,0.3511111111111111,0.40888888888888886,-0.10222222222222221
46,0.5244444444444444,0.5066666666666666,0.5377777777777778,0.01333333333333342
47,0.5822222222222222,0.49333333333333335,0.5955555555555556,0.01333333333333342
48,0.48,0.4577777777777778,0.42666666666666664,-0.053333333333333344
49,0.64,0.6755555555555556,0.6622222222222223,0.022222222222222254
50,0.48888888888888893,0.37777777777777777,0.4533333333333333,-0.03555555555555562
51,0.4666666666666667,0.5955555555555556,0.48,0.013333333333333308
52,0.4355555555555556,0.36444444444444446,0.5377777777777778,0.10222222222222221
53,0.5822222222222222,0.6,0.5822222222222222,0.0
54,0.14222222222222222,0.56,0.1822222222222222,0.03999999999999998
55,0.6,0.33777777777777773,0.4933333333333333,-0.10666666666666669
56,0.37777777777777777,0.29333333333333333,0.3866666666666667,0.008888888888888946
57,0.5111111111111111,0.3911111111111111,0.4,-0.11111111111111105
58,0.7288888888888889,0.5244444444444445,0.6977777777777777,-0.0311111111111112
59,0.3377777777777778,0.3466666666666667,0.2711111111111111,-0.06666666666666671
60,0.30666666666666664,0.36,0.28444444444444444,-0.0222222222222222
61,0.3733333333333333,0.3422222222222222,0.3422222222222222,-0.03111111111111109
62,0.6133333333333334,0.38666666666666666,0.5066666666666667,-0.10666666666666669
63,0.5333333333333334,0.5333333333333333,0.5111111111111112,-0.022222222222222254
64,0.47111111111111115,0.4444444444444444,0.4311111111111111,-0.040000000000000036
65,0.671111111111111,0.5333333333333332,0.6977777777777778,0.02666666666666684
66,0.6222222222222222,0.40888888888888886,0.4622222222222222,-0.16000000000000003
67,0.42222222222222217,0.7377777777777779,0.568888888888889,0.14666666666666683
68,0.528888888888889,0.45333333333333325,0.41777777777777775,-0.11111111111111122
69,0.36444444444444446,0.6711111111111111,0.5155555555555555,0.15111111111111108
70,0.4044444444444444,0.47111111111111115,0.43555555555555553,0.031111111111111145
71,0.6266666666666667,0.4311111111111111,0.6222222222222222,-0.004444444444444473
72,0.40888888888888886,0.35555555555555557,0.3466666666666667,-0.06222222222222218
73,0.4444444444444444,0.49777777777777776,0.44,-0.0044444444444444176
74,0.5333333333333333,0.4977777777777777,0.5022222222222222,-0.03111111111111109
75,0.3111111111111111,0.56,0.36888888888888893,0.05777777777777782
76,0.5911111111111111,0.35111111111111115,0.5422222222222222,-0.04888888888888898
77,0.5733333333333334,0.5422222222222222,0.5333333333333333,-0.040000000000000036
78,0.4533333333333333,0.5422222222222223,0.5066666666666667,0.0533333333333334
79,0.6488888888888888,0.35111111111111115,0.5155555555555555,-0.1333333333333333
80,0.3288888888888889,0.3688888888888889,0.2977777777777778,-0.03111111111111109
81,0.31555555555555553,0.3333333333333333,0.26666666666666666,-0.04888888888888887
82,0.45333333333333337,0.5733333333333334,0.4888888888888889,0.03555555555555551
83,0.6177777777777778,0.6088888888888888,0.6,-0.01777777777777778
84,0.5155555555555555,0.5911111111111111,0.6266666666666667,0.11111111111111116
85,0.36,0.5822222222222222,0.4533333333333333,0.09333333333333332
86,0.36444444444444446,0.36,0.27555555555555555,-0.0888888888888889
87,0.42666666666666664,0.4844444444444444,0.39999999999999997,-0.026666666666666672
88,0.49777777777777776,0.5644444444444445,0.48444444444444446,-0.013333333333333308
89,0.48888888888888893,0.4,0.4044444444444445,-0.08444444444444443
90,0.5511111111111111,0.6799999999999999,0.5955555555555555,0.0444444444444444
91,0.37333333333333335,0.68,0.5511111111111111,0.17777777777777776
92,0.36888888888888893,0.34222222222222226,0.3333333333333333,-0.03555555555555562
93,0.4444444444444444,0.5822222222222222,0.5111111111111111,0.06666666666666665
94,0.5066666666666666,0.37333333333333335,0.4355555555555556,-0.07111111111111101
95,0.5644444444444445,0.36444444444444446,0.48888888888888893,-0.0755555555555556
96,0.5333333333333333,0.4044444444444445,0.4222222222222222,-0.1111111111111111
97,0.40444444444444444,0.5644444444444445,0.45777777777777773,0.05333333333333329
98,0.4888888888888889,0.7022222222222222,0.5733333333333334,0.08444444444444449
99,0.5511111111111111,0.4044444444444445,0.46666666666666673,-0.08444444444444438
100,0.6,0.5244444444444445,0.5511111111111111,-0.04888888888888887
101,0.48000000000000004,0.52,0.4311111111111111,-0.048888888888888926
102,0.5644444444444445,0.7066666666666667,0.6755555555555556,0.11111111111111105
103,0.48,0.40444444444444444,0.48000000000000004,5.551115123125783e-17
104,0.5688888888888889,0.49777777777777776,0.49777777777777776,-0.07111111111111112
105,0.6444444444444444,0.4666666666666667,0.5911111111111111,-0.05333333333333323
106,0.49333333333333335,0.5777777777777777,0.6,0.10666666666666663
107,0.4888888888888889,0.46222222222222226,0.5022222222222222,0.013333333333333364
108,0.45333333333333337,0.7422222222222222,0.6711111111111111,0.21777777777777774
109,0.24444444444444444,0.3333333333333333,0.20444444444444443,-0.04000000000000001
110,0.43555555555555553,0.568888888888889,0.4177777777777778,-0.017777777777777726
111,0.44,0.3466666666666667,0.3688888888888889,-0.07111111111111112
112,0.6311111111111112,0.6177777777777778,0.6533333333333333,0.022222222222222143
113,0.5111111111111111,0.45333333333333337,0.4977777777777778,-0.013333333333333253
114,0.6311111111111112,0.6844444444444444,0.6577777777777778,0.026666666666666616
115,0.56,0.4311111111111111,0.44,-0.12000000000000005
116,0.5466666666666666,0.4088888888888889,0.5422222222222222,-0.004444444444444473
117,0.6044444444444445,0.8,0.6533333333333333,0.04888888888888887
118,0.551111111111111,0.4355555555555556,0.5288888888888889,-0.022222222222222143
119,0.6444444444444445,0.4755555555555555,0.7022222222222223,0.05777777777777782
120,0.4577777777777778,0.46222222222222226,0.38666666666666666,-0.07111111111111112
121,0.6177777777777778,0.38666666666666666,0.5866666666666667,-0.03111111111111109
122,0.4933333333333333,0.6888888888888889,0.6044444444444445,0.11111111111111116
123,0.37777777777777777,0.6222222222222222,0.5866666666666667,0.2088888888888889
124,0.41333333333333333,0.5822222222222222,0.42666666666666664,0.013333333333333308
125,0.5644444444444445,0.4488888888888889,0.56,-0.004444444444444473
126,0.5466666666666667,0.6044444444444445,0.5288888888888889,-0.017777777777777892
127,0.4444444444444444,0.6622222222222223,0.528888888888889,0.08444444444444454
128,0.39555555555555555,0.5155555555555555,0.3688888888888889,-0.026666666666666672
129,0.5777777777777778,0.31555555555555553,0.4177777777777778,-0.16000000000000003
130,0.5111111111111111,0.8177777777777777,0.6844444444444444,0.17333333333333334
131,0.5688888888888889,0.7555555555555555,0.6755555555555556,0.10666666666666669
132,0.44000000000000006,0.24,0.40888888888888886,-0.0311111111111112
133,0.45333333333333337,0.4,0.4533333333333333,-5.551115123125783e-17
134,0.1422222222222222,0.5466666666666666,0.2711111111111111,0.1288888888888889
135,0.3511111111111111,0.4755555555555555,0.36,0.00888888888888889
136,0.44,0.4533333333333333,0.45333333333333337,0.013333333333333364
137,0.5688888888888889,0.4,0.5466666666666666,-0.022222222222222254
138,0.5244444444444445,0.6133333333333333,0.6266666666666667,0.10222222222222221
139,0.4444444444444444,0.68,0.6311111111111112,0.18666666666666676
140,0.5155555555555555,0.6222222222222222,0.5333333333333333,0.01777777777777778
141,0.6799999999999999,0.3288888888888889,0.5688888888888889,-0.11111111111111105
142,0.52,0.5822222222222222,0.5022222222222222,-0.01777777777777778
143,0.4666666666666667,0.40444444444444444,0.37777777777777777,-0.0888888888888889
144,0.5733333333333334,0.6,0.6177777777777778,0.0444444444444444
145,0.5688888888888889,0.6222222222222222,0.5777777777777777,0.008888888888888835
146,0.4577777777777778,0.4088888888888889,0.33333333333333337,-0.12444444444444441
147,0.48444444444444446,0.38222222222222224,0.4888888888888889,0.0044444444444444176
148,0.35111111111111115,0.5866666666666667,0.4444444444444444,0.09333333333333327
149,0.4488888888888889,0.36,0.4177777777777778,-0.03111111111111109
150,0.4177777777777778,0.33333333333333337,0.37777777777777777,-0.040000000000000036
151,0.5066666666666666,0.39555555555555555,0.48,-0.026666666666666616
152,0.4177777777777778,0.14666666666666667,0.24,-0.1777777777777778
153,0.6177777777777778,0.5111111111111111,0.49777777777777776,-0.12
154,0.5333333333333334,0.23555555555555552,0.3377777777777778,-0.19555555555555565
155,0.6266666666666667,0.5422222222222222,0.5911111111111111,-0.03555555555555556
156,0.4933333333333334,0.48,0.3511111111111111,-0.1422222222222223
157,0.3688888888888889,0.47111111111111115,0.42222222222222217,0.05333333333333329
158,0.6666666666666667,0.3733333333333333,0.5244444444444445,-0.14222222222222225
159,0.3511111111111111,0.5155555555555555,0.3288888888888889,-0.0222222222222222
160,0.5022222222222222,0.5422222222222222,0.4755555555555555,-0.026666666666666727
161,0.3911111111111111,0.6888888888888889,0.45333333333333337,0.06222222222222229
162,0.3733333333333333,0.3466666666666667,0.3111111111111111,-0.06222222222222218
163,0.5377777777777778,0.6711111111111111,0.6177777777777778,0.07999999999999996
164,0.24888888888888888,0.4933333333333334,0.39555555555555555,0.14666666666666667
165,0.3466666666666667,0.4355555555555556,0.40888888888888886,0.06222222222222218
166,0.36,0.48888888888888893,0.38222222222222224,0.022222222222222254
167,0.48,0.8400000000000001,0.5155555555555555,0.03555555555555556
168,0.5111111111111111,0.5288888888888889,0.5333333333333333,0.022222222222222254
169,0.3155555555555556,0.6755555555555556,0.3955555555555555,0.0799999999999999
170,0.6177777777777778,0.7688888888888888,0.6799999999999999,0.06222222222222218
171,0.2711111111111111,0.14666666666666667,0.20888888888888887,-0.06222222222222221
172,0.38666666666666666,0.5688888888888889,0.5155555555555555,0.1288888888888889
173,0.44888888888888884,0.4622222222222222,0.39999999999999997,-0.04888888888888887
174,0.47111111111111104,0.5955555555555556,0.6622222222222223,0.19111111111111123
175,0.6799999999999999,0.6844444444444444,0.7111111111111111,0.0311111111111112
176,0.52,0.36,0.40444444444444444,-0.11555555555555558
177,0.5155555555555555,0.5955555555555556,0.5022222222222222,-0.013333333333333308
178,0.32,0.36444444444444446,0.3422222222222222,0.0222222222222222
179,0.5866666666666667,0.6133333333333333,0.5733333333333334,-0.013333333333333308
180,0.3288888888888889,0.5911111111111111,0.45333333333333337,0.12444444444444447
181,0.6444444444444444,0.49333333333333335,0.6044444444444445,-0.039999999999999925
182,0.39555555555555555,0.7422222222222222,0.6222222222222222,0.22666666666666668
183,0.4311111111111111,0.37777777777777777,0.3688888888888889,-0.062222222222222234
184,0.4133333333333334,0.7244444444444444,0.6933333333333334,0.27999999999999997
185,0.5777777777777778,0.4799999999999999,0.5244444444444445,-0.053333333333333344
186,0.5955555555555556,0.4577777777777778,0.6177777777777778,0.022222222222222143
187,0.6355555555555555,0.49333333333333335,0.6311111111111112,-0.004444444444444362
188,0.4577777777777778,0.5022222222222222,0.4666666666666667,0.00888888888888889
189,0.6000000000000001,0.5555555555555556,0.6844444444444444,0.08444444444444432
190,0.5244444444444445,0.6755555555555555,0.6177777777777779,0.09333333333333338
191,0.3688888888888889,0.5599999999999999,0.4177777777777778,0.048888888888888926
192,0.5333333333333333,0.6888888888888889,0.68,0.14666666666666672
193,0.6666666666666666,0.5422222222222222,0.64,-0.026666666666666616
194,0.39555555555555555,0.30222222222222217,0.3466666666666667,-0.04888888888888887
195,0.4177777777777778,0.28888888888888886,0.3688888888888889,-0.048888888888888926
196,0.3911111111111111,0.3777777777777778,0.3911111111111111,0.0
197,0.5333333333333333,0.7511111111111111,0.6177777777777778,0.08444444444444443
198,0.48444444444444446,0.20888888888888887,0.37777777777777777,-0.10666666666666669
199,0.5333333333333333,0.5422222222222222,0.6044444444444445,0.07111111111111112
200,0.6888888888888889,0.41333333333333333,0.5644444444444445,-0.12444444444444436
201,0.5288888888888889,0.48444444444444446,0.5111111111111111,-0.01777777777777778
202,0.7422222222222222,0.6799999999999999,0.7155555555555555,-0.026666666666666727
203,0.42666666666666664,0.36888888888888893,0.43555555555555553,0.00888888888888889
204,0.5777777777777777,0.18666666666666665,0.4177777777777778,-0.15999999999999992
205,0.56,0.36,0.5066666666666667,-0.053333333333333344
206,0.5555555555555556,0.5066666666666667,0.56,0.004444444444444473
207,0.5022222222222222,0.40888888888888886,0.4622222222222222,-0.040000000000000036
208,0.3244444444444444,0.30666666666666664,0.3022222222222222,-0.0222222222222222
209,0.5377777777777778,0.5022222222222222,0.5466666666666666,0.008888888888888835
210,0.48000000000000004,0.21333333333333332,0.3244444444444444,-0.1555555555555556
211,0.4666666666666667,0.5466666666666667,0.48888888888888893,0.022222222222222254
212,0.5555555555555556,0.8533333333333333,0.7422222222222222,0.18666666666666665
213,0.5777777777777777,0.36444444444444446,0.4488888888888889,-0.12888888888888883
214,0.56,0.7511111111111111,0.6666666666666666,0.10666666666666658
215,0.4622222222222222,0.6711111111111111,0.5377777777777778,0.0755555555555556
216,0.4666666666666667,0.6933333333333334,0.5422222222222223,0.0755555555555556
217,0.4888888888888889,0.6844444444444444,0.5644444444444444,0.07555555555555554
218,0.5022222222222222,0.5955555555555556,0.5377777777777778,0.03555555555555556
219,0.711111111111111,0.4311111111111111,0.6622222222222223,-0.04888888888888876
220,0.7155555555555555,0.4311111111111111,0.6266666666666667,-0.0888888888888888
221,0.5911111111111111,0.5244444444444445,0.591111111111111,-1.1102230246251565e-16
222,0.5777777777777777,0.6933333333333334,0.6266666666666667,0.04888888888888898
223,0.5244444444444444,0.528888888888889,0.5733333333333334,0.04888888888888898
224,0.52,0.6577777777777778,0.6622222222222223,0.14222222222222225
225,0.7066666666666667,0.5555555555555556,0.7466666666666667,0.040000000000000036
226,0.4533333333333333,0.28,0.4177777777777778,-0.03555555555555551
227,0.5955555555555556,0.6533333333333333,0.6533333333333333,0.057777777777777706
228,0.6088888888888889,0.29333333333333333,0.48444444444444446,-0.12444444444444447
229,0.3733333333333333,0.5866666666666667,0.46222222222222226,0.08888888888888896
230,0.28444444444444444,0.5555555555555556,0.36,0.07555555555555554
231,0.6311111111111111,0.24000000000000002,0.5022222222222222,-0.12888888888888883
232,0.5866666666666667,0.5422222222222223,0.5466666666666666,-0.040000000000000036
233,0.38222222222222224,0.5688888888888889,0.45333333333333325,0.07111111111111101
234,0.45777777777777773,0.41333333333333333,0.40888888888888886,-0.04888888888888887
235,0.36,0.5511111111111111,0.37333333333333335,0.013333333333333364
236,0.5288888888888889,0.47111111111111115,0.5066666666666666,-0.022222222222222254
237,0.4666666666666667,0.3466666666666667,0.3955555555555556,-0.07111111111111107
238,0.48444444444444446,0.5511111111111111,0.5111111111111111,0.026666666666666616
239,0.26666666666666666,0.4444444444444444,0.29333333333333333,0.026666666666666672
240,0.5111111111111111,0.52,0.5155555555555555,0.004444444444444473
241,0.48888888888888893,0.7955555555555556,0.6755555555555556,0.18666666666666665
242,0.568888888888889,0.52,0.5288888888888889,-0.04000000000000015
243,0.4444444444444444,0.4311111111111111,0.4355555555555556,-0.008888888888888835
244,0.5377777777777778,0.4311111111111111,0.49777777777777776,-0.040000000000000036
245,0.7155555555555555,0.5333333333333333,0.6666666666666666,-0.04888888888888887
246,0.6044444444444445,0.4222222222222223,0.6044444444444445,0.0
247,0.36,0.4,0.27555555555555555,-0.08444444444444443
248,0.6311111111111111,0.5955555555555555,0.6355555555555557,0.004444444444444584
249,0.42666666666666664,0.21777777777777776,0.3288888888888889,-0.09777777777777774
250,0.5955555555555555,0.4444444444444444,0.6444444444444445,0.04888888888888898
251,0.5955555555555555,0.6044444444444443,0.5911111111111111,-0.004444444444444362
252,0.6177777777777778,0.5244444444444445,0.6799999999999999,0.06222222222222218
253,0.42666666666666664,0.5333333333333333,0.5777777777777777,0.15111111111111108
254,0.3555555555555555,0.5688888888888889,0.38222222222222224,0.026666666666666727
255,0.3422222222222222,0.4444444444444444,0.3955555555555556,0.0533333333333334
256,0.4355555555555556,0.5911111111111111,0.5022222222222222,0.06666666666666665
257,0.5422222222222223,0.3866666666666667,0.5111111111111112,-0.03111111111111109
258,0.5822222222222222,0.3111111111111111,0.49777777777777776,-0.08444444444444443
259,0.4888888888888889,0.4311111111111111,0.5066666666666667,0.017777777777777837
260,0.56,0.5688888888888889,0.6,0.039999999999999925
261,0.5822222222222222,0.6444444444444444,0.6222222222222222,0.040000000000000036
262,0.5466666666666666,0.5733333333333334,0.5244444444444444,-0.022222222222222254
263,0.5777777777777777,0.48444444444444446,0.5066666666666667,-0.07111111111111101
264,0.49777777777777776,0.4622222222222222,0.43555555555555553,-0.062222222222222234
265,0.33777777777777773,0.5288888888888889,0.4177777777777778,0.08000000000000007
266,0.76,0.3155555555555556,0.6177777777777778,-0.14222222222222225
267,0.5111111111111111,0.3733333333333333,0.4222222222222223,-0.0888888888888888
268,0.6,0.46222222222222226,0.5377777777777778,-0.06222222222222218
269,0.52,0.5288888888888889,0.5511111111111111,0.03111111111111109
270,0.41333333333333333,0.39555555555555555,0.33777777777777773,-0.0755555555555556
271,0.2488888888888889,0.6355555555555555,0.36444444444444446,0.11555555555555555
272,0.3244444444444445,0.5733333333333333,0.43999999999999995,0.11555555555555547
273,0.4666666666666667,0.5866666666666667,0.5288888888888889,0.06222222222222218
274,0.6,0.6133333333333333,0.5466666666666666,-0.053333333333333344
275,0.6222222222222222,0.5644444444444444,0.6088888888888889,-0.013333333333333308
276,0.6044444444444445,0.6311111111111111,0.6,-0.004444444444444473
277,0.5777777777777777,0.3377777777777778,0.4888888888888889,-0.08888888888888885
278,0.5244444444444444,0.37777777777777777,0.5333333333333333,0.008888888888888946
279,0.5377777777777778,0.5511111111111111,0.47111111111111115,-0.06666666666666665
280,0.4355555555555556,0.6488888888888888,0.5111111111111111,0.07555555555555549
281,0.5511111111111111,0.5155555555555555,0.5599999999999999,0.008888888888888835
282,0.5066666666666666,0.33333333333333326,0.48888888888888893,-0.01777777777777767
283,0.64,0.5911111111111111,0.7022222222222222,0.06222222222222218
284,0.45333333333333337,0.5911111111111111,0.4222222222222222,-0.031111111111111145
285,0.5022222222222222,0.4311111111111111,0.4444444444444445,-0.05777777777777776
286,0.52,0.4622222222222222,0.5022222222222222,-0.01777777777777778
287,0.6133333333333333,0.3511111111111111,0.528888888888889,-0.08444444444444432
288,0.5422222222222223,0.6844444444444444,0.8,0.2577777777777778
289,0.33777777777777773,0.6622222222222223,0.3688888888888889,0.031111111111111145
290,0.32,0.27111111111111114,0.26222222222222225,-0.05777777777777776
291,0.6266666666666667,0.48,0.5911111111111111,-0.03555555555555556
292,0.5022222222222222,0.4666666666666667,0.4977777777777778,-0.0044444444444444176
293,0.47111111111111115,0.3555555555555555,0.41333333333333333,-0.05777777777777782
294,0.5155555555555555,0.5644444444444444,0.528888888888889,0.01333333333333342
295,0.6622222222222223,0.4,0.6133333333333333,-0.04888888888888898
296,0.4533333333333333,0.5422222222222222,0.49777777777777776,0.04444444444444445
297,0.6355555555555557,0.5733333333333334,0.6088888888888889,-0.026666666666666727
298,0.26666666666666666,0.4755555555555555,0.3288888888888889,0.062222222222222234
299,0.37777777777777777,0.5866666666666667,0.4622222222222222,0.08444444444444443
300,0.37777777777777777,0.3066666666666667,0.29777777777777775,-0.08000000000000002
301,0.5999999999999999,0.4488888888888889,0.6044444444444445,0.004444444444444584
302,0.6933333333333334,0.5377777777777778,0.6933333333333334,0.0
303,0.5822222222222222,0.41333333333333333,0.5511111111111112,-0.03111111111111098
304,0.5866666666666667,0.6,0.6133333333333334,0.026666666666666727
305,0.52,0.5955555555555556,0.528888888888889,0.008888888888888946
306,0.4666666666666667,0.5022222222222222,0.52,0.053333333333333344
307,0.4888888888888889,0.6399999999999999,0.5733333333333333,0.08444444444444438
308,0.5688888888888889,0.5333333333333333,0.5422222222222222,-0.026666666666666727
309,0.3066666666666667,0.5555555555555556,0.35555555555555557,0.04888888888888887
310,0.4622222222222222,0.21333333333333332,0.25333333333333335,-0.20888888888888885
311,0.5022222222222222,0.72,0.6355555555555554,0.1333333333333332
312,0.6844444444444444,0.3066666666666667,0.6577777777777778,-0.026666666666666616
313,0.4311111111111111,0.6577777777777778,0.5688888888888889,0.13777777777777778
314,0.39555555555555555,0.45777777777777784,0.36444444444444446,-0.03111111111111109
315,0.4,0.3688888888888889,0.3511111111111111,-0.048888888888888926
316,0.4711111111111111,0.43555555555555553,0.46222222222222226,-0.008888888888888835
317,0.4844444444444444,0.6666666666666667,0.5333333333333333,0.048888888888888926
318,0.5111111111111111,0.29333333333333333,0.3688888888888889,-0.1422222222222222
319,0.5288888888888889,0.5466666666666667,0.5511111111111111,0.022222222222222254
320,0.7155555555555555,0.5511111111111111,0.7733333333333334,0.05777777777777793
321,0.49777777777777776,0.4444444444444445,0.4444444444444444,-0.053333333333333344
322,0.3511111111111111,0.3111111111111111,0.3466666666666666,-0.004444444444444473
323,0.42666666666666664,0.4,0.4311111111111111,0.004444444444444473
324,0.6177777777777778,0.5822222222222222,0.5688888888888889,-0.04888888888888887
325,0.5555555555555556,0.49333333333333335,0.5511111111111111,-0.004444444444444473
326,0.42222222222222217,0.41777777777777775,0.4088888888888889,-0.013333333333333253
327,0.6311111111111111,0.26222222222222225,0.4711111111111111,-0.15999999999999998
328,0.2488888888888889,0.4711111111111111,0.28888888888888886,0.03999999999999995
329,0.3422222222222222,0.5866666666666667,0.36444444444444446,0.022222222222222254
330,0.7555555555555555,0.28,0.6666666666666666,-0.0888888888888889
331,0.4977777777777778,0.36,0.4355555555555556,-0.062222222222222234
332,0.6488888888888888,0.4933333333333333,0.5822222222222222,-0.06666666666666665
333,0.48,0.6533333333333333,0.5111111111111111,0.03111111111111109
334,0.43555555555555553,0.4266666666666667,0.36444444444444446,-0.07111111111111107
335,0.6088888888888889,0.6933333333333334,0.64,0.03111111111111109
336,0.6222222222222221,0.7466666666666667,0.6711111111111111,0.04888888888888898
337,0.5244444444444445,0.5111111111111111,0.52,-0.004444444444444473
338,0.47555555555555556,0.6977777777777778,0.56,0.08444444444444449
339,0.5866666666666667,0.5333333333333333,0.5333333333333333,-0.053333333333333344
340,0.6711111111111111,0.7022222222222222,0.7155555555555556,0.04444444444444451
341,0.5511111111111111,0.4311111111111111,0.52,-0.03111111111111109
342,0.4311111111111111,0.4,0.29777777777777775,-0.13333333333333336
343,0.2577777777777778,0.5155555555555555,0.3466666666666667,0.0888888888888889
344,0.5822222222222222,0.3111111111111111,0.4844444444444444,-0.0977777777777778
345,0.5066666666666666,0.5644444444444444,0.5466666666666666,0.040000000000000036
346,0.5022222222222222,0.6266666666666667,0.6177777777777778,0.11555555555555552
347,0.5777777777777777,0.6044444444444445,0.5555555555555555,-0.022222222222222254
348,0.5422222222222222,0.42666666666666664,0.5244444444444445,-0.01777777777777767
349,0.5688888888888889,0.3288888888888889,0.5466666666666666,-0.022222222222222254
350,0.5511111111111111,0.4311111111111111,0.5422222222222222,-0.008888888888888946
351,0.5777777777777777,0.6222222222222222,0.6088888888888888,0.03111111111111109
352,0.39111111111111113,0.7333333333333334,0.4888888888888889,0.09777777777777774
353,0.31111111111111106,0.4222222222222223,0.36000000000000004,0.04888888888888898
354,0.7244444444444444,0.7155555555555556,0.7911111111111111,0.06666666666666665
355,0.6755555555555556,0.6933333333333334,0.7466666666666666,0.07111111111111101
356,0.6666666666666666,0.5333333333333333,0.7866666666666666,0.12
357,0.41333333333333333,0.36888888888888893,0.44,0.026666666666666672
358,0.4755555555555555,0.7377777777777778,0.5333333333333334,0.05777777777777793
359,0.5333333333333333,0.49777777777777776,0.4666666666666667,-0.06666666666666665
360,0.3244444444444444,0.5644444444444444,0.43999999999999995,0.11555555555555552
361,0.6133333333333333,0.528888888888889,0.6222222222222222,0.008888888888888946
362,0.52,0.5777777777777777,0.6177777777777778,0.09777777777777774
363,0.6177777777777778,0.6844444444444444,0.6622222222222223,0.04444444444444451
364,0.3688888888888889,0.39555555555555555,0.37777777777777777,0.00888888888888889
365,0.7377777777777779,0.7111111111111111,0.7644444444444445,0.026666666666666616
366,0.5155555555555555,0.39111111111111113,0.4666666666666667,-0.04888888888888887
367,0.5111111111111111,0.5822222222222222,0.45777777777777773,-0.053333333333333344
368,0.47111111111111115,0.4622222222222222,0.46222222222222226,-0.00888888888888889
369,0.6222222222222222,0.5555555555555556,0.6266666666666667,0.004444444444444473
370,0.6177777777777778,0.37777777777777777,0.49777777777777776,-0.12
371,0.4622222222222222,0.6222222222222222,0.5244444444444445,0.06222222222222229
372,0.6133333333333334,0.36444444444444446,0.5111111111111111,-0.10222222222222233
