CaseID,fecha,BurstId,burst_side,decision_utc,outcome_path,state_cache_path,pre_overlap_records,overlap_prefix_exact,strict_feature_cutoff_utc_exclusive,year
HB047,2024-08-08,LB_20240808_093753_SELL_0001,SELL,2024-08-08T13:37:54.045000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-08-08_LB_20240808_093753_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240808_093753_SELL_0001.state.parquet,146,True,2024-08-08T13:37:54.045000+00:00,2024
HB048,2023-04-26,LB_20230426_093201_SELL_0001,SELL,2023-04-26T13:32:02.055000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-04-26_LB_20230426_093201_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230426_093201_SELL_0001.state.parquet,201,True,2023-04-26T13:32:02.055000+00:00,2023
HB049,2023-08-24,LB_20230824_093139_SELL_0001,SELL,2023-08-24T13:31:40.065000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-08-24_LB_20230824_093139_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230824_093139_SELL_0001.state.parquet,141,True,2023-08-24T13:31:40.065000+00:00,2023
HB050,2024-08-14,LB_20240814_093352_SELL_0001,SELL,2024-08-14T13:33:53.036000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-08-14_LB_20240814_093352_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240814_093352_SELL_0001.state.parquet,224,True,2024-08-14T13:33:53.036000+00:00,2024
HB051,2024-06-13,LB_20240613_093209_BUY_0001,BUY,2024-06-13T13:32:10.037000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-06-13_LB_20240613_093209_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240613_093209_BUY_0001.state.parquet,147,True,2024-06-13T13:32:10.037000+00:00,2024
HB052,2024-07-12,LB_20240712_093101_BUY_0001,BUY,2024-07-12T13:31:02.044000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-07-12_LB_20240712_093101_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240712_093101_BUY_0001.state.parquet,190,True,2024-07-12T13:31:02.044000+00:00,2024
HB053,2024-07-18,LB_20240718_093155_SELL_0001,SELL,2024-07-18T13:31:56.057000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-07-18_LB_20240718_093155_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240718_093155_SELL_0001.state.parquet,291,True,2024-07-18T13:31:56.057000+00:00,2024
HB054,2023-03-28,LB_20230328_093202_SELL_0001,SELL,2023-03-28T13:32:03.022000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-03-28_LB_20230328_093202_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230328_093202_SELL_0001.state.parquet,96,True,2023-03-28T13:32:03.022000+00:00,2023
HB055,2023-05-31,LB_20230531_093156_BUY_0001,BUY,2023-05-31T13:31:57.052000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-05-31_LB_20230531_093156_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230531_093156_BUY_0001.state.parquet,222,True,2023-05-31T13:31:57.052000+00:00,2023
HB056,2022-11-03,LB_20221103_093349_BUY_0001,BUY,2022-11-03T13:33:50.021000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-11-03_LB_20221103_093349_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20221103_093349_BUY_0001.state.parquet,186,True,,2022
HB057,2023-06-23,LB_20230623_093159_BUY_0001,BUY,2023-06-23T13:32:00.009000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-06-23_LB_20230623_093159_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230623_093159_BUY_0001.state.parquet,96,True,2023-06-23T13:32:00.009000+00:00,2023
HB058,2024-05-20,LB_20240520_093220_BUY_0001,BUY,2024-05-20T13:32:21.062000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-05-20_LB_20240520_093220_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240520_093220_BUY_0001.state.parquet,136,True,2024-05-20T13:32:21.062000+00:00,2024
HB059,2022-04-26,LB_20220426_093143_SELL_0001,SELL,2022-04-26T13:31:44.003000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-04-26_LB_20220426_093143_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20220426_093143_SELL_0001.state.parquet,631,True,,2022
HB060,2024-04-02,LB_20240402_093358_SELL_0002,SELL,2024-04-02T13:33:59.018000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-04-02_LB_20240402_093358_SELL_0002_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240402_093358_SELL_0002.state.parquet,82,True,2024-04-02T13:33:59.018000+00:00,2024
HB061,2023-09-15,LB_20230915_093253_SELL_0001,SELL,2023-09-15T13:32:54.037000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-09-15_LB_20230915_093253_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230915_093253_SELL_0001.state.parquet,1193,True,2023-09-15T13:32:54.037000+00:00,2023
HB062,2024-04-05,LB_20240405_093248_SELL_0001,SELL,2024-04-05T13:32:49.026000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-04-05_LB_20240405_093248_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240405_093248_SELL_0001.state.parquet,496,True,2024-04-05T13:32:49.026000+00:00,2024
HB063,2024-06-06,LB_20240606_093413_BUY_0001,BUY,2024-06-06T13:34:14.079000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-06-06_LB_20240606_093413_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240606_093413_BUY_0001.state.parquet,113,True,2024-06-06T13:34:14.079000+00:00,2024
HB064,2022-09-28,LB_20220928_093328_SELL_0001,SELL,2022-09-28T13:33:29.039000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-09-28_LB_20220928_093328_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20220928_093328_SELL_0001.state.parquet,171,True,,2022
HB065,2024-06-14,LB_20240614_093644_BUY_0001,BUY,2024-06-14T13:36:45.081000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-06-14_LB_20240614_093644_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240614_093644_BUY_0001.state.parquet,122,True,2024-06-14T13:36:45.081000+00:00,2024
HB066,2022-10-18,LB_20221018_093155_SELL_0001,SELL,2022-10-18T13:31:56.038000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-10-18_LB_20221018_093155_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20221018_093155_SELL_0001.state.parquet,73,True,,2022
HB067,2023-05-03,LB_20230503_093500_BUY_0001,BUY,2023-05-03T13:35:01.053000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-05-03_LB_20230503_093500_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230503_093500_BUY_0001.state.parquet,195,True,2023-05-03T13:35:01.053000+00:00,2023
HB068,2022-08-01,LB_20220801_093127_SELL_0001,SELL,2022-08-01T13:31:28.101000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-08-01_LB_20220801_093127_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20220801_093127_SELL_0001.state.parquet,136,True,,2022
HB069,2024-05-02,LB_20240502_093112_SELL_0001,SELL,2024-05-02T13:31:13.136000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-05-02_LB_20240502_093112_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240502_093112_SELL_0001.state.parquet,133,True,2024-05-02T13:31:13.136000+00:00,2024
HB070,2023-09-07,LB_20230907_093117_SELL_0001,SELL,2023-09-07T13:31:18.033000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-09-07_LB_20230907_093117_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230907_093117_SELL_0001.state.parquet,277,True,2023-09-07T13:31:18.033000+00:00,2023
HB071,2024-04-04,LB_20240404_093500_BUY_0001,BUY,2024-04-04T13:35:01.015000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-04-04_LB_20240404_093500_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240404_093500_BUY_0001.state.parquet,165,True,2024-04-04T13:35:01.015000+00:00,2024
HB072,2022-05-18,LB_20220518_093457_BUY_0001,BUY,2022-05-18T13:34:58.072000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-05-18_LB_20220518_093457_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20220518_093457_BUY_0001.state.parquet,45,True,,2022
HB073,2024-04-18,LB_20240418_093109_SELL_0001,SELL,2024-04-18T13:31:10.042000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-04-18_LB_20240418_093109_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240418_093109_SELL_0001.state.parquet,285,True,2024-04-18T13:31:10.042000+00:00,2024
HB074,2024-07-16,LB_20240716_093212_BUY_0001,BUY,2024-07-16T13:32:13.083000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-07-16_LB_20240716_093212_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240716_093212_BUY_0001.state.parquet,126,True,2024-07-16T13:32:13.083000+00:00,2024
HB075,2023-05-11,LB_20230511_093202_SELL_0001,SELL,2023-05-11T13:32:03.023000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-05-11_LB_20230511_093202_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230511_093202_SELL_0001.state.parquet,161,True,2023-05-11T13:32:03.023000+00:00,2023
HB076,2024-06-05,LB_20240605_093547_SELL_0002,SELL,2024-06-05T13:35:48.054000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-06-05_LB_20240605_093547_SELL_0002_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240605_093547_SELL_0002.state.parquet,212,True,2024-06-05T13:35:48.054000+00:00,2024
HB077,2023-08-25,LB_20230825_093257_BUY_0001,BUY,2023-08-25T13:32:58.084000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-08-25_LB_20230825_093257_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230825_093257_BUY_0001.state.parquet,55,True,2023-08-25T13:32:58.084000+00:00,2023
HB078,2022-05-23,LB_20220523_093420_SELL_0001,SELL,2022-05-23T13:34:21.020000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-05-23_LB_20220523_093420_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20220523_093420_SELL_0001.state.parquet,387,True,,2022
HB079,2023-08-31,LB_20230831_093357_BUY_0001,BUY,2023-08-31T13:33:58.049000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-08-31_LB_20230831_093357_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230831_093357_BUY_0001.state.parquet,224,True,2023-08-31T13:33:58.049000+00:00,2023
HB080,2023-08-29,LB_20230829_093105_SELL_0001,SELL,2023-08-29T13:31:06.065000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-08-29_LB_20230829_093105_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230829_093105_SELL_0001.state.parquet,127,True,2023-08-29T13:31:06.065000+00:00,2023
HB081,2022-09-01,LB_20220901_093124_SELL_0002,SELL,2022-09-01T13:31:25.053000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-09-01_LB_20220901_093124_SELL_0002_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20220901_093124_SELL_0002.state.parquet,139,True,,2022
HB082,2022-04-27,LB_20220427_093500_BUY_0001,BUY,2022-04-27T13:35:01.007000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-04-27_LB_20220427_093500_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20220427_093500_BUY_0001.state.parquet,339,True,,2022
HB083,2024-07-30,LB_20240730_093638_BUY_0001,BUY,2024-07-30T13:36:39.134000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-07-30_LB_20240730_093638_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240730_093638_BUY_0001.state.parquet,63,True,2024-07-30T13:36:39.134000+00:00,2024
HB084,2023-08-08,LB_20230808_093726_SELL_0001,SELL,2023-08-08T13:37:27.058000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-08-08_LB_20230808_093726_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230808_093726_SELL_0001.state.parquet,133,True,2023-08-08T13:37:27.058000+00:00,2023
HB085,2024-03-18,LB_20240318_093121_BUY_0001,BUY,2024-03-18T13:31:22.022000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-03-18_LB_20240318_093121_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240318_093121_BUY_0001.state.parquet,183,True,2024-03-18T13:31:22.022000+00:00,2024
HB086,2024-07-08,LB_20240708_093223_BUY_0001,BUY,2024-07-08T13:32:24.063000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-07-08_LB_20240708_093223_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240708_093223_BUY_0001.state.parquet,242,True,2024-07-08T13:32:24.063000+00:00,2024
HB087,2024-04-17,LB_20240417_093502_SELL_0001,SELL,2024-04-17T13:35:03.057000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-04-17_LB_20240417_093502_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240417_093502_SELL_0001.state.parquet,159,True,2024-04-17T13:35:03.057000+00:00,2024
HB088,2024-07-26,LB_20240726_093346_SELL_0001,SELL,2024-07-26T13:33:47.092000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-07-26_LB_20240726_093346_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240726_093346_SELL_0001.state.parquet,271,True,2024-07-26T13:33:47.092000+00:00,2024
HB089,2023-10-27,LB_20231027_093329_BUY_0001,BUY,2023-10-27T13:33:30.047000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-10-27_LB_20231027_093329_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20231027_093329_BUY_0001.state.parquet,206,True,2023-10-27T13:33:30.047000+00:00,2023
HB090,2022-10-25,LB_20221025_093119_BUY_0001,BUY,2022-10-25T13:31:20.076000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-10-25_LB_20221025_093119_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20221025_093119_BUY_0001.state.parquet,202,True,,2022
HB091,2024-04-23,LB_20240423_093145_BUY_0001,BUY,2024-04-23T13:31:46.110000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-04-23_LB_20240423_093145_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240423_093145_BUY_0001.state.parquet,118,True,2024-04-23T13:31:46.110000+00:00,2024
HB092,2023-05-18,LB_20230518_093436_BUY_0001,BUY,2023-05-18T13:34:37.130000+00:00,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-05-18_LB_20230518_093436_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230518_093436_BUY_0001.state.parquet,46,True,2023-05-18T13:34:37.130000+00:00,2023
