fecha,window_start_utc,window_end_utc_exclusive,p0,event_count,max_abs_ticks,dwell_plus_ext_s,dwell_minus_ext_s,dwell_plus_ret_s,dwell_minus_ret_s
2022-04-05,2022-04-05T13:29:00+00:00,2022-04-05T13:29:05+00:00,15104.0,49,4.0,0.0,0.0,0.0,0.0
2022-04-05,2022-04-05T13:29:05+00:00,2022-04-05T13:29:10+00:00,15104.5,36,3.0,0.0,0.0,0.0,0.0
2022-04-05,2022-04-05T13:29:10+00:00,2022-04-05T13:29:15+00:00,15104.75,21,3.0,0.0,0.0,0.0,0.0
2022-04-05,2022-04-05T13:29:15+00:00,2022-04-05T13:29:20+00:00,15105.25,43,10.0,0.0,0.0,0.0,0.0
2022-04-05,2022-04-05T13:29:20+00:00,2022-04-05T13:29:25+00:00,15107.75,45,6.0,0.0,0.0,0.0,0.0
2022-04-05,2022-04-05T13:29:25+00:00,2022-04-05T13:29:30+00:00,15107.25,20,5.0,0.0,0.0,0.0,0.0
2022-04-05,2022-04-05T13:29:30+00:00,2022-04-05T13:29:35+00:00,15106.5,36,8.0,0.0,0.0,0.0,0.0
2022-04-05,2022-04-05T13:29:35+00:00,2022-04-05T13:29:40+00:00,15105.0,78,13.0,0.0,0.0,0.0,0.0
2022-04-05,2022-04-05T13:29:40+00:00,2022-04-05T13:29:45+00:00,15106.5,46,6.0,0.0,0.0,0.0,0.0
2022-04-05,2022-04-05T13:29:45+00:00,2022-04-05T13:29:50+00:00,15106.5,74,18.0,0.0,0.0,0.0,2.366249667
2022-04-05,2022-04-05T13:29:50+00:00,2022-04-05T13:29:55+00:00,15102.5,121,9.0,0.0,0.0,0.0,0.0
2022-04-05,2022-04-05T13:29:55+00:00,2022-04-05T13:30:00+00:00,15100.75,122,23.0,0.0,0.0,0.811908035,0.0
2022-04-05,2022-04-05T13:30:00+00:00,2022-04-05T13:30:05+00:00,15105.5,703,39.0,0.0,0.104518768,0.0,2.479509466
2022-04-05,2022-04-05T13:30:05+00:00,2022-04-05T13:30:10+00:00,15102.75,329,30.0,0.0,0.0,1.720150395,0.0
2022-04-05,2022-04-05T13:30:10+00:00,2022-04-05T13:30:15+00:00,15107.25,230,40.0,0.405199409,0.0,3.980584559,0.0
2022-04-05,2022-04-05T13:30:15+00:00,2022-04-05T13:30:20+00:00,15116.75,329,45.0,1.178359171,0.0,3.432585367,0.0
2022-04-05,2022-04-05T13:30:20+00:00,2022-04-05T13:30:25+00:00,15126.25,276,18.0,0.0,0.0,0.0,0.10503239
2022-04-05,2022-04-05T13:30:25+00:00,2022-04-05T13:30:30+00:00,15123.0,180,13.0,0.0,0.0,0.0,0.0
2022-04-05,2022-04-05T13:30:30+00:00,2022-04-05T13:30:35+00:00,15122.0,226,28.0,0.0,0.0,0.0,0.836464263
2022-04-05,2022-04-05T13:30:35+00:00,2022-04-05T13:30:40+00:00,15116.25,241,22.0,0.0,0.0,0.050525838,0.749128784
2022-04-05,2022-04-05T13:30:40+00:00,2022-04-05T13:30:45+00:00,15111.25,232,37.0,0.0,0.234838728,0.0,1.815178055
2022-04-05,2022-04-05T13:30:45+00:00,2022-04-05T13:30:50+00:00,15105.5,204,18.0,0.0,0.0,0.256295168,0.049834456
2022-04-05,2022-04-05T13:30:50+00:00,2022-04-05T13:30:55+00:00,15108.25,251,43.0,1.466782722,0.0,4.205442248,0.0
2022-04-05,2022-04-05T13:30:55+00:00,2022-04-05T13:31:00+00:00,15111.75,125,29.0,0.0,0.0,0.0,3.504204457
2022-04-06,2022-04-06T13:29:00+00:00,2022-04-06T13:29:05+00:00,14596.25,34,8.0,0.0,0.0,0.0,0.0
2022-04-06,2022-04-06T13:29:05+00:00,2022-04-06T13:29:10+00:00,14595.25,25,4.0,0.0,0.0,0.0,0.0
2022-04-06,2022-04-06T13:29:10+00:00,2022-04-06T13:29:15+00:00,14595.25,31,9.0,0.0,0.0,0.0,0.0
2022-04-06,2022-04-06T13:29:15+00:00,2022-04-06T13:29:20+00:00,14597.5,20,8.0,0.0,0.0,0.0,0.0
2022-04-06,2022-04-06T13:29:20+00:00,2022-04-06T13:29:25+00:00,14599.0,35,7.0,0.0,0.0,0.0,0.0
2022-04-06,2022-04-06T13:29:25+00:00,2022-04-06T13:29:30+00:00,14600.75,21,2.0,0.0,0.0,0.0,0.0
2022-04-06,2022-04-06T13:29:30+00:00,2022-04-06T13:29:35+00:00,14600.75,18,7.0,0.0,0.0,0.0,0.0
2022-04-06,2022-04-06T13:29:35+00:00,2022-04-06T13:29:40+00:00,14599.75,15,3.0,0.0,0.0,0.0,0.0
2022-04-06,2022-04-06T13:29:40+00:00,2022-04-06T13:29:45+00:00,14599.25,30,8.0,0.0,0.0,0.0,0.0
2022-04-06,2022-04-06T13:29:45+00:00,2022-04-06T13:29:50+00:00,14599.0,36,6.0,0.0,0.0,0.0,0.0
2022-04-06,2022-04-06T13:29:50+00:00,2022-04-06T13:29:55+00:00,14599.5,34,7.0,0.0,0.0,0.0,0.0
2022-04-06,2022-04-06T13:29:55+00:00,2022-04-06T13:30:00+00:00,14601.25,121,11.0,0.0,0.0,0.0,0.0
2022-04-26,2022-04-26T13:29:00+00:00,2022-04-26T13:29:05+00:00,13438.25,38,14.0,0.0,0.0,0.002028914,0.0
2022-04-26,2022-04-26T13:29:05+00:00,2022-04-26T13:29:10+00:00,13441.25,47,8.0,0.0,0.0,0.0,0.0
2022-04-26,2022-04-26T13:29:10+00:00,2022-04-26T13:29:15+00:00,13442.5,31,8.0,0.0,0.0,0.0,0.0
2022-04-26,2022-04-26T13:29:15+00:00,2022-04-26T13:29:20+00:00,13444.25,45,10.0,0.0,0.0,0.0,0.0
2022-04-26,2022-04-26T13:29:20+00:00,2022-04-26T13:29:25+00:00,13443.25,29,7.0,0.0,0.0,0.0,0.0
2022-04-26,2022-04-26T13:29:25+00:00,2022-04-26T13:29:30+00:00,13444.75,19,6.0,0.0,0.0,0.0,0.0
2022-04-26,2022-04-26T13:29:30+00:00,2022-04-26T13:29:35+00:00,13443.5,23,11.0,0.0,0.0,0.0,0.0
2022-04-26,2022-04-26T13:29:35+00:00,2022-04-26T13:29:40+00:00,13446.25,29,5.0,0.0,0.0,0.0,0.0
2022-04-26,2022-04-26T13:29:40+00:00,2022-04-26T13:29:45+00:00,13446.0,29,10.0,0.0,0.0,0.0,0.0
2022-04-26,2022-04-26T13:29:45+00:00,2022-04-26T13:29:50+00:00,13444.25,27,7.0,0.0,0.0,0.0,0.0
2022-04-26,2022-04-26T13:29:50+00:00,2022-04-26T13:29:55+00:00,13443.75,41,10.0,0.0,0.0,0.0,0.0
2022-04-26,2022-04-26T13:29:55+00:00,2022-04-26T13:30:00+00:00,13442.5,84,13.0,0.0,0.0,0.0,0.0
2022-04-26,2022-04-26T13:30:00+00:00,2022-04-26T13:30:05+00:00,13443.75,541,66.0,0.0,1.929327387,0.0,4.608980597
2022-04-26,2022-04-26T13:30:05+00:00,2022-04-26T13:30:10+00:00,13430.5,313,39.0,0.082389199,0.0,2.017861725,0.0
2022-04-26,2022-04-26T13:30:10+00:00,2022-04-26T13:30:15+00:00,13439.25,251,43.0,0.47968179,0.0,3.861198757,0.0
2022-04-26,2022-04-26T13:30:15+00:00,2022-04-26T13:30:20+00:00,13449.5,295,76.0,0.0,1.974275595,0.0,3.626742657
2022-04-26,2022-04-26T13:30:20+00:00,2022-04-26T13:30:25+00:00,13433.25,513,71.0,0.0,2.243746784,0.0,4.477683371
2022-04-26,2022-04-26T13:30:25+00:00,2022-04-26T13:30:30+00:00,13420.75,242,30.0,0.0,0.0,0.0,1.978871214
2022-04-26,2022-04-26T13:30:30+00:00,2022-04-26T13:30:35+00:00,13422.0,263,21.0,0.0,0.0,0.294368956,0.0
2022-04-26,2022-04-26T13:30:35+00:00,2022-04-26T13:30:40+00:00,13421.5,348,92.0,1.595859189,0.0,1.973754127,0.105148354
2022-04-27,2022-04-27T13:29:00+00:00,2022-04-27T13:29:05+00:00,13021.75,31,6.0,0.0,0.0,0.0,0.0
2022-04-27,2022-04-27T13:29:05+00:00,2022-04-27T13:29:10+00:00,13020.75,49,9.0,0.0,0.0,0.0,0.0
2022-04-27,2022-04-27T13:29:10+00:00,2022-04-27T13:29:15+00:00,13022.25,14,8.0,0.0,0.0,0.0,0.0
2022-04-27,2022-04-27T13:29:15+00:00,2022-04-27T13:29:20+00:00,13020.25,21,8.0,0.0,0.0,0.0,0.0
2022-04-27,2022-04-27T13:29:20+00:00,2022-04-27T13:29:25+00:00,13020.75,13,6.0,0.0,0.0,0.0,0.0
2022-04-27,2022-04-27T13:29:25+00:00,2022-04-27T13:29:30+00:00,13019.25,75,15.0,0.0,0.0,2.3872e-05,0.0
2022-04-27,2022-04-27T13:29:30+00:00,2022-04-27T13:29:35+00:00,13022.25,77,19.0,0.0,0.0,0.568331054,0.0
2022-04-27,2022-04-27T13:29:35+00:00,2022-04-27T13:29:40+00:00,13024.25,16,5.0,0.0,0.0,0.0,0.0
2022-04-27,2022-04-27T13:29:40+00:00,2022-04-27T13:29:45+00:00,13024.0,25,7.0,0.0,0.0,0.0,0.0
2022-04-27,2022-04-27T13:29:45+00:00,2022-04-27T13:29:50+00:00,13023.0,51,8.0,0.0,0.0,0.0,0.0
2022-04-27,2022-04-27T13:29:50+00:00,2022-04-27T13:29:55+00:00,13025.0,31,13.0,0.0,0.0,0.0,0.0
2022-04-27,2022-04-27T13:29:55+00:00,2022-04-27T13:30:00+00:00,13022.25,137,13.0,0.0,0.0,0.0,0.0
2022-04-27,2022-04-27T13:30:00+00:00,2022-04-27T13:30:05+00:00,13021.0,841,34.0,0.0,0.053175992,0.02377703,0.797448048
2022-04-27,2022-04-27T13:30:05+00:00,2022-04-27T13:30:10+00:00,13013.75,521,24.0,0.0,0.0,0.415298494,0.00196764
2022-04-27,2022-04-27T13:30:10+00:00,2022-04-27T13:30:15+00:00,13014.75,304,25.0,0.0,0.0,0.51033357,0.03561597
2022-04-27,2022-04-27T13:30:15+00:00,2022-04-27T13:30:20+00:00,13012.25,262,36.0,0.121261596,0.0,1.098849919,0.0
2022-04-27,2022-04-27T13:30:20+00:00,2022-04-27T13:30:25+00:00,13020.75,331,35.0,0.036852744,0.0,2.941348838,0.0
2022-04-27,2022-04-27T13:30:25+00:00,2022-04-27T13:30:30+00:00,13028.0,304,47.0,0.814655994,0.0,3.671450557,0.0
2022-04-27,2022-04-27T13:30:30+00:00,2022-04-27T13:30:35+00:00,13038.5,321,32.0,0.0,0.0,1.647776843,0.28420457
2022-04-27,2022-04-27T13:30:35+00:00,2022-04-27T13:30:40+00:00,13042.75,263,44.0,0.835225718,0.0,4.448244397,0.0
2022-04-27,2022-04-27T13:30:40+00:00,2022-04-27T13:30:45+00:00,13051.0,265,82.0,0.0,2.219639235,0.0,3.175531761
2022-04-27,2022-04-27T13:30:45+00:00,2022-04-27T13:30:50+00:00,13036.5,240,76.0,1.983790937,0.0,3.771423401,0.0
2022-04-27,2022-04-27T13:30:50+00:00,2022-04-27T13:30:55+00:00,13054.0,365,57.0,0.906352279,0.0,2.003768019,0.110628356
2022-04-27,2022-04-27T13:30:55+00:00,2022-04-27T13:31:00+00:00,13068.25,261,28.0,0.0,0.0,0.0,0.605735004
2022-04-27,2022-04-27T13:31:00+00:00,2022-04-27T13:31:05+00:00,13067.5,464,32.0,0.0,0.0,0.0,2.367351583
2022-04-27,2022-04-27T13:31:05+00:00,2022-04-27T13:31:10+00:00,13061.5,243,50.0,0.827570027,0.0,1.927710851,0.0
2022-04-27,2022-04-27T13:31:10+00:00,2022-04-27T13:31:15+00:00,13071.25,267,48.0,0.0,0.973049867,0.0,1.372565809
2022-04-27,2022-04-27T13:31:15+00:00,2022-04-27T13:31:20+00:00,13060.5,307,31.0,0.0,0.0,0.0,1.005625362
2022-04-27,2022-04-27T13:31:20+00:00,2022-04-27T13:31:25+00:00,13058.75,213,49.0,0.0,1.450595676,0.0,3.897508147
2022-04-27,2022-04-27T13:31:25+00:00,2022-04-27T13:31:30+00:00,13049.25,231,38.0,0.0,0.157269208,0.0,3.283078187
2022-04-27,2022-04-27T13:31:30+00:00,2022-04-27T13:31:35+00:00,13042.25,203,29.0,0.0,0.0,1.408529444,0.0
2022-04-27,2022-04-27T13:31:35+00:00,2022-04-27T13:31:40+00:00,13042.25,144,36.0,0.110506112,0.0,2.257280707,0.0
2022-04-27,2022-04-27T13:31:40+00:00,2022-04-27T13:31:45+00:00,13049.25,210,20.0,0.0,0.0,0.533600734,0.173912244
2022-04-27,2022-04-27T13:31:45+00:00,2022-04-27T13:31:50+00:00,13051.75,156,43.0,1.363215169,0.0,3.978510959,0.0
2022-04-27,2022-04-27T13:31:50+00:00,2022-04-27T13:31:55+00:00,13061.75,125,19.0,0.0,0.0,0.0,0.450954018
2022-04-27,2022-04-27T13:31:55+00:00,2022-04-27T13:32:00+00:00,13059.25,170,9.0,0.0,0.0,0.0,0.0
2022-04-27,2022-04-27T13:32:00+00:00,2022-04-27T13:32:05+00:00,13059.5,213,34.0,0.071106024,0.0,0.439224231,0.0
2022-04-27,2022-04-27T13:32:05+00:00,2022-04-27T13:32:10+00:00,13066.25,220,35.0,0.08627794,0.0,2.972277797,0.0
2022-04-27,2022-04-27T13:32:10+00:00,2022-04-27T13:32:15+00:00,13073.0,233,21.0,0.0,0.0,0.436128492,0.0
2022-04-27,2022-04-27T13:32:15+00:00,2022-04-27T13:32:20+00:00,13076.25,199,17.0,0.0,0.0,0.056100846,0.0
2022-04-27,2022-04-27T13:32:20+00:00,2022-04-27T13:32:25+00:00,13079.0,199,32.0,0.0,0.0,0.0,3.159761382
2022-04-27,2022-04-27T13:32:25+00:00,2022-04-27T13:32:30+00:00,13076.5,167,32.0,0.0,0.0,2.088254173,0.0
2022-04-27,2022-04-27T13:32:30+00:00,2022-04-27T13:32:35+00:00,13081.75,128,21.0,0.0,0.0,0.0,0.83793767
2022-04-27,2022-04-27T13:32:35+00:00,2022-04-27T13:32:40+00:00,13078.75,83,11.0,0.0,0.0,0.0,0.0
2022-04-27,2022-04-27T13:32:40+00:00,2022-04-27T13:32:45+00:00,13080.25,180,16.0,0.0,0.0,0.043170716,0.000185576
2022-04-27,2022-04-27T13:32:45+00:00,2022-04-27T13:32:50+00:00,13079.0,179,25.0,0.0,0.0,0.124994977,0.137641926
2022-04-27,2022-04-27T13:32:50+00:00,2022-04-27T13:32:55+00:00,13083.5,164,26.0,0.0,0.0,0.0,0.252534485
2022-04-27,2022-04-27T13:32:55+00:00,2022-04-27T13:33:00+00:00,13077.75,166,40.0,0.073346381,0.0,2.534568935,0.0
2022-04-27,2022-04-27T13:33:00+00:00,2022-04-27T13:33:05+00:00,13087.75,200,23.0,0.0,0.0,0.855676844,0.0
2022-04-27,2022-04-27T13:33:05+00:00,2022-04-27T13:33:10+00:00,13091.75,243,15.0,0.0,0.0,0.022716334,0.0
2022-04-27,2022-04-27T13:33:10+00:00,2022-04-27T13:33:15+00:00,13092.75,300,22.0,0.0,0.0,0.0,0.453046742
2022-04-27,2022-04-27T13:33:15+00:00,2022-04-27T13:33:20+00:00,13090.5,200,34.0,0.084898184,0.0,0.995335812,0.0
2022-04-27,2022-04-27T13:33:20+00:00,2022-04-27T13:33:25+00:00,13092.25,159,24.0,0.0,0.0,0.785735646,0.0
2022-04-27,2022-04-27T13:33:25+00:00,2022-04-27T13:33:30+00:00,13092.0,127,23.0,0.0,0.0,0.728743542,0.0
2022-04-27,2022-04-27T13:33:30+00:00,2022-04-27T13:33:35+00:00,13094.25,200,57.0,0.0,1.696744363,0.0,4.099037159
2022-04-27,2022-04-27T13:33:35+00:00,2022-04-27T13:33:40+00:00,13081.75,204,57.0,1.052759209,0.0,2.902012579,0.0
2022-04-27,2022-04-27T13:33:40+00:00,2022-04-27T13:33:45+00:00,13094.5,163,27.0,0.0,0.0,0.0,1.79240825
2022-04-27,2022-04-27T13:33:45+00:00,2022-04-27T13:33:50+00:00,13093.5,133,41.0,0.0,1.159859542,0.0,3.788167243
2022-04-27,2022-04-27T13:33:50+00:00,2022-04-27T13:33:55+00:00,13087.25,134,28.0,0.0,0.0,0.117264774,0.48104783
2022-04-27,2022-04-27T13:33:55+00:00,2022-04-27T13:34:00+00:00,13085.25,121,25.0,0.0,0.0,1.246628558,0.0
2022-05-04,2022-05-04T13:29:00+00:00,2022-05-04T13:29:05+00:00,13102.25,27,5.0,0.0,0.0,0.0,0.0
2022-05-04,2022-05-04T13:29:05+00:00,2022-05-04T13:29:10+00:00,13101.5,23,12.0,0.0,0.0,0.0,0.0
2022-05-04,2022-05-04T13:29:10+00:00,2022-05-04T13:29:15+00:00,13103.25,15,6.0,0.0,0.0,0.0,0.0
2022-05-04,2022-05-04T13:29:15+00:00,2022-05-04T13:29:20+00:00,13104.25,14,4.0,0.0,0.0,0.0,0.0
2022-05-04,2022-05-04T13:29:20+00:00,2022-05-04T13:29:25+00:00,13104.25,20,9.0,0.0,0.0,0.0,0.0
2022-05-04,2022-05-04T13:29:25+00:00,2022-05-04T13:29:30+00:00,13103.25,11,8.0,0.0,0.0,0.0,0.0
2022-05-04,2022-05-04T13:29:30+00:00,2022-05-04T13:29:35+00:00,13101.5,9,13.0,0.0,0.0,0.0,0.0
2022-05-04,2022-05-04T13:29:35+00:00,2022-05-04T13:29:40+00:00,13104.75,8,5.0,0.0,0.0,0.0,0.0
2022-05-04,2022-05-04T13:29:40+00:00,2022-05-04T13:29:45+00:00,13104.75,12,6.0,0.0,0.0,0.0,0.0
2022-05-04,2022-05-04T13:29:45+00:00,2022-05-04T13:29:50+00:00,13104.0,25,2.0,0.0,0.0,0.0,0.0
2022-05-04,2022-05-04T13:29:50+00:00,2022-05-04T13:29:55+00:00,13103.75,43,11.0,0.0,0.0,0.0,0.0
2022-05-04,2022-05-04T13:29:55+00:00,2022-05-04T13:30:00+00:00,13105.75,87,14.0,0.0,0.0,0.036960762,0.0
2022-05-04,2022-05-04T13:30:00+00:00,2022-05-04T13:30:05+00:00,13107.75,349,21.0,0.0,0.0,0.0,0.211980536
2022-05-04,2022-05-04T13:30:05+00:00,2022-05-04T13:30:10+00:00,13105.5,203,27.0,0.0,0.0,1.512764148,0.0
2022-05-04,2022-05-04T13:30:10+00:00,2022-05-04T13:30:15+00:00,13111.25,182,30.0,0.0,0.0,0.0,1.309037495
2022-05-04,2022-05-04T13:30:15+00:00,2022-05-04T13:30:20+00:00,13104.75,233,24.0,0.0,0.0,0.0,0.275931556
2022-05-04,2022-05-04T13:30:20+00:00,2022-05-04T13:30:25+00:00,13103.5,304,40.0,0.0,0.31225359,0.075031174,1.428541407
2022-05-04,2022-05-04T13:30:25+00:00,2022-05-04T13:30:30+00:00,13096.5,266,17.0,0.0,0.0,0.0,0.184938872
2022-05-04,2022-05-04T13:30:30+00:00,2022-05-04T13:30:35+00:00,13093.5,244,22.0,0.0,0.0,0.163823086,0.966642541
2022-05-04,2022-05-04T13:30:35+00:00,2022-05-04T13:30:40+00:00,13088.5,224,23.0,0.0,0.0,0.351784012,0.948850754
2022-05-04,2022-05-04T13:30:40+00:00,2022-05-04T13:30:45+00:00,13088.75,271,56.0,1.806478918,0.0,2.900195726,0.0
2022-05-04,2022-05-04T13:30:45+00:00,2022-05-04T13:30:50+00:00,13091.75,174,31.0,0.0,0.0,1.615832326,1.230587554
2022-05-04,2022-05-04T13:30:50+00:00,2022-05-04T13:30:55+00:00,13092.5,261,48.0,1.5683908,0.0,3.172847806,0.0
2022-05-04,2022-05-04T13:30:55+00:00,2022-05-04T13:31:00+00:00,13094.0,108,14.0,0.0,0.0,0.001401348,0.0
2022-05-04,2022-05-04T13:31:00+00:00,2022-05-04T13:31:05+00:00,13097.25,167,31.0,0.0,0.0,0.0,4.554077603
2022-05-04,2022-05-04T13:31:05+00:00,2022-05-04T13:31:10+00:00,13090.25,182,29.0,0.0,0.0,0.0,1.039244865
2022-05-04,2022-05-04T13:31:10+00:00,2022-05-04T13:31:15+00:00,13083.5,208,26.0,0.0,0.0,0.830522778,0.0
2022-05-04,2022-05-04T13:31:15+00:00,2022-05-04T13:31:20+00:00,13081.25,209,25.0,0.0,0.0,0.0,1.217970899
2022-05-04,2022-05-04T13:31:20+00:00,2022-05-04T13:31:25+00:00,13075.25,197,23.0,0.0,0.0,0.785949428,0.0
2022-05-04,2022-05-04T13:31:25+00:00,2022-05-04T13:31:30+00:00,13080.0,137,18.0,0.0,0.0,0.0,1.00420396
2022-05-04,2022-05-04T13:31:30+00:00,2022-05-04T13:31:35+00:00,13081.75,271,40.0,0.229399708,0.0,3.8041523,0.0
2022-05-04,2022-05-04T13:31:35+00:00,2022-05-04T13:31:40+00:00,13083.75,128,32.0,0.0,0.0,1.383183711,0.0
2022-05-04,2022-05-04T13:31:40+00:00,2022-05-04T13:31:45+00:00,13090.75,172,54.0,0.0,1.146436315,0.0,1.545351665
2022-05-04,2022-05-04T13:31:45+00:00,2022-05-04T13:31:50+00:00,13079.5,110,38.0,0.943472323,0.0,3.365142183,0.0
2022-05-04,2022-05-04T13:31:50+00:00,2022-05-04T13:31:55+00:00,13088.5,47,25.0,0.0,0.0,0.0,2.317817077
2022-05-04,2022-05-04T13:31:55+00:00,2022-05-04T13:32:00+00:00,13084.25,107,32.0,0.0,0.0,3.366376555,0.0
2022-05-09,2022-05-09T13:29:00+00:00,2022-05-09T13:29:05+00:00,12457.5,38,9.0,0.0,0.0,0.0,0.0
2022-05-09,2022-05-09T13:29:05+00:00,2022-05-09T13:29:10+00:00,12456.0,15,6.0,0.0,0.0,0.0,0.0
2022-05-09,2022-05-09T13:29:10+00:00,2022-05-09T13:29:15+00:00,12456.5,29,11.0,0.0,0.0,0.0,0.0
2022-05-09,2022-05-09T13:29:15+00:00,2022-05-09T13:29:20+00:00,12457.75,25,5.0,0.0,0.0,0.0,0.0
2022-05-09,2022-05-09T13:29:20+00:00,2022-05-09T13:29:25+00:00,12457.75,24,6.0,0.0,0.0,0.0,0.0
2022-05-09,2022-05-09T13:29:25+00:00,2022-05-09T13:29:30+00:00,12457.0,28,13.0,0.0,0.0,0.0,0.0
2022-05-09,2022-05-09T13:29:30+00:00,2022-05-09T13:29:35+00:00,12460.25,32,18.0,0.0,0.0,0.0,0.707073261
2022-05-09,2022-05-09T13:29:35+00:00,2022-05-09T13:29:40+00:00,12455.75,36,11.0,0.0,0.0,0.0,0.0
2022-05-09,2022-05-09T13:29:40+00:00,2022-05-09T13:29:45+00:00,12456.75,40,19.0,0.0,0.0,0.0,0.461127318
2022-05-09,2022-05-09T13:29:45+00:00,2022-05-09T13:29:50+00:00,12454.25,34,17.0,0.0,0.0,0.083175156,0.0
2022-05-09,2022-05-09T13:29:50+00:00,2022-05-09T13:29:55+00:00,12457.25,50,8.0,0.0,0.0,0.0,0.0
2022-05-09,2022-05-09T13:29:55+00:00,2022-05-09T13:30:00+00:00,12458.5,180,50.0,0.0,0.327527551,0.0,0.340874681
2022-05-09,2022-05-09T13:30:00+00:00,2022-05-09T13:30:05+00:00,12450.0,727,39.0,0.070484352,0.0,1.849116014,0.0
2022-05-09,2022-05-09T13:30:05+00:00,2022-05-09T13:30:10+00:00,12456.75,255,18.0,0.0,0.0,0.141986043,0.0
2022-05-18,2022-05-18T13:29:00+00:00,2022-05-18T13:29:05+00:00,12372.25,22,8.0,0.0,0.0,0.0,0.0
2022-05-18,2022-05-18T13:29:05+00:00,2022-05-18T13:29:10+00:00,12370.25,14,3.0,0.0,0.0,0.0,0.0
2022-05-18,2022-05-18T13:29:10+00:00,2022-05-18T13:29:15+00:00,12370.75,32,14.0,0.0,0.0,0.0,0.00150699
2022-05-18,2022-05-18T13:29:15+00:00,2022-05-18T13:29:20+00:00,12368.0,15,10.0,0.0,0.0,0.0,0.0
2022-05-18,2022-05-18T13:29:20+00:00,2022-05-18T13:29:25+00:00,12370.5,12,7.0,0.0,0.0,0.0,0.0
2022-05-18,2022-05-18T13:29:25+00:00,2022-05-18T13:29:30+00:00,12369.25,26,8.0,0.0,0.0,0.0,0.0
2022-05-18,2022-05-18T13:29:30+00:00,2022-05-18T13:29:35+00:00,12367.75,44,10.0,0.0,0.0,0.0,0.0
2022-05-18,2022-05-18T13:29:35+00:00,2022-05-18T13:29:40+00:00,12368.5,21,10.0,0.0,0.0,0.0,0.0
2022-05-18,2022-05-18T13:29:40+00:00,2022-05-18T13:29:45+00:00,12366.0,21,7.0,0.0,0.0,0.0,0.0
2022-05-18,2022-05-18T13:29:45+00:00,2022-05-18T13:29:50+00:00,12367.5,69,26.0,0.0,0.0,2.125045389,0.0
2022-05-18,2022-05-18T13:29:50+00:00,2022-05-18T13:29:55+00:00,12373.5,48,5.0,0.0,0.0,0.0,0.0
2022-05-18,2022-05-18T13:29:55+00:00,2022-05-18T13:30:00+00:00,12373.25,90,22.0,0.0,0.0,0.0,0.970262517
2022-05-18,2022-05-18T13:30:00+00:00,2022-05-18T13:30:05+00:00,12367.75,715,25.0,0.0,0.0,0.009022432,0.454330138
2022-05-18,2022-05-18T13:30:05+00:00,2022-05-18T13:30:10+00:00,12367.75,340,19.0,0.0,0.0,0.04832344,0.34468185
2022-05-18,2022-05-18T13:30:10+00:00,2022-05-18T13:30:15+00:00,12364.75,273,19.0,0.0,0.0,0.0,0.501966297
2022-05-18,2022-05-18T13:30:15+00:00,2022-05-18T13:30:20+00:00,12361.0,360,26.0,0.0,0.0,0.240645852,1.051531136
2022-05-18,2022-05-18T13:30:20+00:00,2022-05-18T13:30:25+00:00,12361.75,276,27.0,0.0,0.0,0.866139914,0.0
2022-05-18,2022-05-18T13:30:25+00:00,2022-05-18T13:30:30+00:00,12362.75,176,11.0,0.0,0.0,0.0,0.0
2022-05-18,2022-05-18T13:30:30+00:00,2022-05-18T13:30:35+00:00,12361.5,164,21.0,0.0,0.0,0.341627152,0.0
2022-05-18,2022-05-18T13:30:35+00:00,2022-05-18T13:30:40+00:00,12364.25,241,53.0,0.0,2.393196231,0.0,3.657437295
2022-05-18,2022-05-18T13:30:40+00:00,2022-05-18T13:30:45+00:00,12351.75,225,16.0,0.0,0.0,0.167174812,0.0
2022-05-18,2022-05-18T13:30:45+00:00,2022-05-18T13:30:50+00:00,12352.25,127,15.0,0.0,0.0,0.176968397,0.0
2022-05-18,2022-05-18T13:30:50+00:00,2022-05-18T13:30:55+00:00,12356.0,150,12.0,0.0,0.0,0.0,0.0
2022-05-18,2022-05-18T13:30:55+00:00,2022-05-18T13:31:00+00:00,12354.25,137,8.0,0.0,0.0,0.0,0.0
2022-05-18,2022-05-18T13:31:00+00:00,2022-05-18T13:31:05+00:00,12355.5,336,43.0,0.574898044,0.0,4.077630649,0.0
2022-05-18,2022-05-18T13:31:05+00:00,2022-05-18T13:31:10+00:00,12363.0,248,28.0,0.0,0.0,1.55272696,0.495968964
2022-05-18,2022-05-18T13:31:10+00:00,2022-05-18T13:31:15+00:00,12365.5,212,25.0,0.0,0.0,0.713670838,0.0
2022-05-18,2022-05-18T13:31:15+00:00,2022-05-18T13:31:20+00:00,12368.25,166,30.0,0.0,0.0,0.0,2.741913482
2022-05-18,2022-05-18T13:31:20+00:00,2022-05-18T13:31:25+00:00,12360.75,156,20.0,0.0,0.0,0.0,0.772298013
2022-05-18,2022-05-18T13:31:25+00:00,2022-05-18T13:31:30+00:00,12356.5,153,37.0,0.24647107,0.0,1.99456597,0.0
2022-05-18,2022-05-18T13:31:30+00:00,2022-05-18T13:31:35+00:00,12358.25,131,16.0,0.0,0.0,0.0,0.113995404
2022-05-18,2022-05-18T13:31:35+00:00,2022-05-18T13:31:40+00:00,12360.0,100,19.0,0.0,0.0,0.0,0.766020938
2022-05-18,2022-05-18T13:31:40+00:00,2022-05-18T13:31:45+00:00,12360.0,161,29.0,0.0,0.0,1.770022021,0.0
