request_id,fecha,year,BurstId,burst_side,decision_utc,dataset,schema,symbols,stype_in,stype_out,start_utc,end_utc_exclusive,window_milliseconds,purpose,original_request_id,label_end_utc_exclusive,request_window_milliseconds,label_window_milliseconds,padding_policy
NQ_JOINT_AB_V4_MBO_2022-04-05_LB_20220405_093200_BUY_0001_PAD100MS,2022-04-05,2022,LB_20220405_093200_BUY_0001,BUY,2022-04-05T13:32:01.026000+00:00,GLBX.MDP3,mbo,NQM2,raw_symbol,instrument_id,2022-04-05T13:32:00.926000+00:00,2022-04-05T13:32:06.126000+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2022-04-05_LB_20220405_093200_BUY_0001,2022-04-05T13:32:06.026000+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2022-04-06_LB_20220406_093100_BUY_0001_PAD100MS,2022-04-06,2022,LB_20220406_093100_BUY_0001,BUY,2022-04-06T13:31:01.004000+00:00,GLBX.MDP3,mbo,NQM2,raw_symbol,instrument_id,2022-04-06T13:31:00.904000+00:00,2022-04-06T13:31:06.104000+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2022-04-06_LB_20220406_093100_BUY_0001,2022-04-06T13:31:06.004000+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
