request_id,fecha,year,BurstId,burst_side,decision_utc,dataset,schema,symbols,stype_in,stype_out,start_utc,end_utc_exclusive,window_milliseconds,purpose,original_request_id,label_end_utc_exclusive,request_window_milliseconds,label_window_milliseconds,padding_policy
NQ_JOINT_AB_V4_MBO_2023-06-22_LB_20230622_093240_BUY_0001_PAD100MS,2023-06-22,2023,LB_20230622_093240_BUY_0001,BUY,2023-06-22T13:32:41.030431+00:00,GLBX.MDP3,mbo,NQU3,raw_symbol,instrument_id,2023-06-22T13:32:40.930431+00:00,2023-06-22T13:32:46.130431+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-06-22_LB_20230622_093240_BUY_0001,2023-06-22T13:32:46.030431+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-06-23_LB_20230623_093159_BUY_0001_PAD100MS,2023-06-23,2023,LB_20230623_093159_BUY_0001,BUY,2023-06-23T13:32:00.009044+00:00,GLBX.MDP3,mbo,NQU3,raw_symbol,instrument_id,2023-06-23T13:31:59.909044+00:00,2023-06-23T13:32:05.109044+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-06-23_LB_20230623_093159_BUY_0001,2023-06-23T13:32:05.009044+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-06-30_LB_20230630_093123_BUY_0001_PAD100MS,2023-06-30,2023,LB_20230630_093123_BUY_0001,BUY,2023-06-30T13:31:24.087132+00:00,GLBX.MDP3,mbo,NQU3,raw_symbol,instrument_id,2023-06-30T13:31:23.987132+00:00,2023-06-30T13:31:29.187132+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-06-30_LB_20230630_093123_BUY_0001,2023-06-30T13:31:29.087132+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-07-18_LB_20230718_093258_SELL_0002_PAD100MS,2023-07-18,2023,LB_20230718_093258_SELL_0002,SELL,2023-07-18T13:32:59.057619+00:00,GLBX.MDP3,mbo,NQU3,raw_symbol,instrument_id,2023-07-18T13:32:58.957619+00:00,2023-07-18T13:33:04.157619+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-07-18_LB_20230718_093258_SELL_0002,2023-07-18T13:33:04.057619+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-07-20_LB_20230720_093345_SELL_0001_PAD100MS,2023-07-20,2023,LB_20230720_093345_SELL_0001,SELL,2023-07-20T13:33:46.040713+00:00,GLBX.MDP3,mbo,NQU3,raw_symbol,instrument_id,2023-07-20T13:33:45.940713+00:00,2023-07-20T13:33:51.140713+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-07-20_LB_20230720_093345_SELL_0001,2023-07-20T13:33:51.040713+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-07-27_LB_20230727_093300_BUY_0001_PAD100MS,2023-07-27,2023,LB_20230727_093300_BUY_0001,BUY,2023-07-27T13:33:01.089165+00:00,GLBX.MDP3,mbo,NQU3,raw_symbol,instrument_id,2023-07-27T13:33:00.989165+00:00,2023-07-27T13:33:06.189165+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-07-27_LB_20230727_093300_BUY_0001,2023-07-27T13:33:06.089165+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-08-08_LB_20230808_093726_SELL_0001_PAD100MS,2023-08-08,2023,LB_20230808_093726_SELL_0001,SELL,2023-08-08T13:37:27.058667+00:00,GLBX.MDP3,mbo,NQU3,raw_symbol,instrument_id,2023-08-08T13:37:26.958667+00:00,2023-08-08T13:37:32.158667+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-08-08_LB_20230808_093726_SELL_0001,2023-08-08T13:37:32.058667+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-08-24_LB_20230824_093139_SELL_0001_PAD100MS,2023-08-24,2023,LB_20230824_093139_SELL_0001,SELL,2023-08-24T13:31:40.065524+00:00,GLBX.MDP3,mbo,NQU3,raw_symbol,instrument_id,2023-08-24T13:31:39.965524+00:00,2023-08-24T13:31:45.165524+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-08-24_LB_20230824_093139_SELL_0001,2023-08-24T13:31:45.065524+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-08-25_LB_20230825_093257_BUY_0001_PAD100MS,2023-08-25,2023,LB_20230825_093257_BUY_0001,BUY,2023-08-25T13:32:58.084006+00:00,GLBX.MDP3,mbo,NQU3,raw_symbol,instrument_id,2023-08-25T13:32:57.984006+00:00,2023-08-25T13:33:03.184006+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-08-25_LB_20230825_093257_BUY_0001,2023-08-25T13:33:03.084006+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-08-29_LB_20230829_093105_SELL_0001_PAD100MS,2023-08-29,2023,LB_20230829_093105_SELL_0001,SELL,2023-08-29T13:31:06.065128+00:00,GLBX.MDP3,mbo,NQU3,raw_symbol,instrument_id,2023-08-29T13:31:05.965128+00:00,2023-08-29T13:31:11.165128+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-08-29_LB_20230829_093105_SELL_0001,2023-08-29T13:31:11.065128+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-08-31_LB_20230831_093357_BUY_0001_PAD100MS,2023-08-31,2023,LB_20230831_093357_BUY_0001,BUY,2023-08-31T13:33:58.049564+00:00,GLBX.MDP3,mbo,NQU3,raw_symbol,instrument_id,2023-08-31T13:33:57.949564+00:00,2023-08-31T13:34:03.149564+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-08-31_LB_20230831_093357_BUY_0001,2023-08-31T13:34:03.049564+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-09-05_LB_20230905_093500_SELL_0002_PAD100MS,2023-09-05,2023,LB_20230905_093500_SELL_0002,SELL,2023-09-05T13:35:01.010477+00:00,GLBX.MDP3,mbo,NQU3,raw_symbol,instrument_id,2023-09-05T13:35:00.910477+00:00,2023-09-05T13:35:06.110477+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-09-05_LB_20230905_093500_SELL_0002,2023-09-05T13:35:06.010477+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-09-07_LB_20230907_093117_SELL_0001_PAD100MS,2023-09-07,2023,LB_20230907_093117_SELL_0001,SELL,2023-09-07T13:31:18.033798+00:00,GLBX.MDP3,mbo,NQU3,raw_symbol,instrument_id,2023-09-07T13:31:17.933798+00:00,2023-09-07T13:31:23.133798+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-09-07_LB_20230907_093117_SELL_0001,2023-09-07T13:31:23.033798+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-09-14_LB_20230914_093127_SELL_0001_PAD100MS,2023-09-14,2023,LB_20230914_093127_SELL_0001,SELL,2023-09-14T13:31:28.062159+00:00,GLBX.MDP3,mbo,NQZ3,raw_symbol,instrument_id,2023-09-14T13:31:27.962159+00:00,2023-09-14T13:31:33.162159+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-09-14_LB_20230914_093127_SELL_0001,2023-09-14T13:31:33.062159+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-09-15_LB_20230915_093253_SELL_0001_PAD100MS,2023-09-15,2023,LB_20230915_093253_SELL_0001,SELL,2023-09-15T13:32:54.037055+00:00,GLBX.MDP3,mbo,NQZ3,raw_symbol,instrument_id,2023-09-15T13:32:53.937055+00:00,2023-09-15T13:32:59.137055+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-09-15_LB_20230915_093253_SELL_0001,2023-09-15T13:32:59.037055+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-09-19_LB_20230919_093101_SELL_0001_PAD100MS,2023-09-19,2023,LB_20230919_093101_SELL_0001,SELL,2023-09-19T13:31:02.011884+00:00,GLBX.MDP3,mbo,NQZ3,raw_symbol,instrument_id,2023-09-19T13:31:01.911884+00:00,2023-09-19T13:31:07.111884+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-09-19_LB_20230919_093101_SELL_0001,2023-09-19T13:31:07.011884+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-09-22_LB_20230922_093553_SELL_0001_PAD100MS,2023-09-22,2023,LB_20230922_093553_SELL_0001,SELL,2023-09-22T13:35:54.074897+00:00,GLBX.MDP3,mbo,NQZ3,raw_symbol,instrument_id,2023-09-22T13:35:53.974897+00:00,2023-09-22T13:35:59.174897+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-09-22_LB_20230922_093553_SELL_0001,2023-09-22T13:35:59.074897+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-09-26_LB_20230926_093118_SELL_0002_PAD100MS,2023-09-26,2023,LB_20230926_093118_SELL_0002,SELL,2023-09-26T13:31:19.035798+00:00,GLBX.MDP3,mbo,NQZ3,raw_symbol,instrument_id,2023-09-26T13:31:18.935798+00:00,2023-09-26T13:31:24.135798+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-09-26_LB_20230926_093118_SELL_0002,2023-09-26T13:31:24.035798+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-09-27_LB_20230927_093102_BUY_0001_PAD100MS,2023-09-27,2023,LB_20230927_093102_BUY_0001,BUY,2023-09-27T13:31:03.091962+00:00,GLBX.MDP3,mbo,NQZ3,raw_symbol,instrument_id,2023-09-27T13:31:02.991962+00:00,2023-09-27T13:31:08.191962+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-09-27_LB_20230927_093102_BUY_0001,2023-09-27T13:31:08.091962+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-10-02_LB_20231002_093150_BUY_0001_PAD100MS,2023-10-02,2023,LB_20231002_093150_BUY_0001,BUY,2023-10-02T13:31:51.110444+00:00,GLBX.MDP3,mbo,NQZ3,raw_symbol,instrument_id,2023-10-02T13:31:51.010444+00:00,2023-10-02T13:31:56.210444+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-10-02_LB_20231002_093150_BUY_0001,2023-10-02T13:31:56.110444+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-10-16_LB_20231016_093102_BUY_0001_PAD100MS,2023-10-16,2023,LB_20231016_093102_BUY_0001,BUY,2023-10-16T13:31:03.023753+00:00,GLBX.MDP3,mbo,NQZ3,raw_symbol,instrument_id,2023-10-16T13:31:02.923753+00:00,2023-10-16T13:31:08.123753+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-10-16_LB_20231016_093102_BUY_0001,2023-10-16T13:31:08.023753+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-10-27_LB_20231027_093329_BUY_0001_PAD100MS,2023-10-27,2023,LB_20231027_093329_BUY_0001,BUY,2023-10-27T13:33:30.047860+00:00,GLBX.MDP3,mbo,NQZ3,raw_symbol,instrument_id,2023-10-27T13:33:29.947860+00:00,2023-10-27T13:33:35.147860+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-10-27_LB_20231027_093329_BUY_0001,2023-10-27T13:33:35.047860+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-11-02_LB_20231102_093203_SELL_0001_PAD100MS,2023-11-02,2023,LB_20231102_093203_SELL_0001,SELL,2023-11-02T13:32:04.053384+00:00,GLBX.MDP3,mbo,NQZ3,raw_symbol,instrument_id,2023-11-02T13:32:03.953384+00:00,2023-11-02T13:32:09.153384+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-11-02_LB_20231102_093203_SELL_0001,2023-11-02T13:32:09.053384+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2024-03-18_LB_20240318_093121_BUY_0001_PAD100MS,2024-03-18,2024,LB_20240318_093121_BUY_0001,BUY,2024-03-18T13:31:22.022843+00:00,GLBX.MDP3,mbo,NQM4,raw_symbol,instrument_id,2024-03-18T13:31:21.922843+00:00,2024-03-18T13:31:27.122843+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2024-03-18_LB_20240318_093121_BUY_0001,2024-03-18T13:31:27.022843+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2024-04-02_LB_20240402_093358_SELL_0002_PAD100MS,2024-04-02,2024,LB_20240402_093358_SELL_0002,SELL,2024-04-02T13:33:59.018225+00:00,GLBX.MDP3,mbo,NQM4,raw_symbol,instrument_id,2024-04-02T13:33:58.918225+00:00,2024-04-02T13:34:04.118225+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2024-04-02_LB_20240402_093358_SELL_0002,2024-04-02T13:34:04.018225+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2024-04-04_LB_20240404_093500_BUY_0001_PAD100MS,2024-04-04,2024,LB_20240404_093500_BUY_0001,BUY,2024-04-04T13:35:01.015194+00:00,GLBX.MDP3,mbo,NQM4,raw_symbol,instrument_id,2024-04-04T13:35:00.915194+00:00,2024-04-04T13:35:06.115194+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2024-04-04_LB_20240404_093500_BUY_0001,2024-04-04T13:35:06.015194+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2024-04-05_LB_20240405_093248_SELL_0001_PAD100MS,2024-04-05,2024,LB_20240405_093248_SELL_0001,SELL,2024-04-05T13:32:49.026914+00:00,GLBX.MDP3,mbo,NQM4,raw_symbol,instrument_id,2024-04-05T13:32:48.926914+00:00,2024-04-05T13:32:54.126914+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2024-04-05_LB_20240405_093248_SELL_0001,2024-04-05T13:32:54.026914+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2024-04-09_LB_20240409_093342_SELL_0001_PAD100MS,2024-04-09,2024,LB_20240409_093342_SELL_0001,SELL,2024-04-09T13:33:43.035664+00:00,GLBX.MDP3,mbo,NQM4,raw_symbol,instrument_id,2024-04-09T13:33:42.935664+00:00,2024-04-09T13:33:48.135664+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2024-04-09_LB_20240409_093342_SELL_0001,2024-04-09T13:33:48.035664+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2024-04-17_LB_20240417_093502_SELL_0001_PAD100MS,2024-04-17,2024,LB_20240417_093502_SELL_0001,SELL,2024-04-17T13:35:03.057624+00:00,GLBX.MDP3,mbo,NQM4,raw_symbol,instrument_id,2024-04-17T13:35:02.957624+00:00,2024-04-17T13:35:08.157624+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2024-04-17_LB_20240417_093502_SELL_0001,2024-04-17T13:35:08.057624+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2024-04-18_LB_20240418_093109_SELL_0001_PAD100MS,2024-04-18,2024,LB_20240418_093109_SELL_0001,SELL,2024-04-18T13:31:10.042140+00:00,GLBX.MDP3,mbo,NQM4,raw_symbol,instrument_id,2024-04-18T13:31:09.942140+00:00,2024-04-18T13:31:15.142140+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2024-04-18_LB_20240418_093109_SELL_0001,2024-04-18T13:31:15.042140+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2024-04-23_LB_20240423_093145_BUY_0001_PAD100MS,2024-04-23,2024,LB_20240423_093145_BUY_0001,BUY,2024-04-23T13:31:46.110957+00:00,GLBX.MDP3,mbo,NQM4,raw_symbol,instrument_id,2024-04-23T13:31:46.010957+00:00,2024-04-23T13:31:51.210957+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2024-04-23_LB_20240423_093145_BUY_0001,2024-04-23T13:31:51.110957+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2024-04-26_LB_20240426_093151_SELL_0001_PAD100MS,2024-04-26,2024,LB_20240426_093151_SELL_0001,SELL,2024-04-26T13:31:52.036258+00:00,GLBX.MDP3,mbo,NQM4,raw_symbol,instrument_id,2024-04-26T13:31:51.936258+00:00,2024-04-26T13:31:57.136258+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2024-04-26_LB_20240426_093151_SELL_0001,2024-04-26T13:31:57.036258+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2024-05-02_LB_20240502_093112_SELL_0001_PAD100MS,2024-05-02,2024,LB_20240502_093112_SELL_0001,SELL,2024-05-02T13:31:13.136347+00:00,GLBX.MDP3,mbo,NQM4,raw_symbol,instrument_id,2024-05-02T13:31:13.036347+00:00,2024-05-02T13:31:18.236347+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2024-05-02_LB_20240502_093112_SELL_0001,2024-05-02T13:31:18.136347+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2024-05-03_LB_20240503_093157_SELL_0001_PAD100MS,2024-05-03,2024,LB_20240503_093157_SELL_0001,SELL,2024-05-03T13:31:58.173092+00:00,GLBX.MDP3,mbo,NQM4,raw_symbol,instrument_id,2024-05-03T13:31:58.073092+00:00,2024-05-03T13:32:03.273092+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2024-05-03_LB_20240503_093157_SELL_0001,2024-05-03T13:32:03.173092+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2024-05-10_LB_20240510_093420_BUY_0001_PAD100MS,2024-05-10,2024,LB_20240510_093420_BUY_0001,BUY,2024-05-10T13:34:21.121966+00:00,GLBX.MDP3,mbo,NQM4,raw_symbol,instrument_id,2024-05-10T13:34:21.021966+00:00,2024-05-10T13:34:26.221966+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2024-05-10_LB_20240510_093420_BUY_0001,2024-05-10T13:34:26.121966+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2024-05-20_LB_20240520_093220_BUY_0001_PAD100MS,2024-05-20,2024,LB_20240520_093220_BUY_0001,BUY,2024-05-20T13:32:21.062444+00:00,GLBX.MDP3,mbo,NQM4,raw_symbol,instrument_id,2024-05-20T13:32:20.962444+00:00,2024-05-20T13:32:26.162444+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2024-05-20_LB_20240520_093220_BUY_0001,2024-05-20T13:32:26.062444+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2024-05-28_LB_20240528_093142_BUY_0001_PAD100MS,2024-05-28,2024,LB_20240528_093142_BUY_0001,BUY,2024-05-28T13:31:43.048095+00:00,GLBX.MDP3,mbo,NQM4,raw_symbol,instrument_id,2024-05-28T13:31:42.948095+00:00,2024-05-28T13:31:48.148095+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2024-05-28_LB_20240528_093142_BUY_0001,2024-05-28T13:31:48.048095+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2024-06-05_LB_20240605_093547_SELL_0002_PAD100MS,2024-06-05,2024,LB_20240605_093547_SELL_0002,SELL,2024-06-05T13:35:48.054540+00:00,GLBX.MDP3,mbo,NQM4,raw_symbol,instrument_id,2024-06-05T13:35:47.954540+00:00,2024-06-05T13:35:53.154540+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2024-06-05_LB_20240605_093547_SELL_0002,2024-06-05T13:35:53.054540+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2024-06-06_LB_20240606_093413_BUY_0001_PAD100MS,2024-06-06,2024,LB_20240606_093413_BUY_0001,BUY,2024-06-06T13:34:14.079319+00:00,GLBX.MDP3,mbo,NQM4,raw_symbol,instrument_id,2024-06-06T13:34:13.979319+00:00,2024-06-06T13:34:19.179319+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2024-06-06_LB_20240606_093413_BUY_0001,2024-06-06T13:34:19.079319+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2024-06-11_LB_20240611_093350_BUY_0001_PAD100MS,2024-06-11,2024,LB_20240611_093350_BUY_0001,BUY,2024-06-11T13:33:51.059816+00:00,GLBX.MDP3,mbo,NQM4,raw_symbol,instrument_id,2024-06-11T13:33:50.959816+00:00,2024-06-11T13:33:56.159816+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2024-06-11_LB_20240611_093350_BUY_0001,2024-06-11T13:33:56.059816+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2024-06-13_LB_20240613_093209_BUY_0001_PAD100MS,2024-06-13,2024,LB_20240613_093209_BUY_0001,BUY,2024-06-13T13:32:10.037595+00:00,GLBX.MDP3,mbo,NQM4,raw_symbol,instrument_id,2024-06-13T13:32:09.937595+00:00,2024-06-13T13:32:15.137595+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2024-06-13_LB_20240613_093209_BUY_0001,2024-06-13T13:32:15.037595+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2024-06-14_LB_20240614_093644_BUY_0001_PAD100MS,2024-06-14,2024,LB_20240614_093644_BUY_0001,BUY,2024-06-14T13:36:45.081257+00:00,GLBX.MDP3,mbo,NQM4,raw_symbol,instrument_id,2024-06-14T13:36:44.981257+00:00,2024-06-14T13:36:50.181257+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2024-06-14_LB_20240614_093644_BUY_0001,2024-06-14T13:36:50.081257+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2024-07-08_LB_20240708_093223_BUY_0001_PAD100MS,2024-07-08,2024,LB_20240708_093223_BUY_0001,BUY,2024-07-08T13:32:24.063515+00:00,GLBX.MDP3,mbo,NQU4,raw_symbol,instrument_id,2024-07-08T13:32:23.963515+00:00,2024-07-08T13:32:29.163515+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2024-07-08_LB_20240708_093223_BUY_0001,2024-07-08T13:32:29.063515+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2024-07-12_LB_20240712_093101_BUY_0001_PAD100MS,2024-07-12,2024,LB_20240712_093101_BUY_0001,BUY,2024-07-12T13:31:02.044351+00:00,GLBX.MDP3,mbo,NQU4,raw_symbol,instrument_id,2024-07-12T13:31:01.944351+00:00,2024-07-12T13:31:07.144351+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2024-07-12_LB_20240712_093101_BUY_0001,2024-07-12T13:31:07.044351+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2024-07-16_LB_20240716_093212_BUY_0001_PAD100MS,2024-07-16,2024,LB_20240716_093212_BUY_0001,BUY,2024-07-16T13:32:13.083597+00:00,GLBX.MDP3,mbo,NQU4,raw_symbol,instrument_id,2024-07-16T13:32:12.983597+00:00,2024-07-16T13:32:18.183597+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2024-07-16_LB_20240716_093212_BUY_0001,2024-07-16T13:32:18.083597+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
