feature,coverage_pct,mann_whitney_p_discovery,cliffs_delta_A_minus_B_discovery,median_A_discovery,median_B_discovery,direction_discovery,direction_validation,direction_holdout,direction_stable_all_splits,discovery_n_a,discovery_n_b,validation_n_a,validation_n_b,holdout_n_a,holdout_n_b,mann_whitney_q_bh,robust_candidate
reference_w10_last_update_age_ms,92.74193548387096,0.29829981148334417,0.15592515592515593,3183.2480000011856,1724.9999999985448,1.0,-1.0,1.0,0,26,37,7,17,9,19,0.7917732835398136,0
burst_w1_start_depth,87.09677419354838,0.24255561480566645,-0.18489583333333334,43.5,49.0,-1.0,1.0,0.0,0,24,32,7,17,9,19,0.7917732835398136,0
burst_w1_depth_net_change,87.09677419354838,0.2563248265201574,0.1796875,-39.5,-46.0,1.0,-1.0,1.0,0,24,32,7,17,9,19,0.7917732835398136,0
burst_w3_start_depth,87.09677419354838,0.11371163008871149,-0.25,53.0,60.0,-1.0,1.0,0.0,0,24,32,7,17,9,19,0.7917732835398136,0
burst_w3_depth_net_change,87.09677419354838,0.2111802766384996,0.19791666666666666,-46.0,-50.5,1.0,-1.0,1.0,0,24,32,7,17,9,19,0.7917732835398136,0
burst_w5_start_depth,87.09677419354838,0.12753633837356138,-0.24088541666666666,46.5,61.5,-1.0,1.0,0.0,0,24,32,7,17,9,19,0.7917732835398136,0
burst_w5_depth_net_change,87.09677419354838,0.25308114521337,0.18098958333333334,-44.5,-53.5,1.0,-1.0,1.0,0,24,32,7,17,9,19,0.7917732835398136,0
burst_w10_start_depth,84.67741935483872,0.12659442507394889,-0.24456521739130435,51.0,62.5,-1.0,1.0,-1.0,0,23,32,7,16,9,18,0.7917732835398136,0
burst_w10_depth_net_change,84.67741935483872,0.25630553109392573,0.18206521739130435,-49.0,-51.5,1.0,-1.0,1.0,0,23,32,7,16,9,18,0.7917732835398136,0
burst_w5_refill_latency_ms,55.64516129032258,0.223480215139495,-0.23466666666666666,60.00000000494765,102.99999999551801,-1.0,1.0,1.0,0,15,25,5,10,4,10,0.7917732835398136,0
burst_w10_refill_latency_ms,55.64516129032258,0.223480215139495,-0.23466666666666666,60.00000000494765,102.99999999551801,-1.0,1.0,1.0,0,15,25,5,10,4,10,0.7917732835398136,0
reference_w10_add_to_aggressive,55.64516129032258,0.2242418860165526,-0.23466666666666666,1.7246376811594204,2.3157894736842106,-1.0,-1.0,-1.0,1,15,25,5,10,4,10,0.7917732835398136,0
burst_w3_refill_latency_ms,54.03225806451613,0.29781567764577044,-0.20277777777777778,60.00000000494765,94.49999999560532,-1.0,1.0,1.0,0,15,24,5,10,4,9,0.7917732835398136,0
reference_w5_add_to_aggressive,47.58064516129033,0.24523507404790634,-0.23809523809523808,0.8714285714285714,0.90625,-1.0,1.0,1.0,0,14,21,5,8,4,7,0.7917732835398136,0
reference_w5_remove_to_aggressive,47.58064516129033,0.16727113628390988,-0.282312925170068,1.7236842105263157,2.3555555555555556,-1.0,1.0,1.0,0,14,21,5,8,4,7,0.7917732835398136,0
reference_w10_refill_latency_ms,43.54838709677419,0.11616123428211089,0.35,99.00000000197906,57.00000000069849,1.0,1.0,-1.0,0,11,20,3,9,4,7,0.7917732835398136,0
reference_w3_add_to_aggressive,40.32258064516129,0.06788574685533673,-0.4025974025974026,0.4090909090909091,0.8787878787878788,-1.0,1.0,,0,11,21,4,7,2,5,0.7917732835398136,0
reference_w1_execution_imbalance,26.61290322580645,0.0967223795437545,0.52,0.9393939393939394,0.5338345864661654,1.0,1.0,,0,5,15,4,5,2,2,0.7917732835398136,0
reference_w1_add_to_aggressive,25.0,0.2628644389403243,-0.3333333333333333,0.0,0.06896551724137931,-1.0,1.0,,0,5,15,3,4,2,2,0.7917732835398136,0
reference_w1_depth_balance,22.58064516129032,0.09166971711060166,-0.48717948717948717,-1.0,-0.9111111111111111,-1.0,1.0,,0,6,13,3,3,1,2,0.7917732835398136,0
reference_w1_refill_to_remove,22.58064516129032,0.09166971711060166,-0.48717948717948717,0.0,0.046511627906976744,-1.0,1.0,,0,6,13,3,3,1,2,0.7917732835398136,0
burst_w3_add_volume,100.0,0.33358675797621185,-0.13708999158957108,16.0,23.0,-1.0,-1.0,-1.0,1,29,41,8,17,9,20,0.7929393486643741,0
burst_w3_counter_volume,100.0,0.33495927381305135,-0.13624894869638352,10.0,14.0,-1.0,1.0,-1.0,0,29,41,8,17,9,20,0.7929393486643741,0
burst_w10_counter_volume,100.0,0.3379741486110447,-0.13540790580319595,10.0,14.0,-1.0,1.0,-1.0,0,29,41,8,17,9,20,0.7929393486643741,0
reference_w3_max_depth,92.74193548387096,0.32557435331573015,-0.1392931392931393,1.5,7.0,-1.0,1.0,0.0,0,26,37,7,17,9,19,0.7929393486643741,0
reference_w3_update_count,100.0,0.3625367468299202,-0.11942809083263246,0.0,0.0,0.0,0.0,0.0,0,29,41,8,17,9,20,0.8190645020972271,0
reference_w3_known_change_count,100.0,0.3625367468299202,-0.11942809083263246,0.0,0.0,0.0,0.0,0.0,0,29,41,8,17,9,20,0.8190645020972271,0
reference_w3_remove_events,100.0,0.35573921690501686,-0.12111017661900757,0.0,0.0,0.0,0.0,0.0,0,29,41,8,17,9,20,0.8190645020972271,0
burst_w3_remove_events,100.0,0.37600483054573963,-0.12531539108494533,11.0,12.0,-1.0,1.0,-1.0,0,29,41,8,17,9,20,0.8220040306170825,0
reference_w5_start_depth,91.93548387096774,0.37731332552915264,-0.11965811965811966,0.0,0.0,0.0,1.0,0.0,0,26,36,7,17,9,19,0.8220040306170825,0
reference_w5_depth_net_change,91.93548387096774,0.37731332552915264,0.11965811965811966,0.0,0.0,0.0,0.0,0.0,0,26,36,7,17,9,19,0.8220040306170825,0
burst_w3_remove_volume,100.0,0.40016703830215705,-0.11942809083263246,68.0,72.0,-1.0,1.0,1.0,0,29,41,8,17,9,20,0.8304910134603668,0
burst_w5_refill_events_after_aggression,100.0,0.40339182429521336,-0.1135407905803196,1.0,1.0,0.0,1.0,-1.0,0,29,41,8,17,9,20,0.8304910134603668,0
burst_w10_refill_events_after_aggression,100.0,0.40339182429521336,-0.1135407905803196,1.0,1.0,0.0,1.0,-1.0,0,29,41,8,17,9,20,0.8304910134603668,0
reference_w5_remove_events,100.0,0.4116100014472106,-0.10849453322119428,0.0,0.0,0.0,1.0,0.0,0,29,41,8,17,9,20,0.8304910134603668,0
burst_w1_execution_imbalance,85.48387096774194,0.4129764056005103,0.12919254658385093,0.46875,0.41,1.0,-1.0,-1.0,0,23,35,8,16,6,18,0.8304910134603668,0
burst_w5_execution_imbalance,85.48387096774194,0.4129764056005103,0.12919254658385093,0.45454545454545453,0.41,1.0,-1.0,-1.0,0,23,35,8,16,6,18,0.8304910134603668,0
burst_w10_execution_imbalance,85.48387096774194,0.4129764056005103,0.12919254658385093,0.45454545454545453,0.40816326530612246,1.0,-1.0,-1.0,0,23,35,8,16,6,18,0.8304910134603668,0
burst_w5_add_volume,100.0,0.42048187865793873,-0.11438183347350715,29.0,35.0,-1.0,-1.0,-1.0,1,29,41,8,17,9,20,0.8305983169872815,0
burst_w3_execution_imbalance,85.48387096774194,0.422107341419766,0.1267080745341615,0.45454545454545453,0.41,1.0,-1.0,-1.0,0,23,35,8,16,6,18,0.8305983169872815,0
reference_w3_remove_to_aggressive,40.32258064516129,0.42739043402948484,-0.1774891774891775,1.3,2.029850746268657,-1.0,-1.0,,0,11,21,4,7,2,5,0.832047334333997,0
burst_w1_add_events,100.0,0.4520661526658969,-0.10597140454163162,3.0,4.0,-1.0,-1.0,1.0,0,29,41,8,17,9,20,0.8708221677669382,0
burst_w1_add_volume,100.0,0.5975481698470487,-0.07485281749369217,9.0,10.0,-1.0,1.0,1.0,0,29,41,8,17,9,20,0.8759594131071479,0
burst_w1_remove_volume,100.0,0.6542927367024494,-0.063919259882254,49.0,56.0,-1.0,1.0,-1.0,0,29,41,8,17,9,20,0.8759594131071479,0
burst_w1_aggressive_volume,100.0,0.5698924026995136,-0.08074011774600505,32.0,40.0,-1.0,1.0,-1.0,0,29,41,8,17,9,20,0.8759594131071479,0
burst_w1_refill_events_after_aggression,100.0,0.5602234496011453,-0.07905803195962995,1.0,1.0,0.0,1.0,0.0,0,29,41,8,17,9,20,0.8759594131071479,0
burst_w3_refill_events_after_aggression,100.0,0.5644450906126415,-0.0782169890664424,1.0,1.0,0.0,1.0,0.0,0,29,41,8,17,9,20,0.8759594131071479,0
burst_w5_remove_volume,100.0,0.5708506683687986,-0.08074011774600505,74.0,83.0,-1.0,1.0,1.0,0,29,41,8,17,9,20,0.8759594131071479,0
burst_w5_refill_volume_after_aggression,100.0,0.5426662973144017,-0.0832632464255677,1.0,3.0,-1.0,1.0,-1.0,0,29,41,8,17,9,20,0.8759594131071479,0
burst_w10_refill_volume_after_aggression,100.0,0.5426662973144017,-0.0832632464255677,1.0,3.0,-1.0,1.0,-1.0,0,29,41,8,17,9,20,0.8759594131071479,0
reference_w5_update_count,100.0,0.5508616256106498,-0.07905803195962995,0.0,0.0,0.0,1.0,0.0,0,29,41,8,17,9,20,0.8759594131071479,0
reference_w5_known_change_count,100.0,0.5551492036816219,-0.0782169890664424,0.0,0.0,0.0,1.0,0.0,0,29,41,8,17,9,20,0.8759594131071479,0
reference_w5_add_volume,100.0,0.6169029440336827,-0.06644238856181665,0.0,0.0,0.0,1.0,0.0,0,29,41,8,17,9,20,0.8759594131071479,0
reference_w5_aggressive_volume,100.0,0.4597267018301261,-0.09840201850294365,0.0,1.0,-1.0,1.0,0.0,0,29,41,8,17,9,20,0.8759594131071479,0
reference_w5_counter_volume,100.0,0.5238362543968685,-0.0832632464255677,0.0,0.0,0.0,1.0,0.0,0,29,41,8,17,9,20,0.8759594131071479,0
reference_w5_refill_events_after_aggression,100.0,0.6222799699936103,-0.05887300252312868,0.0,0.0,0.0,0.0,0.0,0,29,41,8,17,9,20,0.8759594131071479,0
reference_w5_refill_volume_after_aggression,100.0,0.592332998687269,-0.063919259882254,0.0,0.0,0.0,0.0,0.0,0,29,41,8,17,9,20,0.8759594131071479,0
reference_w10_update_count,100.0,0.6650206563002077,-0.05971404541631623,25.0,37.0,-1.0,-1.0,-1.0,1,29,41,8,17,9,20,0.8759594131071479,0
reference_w10_known_change_count,100.0,0.6695174899667453,-0.05887300252312868,25.0,37.0,-1.0,-1.0,-1.0,1,29,41,8,17,9,20,0.8759594131071479,0
reference_w10_remove_volume,100.0,0.6076919449648985,-0.07064760302775441,57.0,68.0,-1.0,-1.0,-1.0,1,29,41,8,17,9,20,0.8759594131071479,0
reference_w10_add_events,100.0,0.6515481615226992,-0.06223717409587889,11.0,16.0,-1.0,1.0,-1.0,0,29,41,8,17,9,20,0.8759594131071479,0
reference_w10_remove_events,100.0,0.6470906739101323,-0.06307821698906645,9.0,16.0,-1.0,-1.0,-1.0,1,29,41,8,17,9,20,0.8759594131071479,0
reference_w10_aggressive_volume,100.0,0.6105314764202366,-0.06980656013456686,10.0,9.0,1.0,1.0,-1.0,0,29,41,8,17,9,20,0.8759594131071479,0
reference_w10_counter_volume,100.0,0.5803835469565426,-0.07569386038687972,1.0,4.0,-1.0,-1.0,-1.0,1,29,41,8,17,9,20,0.8759594131071479,0
burst_w1_min_depth,92.74193548387096,0.5173346318619483,-0.062370062370062374,0.0,0.0,0.0,0.0,0.0,0,26,37,7,17,9,19,0.8759594131071479,0
burst_w1_last_update_age_ms,92.74193548387096,0.6600630667749987,0.06652806652806653,120.19999999756692,82.04399999522138,1.0,-1.0,-1.0,0,26,37,7,17,9,19,0.8759594131071479,0
burst_w3_min_depth,92.74193548387096,0.5173346318619483,-0.062370062370062374,0.0,0.0,0.0,0.0,0.0,0,26,37,7,17,9,19,0.8759594131071479,0
burst_w3_max_depth,92.74193548387096,0.6701328843442661,-0.06444906444906445,55.5,57.0,-1.0,1.0,0.0,0,26,37,7,17,9,19,0.8759594131071479,0
burst_w3_last_update_age_ms,92.74193548387096,0.6600630667749987,0.06652806652806653,120.19999999756692,82.04399999522138,1.0,-1.0,-1.0,0,26,37,7,17,9,19,0.8759594131071479,0
burst_w5_min_depth,92.74193548387096,0.5173346318619483,-0.062370062370062374,0.0,0.0,0.0,0.0,0.0,0,26,37,7,17,9,19,0.8759594131071479,0
burst_w5_last_update_age_ms,92.74193548387096,0.6600630667749987,0.06652806652806653,120.19999999756692,82.04399999522138,1.0,-1.0,-1.0,0,26,37,7,17,9,19,0.8759594131071479,0
burst_w10_min_depth,92.74193548387096,0.5173346318619483,-0.062370062370062374,0.0,0.0,0.0,0.0,0.0,0,26,37,7,17,9,19,0.8759594131071479,0
burst_w10_last_update_age_ms,92.74193548387096,0.6600630667749987,0.06652806652806653,120.19999999756692,82.04399999522138,1.0,-1.0,-1.0,0,26,37,7,17,9,19,0.8759594131071479,0
reference_w5_max_depth,92.74193548387096,0.5967564065560709,-0.07588357588357589,5.0,9.0,-1.0,1.0,0.0,0,26,37,7,17,9,19,0.8759594131071479,0
reference_w10_max_depth,92.74193548387096,0.6634253738846911,-0.06444906444906445,29.0,27.0,1.0,0.0,-1.0,0,26,37,7,17,9,19,0.8759594131071479,0
burst_w3_depth_balance,88.70967741935483,0.5184225367040202,-0.09837837837837837,-0.5094339622641509,-0.48514851485148514,-1.0,-1.0,1.0,0,25,37,7,16,7,18,0.8759594131071479,0
burst_w3_refill_to_remove,88.70967741935483,0.5184225367040202,-0.09837837837837837,0.325,0.3466666666666667,-1.0,-1.0,1.0,0,25,37,7,16,7,18,0.8759594131071479,0
burst_w1_remove_to_aggressive,84.67741935483872,0.6605300187528462,0.07033248081841433,1.2413793103448276,1.0434837250219933,1.0,-1.0,1.0,0,23,34,8,16,6,18,0.8759594131071479,0
burst_w3_add_to_aggressive,84.67741935483872,0.6083687513163405,-0.08184143222506395,0.32653061224489793,0.5124113475177305,-1.0,-1.0,1.0,0,23,34,8,16,6,18,0.8759594131071479,0
burst_w10_remove_to_aggressive,84.67741935483872,0.6429537204032844,0.0741687979539642,2.75,1.9013435194942043,1.0,-1.0,1.0,0,23,34,8,16,6,18,0.8759594131071479,0
reference_w10_remove_to_aggressive,55.64516129032258,0.5295999906459867,-0.12266666666666666,2.3333333333333335,3.411111111111111,-1.0,-1.0,-1.0,1,15,25,5,10,4,10,0.8759594131071479,0
burst_w1_refill_latency_ms,54.03225806451613,0.6542089540107574,-0.08888888888888889,65.99999999889405,94.49999999560532,-1.0,1.0,-1.0,0,15,24,5,10,4,9,0.8759594131071479,0
reference_w5_depth_balance,45.16129032258064,0.47125457143413607,0.15,-0.2742648972157169,-0.25910144277491215,-1.0,-1.0,1.0,0,14,20,4,8,4,6,0.8759594131071479,0
reference_w5_refill_to_remove,45.16129032258064,0.47125457143413607,0.15,0.569551282051282,0.5889622641509434,-1.0,-1.0,1.0,0,14,20,4,8,4,6,0.8759594131071479,0
reference_w3_depth_balance,41.935483870967744,0.5920314520998274,-0.11538461538461539,-0.5,-0.3515625,-1.0,-1.0,-1.0,1,13,20,3,8,3,5,0.8759594131071479,0
reference_w3_refill_to_remove,41.935483870967744,0.5920314520998274,-0.11538461538461539,0.3333333333333333,0.4802139037433155,-1.0,-1.0,-1.0,1,13,20,3,8,3,5,0.8759594131071479,0
reference_w3_refill_latency_ms,24.193548387096776,0.5099275017077451,-0.20512820512820512,68.49999999758438,114.99999999796273,-1.0,,,0,6,13,2,5,2,2,0.8759594131071479,0
burst_w1_max_depth,92.74193548387096,0.6751442374053969,-0.06340956340956341,45.0,47.0,-1.0,1.0,-1.0,0,26,37,7,17,9,19,0.8762510315261534,0
burst_w1_refill_volume_after_aggression,100.0,0.7174262650719483,-0.0496215306980656,1.0,2.0,-1.0,1.0,0.0,0,29,41,8,17,9,20,0.8803495539444004,0
burst_w3_aggressive_volume,100.0,0.764887845965878,-0.04289318755256518,32.0,40.0,-1.0,1.0,-1.0,0,29,41,8,17,9,20,0.8803495539444004,0
burst_w3_refill_volume_after_aggression,100.0,0.7174262650719483,-0.0496215306980656,1.0,2.0,-1.0,1.0,0.0,0,29,41,8,17,9,20,0.8803495539444004,0
burst_w5_aggressive_volume,100.0,0.7648858362719504,-0.04289318755256518,32.0,40.0,-1.0,1.0,-1.0,0,29,41,8,17,9,20,0.8803495539444004,0
burst_w10_remove_volume,100.0,0.7383074199803239,-0.0479394449116905,107.0,103.0,1.0,1.0,-1.0,0,29,41,8,17,9,20,0.8803495539444004,0
burst_w10_aggressive_volume,100.0,0.7648938747385774,-0.04289318755256518,32.0,40.0,-1.0,1.0,-1.0,0,29,41,8,17,9,20,0.8803495539444004,0
reference_w5_add_events,100.0,0.6955666754169373,-0.05214465937762826,0.0,0.0,0.0,1.0,0.0,0,29,41,8,17,9,20,0.8803495539444004,0
reference_w10_add_volume,100.0,0.7524217556414041,-0.04373423044575273,51.0,41.0,1.0,-1.0,-1.0,0,29,41,8,17,9,20,0.8803495539444004,0
burst_w5_max_depth,92.74193548387096,0.7480349142129921,-0.04885654885654886,58.0,61.0,-1.0,1.0,0.0,0,26,37,7,17,9,19,0.8803495539444004,0
burst_w5_depth_balance,88.70967741935483,0.714384735790432,-0.05621621621621622,-0.36470588235294116,-0.38461538461538464,1.0,-1.0,1.0,0,25,37,7,16,7,18,0.8803495539444004,0
burst_w5_refill_to_remove,88.70967741935483,0.714384735790432,-0.05621621621621622,0.46551724137931033,0.4444444444444444,1.0,-1.0,1.0,0,25,37,7,16,7,18,0.8803495539444004,0
burst_w10_depth_balance,88.70967741935483,0.7631460041495164,0.046486486486486484,-0.20634920634920634,-0.2206896551724138,1.0,-1.0,-1.0,0,25,37,7,16,7,18,0.8803495539444004,0
burst_w10_refill_to_remove,88.70967741935483,0.7631460041495164,0.046486486486486484,0.6578947368421053,0.6384180790960452,1.0,-1.0,-1.0,0,25,37,7,16,7,18,0.8803495539444004,0
burst_w1_add_to_aggressive,84.67741935483872,0.6838580051112989,-0.06521739130434782,0.15625,0.29864864864864865,-1.0,-1.0,1.0,0,23,34,8,16,6,18,0.8803495539444004,0
burst_w5_remove_to_aggressive,84.67741935483872,0.757280710214531,0.049872122762148335,1.872340425531915,1.4124493927125505,1.0,-1.0,1.0,0,23,34,8,16,6,18,0.8803495539444004,0
burst_w10_add_to_aggressive,84.67741935483872,0.7022801040639265,0.061381074168797956,1.8333333333333333,1.0448939690178976,1.0,-1.0,1.0,0,23,34,8,16,6,18,0.8803495539444004,0
reference_w3_execution_imbalance,41.935483870967744,0.720881956764055,0.08225108225108226,0.42857142857142855,0.4146341463414634,1.0,1.0,1.0,1,11,21,4,8,3,5,0.8803495539444004,0
reference_w1_remove_to_aggressive,25.0,0.7265827324519613,0.12,0.8666666666666667,1.2222222222222223,-1.0,-1.0,,0,5,15,3,4,2,2,0.8803495539444004,0
