train_end,test_start,test_end,depth,min_leaf,n,wins,losses,wr,pf_gross,pf_after_2t,wilson_low
2025-07-08,2025-07-09,2025-09-02,5,10,6,2,4,0.3333333333333333,0.5,0.4375,0.09677141110578047
2025-09-02,2025-09-03,2025-10-29,4,25,8,4,4,0.5,1.0,0.875,0.21521606221387762
2025-10-29,2025-10-30,2025-12-26,2,20,18,14,4,0.7777777777777778,3.5,3.0625,0.5478541568378738
2025-12-26,2025-12-29,2026-02-23,5,10,10,1,9,0.1,0.1111111111111111,0.09722222222222222,0.017876213095072896
2026-02-23,2026-02-24,2026-04-22,2,30,19,12,7,0.631578947368421,1.7142857142857142,1.5,0.4103953316480307
2026-04-22,2026-04-23,2026-06-17,2,20,37,13,24,0.35135135135135137,0.5416666666666666,0.4739583333333333,0.21825607133927127
2026-06-17,2026-06-19,2026-06-26,4,15,2,0,2,0.0,0.0,0.0,0.0
