feature_a,feature_b,spearman,pearson,abs_spearman,abs_pearson,redundant_ge_0_90
Profile_Std_Ticks,price_impact_per_100_contracts,0.255406727636402,0.3071018572454257,0.255406727636402,0.3071018572454257,0
Realized_Volatility_60s_Ticks,Previous_Volume_AtEntry,0.2553447609029451,0.18429108940886632,0.2553447609029451,0.18429108940886632,0
PreBurst_Price_Per_Delta_3s,Pre_Approach_Pause_Seconds,-0.25530689225744224,-0.2656331953077302,0.25530689225744224,0.2656331953077302,0
POC_Migration_Ticks,Score_AtEntry,0.25495097567963926,0.1526160279595085,0.25495097567963926,0.1526160279595085,0
Flow_0_1_DirectionalNetDelta,Sell_Imbalance_Count_AtEntry,0.2544166828164918,0.2898701382651262,0.2544166828164918,0.2898701382651262,0
Sell_Imbalance_Count_AtEntry,signed_delta_1s,0.2544166828164918,0.2898701382651262,0.2544166828164918,0.2898701382651262,0
Time_Since_Last_Prior_Level_Touch_Seconds,Directional_OR_Extension_Ticks_AtEntry,-0.2537391186996429,-0.3551007832194181,0.2537391186996429,0.3551007832194181,0
Flow_1_3_CounterflowShare,signed_delta_change_1s,0.2532514234368746,0.23742461781108692,0.2532514234368746,0.23742461781108692,0
Body_OR_Ratio_AtEntry,PreEntry_Range_Compression3_AtEntry,0.25284242077934094,0.3802651159302129,0.25284242077934094,0.3802651159302129,0
Profile_Local_Maxima_Count,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,0.2527461259047651,0.26348459869438684,0.2527461259047651,0.26348459869438684,0
Velocity3s,Signed_Previous_Delta_Share_AtEntry,-0.2523155366129215,-0.25583791374652126,0.2523155366129215,0.25583791374652126,0
Flow_0_1_TicksPerAggressiveContract,Body_OR_Ratio_AtEntry,0.25208190603437297,0.2838798895955063,0.25208190603437297,0.2838798895955063,0
PreBurst_Acceptance_Dwell_Ratio_5s,Pre_Approach_Velocity_TPS,-0.25202531643456694,-0.2305528795893195,0.25202531643456694,0.2305528795893195,0
Sell_Imbalance_Count_AtEntry,mean_trade_size,0.251830402453912,0.20027039376506867,0.251830402453912,0.20027039376506867,0
DeltaChangeZScore,Score_AtEntry,0.2516622024888086,0.16590445234023682,0.2516622024888086,0.16590445234023682,0
Flow_0_1_DirectionalVelocityTPS,Signed_Delta_Share_AtEntry,-0.25136654034287387,-0.26867665104643385,0.25136654034287387,0.26867665104643385,0
Profile_Local_Maxima_Count,Prior_Volume_At_Level_Band_60s,-0.25134602696966585,-0.2839390956965808,0.25134602696966585,0.2839390956965808,0
Delta_Change_AtEntry,Body_OR_Ratio_AtEntry,0.25133246650788277,0.2007350999591306,0.25133246650788277,0.2007350999591306,0
Flow_0_1_GrossAggressive,signed_acceleration_1s,0.25129486366716797,0.3608093586279989,0.25129486366716797,0.3608093586279989,0
ContractsPerSecond,signed_acceleration_1s,0.25129486366716797,0.3608093586279989,0.25129486366716797,0.3608093586279989,0
PreBurst_Impulse_Decay_Slope_5s,Delta_Change_AtEntry,-0.2512575497975244,-0.14642862704003604,0.2512575497975244,0.14642862704003604,0
PreBurst_Local_Entropy_10s,Velocity_Retention_3_5,-0.25095593689961077,-0.1544950095397676,0.25095593689961077,0.1544950095397676,0
Flow_0_1_TicksPerAggressiveContract,Sell_Imbalance_Count_AtEntry,-0.25092105337944764,-0.23471789257225756,0.25092105337944764,0.23471789257225756,0
Flow_0_1_TicksPerAggressiveContract,Nearest_OR_Edge_Distance_Ticks_AtEntry,0.25088930368632945,0.3337846659932722,0.25088930368632945,0.3337846659932722,0
directional_vwap_distance,profile_confluence_4t,-0.25068337524333795,-0.26671388834057114,0.25068337524333795,0.26671388834057114,0
Volume_AtEntry,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,-0.2504010506388075,-0.22606260912699636,0.2504010506388075,0.22606260912699636,0
Prior_Volume_At_Level_Band_60s,PreEntry_Volume_Climax_Ratio_AtEntry,-0.24999865480527997,-0.2578847469715615,0.24999865480527997,0.2578847469715615,0
Realized_Volatility_60s_Ticks,Buy_Imbalance_Count_AtEntry,-0.24950129406890798,-0.2455302466064738,0.24950129406890798,0.2455302466064738,0
Flow_1_3_GrossAggressive,Pre_Approach_Pause_Seconds,-0.24944514543212126,-0.20666963907502653,0.24944514543212126,0.20666963907502653,0
Flow_0_1_CounterflowShare,Previous_Volume_AtEntry,0.24940997199655485,0.2174728023640494,0.24940997199655485,0.2174728023640494,0
Previous_Volume_AtEntry,delta_share_of_volume,-0.24940997199655485,-0.21747280236404895,0.24940997199655485,0.21747280236404895,0
PreEntry_Directional_Efficiency3_AtEntry,directional_poc_distance,-0.24940444317862576,-0.287852446911368,0.24940444317862576,0.287852446911368,0
signed_acceleration_1s,directional_poc_distance,0.2493415154716464,0.3294922598802488,0.2493415154716464,0.3294922598802488,0
Dist_VAH_Ticks,Score_AtEntry,0.24878821581699542,0.1631323732388377,0.24878821581699542,0.1631323732388377,0
Time_Since_Last_Prior_Level_Touch_Seconds,Previous_Volume_AtEntry,-0.248660176207904,-0.24555991130827476,0.248660176207904,0.24555991130827476,0
Velocity_Retention_1_3,Directional_VWAP_Distance_Ticks_AtEntry,-0.24858847408720045,-0.16137110788159573,0.24858847408720045,0.16137110788159573,0
Realized_Volatility_10s_Ticks,PreEntry_Directional_Delta_Share3_AtEntry,0.24847350822963324,0.20403824436194548,0.24847350822963324,0.20403824436194548,0
Realized_Volatility_10s_Ticks,Buy_Imbalance_Count_AtEntry,-0.248284892792399,-0.2150670017866177,0.248284892792399,0.2150670017866177,0
Prior_Volume_At_Level_Band_60s,Signed_Delta_Share_AtEntry,0.24812984189458506,0.26532152916514484,0.24812984189458506,0.26532152916514484,0
Prior_Full_Crosses_60s,Body_OR_Ratio_AtEntry,0.24771457406615996,0.18626476751529683,0.24771457406615996,0.18626476751529683,0
POC_Migration_Ticks,Flow_1_3_DirectionalVelocityTPS,0.24763027827182427,0.3331314699322869,0.24763027827182427,0.3331314699322869,0
Profile_Effective_Nodes,Body_AtEntry,0.24752758828219062,0.3276151883713446,0.24752758828219062,0.3276151883713446,0
Flow_3_5_DirectionalNetDelta,Pre_Approach_Velocity_TPS,0.247391906957477,0.4015555144606892,0.247391906957477,0.4015555144606892,0
Delta5s,Cumulative_Delta_AtEntry,0.2473231715691293,0.25066035587116864,0.2473231715691293,0.25066035587116864,0
Delta_AtEntry,Previous_Delta_AtEntry,0.24727016158118734,0.26943749768158226,0.24727016158118734,0.26943749768158226,0
PreBurst_Reclaim_Count_10s,Prior_Volume_At_Level_Band_60s,0.24724558934270688,0.25011108960747863,0.24724558934270688,0.25011108960747863,0
Flow_1_3_GrossAggressive,signed_delta_change_1s,-0.24711598085303413,-0.20401558257490296,0.24711598085303413,0.20401558257490296,0
Profile_Concentration,Pre_Approach_Velocity_TPS,-0.2470040107385604,-0.24352296341381793,0.2470040107385604,0.24352296341381793,0
Dist_OR_High_Ticks,Score_AtEntry,0.24667818770172342,0.1778562071991361,0.24667818770172342,0.1778562071991361,0
signed_velocity_3s,flow_price_alignment,0.24650757510242077,0.20666236661226453,0.24650757510242077,0.20666236661226453,0
Pre_Approach_Velocity_TPS,delta_persistence_1_3,0.24620470686652648,0.21567137579914522,0.24620470686652648,0.21567137579914522,0
Delta_Retention_1_3,Pre_Approach_Velocity_TPS,0.24620470686652648,0.21567137579914542,0.24620470686652648,0.21567137579914542,0
Profile_Effective_Nodes,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,0.24597294425534413,0.30670661165948443,0.24597294425534413,0.30670661165948443,0
Directional_OR_Extension_Ticks_AtEntry,Body_OR_Ratio_AtEntry,-0.2458197264386461,-0.2826023406195359,0.2458197264386461,0.2826023406195359,0
Velocity5s,Cumulative_Delta_AtEntry,0.24556514171588756,0.230165472943246,0.24556514171588756,0.230165472943246,0
Signal_To_Entry_Latency_Milliseconds,liquidity_absorption_score,0.24553315810367626,-0.039303422905114,0.24553315810367626,0.039303422905114,0
DeltaChange1s,Signed_Previous_Delta_Share_AtEntry,-0.2454222877963739,-0.2635659921048036,0.2454222877963739,0.2635659921048036,0
Profile_Std_Ticks,directional_poc_distance,0.24527524139890083,0.16055862057063547,0.24527524139890083,0.16055862057063547,0
Cumulative_Delta_AtEntry,Signed_Delta_Share_AtEntry,-0.24517743479350698,-0.21970053811156237,0.24517743479350698,0.21970053811156237,0
Pre_Approach_Velocity_TPS,Detector_Publish_To_Entry_Latency_Milliseconds,-0.24513404035814254,-0.2366251184201047,0.24513404035814254,0.2366251184201047,0
Dist_VAL_Ticks,profile_confluence_4t,0.24502508471810927,0.1954196437229792,0.24502508471810927,0.1954196437229792,0
PeakPositiveDelta,Score_AtEntry,0.2448655355004585,0.16657965999571694,0.2448655355004585,0.16657965999571694,0
Signed_Delta_Share_AtEntry,signed_velocity_3s,-0.24485826517707535,-0.2524273611327653,0.24485826517707535,0.2524273611327653,0
Flow_3_5_CounterflowShare,Pre_Approach_Velocity_TPS,-0.24476636773595434,-0.3058004716585685,0.24476636773595434,0.3058004716585685,0
PreBurst_Price_Per_Volume_3s,Flow_1_3_CounterflowShare,-0.24469922065265143,-0.19587537645185496,0.24469922065265143,0.19587537645185496,0
Profile_Std_Ticks,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,0.24457400550537345,0.32170298524595364,0.24457400550537345,0.32170298524595364,0
Prior_Closed_ATR5_Ticks_AtEntry,acceleration_velocity_ratio,0.24455339566405562,0.11559539856630363,0.24455339566405562,0.11559539856630363,0
Pre_Approach_Velocity_TPS,Signed_Delta_Share_AtEntry,-0.24430016151972803,-0.17922148469099766,0.24430016151972803,0.17922148469099766,0
DeltaChange1s,Time_Since_Last_Prior_Level_Touch_Seconds,-0.2442943407856386,-0.19882129094027806,0.2442943407856386,0.19882129094027806,0
Realized_Volatility_30s_Ticks,Score_AtEntry,-0.24423598443291095,-0.23772381497476833,0.24423598443291095,0.23772381497476833,0
signed_velocity_1s,velocity_consistency,0.24414299429349579,0.23809454877146138,0.24414299429349579,0.23809454877146138,0
Realized_Volatility_60s_Ticks,Score_AtEntry,-0.24400800162882613,-0.2344536541327216,0.24400800162882613,0.2344536541327216,0
Dist_OR_High_Ticks,Directional_OR_Extension_Ticks_AtEntry,0.2439807483908392,0.20772141167756636,0.2439807483908392,0.20772141167756636,0
PreBurst_Local_Entropy_10s,range,0.24379060313473142,0.23285887875130395,0.24379060313473142,0.23285887875130395,0
OR_WidthTicks,PreBurst_Local_Entropy_10s,0.24379060313473142,0.23285887875130418,0.24379060313473142,0.23285887875130418,0
range,signed_acceleration_1s,0.24377096773690465,0.3574047297002786,0.24377096773690465,0.3574047297002786,0
OR_WidthTicks,signed_acceleration_1s,0.24377096773690465,0.3574047297002788,0.24377096773690465,0.3574047297002788,0
Realized_Volatility_60s_Ticks,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,-0.24370767303245067,-0.2180104059642439,0.24370767303245067,0.2180104059642439,0
PreBurst_Acceptance_Dwell_Ratio_5s,PreEntry_Range_Compression3_AtEntry,0.24311543718568787,0.22820074568014992,0.24311543718568787,0.22820074568014992,0
Profile_Effective_Nodes,Detector_Publish_Delay_Milliseconds,-0.24310254835279194,-0.08421728176572241,0.24310254835279194,0.08421728176572241,0
PreBurst_Local_Entropy_10s,Profile_Concentration,-0.24296463087260772,-0.22241585191511515,0.24296463087260772,0.22241585191511515,0
BuySellRatio,PreEntry_Directional_Delta_Share3_AtEntry,-0.24280922256554158,-0.21185342017359232,0.24280922256554158,0.21185342017359232,0
OR_WidthTicks,Score_AtEntry,-0.2427653097187777,-0.20030908752593124,0.2427653097187777,0.20030908752593124,0
range,Score_AtEntry,-0.2427653097187777,-0.20030908752593105,0.2427653097187777,0.20030908752593105,0
Delta_AtEntry,Cumulative_Delta_AtEntry,0.24243107326127988,0.2533297388276317,0.24243107326127988,0.2533297388276317,0
PreBurst_Price_Per_Delta_3s,Prior_Closed_ATR3_Ticks_AtEntry,0.24218521585184827,0.28259979072864944,0.24218521585184827,0.28259979072864944,0
Flow_0_1_DirectionalVelocityTPS,Prior_Volume_At_Level_Band_60s,-0.2421005263155454,-0.2307888054012072,0.2421005263155454,0.2307888054012072,0
Volume_AtEntry,Signal_To_Entry_Latency_Milliseconds,0.24201670828079783,0.20099344428445254,0.24201670828079783,0.20099344428445254,0
PreBurst_Acceptance_Dwell_Ratio_5s,Realized_Volatility_10s_Ticks,-0.24200853445848666,-0.15714785907146903,0.24200853445848666,0.15714785907146903,0
signed_delta_1s,absorption_pressure_1s,0.24169003904867375,0.01914530028181077,0.24169003904867375,0.01914530028181077,0
Flow_0_1_DirectionalNetDelta,absorption_pressure_1s,0.24169003904867375,0.01914530028181077,0.24169003904867375,0.01914530028181077,0
PreBurst_Impulse_Decay_Slope_5s,Prior_Closed_ATR3_Ticks_AtEntry,0.2416432159233146,0.2816409915700247,0.2416432159233146,0.2816409915700247,0
TradesPerSecond,Signed_Delta_Share_AtEntry,-0.2415241316530358,-0.32079345871569676,0.2415241316530358,0.32079345871569676,0
Volume_AtEntry,signed_velocity_3s,-0.24148872274844554,-0.2649361284232276,0.24148872274844554,0.2649361284232276,0
Realized_Volatility_30s_Ticks,Seconds_From_Open_AtEntry,-0.24140022251128476,-0.09894838954296059,0.24140022251128476,0.09894838954296059,0
OR_WidthTicks,Profile_Excess_Kurtosis,-0.2413676442759858,-0.2256922580806272,0.2413676442759858,0.2256922580806272,0
Profile_Excess_Kurtosis,range,-0.2413676442759858,-0.22569225808062712,0.2413676442759858,0.22569225808062712,0
PreBurst_Path_Efficiency_10s,Flow_1_3_CounterflowShare,-0.2411877239745564,-0.2471893120789275,0.2411877239745564,0.2471893120789275,0
PreBurst_Rotation_Index_10s,signed_delta_change_1s,0.24095901579135068,0.26907206531887107,0.24095901579135068,0.26907206531887107,0
CumulativeDeltaWindow,Score_AtEntry,0.2408288207604303,0.16060470272523455,0.2408288207604303,0.16060470272523455,0
Delta3s,Score_AtEntry,0.2408288207604303,0.16060470272523455,0.2408288207604303,0.16060470272523455,0
Delta_Change_AtEntry,PreEntry_Directional_Delta_Share3_AtEntry,-0.2407322039278439,-0.11128011924971705,0.2407322039278439,0.11128011924971705,0
Score_AtEntry,signed_velocity_1s,-0.24060019886740452,-0.22407939645952463,0.24060019886740452,0.22407939645952463,0
Delta_Retention_1_3,Pre_Approach_Pause_Seconds,-0.2405732584463773,-0.21611522302136024,0.2405732584463773,0.21611522302136024,0
Pre_Approach_Pause_Seconds,delta_persistence_1_3,-0.2405732584463773,-0.21611522302136,0.2405732584463773,0.21611522302136,0
Profile_Concentration,Flow_0_1_TicksPerAggressiveContract,-0.24049736949102804,-0.2591337202020529,0.24049736949102804,0.2591337202020529,0
Time_Since_Last_Prior_Level_Touch_Seconds,PreEntry_Directional_Delta_Share3_AtEntry,-0.24049506031499368,-0.2744655037368993,0.24049506031499368,0.2744655037368993,0
Score_AtEntry,signed_acceleration_1s,-0.2404847634402989,-0.21889248767854905,0.2404847634402989,0.21889248767854905,0
Flow_0_1_DirectionalNetDelta,burst_efficiency_score,-0.2404712848437373,-0.18345688816079825,0.2404712848437373,0.18345688816079825,0
signed_delta_1s,burst_efficiency_score,-0.2404712848437373,-0.18345688816079825,0.2404712848437373,0.18345688816079825,0
Body_AtEntry,Detector_Publish_Delay_Milliseconds,-0.24035576044917778,-0.16475584884323538,0.24035576044917778,0.16475584884323538,0
Realized_Volatility_10s_Ticks,Nearest_OR_Edge_Distance_Ticks_AtEntry,0.24029381039891917,0.4269104724980511,0.24029381039891917,0.4269104724980511,0
Delta1s,Time_Since_Last_Prior_Level_Touch_Seconds,-0.24020921647825405,-0.1991781216661393,0.24020921647825405,0.1991781216661393,0
DeltaChange1s,Cumulative_Delta_AtEntry,0.2401778128193587,0.24414782870684598,0.2401778128193587,0.24414782870684598,0
PreBurst_Impulse_Decay_Slope_5s,Buy_Imbalance_Count_AtEntry,-0.24000317217995584,-0.19131640231495278,0.24000317217995584,0.19131640231495278,0
PreBurst_Path_Efficiency_10s,Profile_Effective_Nodes,-0.23991280984536514,-0.2709047190740339,0.23991280984536514,0.2709047190740339,0
Profile_Normalized_Entropy,Prior_Full_Crosses_60s,-0.2397842751819076,-0.1782693983446618,0.2397842751819076,0.1782693983446618,0
Body_AtEntry,Signal_To_Entry_Latency_Milliseconds,-0.2392046911166663,-0.17043373793570596,0.2392046911166663,0.17043373793570596,0
Signed_Previous_Delta_Share_AtEntry,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,-0.23863843205207547,-0.25855769674093754,0.23863843205207547,0.25855769674093754,0
Pre_Approach_Pause_Seconds,Nearest_OR_Edge_Retest_Count_AtEntry,0.2385794178932385,0.23420325249826798,0.2385794178932385,0.23420325249826798,0
Prior_Volume_At_Level_Band_60s,Score_AtEntry,0.23856718470931265,0.2289651913458872,0.23856718470931265,0.2289651913458872,0
signed_delta_1s,price_impact_per_100_contracts,-0.23849986560604108,-0.1875585295090458,0.23849986560604108,0.1875585295090458,0
Flow_0_1_DirectionalNetDelta,price_impact_per_100_contracts,-0.23849986560604108,-0.1875585295090458,0.23849986560604108,0.1875585295090458,0
Prior_Volume_At_Level_Band_60s,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,-0.2383096748181191,-0.2847241406722935,0.2383096748181191,0.2847241406722935,0
Profile_Effective_Nodes,profile_confluence_4t,0.23820862359816833,0.27281390952140316,0.23820862359816833,0.27281390952140316,0
Profile_Std_Ticks,signed_velocity_3s,0.23818097590172843,0.3284615391119026,0.23818097590172843,0.3284615391119026,0
Delta2s,Cumulative_Delta_AtEntry,0.23812325448746524,0.24350744776365918,0.23812325448746524,0.24350744776365918,0
Flow_Aligned_Segment_Count,flow_price_alignment,0.23769508152667074,0.2445242389297612,0.23769508152667074,0.2445242389297612,0
Flow_0_1_GrossAggressive,signed_velocity_1s,0.23742115303022562,0.3095437024164255,0.23742115303022562,0.3095437024164255,0
ContractsPerSecond,signed_velocity_1s,0.23742115303022562,0.3095437024164255,0.23742115303022562,0.3095437024164255,0
PreBurst_Price_Per_Volume_3s,BreakOut_TICKS_PER_SEC_AtEntry,0.23709295210421402,0.15985576743215754,0.23709295210421402,0.15985576743215754,0
PreBurst_Reclaim_Count_10s,PreBurst_Rotation_Index_10s,0.23689170343590582,0.22758665286260438,0.23689170343590582,0.22758665286260438,0
Profile_Effective_Nodes,signed_velocity_3s,0.23674136316199407,0.34627623039122346,0.23674136316199407,0.34627623039122346,0
Velocity_Retention_1_3,Nearest_OR_Edge_Distance_Ticks_AtEntry,-0.23640938590113433,-0.2172324959702249,0.23640938590113433,0.2172324959702249,0
PreBurst_Rotation_Index_10s,Pre_Approach_Velocity_TPS,-0.2363758834635979,-0.20502483613827446,0.2363758834635979,0.20502483613827446,0
Flow_Aligned_Segment_Count,mean_trade_size,-0.23606639501585824,-0.16719959465296888,0.23606639501585824,0.16719959465296888,0
Profile_Local_Maxima_Count,Nearest_OR_Edge_Retest_Count_AtEntry,0.23601750914484865,0.27287293584579725,0.23601750914484865,0.27287293584579725,0
BreakOut_TICKS_PER_SEC_AtEntry,signed_delta_change_1s,0.23560765500617964,0.49202506537814544,0.23560765500617964,0.49202506537814544,0
Profile_Position_Percentile,Realized_Volatility_60s_Ticks,-0.23553043446030875,-0.1587718891111194,0.23553043446030875,0.1587718891111194,0
PreBurst_Path_Efficiency_10s,PreBurst_Impulse_Survival_Seconds,0.23552650021094396,0.27807730528837515,0.23552650021094396,0.27807730528837515,0
Flow_3_5_DirectionalVelocityTPS,price_impact_per_100_contracts,0.2355076114118155,0.3005093880591199,0.2355076114118155,0.3005093880591199,0
Cumulative_Delta_AtEntry,Delta_Change_AtEntry,0.23545906809637018,0.1927838784483963,0.23545906809637018,0.1927838784483963,0
Profile_Position_Percentile,Directional_OR_Extension_Ticks_AtEntry,0.23540541702493686,0.1491329927291994,0.23540541702493686,0.1491329927291994,0
PreBurst_Acceptance_Dwell_Ratio_5s,Pre_Approach_Pause_Seconds,0.2353793578401626,0.24047906515970197,0.2353793578401626,0.24047906515970197,0
PreBurst_Price_Per_Volume_3s,range,0.235367651771959,0.3166728802368958,0.235367651771959,0.3166728802368958,0
OR_WidthTicks,PreBurst_Price_Per_Volume_3s,0.235367651771959,0.31667288023689594,0.235367651771959,0.31667288023689594,0
Pre_Approach_Pause_Seconds,Flow_Aligned_Segment_Count,-0.23519767591034202,-0.24696105906289884,0.23519767591034202,0.24696105906289884,0
PreBurst_Impulse_Survival_Seconds,delta_persistence_1_3,0.2350605863602088,0.19695548172402788,0.2350605863602088,0.19695548172402788,0
PreBurst_Impulse_Survival_Seconds,Delta_Retention_1_3,0.2350605863602088,0.1969554817240279,0.2350605863602088,0.1969554817240279,0
Short_Long_Volatility_Ratio,Body_AtEntry,0.2349726946826528,0.28775314254842793,0.2349726946826528,0.28775314254842793,0
Dist_VAH_Ticks,Realized_Volatility_60s_Ticks,-0.23493334984071174,-0.17742146108931273,0.23493334984071174,0.17742146108931273,0
Profile_Position_Percentile,Realized_Volatility_10s_Ticks,-0.23488488326239929,-0.12597047197737696,0.23488488326239929,0.12597047197737696,0
PreBurst_Price_Per_Delta_3s,Velocity_Retention_1_3,0.23475366006166196,0.10332505413245957,0.23475366006166196,0.10332505413245957,0
Delta5s,Score_AtEntry,0.2345995348764096,0.16135969773673273,0.2345995348764096,0.16135969773673273,0
Prior_Level_Touches_60s,Realized_Volatility_10s_Ticks,-0.23458061196199004,-0.25388138239005376,0.23458061196199004,0.25388138239005376,0
Profile_Effective_Nodes,Time_Since_Last_Prior_Level_Touch_Seconds,0.23449084806866566,0.32278717548042346,0.23449084806866566,0.32278717548042346,0
PreBurst_Path_Efficiency_10s,Delta_Retention_3_5,0.23445351656296826,0.19431690323639147,0.23445351656296826,0.19431690323639147,0
Liquidity_Burst_Seconds_Since_Prior_Burst,price_impact_per_100_contracts,0.23424374030084533,-0.07601539181543512,0.23424374030084533,0.07601539181543512,0
Signal_To_Entry_Latency_Milliseconds,Liquidity_Burst_Seconds_Since_Prior_Burst,-0.23424374030084533,-0.47140809189597227,0.23424374030084533,0.47140809189597227,0
Flow_0_1_TicksPerAggressiveContract,Seconds_Since_Prior_Burst,0.23424374030084533,-0.07601539181543901,0.23424374030084533,0.07601539181543901,0
Seconds_Since_Prior_Burst,price_impact_per_100_contracts,0.23424374030084533,-0.07601539181543512,0.23424374030084533,0.07601539181543512,0
Flow_0_1_TicksPerAggressiveContract,Liquidity_Burst_Seconds_Since_Prior_Burst,0.23424374030084533,-0.07601539181543901,0.23424374030084533,0.07601539181543901,0
Seconds_Since_Prior_Burst,Signal_To_Entry_Latency_Milliseconds,-0.23424374030084533,-0.4714080918959723,0.23424374030084533,0.4714080918959723,0
Profile_Effective_Nodes,Velocity_Retention_1_3,-0.23419538657547365,-0.1778009980328702,0.23419538657547365,0.1778009980328702,0
PreBurst_Price_Per_Volume_3s,flow_price_alignment,0.234004595927785,0.1971961083329955,0.234004595927785,0.1971961083329955,0
Profile_Concentration,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,-0.2339965335065492,-0.2239177004775944,0.2339965335065492,0.2239177004775944,0
Profile_Local_Maxima_Count,Pre_Approach_Velocity_TPS,0.23369697538012443,0.30682239627661856,0.23369697538012443,0.30682239627661856,0
Delta_Change_AtEntry,Score_AtEntry,0.23366476741710998,0.22307923974697758,0.23366476741710998,0.22307923974697758,0
Flow_1_3_GrossAggressive,Signal_To_Entry_Latency_Milliseconds,-0.23348084168631905,-0.24874515709562525,0.23348084168631905,0.24874515709562525,0
PeakNegativeDelta,Realized_Volatility_10s_Ticks,-0.23340978270269083,-0.12499581267936768,0.23340978270269083,0.12499581267936768,0
Score_AtEntry,absorption_pressure_1s,0.23325861409390136,-0.044470200951011375,0.23325861409390136,0.044470200951011375,0
Score_AtEntry,burst_efficiency_score,-0.23322865223652398,-0.2324240372149849,0.23322865223652398,0.2324240372149849,0
Body_OR_Ratio_AtEntry,velocity_consistency,0.23317368983817524,0.15307812446445157,0.23317368983817524,0.15307812446445157,0
Short_Long_Volatility_Ratio,signed_delta_1s,0.23309196342037272,0.270542776682074,0.23309196342037272,0.270542776682074,0
Flow_0_1_DirectionalNetDelta,Short_Long_Volatility_Ratio,0.23309196342037272,0.27054277668207405,0.23309196342037272,0.27054277668207405,0
Pre_Approach_Pause_Seconds,signed_velocity_3s,-0.23303498226520336,-0.2473748723685091,0.23303498226520336,0.2473748723685091,0
Velocity5s,POC_Migration_Ticks,-0.2330206912141852,-0.37318612136005164,0.2330206912141852,0.37318612136005164,0
POC_Migration_Ticks,Pre_Approach_Velocity_TPS,0.2330206912141852,0.37318612136005164,0.2330206912141852,0.37318612136005164,0
Flow_0_1_DirectionalVelocityTPS,Prior_Level_Touches_60s,-0.2330113369272237,-0.23519901017846848,0.2330113369272237,0.23519901017846848,0
PeakPositiveDelta,Signed_Previous_Delta_Share_AtEntry,-0.23288770424099933,-0.2573850285697594,0.23288770424099933,0.2573850285697594,0
Short_Long_Volatility_Ratio,Body_OR_Ratio_AtEntry,0.2328495020509945,0.18519479024921354,0.2328495020509945,0.18519479024921354,0
DeltaChange1s,PreEntry_Directional_Delta_Share3_AtEntry,-0.23281542614980802,-0.1883229679389885,0.23281542614980802,0.1883229679389885,0
Profile_Std_Ticks,Velocity_Retention_1_3,-0.23260973350060457,-0.18155047108447675,0.23260973350060457,0.18155047108447675,0
Prior_Closed_ATR3_Ticks_AtEntry,directional_poc_distance,0.23257861435163135,0.26970189552408397,0.23257861435163135,0.26970189552408397,0
Previous_Volume_AtEntry,flow_price_alignment,-0.2324756781554879,-0.2927399528364055,0.2324756781554879,0.2927399528364055,0
Flow_0_1_DirectionalVelocityTPS,Buy_Imbalance_Count_AtEntry,-0.23246103899245874,-0.17502367869557706,0.23246103899245874,0.17502367869557706,0
Body_AtEntry,delta_share_of_volume,-0.23245896987944575,-0.12694639596917365,0.23245896987944575,0.12694639596917365,0
Flow_0_1_CounterflowShare,Body_AtEntry,0.23245896987944575,0.12694639596917304,0.23245896987944575,0.12694639596917304,0
PreBurst_Impulse_Survival_Seconds,directional_poc_distance,0.2323126752462931,0.2575714664883068,0.2323126752462931,0.2575714664883068,0
Dist_VAH_Ticks,Prior_Closed_ATR5_Ticks_AtEntry,-0.23231089056421114,-0.2907229934264937,0.23231089056421114,0.2907229934264937,0
Flow_1_3_DirectionalVelocityTPS,Pre_Approach_Distance_Ticks,0.23227994842927527,0.039648252976727076,0.23227994842927527,0.039648252976727076,0
Dist_VWAP_Ticks,Cumulative_Delta_AtEntry,0.23172914365574915,0.2247126548685057,0.23172914365574915,0.2247126548685057,0
Nearest_OR_Edge_Distance_Ticks_AtEntry,Prior_Closed_ATR3_Ticks_AtEntry,0.23171688620298592,0.32548755346931774,0.23171688620298592,0.32548755346931774,0
Delta1s,Cumulative_Delta_AtEntry,0.2316274018677091,0.24550499007580234,0.2316274018677091,0.24550499007580234,0
PreBurst_Rotation_Index_10s,Flow_3_5_DirectionalVelocityTPS,-0.2316066917549568,-0.20273856022901135,0.2316066917549568,0.20273856022901135,0
PreBurst_Local_Entropy_10s,Profile_Std_Ticks,0.23115312683108144,0.22025254415100695,0.23115312683108144,0.22025254415100695,0
PreBurst_Price_Per_Delta_3s,profile_confluence_4t,-0.2310418934317534,-0.1996018471766074,0.2310418934317534,0.1996018471766074,0
Prior_Level_Touches_60s,PreEntry_Directional_Efficiency3_AtEntry,-0.23092947544701667,-0.1743549898224157,0.23092947544701667,0.1743549898224157,0
Pre_Approach_Velocity_TPS,delta_persistence_3_5,0.23087979545211715,0.4165310420525482,0.23087979545211715,0.4165310420525482,0
Dist_HVN_Ticks,Flow_1_3_GrossAggressive,-0.23070380286564648,-0.2183098088402685,0.23070380286564648,0.2183098088402685,0
