BurstId,fecha,burst_side,hard_fail,S,Q,evaluable,Q_K,Q_B,Q_F,S_K,S_B,S_F,r_K1,u_K1,q_K1,r_K2,u_K2,q_K2,r_K3,u_K3,q_K3,r_K4,u_K4,q_K4,r_K5,u_K5,q_K5,r_K6,u_K6,q_K6,r_B1,u_B1,q_B1,r_B2,u_B2,q_B2,r_B3,u_B3,q_B3,r_B4,u_B4,q_B4,r_B5,u_B5,q_B5,r_F1,u_F1,q_F1,r_F2,u_F2,q_F2
LB_20220405_093200_BUY_0001,2022-04-05,BUY,,-0.40819182257030445,0.9992000000000001,True,1.0,0.9976,1.0,-0.8812942418197869,-0.1581624934032091,-0.18511873248791721,-1.0,-1.0,1.0,-8.0,-0.4386744754517405,1.0,-13.912,-0.8490909754669811,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.3333333333333333,0.2022987192477524,1.0,-1.0518766666666668,-0.251588096973758,1.0,-2.0454545454545454,-0.6511385348177952,1.0,-0.0,-0.0,1.0,-0.013705612446595846,-0.09038455447224465,0.9880000000000001,-0.09582309582309582,-0.09582309582309582,1.0,-7.020666666666666,-0.2744143691527386,1.0
LB_20220406_093100_BUY_0001,2022-04-06,BUY,,-0.3849923804894577,1.0,True,1.0,1.0,1.0,-0.990340758170046,-0.03385698635074721,-0.13077939694757984,-1.0,-1.0,1.0,-33.0,-0.9596271882125111,1.0,-26.233999999999998,-0.9824173608077647,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.3333333333333333,0.2022987192477524,1.0,-1.2276833333333332,-0.29138533807691924,1.0,-1.5294117647058822,-0.5235199871750367,1.0,-0.058823529411764705,-0.058823529411764705,1.0,0.08350079244316325,0.5021452036622321,1.0,-0.09345794392523364,-0.09345794392523364,1.0,-4.230666666666666,-0.16810084996992605,1.0
LB_20220426_093143_SELL_0001,2022-04-26,SELL,,-0.022011318431627274,0.9782666666666667,True,1.0,0.9348000000000001,1.0,-0.24496266260196195,-0.32052711096979264,0.49945581827687274,-0.45999999999999996,-0.45999999999999996,1.0,-13.0,-0.6438404641352936,1.0,-6.536,-0.5289014557489238,1.0,0.7157894736842105,0.7157894736842105,1.0,-0.49399999999999994,-0.49399999999999994,1.0,-0.058823529411764705,-0.058823529411764705,1.0,7.0,0.79205527771202,1.0,-3.2455799999999995,-0.6602793536185079,1.0,-13.0,-0.9998976286844731,1.0,-0.0,-0.0,1.0,-0.14191656668680036,-0.7345138502580023,0.674,0.12234042553191489,0.12234042553191489,1.0,33.922,0.8765712110218306,1.0
LB_20220427_093500_BUY_0001,2022-04-27,BUY,,-0.45409571576640717,1.0,True,1.0,1.0,1.0,-0.9998382579157945,-0.11726821877175797,-0.24518067061166904,-1.0,-1.0,1.0,-66.0,-0.9991514512886677,1.0,-53.884,-0.9998780962060991,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,1.0,-0.0,-0.0,1.0,-0.42857142857142855,-0.16143246523879856,1.0,-0.2857142857142857,-0.2857142857142857,1.0,-0.02118691022315144,-0.1391943429057056,1.0,-0.17117117117117117,-0.17117117117117117,1.0,-8.245,-0.31919017005216693,1.0
LB_20220504_093301_SELL_0001,2022-05-04,SELL,,-0.1966719464993676,0.9820000000000001,True,1.0,0.9460000000000001,1.0,-0.32448443316771386,-0.09468989312658174,-0.1708415132038072,-0.45999999999999996,-0.45999999999999996,1.0,-18.0,-0.7852131693628748,1.0,-8.383999999999997,-0.6381495699942856,1.0,0.9957894736842106,0.9957894736842106,1.0,-0.726,-0.726,1.0,-0.3333333333333333,-0.3333333333333333,1.0,1.6666666666666667,0.2509348708138301,1.0,-0.928813333333335,-0.22320577637502717,1.0,-1.1875,-0.4229259646604025,1.0,-0.0,-0.0,1.0,-0.011857822782304605,-0.07825259541130915,0.73,-0.1452991452991453,-0.1452991452991453,1.0,-4.959999999999999,-0.1963838811084691,1.0
LB_20220509_093112_BUY_0001,2022-05-09,BUY,,0.14099361742809977,0.9536000000000001,True,1.0,0.8608,1.0,0.26047893574044895,0.06076251644996161,0.10173940009388868,0.2879999999999999,0.2879999999999999,1.0,6.0,0.3389813455441767,1.0,1.3319999999999996,0.11938509186502438,1.0,0.5810526315789474,0.5810526315789474,1.0,0.19000000000000003,0.19000000000000003,1.0,0.045454545454545456,0.045454545454545456,1.0,3.0,0.4313372698755846,1.0,-0.49558,-0.1205443236645477,1.0,-1.7692307692307692,-0.5864958303539668,1.0,-0.0,-0.0,1.0,0.10006911985336311,0.579515466392738,0.3040000000000001,0.012345679012345678,0.012345679012345678,1.0,4.824,0.19113312117543169,1.0
LB_20220518_093457_BUY_0001,2022-05-18,BUY,,-0.5569668033422742,0.9921333333333333,True,1.0,0.9763999999999999,1.0,-0.7667570160301622,-0.33233673429949045,-0.57180665969717,-0.9079999999999998,-0.9079999999999998,1.0,-29.0,-0.9361403903299841,1.0,-19.442,-0.9414786289279131,1.0,-1.0,-1.0,1.0,-0.738,-0.738,1.0,-0.07692307692307693,-0.07692307692307693,1.0,1.0,0.15264375981490486,1.0,-0.88155,-0.21220098731926018,1.0,-3.272727272727273,-0.8464895209794885,1.0,-0.0,-0.0,1.0,-0.14910056410298814,-0.7556369230136085,0.882,-0.1527777777777778,-0.1527777777777778,1.0,-67.07000000000001,-0.9908355416165622,1.0
LB_20220520_093501_SELL_0001,2022-05-20,SELL,,0.3844643160342934,0.9415999999999999,True,1.0,0.8248,1.0,0.6438806216776038,-0.13123733293705878,0.6407496593623351,0.6679999999999999,0.6679999999999999,1.0,28.0,0.9284529184141345,1.0,11.011999999999999,0.758093969546226,1.0,0.8147368421052632,0.8147368421052632,1.0,0.6439999999999999,0.6439999999999999,1.0,0.05,0.05,1.0,1.0,0.15264375981490486,1.0,-0.36031999999999975,-0.08784507676458352,1.0,0.0625,0.023745535512505616,1.0,-0.0,-0.0,1.0,-0.14532796286948416,-0.7447308832481209,0.12400000000000004,0.28296703296703296,0.28296703296703296,1.0,89.94800000000001,0.9985322857576372,1.0
LB_20220523_093420_SELL_0001,2022-05-23,SELL,,-0.4704870528219775,0.9935999999999999,True,1.0,0.9808,1.0,-0.7488586796740594,-0.10008411444926246,-0.5625183643426105,-0.8559999999999999,-0.8559999999999999,1.0,-19.0,-0.8067489307034262,1.0,-13.106,-0.827546004483787,1.0,-1.0,-1.0,1.0,-0.86,-0.86,1.0,-0.14285714285714285,-0.14285714285714285,1.0,3.0,0.4313372698755846,1.0,-0.0,-0.0,1.0,-3.6363636363636362,-0.88135775263583,1.0,-0.0,-0.0,1.0,-0.007628107781297766,-0.0504000894860668,0.9040000000000001,-0.145,-0.145,1.0,-57.298,-0.980036728685221,1.0
LB_20220527_093100_BUY_0001,2022-05-27,BUY,,-0.346810405813059,0.9940000000000001,True,1.0,0.982,1.0,-0.6714434824317043,-0.29018181884685285,-0.0788059161606198,-0.8759999999999998,-0.8759999999999998,1.0,-22.0,-0.8602011489370367,1.0,-9.664,-0.7015366687301122,1.0,-1.0,-1.0,1.0,-0.514,-0.514,1.0,-0.07692307692307693,-0.07692307692307693,1.0,3.0,0.4313372698755846,1.0,-1.9425949999999996,-0.4420883519906374,1.0,-1.5897435897435896,-0.5399624261956708,1.0,-0.0,-0.0,1.0,-0.22278902071299841,-0.9001955859235404,0.9099999999999999,-0.06818181818181818,-0.06818181818181818,1.0,-2.235333333333333,-0.08943001413942142,1.0
LB_20220608_093102_SELL_0001,2022-06-08,SELL,,-0.06972707503088103,0.9660000000000001,True,1.0,0.898,1.0,0.011985499361873311,-0.17160364183562943,-0.049563082618886964,-0.011999999999999922,-0.011999999999999922,1.0,-3.0,-0.17466124876398173,1.0,1.1059999999999999,0.09927599932118644,1.0,0.9726315789473684,0.9726315789473684,1.0,-0.48,-0.48,1.0,-0.3333333333333333,-0.3333333333333333,1.0,1.3333333333333333,0.2022987192477524,1.0,-0.11032666666666668,-0.02696032767698272,1.0,-1.368421052631579,-0.477700012168498,1.0,-0.0,-0.0,1.0,-0.09474528600804986,-0.5556565885804188,0.49000000000000005,-0.040892193308550186,-0.040892193308550186,1.0,-1.4533333333333331,-0.058233971929223735,1.0
LB_20220627_093202_SELL_0001,2022-06-27,SELL,,0.1471118582806377,0.9396,True,1.0,0.8188000000000001,1.0,0.5381219239586663,-0.09731694985584119,0.0005306007390879219,0.7919999999999998,0.7919999999999998,1.0,17.0,0.7615941559557649,1.0,5.292,0.44350580884886504,1.0,0.9726315789473684,0.9726315789473684,1.0,0.13399999999999998,0.13399999999999998,1.0,0.125,0.125,1.0,1.6,0.2412998295999727,1.0,-0.607698,-0.14745518513913147,1.0,-0.20833333333333334,-0.07900169154181194,1.0,-0.0,-0.0,1.0,-0.08335577624477171,-0.5014277021982352,0.09400000000000011,0.060041407867494824,0.060041407867494824,1.0,-1.4720000000000004,-0.05898020638931898,1.0
LB_20220718_093105_SELL_0001,2022-07-18,SELL,,0.18976904109115963,0.9538666666666668,True,1.0,0.8615999999999999,1.0,0.23395560590839257,-0.04722835743190823,0.38257987479699457,0.24800000000000016,0.24800000000000016,1.0,1.0,0.05875577597851059,1.0,1.5939999999999994,0.1425743506999146,1.0,0.8547368421052631,0.8547368421052631,1.0,0.05800000000000001,0.05800000000000001,1.0,0.041666666666666664,0.041666666666666664,1.0,7.333333333333333,0.8104040764044904,1.0,-4.40613,-0.7920761143481336,1.0,-4.15,-0.9181320878879612,1.0,-0.0,-0.0,1.0,0.12087703174848438,0.6636623386720633,0.30800000000000016,0.108,0.108,1.0,19.638666666666666,0.6571597495939892,1.0
LB_20220719_093600_SELL_0001,2022-07-19,SELL,,-0.36111560930259423,1.0,True,1.0,1.0,1.0,-0.8252503618973962,-0.11795663769137565,-0.14013982831901087,-1.0,-1.0,1.0,-10.0,-0.5286252256434942,1.0,-5.01,-0.4228769457408829,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,8.333333333333334,0.8570304866377378,1.0,-6.262786666666667,-0.910560848370934,1.0,-1.5806451612903225,-0.5375084903524258,1.0,-0.03225806451612903,-0.03225806451612903,1.0,0.005069939744651683,0.03351372814487267,1.0,-0.16930022573363432,-0.16930022573363432,1.0,-2.777999999999998,-0.11097943090438743,1.0
LB_20220720_093414_BUY_0001,2022-07-20,BUY,,-0.4469613490624711,1.0,True,1.0,1.0,1.0,-0.9505648099553262,-0.22565458797728138,-0.16466464925480562,-1.0,-1.0,1.0,-25.0,-0.8996896062623845,1.0,-12.314,-0.8036992534695727,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.15264375981490486,1.0,-0.8842900000000008,-0.2128404699798893,1.0,-3.0384615384615383,-0.8192772947755262,1.0,-0.11538461538461539,-0.11538461538461539,1.0,-0.0202962892980348,-0.13341431956128075,1.0,-0.08783783783783784,-0.08783783783783784,1.0,-6.141333333333334,-0.2414914606717734,1.0
LB_20220726_093111_SELL_0001,2022-07-26,SELL,,-0.37043849592497624,1.0,True,1.0,1.0,1.0,-0.8398725251584828,-0.08894923008649751,-0.1824937325299486,-1.0,-1.0,1.0,-6.0,-0.3389813455441767,1.0,-9.636,-0.7002538054067198,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,10.0,0.911861488546731,1.0,-8.953449999999998,-0.9751842245354534,1.0,-2.1818181818181817,-0.679987565540678,1.0,-0.0,-0.0,1.0,0.046567937430866374,0.2985641510969128,1.0,-0.06082725060827251,-0.06082725060827251,1.0,-7.829999999999998,-0.3041602144516247,1.0
LB_20220729_093500_SELL_0001,2022-07-29,SELL,,-0.4988376496970295,1.0,True,1.0,1.0,1.0,-0.8586320792103271,-0.12275730580542513,-0.5151235640753362,-1.0,-1.0,1.0,-7.0,-0.3899700444704462,1.0,-11.11,-0.7618224307915167,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,2.0,0.29833624997754543,1.0,-1.9920799999999987,-0.45176764478395515,1.0,-1.5454545454545454,-0.5279312900477519,1.0,-0.18181818181818182,-0.18181818181818182,1.0,0.03852656974732186,0.24939433764521785,1.0,-0.11926605504587157,-0.11926605504587157,1.0,-38.221999999999994,-0.9109810731048008,1.0
LB_20220801_093127_SELL_0001,2022-08-01,SELL,,-0.44144861128897017,0.9935999999999999,True,1.0,0.9808,1.0,-0.7607839762682266,-0.26235336833626954,-0.30120848926241434,-0.8559999999999999,-0.8559999999999999,1.0,-30.0,-0.9430262744001328,1.0,-17.983999999999998,-0.9245664720981153,1.0,-1.0,-1.0,1.0,-0.73,-0.73,1.0,-0.1111111111111111,-0.1111111111111111,1.0,3.0,0.4313372698755846,1.0,-1.3454100000000002,-0.31749165580923516,1.0,-2.5789473684210527,-0.753065904869552,1.0,-0.0,-0.0,1.0,-0.12330382863521908,-0.672546550878145,0.9039999999999999,-0.14457831325301204,-0.14457831325301204,1.0,-12.328999999999999,-0.4578386652718166,1.0
LB_20220804_093511_BUY_0001,2022-08-04,BUY,,-0.49196797914960994,1.0,True,1.0,1.0,1.0,-0.8797862597570312,-0.23079886240564446,-0.3653188152861541,-1.0,-1.0,1.0,-10.0,-0.5286252256434942,1.0,-10.806000000000001,-0.7500923328986926,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,6.0,0.7273497754297724,1.0,-5.2304999999999975,-0.8560787751351833,1.0,-1.5294117647058822,-0.5235199871750367,1.0,-0.5882352941176471,-0.5882352941176471,1.0,0.013112018820548707,0.08648996896987217,1.0,-0.10215053763440861,-0.10215053763440861,1.0,-18.42,-0.6284870929378996,1.0
LB_20220809_093105_SELL_0001,2022-08-09,SELL,,0.046388162207384696,0.9657333333333332,True,1.0,0.8972,1.0,-0.02756029364926632,-0.20173567041945634,0.36846045069087674,0.0,0.0,1.0,-10.0,-0.5286252256434942,1.0,0.37199999999999966,0.0334890276576707,1.0,0.6926315789473685,0.6926315789473685,1.0,-0.22000000000000003,-0.22000000000000003,1.0,-0.14285714285714285,-0.14285714285714285,1.0,5.0,0.6464819337624415,1.0,-3.4639566666666686,-0.6893341901577271,1.0,-3.55,-0.8738170506308675,1.0,-0.0,-0.0,1.0,-0.013953332834450057,-0.09200904507112856,0.48600000000000004,0.0498812351543943,0.0498812351543943,1.0,20.997999999999998,0.6870396662273592,1.0
LB_20220815_093300_BUY_0001,2022-08-15,BUY,,0.20239742157131332,0.9609333333333333,True,1.0,0.8828000000000001,1.0,0.2714906242975131,-0.044217721014362533,0.37991936143078936,0.10399999999999973,0.10399999999999973,1.0,4.0,0.23104594868641892,1.0,2.993999999999999,0.2632837620109403,1.0,0.9789473684210527,0.9789473684210527,1.0,0.009999999999999964,0.009999999999999964,1.0,0.041666666666666664,0.041666666666666664,1.0,2.0,0.29833624997754543,1.0,-0.543416,-0.13205011063945185,1.0,-1.0789473684210527,-0.388472680216061,1.0,-0.0,-0.0,1.0,0.0001660330339234719,0.0010979358061547898,0.4140000000000003,0.11847133757961784,0.11847133757961784,1.0,18.958,0.6413673852819609,1.0
LB_20220817_093558_BUY_0001,2022-08-17,BUY,,-0.01519150802135181,0.9782666666666667,True,1.0,0.9348000000000001,1.0,-0.09584361175725564,-0.31407135774476264,0.36434044543796285,-0.3559999999999999,-0.3559999999999999,1.0,-7.0,-0.3899700444704462,1.0,-0.4459999999999999,-0.04014425765203512,1.0,0.9410526315789474,0.9410526315789474,1.0,-0.53,-0.53,1.0,-0.2,-0.2,1.0,7.0,0.79205527771202,1.0,-4.725389999999999,-0.8194086040278037,1.0,-3.1578947368421053,-0.8336546070121552,1.0,-0.0,-0.0,1.0,-0.1339640812815545,-0.7093488553958742,0.674,-0.019305019305019305,-0.019305019305019305,1.0,24.14,0.747985910180945,1.0
LB_20220831_093400_SELL_0001,2022-08-31,SELL,,-0.0047147035793247,0.9606666666666667,True,1.0,0.882,1.0,0.059913762099342516,-0.11867185286965527,0.04461398003233866,-0.2239999999999999,-0.2239999999999999,1.0,-3.0,-0.17466124876398173,1.0,-1.1280000000000006,-0.1012373588632487,1.0,0.9136842105263158,0.9136842105263158,1.0,-0.02400000000000002,-0.02400000000000002,1.0,-0.030303030303030304,-0.030303030303030304,1.0,2.6666666666666665,0.3886903736494374,1.0,-0.7616000000000004,-0.18403496830869687,1.0,-1.3888888888888888,-0.4836805809776735,1.0,-0.0,-0.0,1.0,-0.04919996588673696,-0.31433408871134344,0.41,-0.01090909090909091,-0.01090909090909091,1.0,2.5046666666666666,0.10013705097376822,1.0
LB_20220901_093124_SELL_0002,2022-09-01,SELL,,-0.1739334761038407,0.9934666666666666,True,1.0,0.9804,1.0,-0.28875111389032043,-0.08321382043918518,-0.14983549398201645,-0.8440000000000005,-0.8440000000000005,1.0,-8.0,-0.4386744754517405,1.0,-4.4159999999999995,-0.37797574856003824,1.0,0.06105263157894736,0.06105263157894736,1.0,-0.041999999999999996,-0.041999999999999996,1.0,-0.09090909090909091,-0.09090909090909091,1.0,7.0,0.79205527771202,1.0,-5.719564999999989,-0.8849225953091722,1.0,-2.6315789473684212,-0.7615941559557649,1.0,-0.0,-0.0,1.0,0.0711108697791934,0.4383923713569911,0.9020000000000004,-0.053475935828877004,-0.053475935828877004,1.0,-6.266,-0.2461950521351559,1.0
LB_20220906_093405_BUY_0001,2022-09-06,BUY,,0.007162917592301435,0.9584,True,1.0,0.8752000000000001,1.0,0.0995966920422106,-0.16634412454112185,0.08823618527581556,0.24800000000000022,0.24800000000000022,1.0,-10.0,-0.5286252256434942,1.0,2.6480000000000006,0.23405333111313173,1.0,0.8252631578947368,0.8252631578947368,1.0,-0.06999999999999992,-0.06999999999999992,1.0,-0.1111111111111111,-0.1111111111111111,1.0,3.6666666666666665,0.5110150195573135,1.0,-2.35669,-0.5197810164103043,1.0,-1.36,-0.47522647082237623,1.0,-0.0,-0.0,1.0,-0.054872279293474525,-0.3477281550302423,0.376,0.03829787234042553,0.03829787234042553,1.0,3.4666666666666663,0.1381744982112056,1.0
LB_20220928_093328_SELL_0001,2022-09-28,SELL,,0.14203022107489757,0.9648,True,1.0,0.8943999999999999,1.0,0.19401163271845243,0.08591073960249962,0.14616829090374062,-0.04799999999999986,-0.04799999999999986,1.0,4.0,0.23104594868641892,1.0,0.716,0.0643922686769269,1.0,0.4926315789473684,0.4926315789473684,1.0,0.324,0.324,1.0,0.1,0.1,1.0,9.0,0.8819805750185247,1.0,-6.116840000000003,-0.9042631248423499,1.0,-1.5384615384615385,-0.526011891011528,1.0,-0.0,-0.0,1.0,0.3396346367633168,0.9778481388478514,0.47199999999999986,0.12340425531914893,0.12340425531914893,1.0,4.252000000000001,0.1689323264883323,1.0
LB_20221011_093101_SELL_0001,2022-10-11,SELL,,0.5657834026703061,0.9344,True,1.0,0.8032,1.0,0.8436262453277538,0.2674115122371906,0.586312450445974,0.9600000000000002,0.9600000000000002,1.0,30.0,0.9430262744001328,1.0,21.330000000000002,0.9579943554611269,1.0,0.9747368421052631,0.9747368421052631,1.0,0.976,0.976,1.0,0.25,0.25,1.0,0.0,0.0,1.0,-0.0,-0.0,1.0,0.9230769230769231,0.3370575611859532,1.0,-0.0,-0.0,1.0,9.556743489475002,1.0,0.016,0.1744,0.1744,1.0,87.576,0.998224900891948,1.0
