BurstId,fecha,burst_side,hard_fail,S,Q,evaluable,Q_K,Q_B,Q_F,S_K,S_B,S_F,r_K1,u_K1,q_K1,r_K2,u_K2,q_K2,r_K3,u_K3,q_K3,r_K4,u_K4,q_K4,r_K5,u_K5,q_K5,r_K6,u_K6,q_K6,r_B1,u_B1,q_B1,r_B2,u_B2,q_B2,r_B3,u_B3,q_B3,r_B4,u_B4,q_B4,r_B5,u_B5,q_B5,r_F1,u_F1,q_F1,r_F2,u_F2,q_F2
LB_20220405_093200_BUY_0001,2022-04-05,BUY,,-0.4089279475434207,0.9992266666666666,True,1.0,0.9976800000000001,1.0,-0.8813561594764181,-0.1600345007640742,-0.18539318238976976,-1.0,-1.0,1.0,-8.0,-0.4386744754517405,1.0,-13.9268,-0.8494624814067687,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.3333333333333333,0.2022987192477524,1.0,-1.0566666666666666,-0.2526844727817549,1.0,-2.0454545454545454,-0.6511385348177952,1.0,-0.0,-0.0,1.0,-0.014966538428285072,-0.09864821546857334,0.9884000000000001,-0.09582309582309582,-0.09582309582309582,1.0,-7.035466666666667,-0.2749632689564437,1.0
LB_20220406_093100_BUY_0001,2022-04-06,BUY,,-0.3824341196164755,1.0,True,1.0,1.0,1.0,-0.989534118929099,-0.026717300336051707,-0.1310509395842755,-1.0,-1.0,1.0,-32.0,-0.9547009256211574,1.0,-26.261599999999998,-0.9825037879534366,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.3333333333333333,0.2022987192477524,1.0,-1.0766666666666667,-0.2572552076596793,1.0,-1.5294117647058822,-0.5235199871750367,1.0,-0.058823529411764705,-0.058823529411764705,1.0,0.08381825318318809,0.5037135033184698,1.0,-0.09345794392523364,-0.09345794392523364,1.0,-4.2446,-0.16864393524331736,1.0
LB_20220426_093143_SELL_0001,2022-04-26,SELL,,-0.018786680761504176,0.9779066666666667,True,1.0,0.9337199999999999,1.0,-0.23929549956667137,-0.3165166443028866,0.4994521015850455,-0.45520000000000016,-0.45520000000000016,1.0,-13.0,-0.6438404641352936,1.0,-6.555599999999998,-0.5301716310090955,1.0,0.7162105263157894,0.7162105263157894,1.0,-0.49420000000000003,-0.49420000000000003,1.0,-0.02857142857142857,-0.02857142857142857,1.0,7.0,0.79205527771202,1.0,-3.1100000000000008,-0.6411766601121103,1.0,-13.0,-0.9998976286844731,1.0,-0.0,-0.0,1.0,-0.14160518008157505,-0.7335642104298697,0.6686000000000001,0.12234042553191489,0.12234042553191489,1.0,33.9212,0.8765637776381761,1.0
LB_20220427_093500_BUY_0001,2022-04-27,BUY,,-0.45452749820925437,1.0,True,1.0,1.0,1.0,-0.9998383542905839,-0.1183302293249328,-0.24541391101224647,-1.0,-1.0,1.0,-66.0,-0.9991514512886677,1.0,-53.9104,-0.9998786744548355,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,1.0,-0.0,-0.0,1.0,-0.42857142857142855,-0.16143246523879856,1.0,-0.2857142857142857,-0.2857142857142857,1.0,-0.022006402758505444,-0.14450439567157972,1.0,-0.17117117117117117,-0.17117117117117117,1.0,-8.25795,-0.3196566508533218,1.0
LB_20220504_093301_SELL_0001,2022-05-04,SELL,,-0.19550179122984337,0.98208,True,1.0,0.9462400000000001,1.0,-0.3214002567253223,-0.09384586007472587,-0.171259256889482,-0.46240000000000003,-0.46240000000000003,1.0,-17.0,-0.7615941559557649,1.0,-8.413,-0.6396951036944143,1.0,0.996421052631579,0.996421052631579,1.0,-0.7278,-0.7278,1.0,-0.3333333333333333,-0.3333333333333333,1.0,1.6666666666666667,0.2509348708138301,1.0,-0.9300000000000003,-0.223481361677456,1.0,-1.1875,-0.4229259646604025,1.0,-0.0,-0.0,1.0,-0.011174011264439529,-0.07375684484960092,0.7312000000000001,-0.1452991452991453,-0.1452991452991453,1.0,-4.981666666666667,-0.19721936847981866,1.0
LB_20220509_093112_BUY_0001,2022-05-09,BUY,,0.14113200999389708,0.9536533333333334,True,1.0,0.8609600000000001,1.0,0.2608130342083648,0.06082620367261227,0.10175679210071412,0.292,0.292,1.0,6.0,0.3389813455441767,1.0,1.3381999999999994,0.11993545619724057,1.0,0.5818947368421052,0.5818947368421052,1.0,0.19039999999999999,0.19039999999999999,1.0,0.041666666666666664,0.041666666666666664,1.0,3.0,0.4313372698755846,1.0,-0.495,-0.12040461339355787,1.0,-1.7692307692307692,-0.5864958303539668,1.0,-0.0,-0.0,1.0,0.10010982024302414,0.5796941922350014,0.30479999999999996,0.012345679012345678,0.012345679012345678,1.0,4.8248999999999995,0.19116790518908255,1.0
LB_20220518_093457_BUY_0001,2022-05-18,BUY,,-0.5563905145222835,0.99228,True,1.0,0.9768399999999999,1.0,-0.7659034333238147,-0.3314778006295108,-0.5717903096135248,-0.9124000000000002,-0.9124000000000002,1.0,-29.0,-0.9361403903299841,1.0,-19.455199999999998,-0.941613542946237,1.0,-1.0,-1.0,1.0,-0.7386,-0.7386,1.0,-0.06666666666666667,-0.06666666666666667,1.0,1.0,0.15264375981490486,1.0,-0.88,-0.2118391556416854,1.0,-3.272727272727273,-0.8464895209794885,1.0,-0.0,-0.0,1.0,-0.14772377636725317,-0.7517040863412852,0.8842000000000001,-0.1527777777777778,-0.1527777777777778,1.0,-67.0254,-0.9908028414492719,1.0
LB_20220520_093501_SELL_0001,2022-05-20,SELL,,0.3834304268020456,0.94168,True,1.0,0.8250400000000001,1.0,0.6405903868715762,-0.13105586195559585,0.6407567554901562,0.6631999999999998,0.6631999999999998,1.0,27.0,0.9198783184115151,1.0,11.020199999999999,0.7584078624670652,1.0,0.8157894736842105,0.8157894736842105,1.0,0.6446,0.6446,1.0,0.041666666666666664,0.041666666666666664,1.0,1.0,0.15264375981490486,1.0,-0.35999999999999943,-0.08776746303648754,1.0,0.0625,0.023745535512505616,1.0,-0.0,-0.0,1.0,-0.14504662275466162,-0.7439011420689021,0.12520000000000003,0.28296703296703296,0.28296703296703296,1.0,90.0692,0.9985464780132794,1.0
LB_20220523_093420_SELL_0001,2022-05-23,SELL,,-0.4672758296324122,0.9935066666666666,True,1.0,0.98052,1.0,-0.7395155300131453,-0.09971855670383842,-0.5625934021802529,-0.8507999999999999,-0.8507999999999999,1.0,-19.0,-0.8067489307034262,1.0,-13.1374,-0.828435158466355,1.0,-1.0,-1.0,1.0,-0.8602000000000001,-0.8602000000000001,1.0,-0.09090909090909091,-0.09090909090909091,1.0,3.0,0.4313372698755846,1.0,-0.0,-0.0,1.0,-3.6363636363636362,-0.88135775263583,1.0,-0.0,-0.0,1.0,-0.007351025765473865,-0.048572300758946585,0.9026,-0.145,-0.145,1.0,-57.392999999999994,-0.9801868043605059,1.0
LB_20220527_093100_BUY_0001,2022-05-27,BUY,,-0.34258499891948446,0.9939866666666667,True,1.0,0.9819599999999999,1.0,-0.6609937247725467,-0.2877842477391339,-0.07897702424677269,-0.8764000000000006,-0.8764000000000006,1.0,-21.0,-0.8441081041207334,1.0,-9.6872,-0.702596179998417,1.0,-1.0,-1.0,1.0,-0.5105999999999999,-0.5105999999999999,1.0,-0.03225806451612903,-0.03225806451612903,1.0,3.0,0.4313372698755846,1.0,-1.8833333333333322,-0.43035990355236486,1.0,-1.5897435897435896,-0.5399624261956708,1.0,-0.0,-0.0,1.0,-0.2225824270340258,-0.8999361788232185,0.9098,-0.06818181818181818,-0.06818181818181818,1.0,-2.2439333333333336,-0.08977223031172722,1.0
