BurstId,fecha,burst_side,hard_fail,S,Q,evaluable,Q_K,Q_B,Q_F,S_K,S_B,S_F,r_K1,u_K1,q_K1,r_K2,u_K2,q_K2,r_K3,u_K3,q_K3,r_K4,u_K4,q_K4,r_K5,u_K5,q_K5,r_K6,u_K6,q_K6,r_B1,u_B1,q_B1,r_B2,u_B2,q_B2,r_B3,u_B3,q_B3,r_B4,u_B4,q_B4,r_B5,u_B5,q_B5,r_F1,u_F1,q_F1,r_F2,u_F2,q_F2
LB_20220405_093200_BUY_0001,2022-04-05,BUY,,-0.36260064438902356,0.9992252266666667,True,1.0,0.9976756800000001,1.0,-0.7425361953216553,-0.1598630906243102,-0.18540264722110525,-0.9998,-0.9998,1.0,-8.0,-0.4386744754517405,1.0,-13.93,-0.8495426964781916,1.0,-1.0,-1.0,1.0,-0.9672000000000001,-0.9672000000000001,1.0,-0.2,-0.2,1.0,1.3333000000000002,0.20229380090814647,1.0,-1.0519,-0.25159343927285027,1.0,-2.0455,-0.6511484841182232,1.0,-0.0,-0.0,1.0,-0.015,-0.09886733063862398,0.9883784,-0.09580000000000001,-0.09580000000000001,1.0,-7.0366,-0.2750052944422105,1.0
LB_20220406_093100_BUY_0001,2022-04-06,BUY,,-0.3846474323666633,1.0,True,1.0,1.0,1.0,-0.9895332858038245,-0.03336042810952873,-0.13104858318663684,-1.0,-1.0,1.0,-32.0,-0.9547009256211574,1.0,-26.26,-0.9824987892017897,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.3333000000000002,0.20229380090814647,1.0,-1.2277,-0.29138906597598935,1.0,-1.5294,-0.5235167418475265,1.0,-0.058800000000000005,-0.058800000000000005,1.0,0.084,0.5046098663677256,1.0,-0.0935,-0.0935,1.0,-4.2434,-0.16859716637327368,1.0
LB_20220426_093143_SELL_0001,2022-04-26,SELL,,-0.020122609379705354,0.9779239866666667,True,1.0,0.93377196,1.0,-0.23921615168888777,-0.32057845447661426,0.49942677802638596,-0.4555,-0.4555,1.0,-13.0,-0.6438404641352936,1.0,-6.5600000000000005,-0.5304564459980333,1.0,0.7131000000000001,0.7131000000000001,1.0,-0.49420000000000003,-0.49420000000000003,1.0,-0.0244,-0.0244,1.0,7.0,0.79205527771202,1.0,-3.2456,-0.660282110903323,1.0,-13.0,-0.9998976286844731,1.0,-0.0,-0.0,1.0,-0.14200000000000002,-0.7347678105072952,0.6688598000000001,0.1223,0.1223,1.0,33.920100000000005,0.876553556052772,1.0
LB_20220427_093500_BUY_0001,2022-04-27,BUY,,-0.4545295914887581,1.0,True,1.0,1.0,1.0,-0.9998383528337759,-0.11832119581378771,-0.2454292258187108,-1.0,-1.0,1.0,-66.0,-0.9991514512886677,1.0,-53.910000000000004,-0.9998786657139875,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,1.0,-0.0,-0.0,1.0,-0.42860000000000004,-0.16144303942119295,1.0,-0.2857,-0.2857,1.0,-0.022,-0.14446293964774556,1.0,-0.17120000000000002,-0.17120000000000002,1.0,-8.258000000000001,-0.31965845163742157,1.0
LB_20220504_093301_SELL_0001,2022-05-04,SELL,,-0.19535827876865727,0.9820714,True,1.0,0.9462142,1.0,-0.32127160266930205,-0.09356025639866763,-0.17124297723800214,-0.462,-0.462,1.0,-17.0,-0.7615941559557649,1.0,-8.41,-0.6395354600600476,1.0,0.9965,0.9965,1.0,-0.7277,-0.7277,1.0,-0.33330000000000004,-0.33330000000000004,1.0,1.6667,0.2509396760983674,1.0,-0.9288000000000001,-0.22320267970814475,1.0,-1.1875,-0.4229259646604025,1.0,-0.0,-0.0,1.0,-0.011,-0.07261231372315842,0.731071,-0.1453,-0.1453,1.0,-4.9808,-0.19718595447600426,1.0
LB_20220509_093112_BUY_0001,2022-05-09,BUY,,0.14086866071718168,0.9536324,True,1.0,0.8608971999999999,1.0,0.2610460951905649,0.05982013708417715,0.10173974987680301,0.2931,0.2931,1.0,6.0,0.3389813455441767,1.0,1.34,0.12009522559921225,1.0,0.5820000000000001,0.5820000000000001,1.0,0.1904,0.1904,1.0,0.0417,0.0417,1.0,3.0,0.4313372698755846,1.0,-0.49560000000000004,-0.12054914117496301,1.0,-1.7692,-0.5864881598827956,1.0,-0.0,-0.0,1.0,0.099,0.5748007166030598,0.30448599999999976,0.0123,0.0123,1.0,4.825200000000001,0.191179499753606,1.0
LB_20220518_093457_BUY_0001,2022-05-18,BUY,,-0.5555424323304101,0.9922895733333333,True,1.0,0.97686872,1.0,-0.7631188915773294,-0.3317059198042946,-0.5718024856096066,-0.9114000000000001,-0.9114000000000001,1.0,-28.0,-0.9284529184141345,1.0,-19.45,-0.941560431049842,1.0,-1.0,-1.0,1.0,-0.7385,-0.7385,1.0,-0.058800000000000005,-0.058800000000000005,1.0,1.0,0.15264375981490486,1.0,-0.8815000000000001,-0.21218931623720508,1.0,-3.2727,-0.8464865833240847,1.0,-0.0,-0.0,1.0,-0.148,-0.7524974592750882,0.8843435999999999,-0.15280000000000002,-0.15280000000000002,1.0,-67.0283,-0.9908049712192131,1.0
LB_20220520_093501_SELL_0001,2022-05-20,SELL,,0.38453558544407723,0.94166032,True,1.0,0.8249809600000001,1.0,0.6395964215225975,-0.12676198302513883,0.640772317834773,0.6634,0.6634,1.0,27.0,0.9198783184115151,1.0,11.02,0.7584002107240704,1.0,0.8157000000000001,0.8157000000000001,1.0,0.6445000000000001,0.6445000000000001,1.0,0.0357,0.0357,1.0,1.0,0.15264375981490486,1.0,-0.3603,-0.08784022593781465,1.0,0.0625,0.023745535512505616,1.0,-0.0,-0.0,1.0,-0.138,-0.72235898451529,0.12490480000000012,0.28300000000000003,0.28300000000000003,1.0,90.05340000000001,0.9985446356695459,1.0
LB_20220523_093420_SELL_0001,2022-05-23,SELL,,-0.46711910169758913,0.9935039466666667,True,1.0,0.9805118399999999,1.0,-0.7395095878095973,-0.09925596778255735,-0.5625917495006129,-0.8507,-0.8507,1.0,-19.0,-0.8067489307034262,1.0,-13.14,-0.8285085961541566,1.0,-1.0,-1.0,1.0,-0.8602000000000001,-0.8602000000000001,1.0,-0.09090000000000001,-0.09090000000000001,1.0,3.0,0.4313372698755846,1.0,-0.0,-0.0,1.0,-3.6364,-0.8813608369340673,1.0,-0.0,-0.0,1.0,-0.007,-0.046256271854304046,0.9025592,-0.14500000000000002,-0.14500000000000002,1.0,-57.3909,-0.9801834990012257,1.0
LB_20220527_093100_BUY_0001,2022-05-27,BUY,,-0.343076008438254,0.9939969999999999,True,1.0,0.9819910000000001,1.0,-0.6600219910037943,-0.29023251977717435,-0.07897351453379312,-0.8771,-0.8771,1.0,-21.0,-0.8441081041207334,1.0,-9.69,-0.7027238419020325,1.0,-1.0,-1.0,1.0,-0.5106,-0.5106,1.0,-0.0256,-0.0256,1.0,3.0,0.4313372698755846,1.0,-1.9426,-0.44208933527015726,1.0,-1.5897000000000001,-0.5399506914083166,1.0,-0.0,-0.0,1.0,-0.223,-0.9004598420829826,0.9099550000000001,-0.0682,-0.0682,1.0,-2.2433,-0.08974702906758625,1.0
LB_20220608_093102_SELL_0001,2022-06-08,SELL,,-0.06353999985622026,0.9659566399999999,True,1.0,0.89786992,1.0,0.03449916663864049,-0.1754309135534421,-0.04968825265385917,-0.0108,-0.0108,1.0,-4.0,-0.23104594868641892,1.0,1.1,0.09874094851826182,1.0,0.9733,0.9733,1.0,-0.4803,-0.4803,1.0,-0.1429,-0.1429,1.0,1.3333000000000002,0.20229380090814647,1.0,-0.11030000000000001,-0.026953814348982343,1.0,-1.3684,-0.47769383772331486,1.0,-0.0,-0.0,1.0,-0.099,-0.5748007166030598,0.4893496,-0.0409,-0.0409,1.0,-1.4594,-0.05847650530771834,1.0
LB_20220627_093202_SELL_0001,2022-06-27,SELL,,0.1407993095304054,0.9393509999999999,True,1.0,0.8180529999999999,1.0,0.5234574752796685,-0.10184128281211409,0.0007817361236617838,0.8019000000000001,0.8019000000000001,1.0,17.0,0.7615941559557649,1.0,5.33,0.44625069572224596,1.0,0.9739000000000001,0.9739000000000001,1.0,0.1154,0.1154,1.0,0.0417,0.0417,1.0,1.6,0.2412998295999727,1.0,-0.6077,-0.14745566336475358,1.0,-0.2083,-0.07898910391860171,1.0,-0.0,-0.0,1.0,-0.088,-0.5240614763771878,0.09026499999999998,0.060000000000000005,0.060000000000000005,1.0,-1.4584000000000001,-0.05843652775267644,1.0
