request_id,fecha,BurstId,path,format,dataset,schema,symbol_requested,metadata_stype_out,metadata_text,file_bytes,rows,first_ts_event_utc,last_ts_event_utc,observed_span_ms,request_start_gap_ms,request_end_gap_ms,instrument_id_count,instrument_ids,publisher_ids,channel_ids,symbol_values,action_A,action_C,action_M,action_F,action_T,action_R,unique_order_ids,first_action_A_orders,left_censored_orders,first_action_A_share_pct,exact_duplicate_rows,exact_duplicate_action_A,exact_duplicate_action_C,exact_duplicate_action_M,exact_duplicate_action_F,exact_duplicate_action_T,ts_event_out_of_order_rows,sequence_decrease_rows,same_ts_event_rows,same_ts_event_sequence_rows,minimum_positive_ts_event_step_ns,submicrosecond_ts_event_rows_pct,sequence_gap_intervals,sequence_gap_units,flag_bad_ts_recv_rows,flag_maybe_bad_book_rows,flag_snapshot_rows,flag_mbp_rows,negative_recv_minus_event_rows,recv_minus_event_median_us,recv_minus_event_p99_us,recv_minus_event_max_us,fill_rows_paired_to_cancel,fill_cancel_pair_pct,trade_fill_shared_timestamp_groups,trade_fill_equal_qty_groups,trade_fill_equal_qty_pct,post_nominal_cutoff_same_millisecond_rows,at_or_after_request_end_rows,identity_dependent_events,identity_unreconciled_events,identity_unreconciled_pct,fill_rows,fill_groups,fill_state_known_groups,fill_state_known_pct,fill_book_effect_reconciled_groups,fill_book_effect_reconciled_pct,partial_fill_inferred_groups,complete_fill_inferred_groups,modify_rows,modify_state_known_rows,modify_price_inferred_rows,modify_size_inferred_rows,cancel_rows,pure_cancel_rows,ambiguous_cancel_fill_rows,fill_book_decrement_rows,fill_book_modify_rows,orders_added_in_window,orders_alive_at_end,orders_aggressed_at_initial_level,orders_survived_observed_aggression,same_id_size_increases,mbp_file_exists,tape_file_exists,mbp_file_bytes,tape_file_bytes,mbp_rows_all,tape_rows_all,mbp_rows_request_window,tape_rows_request_window,mbp_exact_duplicate_rows,tape_exact_duplicate_rows,mbp_time_out_of_order_rows,tape_time_out_of_order_rows,mbo_trade_rows,mbo_tape_exact_matches,mbo_tape_exact_match_pct,mbo_tape_relaxed_5ms_matches,mbo_tape_relaxed_5ms_match_pct,tape_minus_mbo_offset_median_ms,tape_minus_mbo_offset_p95_abs_ms,mbo_known_book_change_groups,atas_mbp_change_groups,mbo_mbp_exact_change_matches,mbo_mbp_exact_change_match_pct,mbo_mbp_relaxed_5ms_change_matches,mbo_mbp_relaxed_5ms_change_match_pct,mbp_minus_mbo_offset_median_ms,burst_metadata_found,manifest_vs_strategy_cutoff_delta_ms,burst_before_publish_and_cutoff,burst_to_cutoff_ms
NQ_MBO_2024-06-11_LB_20240611_093350_BUY_0001,2024-06-11,LB_20240611_093350_BUY_0001,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_pilot_20260720\NQ_MBO_2024-06-11_LB_20240611_093350_BUY_0001.mbo.dbn.zst,DBN zstd,GLBX.MDP3,mbo,NQ.v.0,InstrumentId,"Metadata { version: 1, dataset: ""GLBX.MDP3"", schema: Some(Mbo), start: 1718112821059816000, end: Some(1718112831060816000), limit: None, stype_in: Some(Continuous), stype_out: InstrumentId, ts_out: false, symbol_cstr_len: 22, symbols: [""NQ.v.0""], partial: [], not_found: [], mappings: [SymbolMapping { raw_symbol: ""NQ.v.0"", intervals: [MappingInterval { start_date: 2024-06-11, end_date: 2024-06-12, symbol: ""13743"" }] }] }",202050,11270,2024-06-11T13:33:41.059823911+00:00,2024-06-11T13:33:51.060589883+00:00,10000.765,0.007,0.22599999999999998,1,13743,1,8,NQ.v.0,4249,4477,1254,759,531,0,5733,4247,1486,74.07988836560266,11,0,0,0,11,0,0,0,2039,1778,144,100.0,5363,25962,0,0,0,0,0,132.611,8059.1349299999965,9409.52,690,90.9090909090909,450,448,99.55555555555556,19,0,6479,1187,18.320728507485722,756,732,544,74.31693989071039,700,95.62841530054645,22,516,1253,935,893,36,4470,3788,4,678,22,4244,492,3263,10,5,1,1,4466957,1078740,159826,39276,1851,752,2,15287,46000,0,531,43,8.097928436911488,66,12.429378531073446,0.0,1.75,5869,1802,103,1.7549838132560913,145,2.47060828079741,0.0,1,0.0,1,1059.816
NQ_MBO_2024-06-13_LB_20240613_093209_BUY_0001,2024-06-13,LB_20240613_093209_BUY_0001,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_pilot_20260720\NQ_MBO_2024-06-13_LB_20240613_093209_BUY_0001.mbo.dbn.zst,DBN zstd,GLBX.MDP3,mbo,NQ.v.0,InstrumentId,"Metadata { version: 1, dataset: ""GLBX.MDP3"", schema: Some(Mbo), start: 1718285520037595000, end: Some(1718285530038595000), limit: None, stype_in: Some(Continuous), stype_out: InstrumentId, ts_out: false, symbol_cstr_len: 22, symbols: [""NQ.v.0""], partial: [], not_found: [], mappings: [SymbolMapping { raw_symbol: ""NQ.v.0"", intervals: [MappingInterval { start_date: 2024-06-13, end_date: 2024-06-14, symbol: ""13743"" }] }] }",241851,12819,2024-06-13T13:32:00.043947299+00:00,2024-06-13T13:32:10.037451805+00:00,9993.503999999999,6.352,1.143,1,13743,1,8,NQ.v.0,4859,4929,1879,669,483,0,6058,4855,1203,80.1419610432486,3,0,0,0,3,0,0,0,1837,1581,146,100.0,7448,53309,0,0,0,0,0,142.535,3584.33844,24148.312,635,94.91778774289985,428,425,99.29906542056075,0,0,7477,841,11.247826668449912,669,663,576,86.87782805429865,644,97.1342383107089,13,560,1879,1604,1578,36,4929,4298,0,631,13,4859,472,3512,3,12,1,1,4315889,805315,154823,29291,2674,666,1,10261,44912,0,483,30,6.211180124223603,64,13.250517598343686,1.0,1.0,8531,2588,143,1.6762395967647403,245,2.8718790294221077,0.0,1,-0.0010000000000287557,1,1037.595
NQ_MBO_2024-06-14_LB_20240614_093644_BUY_0001,2024-06-14,LB_20240614_093644_BUY_0001,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_pilot_20260720\NQ_MBO_2024-06-14_LB_20240614_093644_BUY_0001.mbo.dbn.zst,DBN zstd,GLBX.MDP3,mbo,NQ.v.0,InstrumentId,"Metadata { version: 1, dataset: ""GLBX.MDP3"", schema: Some(Mbo), start: 1718372195081257000, end: Some(1718372205082257000), limit: None, stype_in: Some(Continuous), stype_out: InstrumentId, ts_out: false, symbol_cstr_len: 22, symbols: [""NQ.v.0""], partial: [], not_found: [], mappings: [SymbolMapping { raw_symbol: ""NQ.v.0"", intervals: [MappingInterval { start_date: 2024-06-14, end_date: 2024-06-15, symbol: ""13743"" }] }] }",150833,8036,2024-06-14T13:36:35.112503943+00:00,2024-06-14T13:36:45.079911147+00:00,9967.407,31.246,2.3449999999999998,1,13743,1,8,NQ.v.0,2984,3060,1049,529,414,0,4048,2983,1065,73.6907114624506,3,0,0,0,3,0,0,0,1471,1234,146,100.0,5038,48295,0,0,0,0,0,183.02949999999998,4573.7441,21627.892,443,83.7429111531191,358,354,98.88268156424581,0,0,4638,780,16.81759379042691,529,520,416,80.0,454,87.3076923076923,18,390,1049,779,710,27,3060,2623,1,436,18,2984,370,2036,7,4,1,1,3491179,765827,125171,27837,1674,524,2,9869,34877,0,414,17,4.106280193236715,75,18.115942028985508,1.0,3.0,4750,1614,86,1.8105263157894738,168,3.536842105263158,0.0,1,-0.0010000000000287557,1,1081.2569999999998
NQ_MBO_2024-07-08_LB_20240708_093223_BUY_0001,2024-07-08,LB_20240708_093223_BUY_0001,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_pilot_20260720\NQ_MBO_2024-07-08_LB_20240708_093223_BUY_0001.mbo.dbn.zst,DBN zstd,GLBX.MDP3,mbo,NQ.v.0,InstrumentId,"Metadata { version: 1, dataset: ""GLBX.MDP3"", schema: Some(Mbo), start: 1720445534063515000, end: Some(1720445544064515000), limit: None, stype_in: Some(Continuous), stype_out: InstrumentId, ts_out: false, symbol_cstr_len: 22, symbols: [""NQ.v.0""], partial: [], not_found: [], mappings: [SymbolMapping { raw_symbol: ""NQ.v.0"", intervals: [MappingInterval { start_date: 2024-07-08, end_date: 2024-07-09, symbol: ""4358"" }] }] }",303332,16411,2024-07-08T13:32:14.065178603+00:00,2024-07-08T13:32:24.064292897+00:00,9999.114000000001,1.663,0.222,1,4358,1,8,NQ.v.0,6104,6247,2030,1178,852,0,8515,6102,2413,71.66177334116266,2,0,0,0,2,0,0,0,3213,2755,144,100.0,7969,38551,0,0,0,0,0,164.331,2502.214,5265.36,1114,94.56706281833617,753,748,99.33598937583001,8,0,9450,1851,19.58730158730159,1178,1169,907,77.58768177929855,1133,96.92044482463645,25,875,2029,1415,1373,68,6243,5134,1,1108,25,6101,916,4150,32,5,1,1,3923179,987254,140716,35918,3280,1172,3,14030,39313,0,852,78,9.154929577464788,140,16.431924882629108,0.0,1.0,9351,3156,178,1.9035397283712971,280,2.9943321569885573,0.0,1,0.0,1,1063.515
NQ_MBO_2024-07-12_LB_20240712_093101_BUY_0001,2024-07-12,LB_20240712_093101_BUY_0001,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_pilot_20260720\NQ_MBO_2024-07-12_LB_20240712_093101_BUY_0001.mbo.dbn.zst,DBN zstd,GLBX.MDP3,mbo,NQ.v.0,InstrumentId,"Metadata { version: 1, dataset: ""GLBX.MDP3"", schema: Some(Mbo), start: 1720791052044351000, end: Some(1720791062045351000), limit: None, stype_in: Some(Continuous), stype_out: InstrumentId, ts_out: false, symbol_cstr_len: 22, symbols: [""NQ.v.0""], partial: [], not_found: [], mappings: [SymbolMapping { raw_symbol: ""NQ.v.0"", intervals: [MappingInterval { start_date: 2024-07-12, end_date: 2024-07-13, symbol: ""4358"" }] }] }",356305,19324,2024-07-12T13:30:52.045592779+00:00,2024-07-12T13:31:02.044920623+00:00,9999.327,1.2409999999999999,0.43,1,4358,1,8,NQ.v.0,7052,7243,2769,1345,915,0,9411,7052,2359,74.93358835405377,2,0,0,0,2,0,0,0,3615,3109,144,100.0,9325,47661,0,0,0,0,0,179.9235,12022.000240000001,14127.412,1249,92.86245353159852,817,812,99.38800489596083,8,0,11352,1721,15.160324171952078,1345,1341,1141,85.08575689783744,1289,96.12229679343773,43,1090,2768,2184,2109,194,7239,5986,7,1246,43,7049,874,4821,23,35,1,1,5320042,1000411,190957,36360,3657,1334,0,14605,57080,0,915,35,3.8251366120218577,127,13.879781420765028,1.0,2.6999999999999886,11588,3519,71,0.6127027959958578,319,2.752847773558854,1.0,1,-0.0010000000000287557,1,1044.351
NQ_MBO_2024-07-16_LB_20240716_093212_BUY_0001,2024-07-16,LB_20240716_093212_BUY_0001,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_pilot_20260720\NQ_MBO_2024-07-16_LB_20240716_093212_BUY_0001.mbo.dbn.zst,DBN zstd,GLBX.MDP3,mbo,NQ.v.0,InstrumentId,"Metadata { version: 1, dataset: ""GLBX.MDP3"", schema: Some(Mbo), start: 1721136723083597000, end: Some(1721136733084597000), limit: None, stype_in: Some(Continuous), stype_out: InstrumentId, ts_out: false, symbol_cstr_len: 22, symbols: [""NQ.v.0""], partial: [], not_found: [], mappings: [SymbolMapping { raw_symbol: ""NQ.v.0"", intervals: [MappingInterval { start_date: 2024-07-16, end_date: 2024-07-17, symbol: ""4358"" }] }] }",273019,14416,2024-07-16T13:32:03.085114707+00:00,2024-07-16T13:32:13.084055013+00:00,9998.939999999999,1.517,0.541,1,4358,1,8,NQ.v.0,5276,5393,2386,797,564,0,7214,5276,1938,73.13556972553368,2,0,0,0,2,0,0,0,2149,1876,146,100.0,7422,40600,0,0,0,0,0,143.332,4879.744650000019,6404.141,767,96.23588456712673,461,459,99.56616052060737,17,0,8566,1611,18.806911043660985,797,787,589,74.84116899618806,775,98.47522236340534,17,569,2385,1838,1816,68,5384,4623,1,760,15,5269,848,3061,16,11,1,1,4339457,839876,155932,30592,3142,793,1,12242,45829,0,564,55,9.75177304964539,102,18.085106382978722,0.0,2.0,9505,3031,198,2.083114150447133,312,3.282482903734876,0.0,1,-0.0010000000000287557,1,1083.597
NQ_MBO_2024-07-18_LB_20240718_093155_SELL_0001,2024-07-18,LB_20240718_093155_SELL_0001,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_pilot_20260720\NQ_MBO_2024-07-18_LB_20240718_093155_SELL_0001.mbo.dbn.zst,DBN zstd,GLBX.MDP3,mbo,NQ.v.0,InstrumentId,"Metadata { version: 1, dataset: ""GLBX.MDP3"", schema: Some(Mbo), start: 1721309506057671000, end: Some(1721309516058671000), limit: None, stype_in: Some(Continuous), stype_out: InstrumentId, ts_out: false, symbol_cstr_len: 22, symbols: [""NQ.v.0""], partial: [], not_found: [], mappings: [SymbolMapping { raw_symbol: ""NQ.v.0"", intervals: [MappingInterval { start_date: 2024-07-18, end_date: 2024-07-19, symbol: ""4358"" }] }] }",332221,17387,2024-07-18T13:31:46.071205997+00:00,2024-07-18T13:31:56.058562111+00:00,9987.356,13.533999999999999,0.108,1,4358,1,8,NQ.v.0,6609,6635,2552,901,690,0,8122,6604,1518,81.31002216202906,1,0,0,0,1,0,0,0,2494,2082,144,100.0,9407,42308,0,0,0,0,0,133.675,1261.4077999999988,2039.656,828,91.89789123196448,646,644,99.69040247678019,4,0,10087,952,9.437890353920888,901,893,801,89.69764837625979,878,98.32026875699889,52,747,2551,2248,2193,197,6635,5808,1,826,52,6606,610,4732,3,38,1,1,5051174,1035552,181393,37712,3176,898,4,14643,54053,0,690,86,12.46376811594203,133,19.27536231884058,0.0,1.0,11286,3059,211,1.8695729222045012,323,2.861952861952862,0.0,1,-0.0010000000000287557,1,1057.671
NQ_MBO_2024-07-22_LB_20240722_093156_SELL_0001,2024-07-22,LB_20240722_093156_SELL_0001,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_pilot_20260720\NQ_MBO_2024-07-22_LB_20240722_093156_SELL_0001.mbo.dbn.zst,DBN zstd,GLBX.MDP3,mbo,NQ.v.0,InstrumentId,"Metadata { version: 1, dataset: ""GLBX.MDP3"", schema: Some(Mbo), start: 1721655107031422000, end: Some(1721655117032422000), limit: None, stype_in: Some(Continuous), stype_out: InstrumentId, ts_out: false, symbol_cstr_len: 22, symbols: [""NQ.v.0""], partial: [], not_found: [], mappings: [SymbolMapping { raw_symbol: ""NQ.v.0"", intervals: [MappingInterval { start_date: 2024-07-22, end_date: 2024-07-23, symbol: ""4358"" }] }] }",279004,14850,2024-07-22T13:31:47.031668081+00:00,2024-07-22T13:31:57.031341175+00:00,9999.672999999999,0.24600000000000002,1.08,1,4358,1,8,NQ.v.0,5848,5915,1931,695,461,0,7197,5847,1350,81.24218424343476,0,0,0,0,0,0,0,0,1853,1596,146,100.0,8223,39805,0,0,0,0,0,152.5095,2550.1769500000005,3540.967,678,97.55395683453237,403,400,99.25558312655087,0,0,8541,1067,12.492682355696054,695,692,554,80.05780346820809,686,99.13294797687861,9,545,1931,1632,1621,24,5915,5238,0,677,9,5848,616,4157,21,2,1,1,4571234,1060595,164127,38610,2872,691,2,15371,46497,0,461,31,6.724511930585683,57,12.364425162689805,0.0,1.0,9457,2788,179,1.8927778365232104,280,2.9607698001480385,0.0,1,0.0,1,1031.422
NQ_MBO_2024-07-26_LB_20240726_093346_SELL_0001,2024-07-26,LB_20240726_093346_SELL_0001,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_pilot_20260720\NQ_MBO_2024-07-26_LB_20240726_093346_SELL_0001.mbo.dbn.zst,DBN zstd,GLBX.MDP3,mbo,NQ.v.0,InstrumentId,"Metadata { version: 1, dataset: ""GLBX.MDP3"", schema: Some(Mbo), start: 1722000817092358000, end: Some(1722000827093358000), limit: None, stype_in: Some(Continuous), stype_out: InstrumentId, ts_out: false, symbol_cstr_len: 22, symbols: [""NQ.v.0""], partial: [], not_found: [], mappings: [SymbolMapping { raw_symbol: ""NQ.v.0"", intervals: [MappingInterval { start_date: 2024-07-26, end_date: 2024-07-27, symbol: ""4358"" }] }] }",230396,11677,2024-07-26T13:33:37.093131213+00:00,2024-07-26T13:33:47.093134615+00:00,10000.002999999999,0.773,0.223,1,4358,1,8,NQ.v.0,4661,4794,1371,478,373,0,6014,4659,1355,77.46923844363153,1,0,0,0,1,0,0,0,1331,1107,146,100.0,7151,44312,0,0,0,0,0,133.389,1547.7263199999998,2534.46,454,94.97907949790795,337,336,99.70326409495549,1,0,6642,1095,16.485998193315268,478,476,377,79.2016806722689,471,98.94957983193277,18,359,1371,998,979,43,4793,4340,0,453,18,4661,519,2727,13,11,1,1,4385406,928266,157876,33779,2702,477,5,12031,46553,0,373,37,9.919571045576408,66,17.694369973190348,0.0,1.0,7751,2602,169,2.180363824022707,245,3.1608824667784803,0.0,1,0.0,1,1092.358
NQ_MBO_2024-07-30_LB_20240730_093638_BUY_0001,2024-07-30,LB_20240730_093638_BUY_0001,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_pilot_20260720\NQ_MBO_2024-07-30_LB_20240730_093638_BUY_0001.mbo.dbn.zst,DBN zstd,GLBX.MDP3,mbo,NQ.v.0,InstrumentId,"Metadata { version: 1, dataset: ""GLBX.MDP3"", schema: Some(Mbo), start: 1722346589134783000, end: Some(1722346599135783000), limit: None, stype_in: Some(Continuous), stype_out: InstrumentId, ts_out: false, symbol_cstr_len: 22, symbols: [""NQ.v.0""], partial: [], not_found: [], mappings: [SymbolMapping { raw_symbol: ""NQ.v.0"", intervals: [MappingInterval { start_date: 2024-07-30, end_date: 2024-07-31, symbol: ""4358"" }] }] }",182216,9413,2024-07-30T13:36:29.139998251+00:00,2024-07-30T13:36:39.135251225+00:00,9995.252,5.215,0.531,1,4358,1,8,NQ.v.0,3824,3856,984,438,311,0,4709,3822,887,81.16372902951794,0,0,0,0,0,0,0,0,1187,1011,146,100.0,5730,35485,0,0,0,0,0,139.151,2437.421,4078.13,415,94.74885844748859,272,269,98.8970588235294,5,0,5276,707,13.400303260045488,438,433,332,76.6743648960739,420,96.99769053117782,10,317,984,779,763,29,3854,3443,1,410,10,3821,384,2389,2,7,1,1,3690449,765368,132809,27792,2028,435,3,10565,37793,0,311,34,10.932475884244372,53,17.041800643086816,0.0,2.0,6200,1931,176,2.838709677419355,242,3.903225806451613,0.0,1,-0.0010000000000287557,1,1134.7830000000001
NQ_MBO_2024-08-08_LB_20240808_093753_SELL_0001,2024-08-08,LB_20240808_093753_SELL_0001,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_pilot_20260720\NQ_MBO_2024-08-08_LB_20240808_093753_SELL_0001.mbo.dbn.zst,DBN zstd,GLBX.MDP3,mbo,NQ.v.0,InstrumentId,"Metadata { version: 1, dataset: ""GLBX.MDP3"", schema: Some(Mbo), start: 1723124264045415000, end: Some(1723124274046415000), limit: None, stype_in: Some(Continuous), stype_out: InstrumentId, ts_out: false, symbol_cstr_len: 22, symbols: [""NQ.v.0""], partial: [], not_found: [], mappings: [SymbolMapping { raw_symbol: ""NQ.v.0"", intervals: [MappingInterval { start_date: 2024-08-08, end_date: 2024-08-09, symbol: ""4358"" }] }] }",191266,10105,2024-08-08T13:37:44.051938189+00:00,2024-08-08T13:37:54.045691647+00:00,9993.753,6.523000000000001,0.723,1,4358,1,8,NQ.v.0,3920,4045,1204,532,404,0,5112,3918,1194,76.64319248826291,1,0,0,0,1,0,0,0,1461,1314,146,100.0,5007,35647,0,0,0,0,0,140.066,5196.302719999999,6540.013,466,87.59398496240601,311,308,99.03536977491962,5,0,5779,960,16.61187056584184,532,523,410,78.39388145315488,476,91.01338432122371,11,392,1204,883,840,46,4043,3570,8,465,11,3917,437,2063,7,9,1,1,4560431,707443,164585,25742,2550,528,1,9237,48171,0,404,43,10.643564356435643,82,20.297029702970296,0.0,2.0,7101,2385,196,2.760174623292494,290,4.083931840585833,0.0,1,-0.0010000000000287557,1,1045.415
NQ_MBO_2024-08-13_LB_20240813_093126_BUY_0001,2024-08-13,LB_20240813_093126_BUY_0001,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_pilot_20260720\NQ_MBO_2024-08-13_LB_20240813_093126_BUY_0001.mbo.dbn.zst,DBN zstd,GLBX.MDP3,mbo,NQ.v.0,InstrumentId,"Metadata { version: 1, dataset: ""GLBX.MDP3"", schema: Some(Mbo), start: 1723555877070102000, end: Some(1723555887071102000), limit: None, stype_in: Some(Continuous), stype_out: InstrumentId, ts_out: false, symbol_cstr_len: 22, symbols: [""NQ.v.0""], partial: [], not_found: [], mappings: [SymbolMapping { raw_symbol: ""NQ.v.0"", intervals: [MappingInterval { start_date: 2024-08-13, end_date: 2024-08-14, symbol: ""4358"" }] }] }",206170,10367,2024-08-13T13:31:17.069329777+00:00,2024-08-13T13:31:27.070448625+00:00,10001.118,-0.7730000000000237,0.653,1,4358,1,8,NQ.v.0,4021,4080,1466,452,348,0,5285,4019,1266,76.04541154210028,1,0,0,0,1,0,0,0,1251,1069,146,100.0,5953,34353,0,0,0,0,0,121.726,3906.533,4871.457,428,94.69026548672566,286,286,100.0,5,0,5995,1061,17.69808173477898,452,447,336,75.16778523489933,439,98.2102908277405,15,320,1466,1084,1065,46,4077,3652,1,424,15,4019,544,2147,17,12,1,1,4664487,728068,167978,26468,2627,452,6,9812,47663,0,348,28,8.045977011494253,54,15.517241379310345,0.0,4.0,7379,2507,161,2.1818674617156795,251,3.4015449247865566,0.0,1,0.0,1,1070.1019999999999
NQ_MBO_2024-08-14_LB_20240814_093352_SELL_0001,2024-08-14,LB_20240814_093352_SELL_0001,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_pilot_20260720\NQ_MBO_2024-08-14_LB_20240814_093352_SELL_0001.mbo.dbn.zst,DBN zstd,GLBX.MDP3,mbo,NQ.v.0,InstrumentId,"Metadata { version: 1, dataset: ""GLBX.MDP3"", schema: Some(Mbo), start: 1723642423036680000, end: Some(1723642433037680000), limit: None, stype_in: Some(Continuous), stype_out: InstrumentId, ts_out: false, symbol_cstr_len: 22, symbols: [""NQ.v.0""], partial: [], not_found: [], mappings: [SymbolMapping { raw_symbol: ""NQ.v.0"", intervals: [MappingInterval { start_date: 2024-08-14, end_date: 2024-08-15, symbol: ""4358"" }] }] }",223870,11230,2024-08-14T13:33:43.051239779+00:00,2024-08-14T13:33:53.037188897+00:00,9985.949,14.559000000000001,0.491,1,4358,1,8,NQ.v.0,4364,4370,1706,438,352,0,5685,4363,1322,76.74582233948989,2,0,0,0,2,0,0,0,1221,1046,144,100.0,6370,36936,0,0,0,0,0,123.985,1633.7267899999993,3390.692,410,93.60730593607306,295,294,99.66101694915254,3,0,6513,1101,16.904652233993552,438,425,330,77.6470588235294,412,96.94117647058823,9,319,1705,1305,1292,43,4370,3966,1,403,9,4362,618,2237,32,2,1,1,4076474,673904,146932,24551,2716,437,3,8613,42356,0,352,23,6.534090909090909,52,14.772727272727273,1.0,1.0,8085,2588,184,2.2758194186765617,280,3.463203463203463,0.0,1,-0.0010000000000287557,1,1036.68
