request_id,fecha,BurstId,year,burst_side,family_label_only,resolved_raw_symbol,resolved_instrument_id,metadata_stype_out,observed_instrument_ids,file_records,usable_records_through_last_f_last,tail_records_excluded_after_last_f_last,snapshot_rows,snapshot_clear_rows,snapshot_add_rows,snapshot_last_rows,bad_book_rows,sequence_regressions,unique_identity_order_ids,first_action_add_count,left_censored_order_pct,modify_rows,modify_reconciled_rows,cancel_rows,cancel_reconciled_rows,cancel_exceeds_state_rows,fill_groups,fill_reconciled_groups,identity_reconciliation_pct,attacked_l0_price_mbo,attacked_l0_depth_mbo,attacked_l0_l2_depth_mbo,attacked_l0_l2_order_count,atas_burst_price_informational,atas_vs_mbo_l0_abs_ticks_informational,footprint_atas_comparison_used_as_gate,snapshot_pass,contract_pass,bad_book_pass,sequence_pass,reconciliation_pass,left_censor_pass,attacked_levels_pass,cutoff_pass,technical_gate_pass,file_path,file_bytes
NQ_MBO_SNAPSHOT_2022-04-05_LB_20220405_093200_BUY_0001,2022-04-05,LB_20220405_093200_BUY_0001,2022,BUY,A_TRUE_ABSORPTION,NQM2,2895,instrument_id,2895,1630342,1630342,0,2759,1,2758,1,0,0,627424,627424,0.0,259169,259169,623120,623120,0,67166,67166,100.0,15124.75,3.0,30.0,25,15135.0,41.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_technical6_20260723\NQ_MBO_SNAPSHOT_2022-04-05_LB_20220405_093200_BUY_0001.mbo.dbn.zst,33659967
NQ_MBO_SNAPSHOT_2022-08-31_LB_20220831_093400_SELL_0001,2022-08-31,LB_20220831_093400_SELL_0001,2022,SELL,B_CLEAN_BREAKOUT,NQU2,10391,instrument_id,10391,2770212,2770212,0,2880,1,2879,1,0,0,1019589,1019589,0.0,494030,494030,1015506,1015506,0,134126,134126,100.0,12434.0,2.0,12.0,12,12430.0,16.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_technical6_20260723\NQ_MBO_SNAPSHOT_2022-08-31_LB_20220831_093400_SELL_0001.mbo.dbn.zst,55548296
NQ_MBO_SNAPSHOT_2023-05-18_LB_20230518_093436_BUY_0001,2023-05-18,LB_20230518_093436_BUY_0001,2023,BUY,B_CLEAN_BREAKOUT,NQM3,3522,instrument_id,3522,1680983,1680983,0,3734,1,3733,1,0,0,602369,602369,0.0,319375,319375,596834,596834,0,96348,96348,100.0,13679.75,15.0,62.0,45,13681.25,6.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_technical6_20260723\NQ_MBO_SNAPSHOT_2023-05-18_LB_20230518_093436_BUY_0001.mbo.dbn.zst,33124170
NQ_MBO_SNAPSHOT_2023-08-29_LB_20230829_093105_SELL_0001,2023-08-29,LB_20230829_093105_SELL_0001,2023,SELL,A_TRUE_ABSORPTION,NQU3,2130,instrument_id,2130,1938749,1938749,0,2859,1,2858,1,0,0,723000,723000,0.0,343582,343582,718472,718472,0,88900,88900,100.0,15076.25,4.0,35.0,16,15073.75,10.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_technical6_20260723\NQ_MBO_SNAPSHOT_2023-08-29_LB_20230829_093105_SELL_0001.mbo.dbn.zst,38668761
NQ_MBO_SNAPSHOT_2024-05-02_LB_20240502_093112_SELL_0001,2024-05-02,LB_20240502_093112_SELL_0001,2024,SELL,B_CLEAN_BREAKOUT,NQM4,13743,instrument_id,13743,2568897,2568897,0,3022,1,3021,1,0,0,938394,938394,0.0,522210,522210,933872,933872,0,100356,100356,100.0,17574.5,1.0,8.0,8,17571.25,13.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_technical6_20260723\NQ_MBO_SNAPSHOT_2024-05-02_LB_20240502_093112_SELL_0001.mbo.dbn.zst,51446989
NQ_MBO_SNAPSHOT_2024-07-16_LB_20240716_093212_BUY_0001,2024-07-16,LB_20240716_093212_BUY_0001,2024,BUY,A_TRUE_ABSORPTION,NQU4,4358,instrument_id,4358,2170469,2170469,0,2889,1,2888,1,0,0,759541,759541,0.0,508305,508305,755159,755159,0,84517,84517,100.0,20655.75,1.0,10.0,10,20660.0,17.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_technical6_20260723\NQ_MBO_SNAPSHOT_2024-07-16_LB_20240716_093212_BUY_0001.mbo.dbn.zst,43866424
