request_id,fecha,BurstId,year,burst_side,family_label_only,resolved_raw_symbol,resolved_instrument_id,metadata_stype_out,observed_instrument_ids,file_records,usable_records_through_last_f_last,tail_records_excluded_after_last_f_last,snapshot_rows,snapshot_clear_rows,snapshot_add_rows,snapshot_last_rows,bad_book_rows,sequence_regressions,unique_identity_order_ids,first_action_add_count,left_censored_order_pct,modify_rows,modify_reconciled_rows,cancel_rows,cancel_reconciled_rows,cancel_exceeds_state_rows,fill_groups,fill_reconciled_groups,identity_reconciliation_pct,attacked_l0_price_mbo,attacked_l0_depth_mbo,attacked_l0_l2_depth_mbo,attacked_l0_l2_order_count,atas_burst_price_informational,atas_vs_mbo_l0_abs_ticks_informational,footprint_atas_comparison_used_as_gate,snapshot_pass,contract_pass,bad_book_pass,sequence_pass,reconciliation_pass,left_censor_pass,attacked_levels_pass,cutoff_pass,technical_gate_pass,file_path,file_bytes
NQ_MBO_SNAPSHOT_2022-10-26_LB_20221026_093108_SELL_0002,2022-10-26,LB_20221026_093108_SELL_0002,2022,SELL,A_TRUE_ABSORPTION,NQZ2,13613,instrument_id,13613,2975809,2975809,0,2792,1,2791,1,0,0,1131335,1131335,0.0,464402,464402,1127732,1127732,0,140890,140890,100.0,11438.75,2.0,10.0,10,11435.0,15.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2022-10-26_LB_20221026_093108_SELL_0002.mbo.dbn.zst,60066556
NQ_MBO_SNAPSHOT_2022-10-27_LB_20221027_093628_SELL_0001,2022-10-27,LB_20221027_093628_SELL_0001,2022,SELL,A_TRUE_ABSORPTION,NQZ2,13613,instrument_id,13613,3742295,3742295,0,2575,1,2574,1,0,0,1464270,1464269,6.829341583177966e-05,473486,473486,1460334,1460334,0,191825,191824,99.99995295545587,11403.0,3.0,8.0,8,11396.25,27.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2022-10-27_LB_20221027_093628_SELL_0001.mbo.dbn.zst,74165270
NQ_MBO_SNAPSHOT_2022-10-28_LB_20221028_093127_BUY_0001,2022-10-28,LB_20221028_093127_BUY_0001,2022,BUY,B_CLEAN_BREAKOUT,NQZ2,13613,instrument_id,13613,3552029,3552029,0,2607,1,2606,1,0,0,1353157,1353140,0.001256321328567195,539570,539570,1349381,1349381,0,173932,173915,99.99917591060667,11247.5,2.0,10.0,10,11252.5,20.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2022-10-28_LB_20221028_093127_BUY_0001.mbo.dbn.zst,70943368
NQ_MBO_SNAPSHOT_2022-11-03_LB_20221103_093349_BUY_0001,2022-11-03,LB_20221103_093349_BUY_0001,2022,BUY,A_TRUE_ABSORPTION,NQZ2,13613,instrument_id,13613,3001351,3001351,0,2617,1,2616,1,0,0,1154505,1154505,0.0,410474,410474,1150842,1150842,0,160613,160613,100.0,10839.0,4.0,15.0,13,10846.25,29.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2022-11-03_LB_20221103_093349_BUY_0001.mbo.dbn.zst,58899543
NQ_MBO_SNAPSHOT_2023-03-21_LB_20230321_093130_BUY_0001,2023-03-21,LB_20230321_093130_BUY_0001,2023,BUY,B_CLEAN_BREAKOUT,NQM3,3522,instrument_id,3522,1964063,1964063,0,2411,1,2410,1,0,0,755066,755066,0.0,288639,288639,750966,750966,0,96819,96819,100.0,12798.25,4.0,18.0,18,12801.25,12.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-03-21_LB_20230321_093130_BUY_0001.mbo.dbn.zst,38940128
NQ_MBO_SNAPSHOT_2023-03-28_LB_20230328_093202_SELL_0001,2023-03-28,LB_20230328_093202_SELL_0001,2023,SELL,B_CLEAN_BREAKOUT,NQM3,3522,instrument_id,3522,1528319,1528319,0,2695,1,2694,1,0,0,535076,535076,0.0,318802,318802,530409,530409,0,82231,82231,100.0,12753.25,3.0,30.0,16,12748.75,18.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-03-28_LB_20230328_093202_SELL_0001.mbo.dbn.zst,31081100
NQ_MBO_SNAPSHOT_2023-04-03_LB_20230403_093250_BUY_0001,2023-04-03,LB_20230403_093250_BUY_0001,2023,BUY,C_MIXED_PATH,NQM3,3522,instrument_id,3522,1769938,1769938,0,3296,1,3295,1,0,0,627842,627842,0.0,345235,345235,622869,622869,0,99772,99772,100.0,13215.5,7.0,54.0,23,13217.5,8.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-04-03_LB_20230403_093250_BUY_0001.mbo.dbn.zst,35558084
NQ_MBO_SNAPSHOT_2023-04-04_LB_20230404_093600_SELL_0001,2023-04-04,LB_20230404_093600_SELL_0001,2023,SELL,A_TRUE_ABSORPTION,NQM3,3522,instrument_id,3522,1772519,1772519,0,3031,1,3030,1,0,0,618179,618178,0.0001617654433424623,371922,371922,613407,613407,0,97702,97701,99.99990766653956,13271.5,1.0,21.0,18,13271.25,1.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-04-04_LB_20230404_093600_SELL_0001.mbo.dbn.zst,35565815
NQ_MBO_SNAPSHOT_2023-04-19_LB_20230419_093353_SELL_0001,2023-04-19,LB_20230419_093353_SELL_0001,2023,SELL,A_TRUE_ABSORPTION,NQM3,3522,instrument_id,3522,2014313,2014313,0,3214,1,3213,1,0,0,710466,710465,0.00014075268908012487,429009,429009,705351,705351,0,100177,100176,99.99991899797251,13108.5,8.0,23.0,23,13105.0,14.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-04-19_LB_20230419_093353_SELL_0001.mbo.dbn.zst,39997699
NQ_MBO_SNAPSHOT_2023-04-26_LB_20230426_093201_SELL_0001,2023-04-26,LB_20230426_093201_SELL_0001,2023,SELL,A_TRUE_ABSORPTION,NQM3,3522,instrument_id,3522,2361800,2361800,0,3541,1,3540,1,0,0,838962,838961,0.00011919490990056761,462226,462226,833544,833544,0,132026,132025,99.99992996198337,12926.25,4.0,16.0,16,12921.25,20.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-04-26_LB_20230426_093201_SELL_0001.mbo.dbn.zst,46974958
NQ_MBO_SNAPSHOT_2023-05-03_LB_20230503_093500_BUY_0001,2023-05-03,LB_20230503_093500_BUY_0001,2023,BUY,B_CLEAN_BREAKOUT,NQM3,3522,instrument_id,3522,1637340,1637340,0,3402,1,3401,1,0,0,589757,589757,0.0,326078,326078,584614,584614,0,79113,79113,100.0,13205.5,4.0,18.0,18,13208.75,13.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-05-03_LB_20230503_093500_BUY_0001.mbo.dbn.zst,32986717
NQ_MBO_SNAPSHOT_2023-05-11_LB_20230511_093202_SELL_0001,2023-05-11,LB_20230511_093202_SELL_0001,2023,SELL,B_CLEAN_BREAKOUT,NQM3,3522,instrument_id,3522,2044963,2044963,0,3604,1,3603,1,0,0,715872,715872,0.0,426204,426204,710111,710111,0,112382,112382,100.0,13402.0,4.0,25.0,23,13400.0,8.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-05-11_LB_20230511_093202_SELL_0001.mbo.dbn.zst,40913223
NQ_MBO_SNAPSHOT_2023-05-18_LB_20230518_093436_BUY_0001,2023-05-18,LB_20230518_093436_BUY_0001,2023,BUY,B_CLEAN_BREAKOUT,NQM3,3522,instrument_id,3522,1680983,1680983,0,3734,1,3733,1,0,0,602369,602369,0.0,319375,319375,596834,596834,0,96348,96348,100.0,13679.75,15.0,62.0,45,13681.25,6.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-05-18_LB_20230518_093436_BUY_0001.mbo.dbn.zst,33124170
NQ_MBO_SNAPSHOT_2023-05-22_LB_20230522_093356_BUY_0001,2023-05-22,LB_20230522_093356_BUY_0001,2023,BUY,B_CLEAN_BREAKOUT,NQM3,3522,instrument_id,3522,1805283,1805283,0,3623,1,3622,1,0,0,662064,662063,0.00015104279948766283,336610,336610,656732,656732,0,87071,87070,99.99990744280197,13874.0,6.0,27.0,23,13876.25,9.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-05-22_LB_20230522_093356_BUY_0001.mbo.dbn.zst,35528545
NQ_MBO_SNAPSHOT_2023-05-26_LB_20230526_093357_BUY_0001,2023-05-26,LB_20230526_093357_BUY_0001,2023,BUY,A_TRUE_ABSORPTION,NQM3,3522,instrument_id,3522,2146263,2146263,0,3431,1,3430,1,0,0,755431,755431,0.0,451293,451293,750155,750155,0,110458,110458,100.0,14043.0,4.0,27.0,19,14045.0,8.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-05-26_LB_20230526_093357_BUY_0001.mbo.dbn.zst,42366248
NQ_MBO_SNAPSHOT_2023-05-31_LB_20230531_093156_BUY_0001,2023-05-31,LB_20230531_093156_BUY_0001,2023,BUY,C_MIXED_PATH,NQM3,3522,instrument_id,3522,2041781,2041781,0,3458,1,3457,1,0,0,696004,696004,0.0,486960,486960,690739,690739,0,97583,97583,100.0,14347.25,7.0,22.0,22,14348.75,6.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-05-31_LB_20230531_093156_BUY_0001.mbo.dbn.zst,41315765
NQ_MBO_SNAPSHOT_2023-06-05_LB_20230605_093500_BUY_0001,2023-06-05,LB_20230605_093500_BUY_0001,2023,BUY,C_MIXED_PATH,NQM3,3522,instrument_id,3522,1629474,1629474,0,3310,1,3309,1,0,0,604605,604605,0.0,268908,268908,600032,600032,0,90255,90255,100.0,14606.25,9.0,21.0,15,14611.25,20.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-06-05_LB_20230605_093500_BUY_0001.mbo.dbn.zst,32344246
NQ_MBO_SNAPSHOT_2023-06-13_LB_20230613_093139_SELL_0001,2023-06-13,LB_20230613_093139_SELL_0001,2023,SELL,A_TRUE_ABSORPTION,NQM3,3522,instrument_id,3522,1885911,1885911,0,1628,1,1627,1,0,0,640823,640823,0.0,504305,504305,638715,638715,0,57598,57598,100.0,14897.0,2.0,5.0,5,15080.0,732.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-06-13_LB_20230613_093139_SELL_0001.mbo.dbn.zst,38595410
NQ_MBO_SNAPSHOT_2023-06-22_LB_20230622_093240_BUY_0001,2023-06-22,LB_20230622_093240_BUY_0001,2023,BUY,B_CLEAN_BREAKOUT,NQU3,2130,instrument_id,2130,1966391,1966391,0,2722,1,2721,1,0,0,748243,748243,0.0,284458,284458,743843,743843,0,109816,109816,100.0,14997.25,2.0,11.0,11,15000.0,11.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-06-22_LB_20230622_093240_BUY_0001.mbo.dbn.zst,38737896
NQ_MBO_SNAPSHOT_2023-06-23_LB_20230623_093159_BUY_0001,2023-06-23,LB_20230623_093159_BUY_0001,2023,BUY,B_CLEAN_BREAKOUT,NQU3,2130,instrument_id,2130,1917862,1917862,0,2645,1,2644,1,0,0,702708,702708,0.0,321424,321424,698438,698438,0,113261,113261,100.0,15059.5,1.0,65.0,24,15061.25,7.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-06-23_LB_20230623_093159_BUY_0001.mbo.dbn.zst,37960448
NQ_MBO_SNAPSHOT_2023-06-30_LB_20230630_093123_BUY_0001,2023-06-30,LB_20230630_093123_BUY_0001,2023,BUY,B_CLEAN_BREAKOUT,NQU3,2130,instrument_id,2130,1555225,1555225,0,2618,1,2617,1,0,0,571359,571359,0.0,256723,256723,567102,567102,0,92579,92579,100.0,15253.75,3.0,13.0,12,15258.75,20.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-06-30_LB_20230630_093123_BUY_0001.mbo.dbn.zst,30885654
NQ_MBO_SNAPSHOT_2023-07-18_LB_20230718_093258_SELL_0002,2023-07-18,LB_20230718_093258_SELL_0002,2023,SELL,B_CLEAN_BREAKOUT,NQU3,2130,instrument_id,2130,1368659,1368659,0,2827,1,2826,1,0,0,512741,512741,0.0,203210,203210,508303,508303,0,83735,83735,100.0,15783.25,8.0,22.0,21,15780.0,13.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-07-18_LB_20230718_093258_SELL_0002.mbo.dbn.zst,26992716
NQ_MBO_SNAPSHOT_2023-07-20_LB_20230720_093345_SELL_0001,2023-07-20,LB_20230720_093345_SELL_0001,2023,SELL,A_TRUE_ABSORPTION,NQU3,2130,instrument_id,2130,1872304,1872304,0,3148,1,3147,1,0,0,686553,686553,0.0,306064,306064,681842,681842,0,116937,116937,100.0,15875.0,5.0,20.0,19,15871.25,15.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-07-20_LB_20230720_093345_SELL_0001.mbo.dbn.zst,36716020
NQ_MBO_SNAPSHOT_2023-07-27_LB_20230727_093300_BUY_0001,2023-07-27,LB_20230727_093300_BUY_0001,2023,BUY,B_CLEAN_BREAKOUT,NQU3,2130,instrument_id,2130,1956382,1956382,0,2808,1,2807,1,0,0,719325,719324,0.00013901921940708304,310287,310287,714440,714440,0,124100,124099,99.99991295469205,15849.5,8.0,135.0,56,15852.5,12.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-07-27_LB_20230727_093300_BUY_0001.mbo.dbn.zst,38071524
NQ_MBO_SNAPSHOT_2023-08-08_LB_20230808_093726_SELL_0001,2023-08-08,LB_20230808_093726_SELL_0001,2023,SELL,A_TRUE_ABSORPTION,NQU3,2130,instrument_id,2130,2840414,2840414,0,2846,1,2845,1,0,0,1031940,1031940,0.0,544887,544887,1026813,1026813,0,137880,137880,100.0,15352.0,15.0,28.0,23,15350.0,8.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-08-08_LB_20230808_093726_SELL_0001.mbo.dbn.zst,56145943
NQ_MBO_SNAPSHOT_2023-08-24_LB_20230824_093139_SELL_0001,2023-08-24,LB_20230824_093139_SELL_0001,2023,SELL,B_CLEAN_BREAKOUT,NQU3,2130,instrument_id,2130,2804721,2804721,0,3088,1,3087,1,0,0,1050639,1050639,0.0,457020,457020,1046059,1046059,0,146980,146980,100.0,15303.0,5.0,14.0,13,15300.0,12.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-08-24_LB_20230824_093139_SELL_0001.mbo.dbn.zst,54712626
NQ_MBO_SNAPSHOT_2023-08-25_LB_20230825_093257_BUY_0001,2023-08-25,LB_20230825_093257_BUY_0001,2023,BUY,A_TRUE_ABSORPTION,NQU3,2130,instrument_id,2130,2459752,2459752,0,3137,1,3136,1,0,0,921387,921387,0.0,427105,427105,916866,916866,0,113861,113861,100.0,14931.5,1.0,192.0,14,14933.75,9.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-08-25_LB_20230825_093257_BUY_0001.mbo.dbn.zst,48548880
NQ_MBO_SNAPSHOT_2023-08-29_LB_20230829_093105_SELL_0001,2023-08-29,LB_20230829_093105_SELL_0001,2023,SELL,A_TRUE_ABSORPTION,NQU3,2130,instrument_id,2130,1938749,1938749,0,2859,1,2858,1,0,0,723000,723000,0.0,343582,343582,718472,718472,0,88900,88900,100.0,15076.25,4.0,35.0,16,15073.75,10.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-08-29_LB_20230829_093105_SELL_0001.mbo.dbn.zst,38668761
NQ_MBO_SNAPSHOT_2023-08-31_LB_20230831_093357_BUY_0001,2023-08-31,LB_20230831_093357_BUY_0001,2023,BUY,A_TRUE_ABSORPTION,NQU3,2130,instrument_id,2130,2944094,2944094,0,3195,1,3194,1,0,0,1159339,1159338,8.625604762713926e-05,405122,405122,1154607,1154607,0,130188,130187,99.99994082549617,15549.0,5.0,19.0,18,15552.5,14.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-08-31_LB_20230831_093357_BUY_0001.mbo.dbn.zst,55995639
NQ_MBO_SNAPSHOT_2023-09-05_LB_20230905_093500_SELL_0002,2023-09-05,LB_20230905_093500_SELL_0002,2023,SELL,C_MIXED_PATH,NQU3,2130,instrument_id,2130,2814569,2814569,0,2951,1,2950,1,0,0,1014298,1014298,0.0,593365,593365,1010020,1010020,0,113926,113926,100.0,15464.0,1.0,12.0,12,15457.5,26.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-09-05_LB_20230905_093500_SELL_0002.mbo.dbn.zst,56488940
NQ_MBO_SNAPSHOT_2023-09-07_LB_20230907_093117_SELL_0001,2023-09-07,LB_20230907_093117_SELL_0001,2023,SELL,B_CLEAN_BREAKOUT,NQU3,2130,instrument_id,2130,2542234,2542234,0,2673,1,2672,1,0,0,918909,918907,0.00021764940815684688,468269,468269,914196,914196,0,140287,140285,99.99986865884924,15180.75,3.0,15.0,12,15181.25,2.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-09-07_LB_20230907_093117_SELL_0001.mbo.dbn.zst,50225476
NQ_MBO_SNAPSHOT_2023-09-14_LB_20230914_093127_SELL_0001,2023-09-14,LB_20230914_093127_SELL_0001,2023,SELL,A_TRUE_ABSORPTION,NQZ3,260937,instrument_id,260937,3403252,3403252,0,2565,1,2564,1,0,0,1261913,1261911,0.00015848953137022917,643210,643210,1257965,1257965,0,138350,138348,99.99990193795124,15605.75,6.0,17.0,17,15602.5,13.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-09-14_LB_20230914_093127_SELL_0001.mbo.dbn.zst,67278515
NQ_MBO_SNAPSHOT_2023-09-15_LB_20230915_093253_SELL_0001,2023-09-15,LB_20230915_093253_SELL_0001,2023,SELL,B_CLEAN_BREAKOUT,NQZ3,260937,instrument_id,260937,2663037,2663037,0,2571,1,2570,1,0,0,930349,930349,0.0,602299,602299,926160,926160,0,118228,118228,100.0,15591.75,1.0,17.0,16,15587.5,17.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-09-15_LB_20230915_093253_SELL_0001.mbo.dbn.zst,53338726
NQ_MBO_SNAPSHOT_2023-09-19_LB_20230919_093101_SELL_0001,2023-09-19,LB_20230919_093101_SELL_0001,2023,SELL,A_TRUE_ABSORPTION,NQZ3,260937,instrument_id,260937,1869390,1869390,0,2814,1,2813,1,0,0,693515,693515,0.0,343609,343609,689160,689160,0,82672,82672,100.0,15334.25,3.0,25.0,18,15331.25,12.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-09-19_LB_20230919_093101_SELL_0001.mbo.dbn.zst,37429593
NQ_MBO_SNAPSHOT_2023-09-22_LB_20230922_093553_SELL_0001,2023-09-22,LB_20230922_093553_SELL_0001,2023,SELL,C_MIXED_PATH,NQZ3,260937,instrument_id,260937,3026238,3026238,0,2981,1,2980,1,0,0,1131990,1131990,0.0,560330,560330,1127265,1127265,0,119720,119720,100.0,14910.25,2.0,19.0,14,14908.75,6.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-09-22_LB_20230922_093553_SELL_0001.mbo.dbn.zst,60208154
NQ_MBO_SNAPSHOT_2023-09-26_LB_20230926_093118_SELL_0002,2023-09-26,LB_20230926_093118_SELL_0002,2023,SELL,B_CLEAN_BREAKOUT,NQZ3,260937,instrument_id,260937,3296424,3296424,0,2877,1,2876,1,0,0,1256688,1256687,7.957424595444534e-05,577869,577869,1252094,1252094,0,122711,122710,99.99994878817458,14820.5,6.0,17.0,17,14818.75,7.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-09-26_LB_20230926_093118_SELL_0002.mbo.dbn.zst,65113407
NQ_MBO_SNAPSHOT_2023-09-27_LB_20230927_093102_BUY_0001,2023-09-27,LB_20230927_093102_BUY_0001,2023,BUY,C_MIXED_PATH,NQZ3,260937,instrument_id,260937,2489992,2489992,0,2879,1,2878,1,0,0,955126,955126,0.0,416094,416094,950598,950598,0,98298,98298,100.0,14773.75,4.0,18.0,17,14777.5,15.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-09-27_LB_20230927_093102_BUY_0001.mbo.dbn.zst,49156217
NQ_MBO_SNAPSHOT_2023-10-02_LB_20231002_093150_BUY_0001,2023-10-02,LB_20231002_093150_BUY_0001,2023,BUY,B_CLEAN_BREAKOUT,NQZ3,260937,instrument_id,260937,3093619,3093619,0,2897,1,2896,1,0,0,1147047,1147047,0.0,577915,577915,1142635,1142635,0,131963,131963,100.0,14879.5,6.0,25.0,21,14880.0,2.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-10-02_LB_20231002_093150_BUY_0001.mbo.dbn.zst,60592328
NQ_MBO_SNAPSHOT_2023-10-16_LB_20231016_093102_BUY_0001,2023-10-16,LB_20231016_093102_BUY_0001,2023,BUY,B_CLEAN_BREAKOUT,NQZ3,260937,instrument_id,260937,3298006,3298006,0,2660,1,2659,1,0,0,1276844,1276844,0.0,547450,547450,1272698,1272698,0,114341,114341,100.0,15183.25,2.0,10.0,10,15190.0,27.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-10-16_LB_20231016_093102_BUY_0001.mbo.dbn.zst,64864676
NQ_MBO_SNAPSHOT_2023-10-27_LB_20231027_093329_BUY_0001,2023-10-27,LB_20231027_093329_BUY_0001,2023,BUY,C_MIXED_PATH,NQZ3,260937,instrument_id,260937,3556823,3556823,0,3205,1,3204,1,0,0,1339077,1339077,0.0,645566,645566,1334308,1334308,0,136942,136942,100.0,14342.75,3.0,14.0,14,14345.0,9.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-10-27_LB_20231027_093329_BUY_0001.mbo.dbn.zst,70656844
NQ_MBO_SNAPSHOT_2023-11-02_LB_20231102_093203_SELL_0001,2023-11-02,LB_20231102_093203_SELL_0001,2023,SELL,A_TRUE_ABSORPTION,NQZ3,260937,instrument_id,260937,2696430,2696430,0,3098,1,3097,1,0,0,1007076,1007075,9.929737179716327e-05,458192,458192,1002252,1002252,0,135125,135124,99.9999373264334,14911.75,7.0,16.0,15,14908.75,12.0,False,True,True,True,True,True,True,True,True,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-11-02_LB_20231102_093203_SELL_0001.mbo.dbn.zst,52556104
