BurstId,fecha,split,family,prediction_timestamp,burst_event_timestamp,burst_timestamp,family_reason,ExecutionSide,BurstSide,Entry_price,Initial_SL_ticks,Initial_TP_ticks,Result_Label,result TP SL BE,MAE_ticks,MFE_ticks,ExitTime_NY_Milliseconds,causal_row_flag,canonical_source_file,Delta1s,Delta2s,Delta3s,Delta5s,Delta10s,PeakPositiveDelta,PeakNegativeDelta,DeltaChange1s,DeltaChangeZScore,DeltaPercentile,BuySellRatio,TradesPerSecond,ContractsPerSecond,Velocity1s,Velocity3s,Velocity5s,Acceleration1s,Acceleration3s,TicksPerSecond,CumulativeDeltaWindow,OR_WidthTicks,Dist_OR_High_Ticks,Dist_OR_Low_Ticks,Dist_VWAP_Ticks,Dist_POC_Ticks,Dist_VAH_Ticks,Dist_VAL_Ticks,Dist_HVN_Ticks,Dist_LVN_Ticks,PreBurst_Acceptance_Dwell_Ratio_5s,PreBurst_Reclaim_Count_10s,PreBurst_Rotation_Index_10s,PreBurst_Local_Entropy_10s,PreBurst_Path_Efficiency_10s,PreBurst_Price_Per_Delta_3s,PreBurst_Price_Per_Volume_3s,PreBurst_Impulse_Survival_Seconds,PreBurst_Impulse_Decay_Slope_5s,Profile_Std_Ticks,Profile_Skewness,Profile_Excess_Kurtosis,Profile_Normalized_Entropy,Profile_Concentration,Profile_Effective_Nodes,Profile_Local_Maxima_Count,Profile_Position_Percentile,POC_Migration_Ticks,Flow_0_1_DirectionalNetDelta,Flow_1_3_DirectionalNetDelta,Flow_3_5_DirectionalNetDelta,Flow_0_1_GrossAggressive,Flow_1_3_GrossAggressive,Flow_3_5_GrossAggressive,Flow_0_1_CounterflowShare,Flow_1_3_CounterflowShare,Flow_3_5_CounterflowShare,Flow_0_1_DirectionalVelocityTPS,Flow_1_3_DirectionalVelocityTPS,Flow_3_5_DirectionalVelocityTPS,Flow_0_1_TicksPerAggressiveContract,Velocity_Retention_1_3,Velocity_Retention_3_5,Delta_Retention_1_3,Delta_Retention_3_5,Prior_Level_Touches_60s,Prior_Full_Crosses_60s,Prior_Volume_At_Level_Band_60s,Pre_Approach_Distance_Ticks,Pre_Approach_Velocity_TPS,Pre_Approach_Pause_Seconds,Time_Since_Last_Prior_Level_Touch_Seconds,Realized_Volatility_10s_Ticks,Realized_Volatility_30s_Ticks,Realized_Volatility_60s_Ticks,Short_Long_Volatility_Ratio,Flow_Aligned_Segment_Count,Flow_Conflict_Segment_Count,Observation_Coverage_60,GapFill_Seconds_60,Burst_Index_In_Episode,Seconds_Since_Prior_Burst,range,Body_AtEntry,Volume_AtEntry,Delta_AtEntry,Cumulative_Delta_AtEntry,Previous_Volume_AtEntry,Previous_Delta_AtEntry,Delta_Change_AtEntry,BreakOut_TICKS_PER_SEC_AtEntry,Score_AtEntry,Buy_Imbalance_Count_AtEntry,Sell_Imbalance_Count_AtEntry,Seconds_From_Open_AtEntry,Directional_OR_Extension_Ticks_AtEntry,Directional_VWAP_Distance_Ticks_AtEntry,Nearest_OR_Edge_Distance_Ticks_AtEntry,Body_OR_Ratio_AtEntry,Signed_Delta_Share_AtEntry,Signed_Previous_Delta_Share_AtEntry,Prior_Closed_ATR3_Ticks_AtEntry,Prior_Closed_ATR5_Ticks_AtEntry,PreEntry_Directional_Efficiency3_AtEntry,PreEntry_Directional_Delta_Share3_AtEntry,PreEntry_Range_Compression3_AtEntry,PreEntry_Volume_Climax_Ratio_AtEntry,Nearest_OR_Edge_Retest_Count_AtEntry,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,Directional_CLV_AtEntry,PreEntry_Acceptance_Dwell_Ratio_AtEntry,PreEntry_Reclaim_Count_AtEntry,PreEntry_Rejection_Speed_TPS_AtEntry,PreEntry_Rotation_Index_AtEntry,PreEntry_Local_Entropy_AtEntry,PreEntry_Path_Efficiency_AtEntry,PreEntry_Price_Per_Delta_AtEntry,PreEntry_Price_Per_Volume_AtEntry,Detector_Publish_Delay_Milliseconds,Signal_To_Entry_Latency_Milliseconds,Detector_Publish_To_Entry_Latency_Milliseconds,Liquidity_Burst_Index_In_Episode,Liquidity_Burst_Seconds_Since_Prior_Burst,signed_delta_1s,signed_delta_change_1s,signed_velocity_1s,signed_velocity_3s,signed_acceleration_1s,price_impact_per_100_contracts,absorption_pressure_1s,delta_share_of_volume,mean_trade_size,delta_persistence_1_3,delta_persistence_3_5,direction_consistency,velocity_consistency,flow_price_alignment,acceleration_velocity_ratio,directional_vwap_distance,directional_poc_distance,profile_confluence_4t,burst_efficiency_score,liquidity_absorption_score,burst_side,burst_w1_add_to_aggressive,burst_w1_refill_to_remove,burst_w1_depth_balance,burst_w1_recovery_from_min,burst_w1_refill_latency_ms,burst_w1_aggressive_volume,reference_w3_add_to_aggressive,reference_w3_refill_to_remove,reference_w3_depth_balance,reference_w3_recovery_from_min,reference_w3_refill_latency_ms,reference_w3_aggressive_volume,year,target
LB_20220405_093200_BUY_0001,2022-04-05,discovery,A_TRUE_ABSORPTION,2022-04-05 13:32:01.026000+00:00,2022-04-05 13:32:00+00:00,2022-04-05 13:32:01+00:00,TP; MAE<=10; MFE>=TP inicial,SELL,BUY,15135.0,60,60,TP,60,0,60,09:32:38.947,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-04-05_NY.csv,273,321,338,349,343,273,-19,225,6.879339890608311,1.0,3.904255319148936,445,461,8,4.0,2.4,6,2.333333333333333,8,338,27.0,4.0,31.0,15.435164313678964,13,6,21,-1,0,0.2,0,0.428571428571429,0.954434002924965,0.458333333333333,0.035502958579882,0.021428571428571,4,1.9,6.933576494907072,-0.19081274015497,-0.621934842775609,0.93671145718257,0.070708269071064,26.4490090599718,9,0.994779926444418,,273,65,11,461,99,67,0.203904555314534,0.171717171717172,0.417910447761194,8,2.0,0.0,0.017353579175705,0.25,0.0,0.238095238095238,0.169230769230769,1,1,461,8,2.4,0,,10.4880884817015,12.8840987267251,15.0332963783729,1.708904322161096,2,0,1.0,0,1,,135,20,464,270,-157,2699,-85,355,19.49,7,0,0,121.026,-155,14.73,20,0.15,-0.58,0.03,81.67,68,-1.0,0.03,0.6,0.0,0,0.0,,0,0,0,0,0,0,0,0,25.0,26.0,1.0,1,,273.0,225.0,8.0,4.0,6.0,1.735357917570499,34.125,0.5921908893709328,1.0359550561797752,0.4126984126984127,0.6195266272189349,1.0,1.0,1,0.75,15.435164313678964,13.0,2,0.0293040293040293,6.824999999999998,BUY,0.5555555555555556,0.5357142857142857,-0.3023255813953488,5.0,42.00000000128057,27.0,0.5625,1.0,0.0,0.0,0.0,32.0,2022,1
LB_20220809_093105_SELL_0001,2022-08-09,discovery,B_CLEAN_BREAKOUT,2022-08-09 13:31:06.048000+00:00,2022-08-09 13:31:05+00:00,2022-08-09 13:31:06+00:00,SL; MFE<=10; MAE>=SL inicial,BUY,SELL,13072.5,60,60,SL,-60,60,0,09:31:48.490,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-08-09_NY.csv,-161,-202,-211,-255,-238,22,-161,-120,-3.528249454288774,1.0,0.326359832635983,273,317,-6,-4.0,-3.4,-2,-1.666666666666667,-6,-211,26.0,-32.0,-6.0,-17.67691165553081,-29,-31,-12,-3,1,0.4,0,0.142857142857143,0.811278124459133,0.6,0.052132701421801,0.022044088176353,5,0.7,8.10212249829312,0.094276704981561,-1.088569239827587,0.937307236096941,0.065033407572383,27.256260471864,6,0.005345211581292,,161,50,44,317,182,170,0.246056782334385,0.362637362637363,0.370588235294118,7,2.5,3.0,0.022082018927445,0.357142857142857,1.2,0.31055900621118,0.88,8,1,1211,12,3.6,0,1.0,9.74679434480896,13.6747943311773,17.6635217326557,1.351637183908119,3,0,1.0,0,1,,130,40,801,-329,-2692,6002,82,-411,6.61,10,0,0,66.048,-160,-245.03,30,0.31,-0.41,0.01,58.33,47,0.0,0.0,0.45,0.0,0,0.0,,0,0,0,0,0,0,0,0,8.0,48.0,40.0,1,,161.0,120.0,6.0,4.0,2.0,1.892744479495268,26.83333333333333,0.5078864353312302,1.1611721611721613,0.4368530020703933,0.7251184834123223,1.0,1.0,1,0.3333333333333333,17.67691165553081,29.0,2,0.0372670807453416,10.733333333333334,SELL,0.6666666666666666,0.1785714285714285,-0.696969696969697,0.0,,15.0,1.1724137931034482,0.3908045977011494,-0.4380165289256198,0.0,,29.0,2022,0
LB_20220815_093300_BUY_0001,2022-08-15,discovery,B_CLEAN_BREAKOUT,2022-08-15 13:33:01.053000+00:00,2022-08-15 13:33:00+00:00,2022-08-15 13:33:01+00:00,SL; MFE<=10; MAE>=SL inicial,SELL,BUY,13583.75,60,60,SL,-60,60,0,09:34:42.152,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-08-15_NY.csv,201,217,222,211,246,201,-35,185,5.241005274044508,0.994444444444444,5.568181818181818,256,289,4,2.0,1.0,2,1.666666666666667,4,222,25.0,14.0,39.0,17.749337309476473,12,3,23,0,1,1.0,0,0.4,0.91829583405449,0.416666666666667,0.027027027027027,0.016759776536313,2,1.1,10.08508983613216,-0.50555717232571,-0.807351487909353,0.935666406817539,0.074138502319417,32.2869986981331,11,0.99395294897283,,201,21,-11,289,69,81,0.152249134948097,0.347826086956522,0.567901234567901,4,1.0,-0.5,0.013840830449827,0.25,-0.5,0.104477611940299,-0.523809523809524,17,2,599,-9,1.0,2,36.0,5.65685424949238,8.12403840463596,9.05538513813742,1.53018411135201,2,0,1.0,0,1,,125,25,296,204,748,2792,456,-252,23.74,9,0,0,181.053,-195,-203.03,70,0.2,-0.69,-0.16,85.0,59,-0.46,-0.09,0.68,0.81,2,1.0,,0,0,0,0,0,0,0,0,16.0,53.0,37.0,1,,201.0,185.0,4.0,2.0,2.0,1.3840830449826989,50.25,0.6955017301038062,1.12890625,0.3681592039800995,0.5702702702702702,1.0,1.0,1,0.5,17.749337309476473,12.0,3,0.0199004975124378,30.15,BUY,0.144927536231884,0.175438596491228,-0.7014925373134329,0.0,85.99999999569263,69.0,,,,0.0,,0.0,2022,0
LB_20220817_093558_BUY_0001,2022-08-17,discovery,A_TRUE_ABSORPTION,2022-08-17 13:35:59.026000+00:00,2022-08-17 13:35:58+00:00,2022-08-17 13:35:59+00:00,TP; MAE<=10; MFE>=TP inicial,SELL,BUY,13561.25,60,60,TP,60,0,60,09:37:09.586,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-08-17_NY.csv,183,200,197,267,250,183,-42,166,5.724712466710615,0.993333333333333,3.815384615384615,278,313,6,1.666666666666667,1.6,6,1.333333333333333,6,197,17.0,20.0,37.0,25.66739106812996,32,21,34,1,0,1.0,0,0.5,0.985228136034252,0.642857142857143,0.030456852791878,0.013667425968109,1,0.8,7.911371251135688,0.981980616683446,0.479683103595084,0.899120955619609,0.071172443768336,27.5705678075917,12,1.0,,183,14,70,313,126,162,0.207667731629393,0.444444444444444,0.283950617283951,6,0.0,1.5,0.019169329073482,0.0,,0.076502732240437,5.0,3,1,307,-12,1.6,1,33.0,6.92820323027551,9.59166304662544,14.8660687473185,1.141563585970786,2,0,1.0,0,1,,85,100,3653,621,-647,2336,126,495,1.69,11,4,0,359.026,-185,-18.6,100,1.18,-0.17,-0.05,71.67,77,0.16,-0.05,0.84,0.97,3,0.33,,0,0,0,0,0,0,0,0,2.0,26.0,24.0,1,,183.0,166.0,6.0,1.666666666666667,6.0,1.9169329073482428,30.5,0.5846645367412141,1.1258992805755397,0.3588342440801457,0.8131979695431472,1.0,1.0,1,1.0,25.66739106812996,32.0,2,0.0327868852459016,12.2,BUY,0.6,0.1836734693877551,-0.6896551724137931,0.0,65.99999999889405,15.0,,,,0.0,,0.0,2022,1
LB_20220831_093400_SELL_0001,2022-08-31,discovery,B_CLEAN_BREAKOUT,2022-08-31 13:34:01.039000+00:00,2022-08-31 13:34:00+00:00,2022-08-31 13:34:01+00:00,SL; MFE<=10; MAE>=SL inicial,BUY,SELL,12430.0,60,60,SL,-60,60,0,09:34:11.406,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-08-31_NY.csv,-348,-338,-282,-258,-252,56,-348,-358,-12.612080204275548,1.0,0.313609467455621,488,666,-4,-1.333333333333333,0.4,-4,-2.0,-4,-282,34.0,-38.0,-4.0,-13.767205599950444,-16,-29,-2,0,-1,1.0,0,0.8,1.0,0.125,0.014184397163121,0.004545454545455,1,1.8,11.70322364828032,0.086028811550487,-0.880200264461276,0.973500838498914,0.053211918478598,43.3201303060579,13,0.166449854426067,,348,-66,-24,666,214,84,0.238738738738739,0.654205607476636,0.642857142857143,4,0.0,-2.5,0.006006006006006,0.0,,-0.189655172413793,-0.363636363636364,14,3,1687,-5,-0.2,2,1.0,7.07106781186548,12.4498995979887,16.062378404209,1.078327732034385,1,0,1.0,0,1,,170,25,669,-345,3788,3124,238,-583,24.06,12,0,3,241.039,-190,-18.6,20,0.15,-0.52,0.08,91.67,95,-0.13,0.03,0.54,1.0,2,0.67,,0,0,0,0,0,0,0,0,2.0,39.0,37.0,1,,348.0,358.0,4.0,1.333333333333333,4.0,0.6006006006006006,87.0,0.5225225225225225,1.3647540983606556,0.2701149425287356,0.548936170212766,1.0,0.6666666666666666,1,1.0,13.767205599950444,16.0,3,0.0114942528735632,52.2,SELL,0.0,,,0.0,,100.0,0.0,,,0.0,,56.0,2022,0
LB_20220901_093124_SELL_0002,2022-09-01,discovery,B_CLEAN_BREAKOUT,2022-09-01 13:31:25.053000+00:00,2022-09-01 13:31:24+00:00,2022-09-01 13:31:25+00:00,SL; MFE<=10; MAE>=SL inicial,BUY,SELL,12158.75,60,60,SL,-60,60,5,09:33:29.287,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-09-01_NY.csv,-183,-225,-240,-314,-370,-3,-183,-141,-3.777134528782676,0.976190476190476,0.262096774193548,273,313,-6,-3.0,-3.0,-4,-1.333333333333333,-6,-240,23.0,-27.0,-4.0,-13.383719336713716,-8,-19,-6,0,-1,0.2,0,0.0,0.0,1.0,0.033333333333333,0.016949152542373,5,0.4,6.062390726044112,0.296437482061478,-0.77644195260934,0.923794028905576,0.09483349321639,21.7208065768881,7,0.008222557215294,0.0,183,57,74,313,159,184,0.207667731629393,0.320754716981132,0.298913043478261,6,1.0,3.0,0.019169329073482,0.166666666666667,3.0,0.311475409836066,1.298245614035088,1,1,313,11,3.0,1,,8.66025403784439,11.4891252930761,15.3948043183407,1.377945636523871,3,0,1.0,0,1,38.0,115,15,2150,-408,1509,5150,236,-644,0.6,11,0,1,85.053,-135,-44.75,20,0.13,-0.19,0.05,56.67,45,0.0,0.0,0.49,0.0,0,0.0,,0,0,0,0,0,0,0,0,1.0,53.0,52.0,1,38.0,183.0,141.0,6.0,3.0,4.0,1.9169329073482428,30.5,0.5846645367412141,1.1465201465201464,0.4371584699453552,0.785,1.0,1.0,1,0.6666666666666666,13.383719336713716,8.0,2,0.0327868852459016,12.2,SELL,0.85,0.4594594594594595,-0.3703703703703703,5.0,216.00000000034925,40.0,0.5384615384615384,0.1346153846153846,-0.7627118644067796,0.0,,13.0,2022,0
LB_20220928_093328_SELL_0001,2022-09-28,discovery,B_CLEAN_BREAKOUT,2022-09-28 13:33:29.039000+00:00,2022-09-28 13:33:28+00:00,2022-09-28 13:33:29+00:00,SL; MFE<=10; MAE>=SL inicial,BUY,SELL,11297.5,60,60,SL,-60,60,0,09:34:06.303,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-09-28_NY.csv,-190,-199,-216,-213,-198,12,-190,-181,-5.922417297172761,1.0,0.263565891472868,265,326,-4,-1.666666666666667,-1.2,-3,-1.333333333333333,-4,-216,22.0,-30.0,-8.0,-16.498822521943907,-15,-22,-6,0,-1,1.0,1,0.5,0.863120568566631,0.615384615384615,0.023148148148148,0.012820512820513,2,0.7,7.558526516322656,0.105115903550864,-0.393870533593515,0.921551203450451,0.072075929494041,28.5661343664993,8,0.014914722043816,,190,26,-3,326,64,77,0.208588957055215,0.296875,0.519480519480519,4,0.5,0.0,0.012269938650307,0.125,0.0,0.136842105263158,-0.115384615384615,25,9,1179,-3,1.0,3,1.0,5.74456264653803,8.36660026534076,15.4272486205415,0.912103488157591,2,0,1.0,0,1,,110,40,1467,-229,-888,2480,-36,-193,1.38,8,0,0,209.039,-150,188.82,40,0.36,-0.16,-0.01,120.0,88,-0.26,0.01,1.09,0.59,2,0.0,,0,0,0,0,0,0,0,0,0.0,39.0,39.0,1,,190.0,181.0,4.0,1.666666666666667,3.0,1.2269938650306749,47.5,0.5828220858895705,1.230188679245283,0.3789473684210526,0.5916666666666667,1.0,1.0,1,0.75,16.498822521943907,15.0,2,0.0210526315789473,28.5,SELL,0.087719298245614,0.1063829787234042,-0.8076923076923077,0.0,,57.0,,,,0.0,,0.0,2022,0
LB_20221025_093119_BUY_0001,2022-10-25,discovery,B_CLEAN_BREAKOUT,2022-10-25 13:31:20.076000+00:00,2022-10-25 13:31:19+00:00,2022-10-25 13:31:20+00:00,SL; MFE<=10; MAE>=SL inicial,SELL,BUY,11552.5,60,60,SL,-60,60,5,09:32:46.114,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-10-25_NY.csv,252,249,341,369,376,252,-3,255,4.28286907467048,0.974683544303797,5.131147540983607,204,374,4,2.0,1.6,5,1.333333333333333,4,341,27.0,3.0,30.0,13.7142460427659,6,3,20,2,0,0.4,1,0.75,0.970950594454669,0.727272727272727,0.017595307917889,0.010889292196007,1,0.3,7.960799527980168,-0.313066837490461,-1.172809599615899,0.936545494065577,0.073451818939184,24.9303327056334,5,1.0,,252,89,28,374,177,94,0.163101604278075,0.248587570621469,0.351063829787234,4,1.0,1.0,0.010695187165775,0.25,1.0,0.353174603174603,0.314606741573034,14,3,1387,5,1.6,0,1.0,5.56776436283002,8.42614977317636,11.3578166916005,1.200774943574477,3,0,1.0,0,1,,135,15,1414,360,1188,5800,34,326,0.75,11,1,0,80.076,-150,-262.58,15,0.11,-0.25,-0.01,70.0,58,0.0,0.0,0.52,0.0,0,0.0,,0,0,0,0,0,0,0,0,0.0,76.0,76.0,1,,252.0,255.0,4.0,2.0,5.0,1.0695187165775402,63.0,0.6737967914438503,1.8333333333333333,0.451058201058201,0.649266862170088,1.0,1.0,1,1.25,13.7142460427659,6.0,3,0.0158730158730158,37.8,BUY,0.3,0.1333333333333333,-0.7647058823529411,3.0,102.999999995518,20.0,1.2285714285714286,0.5058823529411764,-0.328125,0.0,52.99999999988359,35.0,2022,0
LB_20221026_093108_SELL_0002,2022-10-26,discovery,A_TRUE_ABSORPTION,2022-10-26 13:31:09.077000+00:00,2022-10-26 13:31:08+00:00,2022-10-26 13:31:09+00:00,TP; MAE<=10; MFE>=TP inicial,BUY,SELL,11435.0,60,60,TP,60,0,60,09:31:47.164,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-10-26_NY.csv,-177,-196,-192,-182,-295,20,-177,-158,-3.383512586275668,0.970588235294118,0.354014598540146,348,371,-4,-2.333333333333333,-1.0,-3,-1.0,-4,-192,29.0,-35.0,-6.0,-15.537222696245736,-13,-21,-5,0,1,0.6,1,0.428571428571429,0.811278124459133,0.5,0.036458333333333,0.011290322580645,4,1.4,7.933215058241144,0.285974099793816,-0.523211529579593,0.940892362218528,0.068259385665529,29.8888375499662,10,0.022397610921502,-5.0,177,15,-10,371,249,166,0.261455525606469,0.469879518072289,0.530120481927711,4,1.5,-1.0,0.01078167115903,0.375,-0.666666666666667,0.084745762711864,-0.666666666666667,14,3,1588,-1,1.0,0,1.0,6.48074069840786,8.06225774829855,11.916375287813,1.332159107360655,2,0,1.0,0,1,38.0,145,35,1421,-289,-350,7977,-643,354,3.86,10,0,0,69.077,-175,-304.34,30,0.24,-0.2,-0.08,80.0,62,0.0,0.0,0.55,0.0,0,0.0,,0,0,0,0,0,0,0,0,10.0,77.0,67.0,1,38.0,177.0,158.0,4.0,2.333333333333333,3.0,1.0781671159029649,44.25,0.477088948787062,1.0660919540229885,0.3615819209039548,0.56875,1.0,1.0,1,0.75,15.537222696245736,13.0,2,0.0225988700564971,26.55,SELL,0.0,,,0.0,,55.0,0.1875,1.0,0.0,0.0,72.00000000011642,16.0,2022,1
LB_20221027_093628_SELL_0001,2022-10-27,discovery,A_TRUE_ABSORPTION,2022-10-27 13:36:29.053000+00:00,2022-10-27 13:36:28+00:00,2022-10-27 13:36:29+00:00,TP; MAE<=10; MFE>=TP inicial,BUY,SELL,11396.25,60,60,TP,60,0,60,09:36:43.962,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-10-27_NY.csv,-130,-125,-194,-249,-277,6,-130,-135,-4.061220407066422,0.993333333333333,0.336734693877551,228,262,-6,-4.333333333333333,-3.4,-4,-2.333333333333333,-6,-194,39.0,-43.0,-4.0,-33.71176330231448,-36,-49,-27,-2,0,0.2,0,0.333333333333333,0.591672778582328,0.954545454545455,0.061855670103093,0.024489795918367,3,0.5,11.14283107383672,-0.606415633879439,-0.364364614737108,0.913871707027121,0.048715501471407,39.593106348454,14,0.00011930326891,,130,64,55,262,228,229,0.251908396946565,0.359649122807018,0.379912663755459,7,3.0,2.0,0.026717557251908,0.428571428571429,0.666666666666667,0.492307692307692,0.859375,2,1,361,13,3.4,0,1.0,9.79795897113271,12.2474487139159,15.6843871413581,1.530184111352013,3,0,1.0,0,1,,195,20,1548,-248,-415,3973,23,-271,0.69,10,0,0,389.053,-215,-113.65,20,0.1,-0.16,0.01,113.33,116,-0.25,0.02,0.58,1.17,0,0.0,,0,0,0,0,0,0,0,0,17.0,53.0,36.0,1,,130.0,135.0,6.0,4.333333333333333,4.0,2.2900763358778624,21.666666666666668,0.4961832061068702,1.149122807017544,0.4974358974358974,0.7701030927835052,1.0,1.0,1,0.6666666666666666,33.71176330231448,36.0,2,0.0461538461538461,8.666666666666668,SELL,1.3333333333333333,0.2033898305084746,-0.6619718309859155,0.0,,9.0,0.7333333333333333,0.2716049382716049,-0.5728155339805825,0.0,,30.0,2022,1
LB_20221028_093127_BUY_0001,2022-10-28,discovery,B_CLEAN_BREAKOUT,2022-10-28 13:31:28.046000+00:00,2022-10-28 13:31:27+00:00,2022-10-28 13:31:28+00:00,SL; MFE<=10; MAE>=SL inicial,SELL,BUY,11252.5,60,60,SL,-60,60,0,09:32:17.109,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-10-28_NY.csv,175,175,177,139,137,175,-29,175,4.527997632340718,1.0,3.397260273972603,239,321,4,1.333333333333333,0.6,4,1.666666666666667,4,177,32.0,5.0,37.0,18.217347220942024,14,7,27,0,1,1.0,1,0.75,0.970950594454669,0.333333333333333,0.022598870056497,0.009280742459397,1,0.9,8.98927318912424,-0.097180966073334,-0.84958562814965,0.949491005345603,0.063231634252005,33.2002651217481,10,0.994561710756752,,175,2,-38,321,110,142,0.227414330218069,0.490909090909091,0.633802816901408,4,0.0,-0.5,0.012461059190031,0.0,,0.011428571428571,-19.0,14,3,1675,-2,0.6,3,1.0,4.79583152331272,10.4403065089106,14.560219778561,0.806810632197183,1,0,1.0,0,1,,160,30,3149,583,-1754,7702,578,5,1.07,11,2,0,88.046,-185,-451.62,25,0.19,-0.19,-0.08,85.0,74,0.0,0.0,0.53,0.0,0,0.0,,0,0,0,0,0,0,0,0,0.0,46.0,46.0,1,,175.0,175.0,4.0,1.333333333333333,4.0,1.2461059190031152,43.75,0.5451713395638629,1.343096234309623,0.3371428571428571,0.4711864406779661,1.0,1.0,1,1.0,18.217347220942024,14.0,2,0.0228571428571428,26.25,BUY,0.0769230769230769,0.08,-0.8518518518518519,0.0,336.99999999953434,52.0,0.2222222222222222,1.0,0.0,0.0,620.9999999991851,9.0,2022,0
LB_20221103_093349_BUY_0001,2022-11-03,discovery,A_TRUE_ABSORPTION,2022-11-03 13:33:50.021000+00:00,2022-11-03 13:33:49+00:00,2022-11-03 13:33:50+00:00,TP; MAE<=10; MFE>=TP inicial,SELL,BUY,10846.25,60,60,TP,60,10,60,09:34:40.747,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-11-03_NY.csv,163,171,183,245,341,163,-16,155,4.915606754632433,1.0,2.263565891472868,366,421,6,2.666666666666667,2.4,5,1.333333333333333,6,183,30.0,13.0,43.0,29.454269078167677,37,26,41,1,-1,1.0,1,0.142857142857143,0.811278124459133,0.9375,0.038251366120219,0.012939001848429,5,0.7,8.4430419382144,1.014642925828127,1.166152272123431,0.886190441507741,0.07306641933323,29.7522693432998,12,0.999124027412789,,163,20,62,421,120,160,0.306413301662708,0.416666666666667,0.30625,6,0.5,2.0,0.014251781472684,0.083333333333333,4.0,0.122699386503067,3.1,6,3,471,-1,2.4,1,4.0,7.21110255092798,12.369316876853,18.4390889145858,0.957938964038694,3,0,1.0,0,1,,150,65,3922,788,-522,4076,-6,794,1.3,9,1,1,230.021,-215,98.08,65,0.43,-0.2,0.0,116.67,90,-0.03,-0.02,0.78,0.94,0,0.0,,0,0,0,0,0,0,0,0,1.0,21.0,20.0,1,,163.0,155.0,6.0,2.666666666666667,5.0,1.4251781472684086,27.166666666666668,0.3871733966745843,1.150273224043716,0.3742331288343558,0.8032786885245902,1.0,1.0,1,0.8333333333333334,29.454269078167677,37.0,2,0.0368098159509202,10.866666666666667,BUY,1.0952380952380951,0.3538461538461538,-0.4772727272727273,10.0,49.999999995634425,21.0,,,,0.0,,0.0,2022,1
LB_20230321_093130_BUY_0001,2023-03-21,discovery,B_CLEAN_BREAKOUT,2023-03-21 13:31:31.049993+00:00,2023-03-21 13:31:30+00:00,2023-03-21 13:31:31+00:00,SL; MFE<=10; MAE>=SL inicial,SELL,BUY,12801.25,60,60,SL,-60,60,0,09:32:10.416,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-03-21_NY.csv,179,205,224,225,322,179,-4,153,5.151909232085059,1.0,8.782608695652174,153,225,2,1.333333333333333,0.6,1,1.0,2,224,18.0,3.0,21.0,10.555014278515031,7,1,16,1,0,0.8,1,0.428571428571429,0.811278124459133,0.666666666666667,0.017857142857143,0.01219512195122,3,0.6,6.10452975460924,-0.43850055772589,-1.253590169885336,0.903810468476461,0.133546111204435,16.3416412461798,5,1.0,,179,45,1,225,103,95,0.102222222222222,0.281553398058252,0.494736842105263,2,1.0,0.0,0.008888888888889,0.5,0.0,0.251396648044693,0.022222222222222,14,3,1054,1,0.8,0,1.0,3.3166247903554,5.09901951359278,7.48331477354788,1.085620296683619,2,0,1.0,0,1,,90,15,1411,355,2298,4544,298,57,0.48,11,1,0,91.05,-105,-228.93,15,0.17,-0.25,-0.07,45.0,35,0.0,0.0,0.5,0.0,0,0.0,,0,0,0,0,0,0,0,0,8.41,49.99,41.58,1,,179.0,153.0,2.0,1.333333333333333,1.0,0.8888888888888888,89.5,0.7955555555555556,1.4705882352941178,0.4171322160148976,0.6026785714285714,1.0,1.0,1,0.5,10.555014278515031,7.0,3,0.0111731843575419,71.60000000000001,BUY,,,,,,,,,,,,,2023,0
