iteration,roc_auc
100,0.7451640033641715
101,0.6349873843566022
102,0.6097560975609756
103,0.6753574432296047
104,0.712363330529857
105,0.6139613120269134
106,0.7359125315391085
107,0.6476030277544155
108,0.6190075693860386
109,0.671152228763667
110,0.6661059714045416
111,0.7064760302775441
112,0.6862910008410429
113,0.6156433978132885
114,0.7140454163162322
115,0.6274179983179142
116,0.6265769554247267
117,0.6829268292682927
118,0.6568544995794786
119,0.6206896551724138
120,0.7207737594617325
121,0.8065601345668628
122,0.6745164003364171
123,0.6677880571909167
124,0.6509671993271657
125,0.6938603868797308
126,0.7047939444911689
127,0.7064760302775441
128,0.6812447434819175
129,0.6450798990748527
130,0.6787216148023548
131,0.6736753574432296
132,0.6534903280067282
133,0.6745164003364171
134,0.640874684608915
135,0.695542472666106
136,0.7846930193439865
137,0.7325483599663583
138,0.6661059714045416
139,0.6534903280067283
140,0.6383515559293523
141,0.6467619848612279
142,0.7165685449957948
143,0.6963835155592936
144,0.6846089150546678
145,0.7266610597140455
146,0.6778805719091673
147,0.6989066442388562
148,0.607232968881413
149,0.5794785534062237
150,0.6206896551724138
151,0.625735912531539
152,0.6896551724137931
153,0.6947014297729184
154,0.6442388561816652
155,0.6812447434819177
156,0.7098402018502944
157,0.7224558452481076
158,0.6526492851135408
159,0.6661059714045416
160,0.6156433978132885
161,0.7518923465096721
162,0.7325483599663583
163,0.7417998317914214
164,0.6921783010933557
165,0.5912531539108494
166,0.6619007569386038
167,0.6930193439865433
168,0.7527333894028596
169,0.6232127838519764
170,0.68040370058873
171,0.6518082422203532
172,0.6097560975609756
173,0.7300252312867956
174,0.6484440706476029
175,0.7401177460050463
176,0.5651808242220353
177,0.6770395290159799
178,0.7628259041211102
179,0.6181665264928511
180,0.624053826745164
181,0.7460050462573591
182,0.6543313708999159
183,0.5895710681244744
184,0.6248948696383516
185,0.6139613120269134
186,0.6854499579478553
187,0.6442388561816653
188,0.6871320437342304
189,0.6610597140454163
190,0.7510513036164845
191,0.7308662741799832
192,0.8048780487804879
193,0.7249789739276703
194,0.8149705634987384
195,0.6459209419680404
196,0.7165685449957947
197,0.6215306980656014
198,0.6989066442388562
199,0.6980656013456686
200,0.6105971404541631
201,0.7300252312867956
202,0.689655172413793
203,0.7880571909167368
204,0.6442388561816653
205,0.5735912531539109
206,0.631623212783852
207,0.629941126997477
208,0.6938603868797308
209,0.6879730866274179
210,0.6526492851135408
211,0.6307821698906644
212,0.7216148023549201
213,0.6745164003364171
214,0.6349873843566022
215,0.6333052985702271
216,0.7804878048780487
217,0.6492851135407905
218,0.6492851135407905
219,0.671152228763667
220,0.7241379310344827
221,0.7232968881412951
222,0.5870479394449116
223,0.6719932716568545
224,0.7720773759461732
225,0.5719091673675357
226,0.6854499579478553
227,0.704793944491169
228,0.75946173254836
229,0.6307821698906644
230,0.7132043734230445
231,0.6610597140454163
232,0.6761984861227923
233,0.6947014297729185
234,0.657695542472666
235,0.6518082422203533
236,0.5862068965517241
237,0.6644238856181666
238,0.6947014297729184
239,0.6433978132884777
240,0.7729184188393609
241,0.6089150546677881
242,0.5542472666105971
243,0.6888141295206056
244,0.6837678721614803
245,0.7216148023549201
246,0.7241379310344828
247,0.7451640033641715
248,0.703111858704794
249,0.671152228763667
250,0.7821698906644239
251,0.7594617325483599
252,0.7031118587047939
253,0.6156433978132884
254,0.6341463414634146
255,0.6778805719091674
256,0.6989066442388561
257,0.7451640033641715
258,0.744322960470984
259,0.6736753574432296
260,0.6753574432296047
261,0.7359125315391085
262,0.6888141295206055
263,0.6862910008410429
264,0.6526492851135408
265,0.6703111858704794
266,0.5441547518923465
267,0.6989066442388562
268,0.5979814970563498
269,0.7569386038687973
270,0.712363330529857
271,0.6728343145500421
272,0.7031118587047939
273,0.6829268292682926
274,0.687973086627418
275,0.6307821698906644
276,0.6812447434819177
277,0.7586206896551724
278,0.7132043734230445
279,0.7964676198486123
280,0.6602186711522288
281,0.7005887300252313
282,0.656013456686291
283,0.7283431455004206
284,0.6358284272497897
285,0.7081581160639192
286,0.72161480235492
287,0.6694701429772918
288,0.6122792262405383
289,0.6837678721614803
290,0.6619007569386038
291,0.6761984861227922
292,0.6593776282590412
293,0.712363330529857
294,0.704793944491169
295,0.7106812447434819
296,0.7081581160639193
297,0.7451640033641715
298,0.6492851135407907
299,0.7207737594617326
300,0.7779646761984862
301,0.7165685449957948
302,0.5164003364171572
303,0.6206896551724138
304,0.6492851135407905
305,0.6610597140454163
306,0.6745164003364172
307,0.7771236333052987
308,0.6080740117746005
309,0.575273338940286
310,0.6526492851135408
311,0.7073170731707317
312,0.72161480235492
313,0.6417157275021026
314,0.657695542472666
315,0.6947014297729185
316,0.7956265769554247
317,0.7401177460050462
318,0.7157275021026072
319,0.6602186711522288
320,0.6644238856181665
321,0.6904962153069806
322,0.7207737594617326
323,0.7081581160639192
324,0.6896551724137931
325,0.6930193439865433
326,0.7426408746846089
327,0.607232968881413
328,0.6089150546677881
329,0.6812447434819175
330,0.6097560975609756
331,0.7401177460050462
332,0.6534903280067283
333,0.5971404541631624
334,0.8284272497897393
335,0.7586206896551724
336,0.6896551724137931
337,0.7241379310344828
338,0.7064760302775441
339,0.6703111858704794
340,0.6232127838519764
341,0.7073170731707318
342,0.6349873843566022
343,0.7031118587047939
344,0.744322960470984
345,0.6644238856181666
346,0.6854499579478553
347,0.7493692178301093
348,0.6576955424726662
349,0.6265769554247267
350,0.6274179983179142
351,0.6686291000841043
352,0.6787216148023549
353,0.6291000841042894
354,0.6526492851135408
355,0.6837678721614803
356,0.7300252312867955
357,0.6366694701429773
358,0.6694701429772918
359,0.6206896551724138
360,0.735071488645921
361,0.6274179983179142
362,0.704793944491169
363,0.5063078216989066
364,0.6181665264928512
365,0.6795626576955424
366,0.6417157275021026
367,0.6703111858704794
368,0.6677880571909167
369,0.7434819175777965
370,0.5962994112699748
371,0.7140454163162321
372,0.7518923465096721
373,0.6366694701429774
374,0.5937762825904122
375,0.657695542472666
376,0.7502102607232969
377,0.789739276703112
378,0.7586206896551724
379,0.7569386038687973
380,0.7249789739276703
381,0.7619848612279226
382,0.7089991589571069
383,0.6837678721614803
384,0.7232968881412952
385,0.6753574432296047
386,0.6930193439865433
387,0.7956265769554248
388,0.63919259882254
389,0.6703111858704794
390,0.6888141295206056
391,0.6366694701429774
392,0.6627417998317914
393,0.6795626576955425
394,0.7712363330529857
395,0.7905803195962994
396,0.7510513036164844
397,0.6055508830950378
398,0.6030277544154752
399,0.6383515559293524
400,0.7888982338099244
401,0.6534903280067283
402,0.5584524810765349
403,0.7468460891505467
404,0.7216148023549201
405,0.6265769554247266
406,0.7216148023549201
407,0.704793944491169
408,0.7182506307821699
409,0.5668629100084104
410,0.6989066442388562
411,0.7207737594617325
412,0.7106812447434819
413,0.8250630782169891
414,0.6568544995794786
415,0.6223717409587889
416,0.7140454163162322
417,0.6299411269974768
418,0.6888141295206055
419,0.7905803195962995
420,0.7140454163162321
421,0.520605550883095
422,0.687973086627418
423,0.704793944491169
424,0.616484440706476
425,0.6761984861227923
426,0.6467619848612279
427,0.7098402018502944
428,0.6433978132884777
429,0.7417998317914214
430,0.6677880571909167
431,0.5727502102607233
432,0.5466778805719091
433,0.5634987384356602
434,0.6770395290159799
435,0.6770395290159799
436,0.7039529015979815
437,0.7359125315391085
438,0.6341463414634146
439,0.6921783010933558
440,0.6644238856181666
441,0.712363330529857
442,0.7308662741799832
443,0.736753574432296
444,0.6585365853658537
445,0.654331370899916
446,0.6804037005887301
447,0.5769554247266611
448,0.7434819175777965
449,0.6265769554247266
450,0.7064760302775441
451,0.704793944491169
452,0.7258200168208578
453,0.671152228763667
454,0.7409587888982337
455,0.7493692178301093
456,0.727502102607233
457,0.7502102607232969
458,0.6745164003364171
459,0.7056349873843566
460,0.6711522287636669
461,0.6534903280067283
462,0.68040370058873
463,0.7468460891505466
464,0.6980656013456686
465,0.6677880571909167
466,0.6585365853658537
467,0.7148864592094197
468,0.6501261564339781
469,0.7056349873843566
470,0.7485281749369217
471,0.7224558452481076
472,0.6837678721614803
473,0.6837678721614803
474,0.6980656013456686
475,0.6904962153069807
476,0.7022708158116064
477,0.6719932716568545
478,0.6139613120269134
479,0.7182506307821699
480,0.7460050462573591
481,0.6223717409587889
482,0.6248948696383515
483,0.6930193439865433
484,0.7905803195962995
485,0.7544154751892346
486,0.592094196804037
487,0.7207737594617326
488,0.7031118587047939
489,0.6619007569386038
490,0.6408746846089151
491,0.6274179983179142
492,0.6492851135407905
493,0.7064760302775441
494,0.6703111858704794
495,0.6467619848612279
496,0.6206896551724138
497,0.6719932716568545
498,0.6476030277544155
499,0.7089991589571067
500,0.736753574432296
501,0.6560134566862911
502,0.72161480235492
503,0.6652649285113541
504,0.6736753574432296
505,0.6400336417157275
506,0.757779646761985
507,0.7039529015979815
508,0.68040370058873
509,0.753574432296047
510,0.631623212783852
511,0.735071488645921
512,0.7182506307821699
513,0.7628259041211102
514,0.7560975609756098
515,0.7720773759461732
516,0.68040370058873
517,0.6610597140454163
518,0.704793944491169
519,0.6602186711522288
520,0.704793944491169
521,0.7359125315391085
522,0.607232968881413
523,0.6947014297729184
524,0.7325483599663583
525,0.6131202691337259
526,0.6686291000841044
527,0.6274179983179142
528,0.7031118587047939
529,0.5979814970563498
530,0.7333894028595458
531,0.6181665264928511
532,0.6904962153069807
533,0.7788057190916737
534,0.6341463414634146
535,0.7258200168208578
536,0.631623212783852
537,0.6585365853658536
538,0.6232127838519764
539,0.6947014297729185
540,0.6888141295206055
541,0.6291000841042893
542,0.6921783010933558
543,0.7342304457527333
544,0.6761984861227922
545,0.6972245584524811
546,0.5542472666105971
547,0.7695542472666106
548,0.648444070647603
549,0.6635828427249789
550,0.6425567703952901
551,0.7089991589571067
552,0.7056349873843566
553,0.7190916736753574
554,0.657695542472666
555,0.687973086627418
556,0.6745164003364172
557,0.7527333894028596
558,0.6669470142977292
559,0.7317073170731707
560,0.7300252312867956
561,0.6349873843566022
562,0.7712363330529857
563,0.6644238856181666
564,0.6770395290159799
565,0.6349873843566022
566,0.6686291000841044
567,0.6619007569386038
568,0.6669470142977292
569,0.7720773759461733
570,0.7333894028595458
571,0.6366694701429773
572,0.6190075693860387
573,0.6248948696383515
574,0.7527333894028596
575,0.6501261564339781
576,0.7266610597140454
577,0.7258200168208578
578,0.719932716568545
579,0.5719091673675356
580,0.6383515559293524
581,0.6501261564339781
582,0.6585365853658537
583,0.6812447434819175
584,0.671152228763667
585,0.7005887300252313
586,0.616484440706476
587,0.8225399495374264
588,0.7031118587047939
589,0.7005887300252313
590,0.6518082422203532
591,0.5651808242220353
592,0.63919259882254
593,0.6846089150546678
594,0.6534903280067283
595,0.6492851135407905
596,0.7300252312867955
597,0.5904121110176619
598,0.6812447434819177
599,0.6349873843566022
600,0.5534062237174096
601,0.5719091673675358
602,0.6223717409587889
603,0.6661059714045415
604,0.6761984861227922
605,0.624053826745164
606,0.689655172413793
607,0.7493692178301093
608,0.7468460891505466
609,0.6846089150546678
610,0.695542472666106
611,0.6492851135407905
612,0.7098402018502944
613,0.6980656013456686
614,0.5567703952901597
615,0.6989066442388562
616,0.7560975609756098
617,0.7367535744322962
618,0.6551724137931034
619,0.6324642556770396
620,0.6408746846089151
621,0.6627417998317914
622,0.6139613120269134
623,0.6215306980656015
624,0.7308662741799832
625,0.7577796467619848
626,0.7089991589571067
627,0.6896551724137931
628,0.7089991589571069
629,0.7308662741799832
630,0.6761984861227922
631,0.7157275021026072
632,0.7073170731707318
633,0.6543313708999159
634,0.6904962153069806
635,0.6131202691337259
636,0.7762825904121111
637,0.6694701429772919
638,0.689655172413793
639,0.7317073170731707
640,0.7064760302775441
641,0.832632464255677
642,0.6669470142977292
643,0.6921783010933558
644,0.7056349873843566
645,0.6543313708999159
646,0.6551724137931034
647,0.7830109335576115
648,0.648444070647603
649,0.6080740117746005
650,0.5735912531539108
651,0.6904962153069807
652,0.6938603868797308
653,0.7089991589571067
654,0.7022708158116064
655,0.7737594617325484
656,0.7275021026072329
657,0.6265769554247266
658,0.6904962153069806
659,0.7535744322960471
660,0.7359125315391084
661,0.7737594617325483
662,0.6013456686291001
663,0.727502102607233
664,0.7342304457527334
665,0.7813288477712363
666,0.624053826745164
667,0.6442388561816653
668,0.6551724137931034
669,0.6904962153069806
670,0.6257359125315392
671,0.7712363330529858
672,0.7375946173254836
673,0.671152228763667
674,0.7056349873843566
675,0.6930193439865434
676,0.727502102607233
677,0.7317073170731707
678,0.7485281749369218
679,0.6450798990748529
680,0.6904962153069806
681,0.6837678721614803
682,0.7140454163162322
683,0.6131202691337259
684,0.7426408746846089
685,0.6703111858704794
686,0.6980656013456686
687,0.6576955424726662
688,0.624053826745164
689,0.7039529015979815
690,0.6198486122792263
691,0.63919259882254
692,0.6173254835996637
693,0.5946173254835997
694,0.607232968881413
695,0.6787216148023548
696,0.8124474348191758
697,0.7022708158116064
698,0.735071488645921
699,0.6812447434819177
700,0.6518082422203532
701,0.7434819175777965
702,0.6921783010933558
703,0.6442388561816653
704,0.6299411269974768
705,0.6745164003364171
706,0.6661059714045415
707,0.6476030277544155
708,0.6324642556770396
709,0.6013456686291001
710,0.6904962153069806
711,0.6080740117746005
712,0.7771236333052987
713,0.6888141295206055
714,0.6543313708999159
715,0.7031118587047939
716,0.5895710681244744
717,0.7300252312867956
718,0.7266610597140454
719,0.7502102607232969
720,0.6753574432296047
721,0.7031118587047939
722,0.7746005046257359
723,0.6745164003364171
724,0.6223717409587889
725,0.727502102607233
726,0.7190916736753574
727,0.7333894028595458
728,0.6190075693860387
729,0.6694701429772919
730,0.6551724137931034
731,0.6854499579478553
732,0.5567703952901598
733,0.725820016820858
734,0.6795626576955425
735,0.736753574432296
736,0.6736753574432296
737,0.7569386038687972
738,0.687973086627418
739,0.703111858704794
740,0.7384356602186711
741,0.6627417998317914
742,0.6862910008410429
743,0.5971404541631623
744,0.7342304457527333
745,0.6551724137931034
746,0.7502102607232969
747,0.6223717409587889
748,0.704793944491169
749,0.7392767031118587
750,0.7005887300252314
751,0.7661900756938603
752,0.6383515559293523
753,0.6139613120269133
754,0.6501261564339782
755,0.6206896551724138
756,0.6089150546677881
757,0.7115222876366696
758,0.727502102607233
759,0.6745164003364171
760,0.6871320437342304
761,0.5971404541631623
762,0.8006728343145499
763,0.7333894028595459
764,0.6854499579478553
765,0.6778805719091673
766,0.7174095878889823
767,0.7258200168208578
768,0.6719932716568545
769,0.7232968881412952
770,0.6820857863751052
771,0.6206896551724138
772,0.6820857863751051
773,0.6661059714045416
774,0.5592935239697224
775,0.6820857863751052
776,0.7266610597140454
777,0.6030277544154752
778,0.6206896551724138
779,0.6215306980656014
780,0.703111858704794
781,0.6694701429772919
782,0.6703111858704794
783,0.6812447434819177
784,0.6736753574432296
785,0.7258200168208578
786,0.6719932716568545
787,0.6913372582001682
788,0.7258200168208578
789,0.7401177460050462
790,0.7073170731707317
791,0.6181665264928511
792,0.6425567703952901
793,0.6417157275021026
794,0.6619007569386038
795,0.616484440706476
796,0.7283431455004205
797,0.6223717409587889
798,0.6871320437342304
799,0.7645079899074853
800,0.5197645079899075
801,0.6871320437342304
802,0.6980656013456686
803,0.6181665264928511
804,0.6568544995794786
805,0.7056349873843566
806,0.648444070647603
807,0.8124474348191757
808,0.704793944491169
809,0.6829268292682926
810,0.6888141295206055
811,0.7485281749369217
812,0.7190916736753574
813,0.6669470142977292
814,0.736753574432296
815,0.7603027754415475
816,0.7148864592094196
817,0.6761984861227923
818,0.7392767031118587
819,0.6257359125315392
820,0.6829268292682926
821,0.703111858704794
822,0.657695542472666
823,0.6215306980656014
824,0.6055508830950379
825,0.7754415475189235
826,0.648444070647603
827,0.6955424726661059
828,0.6644238856181666
829,0.5996635828427249
830,0.6425567703952901
831,0.6375105130361648
832,0.6324642556770396
833,0.704793944491169
834,0.6442388561816653
835,0.6829268292682926
836,0.7325483599663583
837,0.6173254835996637
838,0.6375105130361648
839,0.6871320437342304
840,0.7342304457527333
841,0.6501261564339782
842,0.6669470142977292
843,0.744322960470984
844,0.657695542472666
845,0.6888141295206055
846,0.5651808242220353
847,0.6820857863751051
848,0.6366694701429773
849,0.6257359125315392
850,0.7325483599663583
851,0.6972245584524811
852,0.6080740117746005
853,0.7266610597140455
854,0.7577796467619848
855,0.712363330529857
856,0.8132884777123632
857,0.6770395290159797
858,0.5870479394449117
859,0.7190916736753574
860,0.6055508830950378
861,0.6745164003364172
862,0.744322960470984
863,0.7552565180824221
864,0.6139613120269134
865,0.5668629100084104
866,0.7089991589571067
867,0.7291841883936081
868,0.6282590412111018
869,0.6635828427249789
870,0.584524810765349
871,0.6652649285113541
872,0.687973086627418
873,0.6055508830950378
874,0.6703111858704793
875,0.6400336417157275
876,0.5895710681244744
877,0.6526492851135408
878,0.6997476871320437
879,0.7300252312867956
880,0.703111858704794
881,0.6795626576955425
882,0.7081581160639192
883,0.7005887300252314
884,0.68040370058873
885,0.719932716568545
886,0.7207737594617325
887,0.6080740117746005
888,0.6778805719091674
889,0.6686291000841044
890,0.6097560975609756
891,0.7788057190916737
892,0.6156433978132885
893,0.6635828427249789
894,0.6055508830950378
895,0.703111858704794
896,0.5685449957947855
897,0.7754415475189235
898,0.6518082422203533
899,0.7249789739276703
900,0.6963835155592936
901,0.5820016820857864
902,0.7485281749369218
903,0.7190916736753574
904,0.5870479394449117
905,0.8040370058873002
906,0.695542472666106
907,0.7098402018502944
908,0.625735912531539
909,0.7148864592094197
910,0.7603027754415476
911,0.7485281749369219
912,0.6417157275021026
913,0.6677880571909167
914,0.6686291000841043
915,0.7300252312867956
916,0.7409587888982337
917,0.6888141295206055
918,0.703111858704794
919,0.7308662741799832
920,0.7190916736753574
921,0.7241379310344828
922,0.7653490328006728
923,0.7174095878889823
924,0.6063919259882254
925,0.7552565180824221
926,0.6619007569386038
927,0.785534062237174
928,0.5264928511354079
929,0.6997476871320437
930,0.5584524810765349
931,0.7746005046257359
932,0.687973086627418
933,0.6812447434819175
934,0.751892346509672
935,0.7401177460050463
936,0.6997476871320438
937,0.7426408746846089
938,0.7897392767031118
939,0.7417998317914214
940,0.6097560975609756
941,0.6593776282590412
942,0.6333052985702271
943,0.7157275021026073
944,0.71825063078217
945,0.6761984861227922
946,0.6652649285113541
947,0.6652649285113541
948,0.6753574432296047
949,0.6619007569386038
950,0.5828427249789739
951,0.671152228763667
952,0.6181665264928512
953,0.6526492851135408
954,0.712363330529857
955,0.7081581160639192
956,0.7157275021026072
957,0.6770395290159797
958,0.6770395290159799
959,0.6904962153069806
960,0.6854499579478555
961,0.7157275021026073
962,0.6148023549201009
963,0.6904962153069806
964,0.7089991589571069
965,0.7148864592094197
966,0.5416316232127839
967,0.6829268292682926
968,0.6904962153069806
969,0.7409587888982337
970,0.6812447434819175
971,0.6795626576955425
972,0.6433978132884778
973,0.7577796467619848
974,0.6627417998317914
975,0.6576955424726662
976,0.6063919259882254
977,0.7409587888982337
978,0.6635828427249789
979,0.7426408746846089
980,0.6366694701429773
981,0.6501261564339781
982,0.6551724137931034
983,0.6164844407064761
984,0.7434819175777965
985,0.6585365853658536
986,0.6812447434819175
987,0.6963835155592935
988,0.671152228763667
989,0.6921783010933558
990,0.5912531539108494
991,0.8477712363330531
992,0.6543313708999159
993,0.736753574432296
994,0.6156433978132885
995,0.656013456686291
996,0.6963835155592936
997,0.7115222876366694
998,0.7653490328006728
999,0.7510513036164844
1000,0.671152228763667
1001,0.616484440706476
1002,0.7081581160639193
1003,0.7317073170731707
1004,0.7712363330529857
1005,0.6021867115222876
1006,0.6829268292682927
1007,0.5946173254835996
1008,0.6980656013456686
1009,0.736753574432296
1010,0.6770395290159797
1011,0.8015138772077376
1012,0.6677880571909167
1013,0.727502102607233
1014,0.7224558452481077
1015,0.5475189234650967
1016,0.7283431455004205
1017,0.7190916736753574
1018,0.7174095878889823
1019,0.7165685449957948
1020,0.6072329688814129
1021,0.6492851135407905
1022,0.6694701429772919
1023,0.6232127838519764
1024,0.6282590412111018
1025,0.6854499579478553
1026,0.7443229604709841
1027,0.8107653490328006
1028,0.6433978132884777
1029,0.6274179983179142
1030,0.7636669470142977
1031,0.6888141295206055
1032,0.7527333894028595
1033,0.6753574432296048
1034,0.7333894028595458
1035,0.689655172413793
1036,0.6644238856181665
1037,0.6854499579478553
1038,0.5517241379310345
1039,0.7056349873843566
1040,0.7678721614802355
1041,0.7300252312867956
1042,0.6770395290159797
1043,0.6963835155592935
1044,0.7232968881412952
1045,0.6366694701429773
1046,0.6021867115222876
1047,0.687973086627418
1048,0.6787216148023549
1049,0.6358284272497897
1050,0.7846930193439865
1051,0.6265769554247267
1052,0.7232968881412952
1053,0.736753574432296
1054,0.704793944491169
1055,0.7014297729184188
1056,0.6963835155592935
1057,0.6610597140454163
1058,0.6837678721614803
1059,0.704793944491169
1060,0.625735912531539
1061,0.7081581160639193
1062,0.719932716568545
1063,0.6383515559293524
1064,0.719932716568545
1065,0.6543313708999158
1066,0.7342304457527333
1067,0.6610597140454163
1068,0.7628259041211101
1069,0.6820857863751052
1070,0.767031118587048
1071,0.8065601345668629
1072,0.687973086627418
1073,0.5988225399495374
1074,0.6551724137931034
1075,0.7182506307821699
1076,0.6736753574432296
1077,0.8191757779646762
1078,0.5719091673675358
1079,0.6518082422203534
1080,0.6316232127838519
1081,0.7148864592094197
1082,0.6661059714045416
1083,0.7468460891505467
1084,0.6787216148023549
1085,0.7073170731707317
1086,0.7056349873843566
1087,0.7325483599663583
1088,0.6005046257359126
1089,0.7342304457527334
1090,0.7005887300252313
1091,0.6736753574432296
1092,0.6963835155592936
1093,0.6652649285113541
1094,0.6644238856181666
1095,0.6644238856181665
1096,0.7014297729184189
1097,0.6299411269974768
1098,0.6980656013456686
1099,0.6610597140454163
1100,0.7148864592094197
1101,0.7325483599663583
1102,0.5962994112699749
1103,0.661900756938604
1104,0.6122792262405383
1105,0.5761143818334734
1106,0.7485281749369218
1107,0.7350714886459209
1108,0.6593776282590412
1109,0.535744322960471
1110,0.7779646761984862
1111,0.529857022708158
1112,0.648444070647603
1113,0.7300252312867956
1114,0.6989066442388562
1115,0.7031118587047939
1116,0.6904962153069807
1117,0.7325483599663583
1118,0.6963835155592936
1119,0.6913372582001681
1120,0.7291841883936081
1121,0.6223717409587888
1122,0.6820857863751052
1123,0.6963835155592936
1124,0.5231286795626577
1125,0.7392767031118588
1126,0.6215306980656014
1127,0.616484440706476
1128,0.7216148023549201
1129,0.6543313708999159
1130,0.6492851135407905
1131,0.6005046257359126
1132,0.6265769554247267
1133,0.6997476871320437
1134,0.6745164003364171
1135,0.6198486122792263
1136,0.593776282590412
1137,0.7493692178301093
1138,0.6282590412111018
1139,0.6820857863751051
1140,0.7342304457527334
1141,0.7754415475189235
1142,0.7451640033641715
1143,0.6156433978132885
1144,0.656013456686291
1145,0.6770395290159797
1146,0.7695542472666106
1147,0.6467619848612279
1148,0.6602186711522288
1149,0.71825063078217
1150,0.6753574432296047
1151,0.6030277544154752
1152,0.6492851135407907
1153,0.6324642556770395
1154,0.7804878048780488
1155,0.6139613120269134
1156,0.7300252312867956
1157,0.6324642556770395
1158,0.6871320437342304
1159,0.6585365853658536
1160,0.6854499579478553
1161,0.712363330529857
1162,0.5912531539108494
1163,0.7434819175777965
1164,0.6955424726661059
1165,0.6425567703952901
1166,0.7098402018502944
1167,0.7207737594617325
1168,0.7754415475189235
1169,0.6366694701429773
1170,0.6837678721614803
1171,0.6248948696383515
1172,0.8040370058873002
1173,0.6139613120269134
1174,0.6602186711522288
1175,0.7073170731707317
1176,0.5811606391925987
1177,0.6038687973086628
1178,0.712363330529857
1179,0.6610597140454163
1180,0.6610597140454163
1181,0.6021867115222876
1182,0.6820857863751051
1183,0.6501261564339781
1184,0.7073170731707318
1185,0.6021867115222876
1186,0.7678721614802355
1187,0.7417998317914213
1188,0.6543313708999159
1189,0.6375105130361648
1190,0.6518082422203533
1191,0.5550883095037847
1192,0.607232968881413
1193,0.7359125315391085
1194,0.7527333894028596
1195,0.7333894028595459
1196,0.6585365853658537
1197,0.7258200168208578
1198,0.592094196804037
1199,0.6904962153069806
1200,0.6585365853658537
1201,0.7258200168208578
1202,0.5962994112699748
1203,0.7586206896551725
1204,0.6476030277544155
1205,0.6703111858704794
1206,0.6930193439865433
1207,0.6619007569386038
1208,0.7275021026072329
1209,0.5660218671152228
1210,0.7417998317914213
1211,0.6509671993271656
1212,0.6972245584524811
1213,0.592094196804037
1214,0.72161480235492
1215,0.6442388561816653
1216,0.6862910008410429
1217,0.6635828427249789
1218,0.6366694701429773
1219,0.6719932716568545
1220,0.7249789739276703
1221,0.6770395290159797
1222,0.5626576955424727
1223,0.7493692178301093
1224,0.592094196804037
1225,0.6265769554247267
1226,0.6576955424726662
1227,0.648444070647603
1228,0.5820016820857864
1229,0.6686291000841044
1230,0.6829268292682927
1231,0.7821698906644239
1232,0.7628259041211102
1233,0.6097560975609756
1234,0.5912531539108494
1235,0.6526492851135408
1236,0.7426408746846088
1237,0.5264928511354079
1238,0.6610597140454163
1239,0.6820857863751051
1240,0.6518082422203533
1241,0.6619007569386038
1242,0.7089991589571069
1243,0.6703111858704794
1244,0.5584524810765349
1245,0.712363330529857
1246,0.68040370058873
1247,0.802354920100925
1248,0.6593776282590412
1249,0.693860386879731
1250,0.6375105130361649
1251,0.6375105130361648
1252,0.7325483599663583
1253,0.7266610597140454
1254,0.7577796467619848
1255,0.7266610597140454
1256,0.7132043734230445
1257,0.6139613120269134
1258,0.6644238856181666
1259,0.6837678721614803
1260,0.7300252312867955
1261,0.6770395290159797
