iteration,auc_CORE_BASELINE,auc_EXISTING_CAUSAL,delta_EXISTING_minus_CORE
173,0.49537426408746843,0.5357443229604709,0.04037005887300249
174,0.48948696383515555,0.44070647603027757,-0.04878048780487798
175,0.5155592935239697,0.5130361648444071,-0.002523128679562614
176,0.5222876366694702,0.5138772077375946,-0.008410428931875602
177,0.46509671993271656,0.5483599663582843,0.08326324642556776
178,0.38772077375946173,0.5273338940285954,0.1396131202691337
179,0.41968040370058873,0.5828427249789739,0.1631623212783852
180,0.5449957947855342,0.624053826745164,0.0790580319596298
181,0.46341463414634154,0.5542472666105971,0.09083263246425555
182,0.5660218671152228,0.6383515559293524,0.0723296888141296
183,0.4381833473507149,0.47518923465096724,0.03700588730025234
184,0.5517241379310345,0.4920100925147182,-0.05971404541631625
185,0.5164003364171572,0.6047098402018503,0.08830950378469304
186,0.5483599663582842,0.56013456686291,0.011774600504625754
187,0.42304457527333894,0.5862068965517242,0.16316232127838526
188,0.5021026072329688,0.5239697224558453,0.021867115222876432
189,0.6080740117746005,0.5904121110176619,-0.01766190075693863
190,0.5483599663582843,0.49369217830109335,-0.05466778805719097
191,0.4802354920100925,0.5349032800672835,0.05466778805719097
192,0.46509671993271656,0.5197645079899075,0.054667788057190914
193,0.5803195962994113,0.5887300252312868,0.008410428931875491
194,0.5071488645920942,0.447434819175778,-0.0597140454163162
195,0.49537426408746843,0.5500420521446594,0.05466778805719097
196,0.4819175777964676,0.415475189234651,-0.06644238856181661
197,0.5492010092514719,0.5088309503784694,-0.04037005887300249
198,0.5155592935239697,0.5466778805719092,0.031118587047939572
199,0.5618166526492852,0.5306980656013456,-0.031118587047939572
200,0.5988225399495375,0.5180824222035324,-0.08074011774600509
201,0.471825063078217,0.447434819175778,-0.02439024390243899
202,0.7603027754415476,0.6509671993271657,-0.10933557611438183
203,0.4970563498738436,0.4760302775441548,-0.02102607232968884
204,0.584524810765349,0.5803195962994113,-0.00420521446593769
205,0.38687973086627414,0.3523969722455845,-0.03448275862068961
206,0.5912531539108494,0.5777964676198487,-0.013456686291000719
207,0.6307821698906645,0.51892346509672,-0.11185870479394444
208,0.488645920941968,0.5719091673675358,0.08326324642556782
209,0.42977291841883936,0.4482758620689655,0.01850294365012617
210,0.4179983179142136,0.432296047098402,0.014297729184188424
211,0.4844407064760303,0.5618166526492852,0.07737594617325483
212,0.6341463414634146,0.6862910008410429,0.052144659377628244
213,0.46930193439865436,0.5365853658536586,0.0672834314550042
214,0.6408746846089151,0.5466778805719092,-0.09419680403700581
215,0.42136248948696386,0.45836837678721615,0.03700588730025228
216,0.5769554247266611,0.48948696383515555,-0.0874684608915055
217,0.6593776282590412,0.5634987384356602,-0.095878889823381
218,0.4911690496215307,0.661900756938604,0.17073170731707327
219,0.49873843566021864,0.4903280067283431,-0.008410428931875547
220,0.23801513877207736,0.3372582001682086,0.09924306139613126
221,0.599663582842725,0.6131202691337257,0.013456686291000719
222,0.47855340622371745,0.4760302775441547,-0.002523128679562725
223,0.4533221194280908,0.5332211942809083,0.0798990748528175
224,0.35744322960470987,0.26072329688814133,-0.09671993271656854
225,0.5794785534062237,0.4945332211942809,-0.08494533221194278
226,0.4558452481076535,0.45752733389402855,0.001682085786375076
227,0.3052985702270816,0.42304457527333894,0.11774600504625732
228,0.35576114381833474,0.41042893187552565,0.054667788057190914
229,0.5441547518923465,0.496215306980656,-0.0479394449116905
230,0.4995794785534062,0.45248107653490327,-0.047098402018502905
231,0.6719932716568545,0.6190075693860387,-0.05298570227081578
232,0.4911690496215307,0.4179983179142136,-0.07317073170731708
233,0.447434819175778,0.46341463414634143,0.015979814970563444
234,0.4978973927670311,0.5147182506307821,0.016820857863751038
235,0.6770395290159797,0.5382674516400336,-0.1387720773759461
236,0.4575273338940286,0.5794785534062237,0.12195121951219506
237,0.4482758620689655,0.5727502102607234,0.12447434819175784
238,0.43145500420521443,0.5962994112699748,0.16484440706476033
239,0.4272497897392767,0.42304457527333894,-0.0042052144659377455
240,0.5668629100084104,0.5441547518923465,-0.02270815811606386
241,0.5811606391925989,0.43734230445752736,-0.1438183347350715
242,0.584524810765349,0.6795626576955426,0.09503784693019357
243,0.5256518082422204,0.5475189234650968,0.021867115222876432
244,0.5702270815811606,0.511354079058032,-0.05887300252312866
245,0.5096719932716569,0.4541631623212784,-0.05550883095037851
246,0.4634146341463415,0.535744322960471,0.07232968881412954
247,0.4903280067283431,0.41379310344827586,-0.07653490328006723
248,0.4583683767872161,0.44238856181665265,-0.015979814970563444
249,0.35492010092514714,0.37005887300252316,0.015138772077376017
250,0.38687973086627425,0.49705634987384356,0.11017661900756931
251,0.4835996635828428,0.41126997476871313,-0.07232968881412966
252,0.48191757779646766,0.511354079058032,0.02943650126156433
253,0.5794785534062237,0.4617325483599663,-0.11774600504625737
254,0.392767031118587,0.5054667788057191,0.11269974768713209
255,0.520605550883095,0.6173254835996635,0.09671993271656854
256,0.5643397813288478,0.4634146341463415,-0.10092514718250628
257,0.47266610597140457,0.41042893187552565,-0.06223717409587892
258,0.41463414634146345,0.39529015979814974,-0.019343986543313707
259,0.599663582842725,0.5828427249789739,-0.016820857863751093
260,0.5576114381833474,0.5626576955424727,0.005046257359125339
261,0.5592935239697225,0.4676198486122792,-0.09167367535744336
262,0.5306980656013457,0.5155592935239698,-0.015138772077375906
263,0.5290159798149706,0.5458368376787217,0.016820857863751093
264,0.511354079058032,0.43313708999158956,-0.07821698906644242
265,0.49621530698065597,0.43818334735071485,-0.05803195962994112
266,0.46761984861227923,0.4827586206896552,0.015138772077375962
267,0.4272497897392767,0.56013456686291,0.13288477712363328
268,0.5021026072329688,0.5811606391925989,0.07905803195963002
269,0.5769554247266611,0.5904121110176619,0.01345668629100083
270,0.30613961312026916,0.4070647603027754,0.10092514718250623
271,0.5079899074852817,0.5323801513877208,0.024390243902439046
272,0.5416316232127838,0.49957947855340623,-0.042052144659377566
273,0.3137089991589571,0.407905803195963,0.09419680403700587
274,0.6240538267451641,0.5576114381833472,-0.06644238856181683
275,0.45752733389402855,0.42977291841883936,-0.027754415475189198
276,0.42556770395290155,0.45500420521446594,0.029436501261564385
277,0.47855340622371745,0.5769554247266611,0.09840201850294361
278,0.45836837678721615,0.4625735912531539,0.0042052144659377455
279,0.5668629100084104,0.5761143818334735,0.00925147182506314
280,0.4625735912531539,0.5483599663582842,0.08578637510513032
281,0.5248107653490328,0.5971404541631623,0.07232968881412949
282,0.34398654331370904,0.3843566021867115,0.04037005887300249
283,0.5063078216989066,0.5550883095037846,0.04878048780487798
284,0.5147182506307821,0.35660218671152233,-0.1581160639192598
285,0.7005887300252313,0.6358284272497897,-0.06476030277544154
286,0.3868797308662742,0.4205214465937763,0.03364171572750213
287,0.5492010092514718,0.5273338940285954,-0.02186711522287632
288,0.5147182506307821,0.584524810765349,0.06980656013456688
289,0.42809083263246417,0.45332211942809086,0.025231286795626695
290,0.6509671993271656,0.6383515559293523,-0.012615643397813292
291,0.44827586206896547,0.3633305298570227,-0.08494533221194278
292,0.5887300252312868,0.4676198486122793,-0.12111017661900753
293,0.4751892346509672,0.40790580319596303,-0.06728343145500415
294,0.575273338940286,0.4440706476030277,-0.13120269133725826
295,0.5912531539108494,0.5449957947855342,-0.046257359125315256
296,0.511354079058032,0.42556770395290155,-0.08578637510513043
297,0.4247266610597141,0.4634146341463415,0.038687973086627414
298,0.3549201009251472,0.44575273338940286,0.09083263246425566
299,0.5416316232127839,0.5256518082422204,-0.015979814970563555
300,0.34230445752733385,0.2590412111017662,-0.08326324642556765
301,0.5870479394449117,0.535744322960471,-0.051303616484440706
302,0.5147182506307821,0.3801513877207738,-0.13456686291000836
303,0.5298570227081582,0.488645920941968,-0.04121110176619014
304,0.6248948696383515,0.5315391084945332,-0.09335576114381827
305,0.28259041211101765,0.39781328847771236,0.1152228763666947
306,0.4978973927670311,0.47434819175777965,-0.023549201009251453
307,0.447434819175778,0.4533221194280908,0.0058873002523128215
308,0.5256518082422202,0.48528174936921775,-0.04037005887300249
309,0.41295206055508826,0.49957947855340623,0.08662741799831797
310,0.5088309503784693,0.3448275862068965,-0.16400336417157274
311,0.5164003364171572,0.5121951219512195,-0.00420521446593769
312,0.5172413793103448,0.4137931034482759,-0.10344827586206884
313,0.6602186711522288,0.5189234650967198,-0.14129520605550894
314,0.5954583683767872,0.4306139613120269,-0.16484440706476033
315,0.4373423044575274,0.3902439024390244,-0.047098402018503016
316,0.5550883095037847,0.4735071488645921,-0.08158116063919263
317,0.4777123633305299,0.47182506307821703,-0.005887300252312877
318,0.3944491169049621,0.4457527333894028,0.051303616484440706
319,0.5088309503784694,0.5029436501261564,-0.005887300252312988
320,0.42052144659377627,0.4238856181665265,0.0033641715727502075
321,0.5079899074852817,0.4650967199327165,-0.042893187552565215
322,0.47266610597140457,0.4440706476030278,-0.02859545836837679
323,0.5264928511354079,0.5248107653490328,-0.001682085786375076
324,0.5323801513877207,0.6223717409587889,0.08999158957106823
325,0.49537426408746843,0.46930193439865436,-0.026072329688814067
326,0.5651808242220353,0.5256518082422204,-0.03952901597981495
327,0.6400336417157274,0.5719091673675357,-0.06812447434819169
328,0.3448275862068965,0.3767872161480235,0.031959629941127
329,0.5096719932716569,0.5946173254835997,0.08494533221194278
330,0.35492010092514714,0.3969722455845248,0.04205214465937768
331,0.543313708999159,0.46257359125315395,-0.08074011774600504
332,0.4499579478553406,0.424726661059714,-0.025231286795626584
333,0.39949537426408743,0.46257359125315395,0.06307821698906652
334,0.4507989907485282,0.5365853658536586,0.08578637510513037
335,0.656013456686291,0.5180824222035323,-0.13793103448275867
336,0.43145500420521443,0.46761984861227923,0.0361648444070648
337,0.3894028595458368,0.4987384356602187,0.10933557611438188
338,0.4684608915054667,0.4163162321278385,-0.05214465937762819
339,0.5542472666105971,0.41126997476871324,-0.14297729184188385
340,0.5273338940285954,0.45500420521446594,-0.07232968881412949
341,0.47098402018502944,0.45079899074852814,-0.0201850294365013
342,0.528174936921783,0.43986543313709003,-0.08830950378469293
343,0.7720773759461732,0.6492851135407907,-0.12279226240538255
344,0.47434819175777965,0.49369217830109335,0.019343986543313707
345,0.4802354920100925,0.4112699747687132,-0.06896551724137934
346,0.32043734230445753,0.3465096719932717,0.026072329688814178
347,0.38687973086627414,0.4760302775441547,0.08915054667788058
348,0.5407905803195963,0.5534062237174096,0.012615643397813292
349,0.5105130361648443,0.5264928511354079,0.015979814970563555
350,0.45836837678721615,0.47855340622371745,0.0201850294365013
351,0.5727502102607233,0.49621530698065597,-0.07653490328006729
352,0.5466778805719091,0.5264928511354079,-0.020185029436501245
353,0.4373423044575273,0.37174095878889823,-0.06560134566862907
354,0.5719091673675358,0.5466778805719091,-0.025231286795626695
355,0.4137931034482758,0.5046257359125315,0.09083263246425566
356,0.5424726661059713,0.5904121110176619,0.047939444911690554
357,0.43818334735071485,0.5820016820857864,0.14381833473507155
358,0.49453322119428095,0.4693019343986543,-0.02523128679562664
359,0.5492010092514719,0.48948696383515566,-0.0597140454163162
360,0.46761984861227923,0.4802354920100925,0.012615643397813292
361,0.534062237174096,0.40370058873002523,-0.13036164844407072
362,0.6400336417157275,0.5777964676198486,-0.06223717409587892
363,0.47687132043734226,0.47098402018502944,-0.0058873002523128215
364,0.5576114381833472,0.38856181665264933,-0.1690496215306979
365,0.5088309503784694,0.5794785534062238,0.07064760302775441
366,0.4693019343986544,0.5180824222035324,0.04878048780487798
367,0.4507989907485282,0.4087468460891505,-0.04205214465937768
368,0.4608915054667788,0.44911690496215306,-0.011774600504625754
369,0.44995794785534066,0.4415475189234651,-0.008410428931875547
370,0.503784693019344,0.6030277544154752,0.09924306139613115
371,0.5761143818334735,0.5382674516400336,-0.037846930193439876
372,0.40622371740958785,0.3944491169049621,-0.011774600504625754
373,0.5534062237174096,0.4987384356602187,-0.05466778805719086
374,0.35492010092514714,0.4970563498738435,0.14213624894869636
375,0.4844407064760303,0.5862068965517242,0.10176619007569387
376,0.4255677039529016,0.3624894869638351,-0.06307821698906652
377,0.49957947855340623,0.4482758620689655,-0.051303616484440706
378,0.41631623212783847,0.4558452481076535,0.03952901597981501
379,0.3666947014297729,0.5710681244743482,0.2043734230445753
380,0.5836837678721615,0.5088309503784694,-0.0748528174936921
381,0.46089150546677876,0.4861227922624054,0.02523128679562664
382,0.5988225399495374,0.5937762825904122,-0.005046257359125228
383,0.5306980656013456,0.5500420521446594,0.019343986543313818
384,0.4440706476030277,0.45164003364171573,0.0075693860386880085
385,0.5399495374264088,0.5096719932716569,-0.030277544154751923
386,0.4407064760302775,0.4726661059714045,0.031959629941127
387,0.4280908326324643,0.3843566021867116,-0.0437342304457527
388,0.5105130361648444,0.45584524810765353,-0.054667788057190914
389,0.5399495374264087,0.5828427249789739,0.042893187552565215
390,0.46593776282590416,0.5004205214465938,0.03448275862068961
391,0.4011774600504626,0.4213624894869638,0.02018502943650119
392,0.33725820016820857,0.32548359966358287,-0.011774600504625699
393,0.6248948696383515,0.6038687973086627,-0.021026072329688783
394,0.4693019343986543,0.5559293523969723,0.08662741799831797
395,0.38687973086627425,0.47687132043734226,0.08999158957106801
396,0.5273338940285954,0.4423885618166526,-0.08494533221194284
397,0.5046257359125315,0.456686291000841,-0.04793944491169044
398,0.5264928511354079,0.5971404541631623,0.07064760302775441
399,0.4381833473507149,0.47771236333052985,0.03952901597981495
400,0.4693019343986543,0.45079899074852814,-0.01850294365012617
401,0.5029436501261565,0.5172413793103449,0.014297729184188368
402,0.3246425567703953,0.5054667788057191,0.18082422203532383
403,0.4255677039529016,0.5248107653490328,0.0992430613961312
404,0.3481917577796467,0.4625735912531539,0.11438183347350717
405,0.4423885618166527,0.34650967199327165,-0.09587888982338105
406,0.4407064760302775,0.4053826745164003,-0.03532380151387721
407,0.5685449957947855,0.49957947855340623,-0.06896551724137923
408,0.40370058873002523,0.4272497897392767,0.023549201009251453
409,0.43902439024390244,0.4785534062237174,0.03952901597981495
410,0.44238856181665265,0.4642556770395291,0.021867115222876432
411,0.42640874684608915,0.5164003364171572,0.08999158957106806
412,0.3843566021867115,0.33978132884777124,-0.04457527333894029
413,0.5029436501261565,0.43902439024390244,-0.06391925988225405
414,0.5441547518923465,0.4945332211942809,-0.04962153069806563
415,0.5584524810765348,0.6181665264928512,0.05971404541631642
416,0.33725820016820857,0.4541631623212784,0.11690496215306984
417,0.5542472666105971,0.4533221194280908,-0.10092514718250628
418,0.5222876366694702,0.4827586206896552,-0.03952901597981501
419,0.3170731707317074,0.24390243902439024,-0.07317073170731714
420,0.5508830950378469,0.592094196804037,0.04121110176619003
421,0.5399495374264088,0.49957947855340623,-0.0403700588730026
422,0.633305298570227,0.6274179983179142,-0.005887300252312766
423,0.7308662741799832,0.751892346509672,0.021026072329688783
424,0.5054667788057191,0.4777123633305299,-0.027754415475189198
425,0.575273338940286,0.5189234650967199,-0.056349873843566045
426,0.3902439024390244,0.3961312026913372,0.0058873002523128215
427,0.5155592935239697,0.567703952901598,0.052144659377628355
428,0.7527333894028596,0.6610597140454164,-0.0916736753574432
429,0.3137089991589571,0.3473507148864592,0.033641715727502075
430,0.47014297729184185,0.41799831791421366,-0.05214465937762819
431,0.5121951219512195,0.6038687973086627,0.0916736753574432
432,0.5542472666105972,0.5668629100084104,0.012615643397813181
433,0.4945332211942809,0.3952901597981497,-0.0992430613961312
434,0.4558452481076535,0.5273338940285954,0.07148864592094195
435,0.543313708999159,0.4608915054667788,-0.08242220353238017
436,0.48528174936921786,0.3448275862068965,-0.14045416316232134
437,0.48359966358284273,0.5004205214465938,0.016820857863751038
438,0.6307821698906645,0.6257359125315392,-0.005046257359125339
439,0.4499579478553406,0.46425567703952897,0.014297729184188368
440,0.5012615643397813,0.4878048780487805,-0.01345668629100083
441,0.4432296047098402,0.4558452481076535,0.012615643397813292
442,0.3927670311185871,0.3128679562657696,-0.0798990748528175
443,0.46846089150546677,0.5206055508830951,0.052144659377628355
444,0.5449957947855341,0.5189234650967199,-0.026072329688814122
445,0.5197645079899075,0.5626576955424727,0.042893187552565215
446,0.6055508830950378,0.6089150546677881,0.003364171572750263
447,0.520605550883095,0.4768713204373423,-0.0437342304457527
448,0.6299411269974768,0.5979814970563498,-0.031959629941127
449,0.5962994112699748,0.6669470142977292,0.07064760302775441
450,0.6408746846089151,0.5231286795626576,-0.11774600504625743
451,0.5214465937762826,0.45500420521446594,-0.06644238856181661
452,0.5634987384356602,0.5121951219512195,-0.051303616484440706
453,0.4903280067283432,0.5845248107653491,0.09419680403700592
454,0.46173254835996635,0.4802354920100925,0.01850294365012617
455,0.7291841883936081,0.6383515559293524,-0.09083263246425566
456,0.4398654331370899,0.3582842724978974,-0.08158116063919252
457,0.39529015979814974,0.49957947855340623,0.10428931875525649
458,0.4440706476030277,0.4978973927670311,0.053826745164003376
459,0.4625735912531539,0.4743481917577796,0.011774600504625699
460,0.5634987384356602,0.5483599663582843,-0.015138772077375906
461,0.6375105130361649,0.6324642556770396,-0.005046257359125339
462,0.44575273338940286,0.4062237174095879,-0.03952901597981495
463,0.41715727502102606,0.4970563498738435,0.07989907485281744
464,0.35744322960470987,0.3540790580319596,-0.003364171572750263
465,0.5862068965517242,0.5164003364171572,-0.06980656013456699
466,0.5298570227081582,0.5685449957947856,0.038687973086627414
467,0.5248107653490328,0.5870479394449117,0.06223717409587892
468,0.44070647603027757,0.5121951219512195,0.07148864592094195
469,0.43145500420521454,0.40454163162321277,-0.02691337258200177
470,0.6240538267451641,0.5693860386879731,-0.05466778805719097
471,0.4768713204373423,0.46005046257359133,-0.016820857863750982
472,0.4222035323801514,0.4348191757779646,0.012615643397813181
