trade_id,Result_VERSION,fecha,entry_timestamp,outcome_timestamp,ExitTime_NY,Trade_Duration,EntryBar,Side,Entry_price,Result_Label,Exit_price,result_ticks,MAE_ticks,MFE_ticks,Largest_MAE_pullback_ticks,Largest_MFE_pullup_ticks,Number_of_Pullbacks_during_Trade,Number_of_PullUps_during_Trade,Max_Speed_MAE_during_trade,Max_Speed_MFE_during_trade,SL_price_Final,TP_price_Final,SL_ticks_Final,TP_ticks_Final,Cvd_Current_Final,Cvd_Peak_Final,Cvd_Pullback_Pct_Final,Cvd_Label_Final,Cvd_Worst_Label_Final,Cvd_Excelente_Count_Final,Cvd_Normal_Count_Final,Cvd_Advertencia_Count_Final,Cvd_Riesgo_Reversion_Count_Final,Cvd_Total_Samples_Final,Cvd_Excelente_Pct_Final,Cvd_Negative_Episodes_Final,Cvd_Label_Changes_Final,Dynamic_Alarm_Triggered,TP_And_SL_Hit_Same_Update,Result_After_Slippage_Ticks,Volume_Increased_During_Trade,Volume_Increase_Samples,Volume_Observed_Samples,Volume_Increasing_Pct_During_Trade,Max_Delta_during_trade,Min_Delta_during_trade
2025-08-25|09:31:17.024,reconstructed-causal-v1-from-legacy-v11,2025-08-25,09:31:17.024,09:31:22.725,09:31:22.725,00:05,2297,SELL,23481.25,TP,23476.25,20,10,20,10,15,7,21,5887.2012,10909.8844,23486.25,23476.25,20,20,-2487,-2496,0.15,Excelente,Riesgo de reversion,65,46,12,4,127,0.5118,6,17,TRUE,FALSE,+18,TRUE,133,342,0.3889,-218,-154
2025-08-26|09:32:25.242,reconstructed-causal-v1-from-legacy-v11,2025-08-26,09:32:25.242,09:32:34.436,09:32:34.436,00:09,2312,BUY,23510.00,SL,23502.25,-31,35,0,15,0,25,0,8176.6149,0,23502.25,23517.75,31,31,907,1006,1.87,Riesgo de reversion,Riesgo de reversion,62,22,20,116,220,0.2818,1,7,TRUE,FALSE,-33,TRUE,226,475,0.4758,333,234
2025-08-28|09:31:05.902,reconstructed-causal-v1-from-legacy-v11,2025-08-28,09:31:05.902,09:31:25.317,09:31:25.317,00:19,2302,BUY,23716.25,TP,23723.75,30,55,30,25,10,77,40,1470588.2353,7142857.1429,23701.25,23723.75,60,30,6440,6530,6,Riesgo de reversion,Riesgo de reversion,12,1,3,542,558,0.0215,4,9,TRUE,FALSE,+28,TRUE,591,1429,0.4136,105,1
2025-08-29|09:35:15.208,reconstructed-causal-v1-from-legacy-v11,2025-08-29,09:35:15.208,09:35:25.389,09:35:25.389,00:10,2315,SELL,23630.00,SL,23637.75,-31,35,0,20,0,18,0,609756.0976,0,23637.75,23622.25,31,31,96,34,62,Riesgo de reversion,Riesgo de reversion,4,0,0,126,130,0.0308,1,1,TRUE,FALSE,-33,TRUE,131,245,0.5347,-226,-164
2025-09-02|09:31:07.830,reconstructed-causal-v1-from-legacy-v11,2025-09-02,09:31:07.830,09:31:45.426,09:31:45.426,00:37,2071,SELL,23035.00,TP,23027.50,30,55,35,35,20,187,48,2941176.4706,18436.5782,23050.00,23027.50,60,30,-841,-1024,0.76,Riesgo de reversion,Riesgo de reversion,50,399,617,3,1069,0.0468,1,33,TRUE,FALSE,+28,TRUE,1123,2889,0.3887,-139,-1
2025-09-03|09:31:08.367,reconstructed-causal-v1-from-legacy-v11,2025-09-03,09:31:08.367,09:31:13.581,09:31:13.581,00:05,2311,SELL,23401.25,TP,23386.25,60,0,60,0,15,0,45,0,3333333.3333,23416.25,23386.25,60,60,320,191,0,Excelente,Excelente,183,0,0,0,183,1,0,0,FALSE,FALSE,+58,TRUE,192,594,0.3232,-498,-285
2025-09-04|09:32:11.557,reconstructed-causal-v1-from-legacy-v11,2025-09-04,09:32:11.557,09:33:17.289,09:33:17.289,01:05,2312,BUY,23497.50,TP,23512.50,60,55,60,35,25,102,104,95969.2898,7142857.1429,23482.50,23512.50,60,60,797,821,0.09,Excelente,Riesgo de reversion,468,47,68,772,1355,0.3454,10,63,TRUE,FALSE,+58,TRUE,1396,2845,0.4907,224,1
2025-09-08|09:37:09.705,reconstructed-causal-v1-from-legacy-v11,2025-09-08,09:37:09.705,09:37:38.816,09:37:38.816,00:29,2317,BUY,23845.00,SL,23840.00,-20,20,5,10,5,49,20,21349.2741,5964.4519,23840.00,23850.00,20,20,671,817,0,Excelente,Excelente,586,0,0,0,586,1,0,0,FALSE,FALSE,-22,TRUE,594,1140,0.5211,270,120
2025-09-11|09:36:46.879,reconstructed-causal-v1-from-legacy-v11,2025-09-11,09:36:46.879,09:36:50.763,09:36:50.763,00:03,2315,SELL,23950.00,TP,23943.50,26,5,30,5,15,3,23,190.6076,24119.6334,23956.50,23943.50,26,26,-437,-437,0,Excelente,Riesgo de reversion,13,3,1,96,113,0.115,2,7,TRUE,FALSE,+24,TRUE,120,281,0.427,-882,-810
2025-09-12|09:35:56.855,reconstructed-causal-v1-from-legacy-v11,2025-09-12,09:35:56.855,09:36:04.793,09:36:04.793,00:07,2314,BUY,24021.25,TP,24026.25,20,15,20,15,15,23,12,15299.8776,5312.3672,24016.25,24026.25,20,20,154,161,0.23,Excelente,Riesgo de reversion,49,15,43,83,190,0.2579,3,25,TRUE,FALSE,+18,TRUE,194,450,0.4311,29,1
2025-09-18|09:33:22.859,reconstructed-causal-v1-from-legacy-v11,2025-09-18,09:33:22.859,09:33:50.443,09:33:50.443,00:27,2313,BUY,24705.00,SL,24700.00,-20,20,15,15,10,37,44,375939.8496,185185.1852,24700.00,24710.00,20,20,2607,2805,0,Excelente,Excelente,551,0,0,0,551,1,0,0,FALSE,FALSE,-22,TRUE,569,1142,0.4982,437,239
2025-09-19|09:33:08.826,reconstructed-causal-v1-from-legacy-v11,2025-09-19,09:33:08.826,09:33:15.468,09:33:15.468,00:06,2313,SELL,24750.00,SL,24755.25,-21,25,5,20,5,18,8,16212.7108,1476.2762,24755.25,24744.75,21,21,293,239,27,Riesgo de reversion,Riesgo de reversion,6,0,0,153,159,0.0377,4,7,TRUE,FALSE,-23,TRUE,169,362,0.4669,-129,-75
2025-09-24|09:33:29.116,reconstructed-causal-v1-from-legacy-v11,2025-09-24,09:33:29.116,09:33:31.644,09:33:31.644,00:02,2313,SELL,24836.25,TP,24831.25,20,5,20,5,15,1,5,209.3609,138121.547,24841.25,24831.25,20,20,-180,-180,0,Excelente,Normal,73,7,0,0,80,0.9125,4,8,FALSE,FALSE,+18,TRUE,80,181,0.442,-381,-288
2025-09-25|09:36:10.907,reconstructed-causal-v1-from-legacy-v11,2025-09-25,09:36:10.907,09:36:13.012,09:36:13.012,00:02,2316,SELL,24500.00,SL,24505.00,-20,20,5,20,5,3,2,1416.4707,44.303,24505.00,24495.00,20,20,-4436,-4461,0,Excelente,Excelente,43,0,0,0,43,1,0,0,FALSE,FALSE,-22,TRUE,44,85,0.5176,-182,-157
2025-09-26|09:32:30.532,reconstructed-causal-v1-from-legacy-v11,2025-09-26,09:32:30.532,09:32:56.698,09:32:56.698,00:26,2312,BUY,24673.75,TP,24686.50,51,25,55,25,25,19,97,16186.4681,381679.3893,24661.00,24686.50,51,51,1596,1596,0,Excelente,Riesgo de reversion,161,95,127,317,700,0.23,9,55,TRUE,FALSE,+49,TRUE,720,1565,0.4601,581,378
2025-09-29|09:37:32.013,reconstructed-causal-v1-from-legacy-v11,2025-09-29,09:37:32.013,09:37:37.891,09:37:37.891,00:05,2317,BUY,24892.50,SL,24887.50,-20,20,0,15,0,11,0,4434.9831,0,24887.50,24897.50,20,20,708,734,1.18,Riesgo de reversion,Riesgo de reversion,39,25,6,28,98,0.398,9,24,TRUE,FALSE,-22,TRUE,101,216,0.4676,429,398
2025-09-30|09:33:16.370,reconstructed-causal-v1-from-legacy-v11,2025-09-30,09:33:16.370,09:33:18.403,09:33:18.403,00:02,2313,SELL,24786.25,TP,24781.25,20,5,20,5,10,2,5,7530.1205,8399.1265,24791.25,24781.25,20,20,-699,-699,0,Excelente,Riesgo de reversion,39,5,5,1,50,0.78,3,9,TRUE,FALSE,+18,TRUE,50,110,0.4545,-323,-259
2025-10-01|09:31:26.132,reconstructed-causal-v1-from-legacy-v11,2025-10-01,09:31:26.132,09:31:28.662,09:31:28.662,00:02,2311,BUY,24785.00,TP,24790.00,20,5,20,5,15,1,6,43.6696,264.9343,24780.00,24790.00,20,20,-66,-66,0,Excelente,Riesgo de reversion,8,1,1,51,61,0.1311,1,4,TRUE,FALSE,+18,TRUE,62,126,0.4921,298,257
2025-10-02|09:37:41.092,reconstructed-causal-v1-from-legacy-v11,2025-10-02,09:37:41.092,09:37:46.556,09:37:46.556,00:05,2317,BUY,25098.75,SL,25093.75,-20,20,5,10,5,14,9,5645.2523,431.1311,25093.75,25103.75,20,20,2012,2085,1.3,Riesgo de reversion,Riesgo de reversion,63,13,1,42,119,0.5294,11,21,TRUE,FALSE,-22,TRUE,122,265,0.4604,,
2025-10-06|09:32:14.702,reconstructed-causal-v1-from-legacy-v11,2025-10-06,09:32:14.702,09:32:16.382,09:32:16.382,00:01,2312,SELL,25176.25,SL,25181.25,-20,20,0,10,0,17,0,19561.8153,0,25181.25,25171.25,20,20,1365,1349,0.4,Normal,Advertencia,43,5,4,0,52,0.8269,4,7,TRUE,FALSE,-22,TRUE,54,128,0.4219,-227,-184
2025-10-07|09:36:11.540,reconstructed-causal-v1-from-legacy-v11,2025-10-07,09:36:11.540,09:36:17.785,09:36:17.785,00:06,2316,BUY,25252.50,TP,25257.50,20,10,20,10,10,4,18,1508.5232,8333333.3333,25247.50,25257.50,20,20,2779,2797,0.15,Excelente,Normal,160,3,0,0,163,0.9816,2,4,FALSE,FALSE,+18,TRUE,163,333,0.4895,367,245
2025-10-08|09:32:13.702,reconstructed-causal-v1-from-legacy-v11,2025-10-08,09:32:13.702,09:33:22.759,09:33:22.759,01:09,2312,BUY,25117.50,TP,25132.50,60,5,60,5,20,10,151,775.8674,357142.8571,25102.50,25132.50,60,60,1221,1221,0,Excelente,Riesgo de reversion,546,236,81,466,1329,0.4108,6,57,TRUE,FALSE,+58,TRUE,1356,2687,0.5047,280,1
2025-10-10|09:31:07.570,reconstructed-causal-v1-from-legacy-v11,2025-10-10,09:31:07.570,09:31:35.671,09:31:35.671,00:28,2311,BUY,25330.00,TP,25337.50,30,25,45,15,20,43,60,21070.3751,10000000,25315.00,25337.50,60,30,717,727,0.63,Advertencia,Riesgo de reversion,673,2,4,1,680,0.9897,1,4,FALSE,FALSE,+28,TRUE,719,1666,0.4316,419,272
2025-10-13|09:33:16.240,reconstructed-causal-v1-from-legacy-v11,2025-10-13,09:33:16.240,09:34:40.294,09:34:40.294,01:24,2313,SELL,24792.50,TP,24769.75,91,45,95,25,25,30,130,10615.7113,561797.7528,24815.25,24769.75,91,91,245,245,0,Excelente,Riesgo de reversion,444,210,121,134,909,0.4884,7,24,TRUE,FALSE,+89,TRUE,937,2154,0.435,-309,-21
2025-10-14|09:36:14.690,reconstructed-causal-v1-from-legacy-v11,2025-10-14,09:36:14.690,09:36:26.619,09:36:26.619,00:11,2313,SELL,24525.00,SL,24531.50,-26,30,20,20,15,29,22,139664.8045,45829.5142,24531.50,24518.50,26,26,-2341,-2562,0,Excelente,Excelente,315,0,0,0,315,1,0,0,FALSE,FALSE,-28,TRUE,318,889,0.3577,-76,-1
2025-10-15|09:34:44.874,reconstructed-causal-v1-from-legacy-v11,2025-10-15,09:34:44.874,09:35:26.423,09:35:26.423,00:41,2311,BUY,24952.50,TP,24967.50,60,20,60,15,25,27,106,201612.9032,2777777.7778,24937.50,24967.50,60,60,2366,2369,0.02,Excelente,Riesgo de reversion,474,96,26,157,753,0.6295,8,26,TRUE,FALSE,+58,TRUE,765,1572,0.4866,79,30
2025-10-16|09:31:58.962,reconstructed-causal-v1-from-legacy-v11,2025-10-16,09:31:58.962,09:32:38.059,09:32:38.059,00:39,2311,BUY,25103.75,SL,25079.75,-96,100,15,25,10,116,32,2777777.7778,40257.649,25079.75,25127.75,96,96,74,554,3.02,Riesgo de reversion,Riesgo de reversion,73,27,192,612,904,0.0808,3,17,TRUE,FALSE,-98,TRUE,927,2034,0.4558,454,4
2025-10-17|09:34:29.009,reconstructed-causal-v1-from-legacy-v11,2025-10-17,09:34:29.009,09:34:32.581,09:34:32.581,00:03,2314,BUY,24786.25,TP,24792.75,26,10,30,10,20,12,17,406504.065,40883.0744,24779.75,24792.75,26,26,-248,-248,0,Excelente,Riesgo de reversion,54,14,10,13,91,0.5934,8,20,TRUE,FALSE,+24,TRUE,94,257,0.3658,292,245
2025-10-20|09:31:05.911,reconstructed-causal-v1-from-legacy-v11,2025-10-20,09:31:05.911,09:31:12.942,09:31:12.942,00:07,2311,BUY,25182.50,TP,25187.50,20,15,20,10,15,22,13,9043.2266,131926.1214,25177.50,25187.50,20,20,1561,1561,0,Excelente,Riesgo de reversion,64,7,3,89,163,0.3926,5,14,TRUE,FALSE,+18,TRUE,167,359,0.4652,173,120
2025-10-22|09:34:09.715,reconstructed-causal-v1-from-legacy-v11,2025-10-22,09:34:09.715,09:35:21.983,09:35:21.983,01:12,2314,SELL,25191.25,TP,25176.25,60,0,60,0,30,0,65,0,1724137.931,25206.25,25176.25,60,60,-1223,-1223,0,Excelente,Advertencia,75,338,13,0,426,0.1761,5,16,FALSE,FALSE,+58,TRUE,436,965,0.4518,-317,-1
2025-10-24|09:34:15.726,reconstructed-causal-v1-from-legacy-v11,2025-10-24,09:34:15.726,09:34:32.832,09:34:32.832,00:17,2314,BUY,25481.25,TP,25487.75,26,5,30,5,10,5,37,30959.7523,1111111.1111,25474.75,25487.75,26,26,1192,1212,0.41,Normal,Riesgo de reversion,108,43,11,132,294,0.3673,8,24,TRUE,FALSE,+24,TRUE,303,679,0.4462,253,177
2025-10-27|09:35:05.079,reconstructed-causal-v1-from-legacy-v11,2025-10-27,09:35:05.079,09:35:30.829,09:35:30.829,00:25,2315,BUY,25812.50,SL,25797.50,-60,60,15,15,10,111,12,2500000,63291.1392,25797.50,25827.50,60,60,2212,2414,2.04,Riesgo de reversion,Riesgo de reversion,63,14,2,593,672,0.0938,5,13,TRUE,FALSE,-62,TRUE,697,1667,0.4181,,
2025-10-28|09:31:15.894,reconstructed-causal-v1-from-legacy-v11,2025-10-28,09:31:15.894,09:31:30.383,09:31:30.383,00:14,2311,BUY,26088.75,SL,26079.75,-36,40,15,30,10,47,14,1388888.8889,133689.8396,26079.75,26097.75,36,36,1632,1910,6.78,Riesgo de reversion,Riesgo de reversion,56,23,15,286,380,0.1474,8,27,TRUE,FALSE,-38,TRUE,395,892,0.4428,295,17
2025-10-29|09:33:01.040,reconstructed-causal-v1-from-legacy-v11,2025-10-29,09:33:01.040,09:33:03.421,09:33:03.421,00:02,2313,BUY,26290.00,SL,26285.00,-20,20,10,10,10,6,5,8361.204,6003.1216,26285.00,26295.00,20,20,2011,2149,11.5,Riesgo de reversion,Riesgo de reversion,6,6,0,60,72,0.0833,1,2,TRUE,FALSE,-22,TRUE,74,224,0.3304,687,549
2025-10-30|09:35:09.583,reconstructed-causal-v1-from-legacy-v11,2025-10-30,09:35:09.583,09:35:10.229,09:35:10.229,00:00,2313,SELL,26038.75,TP,26033.75,20,0,20,0,15,0,5,0,26483.0508,26043.75,26033.75,20,20,-4650,-4650,0,Excelente,Excelente,16,0,0,0,16,1,0,0,FALSE,FALSE,+18,TRUE,17,61,0.2787,-141,-114
2025-10-31|09:33:31.493,reconstructed-causal-v1-from-legacy-v11,2025-10-31,09:33:31.493,09:34:01.936,09:34:01.936,00:30,2313,SELL,26158.75,TP,26148.50,41,15,45,10,20,12,65,64350.0644,446428.5714,26169.00,26148.50,41,41,-654,-654,0,Excelente,Riesgo de reversion,319,155,32,5,511,0.6243,13,29,TRUE,FALSE,+39,TRUE,527,1104,0.4774,-229,-1
2026-03-13|09:36:22.170,reconstructed-causal-v1-from-legacy-v11,2026-03-13,09:36:22.170,09:36:22.612,09:36:22.612,00:00,2316,SELL,24613.75,SL,24618.75,-20,20,0,20,0,3,0,44682.7525,0,24618.75,24608.75,20,20,2130,2074,8,Riesgo de reversion,Riesgo de reversion,10,1,2,1,14,0.7143,2,4,TRUE,FALSE,-22,TRUE,14,36,0.3889,-195,-139
2026-03-16|09:35:25.798,reconstructed-causal-v1-from-legacy-v11,2026-03-16,09:35:25.798,09:35:27.100,09:35:27.100,00:01,2314,BUY,24926.25,TP,24931.25,20,0,20,0,10,0,9,0,552486.1878,24921.25,24931.25,20,20,1240,1240,0,Excelente,Normal,26,3,0,0,29,0.8966,1,2,FALSE,FALSE,+18,TRUE,28,101,0.2772,209,121
2026-03-17|09:32:17.535,reconstructed-causal-v1-from-legacy-v11,2026-03-17,09:32:17.535,09:32:22.023,09:32:22.023,00:04,2312,BUY,25030.00,TP,25035.00,20,15,20,10,15,8,8,10931.3511,3175.4096,25025.00,25035.00,20,20,1695,1695,0,Excelente,Riesgo de reversion,45,21,8,7,81,0.5556,9,29,TRUE,FALSE,+18,TRUE,81,180,0.45,287,199
2026-03-18|09:37:26.121,reconstructed-causal-v1-from-legacy-v11,2026-03-18,09:37:26.121,09:38:35.610,09:38:35.610,01:09,2317,BUY,24975.00,SL,24963.50,-46,50,15,35,10,110,23,194552.5292,11806.3754,24963.50,24986.50,46,46,149,288,4.34,Riesgo de reversion,Riesgo de reversion,77,60,13,665,815,0.0945,12,37,TRUE,FALSE,-48,TRUE,829,1557,0.5324,167,1
2026-03-20|09:31:36.667,reconstructed-causal-v1-from-legacy-v11,2026-03-20,09:31:36.667,09:32:02.393,09:32:02.393,00:25,2311,SELL,24402.50,SL,24417.50,-60,60,45,20,20,29,101,70621.4689,119617.2249,24417.50,24387.50,60,60,-2469,-2622,6.38,Riesgo de reversion,Riesgo de reversion,88,54,91,351,584,0.1507,16,83,TRUE,FALSE,-62,TRUE,611,1328,0.4601,-198,-1
2026-03-24|09:31:16.260,reconstructed-causal-v1-from-legacy-v11,2026-03-24,09:31:16.260,09:31:18.087,09:31:18.087,00:01,2311,BUY,24296.25,SL,24291.25,-20,20,5,15,5,18,1,18301.6105,290.8583,24291.25,24301.25,20,20,-401,-382,3.8,Riesgo de reversion,Riesgo de reversion,17,0,6,36,59,0.2881,5,15,TRUE,FALSE,-22,TRUE,62,151,0.4106,150,130
2026-03-25|09:36:26.460,reconstructed-causal-v1-from-legacy-v11,2026-03-25,09:36:26.460,09:36:29.014,09:36:29.014,00:02,2316,BUY,24493.75,TP,24501.50,31,5,35,5,15,1,20,8298.7552,19186.4927,24486.00,24501.50,31,31,1413,1413,0,Excelente,Excelente,69,0,0,0,69,1,0,0,FALSE,FALSE,+29,TRUE,71,232,0.306,369,222
2026-03-27|09:32:09.722,reconstructed-causal-v1-from-legacy-v11,2026-03-27,09:32:09.722,09:32:24.627,09:32:24.627,00:14,2312,SELL,23598.75,TP,23591.25,30,15,45,15,25,8,54,640.812,7142857.1429,23613.75,23591.25,60,30,-3229,-3405,0.74,Advertencia,Riesgo de reversion,228,38,90,1,357,0.6387,1,6,TRUE,FALSE,+28,TRUE,369,828,0.4457,-177,-1
2026-03-30|09:31:10.331,reconstructed-causal-v1-from-legacy-v11,2026-03-30,09:31:10.331,09:32:03.079,09:32:03.079,00:52,2311,BUY,23523.75,TP,23538.75,60,30,60,20,30,41,141,129198.9664,3571428.5714,23508.75,23538.75,60,60,3007,4109,0,Excelente,Excelente,968,0,0,0,968,1,0,0,FALSE,FALSE,+58,TRUE,1003,2159,0.4646,299,1
2026-03-31|09:34:25.012,reconstructed-causal-v1-from-legacy-v11,2026-03-31,09:34:25.012,09:34:43.689,09:34:43.689,00:18,2314,BUY,23442.50,TP,23457.75,61,15,65,15,30,19,55,2827.8943,209205.0209,23427.25,23457.75,61,61,4269,4269,0,Excelente,Riesgo de reversion,278,4,3,76,361,0.7701,2,9,TRUE,FALSE,+59,TRUE,366,772,0.4741,517,223
2026-04-01|09:34:11.960,reconstructed-causal-v1-from-legacy-v11,2026-04-01,09:34:11.960,09:35:17.408,09:35:17.408,01:05,2314,BUY,24157.50,SL,24142.50,-60,60,15,25,10,159,24,2272727.2727,23386.3424,24142.50,24165.00,60,30,2962,3202,120,Riesgo de reversion,Riesgo de reversion,3,0,4,1012,1019,0.0029,2,8,TRUE,FALSE,-62,TRUE,1046,2065,0.5065,201,1
2026-04-06|09:31:08.369,reconstructed-causal-v1-from-legacy-v11,2026-04-06,09:31:08.369,09:32:05.150,09:32:05.150,00:56,1840,BUY,24341.25,TP,24356.25,60,5,60,5,30,1,19,5,431034.4828,24326.25,24356.25,60,60,802,2348,0,Excelente,Excelente,103,0,0,0,103,1,0,0,FALSE,FALSE,+58,TRUE,107,222,0.482,227,1
2026-04-08|09:31:38.544,reconstructed-causal-v1-from-legacy-v11,2026-04-08,09:31:38.544,09:31:39.566,09:31:39.566,00:01,2311,SELL,25157.50,SL,25162.50,-20,20,5,15,5,3,1,151.941,35.6881,25162.50,25152.50,20,20,567,228,0,Excelente,Excelente,27,0,0,0,27,1,0,0,FALSE,FALSE,-22,TRUE,25,45,0.5556,-148,-135
2026-04-09|09:31:08.910,reconstructed-causal-v1-from-legacy-v11,2026-04-09,09:31:08.910,09:31:31.073,09:31:31.073,00:22,2311,SELL,25063.75,SL,25078.75,-60,60,30,30,15,48,27,769230.7692,16666666.6667,25078.75,25048.75,60,60,-103,-350,17.64,Riesgo de reversion,Riesgo de reversion,15,10,6,382,413,0.0363,3,14,TRUE,FALSE,-62,TRUE,422,848,0.4976,-150,-5
2026-04-13|09:31:08.445,reconstructed-causal-v1-from-legacy-v11,2026-04-13,09:31:08.445,09:31:10.542,09:31:10.542,00:02,2311,SELL,25215.00,SL,25222.50,-30,30,5,30,5,8,1,806451.6129,5,25222.50,25207.50,30,30,1941,1892,4.9,Riesgo de reversion,Riesgo de reversion,31,0,1,13,45,0.6889,4,7,TRUE,FALSE,-32,TRUE,45,94,0.4787,-360,-311
2026-04-14|09:35:09.768,reconstructed-causal-v1-from-legacy-v11,2026-04-14,09:35:09.768,09:35:14.644,09:35:14.644,00:04,2315,BUY,25732.50,TP,25740.00,30,5,30,5,15,1,21,3473.9109,6228.2013,25717.50,25740.00,60,30,3892,3949,14.25,Riesgo de reversion,Riesgo de reversion,3,2,2,118,125,0.024,1,5,TRUE,FALSE,+28,TRUE,130,304,0.4276,340,250
2026-04-16|09:31:11.974,reconstructed-causal-v1-from-legacy-v11,2026-04-16,09:31:11.974,09:31:14.879,09:31:14.879,00:02,2311,SELL,26382.50,SL,26387.75,-21,25,5,20,5,12,1,21141.649,565.3103,26387.75,26377.25,21,21,-38,-40,0.13,Excelente,Riesgo de reversion,18,2,2,57,79,0.2278,3,8,TRUE,FALSE,-23,TRUE,78,155,0.5032,-190,-155
2026-04-17|09:33:16.718,reconstructed-causal-v1-from-legacy-v11,2026-04-17,09:33:16.718,09:33:21.124,09:33:21.124,00:04,2313,SELL,26650.00,TP,26645.00,20,5,20,5,10,1,26,78.4455,27056.2771,26655.00,26645.00,20,20,-634,-635,0.04,Excelente,Advertencia,59,32,4,0,95,0.6211,6,16,TRUE,FALSE,+18,TRUE,98,204,0.4804,-242,-214
2026-04-20|09:31:06.704,reconstructed-causal-v1-from-legacy-v11,2026-04-20,09:31:06.704,09:31:21.551,09:31:21.551,00:14,2311,SELL,26780.00,TP,26765.00,60,45,60,25,20,37,29,110864.745,2941176.4706,26795.00,26765.00,60,60,1280,1119,0,Excelente,Excelente,342,0,0,0,342,1,0,0,FALSE,FALSE,+58,TRUE,351,756,0.4643,-151,-36
2026-04-21|09:31:14.913,reconstructed-causal-v1-from-legacy-v11,2026-04-21,09:31:14.913,09:31:15.636,09:31:15.636,00:00,2310,SELL,26765.00,SL,26770.00,-20,20,5,15,5,7,1,12027.9047,23342.6704,26770.00,26760.00,20,20,-1033,-1035,0.67,Advertencia,Advertencia,15,2,4,0,21,0.7143,3,8,TRUE,FALSE,-22,TRUE,23,58,0.3966,-280,-272
2026-04-22|09:32:35.929,reconstructed-causal-v1-from-legacy-v11,2026-04-22,09:32:35.929,09:32:36.861,09:32:36.861,00:00,2311,BUY,26851.25,SL,26846.25,-20,20,0,15,0,3,0,11800.8025,0,26846.25,26856.25,20,20,14,44,0,Excelente,Excelente,11,0,0,0,11,1,0,0,FALSE,FALSE,-22,TRUE,11,25,0.44,,
2026-04-24|09:34:36.357,reconstructed-causal-v1-from-legacy-v11,2026-04-24,09:34:36.357,09:34:40.456,09:34:40.456,00:04,2314,BUY,27243.75,SL,27238.75,-20,20,10,10,10,11,2,16260.1626,1887.4335,27238.75,27248.75,20,20,1160,1187,1.23,Riesgo de reversion,Riesgo de reversion,26,8,18,27,79,0.3291,3,7,TRUE,FALSE,-22,TRUE,79,141,0.5603,194,167
2026-04-27|09:36:17.437,reconstructed-causal-v1-from-legacy-v11,2026-04-27,09:36:17.437,09:36:20.560,09:36:20.560,00:03,2316,SELL,27355.00,SL,27360.25,-21,25,5,10,5,8,1,7965.5887,5,27360.25,27349.75,21,21,-1345,-1367,1.47,Riesgo de reversion,Riesgo de reversion,32,9,12,10,63,0.5079,5,13,TRUE,FALSE,-23,TRUE,65,130,0.5,-211,-189
2026-04-29|09:31:06.449,reconstructed-causal-v1-from-legacy-v11,2026-04-29,09:31:06.449,09:31:06.917,09:31:06.917,00:00,2311,SELL,27147.50,TP,27142.50,20,0,20,0,15,0,3,0,1240.1101,27152.50,27142.50,20,20,-1660,-1751,0,Excelente,Excelente,16,0,0,0,16,1,0,0,FALSE,FALSE,+18,TRUE,17,41,0.4146,-90,-83
2026-04-30|09:33:59.933,reconstructed-causal-v1-from-legacy-v11,2026-04-30,09:33:59.933,09:34:00.755,09:34:00.755,00:00,2313,SELL,27360.00,TP,27355.00,20,5,20,5,10,1,5,918.4592,4651.5955,27365.00,27355.00,20,20,-1812,-1814,0.07,Excelente,Excelente,21,0,0,0,21,1,0,0,FALSE,FALSE,+18,TRUE,21,54,0.3889,-380,-1
2026-05-01|09:31:07.530,reconstructed-causal-v1-from-legacy-v11,2026-05-01,09:31:07.530,09:31:08.967,09:31:08.967,00:01,2311,BUY,27671.25,TP,27676.25,20,5,20,5,20,5,7,203252.0325,4543.3894,27666.25,27676.25,20,20,646,1160,0,Excelente,Excelente,46,0,0,0,46,1,0,0,FALSE,FALSE,+18,TRUE,47,153,0.3072,354,236
2026-05-04|09:31:27.566,reconstructed-causal-v1-from-legacy-v11,2026-05-04,09:31:27.566,09:31:30.888,09:31:30.888,00:03,2311,SELL,27822.50,TP,27817.25,21,5,25,5,10,3,15,693.7507,22967.3863,27827.75,27817.25,21,21,-914,-924,0.91,Riesgo de reversion,Riesgo de reversion,24,9,7,39,79,0.3038,5,15,TRUE,FALSE,+19,TRUE,81,168,0.4821,-171,-154
2026-05-05|09:31:08.221,reconstructed-causal-v1-from-legacy-v11,2026-05-05,09:31:08.221,09:31:13.362,09:31:13.362,00:05,2310,SELL,27975.00,SL,27990.00,-60,60,5,20,5,27,5,285714.2857,2570.0334,27990.00,27960.00,60,60,948,884,0.17,Excelente,Excelente,146,0,0,0,146,1,0,0,FALSE,FALSE,-62,TRUE,152,362,0.4199,-194,-122
2026-05-06|09:34:29.432,reconstructed-causal-v1-from-legacy-v11,2026-05-06,09:34:29.432,09:34:32.065,09:34:32.065,00:02,2314,BUY,28430.00,SL,28425.00,-20,20,5,15,5,7,7,9018.759,1649.1853,28425.00,28435.00,20,20,1027,1061,4.86,Riesgo de reversion,Riesgo de reversion,8,2,3,42,55,0.1455,3,11,TRUE,FALSE,-22,TRUE,55,105,0.5238,119,85
