debug_type,status,source_file,raw_rows,accepted_rows,dropped_rows,granularity,first_timestamp_et,last_timestamp_et,off_tick_price_rows,has_bid_ask,has_ohlc,has_big_trade_field,has_iceberg_field,has_absorption_field,date,profile,candidate_type,reason,price,price_bin,volume,left_neighbor_mean,right_neighbor_mean,volume_multiple_of_neighbors,width_ticks,low_price,high_price,prominence,hvn_id,weaker_neighbor_mean,volume_percent_of_neighbors,depth,volume_percent_of_poc
INPUT_MANIFEST,ACCEPTED,C:\Users\k_99_\Desktop\codding\data_footprint_generator\lvn_research_raw\lvn_research_raw_2026-07-01_NY.csv,420.0,420.0,0.0,FOOTPRINT_BAR,2026-07-01T09:31:00-04:00,2026-07-01T09:39:00-04:00,0.0,True,True,False,False,False,,,,,,,,,,,,,,,,,,,
INPUT_MANIFEST,ACCEPTED,C:\Users\k_99_\Desktop\codding\data_footprint_generator\lvn_research_raw\lvn_research_raw_2026-07-02_NY.csv,1775.0,1775.0,0.0,FOOTPRINT_BAR,2026-07-02T08:30:00-04:00,2026-07-02T09:39:00-04:00,0.0,True,True,False,False,False,,,,,,,,,,,,,,,,,,,
INPUT_MANIFEST,ACCEPTED,C:\Users\k_99_\Desktop\codding\data_footprint_generator\lvn_research_raw\lvn_research_raw_2026-07-06_NY.csv,1130.0,1130.0,0.0,FOOTPRINT_BAR,2026-07-06T08:30:00-04:00,2026-07-06T09:39:00-04:00,0.0,True,True,False,False,False,,,,,,,,,,,,,,,,,,,
INPUT_MANIFEST,ACCEPTED,C:\Users\k_99_\Desktop\codding\data_footprint_generator\lvn_research_raw\lvn_research_raw_2026-07-07_NY.csv,1199.0,1199.0,0.0,FOOTPRINT_BAR,2026-07-07T08:30:00-04:00,2026-07-07T09:39:00-04:00,0.0,True,True,False,False,False,,,,,,,,,,,,,,,,,,,
INPUT_MANIFEST,ACCEPTED,C:\Users\k_99_\Desktop\codding\data_footprint_generator\lvn_research_raw\lvn_research_raw_2026-07-08_NY.csv,1409.0,1409.0,0.0,FOOTPRINT_BAR,2026-07-08T08:30:00-04:00,2026-07-08T09:39:00-04:00,0.0,True,True,False,False,False,,,,,,,,,,,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-01,CONTEXT_0830_0930,HVN,NO_PROFILE_DATA,,,,,,,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-01,CONTEXT_0830_0930,LVN,NO_PROFILE_DATA,,,,,,,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-01,FIRST_MINUTE_0930_0931,HVN,NO_PROFILE_DATA,,,,,,,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-01,FIRST_MINUTE_0930_0931,LVN,NO_PROFILE_DATA,,,,,,,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,INSUFFICIENT_NEIGHBORS,30073.75,24059.0,1.0,,,,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,INSUFFICIENT_NEIGHBORS,30075.0,24060.0,16.0,,,,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,BELOW_NEIGHBOR_MULTIPLE,30076.25,24061.0,34.0,8.5,30.0,1.1333333333333333,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30077.5,24062.0,33.0,25.0,54.5,0.6055045871559633,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30078.75,24063.0,27.0,33.5,54.5,0.4954128440366973,,,,,,,,,
,ACCEPTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,QUALIFIED,30080.0,24064.0,82.0,30.0,45.5,1.8021978021978022,5.0,30080.0,30080.0,0.44512195121951215,CONTEXT_0830_0930_HVN_01,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30081.25,24065.0,27.0,54.5,49.0,0.4954128440366973,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,BELOW_NEIGHBOR_MULTIPLE,30082.5,24066.0,64.0,54.5,39.5,1.1743119266055047,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30083.75,24067.0,34.0,45.5,68.0,0.5,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30085.0,24068.0,45.0,49.0,122.0,0.36885245901639346,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30086.25,24069.0,91.0,39.5,155.5,0.5852090032154341,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30087.5,24070.0,153.0,68.0,167.5,0.9134328358208955,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30088.75,24071.0,158.0,122.0,174.5,0.9054441260744985,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,BELOW_NEIGHBOR_MULTIPLE,30090.0,24072.0,177.0,155.5,136.0,1.1382636655948553,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,BELOW_NEIGHBOR_MULTIPLE,30091.25,24073.0,172.0,167.5,98.0,1.026865671641791,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30092.5,24074.0,100.0,174.5,119.5,0.5730659025787965,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30093.75,24075.0,96.0,136.0,149.5,0.6421404682274248,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,BELOW_NEIGHBOR_MULTIPLE,30095.0,24076.0,143.0,98.0,142.5,1.0035087719298246,,,,,,,,,
,ACCEPTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,QUALIFIED,30096.25,24077.0,156.0,119.5,107.5,1.3054393305439331,75.0,30086.25,30103.75,0.23397435897435892,CONTEXT_0830_0930_HVN_02,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30097.5,24078.0,129.0,149.5,99.5,0.862876254180602,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30098.75,24079.0,86.0,142.5,113.5,0.6035087719298246,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30100.0,24080.0,113.0,107.5,115.0,0.9826086956521739,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,BELOW_NEIGHBOR_MULTIPLE,30101.25,24081.0,114.0,99.5,103.5,1.1014492753623188,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,BELOW_NEIGHBOR_MULTIPLE,30102.5,24082.0,116.0,113.5,70.5,1.0220264317180616,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30103.75,24083.0,91.0,115.0,50.5,0.7913043478260869,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30105.0,24084.0,50.0,103.5,60.5,0.4830917874396135,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30106.25,24085.0,51.0,70.5,77.5,0.6580645161290323,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30107.5,24086.0,70.0,50.5,72.5,0.9655172413793104,,,,,,,,,
,ACCEPTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,QUALIFIED,30108.75,24087.0,85.0,60.5,37.0,1.4049586776859504,105.0,30085.0,30110.0,0.28823529411764703,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30110.0,24088.0,60.0,77.5,15.0,0.7741935483870968,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30111.25,24089.0,14.0,72.5,13.0,0.19310344827586207,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30112.5,24090.0,16.0,37.0,21.5,0.43243243243243246,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30113.75,24091.0,10.0,15.0,52.5,0.19047619047619047,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30115.0,24092.0,33.0,13.0,90.5,0.36464088397790057,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30116.25,24093.0,72.0,21.5,91.5,0.7868852459016393,,,,,,,,,
,ACCEPTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,QUALIFIED,30117.5,24094.0,109.0,52.5,67.0,1.626865671641791,25.0,30116.25,30121.25,0.3853211009174312,CONTEXT_0830_0930_HVN_03,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30118.75,24095.0,74.0,90.5,60.5,0.8176795580110497,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30120.0,24096.0,60.0,91.5,53.0,0.6557377049180327,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30121.25,24097.0,61.0,67.0,49.5,0.9104477611940298,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30122.5,24098.0,45.0,60.5,58.5,0.743801652892562,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30123.75,24099.0,54.0,53.0,58.5,0.9230769230769231,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30125.0,24100.0,63.0,49.5,65.0,0.9692307692307692,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30126.25,24101.0,54.0,58.5,103.0,0.5242718446601942,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30127.5,24102.0,76.0,58.5,128.0,0.59375,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,BELOW_NEIGHBOR_MULTIPLE,30128.75,24103.0,130.0,65.0,123.5,1.0526315789473684,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,BELOW_NEIGHBOR_MULTIPLE,30130.0,24104.0,126.0,103.0,103.0,1.2233009708737863,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30131.25,24105.0,121.0,128.0,175.5,0.6894586894586895,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30132.5,24106.0,85.0,123.5,200.0,0.425,,,,,,,,,
,ACCEPTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,QUALIFIED,30133.75,24107.0,266.0,103.0,130.0,2.046153846153846,10.0,30133.75,30135.0,0.5112781954887218,CONTEXT_0830_0930_HVN_04,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30135.0,24108.0,134.0,175.5,147.0,0.7635327635327636,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30136.25,24109.0,126.0,200.0,169.0,0.63,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30137.5,24110.0,168.0,130.0,172.5,0.9739130434782609,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30138.75,24111.0,170.0,147.0,192.5,0.8831168831168831,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30140.0,24112.0,175.0,169.0,241.0,0.7261410788381742,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30141.25,24113.0,210.0,172.5,290.0,0.7241379310344828,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,BELOW_NEIGHBOR_MULTIPLE,30142.5,24114.0,272.0,192.5,267.5,1.016822429906542,,,,,,,,,
,ACCEPTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,QUALIFIED,30143.75,24115.0,308.0,241.0,214.0,1.2780082987551866,230.0,30137.5,30193.75,0.21753246753246758,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30145.0,24116.0,227.0,290.0,196.0,0.7827586206896552,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30146.25,24117.0,201.0,267.5,247.0,0.7514018691588785,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30147.5,24118.0,191.0,214.0,406.0,0.47044334975369456,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30148.75,24119.0,303.0,196.0,491.0,0.6171079429735234,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,BELOW_NEIGHBOR_MULTIPLE,30150.0,24120.0,509.0,247.0,506.0,1.0059288537549407,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,BELOW_NEIGHBOR_MULTIPLE,30151.25,24121.0,473.0,406.0,466.5,1.0139335476956055,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,BELOW_NEIGHBOR_MULTIPLE,30152.5,24122.0,539.0,491.0,353.0,1.0977596741344195,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30153.75,24123.0,394.0,506.0,274.0,0.7786561264822134,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30155.0,24124.0,312.0,466.5,219.0,0.6688102893890675,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30156.25,24125.0,236.0,353.0,203.0,0.6685552407932012,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30157.5,24126.0,202.0,274.0,217.0,0.7372262773722628,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30158.75,24127.0,204.0,219.0,247.5,0.8242424242424242,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30160.0,24128.0,230.0,203.0,253.5,0.9072978303747534,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,BELOW_NEIGHBOR_MULTIPLE,30161.25,24129.0,265.0,217.0,247.0,1.0728744939271255,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30162.5,24130.0,242.0,247.5,233.0,0.9777777777777777,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30163.75,24131.0,252.0,253.5,260.5,0.9673704414587332,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30165.0,24132.0,214.0,247.0,357.0,0.5994397759103641,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30166.25,24133.0,307.0,233.0,477.5,0.6429319371727749,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30167.5,24134.0,407.0,260.5,570.0,0.7140350877192982,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,BELOW_NEIGHBOR_MULTIPLE,30168.75,24135.0,548.0,357.0,504.0,1.0873015873015872,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,BELOW_NEIGHBOR_MULTIPLE,30170.0,24136.0,592.0,477.5,394.5,1.2397905759162304,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30171.25,24137.0,416.0,570.0,363.0,0.7298245614035088,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30172.5,24138.0,373.0,504.0,317.0,0.7400793650793651,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30173.75,24139.0,353.0,394.5,274.5,0.8948035487959443,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30175.0,24140.0,281.0,363.0,287.0,0.7741046831955923,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30176.25,24141.0,268.0,317.0,284.5,0.8454258675078864,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30177.5,24142.0,306.0,274.5,321.0,0.9532710280373832,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30178.75,24143.0,263.0,287.0,333.0,0.7897897897897898,,,,,,,,,
,ACCEPTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,QUALIFIED,30180.0,24144.0,379.0,284.5,248.5,1.3321616871704745,180.0,30141.25,30185.0,0.24934036939313986,CONTEXT_0830_0930_HVN_05,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30181.25,24145.0,287.0,321.0,200.5,0.8940809968847352,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30182.5,24146.0,210.0,333.0,196.5,0.6306306306306306,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30183.75,24147.0,191.0,248.5,182.0,0.7686116700201208,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,BELOW_NEIGHBOR_MULTIPLE,30185.0,24148.0,202.0,200.5,159.5,1.0074812967581048,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30186.25,24149.0,162.0,196.5,178.0,0.8244274809160306,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30187.5,24150.0,157.0,182.0,183.5,0.8555858310626703,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,BELOW_NEIGHBOR_MULTIPLE,30188.75,24151.0,199.0,159.5,162.5,1.2246153846153847,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30190.0,24152.0,168.0,178.0,180.0,0.9333333333333333,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30191.25,24153.0,157.0,183.5,184.5,0.8509485094850948,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,BELOW_NEIGHBOR_MULTIPLE,30192.5,24154.0,203.0,162.5,136.5,1.2492307692307691,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30193.75,24155.0,166.0,180.0,104.5,0.9222222222222223,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30195.0,24156.0,107.0,184.5,83.0,0.5799457994579946,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30196.25,24157.0,102.0,136.5,77.5,0.7472527472527473,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30197.5,24158.0,64.0,104.5,114.0,0.5614035087719298,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-07-02,CONTEXT_0830_0930,HVN,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,30198.75,24159.0,91.0,83.0,92.5,0.9837837837837838,,,,,,,,,
