request_id,BurstId,fecha,year,burst_side,attacked_side,resolved_raw_symbol,burst_timestamp_utc,strict_feature_cutoff_utc_exclusive,initial_l0_price_mbo,initial_l0_l2_depth,initial_l0_l2_order_count,coverage_250ms,coverage_500ms,packets_before_250ms,packets_before_500ms,consumption_fill_qty_250ms,pure_withdrawal_qty_250ms,aggressive_trade_qty_250ms,matched_refill_qty,durable_refill_qty_500ms,initial_queue_remaining_qty_250ms,directional_best_passive_progress_ticks_250ms,eligible_aggression_packets_500ms,absorption_motif_packets_500ms,eligible_removal_packets_500ms,breakout_motif_packets_500ms,ambiguous_cancel_fill_rows,unknown_state_rows,max_used_event_utc,max_used_before_decision_cutoff,events_after_cutoff_used,consumption_initial_depth_ratio_250ms,withdrawal_initial_depth_ratio_250ms,durable_refill_removed_ratio_250ms,initial_queue_survival_ratio_250ms,impact_efficiency_250ms,depletion_persistence_share_500ms,absorption_motif_share_500ms,breakout_motif_share_500ms,family_label_only,selection_seed,selection_hash,predictor_policy
NQ_MBO_SNAPSHOT_2022-10-26_LB_20221026_093108_SELL_0002,LB_20221026_093108_SELL_0002,2022-10-26,2022,SELL,B,NQZ2,2022-10-26T13:31:08+00:00,2022-10-26T13:31:09.077000+00:00,11438.75,10.0,10,250.0,500.0,909,1215,9.0,3.0,211.0,11.0,6.0,0.0,18.0,2,0,5,0,0,0,2022-10-26T13:31:08.496572875+00:00,True,0,0.9,0.3,0.5,0.0,0.8530805687203791,0.982332438,0.0,0.0,A_TRUE_ABSORPTION,MBO_SNAPSHOT_PILOT_V1_20260723,1bb17f82f2ca3ca0776f827d287d191957032f6c4d9f1b57b66b9bcf5cf8912f,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2022-10-27_LB_20221027_093628_SELL_0001,LB_20221027_093628_SELL_0001,2022-10-27,2022,SELL,B,NQZ2,2022-10-27T13:36:28+00:00,2022-10-27T13:36:29.053000+00:00,11403.0,8.0,8,250.0,500.0,280,580,6.0,17.0,8.0,22.0,0.0,0.0,2.0,7,0,24,16,0,0,2022-10-27T13:36:28.497793059+00:00,True,0,0.75,2.125,0.0,0.0,2.0,0.70240639,0.0,0.6666666666666666,A_TRUE_ABSORPTION,MBO_SNAPSHOT_PILOT_V1_20260723,4a7b291557fe2debcfd73fc86757281799837c09aa59134bfee0f4006abda591,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2022-10-28_LB_20221028_093127_BUY_0001,LB_20221028_093127_BUY_0001,2022-10-28,2022,BUY,A,NQZ2,2022-10-28T13:31:27+00:00,2022-10-28T13:31:28.046000+00:00,11247.5,10.0,10,250.0,500.0,287,484,1.0,21.0,7.0,22.0,3.0,0.0,6.0,1,0,22,3,0,0,2022-10-28T13:31:27.499834661+00:00,True,0,0.1,2.1,0.13636363636363635,0.0,8.571428571428571,0.94343515,0.0,0.13636363636363635,B_CLEAN_BREAKOUT,MBO_SNAPSHOT_PILOT_V1_20260723,14512120b9d097c719f39a2b5f9d176e5b1b6fb4139ce5a0305350c0bfec554a,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2022-11-03_LB_20221103_093349_BUY_0001,LB_20221103_093349_BUY_0001,2022-11-03,2022,BUY,A,NQZ2,2022-11-03T13:33:49+00:00,2022-11-03T13:33:50.021000+00:00,10839.0,15.0,13,250.0,500.0,618,1953,12.0,9.0,190.0,18.0,8.0,0.0,21.0,2,0,11,0,1,0,2022-11-03T13:33:49.499321707+00:00,True,0,0.8,0.6,0.38095238095238093,0.0,1.6578947368421053,0.56235513,0.0,0.0,A_TRUE_ABSORPTION,MBO_SNAPSHOT_PILOT_V1_20260723,56f766503411a5b2a8ae895810fea2f2ddd27c693dcdbc433b2a7f3824d67de9,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-03-21_LB_20230321_093130_BUY_0001,LB_20230321_093130_BUY_0001,2023-03-21,2023,BUY,A,NQM3,2023-03-21T13:31:30+00:00,2023-03-21T13:31:31.049000+00:00,12798.25,18.0,18,250.0,500.0,172,338,14.0,22.0,14.0,28.0,0.0,1.0,2.0,8,0,30,1,0,0,2023-03-21T13:31:30.487244487+00:00,True,0,0.7777777777777778,1.2222222222222223,0.0,0.05555555555555555,2.571428571428571,0.971507842,0.0,0.03333333333333333,B_CLEAN_BREAKOUT,MBO_SNAPSHOT_PILOT_V1_20260723,94d91d0805ff6dc7e5db1b419efb6abc1612b23d59673722468a28d7b83b3dc1,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-03-28_LB_20230328_093202_SELL_0001,LB_20230328_093202_SELL_0001,2023-03-28,2023,SELL,B,NQM3,2023-03-28T13:32:02+00:00,2023-03-28T13:32:03.022000+00:00,12753.25,30.0,16,250.0,500.0,895,1795,45.0,16.0,250.0,46.0,4.0,0.0,14.0,13,0,29,0,0,0,2023-03-28T13:32:02.499471887+00:00,True,0,1.5,0.5333333333333333,0.06557377049180328,0.0,1.68,0.845253574,0.0,0.0,B_CLEAN_BREAKOUT,MBO_SNAPSHOT_PILOT_V1_20260723,448d171cf7cbc777f1d918ef613205557f79eca312ccfdc869af9f2154ecb497,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-04-03_LB_20230403_093250_BUY_0001,LB_20230403_093250_BUY_0001,2023-04-03,2023,BUY,A,NQM3,2023-04-03T13:32:50+00:00,2023-04-03T13:32:51.099000+00:00,13215.5,54.0,23,250.0,500.0,113,470,3.0,10.0,3.0,3.0,0.0,43.0,1.0,20,0,30,17,0,0,2023-04-03T13:32:50.499896041+00:00,True,0,0.05555555555555555,0.18518518518518517,0.0,0.7962962962962963,18.0,0.76000531,0.0,0.5666666666666667,C_MIXED_PATH,MBO_SNAPSHOT_PILOT_V1_20260723,634132fd65c58477d0ec82d7d9fa2062a7ced59ed590898a9a4c2f9bed9427c4,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-04-04_LB_20230404_093600_SELL_0001,LB_20230404_093600_SELL_0001,2023-04-04,2023,SELL,B,NQM3,2023-04-04T13:36:00+00:00,2023-04-04T13:36:01.053000+00:00,13271.5,21.0,18,250.0,500.0,965,1216,12.0,9.0,191.0,21.0,4.0,0.0,10.0,7,0,15,0,0,0,2023-04-04T13:36:00.493087701+00:00,True,0,0.5714285714285714,0.42857142857142855,0.19047619047619047,0.0,1.0994764397905759,0.990089102,0.0,0.0,A_TRUE_ABSORPTION,MBO_SNAPSHOT_PILOT_V1_20260723,c617b61020807df238ac1ec60f92c9fb79c83f34e1a71aaeb0b4346ad3ae6ba1,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-04-19_LB_20230419_093353_SELL_0001,LB_20230419_093353_SELL_0001,2023-04-19,2023,SELL,B,NQM3,2023-04-19T13:33:53+00:00,2023-04-19T13:33:54.064000+00:00,13108.5,23.0,23,250.0,500.0,261,786,0.0,4.0,0.0,3.0,0.0,20.0,0.0,0,0,4,0,0,0,2023-04-19T13:33:53.499981509+00:00,True,0,0.0,0.17391304347826086,0.0,0.8695652173913043,0.0,0.02074823,0.0,0.0,A_TRUE_ABSORPTION,MBO_SNAPSHOT_PILOT_V1_20260723,51818da0f467574859d4337c95ed135725aee2c4da7f60cf4b600465c9e438f3,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-04-26_LB_20230426_093201_SELL_0001,LB_20230426_093201_SELL_0001,2023-04-26,2023,SELL,B,NQM3,2023-04-26T13:32:01+00:00,2023-04-26T13:32:02.055000+00:00,12926.25,16.0,16,250.0,500.0,663,1791,8.0,15.0,41.0,23.0,5.0,0.0,4.0,3,0,18,0,0,0,2023-04-26T13:32:01.497799945+00:00,True,0,0.5,0.9375,0.21739130434782608,0.0,1.5609756097560976,0.99958165,0.0,0.0,A_TRUE_ABSORPTION,MBO_SNAPSHOT_PILOT_V1_20260723,d935ea325141bef58197e02c99fc1df4acb01e142b3a8878dc699e4afa4cfaf0,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-05-03_LB_20230503_093500_BUY_0001,LB_20230503_093500_BUY_0001,2023-05-03,2023,BUY,A,NQM3,2023-05-03T13:35:00+00:00,2023-05-03T13:35:01.053000+00:00,13205.5,18.0,18,250.0,500.0,449,1274,17.0,41.0,119.0,53.0,7.0,0.0,4.0,9,2,50,0,1,0,2023-05-03T13:35:00.496898101+00:00,True,0,0.9444444444444444,2.2777777777777777,0.1206896551724138,0.0,0.6050420168067228,0.926599758,0.2222222222222222,0.0,B_CLEAN_BREAKOUT,MBO_SNAPSHOT_PILOT_V1_20260723,6b3c4ebd94808a18b50fecf40b2f28df857d781b6a98d06030c1bdff211f17be,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-05-11_LB_20230511_093202_SELL_0001,LB_20230511_093202_SELL_0001,2023-05-11,2023,SELL,B,NQM3,2023-05-11T13:32:02+00:00,2023-05-11T13:32:03.023000+00:00,13402.0,25.0,23,250.0,500.0,251,740,15.0,37.0,15.0,50.0,0.0,2.0,2.0,17,0,52,38,0,0,2023-05-11T13:32:02.498912497+00:00,True,0,0.6,1.48,0.0,0.08,3.3333333333333335,0.956877678,0.0,0.7307692307692307,B_CLEAN_BREAKOUT,MBO_SNAPSHOT_PILOT_V1_20260723,de86d0baa2f74a834d69479e03b78a257a33556ea131a96ad7e47dfa73a895db,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-05-18_LB_20230518_093436_BUY_0001,LB_20230518_093436_BUY_0001,2023-05-18,2023,BUY,A,NQM3,2023-05-18T13:34:36+00:00,2023-05-18T13:34:37.130000+00:00,13679.75,62.0,45,250.0,500.0,56,659,2.0,0.0,2.0,1.0,0.0,60.0,0.0,4,0,4,0,1,0,2023-05-18T13:34:36.499590169+00:00,True,0,0.03225806451612903,0.0,0.0,0.967741935483871,0.0,0.166651422,0.0,0.0,B_CLEAN_BREAKOUT,MBO_SNAPSHOT_PILOT_V1_20260723,3daa91090e6a32bedf99e2dbc9f6d8ac4797c56675f9aa8239fd7dbe53705b11,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-05-22_LB_20230522_093356_BUY_0001,LB_20230522_093356_BUY_0001,2023-05-22,2023,BUY,A,NQM3,2023-05-22T13:33:56+00:00,2023-05-22T13:33:57.065000+00:00,13874.0,27.0,23,250.0,500.0,1046,1578,26.0,7.0,194.0,33.0,13.0,0.0,7.0,3,0,8,0,0,0,2023-05-22T13:33:56.499777145+00:00,True,0,0.9629629629629629,0.25925925925925924,0.3939393939393939,0.0,0.9742268041237113,0.860507938,0.0,0.0,B_CLEAN_BREAKOUT,MBO_SNAPSHOT_PILOT_V1_20260723,8d47eb21b1fdf59702fcde42b161cce0ef93290d2722330cfaed22aa7989304e,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-05-26_LB_20230526_093357_BUY_0001,LB_20230526_093357_BUY_0001,2023-05-26,2023,BUY,A,NQM3,2023-05-26T13:33:57+00:00,2023-05-26T13:33:58.020000+00:00,14043.0,27.0,19,250.0,500.0,533,1274,27.0,42.0,109.0,69.0,12.0,0.0,7.0,14,0,56,0,0,0,2023-05-26T13:33:57.499946021+00:00,True,0,1.0,1.5555555555555556,0.17391304347826086,0.0,1.7339449541284402,0.83164453,0.0,0.0,A_TRUE_ABSORPTION,MBO_SNAPSHOT_PILOT_V1_20260723,5d08ae4f1db76f99aa8968636cf70447090f44f2065ece432fb238c88d9360f8,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-05-31_LB_20230531_093156_BUY_0001,LB_20230531_093156_BUY_0001,2023-05-31,2023,BUY,A,NQM3,2023-05-31T13:31:56+00:00,2023-05-31T13:31:57.052000+00:00,14347.25,22.0,22,250.0,500.0,507,1673,9.0,31.0,15.0,40.0,5.0,0.0,3.0,3,0,34,0,1,0,2023-05-31T13:31:56.499964129+00:00,True,0,0.4090909090909091,1.4090909090909092,0.125,0.0,4.4,0.624241562,0.0,0.0,C_MIXED_PATH,MBO_SNAPSHOT_PILOT_V1_20260723,bc3c053e1e85aac3e24272e1cb5b5d5e8bb206bf5414e74d20e22617dd0c6cb4,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-06-05_LB_20230605_093500_BUY_0001,LB_20230605_093500_BUY_0001,2023-06-05,2023,BUY,A,NQM3,2023-06-05T13:35:00+00:00,2023-06-05T13:35:01.036000+00:00,14606.25,21.0,15,250.0,500.0,1224,2310,35.0,39.0,141.0,73.0,8.0,0.0,7.0,17,0,56,0,0,0,2023-06-05T13:35:00.496150409+00:00,True,0,1.6666666666666667,1.8571428571428572,0.10810810810810811,0.0,1.0425531914893618,0.810842238,0.0,0.0,C_MIXED_PATH,MBO_SNAPSHOT_PILOT_V1_20260723,dcd7b8366a794fa0bd33d831e1ba60b63630aa0dc0b542cceb33834e9eb52eeb,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-06-13_LB_20230613_093139_SELL_0001,LB_20230613_093139_SELL_0001,2023-06-13,2023,SELL,B,NQM3,2023-06-13T13:31:39+00:00,2023-06-13T13:31:40.043000+00:00,14897.0,5.0,5,250.0,500.0,122,405,0.0,12.0,0.0,10.0,4.0,2.0,0.0,0,0,12,0,0,0,2023-06-13T13:31:39.498946979+00:00,True,0,0.0,2.4,0.3333333333333333,0.4,0.0,0.0,0.0,0.0,A_TRUE_ABSORPTION,MBO_SNAPSHOT_PILOT_V1_20260723,a0c08d7e08d7f72072ed23c802fac62eff9f52e349a3bd1eba0d2a6a59957090,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-06-22_LB_20230622_093240_BUY_0001,LB_20230622_093240_BUY_0001,2023-06-22,2023,BUY,A,NQU3,2023-06-22T13:32:40+00:00,2023-06-22T13:32:41.030000+00:00,14997.25,11.0,11,250.0,500.0,185,1247,7.0,23.0,7.0,28.0,3.0,3.0,2.0,6,0,29,0,2,0,2023-06-22T13:32:40.499282361+00:00,True,0,0.6363636363636364,2.090909090909091,0.1,0.2727272727272727,3.142857142857143,0.777597626,0.0,0.0,B_CLEAN_BREAKOUT,MBO_SNAPSHOT_PILOT_V1_20260723,b1a9b1fd2f90170b66172c7aedc49e4691801edddd1c55d88aba5bf7b58ff86c,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-06-23_LB_20230623_093159_BUY_0001,LB_20230623_093159_BUY_0001,2023-06-23,2023,BUY,A,NQU3,2023-06-23T13:31:59+00:00,2023-06-23T13:32:00.009000+00:00,15059.5,65.0,24,250.0,500.0,257,802,26.0,20.0,26.0,46.0,0.0,50.0,0.0,25,0,45,14,0,0,2023-06-23T13:31:59.494150087+00:00,True,0,0.4,0.3076923076923077,0.0,0.7692307692307693,0.0,0.740932686,0.0,0.3111111111111111,B_CLEAN_BREAKOUT,MBO_SNAPSHOT_PILOT_V1_20260723,5c13521026f5e54ebe9307b9a28362d8900fa1057d92d2665b8208d94b704819,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-06-30_LB_20230630_093123_BUY_0001,LB_20230630_093123_BUY_0001,2023-06-30,2023,BUY,A,NQU3,2023-06-30T13:31:23+00:00,2023-06-30T13:31:24.087000+00:00,15253.75,13.0,12,250.0,500.0,111,289,5.0,16.0,5.0,15.0,0.0,5.0,0.0,6,0,22,4,0,0,2023-06-30T13:31:23.488375159+00:00,True,0,0.38461538461538464,1.2307692307692308,0.0,0.38461538461538464,0.0,0.41663611,0.0,0.18181818181818182,B_CLEAN_BREAKOUT,MBO_SNAPSHOT_PILOT_V1_20260723,642cd8e1dc6787d70d98e2410750614cf6e830521cd37ddaca60a9f64cd675f7,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-07-18_LB_20230718_093258_SELL_0002,LB_20230718_093258_SELL_0002,2023-07-18,2023,SELL,B,NQU3,2023-07-18T13:32:58+00:00,2023-07-18T13:32:59.057000+00:00,15783.25,22.0,21,250.0,500.0,657,1233,23.0,16.0,155.0,39.0,12.0,0.0,15.0,8,0,23,0,0,0,2023-07-18T13:32:58.499530599+00:00,True,0,1.0454545454545454,0.7272727272727273,0.3076923076923077,0.0,2.129032258064516,0.602896442,0.0,0.0,B_CLEAN_BREAKOUT,MBO_SNAPSHOT_PILOT_V1_20260723,01d30c2999125f7572a482633192d82262790547bc04ab214849c31807b9e627,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-07-20_LB_20230720_093345_SELL_0001,LB_20230720_093345_SELL_0001,2023-07-20,2023,SELL,B,NQU3,2023-07-20T13:33:45+00:00,2023-07-20T13:33:46.040000+00:00,15875.0,20.0,19,250.0,500.0,654,886,0.0,10.0,0.0,9.0,7.0,15.0,0.0,0,0,10,0,0,0,2023-07-20T13:33:45.495873803+00:00,True,0,0.0,0.5,0.7,0.75,0.0,0.0,0.0,0.0,A_TRUE_ABSORPTION,MBO_SNAPSHOT_PILOT_V1_20260723,dac04e3c8d4f8053d76216fc51287ca4538924cc55329abf5220fe93bf8b91ec,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-07-27_LB_20230727_093300_BUY_0001,LB_20230727_093300_BUY_0001,2023-07-27,2023,BUY,A,NQU3,2023-07-27T13:33:00+00:00,2023-07-27T13:33:01.089000+00:00,15849.5,135.0,56,250.0,500.0,1068,1823,155.0,60.0,297.0,113.0,13.0,0.0,11.0,27,0,74,0,0,0,2023-07-27T13:33:00.493374215+00:00,True,0,1.1481481481481481,0.4444444444444444,0.06046511627906977,0.0,5.0,0.882771378,0.0,0.0,B_CLEAN_BREAKOUT,MBO_SNAPSHOT_PILOT_V1_20260723,e28b946644876d9f6a8d48f2104f1d43a4dd9d40f0973f0ea8dd3c5c820d237f,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-08-08_LB_20230808_093726_SELL_0001,LB_20230808_093726_SELL_0001,2023-08-08,2023,SELL,B,NQU3,2023-08-08T13:37:26+00:00,2023-08-08T13:37:27.058000+00:00,15352.0,28.0,23,250.0,500.0,405,580,23.0,6.0,53.0,29.0,5.0,0.0,5.0,7,0,13,0,0,0,2023-08-08T13:37:26.499851817+00:00,True,0,0.8214285714285714,0.21428571428571427,0.1724137931034483,0.0,2.6415094339622645,0.877035342,0.0,0.0,A_TRUE_ABSORPTION,MBO_SNAPSHOT_PILOT_V1_20260723,d4327e5b58e6c140d0f75e7bc65fc548a4d2ad87380dcdaea5f0b836f61ac8e6,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-08-24_LB_20230824_093139_SELL_0001,LB_20230824_093139_SELL_0001,2023-08-24,2023,SELL,B,NQU3,2023-08-24T13:31:39+00:00,2023-08-24T13:31:40.065000+00:00,15303.0,14.0,13,250.0,500.0,412,1175,10.0,14.0,36.0,20.0,6.0,0.0,7.0,6,0,20,0,1,0,2023-08-24T13:31:39.495313299+00:00,True,0,0.7142857142857143,1.0,0.25,0.0,2.722222222222222,0.744626914,0.0,0.0,B_CLEAN_BREAKOUT,MBO_SNAPSHOT_PILOT_V1_20260723,f623406a9522e3c7ef698a3514149a89750a2f77f2912d86f9f78e3fba105bd3,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-08-25_LB_20230825_093257_BUY_0001,LB_20230825_093257_BUY_0001,2023-08-25,2023,BUY,A,NQU3,2023-08-25T13:32:57+00:00,2023-08-25T13:32:58.084000+00:00,14931.5,192.0,14,250.0,500.0,791,1059,190.0,8.0,233.0,17.0,1.0,0.0,6.0,41,0,49,4,0,0,2023-08-25T13:32:57.499885753+00:00,True,0,0.9895833333333334,0.041666666666666664,0.005050505050505051,0.0,4.9442060085836905,0.992087642,0.0,0.08163265306122448,A_TRUE_ABSORPTION,MBO_SNAPSHOT_PILOT_V1_20260723,035e608864cec6f83a81a75639567cdd0e60abc433933911cdcf7326ec094926,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-08-29_LB_20230829_093105_SELL_0001,LB_20230829_093105_SELL_0001,2023-08-29,2023,SELL,B,NQU3,2023-08-29T13:31:05+00:00,2023-08-29T13:31:06.065000+00:00,15076.25,35.0,16,250.0,500.0,144,1158,5.0,21.0,5.0,21.0,1.0,20.0,0.0,12,1,33,9,1,0,2023-08-29T13:31:05.498236653+00:00,True,0,0.14285714285714285,0.6,0.038461538461538464,0.5714285714285714,0.0,0.728868506,0.08333333333333333,0.2727272727272727,A_TRUE_ABSORPTION,MBO_SNAPSHOT_PILOT_V1_20260723,422f614a7d7f5b66e694e8efe5f81c560f9faa5a5815040b5e2bba8df335d136,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-08-31_LB_20230831_093357_BUY_0001,LB_20230831_093357_BUY_0001,2023-08-31,2023,BUY,A,NQU3,2023-08-31T13:33:57+00:00,2023-08-31T13:33:58.049000+00:00,15549.0,19.0,18,250.0,500.0,292,544,4.0,38.0,4.0,39.0,0.0,2.0,1.0,4,0,42,2,0,0,2023-08-31T13:33:57.498525693+00:00,True,0,0.21052631578947367,2.0,0.0,0.10526315789473684,4.75,0.820182978,0.0,0.047619047619047616,A_TRUE_ABSORPTION,MBO_SNAPSHOT_PILOT_V1_20260723,90910efe6e86c11fae73542ca68886d3b3112f8862bfbe53b4ebbbed56d4a4d7,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-09-05_LB_20230905_093500_SELL_0002,LB_20230905_093500_SELL_0002,2023-09-05,2023,SELL,B,NQU3,2023-09-05T13:35:00+00:00,2023-09-05T13:35:01.010000+00:00,15464.0,12.0,12,250.0,500.0,873,1616,9.0,33.0,265.0,42.0,0.0,0.0,22.0,5,0,38,9,1,0,2023-09-05T13:35:00.495677965+00:00,True,0,0.75,2.75,0.0,0.0,0.9962264150943396,0.980943854,0.0,0.23684210526315788,C_MIXED_PATH,MBO_SNAPSHOT_PILOT_V1_20260723,2da4bf4bd3d93b2eaf318ca25fa0ccdeababd0ba85799d3439c9dc96bf23b351,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-09-07_LB_20230907_093117_SELL_0001,LB_20230907_093117_SELL_0001,2023-09-07,2023,SELL,B,NQU3,2023-09-07T13:31:17+00:00,2023-09-07T13:31:18.033000+00:00,15180.75,15.0,12,250.0,500.0,303,539,1.0,10.0,1.0,9.0,1.0,9.0,0.0,1,0,10,0,1,0,2023-09-07T13:31:17.484853359+00:00,True,0,0.06666666666666667,0.6666666666666666,0.09090909090909091,0.6,0.0,0.009009096,0.0,0.0,B_CLEAN_BREAKOUT,MBO_SNAPSHOT_PILOT_V1_20260723,d23cce5fcb70641a099689bee8de6c5ad5909616100a586c2fe0828111140de7,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-09-14_LB_20230914_093127_SELL_0001,LB_20230914_093127_SELL_0001,2023-09-14,2023,SELL,B,NQZ3,2023-09-14T13:31:27+00:00,2023-09-14T13:31:28.062000+00:00,15605.75,17.0,17,250.0,500.0,366,504,3.0,41.0,3.0,43.0,0.0,1.0,1.0,4,0,45,0,0,0,2023-09-14T13:31:27.498638041+00:00,True,0,0.17647058823529413,2.411764705882353,0.0,0.058823529411764705,5.666666666666666,0.787410734,0.0,0.0,A_TRUE_ABSORPTION,MBO_SNAPSHOT_PILOT_V1_20260723,9da213b104565d2a65208e80638154224f18c17ff0ece4d497710356411d28ce,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-09-15_LB_20230915_093253_SELL_0001,LB_20230915_093253_SELL_0001,2023-09-15,2023,SELL,B,NQZ3,2023-09-15T13:32:53+00:00,2023-09-15T13:32:54.037000+00:00,15591.75,17.0,16,250.0,500.0,947,1256,11.0,6.0,101.0,17.0,6.0,0.0,12.0,4,0,10,0,0,0,2023-09-15T13:32:53.499216303+00:00,True,0,0.6470588235294118,0.35294117647058826,0.35294117647058826,0.0,2.01980198019802,0.993006806,0.0,0.0,B_CLEAN_BREAKOUT,MBO_SNAPSHOT_PILOT_V1_20260723,218c3b9804c27d64a90cfa0525c695adc60810f0823d8a5200a31c493bdb0eca,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-09-19_LB_20230919_093101_SELL_0001,LB_20230919_093101_SELL_0001,2023-09-19,2023,SELL,B,NQZ3,2023-09-19T13:31:01+00:00,2023-09-19T13:31:02.011000+00:00,15334.25,25.0,18,250.0,500.0,209,1287,15.0,25.0,15.0,35.0,0.0,13.0,1.0,27,5,52,14,0,0,2023-09-19T13:31:01.499987905+00:00,True,0,0.6,1.0,0.0,0.52,1.6666666666666667,0.945927782,0.18518518518518517,0.2692307692307692,A_TRUE_ABSORPTION,MBO_SNAPSHOT_PILOT_V1_20260723,9c78006d5b337017e4882cb4c7252623b03475bc23bd8abb6bfac64017351b6d,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-09-22_LB_20230922_093553_SELL_0001,LB_20230922_093553_SELL_0001,2023-09-22,2023,SELL,B,NQZ3,2023-09-22T13:35:53+00:00,2023-09-22T13:35:54.074000+00:00,14910.25,19.0,14,250.0,500.0,143,828,0.0,17.0,0.0,13.0,0.0,16.0,1.0,7,0,24,14,1,0,2023-09-22T13:35:53.494597799+00:00,True,0,0.0,0.8947368421052632,0.0,0.8421052631578947,19.0,0.504799842,0.0,0.5833333333333334,C_MIXED_PATH,MBO_SNAPSHOT_PILOT_V1_20260723,6614270d7898b0e93bcd77e3f9f3b903019033cae05563be528a8b2bd562bfdb,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
NQ_MBO_SNAPSHOT_2023-09-26_LB_20230926_093118_SELL_0002,LB_20230926_093118_SELL_0002,2023-09-26,2023,SELL,B,NQZ3,2023-09-26T13:31:18+00:00,2023-09-26T13:31:19.035000+00:00,14820.5,17.0,17,250.0,500.0,828,1094,8.0,14.0,100.0,22.0,8.0,0.0,5.0,3,0,17,0,2,0,2023-09-26T13:31:18.466818571+00:00,True,0,0.47058823529411764,0.8235294117647058,0.36363636363636365,0.0,0.85,0.98071627,0.0,0.0,B_CLEAN_BREAKOUT,MBO_SNAPSHOT_PILOT_V1_20260723,9d4906e1b317ca0cfeee7354b5e92694a4c7c1924f3c3340e1dcb83ddca2ba14,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL
