date,symbol,lvn_id,price,volume,depth,width_ticks,low_price,high_price,left_neighbor_mean,right_neighbor_mean,volume_percent_of_neighbors,volume_percent_of_poc,distance_to_poc_ticks,distance_to_vah_ticks,distance_to_val_ticks,member_level_count,retest_count,had_retest,context_profile_shape,context_shape_confidence,minute_profile_shape,minute_shape_confidence,context_prob_D,context_prob_P,context_prob_b,context_prob_double,context_prob_trend_up,context_prob_trend_down,context_prob_unknown,minute_prob_D,minute_prob_P,minute_prob_b,minute_prob_double,minute_prob_trend_up,minute_prob_trend_down,minute_prob_unknown
2026-05-07,NQ,FIRST_MINUTE_0930_0931_LVN_01,28748.75,45.0,0.7039473684210527,5,28748.75,28748.75,187.0,152.0,0.29605263157894735,0.10817307692307693,15.0,5.0,70.0,1,5,True,unknown,0.4987858085496079,trend_down,0.6621756861631917,0.08134632798009579,0.05410625831110812,0.057600863077688816,0.12111133049567131,0.11623022789137885,0.07081918369444928,0.4987858085496079,0.0527549531010776,0.04799057161823134,0.05583853779159189,0.06090649563253385,0.04883413636765824,0.6621756861631917,0.07149961932571548
2026-05-07,NQ,FIRST_MINUTE_0930_0931_LVN_02,28761.25,27.0,0.73,5,28761.25,28761.25,110.5,100.0,0.27,0.06490384615384616,65.0,55.0,120.0,1,6,True,unknown,0.4987858085496079,trend_down,0.6621756861631917,0.08134632798009579,0.05410625831110812,0.057600863077688816,0.12111133049567131,0.11623022789137885,0.07081918369444928,0.4987858085496079,0.0527549531010776,0.04799057161823134,0.05583853779159189,0.06090649563253385,0.04883413636765824,0.6621756861631917,0.07149961932571548
2026-06-12,NQ,FIRST_MINUTE_0930_0931_LVN_01,29385.0,2.0,0.9090909090909091,5,29385.0,29385.0,22.0,36.5,0.09090909090909091,0.009174311926605505,-150.0,-215.0,-70.0,1,4,True,unknown,0.5552921314689274,trend_down,0.3880946015025919,0.07186704224836009,0.056041938755528126,0.053280184047162435,0.08496968317126491,0.10279303890365227,0.07575598140510473,0.5552921314689274,0.07137611276608388,0.06726113661117257,0.07566096989192815,0.07001270063401031,0.07169496912427419,0.3880946015025919,0.255899509469939
2026-06-12,NQ,FIRST_MINUTE_0930_0931_LVN_02,29388.75,18.0,0.5068493150684932,5,29388.75,29388.75,36.5,41.5,0.4931506849315068,0.08256880733944955,-135.0,-200.0,-55.0,1,3,True,unknown,0.5552921314689274,trend_down,0.3880946015025919,0.07186704224836009,0.056041938755528126,0.053280184047162435,0.08496968317126491,0.10279303890365227,0.07575598140510473,0.5552921314689274,0.07137611276608388,0.06726113661117257,0.07566096989192815,0.07001270063401031,0.07169496912427419,0.3880946015025919,0.255899509469939
2026-06-12,NQ,FIRST_MINUTE_0930_0931_LVN_03,29442.5,4.0,0.7241379310344828,10,29442.5,29443.75,35.5,14.5,0.27586206896551724,0.01834862385321101,80.0,15.0,160.0,2,2,True,unknown,0.5552921314689274,trend_down,0.3880946015025919,0.07186704224836009,0.056041938755528126,0.053280184047162435,0.08496968317126491,0.10279303890365227,0.07575598140510473,0.5552921314689274,0.07137611276608388,0.06726113661117257,0.07566096989192815,0.07001270063401031,0.07169496912427419,0.3880946015025919,0.255899509469939
2026-06-12,NQ,FIRST_MINUTE_0930_0931_LVN_04,29448.75,4.0,0.5789473684210527,5,29448.75,29448.75,18.5,9.5,0.42105263157894735,0.01834862385321101,105.0,40.0,185.0,1,1,True,unknown,0.5552921314689274,trend_down,0.3880946015025919,0.07186704224836009,0.056041938755528126,0.053280184047162435,0.08496968317126491,0.10279303890365227,0.07575598140510473,0.5552921314689274,0.07137611276608388,0.06726113661117257,0.07566096989192815,0.07001270063401031,0.07169496912427419,0.3880946015025919,0.255899509469939
2026-06-12,NQ,FIRST_MINUTE_0930_0931_LVN_05,29475.0,3.0,0.5,10,29475.0,29476.25,16.0,6.0,0.5,0.013761467889908258,210.0,145.0,290.0,2,0,False,unknown,0.5552921314689274,trend_down,0.3880946015025919,0.07186704224836009,0.056041938755528126,0.053280184047162435,0.08496968317126491,0.10279303890365227,0.07575598140510473,0.5552921314689274,0.07137611276608388,0.06726113661117257,0.07566096989192815,0.07001270063401031,0.07169496912427419,0.3880946015025919,0.255899509469939
2026-06-12,NQ,FIRST_MINUTE_0930_0931_LVN_06,29485.0,1.0,0.75,10,29483.75,29485.0,4.0,11.5,0.25,0.0045871559633027525,250.0,185.0,330.0,2,0,False,unknown,0.5552921314689274,trend_down,0.3880946015025919,0.07186704224836009,0.056041938755528126,0.053280184047162435,0.08496968317126491,0.10279303890365227,0.07575598140510473,0.5552921314689274,0.07137611276608388,0.06726113661117257,0.07566096989192815,0.07001270063401031,0.07169496912427419,0.3880946015025919,0.255899509469939
2026-06-12,NQ,FIRST_MINUTE_0930_0931_LVN_07,29490.0,3.0,0.6666666666666667,5,29490.0,29490.0,9.0,9.0,0.3333333333333333,0.013761467889908258,270.0,205.0,350.0,1,0,False,unknown,0.5552921314689274,trend_down,0.3880946015025919,0.07186704224836009,0.056041938755528126,0.053280184047162435,0.08496968317126491,0.10279303890365227,0.07575598140510473,0.5552921314689274,0.07137611276608388,0.06726113661117257,0.07566096989192815,0.07001270063401031,0.07169496912427419,0.3880946015025919,0.255899509469939
2026-06-16,NQ,FIRST_MINUTE_0930_0931_LVN_01,30797.5,59.0,0.5317460317460317,5,30797.5,30797.5,151.5,126.0,0.46825396825396826,0.19032258064516128,-40.0,-50.0,55.0,1,8,True,unknown,0.47454737615971104,unknown,0.31627821056302047,0.08012695415731472,0.06767352550090462,0.06325612504917637,0.06352466762874895,0.17400400112050365,0.07686735038364059,0.47454737615971104,0.06583486377636263,0.06475326437357262,0.06498855508297086,0.2702225514577868,0.12642212667485334,0.09150042807143323,0.31627821056302047
2026-06-16,NQ,FIRST_MINUTE_0930_0931_LVN_02,30813.75,17.0,0.5405405405405406,5,30813.75,30813.75,45.0,37.0,0.4594594594594595,0.054838709677419356,25.0,15.0,120.0,1,4,True,unknown,0.47454737615971104,unknown,0.31627821056302047,0.08012695415731472,0.06767352550090462,0.06325612504917637,0.06352466762874895,0.17400400112050365,0.07686735038364059,0.47454737615971104,0.06583486377636263,0.06475326437357262,0.06498855508297086,0.2702225514577868,0.12642212667485334,0.09150042807143323,0.31627821056302047
2026-06-17,NQ,FIRST_MINUTE_0930_0931_LVN_01,30508.75,18.0,0.5068493150684932,5,30508.75,30508.75,56.0,36.5,0.4931506849315068,0.07258064516129033,110.0,40.0,145.0,1,0,False,unknown,0.6047040709264062,trend_down,0.6529407514689856,0.06893227732004073,0.0516672285667318,0.05391853179000065,0.05189208454934953,0.07612622027795503,0.09275958656951594,0.6047040709264062,0.04455392949267802,0.043650131348610344,0.0434799035831664,0.11079897652769473,0.04414999557800226,0.6529407514689856,0.06042631200086273
2026-06-22,NQ,FIRST_MINUTE_0930_0931_LVN_01,30807.5,5.0,0.6,5,30807.5,30807.5,12.5,17.5,0.4,0.023255813953488372,-355.0,-385.0,-120.0,1,2,True,unknown,0.28455416838490477,double,0.92130978509095,0.0640229402365717,0.06351677488335408,0.06337461914061449,0.28295980273253946,0.16228604141805097,0.07928565320396452,0.28455416838490477,0.009825639985793735,0.009780023727727113,0.009786122849754103,0.92130978509095,0.02769846627836219,0.011819939499863404,0.009780022567549704
2026-06-22,NQ,FIRST_MINUTE_0930_0931_LVN_02,30816.25,11.0,0.5849056603773585,5,30816.25,30816.25,32.5,26.5,0.41509433962264153,0.05116279069767442,-320.0,-350.0,-85.0,1,3,True,unknown,0.28455416838490477,double,0.92130978509095,0.0640229402365717,0.06351677488335408,0.06337461914061449,0.28295980273253946,0.16228604141805097,0.07928565320396452,0.28455416838490477,0.009825639985793735,0.009780023727727113,0.009786122849754103,0.92130978509095,0.02769846627836219,0.011819939499863404,0.009780022567549704
2026-06-22,NQ,FIRST_MINUTE_0930_0931_LVN_03,30872.5,6.0,0.5714285714285714,5,30872.5,30872.5,14.0,20.5,0.42857142857142855,0.027906976744186046,-95.0,-125.0,140.0,1,2,True,unknown,0.28455416838490477,double,0.92130978509095,0.0640229402365717,0.06351677488335408,0.06337461914061449,0.28295980273253946,0.16228604141805097,0.07928565320396452,0.28455416838490477,0.009825639985793735,0.009780023727727113,0.009786122849754103,0.92130978509095,0.02769846627836219,0.011819939499863404,0.009780022567549704
2026-06-22,NQ,FIRST_MINUTE_0930_0931_LVN_04,30883.75,11.0,0.6666666666666667,5,30883.75,30883.75,38.0,33.0,0.3333333333333333,0.05116279069767442,-50.0,-80.0,185.0,1,2,True,unknown,0.28455416838490477,double,0.92130978509095,0.0640229402365717,0.06351677488335408,0.06337461914061449,0.28295980273253946,0.16228604141805097,0.07928565320396452,0.28455416838490477,0.009825639985793735,0.009780023727727113,0.009786122849754103,0.92130978509095,0.02769846627836219,0.011819939499863404,0.009780022567549704
2026-06-24,NQ,FIRST_MINUTE_0930_0931_LVN_01,29695.0,2.0,0.6363636363636364,5,29695.0,29695.0,9.0,5.5,0.36363636363636365,0.0049261083743842365,150.0,85.0,190.0,1,1,True,trend_down,0.8487542048622937,trend_down,0.7177995831994438,0.025202304018280074,0.025180388668567096,0.025164131997094247,0.025283796551868572,0.02525104471966932,0.8487542048622937,0.025164129182226855,0.0461736434158915,0.044103134324589344,0.04403987745236108,0.044022099031271605,0.04445124615626205,0.7177995831994438,0.059410416420180565
2026-06-24,NQ,FIRST_MINUTE_0930_0931_LVN_02,29705.0,1.0,0.8571428571428572,10,29705.0,29706.25,7.0,12.5,0.14285714285714285,0.0024630541871921183,190.0,125.0,230.0,2,1,True,trend_down,0.8487542048622937,trend_down,0.7177995831994438,0.025202304018280074,0.025180388668567096,0.025164131997094247,0.025283796551868572,0.02525104471966932,0.8487542048622937,0.025164129182226855,0.0461736434158915,0.044103134324589344,0.04403987745236108,0.044022099031271605,0.04445124615626205,0.7177995831994438,0.059410416420180565
2026-06-24,NQ,FIRST_MINUTE_0930_0931_LVN_03,29708.75,3.0,0.5714285714285714,5,29708.75,29708.75,12.5,7.0,0.42857142857142855,0.007389162561576354,205.0,140.0,245.0,1,1,True,trend_down,0.8487542048622937,trend_down,0.7177995831994438,0.025202304018280074,0.025180388668567096,0.025164131997094247,0.025283796551868572,0.02525104471966932,0.8487542048622937,0.025164129182226855,0.0461736434158915,0.044103134324589344,0.04403987745236108,0.044022099031271605,0.04445124615626205,0.7177995831994438,0.059410416420180565
2026-06-25,NQ,FIRST_MINUTE_0930_0931_LVN_01,30133.75,30.0,0.5488721804511278,10,30133.75,30135.0,121.5,66.5,0.45112781954887216,0.11235955056179775,30.0,-85.0,100.0,2,0,False,trend_down,0.35628626388232987,trend_down,0.4252197733973373,0.052627081417026045,0.05057875345727001,0.05031414925042197,0.28961287648706735,0.052975737757337514,0.35628626388232987,0.1476051377485472,0.06614759931724518,0.0648847529186264,0.06472026104518706,0.11013708675292738,0.068757478605437,0.4252197733973373,0.20013304796323966
2026-06-25,NQ,FIRST_MINUTE_0930_0931_LVN_02,30161.25,6.0,0.5714285714285714,5,30161.25,30161.25,22.5,14.0,0.42857142857142855,0.02247191011235955,140.0,25.0,210.0,1,0,False,trend_down,0.35628626388232987,trend_down,0.4252197733973373,0.052627081417026045,0.05057875345727001,0.05031414925042197,0.28961287648706735,0.052975737757337514,0.35628626388232987,0.1476051377485472,0.06614759931724518,0.0648847529186264,0.06472026104518706,0.11013708675292738,0.068757478605437,0.4252197733973373,0.20013304796323966
2026-06-25,NQ,FIRST_MINUTE_0930_0931_LVN_03,30165.0,4.0,0.7142857142857143,5,30165.0,30165.0,14.0,28.5,0.2857142857142857,0.0149812734082397,155.0,40.0,225.0,1,0,False,trend_down,0.35628626388232987,trend_down,0.4252197733973373,0.052627081417026045,0.05057875345727001,0.05031414925042197,0.28961287648706735,0.052975737757337514,0.35628626388232987,0.1476051377485472,0.06614759931724518,0.0648847529186264,0.06472026104518706,0.11013708675292738,0.068757478605437,0.4252197733973373,0.20013304796323966
2026-06-25,NQ,FIRST_MINUTE_0930_0931_LVN_04,30181.25,47.0,0.5276381909547738,5,30181.25,30181.25,122.5,99.5,0.4723618090452261,0.1760299625468165,220.0,105.0,290.0,1,0,False,trend_down,0.35628626388232987,trend_down,0.4252197733973373,0.052627081417026045,0.05057875345727001,0.05031414925042197,0.28961287648706735,0.052975737757337514,0.35628626388232987,0.1476051377485472,0.06614759931724518,0.0648847529186264,0.06472026104518706,0.11013708675292738,0.068757478605437,0.4252197733973373,0.20013304796323966
2026-06-26,NQ,FIRST_MINUTE_0930_0931_LVN_01,29351.25,26.0,0.5185185185185186,5,29351.25,29351.25,114.0,54.0,0.48148148148148145,0.14606741573033707,155.0,40.0,205.0,1,2,True,unknown,0.5562181606658938,double,0.42565251975770424,0.06417671090564668,0.05797295999803141,0.05947321266386181,0.06104214178361954,0.07842100246593328,0.12269581151701352,0.5562181606658938,0.06558287770466657,0.06248935362742585,0.06205716231949183,0.42565251975770424,0.09788257213430222,0.10512684974578933,0.1812086647106201
2026-06-29,NQ,FIRST_MINUTE_0930_0931_LVN_01,29608.75,22.0,0.5319148936170213,5,29608.75,29608.75,52.5,47.0,0.46808510638297873,0.1286549707602339,-35.0,-110.0,200.0,1,1,True,trend_up,0.32373517693859666,unknown,0.4514620716765131,0.07079801912902059,0.054351486462494644,0.051910507090342256,0.2813491824060876,0.32373517693859666,0.05488693257702161,0.16296869539643657,0.0799454476382107,0.05932516756699686,0.0610788450237696,0.15395777866258503,0.08993301259582696,0.10429767683609778,0.4514620716765131
2026-06-29,NQ,FIRST_MINUTE_0930_0931_LVN_02,29627.5,4.0,0.7419354838709677,5,29627.5,29627.5,64.0,15.5,0.25806451612903225,0.023391812865497075,40.0,-35.0,275.0,1,1,True,trend_up,0.32373517693859666,unknown,0.4514620716765131,0.07079801912902059,0.054351486462494644,0.051910507090342256,0.2813491824060876,0.32373517693859666,0.05488693257702161,0.16296869539643657,0.0799454476382107,0.05932516756699686,0.0610788450237696,0.15395777866258503,0.08993301259582696,0.10429767683609778,0.4514620716765131
2026-06-29,NQ,FIRST_MINUTE_0930_0931_LVN_03,29666.25,20.0,0.5121951219512195,5,29666.25,29666.25,41.0,47.5,0.4878048780487805,0.11695906432748537,195.0,120.0,430.0,1,5,True,trend_up,0.32373517693859666,unknown,0.4514620716765131,0.07079801912902059,0.054351486462494644,0.051910507090342256,0.2813491824060876,0.32373517693859666,0.05488693257702161,0.16296869539643657,0.0799454476382107,0.05932516756699686,0.0610788450237696,0.15395777866258503,0.08993301259582696,0.10429767683609778,0.4514620716765131
