date,symbol,rth_open,open_vs_context_value,open_vs_context_poc,premarket_high,premarket_low,premarket_range_ticks,or_high,or_low,or_width_ticks,or_delta,or_volume,or_vwap,minute_profile_poc,previous_rth_close,gap_points,gap_ticks,gap_available,atr_points,atr_ticks,atr_available,context_profile_start,context_profile_end,context_has_data,context_hvn_count,context_lvn_count,context_hvn_prices,context_lvn_prices,context_total_volume,context_bid_volume,context_ask_volume,context_delta,context_poc,context_poc_volume,context_vah,context_val,context_value_area_actual_pct,context_high,context_low,context_level_step,context_level_step_ticks,context_profile_width_ticks,context_value_area_width_ticks,context_price_level_count,context_occupied_price_level_count,context_empty_level_count,context_upper_volume,context_lower_volume,context_upper_lower_ratio,context_upper_volume_share,context_lower_volume_share,context_center_of_mass,context_skewness,context_kurtosis_excess,context_entropy,context_max_level_volume_share,context_volume_slope,context_poc_position,context_center_of_mass_position,context_source_rows,context_profile_shape,context_shape_confidence_score,context_prob_D,context_prob_P,context_prob_b,context_prob_double,context_prob_trend_up,context_prob_trend_down,context_prob_unknown,context_distribution_count,context_double_mode_separation,context_double_valley_depth,context_shape_probability_type,minute_profile_start,minute_profile_end,minute_has_data,minute_hvn_count,minute_lvn_count,minute_hvn_prices,minute_lvn_prices,minute_total_volume,minute_bid_volume,minute_ask_volume,minute_delta,minute_poc,minute_poc_volume,minute_vah,minute_val,minute_value_area_actual_pct,minute_high,minute_low,minute_level_step,minute_level_step_ticks,minute_profile_width_ticks,minute_value_area_width_ticks,minute_price_level_count,minute_occupied_price_level_count,minute_empty_level_count,minute_upper_volume,minute_lower_volume,minute_upper_lower_ratio,minute_upper_volume_share,minute_lower_volume_share,minute_center_of_mass,minute_skewness,minute_kurtosis_excess,minute_entropy,minute_max_level_volume_share,minute_volume_slope,minute_poc_position,minute_center_of_mass_position,minute_source_rows,minute_profile_shape,minute_shape_confidence_score,minute_prob_D,minute_prob_P,minute_prob_b,minute_prob_double,minute_prob_trend_up,minute_prob_trend_down,minute_prob_unknown,minute_distribution_count,minute_double_mode_separation,minute_double_valley_depth,minute_shape_probability_type,first_minute_lvn_count,retest_event_count,has_any_retest
2026-05-07,NQ,28750.0,INSIDE_VALUE,AT_POC,28765.0,28727.5,150.0,28766.25,28730.0,145.0,-166.0,5042.0,28744.629363347878,28745.0,,,,False,,,False,08:30:00,09:30:00,True,1,0,28730.00,,14350.0,7357.0,6993.0,-364.0,28750.0,1211.0,28757.5,28741.25,0.708780487804878,28765.0,28727.5,1.25,5.0,150.0,65.0,31,31,0,5428.0,7711.0,0.7039294514330178,0.3782578397212544,0.5373519163763066,28746.95836236934,-0.4110026329129083,-0.6672258506501523,0.9167885107259385,0.08439024390243903,0.040615593617644656,0.6,0.518889663182393,426,unknown,0.4987858085496079,0.08134632798009579,0.05410625831110812,0.057600863077688816,0.12111133049567131,0.11623022789137885,0.07081918369444928,0.4987858085496079,2,0.26666666666666666,0.33693771626297575,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,09:30:00,09:31:00,True,3,2,28751.25|28758.75|28762.50,28748.75|28761.25,5042.0,2604.0,2438.0,-166.0,28745.0,416.0,28747.5,28731.25,0.7114240380801269,28766.25,28730.0,1.25,5.0,145.0,65.0,30,30,0,1791.0,2835.0,0.6317460317460317,0.35521618405394684,0.5622768742562475,28744.629363347878,0.5746506489046069,-0.46142244546626854,0.9391184592940883,0.08250694168980563,-0.21867245657568246,0.41379310344827586,0.4035686440793958,30,trend_down,0.6621756861631917,0.0527549531010776,0.04799057161823134,0.05583853779159189,0.06090649563253385,0.04883413636765824,0.6621756861631917,0.07149961932571548,3,0.20689655172413793,0.12685185185185188,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,2,11,True
2026-06-12,NQ,29495.0,INSIDE_VALUE,ABOVE_POC,29547.5,29355.0,770.0,29501.25,29371.25,520.0,-43.0,4223.0,29423.58335306654,29422.5,,,,False,,,False,08:30:00,09:30:00,True,8,2,29365.00|29388.75|29408.75|29422.50|29451.25|29511.25|29523.75|29541.25,29513.75|29538.75,19903.0,9948.0,9955.0,7.0,29451.25,449.0,29497.5,29412.5,0.7001959503592423,29547.5,29355.0,1.25,5.0,770.0,340.0,155,155,0,10980.0,8474.0,1.2957281095114468,0.5516756267899312,0.4257649600562729,29453.866502537305,-0.12857722276236863,-0.352047651924535,0.9549930867692661,0.02255941315379591,0.023023868867679553,0.5,0.5135922209730118,1091,unknown,0.5552921314689274,0.07186704224836009,0.056041938755528126,0.053280184047162435,0.08496968317126491,0.10279303890365227,0.07575598140510473,0.5552921314689274,3,0.16233766233766234,0.3178170144462279,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,09:30:00,09:31:00,True,14,7,29380.00|29383.75|29387.50|29391.25|29428.75|29435.00|29445.00|29456.25|29465.00|29472.50|29477.50|29481.25|29486.25|29495.00,29385.00|29388.75|29442.50|29448.75|29475.00|29485.00|29490.00,4223.0,2133.0,2090.0,-43.0,29422.5,218.0,29438.75,29402.5,0.7013971110584892,29501.25,29371.25,1.25,5.0,520.0,145.0,105,104,1,1814.0,2191.0,0.8279324509356458,0.4295524508643145,0.5188254795169311,29423.58335306654,1.1001352625558585,1.771401186118565,0.8793229742765019,0.05162206961875444,-0.10582111328173291,0.3942307692307692,0.40256425435800336,104,trend_down,0.3880946015025919,0.07137611276608388,0.06726113661117257,0.07566096989192815,0.07001270063401031,0.07169496912427419,0.3880946015025919,0.255899509469939,3,0.04807692307692308,0.0949494949494949,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,7,10,True
2026-06-15,NQ,30633.75,INSIDE_VALUE,ABOVE_POC,30642.5,30538.75,415.0,30668.75,30605.0,255.0,153.0,5609.0,30632.44317168836,30633.75,,,,False,,,False,08:30:00,09:30:00,True,6,1,30546.25|30565.00|30607.50|30628.75|30633.75|30640.00,30631.25,12710.0,5944.0,6766.0,822.0,30628.75,600.0,30641.25,30570.0,0.7073170731707317,30642.5,30538.75,1.25,5.0,415.0,285.0,84,84,0,1546.0,10564.0,0.14634608102991292,0.12163650668764753,0.8311565696302124,30591.546321793863,0.26416724366050776,-1.2837002025923894,0.942071924979906,0.04720692368214005,0.01312044817927175,0.8674698795180723,0.5088802100613318,600,double,0.9281171887142815,0.009929067498460451,0.009852290153441402,0.009863755735084398,0.9281171887142815,0.01765298649906404,0.014732425884150432,0.009852285515517884,3,0.6144578313253012,0.9395465994962217,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,09:30:00,09:31:00,True,2,0,30633.75|30665.00,,5609.0,2728.0,2881.0,153.0,30633.75,289.0,30648.75,30618.75,0.7272241041183811,30668.75,30605.0,1.25,5.0,255.0,120.0,52,52,0,2513.0,2807.0,0.8952618453865336,0.4480299518630772,0.5004457122481726,30632.44317168836,0.21124622628712836,-0.7025705726426739,0.9333304936060455,0.051524335888750224,-0.14980715243495166,0.45098039215686275,0.4304811245232807,52,trend_down,0.4173752744343595,0.07705429237603381,0.06038120095875369,0.06291724805203967,0.13968801851907095,0.0633766603099969,0.4173752744343595,0.1792073053497455,3,0.23529411764705882,0.39424280350438046,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,0,0,False
2026-06-16,NQ,30812.5,BELOW_VAL,BELOW_POC,30872.5,30785.0,350.0,30820.0,30766.25,215.0,-139.0,4803.0,30793.81220070789,30807.5,,,,False,,,False,08:30:00,09:30:00,True,3,0,30800.00|30820.00|30865.00,,18186.0,9507.0,8679.0,-828.0,30830.0,710.0,30851.25,30816.25,0.712416144286814,30872.5,30785.0,1.25,5.0,350.0,140.0,71,71,0,10091.0,7385.0,1.3664184157075152,0.5548773782030133,0.4060816012317167,30831.47317991862,-0.22455075053573462,-0.1605988328326453,0.9337337988846072,0.039041020565269986,0.06549461085763406,0.5142857142857142,0.5311220562127917,670,unknown,0.47454737615971104,0.08012695415731472,0.06767352550090462,0.06325612504917637,0.06352466762874895,0.17400400112050365,0.07686735038364059,0.47454737615971104,3,0.05714285714285714,0.010842368640533784,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,09:30:00,09:31:00,True,3,2,30796.25|30807.50|30816.25,30797.50|30813.75,4803.0,2471.0,2332.0,-139.0,30807.5,310.0,30810.0,30783.75,0.7049760566312722,30820.0,30766.25,1.25,5.0,215.0,105.0,44,44,0,672.0,3821.0,0.1758701910494635,0.13991255465334165,0.7955444513845513,30793.81220070789,-0.20118678032652312,-1.0035925485933461,0.9470620138305367,0.06454299396210701,0.025811339198435975,0.7674418604651163,0.5127851294491002,44,unknown,0.31627821056302047,0.06583486377636263,0.06475326437357262,0.06498855508297086,0.2702225514577868,0.12642212667485334,0.09150042807143323,0.31627821056302047,3,0.4418604651162791,0.35566188197767146,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,2,12,True
2026-06-17,NQ,30526.25,ABOVE_VAH,ABOVE_POC,30535.0,30462.5,290.0,30528.75,30466.25,250.0,-359.0,4687.0,30490.979304459142,30481.25,,,,False,,,False,08:30:00,09:30:00,True,2,0,30466.25|30500.00,,13923.0,6778.0,7145.0,367.0,30500.0,790.0,30510.0,30483.75,0.7070315305609424,30535.0,30462.5,1.25,5.0,290.0,105.0,59,59,0,5660.0,7473.0,0.7573932824836076,0.4065215829921712,0.5367377720318897,30498.1103210515,0.0702247102107816,-0.0699916005132728,0.9159286964311885,0.05674064497593909,-0.015286419223342628,0.5172413793103449,0.49117684208964607,637,unknown,0.6047040709264062,0.06893227732004073,0.0516672285667318,0.05391853179000065,0.05189208454934953,0.07612622027795503,0.09275958656951594,0.6047040709264062,3,0.06896551724137931,0.0108964834076275,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,09:30:00,09:31:00,True,3,1,30481.25|30512.50|30523.75,30508.75,4687.0,2523.0,2164.0,-359.0,30481.25,248.0,30498.75,30472.5,0.7187966716449755,30528.75,30466.25,1.25,5.0,250.0,105.0,51,51,0,3226.0,1213.0,2.6595218466611708,0.6882867505867293,0.25880093876680177,30490.979304459142,0.5475320520885667,-0.17794906248680897,0.9261831628845211,0.05291231064646896,-0.22305137936067718,0.24,0.39566887134627904,51,trend_down,0.6529407514689856,0.04455392949267802,0.043650131348610344,0.0434799035831664,0.11079897652769473,0.04414999557800226,0.6529407514689856,0.06042631200086273,3,0.2,0.5145118733509235,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,1,0,False
2026-06-18,NQ,30595.0,INSIDE_VALUE,BELOW_POC,30620.0,30458.75,645.0,30616.25,30553.75,250.0,-689.0,6691.0,30581.740210730833,30567.5,,,,False,,,False,08:30:00,09:30:00,True,5,1,30482.50|30513.75|30552.50|30561.25|30593.75,30557.50,25443.0,12280.0,13163.0,883.0,30601.25,534.0,30611.25,30495.0,0.7048697087607594,30620.0,30458.75,1.25,5.0,645.0,465.0,130,130,0,1485.0,23424.0,0.06339651639344263,0.058365758754863814,0.9206461502181347,30530.60507801753,0.3575145118554511,-1.328204766628179,0.9462188023065579,0.020988091027001533,-0.11777398774139489,0.8837209302325582,0.44561288693040796,749,double,0.9045820885399365,0.009629165249603586,0.00960245262906748,0.00961189761242463,0.9045820885399365,0.010500611064604749,0.04647133263121306,0.009602452273149886,3,0.7441860465116279,0.9433849821215733,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,09:30:00,09:31:00,True,2,0,30562.50|30607.50,,6691.0,3690.0,3001.0,-689.0,30567.5,310.0,30587.5,30561.25,0.7081153788671349,30616.25,30553.75,1.25,5.0,250.0,105.0,51,51,0,5438.0,943.0,5.766702014846236,0.8127335226423554,0.14093558511433268,30581.740210730833,0.5921326071475197,-0.7634112507957012,0.9313123499420799,0.04633089224331191,-0.1273463727922931,0.22,0.44784337169333593,51,trend_down,0.3475441148657716,0.0695350525754731,0.06907920886712973,0.06886493325490349,0.08712994534011627,0.07469014670043671,0.3475441148657716,0.28315659839616897,3,0.14,0.18484288354898337,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,0,0,False
2026-06-22,NQ,30823.75,INSIDE_VALUE,ABOVE_POC,30873.75,30796.25,310.0,30905.0,30803.75,405.0,438.0,5228.0,30858.11663159908,30896.25,,,,False,,,False,08:30:00,09:30:00,True,2,0,30811.25|30860.00,,15827.0,7752.0,8075.0,323.0,30811.25,538.0,30853.75,30806.25,0.7069564667972452,30873.75,30796.25,1.25,5.0,310.0,190.0,63,63,0,13813.0,1476.0,9.35840108401084,0.8727490996398559,0.09325835597396853,30836.74172300499,0.025943627262197896,-1.2039058505176259,0.9616703581103544,0.03399254438617552,0.06099807488050976,0.1935483870967742,0.5224738452256837,659,unknown,0.28455416838490477,0.0640229402365717,0.06351677488335408,0.06337461914061449,0.28295980273253946,0.16228604141805097,0.07928565320396452,0.28455416838490477,3,0.24193548387096775,0.6802911534154535,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,09:30:00,09:31:00,True,4,4,30812.50|30856.25|30880.00|30896.25,30807.50|30816.25|30872.50|30883.75,5228.0,2395.0,2833.0,438.0,30896.25,215.0,30903.75,30837.5,0.7046671767406274,30905.0,30803.75,1.25,5.0,405.0,265.0,82,82,0,434.0,4579.0,0.09478051976414065,0.08301453710788065,0.8758607498087223,30858.11663159908,0.13394736808433091,-1.2645123285787938,0.9351326019941333,0.041124713083397095,0.06416636483540508,0.9135802469135802,0.5369543861637659,82,double,0.92130978509095,0.009825639985793735,0.009780023727727113,0.009786122849754103,0.92130978509095,0.02769846627836219,0.011819939499863404,0.009780022567549704,3,0.6296296296296297,0.9339477726574501,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,4,9,True
2026-06-23,NQ,29718.75,INSIDE_VALUE,ABOVE_POC,29792.5,29676.25,465.0,29721.25,29638.75,330.0,-275.0,8153.0,29672.574052496013,29665.0,,,,False,,,False,08:30:00,09:30:00,True,6,0,29678.75|29712.50|29730.00|29775.00|29780.00|29787.50,,28229.0,14165.0,14064.0,-101.0,29712.5,909.0,29746.25,29702.5,0.7062949449148039,29792.5,29676.25,1.25,5.0,465.0,175.0,94,94,0,19503.0,7817.0,2.494946910579506,0.6908852598391725,0.2769138120372666,29726.182781890962,0.10562865118074663,-0.2220021494171096,0.9246339864502812,0.03220092812356088,-0.1367486020718532,0.3118279569892473,0.4295293065889235,1012,trend_down,0.37924447595559974,0.06392176825109719,0.060604319389891595,0.06003452189631706,0.1736998696759657,0.06380733632552262,0.37924447595559974,0.19868770850560608,3,0.25806451612903225,0.45287595287595284,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,09:30:00,09:31:00,True,1,0,29683.75,,8153.0,4214.0,3939.0,-275.0,29665.0,299.0,29686.25,29650.0,0.7101680363056544,29721.25,29638.75,1.25,5.0,330.0,145.0,67,67,0,5013.0,2841.0,1.764519535374868,0.6148656936097142,0.3484606893168159,29672.574052496013,0.5154909492758882,-0.22085034278785276,0.9504609364097876,0.03667361707346989,-0.21333182601648448,0.3181818181818182,0.40998851510318646,67,trend_down,0.6549835955676526,0.05437090737723211,0.05188820252361043,0.05141806114694801,0.05307357541552006,0.0524307433989967,0.6549835955676526,0.08183491457004013,3,0.06060606060606061,0.05888223552894212,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,0,0,False
2026-06-24,NQ,29711.25,INSIDE_VALUE,ABOVE_POC,29866.25,29692.5,695.0,29712.5,29635.0,310.0,-85.0,6655.0,29663.330015026295,29657.5,,,,False,,,False,08:30:00,09:30:00,True,10,4,29695.00|29740.00|29768.75|29793.75|29800.00|29811.25|29822.50|29833.75|29842.50|29858.75,29697.50|29817.50|29827.50|29853.75,19532.0,9921.0,9611.0,-310.0,29708.75,585.0,29762.5,29705.0,0.7005426991603523,29866.25,29692.5,1.25,5.0,695.0,230.0,140,140,0,17456.0,1491.0,11.707578806170355,0.8937128814253532,0.07633626868728241,29746.519301658816,1.0290851853086422,0.6338963013070718,0.9130755739843844,0.029950849887364326,-0.2667446029148156,0.09352517985611511,0.3109024555903102,798,trend_down,0.8487542048622937,0.025202304018280074,0.025180388668567096,0.025164131997094247,0.025283796551868572,0.02525104471966932,0.8487542048622937,0.025164129182226855,3,0.050359712230215826,0.010362694300518172,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,09:30:00,09:31:00,True,4,3,29673.75|29683.75|29701.25|29707.50,29695.00|29705.00|29708.75,6655.0,3370.0,3285.0,-85.0,29657.5,406.0,29673.75,29647.5,0.7412471825694966,29712.5,29635.0,1.25,5.0,310.0,105.0,63,63,0,3673.0,2576.0,1.4258540372670807,0.551915852742299,0.3870773854244929,29663.330015026295,0.6535022298953833,0.21994555484143508,0.8724982929199677,0.06100676183320811,-0.20333391977480642,0.2903225806451613,0.3655485809844498,63,trend_down,0.7177995831994438,0.0461736434158915,0.044103134324589344,0.04403987745236108,0.044022099031271605,0.04445124615626205,0.7177995831994438,0.059410416420180565,3,0.03225806451612903,0.013908205841446475,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,3,3,True
2026-06-25,NQ,30153.75,INSIDE_VALUE,BELOW_POC,30263.75,30126.25,550.0,30193.75,30108.75,340.0,16.0,5732.0,30144.924982554083,30126.25,,,,False,,,False,08:30:00,09:30:00,True,4,1,30162.50|30210.00|30250.00|30260.00,30246.25,21967.0,11184.0,10783.0,-401.0,30162.5,556.0,30205.0,30138.75,0.7146629034460782,30263.75,30126.25,1.25,5.0,550.0,265.0,111,111,0,15375.0,6036.0,2.5472166998011927,0.6999135066235718,0.274775800063732,30185.152842900716,0.1665027217273917,-0.8611198930236705,0.930249583139874,0.02531069331269632,-0.1502128413099637,0.2636363636363636,0.4283843120052056,977,trend_down,0.35628626388232987,0.052627081417026045,0.05057875345727001,0.05031414925042197,0.28961287648706735,0.052975737757337514,0.35628626388232987,0.1476051377485472,3,0.24545454545454545,0.7843986998916577,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,09:30:00,09:31:00,True,6,4,30115.00|30141.25|30148.75|30163.75|30168.75|30178.75,30133.75|30161.25|30165.00|30181.25,5732.0,2858.0,2874.0,16.0,30126.25,267.0,30155.0,30108.75,0.7008025122121424,30193.75,30108.75,1.25,5.0,340.0,185.0,69,69,0,3949.0,1516.0,2.6048812664907652,0.6889392882065597,0.264480111653873,30144.924982554083,0.5149667093651145,-1.0713143382914097,0.9498208262460472,0.046580600139567344,-0.1349431223393119,0.20588235294117646,0.42558803004803314,69,trend_down,0.4252197733973373,0.06614759931724518,0.0648847529186264,0.06472026104518706,0.11013708675292738,0.068757478605437,0.4252197733973373,0.20013304796323966,3,0.11764705882352941,0.49715370018975336,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,4,0,False
