concept,action,train_end,test_start,test_end,threshold,n,wins,losses,wr,pf_gross,pf_after_2t,wilson_low
FADE_exhaustion,FADE,2025-10-29,2025-10-30,2025-12-26,-3.0,40,15,25,0.375,0.6,0.525,0.24222979167233274
FADE_exhaustion,FADE,2025-12-26,2025-12-29,2026-02-23,-0.5,31,19,12,0.6129032258064516,1.5833333333333333,1.3854166666666667,0.43824108619660734
FADE_exhaustion,FADE,2026-02-23,2026-02-24,2026-04-22,-0.55625,28,14,14,0.5,1.0,0.875,0.32633127457293465
FADE_exhaustion,FADE,2026-04-22,2026-04-23,2026-06-17,-0.6343680709534368,31,11,20,0.3548387096774194,0.55,0.48125,0.21116659093865403
FADE_exhaustion,FADE,2026-06-17,2026-06-19,2026-06-26,-0.6666666666666666,4,2,2,0.5,1.0,0.875,0.15003898915214958
FADE_liquidity_opposition,FADE,2025-07-08,2025-07-09,2025-09-02,-0.0063094327171152,38,22,16,0.5789473684210527,1.375,1.203125,0.4219234534367055
FADE_liquidity_opposition,FADE,2025-09-02,2025-09-03,2025-10-29,-0.005775380863232743,33,20,13,0.6060606060606061,1.5384615384615385,1.3461538461538463,0.43683440819940234
FADE_liquidity_opposition,FADE,2025-10-29,2025-10-30,2025-12-26,-0.006244220439804036,34,13,21,0.38235294117647056,0.6190476190476191,0.5416666666666666,0.23900183324508906
FADE_liquidity_opposition,FADE,2025-12-26,2025-12-29,2026-02-23,-0.006328741671811431,35,20,15,0.5714285714285714,1.3333333333333333,1.1666666666666667,0.4085741114397492
FADE_liquidity_opposition,FADE,2026-02-23,2026-02-24,2026-04-22,-0.006483423959720771,38,17,21,0.4473684210526316,0.8095238095238095,0.7083333333333334,0.3014640099805125
FADE_liquidity_opposition,FADE,2026-04-22,2026-04-23,2026-06-17,-0.0063094327171152,39,17,22,0.4358974358974359,0.7727272727272727,0.6761363636363636,0.2930475387568963
FADE_liquidity_opposition,FADE,2026-06-17,2026-06-19,2026-06-26,-0.005938261216174321,6,2,4,0.3333333333333333,0.5,0.4375,0.09677141110578047
FADE_spoof_opposition,FADE,2025-07-08,2025-07-09,2025-09-02,0.0,35,21,14,0.6,1.5,1.3125,0.435727090128925
FADE_spoof_opposition,FADE,2025-09-02,2025-09-03,2025-10-29,0.0,30,17,13,0.5666666666666667,1.3076923076923077,1.1442307692307692,0.3919730700081361
FADE_spoof_opposition,FADE,2025-10-29,2025-10-30,2025-12-26,0.0,36,13,23,0.3611111111111111,0.5652173913043478,0.4945652173913043,0.22475592946515371
FADE_spoof_opposition,FADE,2025-12-26,2025-12-29,2026-02-23,0.0,36,22,14,0.6111111111111112,1.5714285714285714,1.375,0.44864459096605147
FADE_spoof_opposition,FADE,2026-02-23,2026-02-24,2026-04-22,0.0,39,19,20,0.48717948717948717,0.95,0.83125,0.3386517532986201
FADE_spoof_opposition,FADE,2026-04-22,2026-04-23,2026-06-17,0.0,40,17,23,0.425,0.7391304347826086,0.6467391304347826,0.28509392559950375
FADE_spoof_opposition,FADE,2026-06-17,2026-06-19,2026-06-26,0.0,6,2,4,0.3333333333333333,0.5,0.4375,0.09677141110578047
FADE_high_volume_edge,FADE,2025-07-08,2025-07-09,2025-09-02,0.04812326227988879,15,7,8,0.4666666666666667,0.875,0.765625,0.2480953536573739
FADE_high_volume_edge,FADE,2025-09-02,2025-09-03,2025-10-29,0.04780219780219782,16,6,10,0.375,0.6,0.525,0.18481232558863642
FADE_high_volume_edge,FADE,2025-10-29,2025-10-30,2025-12-26,0.004484304932735426,40,15,25,0.375,0.6,0.525,0.24222979167233274
FADE_high_volume_edge,FADE,2025-12-26,2025-12-29,2026-02-23,0.049431609827649436,16,7,9,0.4375,0.7777777777777778,0.6805555555555556,0.23098652405492354
