date,year,ny_utc_offset,season,nq_entry_utc,nq_or_high,nq_or_low,es_or_high,es_or_low,es_last_utc,es_lag_seconds,es_last_close,es_confirm,gross_ticks,net_ticks,mae_ticks,mae_net_ticks,exit_reason
2023-09-18,2023,-4,EDT_SEEN,2023-09-18T13:31:40+00:00,15373.0,15343.0,4496.5,4491.5,2023-09-18T13:31:39+00:00,1.0,4494.75,False,60.0,56.0,-51.0,-55.0,TP
2023-09-21,2023,-4,EDT_SEEN,2023-09-21T13:31:35+00:00,15008.75,14975.0,4418.5,4414.25,2023-09-21T13:31:34+00:00,1.0,4416.0,False,-60.0,-64.0,-65.0,-69.0,SL
2023-09-27,2023,-4,EDT_SEEN,2023-09-27T13:31:01+00:00,14773.25,14749.25,4328.25,4325.0,2023-09-27T13:31:00+00:00,1.0,4328.0,False,60.0,56.0,-9.0,-13.0,TP
2023-10-02,2023,-4,EDT_SEEN,2023-10-02T13:31:35+00:00,14874.5,14847.75,4318.25,4313.5,2023-10-02T13:31:34+00:00,1.0,4318.75,True,60.0,56.0,-22.0,-26.0,TP
2023-10-04,2023,-4,EDT_SEEN,2023-10-04T13:31:03+00:00,14777.25,14749.0,4274.75,4268.0,2023-10-04T13:31:02+00:00,1.0,4274.25,False,60.0,56.0,-27.0,-31.0,TP
2023-10-06,2023,-4,EDT_SEEN,2023-10-06T13:31:00+00:00,14762.25,14735.75,4269.25,4264.75,2023-10-06T13:30:59+00:00,1.0,4267.5,False,60.0,56.0,-15.0,-19.0,TP
2023-10-11,2023,-4,EDT_SEEN,2023-10-11T13:31:07+00:00,15349.0,15323.0,4408.5,4402.5,2023-10-11T13:31:06+00:00,1.0,4408.0,False,60.0,56.0,-42.0,-46.0,TP
2023-10-16,2023,-4,EDT_SEEN,2023-10-16T13:31:00+00:00,15183.0,15168.75,4380.75,4377.75,2023-10-16T13:30:59+00:00,1.0,4378.0,False,60.0,56.0,-32.0,-36.0,TP
2023-10-18,2023,-4,EDT_SEEN,2023-10-18T13:32:22+00:00,15144.5,15125.5,4384.5,4380.75,2023-10-18T13:32:21+00:00,1.0,4381.5,False,60.0,56.0,-13.0,-17.0,TP
2023-10-19,2023,-4,EDT_SEEN,2023-10-19T13:31:00+00:00,15104.5,15079.75,4351.25,4346.0,2023-10-19T13:30:59+00:00,1.0,4350.0,False,-60.0,-64.0,-60.0,-64.0,SL
2023-10-24,2023,-4,EDT_SEEN,2023-10-24T13:31:03+00:00,14799.5,14775.5,4265.75,4261.25,2023-10-24T13:31:02+00:00,1.0,4265.25,False,-60.0,-64.0,-62.0,-66.0,SL
2023-10-27,2023,-4,EDT_SEEN,2023-10-27T13:33:06+00:00,14339.0,14306.75,4175.75,4171.0,2023-10-27T13:33:05+00:00,1.0,4173.0,False,-60.0,-64.0,-60.0,-64.0,SL
2023-11-03,2023,-4,EDT_SEEN,2023-11-03T13:31:33+00:00,15063.25,15041.5,4362.0,4358.25,2023-11-03T13:31:32+00:00,1.0,4362.75,True,60.0,56.0,-4.0,-8.0,TP
2023-11-06,2023,-5,EST_HOLDOUT,2023-11-06T14:31:00+00:00,15233.25,15203.25,4389.5,4382.25,2023-11-06T14:30:59+00:00,1.0,4389.25,False,-60.0,-64.0,-61.0,-65.0,SL
2023-11-08,2023,-5,EST_HOLDOUT,2023-11-08T14:31:01+00:00,15390.5,15377.5,4402.75,4400.5,2023-11-08T14:31:00+00:00,1.0,4402.75,False,-60.0,-64.0,-61.0,-65.0,SL
2023-11-13,2023,-5,EST_HOLDOUT,2023-11-13T14:31:05+00:00,15534.25,15523.5,4419.25,4415.0,2023-11-13T14:31:04+00:00,1.0,4418.25,False,-60.0,-64.0,-70.0,-74.0,SL
2023-11-16,2023,-5,EST_HOLDOUT,2023-11-16T14:31:05+00:00,15850.75,15825.25,4515.5,4512.0,2023-11-16T14:31:04+00:00,1.0,4515.75,True,-60.0,-64.0,-70.0,-74.0,SL
2023-11-17,2023,-5,EST_HOLDOUT,2023-11-17T14:32:33+00:00,15870.75,15852.0,4526.0,4521.75,2023-11-17T14:32:32+00:00,1.0,4521.75,False,-60.0,-64.0,-62.0,-66.0,SL
2023-11-20,2023,-5,EST_HOLDOUT,2023-11-20T14:31:00+00:00,15923.75,15894.75,4527.5,4524.5,2023-11-20T14:30:59+00:00,1.0,4527.25,False,60.0,56.0,-5.0,-9.0,TP
2023-11-22,2023,-5,EST_HOLDOUT,2023-11-22T14:31:00+00:00,16102.0,16069.25,4570.0,4565.0,2023-11-22T14:30:59+00:00,1.0,4570.0,False,60.0,56.0,-24.0,-28.0,TP
2023-11-28,2023,-5,EST_HOLDOUT,2023-11-28T14:31:18+00:00,15987.0,15973.25,4556.75,4553.75,2023-11-28T14:31:17+00:00,1.0,4554.0,False,60.0,56.0,-52.0,-56.0,TP
2023-11-29,2023,-5,EST_HOLDOUT,2023-11-29T14:31:05+00:00,16161.0,16146.5,4586.5,4583.5,2023-11-29T14:31:04+00:00,1.0,4586.25,False,60.0,56.0,-5.0,-9.0,TP
2023-11-30,2023,-5,EST_HOLDOUT,2023-11-30T14:31:13+00:00,16033.75,16012.75,4566.5,4563.0,2023-11-30T14:31:12+00:00,1.0,4564.5,False,60.0,56.0,-20.0,-24.0,TP
2023-12-01,2023,-5,EST_HOLDOUT,2023-12-01T14:31:21+00:00,15935.25,15917.25,4569.0,4566.25,2023-12-01T14:31:20+00:00,1.0,4567.5,False,-60.0,-64.0,-64.0,-68.0,SL
2023-12-07,2023,-5,EST_HOLDOUT,2023-12-07T14:31:22+00:00,15934.75,15907.0,4577.0,4573.5,2023-12-07T14:31:21+00:00,1.0,4579.0,True,60.0,56.0,-38.0,-42.0,TP
2023-12-08,2023,-5,EST_HOLDOUT,2023-12-08T14:31:00+00:00,15988.0,15947.25,4585.0,4578.25,2023-12-08T14:30:59+00:00,1.0,4585.0,False,-60.0,-64.0,-63.0,-67.0,SL
2023-12-11,2023,-5,EST_HOLDOUT,2023-12-11T14:31:24+00:00,16090.5,16068.75,4604.25,4600.5,2023-12-11T14:31:23+00:00,1.0,4601.75,False,60.0,56.0,-50.0,-54.0,TP
2023-12-13,2023,-5,EST_HOLDOUT,2023-12-13T14:31:11+00:00,16418.0,16395.75,4650.0,4647.25,2023-12-13T14:31:10+00:00,1.0,4648.0,False,60.0,56.0,-39.0,-43.0,TP
2023-12-14,2023,-5,EST_HOLDOUT,2023-12-14T14:31:10+00:00,16622.0,16599.5,4731.75,4726.25,2023-12-14T14:31:09+00:00,1.0,4731.5,False,60.0,56.0,-11.0,-15.0,TP
2023-12-18,2023,-5,EST_HOLDOUT,2023-12-18T14:31:00+00:00,16849.5,16832.5,4783.0,4780.25,2023-12-18T14:30:59+00:00,1.0,4782.75,False,60.0,56.0,-11.0,-15.0,TP
2023-12-19,2023,-5,EST_HOLDOUT,2023-12-19T14:31:01+00:00,16978.0,16944.5,4800.75,4796.5,2023-12-19T14:31:00+00:00,1.0,4799.5,False,-60.0,-64.0,-60.0,-64.0,SL
2023-12-20,2023,-5,EST_HOLDOUT,2023-12-20T14:31:45+00:00,16988.0,16971.0,4810.75,4808.5,2023-12-20T14:31:44+00:00,1.0,4811.75,True,60.0,56.0,-33.0,-37.0,TP
2023-12-21,2023,-5,EST_HOLDOUT,2023-12-21T14:31:00+00:00,16945.75,16911.0,4786.5,4780.0,2023-12-21T14:30:59+00:00,1.0,4786.25,False,-60.0,-64.0,-61.0,-65.0,SL
2023-12-22,2023,-5,EST_HOLDOUT,2023-12-22T14:31:00+00:00,17012.75,16994.5,4807.75,4806.0,2023-12-22T14:30:59+00:00,1.0,4807.5,False,-60.0,-64.0,-65.0,-69.0,SL
2023-12-26,2023,-5,EST_HOLDOUT,2023-12-26T14:31:02+00:00,17029.0,17008.0,4810.75,4808.0,2023-12-26T14:31:01+00:00,1.0,4810.25,False,-60.0,-64.0,-61.0,-65.0,SL
2023-12-27,2023,-5,EST_HOLDOUT,2023-12-27T14:31:01+00:00,17118.75,17091.75,4824.25,4822.0,2023-12-27T14:31:00+00:00,1.0,4822.0,False,-60.0,-64.0,-67.0,-71.0,SL
2023-12-29,2023,-5,EST_HOLDOUT,2023-12-29T14:32:11+00:00,17098.0,17081.25,4831.5,4827.0,2023-12-29T14:32:10+00:00,1.0,4830.5,False,-60.0,-64.0,-60.0,-64.0,SL
2024-01-02,2024,-5,EST_HOLDOUT,2024-01-02T14:31:19+00:00,16869.75,16840.75,4788.75,4782.25,2024-01-02T14:31:18+00:00,1.0,4786.0,False,-60.0,-64.0,-62.0,-66.0,SL
2024-01-04,2024,-5,EST_HOLDOUT,2024-01-04T14:31:46+00:00,16469.75,16443.25,4741.5,4737.75,2024-01-04T14:31:45+00:00,1.0,4743.0,True,60.0,56.0,-20.0,-24.0,TP
2024-01-05,2024,-5,EST_HOLDOUT,2024-01-05T14:32:20+00:00,16461.5,16437.5,4731.0,4727.0,2024-01-05T14:32:19+00:00,1.0,4728.5,False,60.0,56.0,-17.0,-21.0,TP
2024-01-08,2024,-5,EST_HOLDOUT,2024-01-08T14:31:04+00:00,16523.5,16505.5,4742.0,4738.0,2024-01-08T14:31:03+00:00,1.0,4742.0,False,60.0,56.0,-7.0,-11.0,TP
2024-01-09,2024,-5,EST_HOLDOUT,2024-01-09T14:31:17+00:00,16691.5,16666.25,4775.0,4772.5,2024-01-09T14:31:16+00:00,1.0,4772.5,False,60.0,56.0,-8.0,-12.0,TP
2024-01-10,2024,-5,EST_HOLDOUT,2024-01-10T14:31:33+00:00,16863.25,16839.5,4798.25,4795.0,2024-01-10T14:31:32+00:00,1.0,4799.25,True,-60.0,-64.0,-62.0,-66.0,SL
2024-01-11,2024,-5,EST_HOLDOUT,2024-01-11T14:31:09+00:00,17008.25,16983.0,4830.0,4826.25,2024-01-11T14:31:08+00:00,1.0,4828.0,False,-60.0,-64.0,-62.0,-66.0,SL
2024-01-16,2024,-5,EST_HOLDOUT,2024-01-16T14:31:05+00:00,16934.75,16905.0,4805.5,4799.25,2024-01-16T14:31:04+00:00,1.0,4805.25,False,-60.0,-64.0,-69.0,-73.0,SL
2024-01-18,2024,-5,EST_HOLDOUT,2024-01-18T14:31:01+00:00,17033.75,16994.75,4788.25,4785.25,2024-01-18T14:31:00+00:00,1.0,4786.5,False,-60.0,-64.0,-60.0,-64.0,SL
2024-01-22,2024,-5,EST_HOLDOUT,2024-01-22T14:31:10+00:00,17547.75,17527.5,4887.5,4885.0,2024-01-22T14:31:09+00:00,1.0,4887.0,False,60.0,56.0,-26.0,-30.0,TP
