experiment,feature_set,feature,mechanism_family,mean_abs_shap_oos,spearman_value_vs_shap_oos,median_shap_A_minus_B_oos,coverage_oos_pct,importance_rank
THROUGH_2025_TO_2026,BURST_MECHANISM,Dist_OR_Low_Ticks,AUCTION_CONTEXT,0.04048109146615845,0.40368671387966554,0.004095382250584027,100.0,17
THROUGH_2025_TO_2026,BURST_MECHANISM,TradesPerSecond,BURST_INTENSITY,0.03860229279799648,0.5056960728118078,-0.06543400474532975,100.0,18
THROUGH_2025_TO_2026,BURST_MECHANISM,Profile_Local_Maxima_Count,AUCTION_CONTEXT,0.03789474183095357,-0.4741059312700327,0.0015237601232665002,100.0,19
THROUGH_2025_TO_2026,BURST_MECHANISM,Flow_3_5_CounterflowShare,FLOW_PERSISTENCE,0.03723651959151091,-0.5181818181818182,-0.01198977027316718,100.0,20
THROUGH_2025_TO_2026,BURST_MECHANISM,Dist_VWAP_Ticks,AUCTION_CONTEXT,0.036493544096413554,0.6213058941952165,0.0,100.0,21
THROUGH_2025_TO_2026,BURST_MECHANISM,Dist_OR_High_Ticks,AUCTION_CONTEXT,0.03490848433286396,0.9428139787760987,-0.04829870883576971,100.0,22
THROUGH_2025_TO_2026,BURST_MECHANISM,PreBurst_Price_Per_Delta_3s,EFFORT_RESULT,0.033624516906108265,0.7981987297166115,-0.04033699049588095,100.0,23
THROUGH_2025_TO_2026,BURST_MECHANISM,delta_persistence_1_3,BURST_INTENSITY,0.03234557418406889,-0.7123361933644681,-0.015862432325781405,100.0,24
THROUGH_2025_TO_2026,BURST_MECHANISM,Realized_Volatility_10s_Ticks,BURST_INTENSITY,0.031233842930515652,0.37813309948991036,0.0028364181181529946,100.0,25
THROUGH_2025_TO_2026,BURST_MECHANISM,Pre_Approach_Distance_Ticks,CROSSING_ANATOMY,0.030300941457659394,0.9176225398461036,-0.0010839219415099063,100.0,26
THROUGH_2025_TO_2026,BURST_MECHANISM,mean_trade_size,BURST_INTENSITY,0.029542164605856788,-0.7000000000000001,-0.05996853525960363,100.0,27
THROUGH_2025_TO_2026,BURST_MECHANISM,TicksPerSecond,BURST_INTENSITY,0.02851856015385381,0.7760332645605595,-0.0017625886831106,100.0,28
THROUGH_2025_TO_2026,BURST_MECHANISM,Flow_3_5_DirectionalNetDelta,FLOW_PERSISTENCE,0.02752104935519426,0.8848771929251248,0.011544810099839018,100.0,29
THROUGH_2025_TO_2026,BURST_MECHANISM,Flow_3_5_DirectionalVelocityTPS,FLOW_PERSISTENCE,0.024744155182859696,0.6378915224437415,0.003948303263274732,100.0,30
THROUGH_2025_TO_2026,BURST_MECHANISM,Delta5s,BURST_INTENSITY,0.023453859146165823,0.3835616438356164,-0.014440491405216523,100.0,31
THROUGH_2025_TO_2026,BURST_MECHANISM,Profile_Concentration,AUCTION_CONTEXT,0.02337597312975616,0.0730601223963557,0.00128630642709604,100.0,32
THROUGH_2025_TO_2026,BURST_MECHANISM,Velocity_Retention_3_5,FLOW_PERSISTENCE,0.022607586800645698,0.6513721780101713,-0.017917007221396435,90.9090909090909,33
THROUGH_2025_TO_2026,BURST_MECHANISM,OR_WidthTicks,AUCTION_CONTEXT,0.021347991631587186,-0.6499008979912914,0.012662472375999143,100.0,34
THROUGH_2025_TO_2026,BURST_MECHANISM,Prior_Volume_At_Level_Band_60s,LEVEL_MEMORY,0.021324194988270758,-0.8532469179729295,-0.0151799515657183,100.0,35
THROUGH_2025_TO_2026,BURST_MECHANISM,PreBurst_Price_Per_Volume_3s,EFFORT_RESULT,0.0207075441487748,0.1557713256101807,0.001087479284659313,100.0,36
THROUGH_2025_TO_2026,BURST_MECHANISM,Flow_Aligned_Segment_Count,FLOW_PERSISTENCE,0.02013464540468894,0.8939165274178947,-0.0003140329551688135,100.0,37
THROUGH_2025_TO_2026,BURST_MECHANISM,Flow_1_3_DirectionalVelocityTPS,FLOW_PERSISTENCE,0.02005362625019233,0.686802819743445,-0.03283111612144289,100.0,38
THROUGH_2025_TO_2026,BURST_MECHANISM,liquidity_absorption_score,BURST_INTENSITY,0.01988846244492816,-0.6730147739659278,0.0015782363673940702,100.0,39
THROUGH_2025_TO_2026,BURST_MECHANISM,signed_velocity_3s,BURST_INTENSITY,0.019823659170241346,0.6307405810106372,-0.010044773146119155,100.0,40
