date,symbol,rth_open,open_vs_context_value,open_vs_context_poc,premarket_high,premarket_low,premarket_range_ticks,or_high,or_low,or_width_ticks,or_delta,or_volume,or_vwap,minute_profile_poc,previous_rth_close,gap_points,gap_ticks,gap_available,atr_points,atr_ticks,atr_available,context_profile_start,context_profile_end,context_has_data,context_hvn_count,context_lvn_count,context_hvn_prices,context_lvn_prices,context_total_volume,context_bid_volume,context_ask_volume,context_delta,context_poc,context_poc_volume,context_vah,context_val,context_value_area_actual_pct,context_high,context_low,context_profile_width_ticks,context_value_area_width_ticks,context_price_level_count,context_occupied_price_level_count,context_empty_level_count,context_upper_volume,context_lower_volume,context_upper_lower_ratio,context_upper_volume_share,context_lower_volume_share,context_center_of_mass,context_skewness,context_kurtosis_excess,context_entropy,context_max_level_volume_share,context_volume_slope,context_poc_position,context_center_of_mass_position,context_source_rows,context_profile_shape,context_shape_confidence_score,context_prob_D,context_prob_P,context_prob_b,context_prob_double,context_prob_trend_up,context_prob_trend_down,context_prob_unknown,context_distribution_count,context_double_mode_separation,context_double_valley_depth,context_shape_probability_type,minute_profile_start,minute_profile_end,minute_has_data,minute_hvn_count,minute_lvn_count,minute_hvn_prices,minute_lvn_prices,minute_total_volume,minute_bid_volume,minute_ask_volume,minute_delta,minute_poc,minute_poc_volume,minute_vah,minute_val,minute_value_area_actual_pct,minute_high,minute_low,minute_profile_width_ticks,minute_value_area_width_ticks,minute_price_level_count,minute_occupied_price_level_count,minute_empty_level_count,minute_upper_volume,minute_lower_volume,minute_upper_lower_ratio,minute_upper_volume_share,minute_lower_volume_share,minute_center_of_mass,minute_skewness,minute_kurtosis_excess,minute_entropy,minute_max_level_volume_share,minute_volume_slope,minute_poc_position,minute_center_of_mass_position,minute_source_rows,minute_profile_shape,minute_shape_confidence_score,minute_prob_D,minute_prob_P,minute_prob_b,minute_prob_double,minute_prob_trend_up,minute_prob_trend_down,minute_prob_unknown,minute_distribution_count,minute_double_mode_separation,minute_double_valley_depth,minute_shape_probability_type,first_minute_lvn_count,retest_event_count,has_any_retest
2026-06-01,NQ,30343.75,INSIDE_VALUE,BELOW_POC,30496.25,30292.5,815.0,30370.0,30311.25,235.0,285.0,6419.0,30340.55070883315,30345.0,,,,False,,,False,08:30:00,09:30:00,True,162,0,30293.75|30295.00|30296.25|30297.50|30298.75|30300.00|30301.25|30302.50|30303.75|30305.00|30306.25|30307.50|30308.75|30310.00|30311.25|30312.50|30313.75|30315.00|30316.25|30317.50|30318.75|30320.00|30321.25|30322.50|30323.75|30325.00|30326.25|30327.50|30328.75|30330.00|30331.25|30332.50|30333.75|30335.00|30336.25|30337.50|30338.75|30340.00|30341.25|30342.50|30343.75|30345.00|30346.25|30347.50|30348.75|30350.00|30351.25|30352.50|30353.75|30355.00|30356.25|30357.50|30358.75|30360.00|30361.25|30362.50|30363.75|30365.00|30366.25|30367.50|30368.75|30370.00|30371.25|30372.50|30373.75|30375.00|30376.25|30377.50|30378.75|30380.00|30381.25|30382.50|30383.75|30385.00|30386.25|30387.50|30388.75|30390.00|30391.25|30392.50|30393.75|30395.00|30396.25|30397.50|30398.75|30400.00|30401.25|30402.50|30403.75|30405.00|30406.25|30407.50|30408.75|30410.00|30411.25|30412.50|30413.75|30415.00|30416.25|30417.50|30418.75|30420.00|30421.25|30422.50|30423.75|30425.00|30426.25|30427.50|30428.75|30430.00|30431.25|30432.50|30433.75|30435.00|30436.25|30437.50|30438.75|30440.00|30441.25|30442.50|30443.75|30445.00|30446.25|30447.50|30448.75|30450.00|30451.25|30452.50|30453.75|30455.00|30456.25|30457.50|30458.75|30460.00|30461.25|30462.50|30463.75|30465.00|30466.25|30467.50|30468.75|30470.00|30471.25|30472.50|30473.75|30475.00|30476.25|30477.50|30478.75|30480.00|30481.25|30482.50|30483.75|30485.00|30486.25|30487.50|30488.75|30490.00|30491.25|30492.50|30493.75|30495.00,,34101.0,17284.0,16817.0,-467.0,30347.5,582.0,30496.25,30338.75,0.7025013929210288,30496.25,30292.5,815,630,816,164,652,20734.0,12785.0,1.621744231521314,0.6080173601947158,0.37491569162194655,30379.929950734582,0.41365826676211226,-1.2545722571702618,0.7264121271919339,0.017066948183337732,-0.030469279441640747,0.26993865030674846,0.4291040526850662,821,unknown,0.5825662659128564,0.05694642675296068,0.05421195644432668,0.05399889599550284,0.05701697149305214,0.06452729522618904,0.13073218817511226,0.5825662659128564,3,0.006134969325153374,1.0,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,09:30:00,09:31:00,True,46,0,30312.50|30313.75|30315.00|30316.25|30317.50|30318.75|30320.00|30321.25|30322.50|30323.75|30325.00|30326.25|30327.50|30328.75|30330.00|30331.25|30332.50|30333.75|30335.00|30336.25|30337.50|30338.75|30340.00|30341.25|30342.50|30343.75|30345.00|30346.25|30347.50|30348.75|30350.00|30351.25|30352.50|30353.75|30355.00|30356.25|30357.50|30358.75|30360.00|30361.25|30362.50|30363.75|30365.00|30366.25|30367.50|30368.75,,6419.0,3067.0,3352.0,285.0,30345.0,356.0,30370.0,30328.75,0.7107026016513476,30370.0,30311.25,235,165,236,48,188,2831.0,3232.0,0.8759282178217822,0.4410344290387911,0.5035052188814457,30340.55070883315,-0.19642847379777756,-1.1993884412593245,0.6806313632840592,0.0554603520797632,-0.0005747850319047087,0.574468085106383,0.4987354695004352,48,double,0.8875594901116873,0.018998121528598255,0.015462199027947847,0.015512769892007656,0.8875594901116873,0.023443618357064364,0.023743262984670395,0.015280538098024234,3,0.44680851063829785,1.0,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,0,0,False
