debug_type,status,source_file,raw_rows,accepted_rows,dropped_rows,granularity,first_timestamp_et,last_timestamp_et,off_tick_price_rows,has_bid_ask,has_ohlc,has_big_trade_field,has_iceberg_field,has_absorption_field,date,profile,candidate_type,price,price_bin,volume,reason,left_neighbor_mean,right_neighbor_mean,volume_multiple_of_neighbors,width_ticks,low_price,high_price,prominence,hvn_id,weaker_neighbor_mean,volume_percent_of_neighbors,depth,volume_percent_of_poc
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30294.75,121179.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,51.0,0.0,,,,,,,,,
,ACCEPTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30295.0,121180.0,102.0,QUALIFIED,0.0,0.0,,1.0,30295.0,30295.0,1.0,CONTEXT_0830_0930_HVN_02,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30295.25,121181.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,51.0,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30295.5,121182.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,51.0,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30295.75,121183.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,106.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30296.0,121184.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,106.0,0.0,,,,,,,,,
,ACCEPTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30296.25,121185.0,212.0,QUALIFIED,0.0,0.0,,1.0,30296.25,30296.25,1.0,CONTEXT_0830_0930_HVN_03,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30296.5,121186.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,106.0,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30296.75,121187.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,106.0,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30297.0,121188.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,169.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30297.25,121189.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,169.0,0.0,,,,,,,,,
,ACCEPTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30297.5,121190.0,338.0,QUALIFIED,0.0,0.0,,1.0,30297.5,30297.5,1.0,CONTEXT_0830_0930_HVN_04,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30297.75,121191.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,169.0,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30298.0,121192.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,169.0,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30298.25,121193.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,186.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30298.5,121194.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,186.0,0.0,,,,,,,,,
,ACCEPTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30298.75,121195.0,372.0,QUALIFIED,0.0,0.0,,1.0,30298.75,30298.75,1.0,CONTEXT_0830_0930_HVN_05,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30299.0,121196.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,186.0,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30299.25,121197.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,186.0,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30299.5,121198.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,169.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30299.75,121199.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,169.0,0.0,,,,,,,,,
,ACCEPTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30300.0,121200.0,338.0,QUALIFIED,0.0,0.0,,1.0,30300.0,30300.0,1.0,CONTEXT_0830_0930_HVN_06,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30300.25,121201.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,169.0,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30300.5,121202.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,169.0,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30300.75,121203.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,133.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30301.0,121204.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,133.0,0.0,,,,,,,,,
,ACCEPTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30301.25,121205.0,266.0,QUALIFIED,0.0,0.0,,1.0,30301.25,30301.25,1.0,CONTEXT_0830_0930_HVN_07,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30301.5,121206.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,133.0,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30301.75,121207.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,133.0,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30302.0,121208.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,80.5,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30302.25,121209.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,80.5,0.0,,,,,,,,,
,ACCEPTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30302.5,121210.0,161.0,QUALIFIED,0.0,0.0,,1.0,30302.5,30302.5,1.0,CONTEXT_0830_0930_HVN_08,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30302.75,121211.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,80.5,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30303.0,121212.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,80.5,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30303.25,121213.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,81.5,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30303.5,121214.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,81.5,0.0,,,,,,,,,
,ACCEPTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30303.75,121215.0,163.0,QUALIFIED,0.0,0.0,,1.0,30303.75,30303.75,1.0,CONTEXT_0830_0930_HVN_09,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30304.0,121216.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,81.5,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30304.25,121217.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,81.5,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30304.5,121218.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,129.5,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30304.75,121219.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,129.5,0.0,,,,,,,,,
,ACCEPTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30305.0,121220.0,259.0,QUALIFIED,0.0,0.0,,1.0,30305.0,30305.0,1.0,CONTEXT_0830_0930_HVN_10,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30305.25,121221.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,129.5,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30305.5,121222.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,129.5,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30305.75,121223.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,139.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30306.0,121224.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,139.0,0.0,,,,,,,,,
,ACCEPTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30306.25,121225.0,278.0,QUALIFIED,0.0,0.0,,1.0,30306.25,30306.25,1.0,CONTEXT_0830_0930_HVN_11,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30306.5,121226.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,139.0,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30306.75,121227.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,139.0,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30307.0,121228.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,133.5,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30307.25,121229.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,133.5,0.0,,,,,,,,,
,ACCEPTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30307.5,121230.0,267.0,QUALIFIED,0.0,0.0,,1.0,30307.5,30307.5,1.0,CONTEXT_0830_0930_HVN_12,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30307.75,121231.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,133.5,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30308.0,121232.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,133.5,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30308.25,121233.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,131.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30308.5,121234.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,131.0,0.0,,,,,,,,,
,ACCEPTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30308.75,121235.0,262.0,QUALIFIED,0.0,0.0,,1.0,30308.75,30308.75,1.0,CONTEXT_0830_0930_HVN_13,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30309.0,121236.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,131.0,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30309.25,121237.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,131.0,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30309.5,121238.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,97.5,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30309.75,121239.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,97.5,0.0,,,,,,,,,
,ACCEPTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30310.0,121240.0,195.0,QUALIFIED,0.0,0.0,,1.0,30310.0,30310.0,1.0,CONTEXT_0830_0930_HVN_14,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30310.25,121241.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,97.5,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30310.5,121242.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,97.5,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30310.75,121243.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,61.5,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30311.0,121244.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,61.5,0.0,,,,,,,,,
,ACCEPTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30311.25,121245.0,123.0,QUALIFIED,0.0,0.0,,1.0,30311.25,30311.25,1.0,CONTEXT_0830_0930_HVN_15,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30311.5,121246.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,61.5,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30311.75,121247.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,61.5,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30312.0,121248.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,51.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30312.25,121249.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,51.0,0.0,,,,,,,,,
,ACCEPTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30312.5,121250.0,102.0,QUALIFIED,0.0,0.0,,1.0,30312.5,30312.5,1.0,CONTEXT_0830_0930_HVN_16,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30312.75,121251.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,51.0,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30313.0,121252.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,51.0,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30313.25,121253.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,39.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30313.5,121254.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,39.0,0.0,,,,,,,,,
,ACCEPTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30313.75,121255.0,78.0,QUALIFIED,0.0,0.0,,1.0,30313.75,30313.75,1.0,CONTEXT_0830_0930_HVN_17,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30314.0,121256.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,39.0,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30314.25,121257.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,39.0,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30314.5,121258.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,71.5,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30314.75,121259.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,71.5,0.0,,,,,,,,,
,ACCEPTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30315.0,121260.0,143.0,QUALIFIED,0.0,0.0,,1.0,30315.0,30315.0,1.0,CONTEXT_0830_0930_HVN_18,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30315.25,121261.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,71.5,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30315.5,121262.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,71.5,0.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30315.75,121263.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,108.0,0.0,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30316.0,121264.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,0.0,108.0,0.0,,,,,,,,,
,ACCEPTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30316.25,121265.0,216.0,QUALIFIED,0.0,0.0,,1.0,30316.25,30316.25,1.0,CONTEXT_0830_0930_HVN_19,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30316.5,121266.0,0.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE|BELOW_MIN_HVN_VOLUME,108.0,0.0,0.0,,,,,,,,,
