date,symbol,lvn_id,price,volume,depth,width_ticks,low_price,high_price,left_neighbor_mean,right_neighbor_mean,volume_percent_of_neighbors,volume_percent_of_poc,distance_to_poc_ticks,distance_to_vah_ticks,distance_to_val_ticks,member_level_count,retest_count,had_retest,context_profile_shape,context_shape_confidence,minute_profile_shape,minute_shape_confidence,context_prob_D,context_prob_P,context_prob_b,context_prob_double,context_prob_trend_up,context_prob_trend_down,context_prob_unknown,minute_prob_D,minute_prob_P,minute_prob_b,minute_prob_double,minute_prob_trend_up,minute_prob_trend_down,minute_prob_unknown
2026-06-01,NQ,FIRST_MINUTE_0930_0931_LVN_01,100.5,10.0,0.875,1,100.5,100.5,80.0,90.0,0.125,0.09090909090909091,-2.0,-2.0,1.0,1,0,False,D,0.9256303967896063,unknown,0.4332126035742465,0.9256303967896063,0.011455384140967785,0.011455384140967785,0.009825887357658611,0.015903530106570297,0.015903530106570297,0.009825887357658611,0.06708173614603004,0.06708207054992395,0.06721671675760724,0.06708173611607061,0.22078728988273844,0.07753784697338324,0.4332126035742465
2026-06-02,NQ,FIRST_MINUTE_0930_0931_LVN_01,100.5,10.0,0.875,1,100.5,100.5,80.0,90.0,0.125,0.09090909090909091,-2.0,-2.0,1.0,1,0,False,D,0.9256303967896063,unknown,0.4332126035742465,0.9256303967896063,0.011455384140967785,0.011455384140967785,0.009825887357658611,0.015903530106570297,0.015903530106570297,0.009825887357658611,0.06708173614603004,0.06708207054992395,0.06721671675760724,0.06708173611607061,0.22078728988273844,0.07753784697338324,0.4332126035742465
