Exporter_VERSION,fecha,EntryTime_NY,ExitTime_NY,Trade_Duration,EntrySecond_NY,EntryBar,or_low,or_high,range,VWAP_entry,Body,Volume_entry,Delta_entry,Cumulative_Delta_entry,Cumulative_Delta_Source,Cvd_Peak,Cvd_Current,Cvd_Pullback_Pct,Cvd_Pullback_Label,Cvd_Excelente_Count,Cvd_Normal_Count,Cvd_Advertencia_Count,Cvd_Riesgo_Reversion_Count,Cvd_Total_Samples,Cvd_Excelente_Pct,Cvd_Negative_Episodes,Cvd_Label_Changes,Cvd_Worst_Label,Dynamic_Alarm_Triggered,Dynamic_Alarm_Time_NY,Dynamic_Alarm_Seconds_From_Entry,Dynamic_Alarm_Reason,Cvd_Label_At_Alarm,Cvd_Pullback_Pct_At_Alarm,MAE_Pullback_Ticks_At_Alarm,MAE_Speed_TPS_At_Alarm,Current_MAE_Pullback_Ticks_At_Alarm,Current_MAE_Speed_TPS_At_Alarm,Open_PnL_Ticks_At_Alarm,MFE_Ticks_At_Alarm,Drawdown_From_MFE_Ticks_At_Alarm,MFE_TP_Pct_At_Alarm,Distance_To_SL_Ticks_At_Alarm,Distance_To_TP_Ticks_At_Alarm,Seconds_Since_Last_MFE,Cvd_NonExcellent_Seconds_At_Alarm,Cvd_NonExcellent_Consecutive_Samples,Cvd_Excelente_Time_Pct_Before_Alarm,Cvd_Worst_Label_Before_Alarm,Cvd_Excelente_Count_At_Alarm,Cvd_Normal_Count_At_Alarm,Cvd_Advertencia_Count_At_Alarm,Cvd_Riesgo_Reversion_Count_At_Alarm,Cvd_Total_Samples_At_Alarm,Future_MFE_After_Alarm,Future_MAE_After_Alarm,Result_Trail_10,Result_Trail_15,Result_Trail_20,Result_Breakeven_At_Alarm,Ticks_Saved_Trail_10_Vs_Baseline,Ticks_Saved_Trail_15_Vs_Baseline,Ticks_Saved_Trail_20_Vs_Baseline,Ticks_Saved_Breakeven_Vs_Baseline,Ticks_Saved_Vs_Baseline,Previous_Volume,Previous_Delta,Volume_Increasing,Delta_Change,Delta_With_Side,Price_Accepted_After_Imbalance,BreakOut_SPEED,BreakOut_TICKS_PER_SEC,Speed_Elapsed_SECONDS,Speed_Replay_Fallback,Speed_Timing_Source,Range_OK,Body_OK,Volume_OK,Delta_OK,Time_OK,VWAP_OK,Speed_OK,score total,Side,Signal_Source,Speed_Profile,SL_price,Entry_price,TP_price,SL_ticks,TP_ticks,Result_Label,Exit_price,result TP SL BE,MAE_ticks,MFE_ticks,Largest_MAE_pullback_ticks,Largest_MFE_pullup_ticks,Number_of_Pullbacks_during_Trade,Number_of_PullUps_during_Trade,Max_Speed_MAE_during_trade,Max_Speed_MFE_during_trade,APlus_Structure,APlus_Absorption,APlus_Speed,Imbalance_Group_3,Imbalance_Group_Price,Imbalance_Count,Speed_Ignored_By_Structure,EntryTime_NY_Milliseconds,ExitTime_NY_Milliseconds,Trade_Duration_Milliseconds,Subsecond_Trade,Latency_Threshold_Milliseconds,No_Gestionable_Por_Latencia,Alarm_To_Exit_Milliseconds,Dynamic_Alarm_No_Gestionable_Por_Latencia,Slippage_Ticks_Per_Fill,Result_After_Slippage_Ticks,TP_And_SL_Hit_Same_Update,Raw_Speed_Label,APlus_Speed_Threshold_TPS,APlus_Speed_Setup_Confirmed,Price_Rejected_After_Imbalance,Buy_Imbalance_Count,Sell_Imbalance_Count,Execution_Side_Imbalance_Count,Max_Delta_during_trade,Min_Delta_during_trade,Volume_Increased_During_Trade,Volume_Increase_Samples,Volume_Observed_Samples,Volume_Increasing_Pct_During_Trade,Max_MAE_Speed_500ms,Max_MAE_Speed_1s,Max_MAE_Speed_2s
score-exporter-2026-06-23-v11-canonical-sync-guards,2024-09-24,09:32:20,09:32:21,00:00,20,2312,20132.50,20155.00,90,20120.70,45,1051,-257,1729,SessionDeltaSum,1721,1726,0.63,Advertencia,8,0,1,17,26,0.3077,2,4,Riesgo de reversion,TRUE,09:32:20.814,0.0634,CVD+SPEED,Riesgo de reversion,1,10,20,10,20,-10,0,10,0,10,30,0.0634,0.0457,1,1,Riesgo de reversion,2,0,0,1,3,5,10,-10,-15,-20,-10,+10,+5,0,+10,+5,2682,-426,FALSE,169,FALSE,FALSE,normal speed,2.17,20.7515,FALSE,MarketTradeTime,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,SELL,BREAKOUT,SCALP_NORMAL,20116.25,20111.25,20106.25,20,20,SL,20116.25,-20,20,0,10,0,7,0,20,0,FALSE,FALSE,FALSE,,,1,FALSE,09:32:20.751,09:32:21.638,887.077,TRUE,20,FALSE,823.635,FALSE,1,-22,FALSE,normal speed,5,FALSE,FALSE,0,1,1,-265,-251,TRUE,26,116,0.2241,29.051,0,0
