debug_type,status,source_file,raw_rows,accepted_rows,dropped_rows,granularity,first_timestamp_et,last_timestamp_et,off_tick_price_rows,has_bid_ask,has_ohlc,has_big_trade_field,has_iceberg_field,has_absorption_field,date,profile,candidate_type,price,price_bin,volume,reason,left_neighbor_mean,right_neighbor_mean,volume_multiple_of_neighbors,width_ticks,low_price,high_price,prominence,hvn_id,weaker_neighbor_mean,volume_percent_of_neighbors,depth,volume_percent_of_poc
INPUT_MANIFEST,ACCEPTED,C:\Users\k_99_\Desktop\codding\data_footprint_generator\lvn_research_raw\lvn_research_raw_2022-04-04_NY.csv,492.0,492.0,0.0,FOOTPRINT_BAR,2022-04-04T08:30:00-04:00,2022-04-04T09:39:00-04:00,0.0,True,True,False,False,False,,,,,,,,,,,,,,,,,,,
INPUT_MANIFEST,ACCEPTED,C:\Users\k_99_\Desktop\codding\data_footprint_generator\lvn_research_raw\lvn_research_raw_2022-04-05_NY.csv,503.0,503.0,0.0,FOOTPRINT_BAR,2022-04-05T08:30:00-04:00,2022-04-05T09:39:00-04:00,0.0,True,True,False,False,False,,,,,,,,,,,,,,,,,,,
INPUT_MANIFEST,ACCEPTED,C:\Users\k_99_\Desktop\codding\data_footprint_generator\lvn_research_raw\lvn_research_raw_2022-04-06_NY.csv,521.0,521.0,0.0,FOOTPRINT_BAR,2022-04-06T08:30:00-04:00,2022-04-06T09:39:00-04:00,0.0,True,True,False,False,False,,,,,,,,,,,,,,,,,,,
INPUT_MANIFEST,ACCEPTED,C:\Users\k_99_\Desktop\codding\data_footprint_generator\lvn_research_raw\lvn_research_raw_2022-04-07_NY.csv,681.0,681.0,0.0,FOOTPRINT_BAR,2022-04-07T08:30:00-04:00,2022-04-07T09:39:00-04:00,0.0,True,True,False,False,False,,,,,,,,,,,,,,,,,,,
INPUT_MANIFEST,ACCEPTED,C:\Users\k_99_\Desktop\codding\data_footprint_generator\lvn_research_raw\lvn_research_raw_2022-04-08_NY.csv,640.0,640.0,0.0,FOOTPRINT_BAR,2022-04-08T08:30:00-04:00,2022-04-08T09:39:00-04:00,0.0,True,True,False,False,False,,,,,,,,,,,,,,,,,,,
INPUT_MANIFEST,ACCEPTED,C:\Users\k_99_\Desktop\codding\data_footprint_generator\lvn_research_raw\lvn_research_raw_2022-04-11_NY.csv,674.0,674.0,0.0,FOOTPRINT_BAR,2022-04-11T08:30:00-04:00,2022-04-11T09:39:00-04:00,0.0,True,True,False,False,False,,,,,,,,,,,,,,,,,,,
INPUT_MANIFEST,ACCEPTED,C:\Users\k_99_\Desktop\codding\data_footprint_generator\lvn_research_raw\lvn_research_raw_2022-04-12_NY.csv,991.0,991.0,0.0,FOOTPRINT_BAR,2022-04-12T08:30:00-04:00,2022-04-12T09:39:00-04:00,0.0,True,True,False,False,False,,,,,,,,,,,,,,,,,,,
INPUT_MANIFEST,ACCEPTED,C:\Users\k_99_\Desktop\codding\data_footprint_generator\lvn_research_raw\lvn_research_raw_2022-04-13_NY.csv,742.0,742.0,0.0,FOOTPRINT_BAR,2022-04-13T08:30:00-04:00,2022-04-13T09:39:00-04:00,0.0,True,True,False,False,False,,,,,,,,,,,,,,,,,,,
INPUT_MANIFEST,ACCEPTED,C:\Users\k_99_\Desktop\codding\data_footprint_generator\lvn_research_raw\lvn_research_raw_2022-04-14_NY.csv,703.0,703.0,0.0,FOOTPRINT_BAR,2022-04-14T08:30:00-04:00,2022-04-14T09:39:00-04:00,0.0,True,True,False,False,False,,,,,,,,,,,,,,,,,,,
INPUT_MANIFEST,ACCEPTED,C:\Users\k_99_\Desktop\codding\data_footprint_generator\lvn_research_raw\lvn_research_raw_2022-04-18_NY.csv,574.0,574.0,0.0,FOOTPRINT_BAR,2022-04-18T08:30:00-04:00,2022-04-18T09:39:00-04:00,0.0,True,True,False,False,False,,,,,,,,,,,,,,,,,,,
INPUT_MANIFEST,ACCEPTED,C:\Users\k_99_\Desktop\codding\data_footprint_generator\lvn_research_raw\lvn_research_raw_2022-04-19_NY.csv,728.0,728.0,0.0,FOOTPRINT_BAR,2022-04-19T08:30:00-04:00,2022-04-19T09:39:00-04:00,0.0,True,True,False,False,False,,,,,,,,,,,,,,,,,,,
INPUT_MANIFEST,ACCEPTED,C:\Users\k_99_\Desktop\codding\data_footprint_generator\lvn_research_raw\lvn_research_raw_2022-04-20_NY.csv,616.0,616.0,0.0,FOOTPRINT_BAR,2022-04-20T08:30:00-04:00,2022-04-20T09:39:00-04:00,0.0,True,True,False,False,False,,,,,,,,,,,,,,,,,,,
INPUT_MANIFEST,ACCEPTED,C:\Users\k_99_\Desktop\codding\data_footprint_generator\lvn_research_raw\lvn_research_raw_2022-04-21_NY.csv,541.0,541.0,0.0,FOOTPRINT_BAR,2022-04-21T08:30:00-04:00,2022-04-21T09:39:00-04:00,0.0,True,True,False,False,False,,,,,,,,,,,,,,,,,,,
INPUT_MANIFEST,ACCEPTED,C:\Users\k_99_\Desktop\codding\data_footprint_generator\lvn_research_raw\lvn_research_raw_2022-04-22_NY.csv,803.0,803.0,0.0,FOOTPRINT_BAR,2022-04-22T08:30:00-04:00,2022-04-22T09:39:00-04:00,0.0,True,True,False,False,False,,,,,,,,,,,,,,,,,,,
INPUT_MANIFEST,ACCEPTED,C:\Users\k_99_\Desktop\codding\data_footprint_generator\lvn_research_raw\lvn_research_raw_2022-04-25_NY.csv,847.0,847.0,0.0,FOOTPRINT_BAR,2022-04-25T08:30:00-04:00,2022-04-25T09:39:00-04:00,0.0,True,True,False,False,False,,,,,,,,,,,,,,,,,,,
INPUT_MANIFEST,ACCEPTED,C:\Users\k_99_\Desktop\codding\data_footprint_generator\lvn_research_raw\lvn_research_raw_2022-04-26_NY.csv,681.0,681.0,0.0,FOOTPRINT_BAR,2022-04-26T08:30:00-04:00,2022-04-26T09:39:00-04:00,0.0,True,True,False,False,False,,,,,,,,,,,,,,,,,,,
INPUT_MANIFEST,ACCEPTED,C:\Users\k_99_\Desktop\codding\data_footprint_generator\lvn_research_raw\lvn_research_raw_2022-04-27_NY.csv,930.0,930.0,0.0,FOOTPRINT_BAR,2022-04-27T08:30:00-04:00,2022-04-27T09:39:00-04:00,0.0,True,True,False,False,False,,,,,,,,,,,,,,,,,,,
INPUT_MANIFEST,ACCEPTED,C:\Users\k_99_\Desktop\codding\data_footprint_generator\lvn_research_raw\lvn_research_raw_2022-04-28_NY.csv,964.0,964.0,0.0,FOOTPRINT_BAR,2022-04-28T08:30:00-04:00,2022-04-28T09:39:00-04:00,0.0,True,True,False,False,False,,,,,,,,,,,,,,,,,,,
INPUT_MANIFEST,ACCEPTED,C:\Users\k_99_\Desktop\codding\data_footprint_generator\lvn_research_raw\lvn_research_raw_2022-04-29_NY.csv,1020.0,1020.0,0.0,FOOTPRINT_BAR,2022-04-29T08:30:00-04:00,2022-04-29T09:39:00-04:00,0.0,True,True,False,False,False,,,,,,,,,,,,,,,,,,,
INPUT_MANIFEST,ACCEPTED,C:\Users\k_99_\Desktop\codding\data_footprint_generator\lvn_research_raw\lvn_research_raw_2022-05-02_NY.csv,853.0,853.0,0.0,FOOTPRINT_BAR,2022-05-02T08:30:00-04:00,2022-05-02T09:39:00-04:00,0.0,True,True,False,False,False,,,,,,,,,,,,,,,,,,,
