BurstId,fecha,year,era,BurstSide,ExecutionSide,family,target,Acceleration1s,Acceleration3s,Body_AtEntry,Body_OR_Ratio_AtEntry,BreakOut_TICKS_PER_SEC_AtEntry,BuySellRatio,Buy_Imbalance_Count_AtEntry,ContractsPerSecond,CumulativeDeltaWindow,Cumulative_Delta_AtEntry,Delta10s,Delta1s,Delta2s,Delta3s,Delta5s,DeltaChange1s,DeltaChangeZScore,DeltaPercentile,Delta_AtEntry,Delta_Change_AtEntry,Delta_Retention_1_3,Delta_Retention_3_5,Directional_OR_Extension_Ticks_AtEntry,Directional_VWAP_Distance_Ticks_AtEntry,Dist_HVN_Ticks,Dist_LVN_Ticks,Dist_OR_High_Ticks,Dist_OR_Low_Ticks,Dist_POC_Ticks,Dist_VAH_Ticks,Dist_VAL_Ticks,Dist_VWAP_Ticks,Flow_0_1_CounterflowShare,Flow_0_1_DirectionalNetDelta,Flow_0_1_DirectionalVelocityTPS,Flow_0_1_GrossAggressive,Flow_0_1_TicksPerAggressiveContract,Flow_1_3_CounterflowShare,Flow_1_3_DirectionalNetDelta,Flow_1_3_DirectionalVelocityTPS,Flow_1_3_GrossAggressive,Flow_3_5_CounterflowShare,Flow_3_5_DirectionalNetDelta,Flow_3_5_DirectionalVelocityTPS,Flow_3_5_GrossAggressive,Flow_Aligned_Segment_Count,Flow_Conflict_Segment_Count,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,Nearest_OR_Edge_Distance_Ticks_AtEntry,Nearest_OR_Edge_Retest_Count_AtEntry,OR_WidthTicks,PeakNegativeDelta,PeakPositiveDelta,PreBurst_Acceptance_Dwell_Ratio_5s,PreBurst_Impulse_Decay_Slope_5s,PreBurst_Impulse_Survival_Seconds,PreBurst_Local_Entropy_10s,PreBurst_Path_Efficiency_10s,PreBurst_Price_Per_Delta_3s,PreBurst_Price_Per_Volume_3s,PreBurst_Reclaim_Count_10s,PreBurst_Rotation_Index_10s,PreEntry_Directional_Delta_Share3_AtEntry,PreEntry_Directional_Efficiency3_AtEntry,PreEntry_Range_Compression3_AtEntry,PreEntry_Volume_Climax_Ratio_AtEntry,Pre_Approach_Distance_Ticks,Pre_Approach_Pause_Seconds,Pre_Approach_Velocity_TPS,Previous_Delta_AtEntry,Previous_Volume_AtEntry,Prior_Closed_ATR3_Ticks_AtEntry,Prior_Closed_ATR5_Ticks_AtEntry,Prior_Full_Crosses_60s,Prior_Level_Touches_60s,Prior_Volume_At_Level_Band_60s,Profile_Concentration,Profile_Effective_Nodes,Profile_Excess_Kurtosis,Profile_Local_Maxima_Count,Profile_Normalized_Entropy,Profile_Position_Percentile,Profile_Skewness,Profile_Std_Ticks,Realized_Volatility_10s_Ticks,Realized_Volatility_30s_Ticks,Realized_Volatility_60s_Ticks,Score_AtEntry,Seconds_From_Open_AtEntry,Sell_Imbalance_Count_AtEntry,Short_Long_Volatility_Ratio,Signal_To_Entry_Latency_Milliseconds,Signed_Delta_Share_AtEntry,Signed_Previous_Delta_Share_AtEntry,TicksPerSecond,TradesPerSecond,Velocity1s,Velocity3s,Velocity5s,Velocity_Retention_1_3,Velocity_Retention_3_5,Volume_AtEntry,absorption_pressure_1s,acceleration_velocity_ratio,burst_efficiency_score,delta_persistence_1_3,delta_persistence_3_5,delta_share_of_volume,directional_poc_distance,directional_vwap_distance,liquidity_absorption_score,mean_trade_size,price_impact_per_100_contracts,profile_confluence_4t,range,signed_acceleration_1s,signed_delta_1s,signed_delta_change_1s,signed_velocity_1s,signed_velocity_3s
LB_20220804_093511_BUY_0001,2022-08-04,2022,DISCOVERY_2022_2024,BUY,SELL,A_TRUE_ABSORPTION,1,2,0.333333333333333,85,1.42,7.06,3.163636363636364,2,229,176,1728,394,119,118,176,319,120,4.464247384558998,1.0,354,238,0.478991596638655,2.508771929824561,-165,-75.6,0,1,21.0,33.0,24,14,33,26.104517691659648,0.240174672489083,119,5,229,0.021834061135371,0.368663594470046,57,2.0,217,0.091428571428571,143,2.5,175,3,0,0.67,105,3,12.0,-6,119,1.0,0.3,5,0.543564443199596,0.9375,0.045454545454545,0.017937219730942,0,0.285714285714286,-0.03,-0.36,1.86,0.66,-8,0,2.6,116,2392,111.67,101,3,24,900,0.05839300758214,34.3179247895729,-0.336725078188282,13,0.908486912410569,0.999526116259478,-0.027702416122562,9.4807467195612,6.32455532033676,9.32737905308882,12.5698050899765,11,312.032,0,1.232472045026644,32.0,-0.33,-0.05,4,201,4,2.666666666666667,2.6,0.4,1.25,1076,29.75,0.5,0.0336134453781512,0.4929971988795518,1.0875,0.519650655021834,24.0,26.104517691659648,17.849999999999998,1.1393034825870647,1.7467248908296944,2,60,2.0,119.0,120.0,4.0,2.666666666666667
LB_20220809_093105_SELL_0001,2022-08-09,2022,DISCOVERY_2022_2024,SELL,BUY,B_CLEAN_BREAKOUT,0,-2,-1.666666666666667,40,0.31,6.61,0.326359832635983,0,317,-211,-2692,-238,-161,-202,-211,-255,-120,-3.528249454288774,1.0,-329,-411,0.31055900621118,0.88,-160,-245.03,-3,1,-32.0,-6.0,-29,-31,-12,-17.67691165553081,0.246056782334385,161,7,317,0.022082018927445,0.362637362637363,50,2.5,182,0.370588235294118,44,3.0,170,3,0,0.0,30,0,26.0,-161,22,0.4,0.7,5,0.811278124459133,0.6,0.052132701421801,0.022044088176353,0,0.142857142857143,0.0,0.0,0.45,0.0,12,0,3.6,82,6002,58.33,47,1,8,1211,0.065033407572383,27.256260471864,-1.088569239827587,6,0.937307236096941,0.005345211581292,0.094276704981561,8.10212249829312,9.74679434480896,13.6747943311773,17.6635217326557,10,66.048,0,1.351637183908119,48.0,-0.41,0.01,-6,273,-6,-4.0,-3.4,0.357142857142857,1.2,801,26.83333333333333,0.3333333333333333,0.0372670807453416,0.4368530020703933,0.7251184834123223,0.5078864353312302,29.0,17.67691165553081,10.733333333333334,1.1611721611721613,1.892744479495268,2,130,2.0,161.0,120.0,6.0,4.0
LB_20220815_093300_BUY_0001,2022-08-15,2022,DISCOVERY_2022_2024,BUY,SELL,B_CLEAN_BREAKOUT,0,2,1.666666666666667,25,0.2,23.74,5.568181818181818,0,289,222,748,246,201,217,222,211,185,5.241005274044508,0.994444444444444,204,-252,0.104477611940299,-0.523809523809524,-195,-203.03,0,1,14.0,39.0,12,3,23,17.749337309476473,0.152249134948097,201,4,289,0.013840830449827,0.347826086956522,21,1.0,69,0.567901234567901,-11,-0.5,81,2,0,1.0,70,2,25.0,-35,201,1.0,1.1,2,0.91829583405449,0.416666666666667,0.027027027027027,0.016759776536313,0,0.4,-0.09,-0.46,0.68,0.81,-9,2,1.0,456,2792,85.0,59,2,17,599,0.074138502319417,32.2869986981331,-0.807351487909353,11,0.935666406817539,0.99395294897283,-0.50555717232571,10.08508983613216,5.65685424949238,8.12403840463596,9.05538513813742,9,181.053,0,1.53018411135201,53.0,-0.69,-0.16,4,256,4,2.0,1.0,0.25,-0.5,296,50.25,0.5,0.0199004975124378,0.3681592039800995,0.5702702702702702,0.6955017301038062,12.0,17.749337309476473,30.15,1.12890625,1.3840830449826989,3,125,2.0,201.0,185.0,4.0,2.0
LB_20220817_093558_BUY_0001,2022-08-17,2022,DISCOVERY_2022_2024,BUY,SELL,A_TRUE_ABSORPTION,1,6,1.333333333333333,100,1.18,1.69,3.815384615384615,4,313,197,-647,250,183,200,197,267,166,5.724712466710615,0.993333333333333,621,495,0.076502732240437,5.0,-185,-18.6,1,0,20.0,37.0,32,21,34,25.66739106812996,0.207667731629393,183,6,313,0.019169329073482,0.444444444444444,14,0.0,126,0.283950617283951,70,1.5,162,2,0,0.33,100,3,17.0,-42,183,1.0,0.8,1,0.985228136034252,0.642857142857143,0.030456852791878,0.013667425968109,0,0.5,-0.05,0.16,0.84,0.97,-12,1,1.6,126,2336,71.67,77,1,3,307,0.071172443768336,27.5705678075917,0.479683103595084,12,0.899120955619609,1.0,0.981980616683446,7.911371251135688,6.92820323027551,9.59166304662544,14.8660687473185,11,359.026,0,1.141563585970786,26.0,-0.17,-0.05,6,278,6,1.666666666666667,1.6,0.0,,3653,30.5,1.0,0.0327868852459016,0.3588342440801457,0.8131979695431472,0.5846645367412141,32.0,25.66739106812996,12.2,1.1258992805755397,1.9169329073482428,2,85,6.0,183.0,166.0,6.0,1.666666666666667
LB_20220831_093400_SELL_0001,2022-08-31,2022,DISCOVERY_2022_2024,SELL,BUY,B_CLEAN_BREAKOUT,0,-4,-2.0,25,0.15,24.06,0.313609467455621,0,666,-282,3788,-252,-348,-338,-282,-258,-358,-12.612080204275548,1.0,-345,-583,-0.189655172413793,-0.363636363636364,-190,-18.6,0,-1,-38.0,-4.0,-16,-29,-2,-13.767205599950444,0.238738738738739,348,4,666,0.006006006006006,0.654205607476636,-66,0.0,214,0.642857142857143,-24,-2.5,84,1,0,0.67,20,2,34.0,-348,56,1.0,1.8,1,1.0,0.125,0.014184397163121,0.004545454545455,0,0.8,0.03,-0.13,0.54,1.0,-5,2,-0.2,238,3124,91.67,95,3,14,1687,0.053211918478598,43.3201303060579,-0.880200264461276,13,0.973500838498914,0.166449854426067,0.086028811550487,11.70322364828032,7.07106781186548,12.4498995979887,16.062378404209,12,241.039,3,1.078327732034385,39.0,-0.52,0.08,-4,488,-4,-1.333333333333333,0.4,0.0,,669,87.0,1.0,0.0114942528735632,0.2701149425287356,0.548936170212766,0.5225225225225225,16.0,13.767205599950444,52.2,1.3647540983606556,0.6006006006006006,3,170,4.0,348.0,358.0,4.0,1.333333333333333
LB_20220901_093124_SELL_0002,2022-09-01,2022,DISCOVERY_2022_2024,SELL,BUY,B_CLEAN_BREAKOUT,0,-4,-1.333333333333333,15,0.13,0.6,0.262096774193548,0,313,-240,1509,-370,-183,-225,-240,-314,-141,-3.777134528782676,0.976190476190476,-408,-644,0.311475409836066,1.298245614035088,-135,-44.75,0,-1,-27.0,-4.0,-8,-19,-6,-13.383719336713716,0.207667731629393,183,6,313,0.019169329073482,0.320754716981132,57,1.0,159,0.298913043478261,74,3.0,184,3,0,0.0,20,0,23.0,-183,-3,0.2,0.4,5,0.0,1.0,0.033333333333333,0.016949152542373,0,0.0,0.0,0.0,0.49,0.0,11,1,3.0,236,5150,56.67,45,1,1,313,0.09483349321639,21.7208065768881,-0.77644195260934,7,0.923794028905576,0.008222557215294,0.296437482061478,6.062390726044112,8.66025403784439,11.4891252930761,15.3948043183407,11,85.053,1,1.377945636523871,53.0,-0.19,0.05,-6,273,-6,-3.0,-3.0,0.166666666666667,3.0,2150,30.5,0.6666666666666666,0.0327868852459016,0.4371584699453552,0.785,0.5846645367412141,8.0,13.383719336713716,12.2,1.1465201465201464,1.9169329073482428,2,115,4.0,183.0,141.0,6.0,3.0
LB_20220928_093328_SELL_0001,2022-09-28,2022,DISCOVERY_2022_2024,SELL,BUY,B_CLEAN_BREAKOUT,0,-3,-1.333333333333333,40,0.36,1.38,0.263565891472868,0,326,-216,-888,-198,-190,-199,-216,-213,-181,-5.922417297172761,1.0,-229,-193,0.136842105263158,-0.115384615384615,-150,188.82,0,-1,-30.0,-8.0,-15,-22,-6,-16.498822521943907,0.208588957055215,190,4,326,0.012269938650307,0.296875,26,0.5,64,0.519480519480519,-3,0.0,77,2,0,0.0,40,2,22.0,-190,12,1.0,0.7,2,0.863120568566631,0.615384615384615,0.023148148148148,0.012820512820513,1,0.5,0.01,-0.26,1.09,0.59,-3,3,1.0,-36,2480,120.0,88,9,25,1179,0.072075929494041,28.5661343664993,-0.393870533593515,8,0.921551203450451,0.014914722043816,0.105115903550864,7.558526516322656,5.74456264653803,8.36660026534076,15.4272486205415,8,209.039,0,0.912103488157591,39.0,-0.16,-0.01,-4,265,-4,-1.666666666666667,-1.2,0.125,0.0,1467,47.5,0.75,0.0210526315789473,0.3789473684210526,0.5916666666666667,0.5828220858895705,15.0,16.498822521943907,28.5,1.230188679245283,1.2269938650306749,2,110,3.0,190.0,181.0,4.0,1.666666666666667
LB_20221025_093119_BUY_0001,2022-10-25,2022,DISCOVERY_2022_2024,BUY,SELL,B_CLEAN_BREAKOUT,0,5,1.333333333333333,15,0.11,0.75,5.131147540983607,1,374,341,1188,376,252,249,341,369,255,4.28286907467048,0.974683544303797,360,326,0.353174603174603,0.314606741573034,-150,-262.58,2,0,3.0,30.0,6,3,20,13.7142460427659,0.163101604278075,252,4,374,0.010695187165775,0.248587570621469,89,1.0,177,0.351063829787234,28,1.0,94,3,0,0.0,15,0,27.0,-3,252,0.4,0.3,1,0.970950594454669,0.727272727272727,0.017595307917889,0.010889292196007,1,0.75,0.0,0.0,0.52,0.0,5,0,1.6,34,5800,70.0,58,3,14,1387,0.073451818939184,24.9303327056334,-1.172809599615899,5,0.936545494065577,1.0,-0.313066837490461,7.960799527980168,5.56776436283002,8.42614977317636,11.3578166916005,11,80.076,0,1.200774943574477,76.0,-0.25,-0.01,4,204,4,2.0,1.6,0.25,1.0,1414,63.0,1.25,0.0158730158730158,0.451058201058201,0.649266862170088,0.6737967914438503,6.0,13.7142460427659,37.8,1.8333333333333333,1.0695187165775402,3,135,5.0,252.0,255.0,4.0,2.0
LB_20221026_093108_SELL_0002,2022-10-26,2022,DISCOVERY_2022_2024,SELL,BUY,A_TRUE_ABSORPTION,1,-3,-1.0,35,0.24,3.86,0.354014598540146,0,371,-192,-350,-295,-177,-196,-192,-182,-158,-3.383512586275668,0.970588235294118,-289,354,0.084745762711864,-0.666666666666667,-175,-304.34,0,1,-35.0,-6.0,-13,-21,-5,-15.537222696245736,0.261455525606469,177,4,371,0.01078167115903,0.469879518072289,15,1.5,249,0.530120481927711,-10,-1.0,166,2,0,0.0,30,0,29.0,-177,20,0.6,1.4,4,0.811278124459133,0.5,0.036458333333333,0.011290322580645,1,0.428571428571429,0.0,0.0,0.55,0.0,-1,0,1.0,-643,7977,80.0,62,3,14,1588,0.068259385665529,29.8888375499662,-0.523211529579593,10,0.940892362218528,0.022397610921502,0.285974099793816,7.933215058241144,6.48074069840786,8.06225774829855,11.916375287813,10,69.077,0,1.332159107360655,77.0,-0.2,-0.08,-4,348,-4,-2.333333333333333,-1.0,0.375,-0.666666666666667,1421,44.25,0.75,0.0225988700564971,0.3615819209039548,0.56875,0.477088948787062,13.0,15.537222696245736,26.55,1.0660919540229885,1.0781671159029649,2,145,3.0,177.0,158.0,4.0,2.333333333333333
LB_20221027_093628_SELL_0001,2022-10-27,2022,DISCOVERY_2022_2024,SELL,BUY,A_TRUE_ABSORPTION,1,-4,-2.333333333333333,20,0.1,0.69,0.336734693877551,0,262,-194,-415,-277,-130,-125,-194,-249,-135,-4.061220407066422,0.993333333333333,-248,-271,0.492307692307692,0.859375,-215,-113.65,-2,0,-43.0,-4.0,-36,-49,-27,-33.71176330231448,0.251908396946565,130,7,262,0.026717557251908,0.359649122807018,64,3.0,228,0.379912663755459,55,2.0,229,3,0,0.0,20,0,39.0,-130,6,0.2,0.5,3,0.591672778582328,0.954545454545455,0.061855670103093,0.024489795918367,0,0.333333333333333,0.02,-0.25,0.58,1.17,13,0,3.4,23,3973,113.33,116,1,2,361,0.048715501471407,39.593106348454,-0.364364614737108,14,0.913871707027121,0.00011930326891,-0.606415633879439,11.14283107383672,9.79795897113271,12.2474487139159,15.6843871413581,10,389.053,0,1.530184111352013,53.0,-0.16,0.01,-6,228,-6,-4.333333333333333,-3.4,0.428571428571429,0.666666666666667,1548,21.666666666666668,0.6666666666666666,0.0461538461538461,0.4974358974358974,0.7701030927835052,0.4961832061068702,36.0,33.71176330231448,8.666666666666668,1.149122807017544,2.2900763358778624,2,195,4.0,130.0,135.0,6.0,4.333333333333333
LB_20221028_093127_BUY_0001,2022-10-28,2022,DISCOVERY_2022_2024,BUY,SELL,B_CLEAN_BREAKOUT,0,4,1.666666666666667,30,0.19,1.07,3.397260273972603,2,321,177,-1754,137,175,175,177,139,175,4.527997632340718,1.0,583,5,0.011428571428571,-19.0,-185,-451.62,0,1,5.0,37.0,14,7,27,18.217347220942024,0.227414330218069,175,4,321,0.012461059190031,0.490909090909091,2,0.0,110,0.633802816901408,-38,-0.5,142,1,0,0.0,25,0,32.0,-29,175,1.0,0.9,1,0.970950594454669,0.333333333333333,0.022598870056497,0.009280742459397,1,0.75,0.0,0.0,0.53,0.0,-2,3,0.6,578,7702,85.0,74,3,14,1675,0.063231634252005,33.2002651217481,-0.84958562814965,10,0.949491005345603,0.994561710756752,-0.097180966073334,8.98927318912424,4.79583152331272,10.4403065089106,14.560219778561,11,88.046,0,0.806810632197183,46.0,-0.19,-0.08,4,239,4,1.333333333333333,0.6,0.0,,3149,43.75,1.0,0.0228571428571428,0.3371428571428571,0.4711864406779661,0.5451713395638629,14.0,18.217347220942024,26.25,1.343096234309623,1.2461059190031152,2,160,4.0,175.0,175.0,4.0,1.333333333333333
LB_20221103_093349_BUY_0001,2022-11-03,2022,DISCOVERY_2022_2024,BUY,SELL,A_TRUE_ABSORPTION,1,5,1.333333333333333,65,0.43,1.3,2.263565891472868,1,421,183,-522,341,163,171,183,245,155,4.915606754632433,1.0,788,794,0.122699386503067,3.1,-215,98.08,1,-1,13.0,43.0,37,26,41,29.45426907816768,0.306413301662708,163,6,421,0.014251781472684,0.416666666666667,20,0.5,120,0.30625,62,2.0,160,3,0,0.0,65,0,30.0,-16,163,1.0,0.7,5,0.811278124459133,0.9375,0.038251366120219,0.012939001848429,1,0.142857142857143,-0.02,-0.03,0.78,0.94,-1,1,2.4,-6,4076,116.67,90,3,6,471,0.07306641933323,29.7522693432998,1.166152272123431,12,0.886190441507741,0.999124027412789,1.014642925828127,8.4430419382144,7.21110255092798,12.369316876853,18.4390889145858,9,230.021,1,0.957938964038694,21.0,-0.2,0.0,6,366,6,2.666666666666667,2.4,0.083333333333333,4.0,3922,27.166666666666668,0.8333333333333334,0.0368098159509202,0.3742331288343558,0.8032786885245902,0.3871733966745843,37.0,29.45426907816768,10.866666666666667,1.150273224043716,1.4251781472684086,2,150,5.0,163.0,155.0,6.0,2.666666666666667
LB_20230321_093130_BUY_0001,2023-03-21,2023,DISCOVERY_2022_2024,BUY,SELL,B_CLEAN_BREAKOUT,0,1,1.0,15,0.17,0.48,8.782608695652174,1,225,224,2298,322,179,205,224,225,153,5.151909232085059,1.0,355,57,0.251396648044693,0.022222222222222,-105,-228.93,1,0,3.0,21.0,7,1,16,10.555014278515031,0.102222222222222,179,2,225,0.008888888888889,0.281553398058252,45,1.0,103,0.494736842105263,1,0.0,95,2,0,0.0,15,0,18.0,-4,179,0.8,0.6,3,0.811278124459133,0.666666666666667,0.017857142857143,0.01219512195122,1,0.428571428571429,0.0,0.0,0.5,0.0,1,0,0.8,298,4544,45.0,35,3,14,1054,0.133546111204435,16.3416412461798,-1.253590169885336,5,0.903810468476461,1.0,-0.43850055772589,6.10452975460924,3.3166247903554,5.09901951359278,7.48331477354788,11,91.05,0,1.085620296683619,49.99,-0.25,-0.07,2,153,2,1.333333333333333,0.6,0.5,0.0,1411,89.5,0.5,0.0111731843575419,0.4171322160148976,0.6026785714285714,0.7955555555555556,7.0,10.555014278515031,71.60000000000001,1.4705882352941178,0.8888888888888888,3,90,1.0,179.0,153.0,2.0,1.333333333333333
LB_20230328_093202_SELL_0001,2023-03-28,2023,DISCOVERY_2022_2024,SELL,BUY,B_CLEAN_BREAKOUT,0,-3,-1.333333333333333,25,0.36,8.27,0.230379746835443,0,486,-365,-603,-417,-304,-332,-365,-392,-276,-9.735627008215143,1.0,-365,-42,0.200657894736842,0.442622950819672,-115,-120.95,-1,0,-23.0,-9.0,-13,-16,-5,-11.886787496716575,0.187242798353909,304,4,486,0.008230452674897,0.355450236966825,61,1.0,211,0.271186440677966,27,0.0,59,2,0,1.0,45,1,14.0,-304,4,1.0,0.9,2,0.0,0.857142857142857,0.016438356164384,0.008608321377331,0,0.0,-0.1,-0.67,0.79,0.0,-4,1,1.0,-323,3105,55.0,43,1,15,878,0.130942999737326,18.3673805173019,-0.661314117962437,5,0.91583605840231,0.01431573417389,0.070517947958172,5.642050212860144,4.35889894354067,6.6332495807108,9.32737905308882,10,123.023,2,1.144702942944676,22.95,-0.52,-0.1,-4,382,-4,-1.666666666666667,-1.0,0.25,0.0,699,76.0,0.75,0.0131578947368421,0.400219298245614,0.6443835616438356,0.6255144032921811,13.0,11.886787496716575,45.6,1.2722513089005236,0.823045267489712,2,70,3.0,304.0,276.0,4.0,1.666666666666667
LB_20230404_093600_SELL_0001,2023-04-04,2023,DISCOVERY_2022_2024,SELL,BUY,A_TRUE_ABSORPTION,1,-1,-0.333333333333333,10,0.22,9.49,0.189189189189189,0,264,-180,-506,-287,-180,-180,-180,-194,-180,-7.383855127255832,1.0,-179,-76,0.0,,-80,-86.25,1,0,-16.0,-7.0,-14,-15,-5,-9.549133749133748,0.159090909090909,180,1,264,0.003787878787879,0.5,0,0.5,22,0.383333333333333,14,0.5,60,2,0,1.0,35,4,9.0,-180,16,1.0,0.2,1,0.721928094887362,0.8,0.011111111111111,0.006993006993007,0,0.5,-0.02,-0.25,0.89,0.81,-4,1,0.6,-103,1829,40.0,48,0,10,291,0.082467082467082,19.1492587998997,-0.863664194082036,6,0.941562575658164,0.020582120582121,0.046784531395773,5.001639815451632,2.23606797749979,4.47213595499958,6.6332495807108,10,361.0537,1,0.82572282384477,53.74,-0.67,-0.06,-1,222,-1,-0.666666666666667,-0.4,0.5,1.0,267,180.0,1.0,0.0055555555555555,0.3333333333333333,0.6466666666666666,0.6818181818181818,14.0,9.549133749133748,162.0,1.1891891891891893,0.3787878787878788,2,45,1.0,180.0,180.0,1.0,0.666666666666667
LB_20230419_093353_SELL_0001,2023-04-19,2023,DISCOVERY_2022_2024,SELL,BUY,A_TRUE_ABSORPTION,1,-3,-1.666666666666667,10,0.14,0.18,0.4279176201373,0,624,-277,-2168,-317,-250,-254,-277,-291,-246,-7.453952798121727,1.0,-129,-240,0.108,0.518518518518519,25,15.02,0,-2,5.0,19.0,16,4,17,8.21148331595412,0.299679487179487,250,4,624,0.006410256410256,0.309859154929577,27,0.0,71,0.444444444444444,14,-1.0,126,1,1,0.5,25,1,14.0,-250,14,0.0,0.8,1,0.91829583405449,0.333333333333333,0.010830324909747,0.00431654676259,0,0.6,-0.01,0.22,0.98,0.84,21,2,0.4,111,2967,68.33,49,0,0,0,0.10596976016684,22.541108315299,-1.002738525116409,7,0.945235096609066,0.862421793534932,0.406728392122552,6.729450319737992,4.12310562561766,5.65685424949238,8.0,10,234.0648,0,1.262438117295259,64.84,-0.03,0.04,-3,548,-3,-1.333333333333333,-0.4,0.0,,3799,83.33333333333333,1.0,0.012,0.3693333333333333,0.6303249097472924,0.4006410256410256,-16.0,-8.21148331595412,58.33333333333333,1.1386861313868613,0.4807692307692308,3,70,3.0,250.0,246.0,3.0,1.333333333333333
LB_20230426_093201_SELL_0001,2023-04-26,2023,DISCOVERY_2022_2024,SELL,BUY,A_TRUE_ABSORPTION,1,-4,-1.0,30,0.32,14.59,0.368231046931408,0,379,-227,-206,-409,-175,-188,-227,-354,-162,-7.473883976344057,1.0,-190,375,0.297142857142857,2.442307692307692,-145,-85.57,-1,1,-29.0,-10.0,-18,-23,-11,-17.26766150358897,0.269129287598945,175,4,379,0.010554089709763,0.43048128342246,52,0.5,374,0.240816326530612,127,2.0,245,3,0,1.0,50,1,19.0,-175,-3,1.0,0.5,2,0.543564443199596,0.9375,0.026431718061674,0.00796812749004,0,0.285714285714286,-0.14,-0.33,0.74,0.0,0,1,2.0,-565,4147,70.0,59,5,15,886,0.0775406120136,23.3047611071549,-0.108556454486711,8,0.916910137273547,0.011994710993578,-0.481923033762093,6.350928165426928,6.78232998312527,8.54400374531753,11.0905365064094,9,122.0559,0,1.497966100759425,55.94,-0.38,-0.14,-5,356,-5,-2.0,-2.0,0.125,4.0,502,35.0,0.8,0.0285714285714285,0.4323809523809523,0.93568281938326,0.4617414248021108,18.0,17.26766150358897,17.5,1.0646067415730338,1.3192612137203166,2,95,4.0,175.0,162.0,5.0,2.0
LB_20230503_093500_BUY_0001,2023-05-03,2023,DISCOVERY_2022_2024,BUY,SELL,B_CLEAN_BREAKOUT,0,1,0.666666666666667,10,0.2,9.5,4.454545454545455,1,300,206,496,254,190,189,206,209,191,9.362271233868704,1.0,193,-74,0.084210526315789,0.1875,-70,-17.03,9,-1,4.0,14.0,9,6,12,8.787591644764143,0.183333333333333,190,2,300,0.006666666666667,0.391891891891892,16,0.5,74,0.474576271186441,3,0.0,59,2,0,0.67,20,3,10.0,-5,190,1.0,0.7,2,0.863120568566631,0.625,0.014563106796117,0.008021390374332,0,0.333333333333333,-0.11,-0.22,1.07,0.78,-2,3,0.4,267,1933,53.33,53,3,27,954,0.118826947018951,13.227322692783,-0.120786364030716,2,0.893409155487628,0.997095033891271,0.206435455000678,3.258056551081488,3.16227766016838,4.69041575982343,7.21110255092798,10,301.053,0,1.074172311059149,53.01,-0.63,-0.14,2,269,2,0.666666666666667,0.2,0.25,0.0,307,95.0,0.5,0.0105263157894736,0.3614035087719298,0.6087378640776699,0.6333333333333333,9.0,8.787591644764143,76.0,1.1152416356877324,0.6666666666666666,1,50,1.0,190.0,191.0,2.0,0.666666666666667
LB_20230511_093202_SELL_0001,2023-05-11,2023,DISCOVERY_2022_2024,SELL,BUY,B_CLEAN_BREAKOUT,0,0,-0.666666666666667,20,0.33,6.61,0.258461538461538,0,409,-339,2090,-300,-241,-343,-339,-343,-139,-4.698411051185458,1.0,-337,43,0.406639004149378,0.040816326530612,-135,-133.39,0,-1,-27.0,-15.0,-25,-26,-9,-15.075912657795977,0.205378973105134,241,2,409,0.004889975550122,0.337748344370861,98,1.0,302,0.483333333333333,4,0.0,120,2,0,1.0,75,1,12.0,-241,35,1.0,0.6,3,0.650022421648354,0.625,0.011799410029499,0.005625879043601,0,0.2,-0.07,-0.82,0.89,0.0,-10,3,1.0,-380,5188,53.33,40,0,17,1283,0.089901057659502,23.8158127512952,-1.253704690962398,8,0.951427126304687,0.021920846127602,-0.218241676408528,7.90598781134672,3.46410161513775,4.58257569495584,6.557438524302,10,123.0238,2,1.293993278441259,23.83,-0.47,-0.07,-2,270,-2,-1.666666666666667,-1.0,0.5,0.0,715,120.5,-0.0,0.0082987551867219,0.4688796680497925,0.6070796460176991,0.589242053789731,25.0,15.075912657795977,96.4,1.5148148148148148,0.4889975550122249,2,60,-0.0,241.0,139.0,2.0,1.666666666666667
LB_20230518_093436_BUY_0001,2023-05-18,2023,DISCOVERY_2022_2024,BUY,SELL,B_CLEAN_BREAKOUT,0,0,0.666666666666667,20,0.33,0.54,5.724137931034483,0,195,163,1445,167,137,143,163,151,131,5.360975925957068,1.0,184,33,0.18978102189781,-0.461538461538462,-110,-87.14,2,-1,10.0,22.0,11,7,16,10.83351344479054,0.148717948717949,137,1,195,0.005128205128205,0.290322580645161,26,0.5,62,0.6875,-12,0.0,32,2,0,0.67,50,3,12.0,-9,137,1.0,0.2,3,0.650022421648354,0.666666666666667,0.012269938650307,0.007782101167315,0,0.4,-0.04,-0.41,0.61,0.83,-7,3,0.6,151,2599,36.67,36,0,0,0,0.132286567923209,17.8073514014285,-0.238200546538381,6,0.906092698814344,0.999237175004768,0.193022853531434,4.720912105326408,2.44948974278318,3.3166247903554,4.58257569495584,10,277.13,0,1.309307341415954,130.02,-0.1,-0.06,1,155,1,1.0,0.6,0.5,0.0,1868,137.0,0.0,0.0072992700729927,0.3965936739659367,0.5558282208588957,0.7025641025641025,11.0,10.83351344479054,123.3,1.2580645161290325,0.5128205128205128,2,60,0.0,137.0,131.0,1.0,1.0
