fecha,BurstId,burst_side,decision_utc,resolved_raw_symbol,pre_path,outcome_path,state_cache_path,pre_records_scanned,completed_packets,active_orders_at_decision,active_bid_orders,active_ask_orders,best_bid,best_ask,pre_overlap_records,outcome_overlap_records,overlap_logical_sha256,overlap_exact,late_received_predecision_exchange_records,post_decision_receive_records,last_pre_complete_ts_recv,last_pre_complete_ts_event,first_post_ts_recv,first_post_ts_event,unknown_modify_during_full_reconstruction,unknown_cancel_during_full_reconstruction,maybe_bad_book_records,sequence_regressions,tail_incomplete_records,information_status,overlap_prefix_exact,cross_boundary_uncommitted_records,cross_boundary_tail_has_f_last,strict_feature_cutoff_utc_exclusive,strategy_decision_utc,cutoff_to_strategy_decision_ms,uncommitted_tail_count_match
2022-06-08,LB_20220608_093102_SELL_0001,SELL,2022-06-08T13:31:03.007000+00:00,NQM2,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2022-06-08_LB_20220608_093102_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-06-08_LB_20220608_093102_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20220608_093102_SELL_0001.state.parquet,2211538,1999107,4001,1863,2138,12647.25,12648.0,190,190,8bddbcedc4edb26622f8079b7f7069838e06b40f4a19500c198d73796077a2d3,True,22,8148,2022-06-08T13:31:03.006901602+00:00,2022-06-08T13:31:03.006668397+00:00,2022-06-08T13:31:03.007018897+00:00,2022-06-08T13:31:03.006686917+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,,,,True
2022-06-27,LB_20220627_093202_SELL_0001,SELL,2022-06-27T13:32:03.009000+00:00,NQU2,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2022-06-27_LB_20220627_093202_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-06-27_LB_20220627_093202_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20220627_093202_SELL_0001.state.parquet,2557921,2306111,4091,2086,2005,12165.0,12165.75,310,310,cdc5b8f3641edd74a783e402df7e01afbeccc90a5a0e1b1eb00cc2024e89e8e2,True,19,7166,2022-06-27T13:32:03.008831540+00:00,2022-06-27T13:32:03.007953533+00:00,2022-06-27T13:32:03.009018660+00:00,2022-06-27T13:32:03.008020999+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,,,,True
2022-07-18,LB_20220718_093105_SELL_0001,SELL,2022-07-18T13:31:06.004000+00:00,NQU2,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2022-07-18_LB_20220718_093105_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-07-18_LB_20220718_093105_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20220718_093105_SELL_0001.state.parquet,1679251,1493641,4031,1933,2098,12095.25,12095.75,221,221,d36cb90be261625f99c20594380e56697bcc9584671c55cdc9d902d3751782fa,True,0,7772,2022-07-18T13:31:06.003875077+00:00,2022-07-18T13:31:06.003660609+00:00,2022-07-18T13:31:06.004167049+00:00,2022-07-18T13:31:06.004078551+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,,,,True
2022-07-19,LB_20220719_093600_SELL_0001,SELL,2022-07-19T13:36:01.015000+00:00,NQU2,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2022-07-19_LB_20220719_093600_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-07-19_LB_20220719_093600_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20220719_093600_SELL_0001.state.parquet,2216293,1986215,4131,2168,1963,12027.25,12027.75,105,105,28afec79c0f443f208040d88272878fe18b9525e2707ff3f7c3ecd991a6fc199,True,17,6898,2022-07-19T13:36:01.009231672+00:00,2022-07-19T13:36:01.009135793+00:00,2022-07-19T13:36:01.015129295+00:00,2022-07-19T13:36:01.014845465+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,,,,True
2022-07-20,LB_20220720_093414_BUY_0001,BUY,2022-07-20T13:34:15.086000+00:00,NQU2,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2022-07-20_LB_20220720_093414_BUY_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-07-20_LB_20220720_093414_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20220720_093414_BUY_0001.state.parquet,2347367,2104286,4404,2543,1861,12300.25,12301.0,68,68,1eee00eb966b4a82f6d3ce6632389c2af4878a6f7276b28d9d83c85e21ccc17b,True,4,4974,2022-07-20T13:34:15.085501645+00:00,2022-07-20T13:34:15.085291103+00:00,2022-07-20T13:34:15.086032464+00:00,2022-07-20T13:34:15.085528269+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,,,,True
2022-07-26,LB_20220726_093111_SELL_0001,SELL,2022-07-26T13:31:12.026000+00:00,NQU2,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2022-07-26_LB_20220726_093111_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-07-26_LB_20220726_093111_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20220726_093111_SELL_0001.state.parquet,1565183,1398011,3967,1888,2079,12256.75,12257.5,363,363,d516c7c4872aba90406764d72d4c2b239f34e3dc698f89367a5d74f25511fbde,True,2,7034,2022-07-26T13:31:12.022055810+00:00,2022-07-26T13:31:12.021964039+00:00,2022-07-26T13:31:12.026037273+00:00,2022-07-26T13:31:12.025909391+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,,,,True
2022-07-29,LB_20220729_093500_SELL_0001,SELL,2022-07-29T13:35:01.099000+00:00,NQU2,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2022-07-29_LB_20220729_093500_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-07-29_LB_20220729_093500_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20220729_093500_SELL_0001.state.parquet,2190820,1941943,4464,2116,2348,12766.25,12766.5,186,186,cce03fd078ea1042575261116b3b0442744f0e8dc473319919db10b3bbe29e35,True,4,8729,2022-07-29T13:35:01.098926184+00:00,2022-07-29T13:35:01.098825147+00:00,2022-07-29T13:35:01.099142991+00:00,2022-07-29T13:35:01.098944761+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,,,,True
2022-08-01,LB_20220801_093127_SELL_0001,SELL,2022-08-01T13:31:28.101000+00:00,NQU2,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2022-08-01_LB_20220801_093127_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-08-01_LB_20220801_093127_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20220801_093127_SELL_0001.state.parquet,1581183,1409947,4316,2102,2214,12875.75,12876.5,136,136,50b783b72b1aba0fee3ef221f71992228c0127218a01aa0a412c53128e355a26,True,0,7307,2022-08-01T13:31:28.095271681+00:00,2022-08-01T13:31:28.095101445+00:00,2022-08-01T13:31:28.101387144+00:00,2022-08-01T13:31:28.101221699+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,,,,True
2022-08-04,LB_20220804_093511_BUY_0001,BUY,2022-08-04T13:35:12.032000+00:00,NQU2,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2022-08-04_LB_20220804_093511_BUY_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-08-04_LB_20220804_093511_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20220804_093511_BUY_0001.state.parquet,1954227,1731792,4369,2711,1658,13304.75,13305.25,116,116,a5a59e3b4082ed78fca1d6f46007f9fdf603c4a631659951ee12966bb8239426,True,3,6783,2022-08-04T13:35:12.030908524+00:00,2022-08-04T13:35:12.030809333+00:00,2022-08-04T13:35:12.032098979+00:00,2022-08-04T13:35:12.031929309+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,,,,True
2022-08-09,LB_20220809_093105_SELL_0001,SELL,2022-08-09T13:31:06.048000+00:00,NQU2,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2022-08-09_LB_20220809_093105_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-08-09_LB_20220809_093105_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20220809_093105_SELL_0001.state.parquet,1557129,1381855,4380,1948,2432,13069.5,13069.75,544,544,1c0083c053eaad9477b7784868ac220ad259009a0c97bb239d320021d3886e1a,True,3,12390,2022-08-09T13:31:06.047986195+00:00,2022-08-09T13:31:06.047881199+00:00,2022-08-09T13:31:06.048001056+00:00,2022-08-09T13:31:06.047884661+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,,,,True
2022-08-15,LB_20220815_093300_BUY_0001,BUY,2022-08-15T13:33:01.053000+00:00,NQU2,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2022-08-15_LB_20220815_093300_BUY_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-08-15_LB_20220815_093300_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20220815_093300_BUY_0001.state.parquet,1330896,1169858,4257,2901,1356,13583.75,13584.25,211,211,d853a8f978c0af1b237e3f62e5000279df2749bf30a610fce65502abf750e7f0,True,1,9620,2022-08-15T13:33:01.052924582+00:00,2022-08-15T13:33:01.052827943+00:00,2022-08-15T13:33:01.053082314+00:00,2022-08-15T13:33:01.052998333+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,,,,True
2022-08-17,LB_20220817_093558_BUY_0001,BUY,2022-08-17T13:35:59.026000+00:00,NQU2,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2022-08-17_LB_20220817_093558_BUY_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-08-17_LB_20220817_093558_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20220817_093558_BUY_0001.state.parquet,2083055,1854556,4500,2643,1857,13560.75,13561.25,351,351,3e74751d235cc34d892fe860618f3786e56e81b6622e3894a38048c00b1d49c1,True,0,7797,2022-08-17T13:35:59.025909858+00:00,2022-08-17T13:35:59.025791975+00:00,2022-08-17T13:35:59.026688849+00:00,2022-08-17T13:35:59.026511209+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,,,,True
2022-08-31,LB_20220831_093400_SELL_0001,SELL,2022-08-31T13:34:01.039000+00:00,NQU2,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2022-08-31_LB_20220831_093400_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-08-31_LB_20220831_093400_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20220831_093400_SELL_0001.state.parquet,2770212,2482454,4083,1905,2178,12428.0,12428.75,96,96,3148e57f2c64b545e6354430e789a04494cdfe20d28e73f053524e5b2b8be6bc,True,0,5798,2022-08-31T13:34:01.037938080+00:00,2022-08-31T13:34:01.037839717+00:00,2022-08-31T13:34:01.039445414+00:00,2022-08-31T13:34:01.039240199+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,,,,True
2022-09-01,LB_20220901_093124_SELL_0002,SELL,2022-09-01T13:31:25.053000+00:00,NQU2,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2022-09-01_LB_20220901_093124_SELL_0002.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-09-01_LB_20220901_093124_SELL_0002_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20220901_093124_SELL_0002.state.parquet,3174948,2836733,4257,1837,2420,12159.0,12159.75,139,139,7e3178fdeaf7311c411a22f8444255e1c0032a4b95afe36396c89f71c8e1ad66,True,0,6727,2022-09-01T13:31:25.052890384+00:00,2022-09-01T13:31:25.052798095+00:00,2022-09-01T13:31:25.053130899+00:00,2022-09-01T13:31:25.053012685+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,,,,True
2022-09-06,LB_20220906_093405_BUY_0001,BUY,2022-09-06T13:34:06.074000+00:00,NQU2,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2022-09-06_LB_20220906_093405_BUY_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-09-06_LB_20220906_093405_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20220906_093405_BUY_0001.state.parquet,2551457,2266672,3975,1796,2179,12105.75,12106.25,264,264,c4269a482e194f73f036eecbf687fc8f51cc6f0bf0a8713e327b3202f26dacec,True,0,5441,2022-09-06T13:34:06.073985311+00:00,2022-09-06T13:34:06.073838013+00:00,2022-09-06T13:34:06.074111346+00:00,2022-09-06T13:34:06.074003045+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,,,,True
2022-09-28,LB_20220928_093328_SELL_0001,SELL,2022-09-28T13:33:29.039000+00:00,NQZ2,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2022-09-28_LB_20220928_093328_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-09-28_LB_20220928_093328_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20220928_093328_SELL_0001.state.parquet,6009278,5375964,3795,1723,2072,11296.5,11297.0,171,171,5e2c752f4881ced79ec9eb1ad2ab29e0f7c0a4bd7f45dc0f4f140669fefa6a35,True,3,4126,2022-09-28T13:33:29.038980509+00:00,2022-09-28T13:33:29.038770901+00:00,2022-09-28T13:33:29.039005013+00:00,2022-09-28T13:33:29.038830425+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,,,,True
2022-10-11,LB_20221011_093101_SELL_0001,SELL,2022-10-11T13:31:02.078000+00:00,NQZ2,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2022-10-11_LB_20221011_093101_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-10-11_LB_20221011_093101_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20221011_093101_SELL_0001.state.parquet,3691112,3349349,3440,1344,2096,10903.5,10904.0,205,205,68e7965c507eee8dcbb728ca68fe3ad2cc56171181bc783ef6d10a5785e5e086,True,1,7675,2022-10-11T13:31:02.077783174+00:00,2022-10-11T13:31:02.077612907+00:00,2022-10-11T13:31:02.078120826+00:00,2022-10-11T13:31:02.077828263+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,,,,True
2022-10-18,LB_20221018_093155_SELL_0001,SELL,2022-10-18T13:31:56.038000+00:00,NQZ2,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2022-10-18_LB_20221018_093155_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2022-10-18_LB_20221018_093155_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20221018_093155_SELL_0001.state.parquet,3035837,2642815,3994,2114,1880,11398.75,11399.5,73,73,674a4cff10bcc85b1b4bc0c87e4f8c43083b6248953e9232a4c3aa208df1e7a0,True,5,7604,2022-10-18T13:31:56.037958571+00:00,2022-10-18T13:31:56.037768905+00:00,2022-10-18T13:31:56.038053807+00:00,2022-10-18T13:31:56.037962597+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,,,,True
