fecha,BurstId,burst_side,decision_utc,resolved_raw_symbol,pre_path,outcome_path,state_cache_path,pre_records_scanned,completed_packets,active_orders_at_decision,active_bid_orders,active_ask_orders,best_bid,best_ask,pre_overlap_records,outcome_overlap_records,overlap_logical_sha256,overlap_exact,late_received_predecision_exchange_records,post_decision_receive_records,last_pre_complete_ts_recv,last_pre_complete_ts_event,first_post_ts_recv,first_post_ts_event,unknown_modify_during_full_reconstruction,unknown_cancel_during_full_reconstruction,maybe_bad_book_records,sequence_regressions,tail_incomplete_records,information_status,overlap_prefix_exact,cross_boundary_uncommitted_records,cross_boundary_tail_has_f_last,strict_feature_cutoff_utc_exclusive,strategy_decision_utc,cutoff_to_strategy_decision_ms,uncommitted_tail_count_match
2023-05-03,LB_20230503_093500_BUY_0001,BUY,2023-05-03T13:35:01.053000+00:00,NQM3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-05-03_LB_20230503_093500_BUY_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-05-03_LB_20230503_093500_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230503_093500_BUY_0001.state.parquet,1637340,1470041,5143,3119,2024,13208.5,13209.0,195,195,32ce80431b703b72739c6d74b2b8f08e73a3c3db86faf7877b99208874668dc4,True,0,6086,2023-05-03T13:35:01.052887228+00:00,2023-05-03T13:35:01.052793529+00:00,2023-05-03T13:35:01.054737521+00:00,2023-05-03T13:35:01.054542405+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-05-03T13:35:01.053000+00:00,2023-05-03T13:35:01.053012+00:00,0.012,True
2023-05-11,LB_20230511_093202_SELL_0001,SELL,2023-05-11T13:32:03.023000+00:00,NQM3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-05-11_LB_20230511_093202_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-05-11_LB_20230511_093202_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230511_093202_SELL_0001.state.parquet,2044963,1807198,5761,3058,2703,13399.25,13399.5,161,161,937bfca887617e4451abfac526f9199a53cc7a08b31f578fe2613ab2d53a4fe3,True,0,9249,2023-05-11T13:32:03.022108370+00:00,2023-05-11T13:32:03.022014435+00:00,2023-05-11T13:32:03.023468368+00:00,2023-05-11T13:32:03.023362633+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-05-11T13:32:03.023000+00:00,2023-05-11T13:32:03.023827+00:00,0.8270000000000001,True
2023-05-18,LB_20230518_093436_BUY_0001,BUY,2023-05-18T13:34:37.130000+00:00,NQM3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-05-18_LB_20230518_093436_BUY_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-05-18_LB_20230518_093436_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230518_093436_BUY_0001.state.parquet,1680983,1477652,5535,3786,1749,13680.5,13681.0,46,46,fc30af70838b8fe4a5236438f336e8a97da0b6705bebf9bb017651a152abd0c3,True,5,3334,2023-05-18T13:34:37.129928333+00:00,2023-05-18T13:34:37.129729735+00:00,2023-05-18T13:34:37.130005985+00:00,2023-05-18T13:34:37.129899439+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-05-18T13:34:37.130000+00:00,2023-05-18T13:34:37.130016+00:00,0.016,True
2023-05-22,LB_20230522_093356_BUY_0001,BUY,2023-05-22T13:33:57.065000+00:00,NQM3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-05-22_LB_20230522_093356_BUY_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-05-22_LB_20230522_093356_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230522_093356_BUY_0001.state.parquet,1805283,1620634,5331,3521,1810,13874.75,13875.25,82,82,65846b74af4966d17b2bbe553ace0d725278a7e50bfd4013124c084d8da7a0f9,True,0,7103,2023-05-22T13:33:57.048449316+00:00,2023-05-22T13:33:57.048265799+00:00,2023-05-22T13:33:57.065805928+00:00,2023-05-22T13:33:57.065571115+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-05-22T13:33:57.065000+00:00,2023-05-22T13:33:57.065921+00:00,0.921,True
2023-05-26,LB_20230526_093357_BUY_0001,BUY,2023-05-26T13:33:58.020000+00:00,NQM3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-05-26_LB_20230526_093357_BUY_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-05-26_LB_20230526_093357_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230526_093357_BUY_0001.state.parquet,2146263,1913212,5276,3526,1750,14044.5,14044.75,168,168,0bd5757bd985846c969a9fdba1e9875ea02cea606d89a3888218d88aef88692a,True,0,8260,2023-05-26T13:33:58.019942005+00:00,2023-05-26T13:33:58.019850699+00:00,2023-05-26T13:33:58.020145912+00:00,2023-05-26T13:33:58.020056937+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-05-26T13:33:58.020000+00:00,2023-05-26T13:33:58.020596+00:00,0.596,True
2023-05-31,LB_20230531_093156_BUY_0001,BUY,2023-05-31T13:31:57.052000+00:00,NQM3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-05-31_LB_20230531_093156_BUY_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-05-31_LB_20230531_093156_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230531_093156_BUY_0001.state.parquet,2041781,1835199,5265,3255,2010,14347.75,14348.25,222,222,487e55f1754e0c88cc53af827cafa885c85469b54babaa49d6190b711e54c565,True,3,10036,2023-05-31T13:31:57.051944111+00:00,2023-05-31T13:31:57.051773921+00:00,2023-05-31T13:31:57.052051454+00:00,2023-05-31T13:31:57.051937257+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-05-31T13:31:57.052000+00:00,2023-05-31T13:31:57.052030+00:00,0.03,True
2023-06-05,LB_20230605_093500_BUY_0001,BUY,2023-06-05T13:35:01.036000+00:00,NQM3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-06-05_LB_20230605_093500_BUY_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-06-05_LB_20230605_093500_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230605_093500_BUY_0001.state.parquet,1629474,1439031,4573,3144,1429,14610.75,14611.0,261,261,50a7ab848e837ba0c58ea0e0dcf967006463b2c3866ba026bf1457dd9bccb431,True,1,8911,2023-06-05T13:35:01.035973188+00:00,2023-06-05T13:35:01.035892385+00:00,2023-06-05T13:35:01.036089843+00:00,2023-06-05T13:35:01.035993355+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-06-05T13:35:01.036000+00:00,2023-06-05T13:35:01.036505+00:00,0.505,True
2023-06-22,LB_20230622_093240_BUY_0001,BUY,2023-06-22T13:32:41.030000+00:00,NQU3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-06-22_LB_20230622_093240_BUY_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-06-22_LB_20230622_093240_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230622_093240_BUY_0001.state.parquet,1966391,1733916,4400,2347,2053,14999.25,14999.75,79,79,db621163366b01722920188b644fe87a34a25d82d228b386272bf79e010d9ff4,True,6,8756,2023-06-22T13:32:41.018517135+00:00,2023-06-22T13:32:41.018408355+00:00,2023-06-22T13:32:41.030030007+00:00,2023-06-22T13:32:41.029919975+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-06-22T13:32:41.030000+00:00,2023-06-22T13:32:41.030431+00:00,0.431,True
2023-06-23,LB_20230623_093159_BUY_0001,BUY,2023-06-23T13:32:00.009000+00:00,NQU3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-06-23_LB_20230623_093159_BUY_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-06-23_LB_20230623_093159_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230623_093159_BUY_0001.state.parquet,1917862,1677509,4270,2150,2120,15060.5,15060.75,96,96,eb0643d203a2d83264103c542112d22a98b567b062461986f58dceca3d80e1f0,True,14,6647,2023-06-23T13:32:00.008976+00:00,2023-06-23T13:32:00.008544029+00:00,2023-06-23T13:32:00.009437739+00:00,2023-06-23T13:32:00.008756369+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-06-23T13:32:00.009000+00:00,2023-06-23T13:32:00.009044+00:00,0.044,True
2023-06-30,LB_20230630_093123_BUY_0001,BUY,2023-06-30T13:31:24.087000+00:00,NQU3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-06-30_LB_20230630_093123_BUY_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-06-30_LB_20230630_093123_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230630_093123_BUY_0001.state.parquet,1555225,1358772,4257,2753,1504,15258.25,15258.75,65,65,06ec443d75e8ef9b5341c1cc2c6ceed331abf8dd24fa1f4e5ec8e480c30e2a37,True,3,7588,2023-06-30T13:31:24.079302501+00:00,2023-06-30T13:31:24.079200375+00:00,2023-06-30T13:31:24.087023662+00:00,2023-06-30T13:31:24.086834493+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-06-30T13:31:24.087000+00:00,2023-06-30T13:31:24.087132+00:00,0.132,True
2023-07-18,LB_20230718_093258_SELL_0002,SELL,2023-07-18T13:32:59.057000+00:00,NQU3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-07-18_LB_20230718_093258_SELL_0002.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-07-18_LB_20230718_093258_SELL_0002_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230718_093258_SELL_0002.state.parquet,1368659,1191178,4438,2478,1960,15779.25,15779.75,127,127,f09332fae6df8f378c16887b4324b1509230517c8ae6dc3907701d0e5371f89e,True,0,6732,2023-07-18T13:32:59.049151221+00:00,2023-07-18T13:32:59.049026683+00:00,2023-07-18T13:32:59.057536139+00:00,2023-07-18T13:32:59.057327449+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-07-18T13:32:59.057000+00:00,2023-07-18T13:32:59.057619+00:00,0.619,True
2023-07-20,LB_20230720_093345_SELL_0001,SELL,2023-07-20T13:33:46.040000+00:00,NQU3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-07-20_LB_20230720_093345_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-07-20_LB_20230720_093345_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230720_093345_SELL_0001.state.parquet,1872304,1626317,4711,2677,2034,15870.0,15870.5,82,82,fba93be41e868379276b03812a1b8fdf5a3926e8f8a919b74424040aaf0ec7da,True,0,3996,2023-07-20T13:33:46.034165202+00:00,2023-07-20T13:33:46.034058529+00:00,2023-07-20T13:33:46.040401154+00:00,2023-07-20T13:33:46.040308379+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-07-20T13:33:46.040000+00:00,2023-07-20T13:33:46.040713+00:00,0.713,True
2023-07-27,LB_20230727_093300_BUY_0001,BUY,2023-07-27T13:33:01.089000+00:00,NQU3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-07-27_LB_20230727_093300_BUY_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-07-27_LB_20230727_093300_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230727_093300_BUY_0001.state.parquet,1956382,1693901,4884,3251,1633,15851.75,15852.0,209,209,9b02215e19cb360efaa36b83fccd30a0269c78b7e7fcd0ef9cbebb21373a1d45,True,5,8131,2023-07-27T13:33:01.088873524+00:00,2023-07-27T13:33:01.088601481+00:00,2023-07-27T13:33:01.089080754+00:00,2023-07-27T13:33:01.088842725+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-07-27T13:33:01.089000+00:00,2023-07-27T13:33:01.089165+00:00,0.165,True
2023-08-08,LB_20230808_093726_SELL_0001,SELL,2023-08-08T13:37:27.058000+00:00,NQU3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-08-08_LB_20230808_093726_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-08-08_LB_20230808_093726_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230808_093726_SELL_0001.state.parquet,2840414,2551512,5127,2337,2790,15349.75,15350.25,133,133,75792ec0504a7e79cf119016e27e27888a01a2f9bc51c16bcb3b8adfed77e757,True,0,4197,2023-08-08T13:37:27.040745407+00:00,2023-08-08T13:37:27.040665021+00:00,2023-08-08T13:37:27.058598475+00:00,2023-08-08T13:37:27.058395969+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-08-08T13:37:27.058000+00:00,2023-08-08T13:37:27.058667+00:00,0.6669999999999999,True
2023-08-24,LB_20230824_093139_SELL_0001,SELL,2023-08-24T13:31:40.065000+00:00,NQU3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-08-24_LB_20230824_093139_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-08-24_LB_20230824_093139_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230824_093139_SELL_0001.state.parquet,2804721,2495074,4580,2322,2258,15300.25,15300.75,141,141,d2a17bb13162aeacee7e0f86714d760c602f0e2ddf04f4772617e58afc202a55,True,0,7002,2023-08-24T13:31:40.062700557+00:00,2023-08-24T13:31:40.062616457+00:00,2023-08-24T13:31:40.065400331+00:00,2023-08-24T13:31:40.065152979+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-08-24T13:31:40.065000+00:00,2023-08-24T13:31:40.065524+00:00,0.524,True
2023-08-25,LB_20230825_093257_BUY_0001,BUY,2023-08-25T13:32:58.084000+00:00,NQU3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-08-25_LB_20230825_093257_BUY_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-08-25_LB_20230825_093257_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230825_093257_BUY_0001.state.parquet,2459752,2219587,4521,2446,2075,14932.5,14933.0,55,55,b63654239ce118e67f64bc31121f0bd838d46fa066a75d26eb26b4d9d0d07189,True,4,6112,2023-08-25T13:32:58.083943763+00:00,2023-08-25T13:32:58.083665051+00:00,2023-08-25T13:32:58.084278878+00:00,2023-08-25T13:32:58.083904911+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-08-25T13:32:58.084000+00:00,2023-08-25T13:32:58.084006+00:00,0.006,True
2023-08-29,LB_20230829_093105_SELL_0001,SELL,2023-08-29T13:31:06.065000+00:00,NQU3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-08-29_LB_20230829_093105_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-08-29_LB_20230829_093105_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230829_093105_SELL_0001.state.parquet,1938749,1750268,4528,2321,2207,15072.0,15072.25,127,127,f9d7c1ce7621d849ee9c400c57b365e9f55e189cd63966626a0517224c29a624,True,4,6169,2023-08-29T13:31:06.064797229+00:00,2023-08-29T13:31:06.064692443+00:00,2023-08-29T13:31:06.065001229+00:00,2023-08-29T13:31:06.064799917+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-08-29T13:31:06.065000+00:00,2023-08-29T13:31:06.065128+00:00,0.128,True
2023-08-31,LB_20230831_093357_BUY_0001,BUY,2023-08-31T13:33:58.049000+00:00,NQU3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-08-31_LB_20230831_093357_BUY_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-08-31_LB_20230831_093357_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230831_093357_BUY_0001.state.parquet,2944094,2671173,4731,3157,1574,15551.25,15551.75,224,224,d285383ffa666c0805f0c2979efa6c9daf5be2c65df17fb8f75bc8e22fb4a3cf,True,0,8991,2023-08-31T13:33:58.048565941+00:00,2023-08-31T13:33:58.048474191+00:00,2023-08-31T13:33:58.049493866+00:00,2023-08-31T13:33:58.049304345+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-08-31T13:33:58.049000+00:00,2023-08-31T13:33:58.049564+00:00,0.5640000000000001,True
2023-09-05,LB_20230905_093500_SELL_0002,SELL,2023-09-05T13:35:01.010000+00:00,NQU3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-09-05_LB_20230905_093500_SELL_0002.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-09-05_LB_20230905_093500_SELL_0002_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230905_093500_SELL_0002.state.parquet,2814569,2574164,4278,2091,2187,15456.25,15456.5,107,107,fa1a115805d3fb10134943596bba34d0b17e94bb6ed41201720f645e0c348681,True,1,6507,2023-09-05T13:35:01.009118575+00:00,2023-09-05T13:35:01.009016507+00:00,2023-09-05T13:35:01.010002521+00:00,2023-09-05T13:35:01.009900835+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-09-05T13:35:01.010000+00:00,2023-09-05T13:35:01.010477+00:00,0.477,True
2023-09-07,LB_20230907_093117_SELL_0001,SELL,2023-09-07T13:31:18.033000+00:00,NQU3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-09-07_LB_20230907_093117_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-09-07_LB_20230907_093117_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230907_093117_SELL_0001.state.parquet,2542234,2247390,4713,1837,2876,15181.0,15181.25,277,277,023ffbde47d3caf70af3093d55aa27318c1e8e95db3b31261c6c63173cfa7884,True,0,10349,2023-09-07T13:31:18.032950978+00:00,2023-09-07T13:31:18.032847241+00:00,2023-09-07T13:31:18.033173437+00:00,2023-09-07T13:31:18.033038167+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-09-07T13:31:18.033000+00:00,2023-09-07T13:31:18.033798+00:00,0.798,True
2023-09-14,LB_20230914_093127_SELL_0001,SELL,2023-09-14T13:31:28.062000+00:00,NQZ3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-09-14_LB_20230914_093127_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-09-14_LB_20230914_093127_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230914_093127_SELL_0001.state.parquet,3403252,3111983,3946,1849,2097,15602.25,15602.5,174,174,9a74930f19ee777110f7c7e9b23e0456e0ca50a028a00b727c6e26a4a2df1ba0,True,7,9332,2023-09-14T13:31:28.061854367+00:00,2023-09-14T13:31:28.061750777+00:00,2023-09-14T13:31:28.062010947+00:00,2023-09-14T13:31:28.061779611+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-09-14T13:31:28.062000+00:00,2023-09-14T13:31:28.062159+00:00,0.159,True
