model,split,status,n,balanced_accuracy,roc_auc,confusion_matrix
logistic,validation,OK,35,0.5773026315789473,0.611842105263158,"[[16, 3], [11, 5]]"
logistic,holdout,OK,34,0.4714285714285714,0.5214285714285715,"[[9, 5], [14, 6]]"
decision_tree,validation,OK,35,0.5098684210526316,0.45230263157894735,"[[17, 2], [14, 2]]"
decision_tree,holdout,OK,34,0.4571428571428572,0.41071428571428575,"[[10, 4], [16, 4]]"
random_forest,validation,OK,35,0.5411184210526316,0.5592105263157895,"[[17, 2], [13, 3]]"
random_forest,holdout,OK,34,0.43214285714285716,0.45714285714285713,"[[10, 4], [17, 3]]"
catboost,validation,OK,35,0.5049342105263157,0.555921052631579,"[[18, 1], [15, 1]]"
catboost,holdout,OK,34,0.37142857142857144,0.45,"[[9, 5], [18, 2]]"
