feature,method,importance,split
Previous_Delta_AtEntry,mutual_information,0.06817660998573416,discovery
Previous_Delta_AtEntry,conditional_mutual_information_proxy,0.017090068904652297,discovery
price_impact_per_100_contracts,mutual_information,0.0040488853480609155,discovery
price_impact_per_100_contracts,conditional_mutual_information_proxy,0.060480900132495304,discovery
Score_AtEntry,mutual_information,0.0030015059820971413,discovery
Score_AtEntry,conditional_mutual_information_proxy,0.0395179503461187,discovery
OR_WidthTicks,mutual_information,0.0,discovery
OR_WidthTicks,conditional_mutual_information_proxy,0.04008401478174291,discovery
range,mutual_information,0.0,discovery
range,conditional_mutual_information_proxy,0.04008401478174291,discovery
signed_acceleration_1s,mutual_information,0.057882970984730164,discovery
signed_acceleration_1s,conditional_mutual_information_proxy,0.0663307911620156,discovery
liquidity_absorption_score,mutual_information,0.041387321248443465,discovery
liquidity_absorption_score,conditional_mutual_information_proxy,0.02356598045652345,discovery
absorption_pressure_1s,mutual_information,0.0,discovery
absorption_pressure_1s,conditional_mutual_information_proxy,0.02268842147052405,discovery
burst_efficiency_score,mutual_information,0.0,discovery
burst_efficiency_score,conditional_mutual_information_proxy,0.021801984860549385,discovery
directional_poc_distance,mutual_information,0.008712216117586102,discovery
directional_poc_distance,conditional_mutual_information_proxy,0.03754708560600256,discovery
execution_cvd_alignment,mutual_information,0.050152749671602326,discovery
execution_cvd_alignment,conditional_mutual_information_proxy,0.0,discovery
Delta_Change_AtEntry,mutual_information,0.0,discovery
Delta_Change_AtEntry,conditional_mutual_information_proxy,0.04763134888975059,discovery
Previous_Delta_AtEntry,logistic,0.33772163372257785,discovery
price_impact_per_100_contracts,logistic,0.1805387770095398,discovery
Score_AtEntry,logistic,0.1804235692268243,discovery
OR_WidthTicks,logistic,0.08835055423988,discovery
range,logistic,0.08835055423988018,discovery
signed_acceleration_1s,logistic,0.2708009444291867,discovery
liquidity_absorption_score,logistic,0.19026504084062587,discovery
absorption_pressure_1s,logistic,0.17126130000760634,discovery
burst_efficiency_score,logistic,0.2910831849892113,discovery
directional_poc_distance,logistic,0.5906325187130951,discovery
execution_cvd_alignment,logistic,0.3064873394519178,discovery
Delta_Change_AtEntry,logistic,0.3136478692874066,discovery
Previous_Delta_AtEntry,logistic_permutation,0.07732954545454539,validation
price_impact_per_100_contracts,logistic_permutation,0.0051136363636363055,validation
Score_AtEntry,logistic_permutation,0.021988636363636304,validation
OR_WidthTicks,logistic_permutation,-0.024261363636363713,validation
range,logistic_permutation,-0.024261363636363713,validation
signed_acceleration_1s,logistic_permutation,0.013352272727272678,validation
liquidity_absorption_score,logistic_permutation,0.02352272727272723,validation
absorption_pressure_1s,logistic_permutation,0.01568181818181814,validation
burst_efficiency_score,logistic_permutation,0.010397727272727213,validation
directional_poc_distance,logistic_permutation,0.006818181818181771,validation
execution_cvd_alignment,logistic_permutation,0.06715909090909084,validation
Delta_Change_AtEntry,logistic_permutation,0.021534090909090853,validation
Previous_Delta_AtEntry,logistic_validation_ablation,0.07670454545454536,validation
price_impact_per_100_contracts,logistic_validation_ablation,0.0,validation
Score_AtEntry,logistic_validation_ablation,0.031249999999999944,validation
OR_WidthTicks,logistic_validation_ablation,0.0,validation
range,logistic_validation_ablation,0.0,validation
signed_acceleration_1s,logistic_validation_ablation,0.05397727272727265,validation
liquidity_absorption_score,logistic_validation_ablation,0.0,validation
absorption_pressure_1s,logistic_validation_ablation,0.0,validation
burst_efficiency_score,logistic_validation_ablation,0.0,validation
directional_poc_distance,logistic_validation_ablation,-0.045454545454545525,validation
execution_cvd_alignment,logistic_validation_ablation,0.07102272727272718,validation
Delta_Change_AtEntry,logistic_validation_ablation,-0.03125,validation
Previous_Delta_AtEntry,decision_tree,0.31890192372639375,discovery
price_impact_per_100_contracts,decision_tree,0.21737418422238733,discovery
Score_AtEntry,decision_tree,0.1497875348132083,discovery
OR_WidthTicks,decision_tree,0.0,discovery
range,decision_tree,0.0,discovery
signed_acceleration_1s,decision_tree,0.0,discovery
liquidity_absorption_score,decision_tree,0.18812900347140385,discovery
absorption_pressure_1s,decision_tree,0.0,discovery
burst_efficiency_score,decision_tree,0.0,discovery
directional_poc_distance,decision_tree,0.12580735376660668,discovery
execution_cvd_alignment,decision_tree,0.0,discovery
Delta_Change_AtEntry,decision_tree,0.0,discovery
Previous_Delta_AtEntry,decision_tree_permutation,0.05596590909090908,validation
price_impact_per_100_contracts,decision_tree_permutation,-0.004431818181818195,validation
Score_AtEntry,decision_tree_permutation,0.025397727272727256,validation
OR_WidthTicks,decision_tree_permutation,0.0,validation
range,decision_tree_permutation,0.0,validation
signed_acceleration_1s,decision_tree_permutation,0.0,validation
liquidity_absorption_score,decision_tree_permutation,0.06000000000000001,validation
absorption_pressure_1s,decision_tree_permutation,0.0,validation
burst_efficiency_score,decision_tree_permutation,0.0,validation
directional_poc_distance,decision_tree_permutation,0.01852272727272725,validation
execution_cvd_alignment,decision_tree_permutation,0.0,validation
Delta_Change_AtEntry,decision_tree_permutation,0.0,validation
Previous_Delta_AtEntry,random_forest,0.1579347484368259,discovery
price_impact_per_100_contracts,random_forest,0.10043728606510027,discovery
Score_AtEntry,random_forest,0.03465183647156911,discovery
OR_WidthTicks,random_forest,0.0465357871268874,discovery
range,random_forest,0.04916127535289879,discovery
signed_acceleration_1s,random_forest,0.09209844224733015,discovery
liquidity_absorption_score,random_forest,0.11511188450445897,discovery
absorption_pressure_1s,random_forest,0.09461395403293954,discovery
burst_efficiency_score,random_forest,0.08456630972456729,discovery
directional_poc_distance,random_forest,0.11965521990930424,discovery
execution_cvd_alignment,random_forest,0.018720138102188547,discovery
Delta_Change_AtEntry,random_forest,0.08651311802592987,discovery
Previous_Delta_AtEntry,random_forest_permutation,-0.0172727272727273,validation
price_impact_per_100_contracts,random_forest_permutation,-0.026875000000000013,validation
Score_AtEntry,random_forest_permutation,0.0033522727272727072,validation
OR_WidthTicks,random_forest_permutation,-0.017840909090909095,validation
range,random_forest_permutation,-0.02625,validation
signed_acceleration_1s,random_forest_permutation,0.0034659090909090785,validation
liquidity_absorption_score,random_forest_permutation,-4.440892098500626e-18,validation
absorption_pressure_1s,random_forest_permutation,-0.04437500000000003,validation
burst_efficiency_score,random_forest_permutation,-0.033750000000000016,validation
directional_poc_distance,random_forest_permutation,-0.03534090909090914,validation
execution_cvd_alignment,random_forest_permutation,0.0,validation
Delta_Change_AtEntry,random_forest_permutation,0.01505681818181816,validation
Previous_Delta_AtEntry,catboost,19.255821085562363,discovery
price_impact_per_100_contracts,catboost,12.340264375936727,discovery
Score_AtEntry,catboost,5.90183182469028,discovery
OR_WidthTicks,catboost,4.062863464053543,discovery
range,catboost,3.043126536676125,discovery
signed_acceleration_1s,catboost,9.398760293646578,discovery
liquidity_absorption_score,catboost,10.973048621842121,discovery
absorption_pressure_1s,catboost,5.794584085120249,discovery
burst_efficiency_score,catboost,5.1704850469139325,discovery
directional_poc_distance,catboost,9.69972254964002,discovery
execution_cvd_alignment,catboost,3.9748747838234784,discovery
Delta_Change_AtEntry,catboost,10.38461733209457,discovery
Previous_Delta_AtEntry,catboost_incremental_shap,0.4372976854739384,discovery
price_impact_per_100_contracts,catboost_incremental_shap,0.3070222022576993,discovery
Score_AtEntry,catboost_incremental_shap,0.1055030525755085,discovery
OR_WidthTicks,catboost_incremental_shap,0.06802501551301002,discovery
range,catboost_incremental_shap,0.05283223882630751,discovery
signed_acceleration_1s,catboost_incremental_shap,0.20272221366583218,discovery
liquidity_absorption_score,catboost_incremental_shap,0.12545294434867804,discovery
absorption_pressure_1s,catboost_incremental_shap,0.07379978488377335,discovery
burst_efficiency_score,catboost_incremental_shap,0.0724379642000381,discovery
directional_poc_distance,catboost_incremental_shap,0.21456240034512847,discovery
execution_cvd_alignment,catboost_incremental_shap,0.16932801272261222,discovery
Delta_Change_AtEntry,catboost_incremental_shap,0.13986439551594237,discovery
Previous_Delta_AtEntry,catboost_permutation,-0.007670454545454527,validation
price_impact_per_100_contracts,catboost_permutation,-0.021534090909090895,validation
Score_AtEntry,catboost_permutation,-0.004999999999999996,validation
OR_WidthTicks,catboost_permutation,-0.022272727272727253,validation
range,catboost_permutation,-0.022272727272727253,validation
signed_acceleration_1s,catboost_permutation,-0.007272727272727267,validation
liquidity_absorption_score,catboost_permutation,-0.0018181818181818167,validation
absorption_pressure_1s,catboost_permutation,-0.0018181818181818167,validation
burst_efficiency_score,catboost_permutation,-0.0013636363636363624,validation
directional_poc_distance,catboost_permutation,-0.006647727272727252,validation
execution_cvd_alignment,catboost_permutation,-0.007272727272727267,validation
Delta_Change_AtEntry,catboost_permutation,-0.002272727272727271,validation
