fecha,prediction_timestamp,split,born_bad_group,born_bad_reason,Result_Label,realized_ticks_for_label,MFE_ticks,MAE_ticks,Trade_Duration,Entry_price,ExecutionSide,canonical_source_file,causal_row_flag,Delta1s,Delta2s,Delta3s,Delta5s,Delta10s,PeakPositiveDelta,PeakNegativeDelta,DeltaChange1s,DeltaChangeZScore,DeltaPercentile,BuySellRatio,TradesPerSecond,ContractsPerSecond,Velocity1s,Velocity3s,Velocity5s,Acceleration1s,Acceleration3s,TicksPerSecond,CumulativeDeltaWindow,OR_WidthTicks,Dist_OR_High_Ticks,Dist_OR_Low_Ticks,Dist_VWAP_Ticks,Dist_POC_Ticks,Dist_VAH_Ticks,Dist_VAL_Ticks,Dist_HVN_Ticks,Dist_LVN_Ticks,range,Body_AtEntry,Volume_AtEntry,Delta_AtEntry,Cumulative_Delta_AtEntry,Previous_Volume_AtEntry,Previous_Delta_AtEntry,Delta_Change_AtEntry,BreakOut_TICKS_PER_SEC_AtEntry,Score_AtEntry,Buy_Imbalance_Count_AtEntry,Sell_Imbalance_Count_AtEntry,signed_delta_1s,signed_delta_change_1s,signed_velocity_1s,signed_velocity_3s,signed_acceleration_1s,price_impact_per_100_contracts,absorption_pressure_1s,delta_share_of_volume,mean_trade_size,delta_persistence_1_3,delta_persistence_3_5,direction_consistency,velocity_consistency,flow_price_alignment,acceleration_velocity_ratio,directional_vwap_distance,directional_poc_distance,profile_confluence_4t,burst_efficiency_score,liquidity_absorption_score,seconds_from_open,minute_from_open,weekday_index,month_index,execution_side_sign,or_position_fraction,distance_nearest_or_edge_ticks,distance_nearest_profile_reference_ticks,vwap_poc_spread_ticks,signed_velocity_decay_1_5,signed_delta_decay_1_5,execution_cvd_alignment
2023-05-18,2023-05-18 13:34:37.036716+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,100,05:22,13681.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-05-18_NY.csv,True,137,143,163,151,167,137,-9,131,5.360975925957068,1.0,5.724137931034483,155,195,1,1.0,0.6,0,0.666666666666667,1,163,12.0,10.0,22.0,10.83351344479054,11,7,16,2,-1,60,20,1867,185,1446,2599,151,34,0.54,10,0,0,137.0,131.0,1.0,1.0,0.0,0.5128205128205128,137.0,0.7025641025641025,1.2580645161290323,0.39659367396593675,0.5558282208588957,1.0,1.0,1,0.0,10.83351344479054,11.0,2,0.0072992700729927005,123.3,277,4.616666666666666,3,5,-1.0,1.8333333333333333,10.0,1,0.16648655520945965,-0.4,-106.8,-1.0
2023-05-22,2023-05-22 13:33:57.045713+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,01:03,13876.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-05-22_NY.csv,True,130,156,181,253,331,130,-6,104,4.542580197052407,1.0,2.226415094339623,305,342,2,1.0,1.0,2,0.666666666666667,2,181,14.0,9.0,23.0,13.980175282373342,13,10,18,0,-1,70,40,3301,587,-2076,3878,36,551,0.7,11,2,0,130.0,104.0,2.0,1.0,2.0,0.5847953216374269,65.0,0.38011695906432746,1.1213114754098361,0.4641025641025641,0.8386740331491712,1.0,1.0,1,1.0,13.980175282373342,13.0,2,0.015384615384615385,52.0,237,3.95,0,5,-1.0,1.6428571428571428,9.0,0,0.9801752823733416,-1.0,-79.4,1.0
2023-05-26,2023-05-26 13:33:57.985923+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,10,00:55,14045.0,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-05-26_NY.csv,True,166,224,269,294,452,166,-11,108,4.68817639981748,1.0,2.66,310,366,1,1.0,1.0,0,0.0,1,269,12.0,12.0,24.0,14.308662613981763,13,11,21,0,-1,60,60,3684,676,1874,2870,-76,752,1.03,11,5,0,166.0,108.0,1.0,1.0,0.0,0.273224043715847,166.0,0.453551912568306,1.1806451612903226,0.5401606425702812,0.6557620817843867,1.0,1.0,1,0.0,14.308662613981763,13.0,2,0.006024096385542169,149.4,237,3.95,4,5,-1.0,2.0,12.0,0,1.3086626139817632,-0.0,-107.2,-1.0
2023-05-31,2023-05-31 13:31:56.985792+00:00,discovery,B_LOSER_MFE_GT_30,Perdedor con MFE > 30 ticks,SL,-62.0,50,60,02:35,14348.75,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-05-31_NY.csv,True,164,198,221,219,265,164,-10,130,3.827056874695942,1.0,3.075949367088608,233,322,1,0.666666666666667,0.4,0,0.0,1,221,15.0,4.0,19.0,8.396373056994818,5,2,12,-1,1,75,20,4963,-9,-3169,5075,101,-110,0.35,8,2,0,164.0,130.0,1.0,0.666666666666667,0.0,0.3105590062111801,164.0,0.5093167701863354,1.3819742489270386,0.4491869918699187,0.5945701357466063,1.0,1.0,1,0.0,8.396373056994818,5.0,3,0.006097560975609756,147.6,116,1.9333333333333333,2,5,-1.0,1.2666666666666666,4.0,1,3.3963730569948183,-0.6,-120.2,1.0
2023-06-05,2023-06-05 13:35:01.021179900+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,28.0,50,15,01:38,14611.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-06-05_NY.csv,True,365,473,490,471,506,365,-18,257,8.123917726097543,1.0,2.682027649769585,681,799,4,2.333333333333333,1.4,2,1.0,4,490,14.0,20.0,34.0,17.72559621512021,11,6,24,1,-1,70,20,801,363,2129,2644,306,57,19.59,11,2,0,365.0,257.0,4.0,2.333333333333333,2.0,0.5006257822277848,91.25,0.4568210262828536,1.1732745961820852,0.4474885844748858,0.576734693877551,1.0,1.0,1,0.5,17.72559621512021,11.0,2,0.010958904109589041,54.75,301,5.016666666666667,0,6,-1.0,2.4285714285714284,20.0,1,6.725596215120209,-2.6,-270.8,-1.0
2023-06-13,2023-06-13 13:31:39.996096+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,5,00:51,15080.0,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-06-13_NY.csv,True,-139,-166,-165,-156,-268,16,-139,-112,-2.977203989275192,0.98989898989899,0.141975308641975,173,185,-1,-1.666666666666667,-0.4,1,-0.666666666666667,-1,-165,20.0,-25.0,-5.0,-13.98160046728972,-18,-21,-10,-2,1,100,25,3727,-219,745,6572,216,-435,0.63,9,0,1,139.0,112.0,1.0,1.666666666666667,-1.0,0.5405405405405406,139.0,0.7513513513513513,1.069364161849711,0.39568345323741005,0.5672727272727273,1.0,1.0,1,-1.0,13.98160046728972,18.0,2,0.007194244604316547,125.10000000000001,99,1.65,1,6,1.0,-0.25,5.0,1,4.01839953271028,-0.6,-107.8,1.0
2023-06-22,2023-06-22 13:32:41.008240+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:34,15000.0,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-06-22_NY.csv,True,141,177,171,188,255,141,-6,105,2.675621753244732,0.9875,3.169230769230769,219,271,2,1.333333333333333,1.2,1,0.0,2,171,17.0,11.0,28.0,13.581827530483325,18,5,19,0,1,85,25,2467,139,-1215,5304,132,7,0.61,11,1,0,141.0,105.0,2.0,1.333333333333333,1.0,0.7380073800738007,70.5,0.5202952029520295,1.2374429223744292,0.40425531914893614,0.6596491228070176,1.0,1.0,1,0.5,13.581827530483325,18.0,2,0.014184397163120567,56.400000000000006,161,2.683333333333333,3,6,-1.0,1.6470588235294117,11.0,0,4.418172469516675,-0.8,-103.4,1.0
2023-06-23,2023-06-23 13:32:00.001096+00:00,discovery,C_LOSER_MFE_3_TO_30,Perdedor con 2 < MFE <= 30 ticks,SL,-62.0,10,60,02:31,15061.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-06-23_NY.csv,True,150,171,170,164,200,150,-4,129,4.941094402083296,1.0,4.571428571428571,175,234,1,1.0,0.6,-1,0.0,1,170,18.0,1.0,19.0,10.495059802392095,14,7,16,3,-1,90,0,8,6,-2283,4549,105,-99,0.0,5,0,0,150.0,129.0,1.0,1.0,-1.0,0.42735042735042733,150.0,0.6410256410256411,1.3371428571428572,0.37777777777777777,0.5788235294117647,1.0,1.0,1,-1.0,10.495059802392095,14.0,2,0.006666666666666667,135.0,120,2.0,4,6,-1.0,1.0555555555555556,1.0,1,3.5049401976079047,-0.4,-117.2,1.0
2023-06-26,2023-06-26 13:36:09.066138+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,04:53,15071.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-06-26_NY.csv,True,179,222,228,224,259,179,-3,136,6.26397636006667,1.0,5.475,232,259,2,2.0,1.0,0,1.0,2,228,19.0,18.0,37.0,21.608135553879183,31,14,36,0,1,95,35,585,257,267,2346,174,83,3.86,12,3,0,179.0,136.0,2.0,2.0,0.0,0.7722007722007722,89.5,0.6911196911196911,1.1163793103448276,0.4245810055865922,0.5894736842105263,1.0,1.0,1,0.0,21.608135553879183,31.0,2,0.0111731843575419,71.60000000000001,369,6.15,0,6,-1.0,1.9473684210526316,18.0,0,9.391864446120817,-1.0,-134.2,-1.0
2023-06-30,2023-06-30 13:31:24.015486+00:00,discovery,C_LOSER_MFE_3_TO_30,Perdedor con 2 < MFE <= 30 ticks,SL,-62.0,10,60,04:24,15258.75,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-06-30_NY.csv,True,190,196,212,209,211,190,-18,184,7.853069759318624,1.0,6.0,142,266,4,2.333333333333333,1.2,3,1.333333333333333,4,212,13.0,3.0,16.0,8.880450759431652,9,5,12,0,1,65,15,1739,397,2361,4386,28,369,0.62,11,2,0,190.0,184.0,4.0,2.333333333333333,3.0,1.5037593984962405,47.5,0.7142857142857143,1.8732394366197183,0.3719298245614035,0.5915094339622642,1.0,1.0,1,0.75,8.880450759431652,9.0,2,0.021052631578947368,28.5,84,1.4,4,6,-1.0,1.2307692307692308,3.0,0,0.11954924056834848,-2.8,-148.2,-1.0
2023-07-18,2023-07-18 13:32:59.005171+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,02:30,15780.0,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-07-18_NY.csv,True,-194,-193,-230,-329,-302,25,-194,-195,-5.825169129926562,1.0,0.432748538011696,428,490,-3,-1.0,-1.2,-3,-0.666666666666667,-3,-230,21.0,-29.0,-8.0,-12.802306029305788,-10,-19,-8,0,-1,105,40,3483,-373,-534,3299,-9,-364,0.68,11,0,1,194.0,195.0,3.0,1.0,3.0,0.6122448979591837,64.66666666666667,0.39591836734693875,1.144859813084112,0.3951890034364261,0.8582608695652174,1.0,1.0,1,1.0,12.802306029305788,10.0,2,0.015463917525773196,45.266666666666666,179,2.9833333333333334,1,7,1.0,-0.38095238095238093,8.0,0,2.8023060293057878,-1.8,-128.2,-1.0
2023-07-20,2023-07-20 13:33:46.156092900+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,00:58,15871.25,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-07-20_NY.csv,True,-193,-182,-199,-162,-182,30,-193,-204,-5.323212031078765,1.0,0.488063660477454,441,561,-4,-0.666666666666667,0.0,-5,-1.333333333333333,-4,-199,15.0,16.0,31.0,10.051278070992444,-2,-9,20,-2,3,75,0,4218,-364,-2792,4707,289,-653,0.0,9,0,1,193.0,204.0,4.0,0.666666666666667,5.0,0.7130124777183601,48.25,0.34402852049910876,1.272108843537415,0.3436960276338515,0.4884422110552764,1.0,0.6666666666666666,1,1.25,-10.051278070992444,2.0,3,0.02072538860103627,28.95,226,3.7666666666666666,3,7,1.0,2.066666666666667,16.0,2,12.051278070992444,-4.0,-160.6,-1.0
2023-07-27,2023-07-27 13:33:01.064236+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,03:01,15852.5,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-07-27_NY.csv,True,294,293,309,319,306,294,-15,295,8.10638059439162,1.0,3.0,426,588,2,1.0,0.4,2,0.666666666666667,2,309,15.0,5.0,20.0,12.2935532421924,13,8,19,0,1,75,10,608,302,3517,4809,481,-179,9.4,10,2,1,294.0,295.0,2.0,1.0,2.0,0.3401360544217687,147.0,0.5,1.380281690140845,0.35034013605442177,0.6194174757281553,1.0,1.0,1,1.0,12.2935532421924,13.0,2,0.006802721088435374,117.60000000000001,181,3.0166666666666666,3,7,-1.0,1.3333333333333333,5.0,0,0.7064467578075995,-1.6,-230.2,-1.0
2023-08-02,2023-08-02 13:35:02.062668900+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:25,15621.25,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-08-02_NY.csv,True,-138,-154,-157,-156,-114,25,-138,-122,-2.76221281071378,0.99,0.295918367346939,231,254,-3,-1.0,-0.4,-2,-1.0,-3,-157,16.0,-38.0,-22.0,-18.415549717237386,-26,-28,-12,-4,0,80,20,556,-184,-699,5109,229,-413,9.7,9,0,0,138.0,122.0,3.0,1.0,2.0,1.1811023622047243,46.0,0.5433070866141733,1.0995670995670996,0.37922705314009664,0.5961783439490446,1.0,1.0,1,0.6666666666666666,18.415549717237386,26.0,2,0.021739130434782608,32.199999999999996,302,5.033333333333333,2,8,1.0,-1.375,22.0,0,7.584450282762614,-2.6,-106.8,-1.0
2023-08-08,2023-08-08 13:37:27.022640+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,65,0,02:32,15350.0,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-08-08_NY.csv,True,-202,-233,-183,-194,-181,50,-202,-171,-6.932746152724762,1.0,0.165289256198347,201,282,-2,-1.333333333333333,-1.0,1,-0.333333333333333,-2,-183,21.0,-24.0,-3.0,-10.258989657915672,-10,-14,-5,-2,1,105,15,1587,-301,-516,2919,-93,-208,0.56,11,0,2,202.0,171.0,2.0,1.333333333333333,-1.0,0.7092198581560284,101.0,0.7163120567375887,1.4029850746268657,0.30198019801980197,0.6360655737704918,1.0,1.0,1,-0.5,10.258989657915672,10.0,2,0.009900990099009901,80.80000000000001,447,7.45,1,8,1.0,-0.14285714285714285,3.0,1,0.25898965791567186,-1.0,-163.2,-1.0
2023-08-18,2023-08-18 13:33:12.035103900+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,20,01:08,14667.5,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-08-18_NY.csv,True,176,204,215,190,337,176,-17,148,3.75176957605927,0.994764397905759,4.52,167,276,2,1.333333333333333,0.6,0,1.0,2,215,26.0,9.0,35.0,15.237966804979251,15,5,24,3,0,130,20,1408,356,-2400,4669,303,53,1.66,9,1,0,176.0,148.0,2.0,1.333333333333333,0.0,0.7246376811594203,88.0,0.6376811594202898,1.652694610778443,0.4071969696969697,0.5302325581395348,1.0,1.0,1,0.0,15.237966804979251,15.0,2,0.011363636363636364,70.4,192,3.2,4,8,-1.0,1.3461538461538463,9.0,0,0.23796680497925138,-1.4,-138.0,1.0
2023-08-23,2023-08-23 13:35:01.070463900+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,80,0,04:58,15030.0,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-08-23_NY.csv,True,217,228,234,141,138,217,-117,206,7.964657594221526,1.0,2.269005847953216,498,559,6,2.0,0.6,6,1.666666666666667,6,234,22.0,2.0,24.0,6.352761738751498,0,-4,10,0,1,110,5,749,343,-484,2572,-94,437,4.67,9,1,0,217.0,206.0,6.0,2.0,6.0,1.073345259391771,36.166666666666664,0.3881932021466905,1.1224899598393574,0.35944700460829493,0.36153846153846153,1.0,1.0,1,1.0,6.352761738751498,0.0,4,0.027649769585253458,14.466666666666667,301,5.016666666666667,2,8,-1.0,1.0909090909090908,2.0,0,6.352761738751498,-5.4,-188.8,1.0
2023-08-24,2023-08-24 13:31:39.990302900+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:41,15300.0,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-08-24_NY.csv,True,-181,-180,-162,-225,-255,18,-181,-182,-3.660932110891084,1.0,0.367132867132867,326,391,-3,-0.666666666666667,-0.6,-4,-1.0,-3,-162,26.0,-32.0,-6.0,-13.82028035959165,-9,-21,0,-4,2,130,30,4277,-371,-3309,8849,-463,92,0.75,9,0,0,181.0,182.0,3.0,0.666666666666667,4.0,0.7672634271099744,60.333333333333336,0.4629156010230179,1.1993865030674846,0.2983425414364641,0.8333333333333334,1.0,1.0,1,1.3333333333333333,13.82028035959165,9.0,3,0.016574585635359115,42.233333333333334,99,1.65,3,8,1.0,-0.23076923076923078,6.0,0,4.820280359591649,-2.4,-136.0,-1.0
2023-08-25,2023-08-25 13:32:58.084006+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,01:14,14933.75,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-08-25_NY.csv,True,158,160,162,168,245,158,-21,156,4.872899967548059,1.0,2.549019607843137,196,362,1,0.666666666666667,0.6,0,0.333333333333333,1,162,26.0,7.0,33.0,14.460877099440149,10,4,21,1,-1,130,30,3891,503,2286,4804,76,427,0.52,11,2,0,158.0,156.0,1.0,0.666666666666667,0.0,0.27624309392265195,158.0,0.43646408839779005,1.846938775510204,0.34177215189873417,0.6222222222222222,1.0,1.0,1,0.0,14.460877099440149,10.0,3,0.006329113924050633,142.20000000000002,178,2.966666666666667,4,8,-1.0,1.2692307692307692,7.0,1,4.4608770994401485,-0.4,-124.4,-1.0
2023-08-29,2023-08-29 13:31:06.065128+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,00:55,15073.75,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-08-29_NY.csv,True,-173,-168,-178,-214,-285,8,-173,-178,-4.406511225299119,1.0,0.231111111111111,241,277,-3,-1.0,-0.8,-4,-1.0,-3,-178,13.0,-13.0,0.0,-6.451211380306735,-6,-10,-2,1,0,65,5,610,-258,-986,3895,373,-631,0.82,9,0,1,173.0,178.0,3.0,1.0,4.0,1.0830324909747293,57.666666666666664,0.6245487364620939,1.1493775933609958,0.34296724470134876,0.7213483146067415,1.0,1.0,1,1.3333333333333333,6.451211380306735,6.0,3,0.017341040462427744,40.36666666666666,66,1.1,1,8,1.0,0.0,0.0,0,0.45121138030673524,-2.2,-130.2,-1.0
2023-08-31,2023-08-31 13:33:58.049564+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,5,00:39,15552.5,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-08-31_NY.csv,True,186,231,209,224,270,186,-22,141,4.246656586199477,1.0,4.0,247,310,3,1.0,0.6,2,1.333333333333333,3,209,25.0,26.0,51.0,21.64660214825056,16,5,32,0,1,125,65,4901,921,244,4078,104,817,1.12,11,6,0,186.0,141.0,3.0,1.0,2.0,0.967741935483871,62.0,0.6,1.2550607287449393,0.37455197132616486,0.6430622009569378,1.0,1.0,1,0.6666666666666666,21.64660214825056,16.0,2,0.016129032258064516,43.4,238,3.966666666666667,3,8,-1.0,2.04,26.0,0,5.646602148250562,-2.4,-141.2,-1.0
2023-09-05,2023-09-05 13:35:01.066213900+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,30,00:38,15457.5,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-09-05_NY.csv,True,-242,-242,-235,-222,-237,12,-242,-242,-7.951439984728167,0.996666666666667,0.349462365591398,435,502,-6,-2.0,-0.8,-7,-2.666666666666667,-6,-235,20.0,-33.0,-13.0,-16.06745225518082,-18,-23,-11,0,2,100,30,516,-230,-2376,2508,-120,-110,28.14,9,0,0,242.0,242.0,6.0,2.0,7.0,1.1952191235059761,40.333333333333336,0.4820717131474104,1.1540229885057471,0.3236914600550964,0.5668085106382978,1.0,1.0,1,1.1666666666666667,16.06745225518082,18.0,2,0.024793388429752067,16.133333333333336,301,5.016666666666667,1,9,1.0,-0.65,13.0,0,1.9325477448191783,-5.2,-197.6,-1.0
2023-09-07,2023-09-07 13:31:17.995107900+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:34,15181.25,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-09-07_NY.csv,True,-138,-185,-183,-178,-180,42,-138,-91,-2.686116106609564,0.974025974025974,0.303030303030303,203,258,0,-0.666666666666667,-0.2,1,-0.333333333333333,0,-183,16.0,-18.0,-2.0,-7.693558530230887,-8,-12,-4,-2,1,80,10,2943,-233,-2648,8194,314,-547,0.56,11,0,2,138.0,91.0,-0.0,0.666666666666667,-1.0,0.0,552.0,0.5348837209302325,1.270935960591133,0.4420289855072464,0.5836065573770491,1.0,0.6666666666666666,0,-4.0,7.693558530230887,8.0,3,-0.0,552.0,77,1.2833333333333334,3,9,1.0,-0.125,2.0,1,0.3064414697691129,0.2,-102.4,-1.0
2023-09-14,2023-09-14 13:31:28.018870900+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,5,01:50,15602.5,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-09-14_NY.csv,True,-199,-217,-233,-238,-290,17,-199,-181,-4.866497426246555,1.0,0.311418685121107,313,379,-3,-1.333333333333333,-1.0,-3,-1.333333333333333,-3,-233,28.0,-29.0,-1.0,-13.298839285714285,-3,-21,1,0,-1,140,5,3165,-63,-704,8050,-176,113,0.18,8,0,0,199.0,181.0,3.0,1.333333333333333,3.0,0.7915567282321899,66.33333333333333,0.525065963060686,1.2108626198083068,0.39028475711892796,0.6128755364806867,1.0,1.0,1,1.0,13.298839285714285,3.0,4,0.01507537688442211,46.43333333333333,88,1.4666666666666666,3,9,1.0,-0.03571428571428571,1.0,0,10.298839285714285,-2.0,-151.4,-1.0
2023-09-15,2023-09-15 13:32:54.037055900+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,80,07:05,15587.5,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-09-15_NY.csv,True,-189,-229,-257,-340,-484,6,-189,-149,-4.314764035518798,1.0,0.329787234042553,332,375,-4,-2.333333333333333,-1.6,-3,-1.333333333333333,-4,-257,15.0,-27.0,-12.0,-19.69163987138264,-20,-30,-16,-2,2,75,65,4380,-560,-2133,4524,232,-792,1.2,11,0,1,189.0,149.0,4.0,2.333333333333333,3.0,1.0666666666666667,47.25,0.504,1.1295180722891567,0.4532627865961199,0.7937743190661478,1.0,1.0,1,0.75,19.69163987138264,20.0,2,0.021164021164021163,28.349999999999998,174,2.9,4,9,1.0,-0.8,12.0,2,0.30836012861735895,-2.4,-121.0,-1.0
2023-09-19,2023-09-19 13:31:01.968702900+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,01:04,15331.25,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-09-19_NY.csv,True,-210,-305,-293,-347,-309,12,-210,-115,-3.574529898099804,1.0,0.351851851851852,382,438,-3,-2.0,-2.0,1,-0.666666666666667,-3,-293,16.0,-20.0,-4.0,-9.662417921977598,-8,-13,-5,-1,1,80,20,686,-314,-2016,4500,-114,-200,10.16,10,0,1,210.0,115.0,3.0,2.0,-1.0,0.684931506849315,70.0,0.4794520547945205,1.1465968586387434,0.4650793650793651,0.710580204778157,1.0,1.0,1,-0.3333333333333333,9.662417921977598,8.0,2,0.014285714285714285,49.0,61,1.0166666666666666,1,9,1.0,-0.25,4.0,1,1.6624179219775979,-1.0,-140.6,-1.0
2023-09-22,2023-09-22 13:35:54.074897+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,28.0,45,0,00:39,14908.75,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-09-22_NY.csv,True,-149,-160,-166,-184,-222,5,-149,-138,-4.910205659029591,1.0,0.113095238095238,140,187,-2,-0.666666666666667,-0.6,-2,-0.333333333333333,-2,-166,20.0,-26.0,-6.0,-12.230004611364452,-15,-17,-7,-2,1,100,30,3159,-523,1023,2261,-249,-274,0.55,11,0,1,149.0,138.0,2.0,0.666666666666667,2.0,1.0695187165775402,74.5,0.7967914438502673,1.3357142857142856,0.3713646532438479,0.6650602409638554,1.0,1.0,1,1.0,12.230004611364452,15.0,2,0.013422818791946308,59.6,354,5.9,4,9,1.0,-0.3,6.0,1,2.7699953886355484,-1.4,-112.2,1.0
2023-09-27,2023-09-27 13:31:02.979736900+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,03:08,14777.5,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-09-27_NY.csv,True,169,201,191,175,127,169,-41,137,4.687522524002715,1.0,5.970588235294118,178,237,2,1.666666666666667,0.8,-1,1.0,2,191,19.0,3.0,22.0,11.014050091631033,9,3,16,0,1,95,15,400,186,1396,4515,293,-107,5.03,10,1,0,169.0,137.0,2.0,1.666666666666667,-1.0,0.8438818565400844,84.5,0.7130801687763713,1.3314606741573034,0.3767258382642998,0.5497382198952879,1.0,1.0,1,-0.5,11.014050091631033,9.0,3,0.011834319526627219,67.60000000000001,62,1.0333333333333334,2,9,-1.0,1.1578947368421053,3.0,0,2.0140500916310327,-1.2,-134.0,-1.0
2023-10-02,2023-10-02 13:31:51.027298900+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,01:30,14880.0,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-10-02_NY.csv,True,164,177,205,225,210,164,-45,151,4.701480699951193,1.0,3.075949367088608,278,322,1,0.333333333333333,0.4,1,0.0,1,205,21.0,4.0,25.0,13.22880978865406,20,10,24,1,2,105,20,3889,459,-1962,5105,-259,718,0.39,9,3,0,164.0,151.0,1.0,0.333333333333333,1.0,0.3105590062111801,164.0,0.5093167701863354,1.158273381294964,0.4166666666666667,0.6585365853658537,1.0,1.0,1,1.0,13.22880978865406,20.0,2,0.006097560975609756,147.6,111,1.85,0,10,-1.0,1.1904761904761905,4.0,1,6.771190211345941,-0.6,-119.0,1.0
